,하이앙포레 샴푸_0,하이앙포레 샴푸_1,아모스프로페셔널 샴푸_0,아모스프로페셔널 샴푸_1,비욘드 샴푸_0,비욘드 샴푸_1,더프트앤도프트 샴푸_0,더프트앤도프트 샴푸_1,하호니코 샴푸_0,하호니코 샴푸_1,로마 샴푸_0,로마 샴푸_1,러쉬 리햅_0,러쉬 리햅_1,록시땅 샴푸_0,록시땅 샴푸_1,존프리다 컨디셔너_0,존프리다 컨디셔너_1,팬틴 케어_0,팬틴 케어_1,비욘드 컨디셔너_0,비욘드 컨디셔너_1,엘라스틴 컨디셔너_0,엘라스틴 컨디셔너_1,엘라스틴 [시그니처]_0,엘라스틴 [시그니처]_1,오가니스트 컨디셔너_0,오가니스트 컨디셔너_1,로레알 파리 컨디셔너_0,로레알 파리 컨디셔너_1,미쟝센 린스_0,미쟝센 린스_1,아베다 컨디셔너_0,아베다 컨디셔너_1,러쉬 크림_0,러쉬 크림_1,츠바키 컨디셔너NC_0,츠바키 컨디셔너NC_1,암웨이 컨디셔너_0,암웨이 컨디셔너_1,츠바키 컨디셔너_0,츠바키 컨디셔너_1,이니스프리 손상모발용_0,이니스프리 손상모발용_1,미쟝센 로즈에디션_0,미쟝센 로즈에디션_1,미쟝센 피오니_0,미쟝센 피오니_1,케라스타즈 수엥_0,케라스타즈 수엥_1,엘라스틴 브리즈_0,엘라스틴 브리즈_1,아모스프로페셔널 트리트먼트_0,아모스프로페셔널 트리트먼트_1,아모스프로페셔널 CMC_0,아모스프로페셔널 CMC_1,츠바키 마스크_0,츠바키 마스크_1,미쟝센 마스크팩_0,미쟝센 마스크팩_1,로레알 파리 헤어팩_0,로레알 파리 헤어팩_1,모레모 B_0,모레모 B_1,아쿠아더마 헤어트리트먼트_0,아쿠아더마 헤어트리트먼트_1,허니체 마스크_0,허니체 마스크_1,헤드스파7 트리트먼트_0,헤드스파7 트리트먼트_1,에스테티카 헤어마스크_0,에스테티카 헤어마스크_1,투쿨포스쿨 팩_0,투쿨포스쿨 팩_1,허니체 와이_0,허니체 와이_1,닥터포헤어 팩_0,닥터포헤어 팩_1,팬틴 [극손상케어]_0,팬틴 [극손상케어]_1
20,15.4093,100.0,0.0,50.0,47.50778,62.18809,36.36363,54.7619,0.0,0.0,0.24553,4.50966,53.6,22.55965,71.56398,71.24463,82.35294,0.0,0.0,0.0,41.66666,31.57894,60.86956,52.63157,0.0,0.0,48.14814,0.0,0.0,0.0,81.25,58.33333,58.82352,55.88235,35.71428,93.33333,0.0,0.0,0.0,55.55555,70.83333,37.03703,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25605,34.83828,51.92307,52.08333,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,17.81701,71.50537,0.0,42.85714,75.85669,67.75431,63.63636,40.47619,0.0,0.0,0.26389,3.1496,74.4,21.69197,94.31279,60.51502,82.35294,21.21212,0.0,0.0,0.0,36.8421,60.86956,73.68421,0.0,0.0,25.92592,42.85714,0.0,0.0,50.0,0.0,76.47058,32.35294,35.71428,36.66666,0.0,0.0,0.0,0.0,100.0,33.33333,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.42857,88.96103,0.0,0.0,0.0,0.0,0.0,0.0,53.04753,19.51378,36.53846,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,20.54574,75.26881,0.0,0.0,60.28037,56.238,21.21212,42.85714,0.0,0.0,0.22454,4.79599,64.0,14.75054,80.09478,52.36051,50.0,0.0,0.0,0.0,33.33333,57.89473,60.86956,89.47368,0.0,0.0,33.33333,28.57142,0.0,0.0,68.75,66.66666,67.64705,38.23529,0.0,70.0,0.0,0.0,0.0,0.0,70.83333,18.51851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,46.42857,94.15584,0.0,0.0,0.0,0.0,0.0,0.0,17.93525,19.38354,44.23076,41.66666,0.0,100.0,0.0,0.0,88.88888,0.0,0.0,0.0
23,19.74317,76.88172,57.14285,0.0,59.50155,71.01727,54.54545,30.95238,0.0,0.0,0.25812,3.79384,84.8,18.00433,74.40758,58.79828,85.29411,0.0,0.0,0.0,58.33333,0.0,100.0,47.36842,0.0,0.0,44.44444,61.90476,0.0,0.0,0.0,0.0,58.82352,58.82352,50.0,33.33333,0.0,0.0,0.0,0.0,41.66666,59.25925,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28571,76.62337,0.0,0.0,0.0,0.0,0.0,0.0,15.80635,20.68591,55.76923,45.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,15.08828,67.74193,0.0,0.0,71.80685,62.95585,100.0,45.23809,0.0,0.0,0.29065,3.1496,62.4,19.52277,77.25118,74.67811,52.94117,0.0,0.0,0.0,20.83333,47.36842,43.47826,63.15789,0.0,0.0,25.92592,38.09523,0.0,0.0,43.75,91.66666,85.29411,76.47058,0.0,56.66666,0.0,0.0,0.0,0.0,33.33333,44.44444,0.0,0.0,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,79.87012,0.0,0.0,0.0,0.0,0.0,0.0,17.8186,21.83633,48.07692,64.58333,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,14.92776,76.88172,64.28571,35.71428,75.3894,66.60268,24.24242,14.28571,0.0,44.44444,0.22979,5.65497,58.4,20.82429,68.72037,81.54506,55.88235,0.0,0.0,0.0,50.0,26.31578,65.21739,31.57894,0.0,0.0,44.44444,38.09523,0.0,0.0,31.25,66.66666,29.41176,67.64705,92.85714,33.33333,0.0,0.0,0.0,66.66666,29.16666,29.62962,0.0,0.0,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.14285,77.27272,0.0,0.0,0.0,0.0,0.0,0.0,15.89384,18.97113,32.6923,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
26,18.13804,66.66666,42.85714,0.0,55.76323,57.00575,33.33333,54.7619,75.0,100.0,0.18624,7.80243,72.0,22.55965,60.18957,66.5236,55.88235,0.0,0.0,0.0,29.16666,63.15789,30.43478,0.0,0.0,0.0,37.03703,23.80952,0.0,0.0,50.0,75.0,52.94117,58.82352,42.85714,50.0,0.0,0.0,0.0,0.0,29.16666,40.74074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.48051,0.0,0.0,0.0,0.0,0.0,0.0,14.72732,19.34013,32.6923,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,21.34831,84.94623,0.0,0.0,54.82866,68.33013,33.33333,90.47619,0.0,38.88888,0.17733,9.0909,58.4,18.65509,93.83886,76.82403,58.82352,0.0,0.0,0.0,29.16666,52.63157,47.82608,0.0,0.0,0.0,25.92592,38.09523,0.0,0.0,37.5,41.66666,85.29411,85.29411,35.71428,83.33333,0.0,0.0,0.0,0.0,29.16666,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,14.17322,23.70306,44.23076,52.08333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,15.56982,74.19354,57.14285,0.0,60.90342,55.85412,69.69696,69.04761,0.0,0.0,0.27858,17.25125,59.2,11.49674,91.94312,56.65236,52.94117,0.0,0.0,0.0,50.0,31.57894,65.21739,31.57894,0.0,0.0,85.18518,85.71428,0.0,0.0,62.5,41.66666,67.64705,29.41176,0.0,36.66666,0.0,0.0,100.0,0.0,50.0,44.44444,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28571,44.80519,0.0,0.0,0.0,0.0,0.0,0.0,18.08107,75.62405,28.84615,47.91666,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,18.61958,61.82795,0.0,0.0,63.86292,55.27831,33.33333,59.5238,62.5,0.0,0.24658,18.6113,68.0,14.96746,100.0,58.79828,47.05882,0.0,0.0,0.0,20.83333,0.0,39.13043,52.63157,0.0,0.0,66.66666,71.42857,0.0,0.0,31.25,91.66666,44.11764,52.94117,0.0,26.66666,0.0,0.0,0.0,55.55555,29.16666,40.74074,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28571,34.41558,0.0,0.0,0.0,0.0,0.0,0.0,11.78186,25.80855,36.53846,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,27.76886,67.2043,100.0,0.0,76.94704,52.01535,45.45454,42.85714,0.0,0.0,0.74289,7.80243,83.2,19.52277,88.15165,63.51931,41.17647,0.0,0.0,0.0,25.0,36.8421,52.17391,0.0,0.0,0.0,29.62962,80.95238,0.0,0.0,0.0,0.0,41.17647,85.29411,35.71428,50.0,0.0,0.0,0.0,0.0,50.0,25.92592,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.20779,0.0,0.0,0.0,0.0,0.0,0.0,15.4564,23.48599,34.61538,43.75,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,100.0,75.80645,0.0,0.0,67.44548,56.42994,45.45454,45.23809,75.0,0.0,0.90448,100.0,74.4,19.95661,83.88625,87.12446,47.05882,0.0,0.0,0.0,25.0,0.0,34.7826,36.8421,0.0,0.0,44.44444,52.38095,0.0,0.0,31.25,75.0,32.35294,67.64705,0.0,26.66666,0.0,0.0,0.0,0.0,20.83333,33.33333,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.51948,0.0,0.0,0.0,0.0,0.0,0.0,14.78565,25.89537,28.84615,50.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0
32,43.82022,62.36559,64.28571,0.0,75.3894,65.45105,48.48484,57.14285,0.0,50.0,0.47375,89.2627,77.6,19.95661,81.99052,81.97424,58.82352,0.0,0.0,0.0,29.16666,0.0,47.82608,42.10526,0.0,0.0,40.74074,28.57142,0.0,0.0,0.0,50.0,23.52941,44.11764,0.0,96.66666,0.0,0.0,0.0,0.0,25.0,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,38.96103,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.73084,36.53846,60.41666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,49.11717,75.80645,0.0,35.71428,74.45482,64.49136,30.30303,47.61904,0.0,0.0,0.34154,51.10952,72.8,18.43817,78.19905,94.4206,61.7647,0.0,0.0,0.0,20.83333,26.31578,78.26086,26.31578,0.0,0.0,33.33333,90.47619,0.0,0.0,31.25,0.0,47.05882,41.17647,0.0,70.0,0.0,0.0,0.0,0.0,0.0,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42857,39.61038,0.0,0.0,0.0,0.0,0.0,0.0,29.60046,27.67527,32.6923,64.58333,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,27.28731,76.34408,57.14285,42.85714,62.30529,100.0,45.45454,61.90476,0.0,0.0,0.3662,40.08589,68.0,15.18438,86.72985,73.39055,47.05882,0.0,0.0,0.0,50.0,47.36842,56.52173,94.73684,0.0,0.0,22.22222,38.09523,0.0,0.0,62.5,58.33333,64.70588,32.35294,78.57142,70.0,0.0,0.0,0.0,0.0,33.33333,29.62962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,77.77777,0.0,0.0,32.14285,38.31168,0.0,0.0,0.0,0.0,0.0,0.0,20.00583,57.56457,40.38461,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,41.89406,56.45161,35.71428,50.0,63.5514,67.1785,75.75757,35.71428,0.0,38.88888,0.38876,25.26843,57.6,14.53362,87.20379,80.68669,38.23529,0.0,0.0,0.0,33.33333,36.8421,56.52173,89.47368,0.0,0.0,51.85185,57.14285,0.0,0.0,56.25,0.0,79.41176,23.52941,71.42857,50.0,0.0,0.0,0.0,0.0,29.16666,62.96296,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,39.61038,0.0,0.0,0.0,0.0,0.0,0.0,15.71886,29.10787,25.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,29.85553,58.60215,0.0,0.0,72.27414,50.67178,45.45454,33.33333,62.5,0.0,0.39295,20.68718,52.0,12.79826,87.20379,63.09012,67.64705,0.0,0.0,0.0,58.33333,47.36842,60.86956,52.63157,0.0,0.0,48.14814,33.33333,0.0,0.0,75.0,0.0,64.70588,47.05882,0.0,46.66666,0.0,0.0,0.0,0.0,20.83333,59.25925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.85714,24.02597,0.0,0.0,0.0,0.0,0.0,0.0,13.38582,63.40351,21.15384,64.58333,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,29.37399,60.75268,0.0,0.0,67.28971,61.80422,45.45454,45.23809,75.0,0.0,0.37826,23.4073,83.2,16.26898,83.41232,69.09871,50.0,0.0,0.0,0.0,62.5,73.68421,69.56521,26.31578,0.0,0.0,44.44444,33.33333,0.0,0.0,75.0,0.0,70.58823,64.70588,42.85714,36.66666,0.0,0.0,0.0,0.0,45.83333,51.85185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,18.69349,23.68135,36.53846,54.16666,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,30.49759,81.18279,57.14285,0.0,66.66666,71.20921,45.45454,50.0,62.5,33.33333,0.30849,20.47244,53.6,16.26898,68.72037,70.38626,41.17647,0.0,0.0,0.0,33.33333,31.57894,78.26086,42.10526,0.0,0.0,33.33333,23.80952,0.0,0.0,56.25,58.33333,38.23529,79.41176,57.14285,36.66666,0.0,0.0,0.0,0.0,33.33333,22.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.85714,19.48051,0.0,0.0,0.0,0.0,0.0,0.0,19.80169,19.99131,34.61538,77.08333,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,28.08988,66.12903,0.0,0.0,66.97819,54.51055,30.30303,26.19047,0.0,0.0,0.25602,18.32498,53.6,17.57049,95.73459,73.39055,47.05882,0.0,0.0,0.0,50.0,42.10526,21.73913,36.8421,0.0,0.0,51.85185,47.61904,0.0,0.0,37.5,41.66666,79.41176,64.70588,35.71428,43.33333,0.0,0.0,0.0,0.0,25.0,70.37037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,32.14285,11.68831,0.0,0.0,0.0,0.0,0.0,0.0,20.5016,26.04731,48.07692,66.66666,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,22.15088,68.27956,42.85714,57.14285,78.81619,63.53166,24.24242,45.23809,87.5,61.11111,0.19988,22.83464,59.2,17.35357,79.14691,78.11158,47.05882,30.30303,0.0,0.0,50.0,52.63157,26.08695,26.31578,0.0,0.0,0.0,57.14285,0.0,0.0,0.0,58.33333,58.82352,70.58823,35.71428,56.66666,0.0,0.0,0.0,0.0,25.0,29.62962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,21.42857,12.33766,0.0,0.0,0.0,0.0,0.0,0.0,42.3447,17.01758,46.15384,39.58333,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,29.53451,68.27956,42.85714,0.0,57.63239,56.62188,36.36363,76.19047,100.0,0.0,0.21248,15.81961,63.2,14.09978,68.24644,74.24892,44.11764,0.0,0.0,0.0,20.83333,63.15789,43.47826,73.68421,0.0,0.0,22.22222,47.61904,0.0,0.0,31.25,100.0,38.23529,38.23529,0.0,100.0,0.0,0.0,0.0,100.0,20.83333,40.74074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28571,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,20.88072,15.71521,23.07692,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,26.80577,78.49462,35.71428,64.28571,69.4704,58.92514,39.39393,30.95238,0.0,0.0,0.28016,13.4574,49.6,12.1475,78.67298,85.40772,64.70588,0.0,0.0,0.0,25.0,52.63157,43.47826,31.57894,0.0,0.0,37.03703,0.0,0.0,0.0,43.75,58.33333,52.94117,79.41176,35.71428,56.66666,0.0,0.0,0.0,0.0,25.0,40.74074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,100.0,60.0,0.0,64.28571,9.74025,0.0,0.0,0.0,0.0,0.0,0.0,17.23534,17.06099,55.76923,79.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,30.17656,58.06451,35.71428,42.85714,75.23364,56.04606,45.45454,59.5238,0.0,38.88888,0.36043,15.89119,63.2,18.22125,81.04265,69.09871,100.0,15.15151,0.0,0.0,45.83333,68.42105,82.60869,36.8421,0.0,0.0,51.85185,33.33333,0.0,0.0,43.75,41.66666,73.52941,58.82352,42.85714,33.33333,0.0,0.0,0.0,0.0,33.33333,29.62962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42857,13.63636,0.0,0.0,0.0,0.0,0.0,0.0,13.3275,24.07206,51.92307,75.0,37.5,0.0,0.0,0.0,0.0,83.33333,0.0,0.0
44,26.16372,60.21505,0.0,0.0,70.87227,53.7428,45.45454,42.85714,62.5,33.33333,0.27701,13.4574,78.4,21.04121,84.36018,63.94849,29.41176,0.0,0.0,0.0,25.0,63.15789,26.08695,36.8421,0.0,0.0,77.77777,33.33333,0.0,0.0,56.25,0.0,44.11764,38.23529,64.28571,40.0,0.0,0.0,0.0,55.55555,29.16666,59.25925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.85714,10.38961,0.0,0.0,0.0,0.0,0.0,0.0,15.77719,47.16735,46.15384,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,19.74317,71.50537,42.85714,57.14285,64.01869,60.26871,60.60606,23.80952,0.0,0.0,0.21982,15.17537,78.4,16.91973,84.36018,59.65665,85.29411,21.21212,0.0,0.0,25.0,31.57894,30.43478,47.36842,0.0,0.0,55.55555,76.19047,0.0,0.0,37.5,41.66666,32.35294,52.94117,35.71428,73.33333,0.0,0.0,0.0,88.88888,25.0,81.48148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,60.0,0.0,25.0,13.63636,0.0,0.0,0.0,0.0,0.0,100.0,15.22309,27.4148,28.84615,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,21.02728,85.48387,50.0,0.0,67.757,76.00767,21.21212,19.04761,62.5,0.0,0.18887,13.38582,59.2,20.39045,91.94312,74.67811,61.7647,36.36363,0.0,0.0,50.0,63.15789,30.43478,57.89473,0.0,0.0,66.66666,52.38095,0.0,0.0,37.5,91.66666,58.82352,73.52941,50.0,70.0,0.0,0.0,0.0,0.0,0.0,51.85185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,80.0,0.0,32.14285,18.83116,0.0,0.0,0.0,0.0,0.0,0.0,71.4494,58.91035,69.23076,52.08333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,17.49598,72.04301,0.0,100.0,64.33021,61.03646,42.42424,26.19047,62.5,0.0,0.19306,13.60057,62.4,21.69197,64.45497,83.69098,44.11764,63.63636,0.0,0.0,66.66666,42.10526,0.0,36.8421,0.0,0.0,40.74074,52.38095,0.0,0.0,0.0,66.66666,38.23529,44.11764,42.85714,33.33333,0.0,0.0,0.0,0.0,0.0,40.74074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,21.42857,6.4935,0.0,0.0,0.0,0.0,0.0,0.0,20.35578,37.11742,32.6923,52.08333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,21.82985,83.87096,50.0,0.0,50.77881,54.31861,42.42424,47.61904,0.0,0.0,0.22559,12.09735,63.2,21.69197,52.1327,87.12446,58.82352,69.69696,0.0,0.0,58.33333,47.36842,34.7826,52.63157,0.0,0.0,48.14814,80.95238,0.0,0.0,68.75,0.0,47.05882,32.35294,35.71428,83.33333,0.0,0.0,0.0,0.0,25.0,29.62962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4.54545,0.0,0.0,0.0,0.0,0.0,0.0,16.85622,100.0,75.0,64.58333,68.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,23.27447,79.03225,0.0,64.28571,59.03426,63.7236,27.27272,38.09523,0.0,0.0,0.2833,11.52469,72.0,17.57049,65.87677,78.96995,58.82352,72.72727,0.0,0.0,25.0,42.10526,43.47826,42.10526,0.0,0.0,25.92592,85.71428,0.0,0.0,100.0,50.0,44.11764,58.82352,57.14285,36.66666,0.0,0.0,0.0,0.0,33.33333,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.14285,7.14285,0.0,0.0,0.0,0.0,0.0,0.0,13.38582,37.66008,42.30769,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,24.87961,72.58064,0.0,0.0,69.4704,59.88483,48.48484,26.19047,0.0,0.0,0.24448,8.87616,64.8,20.17353,80.56872,69.09871,58.82352,60.60606,0.0,0.0,33.33333,78.94736,56.52173,57.89473,0.0,0.0,66.66666,71.42857,0.0,0.0,56.25,0.0,91.17647,38.23529,50.0,26.66666,0.0,0.0,0.0,0.0,58.33333,37.03703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,17.85714,7.14285,0.0,0.0,0.0,0.0,0.0,0.0,10.93613,28.06598,46.15384,70.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
