,아비브 스티커_0,아비브 스티커_1,메디힐 REX_0,메디힐 REX_1,홀리카홀리카 [아보카도]_0,홀리카홀리카 [아보카도]_1,비플랫 마스크_0,비플랫 마스크_1,토레야 마스크_0,토레야 마스크_1,얼트루 [수딩]_0,얼트루 [수딩]_1,메디힐 마스크_0,메디힐 마스크_1,오아이엠 마스크_0,오아이엠 마스크_1,시드물 시트_0,시드물 시트_1,입솜 마스크_0,입솜 마스크_1,셀로니아 마스크_0,셀로니아 마스크_1,에뛰드 티트리_0,에뛰드 티트리_1,메디힐 이엑스_0,메디힐 이엑스_1,린제이 마스크_0,린제이 마스크_1,닥터자르트 마스크_0,닥터자르트 마스크_1,빌리프 마스크_0,빌리프 마스크_1,러쉬 씨위드_0,러쉬 씨위드_1,프레쉬 마스크_0,프레쉬 마스크_1,한율 수면팩_0,한율 수면팩_1,시드물 팩_0,시드물 팩_1,러쉬 매그너민티_0,러쉬 매그너민티_1,샤넬 마스크_0,샤넬 마스크_1,설화수 여윤팩_0,설화수 여윤팩_1,아리따움 강력보습_0,아리따움 강력보습_1,설화수 옥용팩_0,설화수 옥용팩_1,시드물 고무팩_0,시드물 고무팩_1,보나벨라 마스크_0,보나벨라 마스크_1,린제이 마스크팩_0,린제이 마스크팩_1,이즈앤트리 마스크_0,이즈앤트리 마스크_1,팜스 테라비타_0,팜스 테라비타_1,리리코스 테라피_0,리리코스 테라피_1,어퓨 코팩_0,어퓨 코팩_1,스킨푸드 (진정)_0,스킨푸드 (진정)_1,클루시브 패치_0,클루시브 패치_1,CNP 키트_0,CNP 키트_1,비오레 코팩_0,비오레 코팩_1,스킨미소 모공미인코팩_0,스킨미소 모공미인코팩_1,씨라클 시트_0,씨라클 시트_1,티피오 멀티패치_0,티피오 멀티패치_1,CNP 스트립_0,CNP 스트립_1
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.09523,29.62962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363,0.0,100.0,81.81818,0.0,52.85714,50.31055,20.61068,37.5,76.0,35.48387,62.71186,58.55855,34.7826,48.0,66.66666,65.0,0.0,0.0,85.34482,64.19753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28476,35.10101,0.0,0.0,0.0,0.0,0.0,0.0,21.73913,66.66666,0.0,0.0,24.13793,54.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14285,48.14814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.54545,90.0,91.17647,90.90909,0.0,44.28571,63.97515,25.95419,45.83333,60.0,51.6129,70.33898,69.81981,0.0,44.0,64.81481,54.5,0.0,0.0,57.32758,74.07407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96026,55.55555,0.0,0.0,0.0,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,29.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.03703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,34.54545,0.0,47.05882,81.81818,0.0,35.71428,60.24844,20.61068,36.11111,48.0,61.29032,51.69491,72.07207,30.43478,20.0,65.74074,50.5,0.0,0.0,59.91379,85.18518,71.42857,55.55555,0.0,0.0,0.0,71.42857,0.0,0.0,7.28476,74.24242,0.0,0.0,64.70588,0.0,0.0,0.0,21.73913,0.0,0.0,0.0,39.65517,45.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71428,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,14.54545,0.0,38.23529,0.0,0.0,62.85714,49.06832,14.50381,31.94444,52.0,61.29032,74.57627,67.11711,43.47826,80.0,75.92592,45.0,0.0,0.0,68.53448,80.86419,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29801,69.69696,0.0,0.0,100.0,55.55555,0.0,0.0,69.56521,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,29.0909,0.0,20.58823,45.45454,0.0,40.0,55.2795,16.79389,34.72222,52.0,61.29032,54.23728,70.27027,26.08695,32.0,78.24074,59.5,0.0,0.0,50.86206,80.86419,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,7.94701,36.11111,0.0,0.0,47.05882,55.55555,0.0,0.0,39.13043,0.0,0.0,0.0,50.0,47.91666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71428,62.96296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76923,0.0,0.0,73.52941,0.0,0.0,31.42857,76.39751,21.37404,51.38888,28.0,74.19354,67.79661,70.27027,0.0,32.0,71.29629,68.99999,0.0,0.0,64.22413,79.62962,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,7.94701,23.23232,0.0,0.0,0.0,66.66666,0.0,0.0,30.43478,0.0,0.0,0.0,79.31034,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.90476,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.54545,60.0,35.29411,45.45454,0.0,41.42857,60.86956,31.2977,41.66666,80.0,48.38709,46.61016,77.92792,65.21739,0.0,75.46296,50.5,0.0,0.0,75.0,78.39506,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,4.63576,15.15151,0.0,0.0,47.05882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.65517,45.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5238,48.14814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.63636,0.0,38.23529,45.45454,0.0,57.14285,63.97515,23.66412,41.66666,24.0,45.16129,47.45762,68.91891,30.43478,32.0,87.96296,61.0,0.0,0.0,54.74137,69.75308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96026,15.90909,0.0,0.0,47.05882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.37931,54.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5238,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.63636,50.0,32.35294,45.45454,0.0,22.85714,63.35403,12.97709,44.44444,44.0,61.29032,61.01694,80.63063,91.30434,36.0,100.0,73.0,0.0,0.0,83.62068,75.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94701,17.67676,0.0,0.0,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275,27.08333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14285,22.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,36.36363,70.0,58.82352,54.54545,0.0,44.28571,47.20496,17.55725,29.16666,64.0,48.38709,63.55932,74.32432,39.13043,52.0,74.53703,48.0,0.0,0.0,64.65517,76.5432,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.86754,22.97979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,62.06896,47.91666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5238,37.03703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,29.0909,70.0,85.29411,45.45454,0.0,41.42857,51.55279,16.03053,38.88888,52.0,74.19354,59.32203,83.78378,100.0,40.0,85.18518,63.5,0.0,0.0,60.77586,72.8395,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,17.21854,31.0606,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.44827,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.54545,50.0,52.94117,0.0,45.45454,34.28571,75.77639,36.64122,37.5,72.0,41.93548,78.81355,66.66666,82.60869,44.0,89.35185,80.5,0.0,0.0,66.81034,71.60493,0.0,55.55555,0.0,0.0,0.0,0.0,75.0,0.0,34.43708,51.76767,0.0,0.0,100.0,55.55555,0.0,0.0,100.0,0.0,0.0,0.0,25.86206,45.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71428,62.96296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,32.72727,80.0,35.29411,0.0,0.0,34.28571,39.13043,41.22137,43.05555,72.0,54.8387,85.59322,54.95495,95.65217,32.0,67.59259,67.5,0.0,0.0,55.60344,63.58024,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,33.77483,45.45454,0.0,0.0,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71428,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,23.63636,70.0,26.47058,0.0,0.0,30.0,40.99378,29.77099,44.44444,68.0,29.03225,64.40677,50.9009,30.43478,20.0,85.64814,60.5,0.0,0.0,62.93103,60.49382,0.0,55.55555,0.0,0.0,0.0,0.0,75.0,0.0,16.55629,42.67676,0.0,0.0,47.05882,66.66666,0.0,0.0,47.82608,0.0,0.0,0.0,48.27586,54.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71428,51.85185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.54545,0.0,35.29411,0.0,45.45454,48.57142,43.47826,19.08396,40.27777,56.0,87.09677,66.94915,54.95495,52.17391,40.0,67.12962,65.5,0.0,0.0,70.68965,51.85185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5298,21.71717,0.0,0.0,47.05882,0.0,0.0,0.0,34.7826,0.0,0.0,0.0,41.37931,27.08333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.09523,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6923,16.36363,0.0,50.0,81.81818,0.0,51.42857,43.47826,25.19083,30.55555,32.0,41.93548,54.23728,63.96396,65.21739,40.0,71.75925,100.0,0.0,0.0,74.13793,49.38271,0.0,66.66666,0.0,0.0,0.0,0.0,100.0,0.0,19.86754,32.32323,0.0,0.0,29.41176,0.0,0.0,0.0,30.43478,0.0,0.0,0.0,56.89655,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.38095,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.72727,60.0,76.47058,45.45454,72.72727,48.57142,40.37267,45.03816,31.94444,24.0,83.87096,58.47457,59.45945,0.0,40.0,80.09259,63.0,0.0,0.0,64.65517,82.09876,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,23.1788,38.63636,0.0,0.0,29.41176,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,62.06896,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95238,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,21.81818,0.0,32.35294,0.0,63.63636,40.0,36.64596,22.1374,34.72222,52.0,51.6129,77.9661,74.77477,47.82608,32.0,69.44444,66.0,0.0,0.0,81.46551,50.61728,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,16.55629,30.0505,0.0,0.0,52.94117,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,56.89655,54.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28571,33.33333,15.85365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.38461,34.54545,80.0,47.05882,0.0,63.63636,61.42857,31.67701,24.42748,51.38888,56.0,77.41935,65.25423,84.23423,0.0,32.0,78.7037,59.0,0.0,0.0,56.03448,64.19753,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.92052,33.33333,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,70.68965,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.96296,75.60975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363,0.0,67.64705,45.45454,0.0,72.85714,44.72049,12.21374,52.77777,68.0,70.96774,78.81355,83.33333,78.26086,64.0,73.61111,63.0,0.0,0.0,63.36206,64.81481,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,10.59602,47.47474,0.0,0.0,0.0,77.77777,0.0,0.0,43.47826,0.0,0.0,0.0,27.5862,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33333,33.33333,69.51219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72727,0.0,41.17647,0.0,0.0,37.14285,36.64596,19.08396,54.16666,56.0,70.96774,71.18644,72.52252,60.86956,44.0,66.66666,64.0,0.0,0.0,73.70689,64.19753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58278,31.56565,0.0,0.0,0.0,0.0,0.0,0.0,56.52173,55.55555,0.0,0.0,44.82758,35.41666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14285,44.44444,60.9756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,21.81818,90.0,64.70588,45.45454,0.0,41.42857,31.0559,16.79389,45.83333,60.0,64.51612,62.71186,73.42342,56.52173,64.0,72.22222,73.5,0.0,0.0,70.25862,66.04938,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,37.08609,6.81818,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,100.0,0.0,0.0,43.10344,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,53.65853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0909,0.0,23.52941,0.0,0.0,22.85714,19.87577,24.42748,58.33333,52.0,54.8387,65.25423,83.33333,30.43478,68.0,68.05555,73.5,0.0,0.0,68.96551,58.02469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1788,9.34343,0.0,0.0,0.0,0.0,0.0,0.0,26.08695,55.55555,0.0,0.0,43.10344,29.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5238,44.44444,67.07317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,27.27272,0.0,70.58823,0.0,45.45454,47.14285,39.13043,22.1374,73.61111,20.0,61.29032,73.72881,92.34234,21.73913,64.0,81.01851,58.5,0.0,0.0,72.41379,69.75308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.92052,11.36363,0.0,0.0,41.17647,0.0,0.0,0.0,43.47826,55.55555,0.0,0.0,70.68965,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33333,62.96296,69.51219,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.90909,0.0,29.41176,0.0,54.54545,51.42857,31.0559,25.95419,73.61111,36.0,96.77419,52.54237,84.68468,39.13043,36.0,60.64814,64.5,0.0,0.0,71.55172,75.30864,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,12.58278,19.19191,0.0,0.0,0.0,0.0,0.0,0.0,39.13043,77.77777,0.0,0.0,32.75862,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
