,더마토리 앰플_0,더마토리 앰플_1,미샤 탄력앰플_0,미샤 탄력앰플_1,빌리프 밤_0,빌리프 밤_1,록시땅 세럼_0,록시땅 세럼_1,이즈앤트리 에센스_0,이즈앤트리 에센스_1,하루하루 에센스_0,하루하루 에센스_1,로지컬리스킨 세럼_0,로지컬리스킨 세럼_1,에스티 로더 컨센트레이트_0,에스티 로더 컨센트레이트_1,제로이드 크림_0,제로이드 크림_1,센텔리안24 포뮬러_0,센텔리안24 포뮬러_1,미샤 크림_0,미샤 크림_1,에스트라 크림_0,에스트라 크림_1,아이오페 리치_0,아이오페 리치_1,아티스트리 크림_0,아티스트리 크림_1,에스티 로더 크림_0,에스티 로더 크림_1,유세린 크림_0,유세린 크림_1,엘러브 크림_0,엘러브 크림_1,유리프 크림_0,유리프 크림_1,AHC 페이스_0,AHC 페이스_1,한율 크림_0,한율 크림_1,보타니티 크림_0,보타니티 크림_1,닥터벨머 크림_0,닥터벨머 크림_1,더마토리 크림_0,더마토리 크림_1,Dr.G 밤_0,Dr.G 밤_1,블랑풀 필터크림_0,블랑풀 필터크림_1,더샘 크림_0,더샘 크림_1,참존 컴플렉스_0,참존 컴플렉스_1,강남이스트 크림_0,강남이스트 크림_1,홀리카홀리카 미스트_0,홀리카홀리카 미스트_1,라네즈 미스트_0,라네즈 미스트_1,보타닉힐 보 미스트_0,보타닉힐 보 미스트_1,CNP 미스트_0,CNP 미스트_1,식물나라 미스트_0,식물나라 미스트_1,숨37˚ 미스트_0,숨37˚ 미스트_1,클레어스 미스트_0,클레어스 미스트_1,비어썸 더블미스트_0,비어썸 더블미스트_1,유세린 스프레이_0,유세린 스프레이_1,이즈앤트리 미스트_0,이즈앤트리 미스트_1,아모레퍼시픽 미스트_0,아모레퍼시픽 미스트_1,레드투래드 미스트_0,레드투래드 미스트_1
20,25.71428,0.0,0.0,0.0,0.0,61.11111,41.50943,44.44444,11.6279,32.55813,0.0,0.0,0.0,0.0,0.0,0.0,23.61623,31.21019,0.0,0.0,17.52577,24.78386,42.9752,48.33333,63.63636,0.0,0.0,0.0,70.16129,81.39534,100.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,51.85185,0.0,0.0,0.0,0.0,6.38297,13.82978,0.0,0.0,0.8273,31.85108,67.85714,26.31578,0.0,0.0,0.00097,0.0,4.24528,32.39436,23.52941,43.13725,66.0,10.40723,16.66666,16.0,27.5862,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.93548,62.74509,29.03225,0.0,0.0
21,24.28571,0.0,0.0,0.0,0.0,50.0,30.18867,55.55555,0.0,48.8372,0.0,0.0,0.0,0.0,0.0,0.0,41.69741,51.27388,0.0,0.0,25.42955,17.86743,73.55371,68.33333,0.0,62.5,0.0,0.0,58.06451,74.4186,80.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,55.20833,53.08641,0.0,0.0,0.0,55.0,7.4468,12.76595,0.0,0.0,0.93071,33.19544,60.71428,47.36842,0.0,0.0,100.0,0.0,4.24528,47.88732,31.37254,68.62745,76.0,10.85972,44.44444,42.0,34.48275,29.62962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25806,72.54901,48.38709,0.0,0.0
22,24.28571,0.0,0.0,0.0,0.0,66.66666,11.32075,55.55555,0.0,13.95348,0.0,0.0,0.0,0.0,0.0,0.0,42.80442,100.0,0.0,0.0,27.14776,18.73198,49.58677,41.66666,0.0,0.0,0.0,0.0,94.35483,66.27906,68.46153,26.66666,0.0,0.0,0.0,0.0,0.0,0.0,52.08333,51.85185,0.0,0.0,0.0,0.0,17.02127,11.70212,0.0,0.0,1.34436,32.88521,92.85714,47.36842,0.0,0.0,1.07997,0.0,6.60377,28.16901,37.2549,98.03921,84.0,16.74208,52.77777,32.0,29.31034,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.32258,37.2549,74.19354,0.0,0.0
23,19.28571,0.0,0.0,0.0,0.0,44.44444,43.39622,40.0,13.95348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8856,76.75159,0.0,0.0,19.93127,17.57925,72.72727,100.0,0.0,0.0,0.0,0.0,62.09677,65.11627,55.38461,24.16666,0.0,0.0,0.0,0.0,0.0,0.0,48.95833,43.20987,0.0,0.0,0.0,45.0,10.63829,17.02127,0.0,0.0,0.8273,24.30196,60.71428,36.8421,0.0,0.0,0.03726,0.0,3.30188,39.43661,43.13725,23.52941,56.66666,18.09954,80.55555,42.0,27.5862,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67741,56.86274,45.16129,0.0,0.0
24,32.85714,0.0,0.0,28.57142,0.0,66.66666,30.18867,60.0,18.60465,20.93023,0.0,0.0,0.0,0.0,0.0,0.0,91.51291,67.83439,0.0,0.0,23.71134,12.96829,95.86776,76.66666,0.0,0.0,0.0,0.0,65.32258,54.65116,62.30769,35.0,0.0,0.0,0.0,0.0,0.0,0.0,44.79166,37.03703,0.0,0.0,0.0,60.0,8.51063,18.0851,0.0,0.0,1.34436,18.9245,71.42857,63.15789,0.0,0.0,0.01707,0.0,5.18867,25.35211,56.86274,31.37254,62.0,18.09954,33.33333,21.0,34.48275,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.80645,35.29411,45.16129,0.0,0.0
25,27.85714,0.0,0.0,0.0,77.77777,44.44444,47.16981,53.33333,11.6279,11.6279,0.0,0.0,0.0,0.0,0.0,0.0,73.43173,67.51592,0.0,0.0,18.90034,11.23919,50.41322,85.0,45.45454,0.0,0.0,0.0,62.09677,56.97674,52.30769,30.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,58.02469,0.0,0.0,66.66666,40.0,6.38297,23.40425,0.0,0.0,1.03412,51.29265,46.42857,47.36842,0.0,0.0,0.01144,0.0,100.0,19.7183,39.21568,37.2549,68.66666,19.00452,36.11111,68.0,31.03448,51.85185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45161,45.09803,41.93548,0.0,0.0
26,20.71428,0.0,0.0,0.0,55.55555,44.44444,60.37735,42.22222,16.27906,16.27906,0.0,0.0,0.0,0.0,0.0,0.0,66.42066,94.90445,0.0,0.0,19.58762,13.54466,52.89256,73.33333,0.0,0.0,0.0,0.0,78.2258,86.04651,56.15384,44.16666,0.0,0.0,0.0,0.0,0.0,0.0,71.875,61.72839,0.0,0.0,55.55555,50.0,10.63829,28.7234,0.0,0.0,1.96483,18.40744,64.28571,31.57894,0.0,0.0,0.0161,0.0,23.5849,33.80281,54.90196,43.13725,63.33333,13.57466,50.0,56.99999,36.20689,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16129,78.43137,70.96774,0.0,0.0
27,36.42857,0.0,0.0,0.0,0.0,50.0,28.30188,88.88888,13.95348,11.6279,0.0,0.0,0.0,0.0,100.0,0.0,60.8856,89.17197,0.0,0.0,100.0,11.23919,38.01652,50.0,54.54545,0.0,0.0,0.0,53.2258,55.81395,61.53846,37.5,0.0,0.0,0.0,0.0,0.0,0.0,81.25,74.07407,0.0,0.0,0.0,0.0,6.38297,26.59574,0.0,0.0,0.72388,15.71871,53.57142,36.8421,0.0,0.0,0.01086,0.0,17.92452,22.53521,45.09803,56.86274,58.0,19.9095,44.44444,63.0,43.10344,29.62962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.70967,74.5098,45.16129,0.0,0.0
28,30.71428,0.0,0.0,0.0,55.55555,38.88888,66.03773,60.0,11.6279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.75276,86.6242,0.0,0.0,55.6701,8.64553,60.33057,53.33333,0.0,0.0,0.0,0.0,91.93548,53.48837,70.76923,35.83333,0.0,0.0,0.0,0.0,0.0,0.0,70.83333,66.66666,0.0,0.0,55.55555,0.0,0.0,53.19148,0.0,0.0,1.34436,13.85729,57.14285,36.8421,0.0,0.0,0.01086,0.0,33.96226,23.94366,82.35294,39.21568,58.0,15.8371,30.55555,55.0,25.86206,70.37037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.12903,76.47058,19.35483,54.54545,0.0
29,33.57142,0.0,0.0,0.0,0.0,83.33333,50.94339,66.66666,11.6279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.8487,85.03184,0.0,0.0,27.83505,8.93371,58.67768,36.66666,0.0,0.0,0.0,0.0,79.8387,81.39534,73.07692,68.33333,0.0,0.0,0.0,0.0,0.0,0.0,56.25,61.72839,0.0,0.0,77.77777,60.0,9.57446,19.14893,0.0,0.0,2.37849,13.44364,50.0,0.0,0.0,0.0,0.00912,0.0,31.13207,19.7183,60.78431,54.90196,40.0,23.52941,61.11111,53.0,37.93103,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.80645,82.35294,32.25806,0.0,0.0
30,92.85714,0.0,0.0,0.0,0.0,44.44444,50.94339,84.44444,0.0,16.27906,0.0,0.0,0.0,0.0,0.0,0.0,76.75276,82.48407,0.0,0.0,25.42955,8.06916,48.76033,63.33333,0.0,0.0,0.0,0.0,94.35483,73.25581,65.38461,55.83333,0.0,0.0,0.0,0.0,0.0,0.0,85.41666,70.37037,0.0,0.0,0.0,100.0,15.95744,19.14893,0.0,0.0,3.51602,11.4788,39.28571,36.8421,0.0,0.0,0.00349,0.0,39.15094,30.98591,94.11764,45.09803,38.0,23.07692,63.88888,46.0,34.48275,48.14814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16129,74.5098,25.80645,0.0,0.0
31,100.0,0.0,0.0,23.80952,0.0,50.0,49.0566,42.22222,81.39534,30.23255,0.0,0.0,0.0,0.0,0.0,0.0,61.62361,66.24203,0.0,0.0,23.71134,7.20461,54.54545,51.66666,0.0,0.0,0.0,62.5,86.29032,65.11627,49.23076,60.0,0.0,100.0,0.0,0.0,0.0,0.0,64.58333,72.8395,0.0,0.0,77.77777,45.0,28.7234,17.02127,0.0,0.0,80.45501,20.88934,50.0,0.0,0.0,0.0,0.00504,0.0,44.33962,19.7183,33.33333,82.35294,42.66666,24.88687,41.66666,30.0,31.03448,70.37037,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.80645,47.05882,29.03225,45.45454,0.0
32,55.71428,0.0,0.0,0.0,0.0,33.33333,64.15094,57.77777,100.0,13.95348,0.0,0.0,0.0,0.0,0.0,0.0,70.4797,56.68789,0.0,0.0,24.74226,9.51008,47.10743,86.66666,0.0,0.0,0.0,0.0,83.06451,86.04651,54.61538,59.16666,0.0,46.66666,0.0,0.0,0.0,0.0,63.54166,69.1358,0.0,55.55555,0.0,45.0,19.14893,23.40425,0.0,0.0,100.0,14.99482,50.0,73.68421,0.0,0.0,0.00116,0.0,21.69811,18.30985,50.98039,60.78431,35.33333,25.79185,47.22222,48.0,29.31034,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38709,37.2549,77.41935,0.0,0.0
33,43.57142,0.0,0.0,0.0,0.0,50.0,37.73584,64.44444,58.13953,32.55813,0.0,0.0,0.0,0.0,0.0,0.0,46.12546,92.99363,0.0,0.0,16.83848,14.40922,52.06611,63.33333,0.0,100.0,0.0,62.5,77.41935,59.30232,63.07692,73.33333,0.0,46.66666,0.0,0.0,0.0,0.0,69.79166,69.1358,0.0,0.0,100.0,40.0,12.76595,11.70212,0.0,0.0,62.77145,15.20165,75.0,52.63157,0.0,0.0,0.00097,0.0,8.49056,23.94366,41.17647,94.11764,30.66666,23.52941,38.88888,55.0,34.48275,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87096,78.43137,48.38709,0.0,0.0
34,46.42857,0.0,0.0,23.80952,0.0,38.88888,77.35849,64.44444,55.81395,34.88372,0.0,0.0,0.0,0.0,0.0,0.0,50.9225,85.98726,0.0,0.0,17.86941,15.56195,54.54545,61.66666,0.0,62.5,0.0,87.5,88.70967,52.32558,68.46153,70.83333,0.0,0.0,0.0,0.0,0.0,0.0,44.79166,62.96296,0.0,0.0,55.55555,30.0,12.76595,20.21276,0.0,0.0,45.60496,11.37538,42.85714,100.0,0.0,0.0,0.00135,0.0,12.26415,57.74647,49.0196,33.33333,36.0,33.03167,77.77777,51.0,100.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.32258,80.39215,35.48387,0.0,0.0
35,30.0,0.0,0.0,0.0,0.0,72.22222,49.0566,53.33333,65.11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.40959,87.57961,0.0,0.0,12.37113,17.29106,44.62809,35.0,0.0,0.0,0.0,0.0,64.51612,72.09302,63.84615,100.0,0.0,0.0,0.0,0.0,0.0,0.0,57.29166,66.66666,0.0,0.0,0.0,35.0,6.38297,31.91489,0.0,0.0,31.85108,9.92761,78.57142,84.21052,0.0,0.0,0.0,0.0,12.26415,45.07042,56.86274,50.98039,34.66666,28.50678,91.66666,64.0,39.65517,40.74074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.48387,62.74509,32.25806,0.0,0.0
36,29.28571,0.0,0.0,33.33333,55.55555,33.33333,62.26415,55.55555,46.51162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.76752,77.07006,0.0,0.0,12.37113,11.81556,57.02479,33.33333,0.0,0.0,0.0,0.0,83.87096,68.60465,65.38461,82.5,62.5,0.0,0.0,0.0,0.0,0.0,53.125,56.79012,0.0,55.55555,0.0,30.0,11.70212,30.85106,0.0,0.0,33.19544,15.20165,64.28571,57.89473,0.0,0.0,0.0,0.0,9.43396,36.61971,52.94117,41.17647,23.33333,29.41176,75.0,56.99999,48.27586,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16129,70.58823,51.6129,0.0,0.0
37,24.28571,0.0,0.0,0.0,0.0,88.88888,58.49056,55.55555,58.13953,13.95348,0.0,0.0,0.0,0.0,0.0,0.0,25.83025,74.52229,0.0,0.0,17.86941,12.68011,35.53719,66.66666,0.0,75.0,0.0,0.0,70.96774,54.65116,54.61538,52.5,0.0,0.0,0.0,0.0,0.0,0.0,38.54166,59.25925,0.0,0.0,0.0,0.0,19.14893,18.0851,0.0,0.0,32.88521,13.9607,75.0,63.15789,0.0,0.0,0.0,0.0,8.49056,61.97183,60.78431,49.0196,24.0,26.24434,63.88888,30.0,39.65517,96.29629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8387,64.70588,61.29032,0.0,0.0
38,14.28571,0.0,0.0,33.33333,0.0,61.11111,45.28301,60.0,25.58139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.00369,52.86624,0.0,0.0,21.64948,15.56195,61.15702,56.66666,0.0,0.0,0.0,0.0,66.12903,58.13953,40.76923,55.83333,0.0,0.0,0.0,0.0,0.0,0.0,75.0,41.9753,0.0,0.0,66.66666,30.0,20.21276,35.10638,0.0,0.0,24.30196,10.65149,53.57142,42.10526,0.0,0.0,0.00116,0.0,5.66037,23.94366,92.15686,56.86274,24.0,34.38914,44.44444,22.0,36.20689,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16129,54.90196,48.38709,0.0,0.0
39,21.42857,0.0,0.0,0.0,0.0,61.11111,60.37735,46.66666,60.46511,11.6279,0.0,0.0,0.0,0.0,0.0,0.0,77.85977,64.33121,0.0,0.0,25.42955,10.08645,42.9752,58.33333,0.0,0.0,0.0,0.0,55.64516,82.55813,62.30769,59.16666,0.0,0.0,0.0,0.0,0.0,0.0,70.83333,56.79012,0.0,0.0,0.0,55.0,13.82978,100.0,0.0,0.0,18.9245,11.68562,64.28571,47.36842,0.0,0.0,0.00097,0.0,8.01886,40.84507,54.90196,52.94117,23.33333,26.69683,30.55555,25.0,34.48275,85.18518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03225,64.70588,45.16129,0.0,0.0
40,17.85714,0.0,0.0,0.0,0.0,61.11111,100.0,55.55555,46.51162,20.93023,0.0,0.0,0.0,0.0,0.0,0.0,54.98154,81.21019,0.0,0.0,27.4914,16.71469,37.19008,63.33333,0.0,75.0,0.0,0.0,70.96774,67.44186,56.15384,40.0,0.0,0.0,0.0,0.0,0.0,0.0,71.875,37.03703,0.0,0.0,0.0,60.0,12.76595,47.87234,0.0,0.0,51.29265,13.02998,67.85714,57.89473,0.0,0.0,0.0,0.0,7.54716,33.80281,100.0,60.78431,30.66666,32.57918,72.22222,65.0,46.55172,74.07407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.12903,58.82352,51.6129,63.63636,0.0
41,20.71428,0.0,0.0,0.0,0.0,33.33333,75.47169,51.11111,27.90697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1845,86.94267,0.0,0.0,22.68041,12.39193,38.84297,46.66666,0.0,0.0,0.0,62.5,79.8387,94.18604,62.30769,39.16666,0.0,33.33333,0.0,0.0,0.0,0.0,48.95833,54.32098,0.0,0.0,0.0,30.0,10.63829,38.29787,0.0,0.0,18.40744,9.82419,96.42857,0.0,0.0,0.0,0.0,0.0,10.84905,36.61971,66.66666,92.15686,32.66666,30.31674,97.22222,100.0,44.82758,85.18518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.12903,64.70588,41.93548,0.0,0.0
42,38.57142,0.0,0.0,23.80952,0.0,88.88888,71.69811,28.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.67158,82.1656,0.0,0.0,19.93127,13.25648,58.67768,26.66666,0.0,0.0,0.0,0.0,76.6129,51.16279,57.6923,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,59.375,69.1358,0.0,0.0,66.66666,50.0,12.76595,35.10638,0.0,0.0,15.71871,12.09927,60.71428,36.8421,0.0,0.0,0.0,0.0,11.79245,35.21126,43.13725,54.90196,40.0,31.22171,80.55555,72.0,55.17241,85.18518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67741,56.86274,61.29032,0.0,0.0
43,28.57142,0.0,0.0,23.80952,0.0,33.33333,47.16981,51.11111,11.6279,11.6279,0.0,0.0,0.0,0.0,0.0,0.0,77.85977,69.42675,0.0,0.0,24.05498,12.39193,82.64462,16.66666,0.0,0.0,0.0,0.0,79.8387,53.48837,42.30769,47.5,0.0,0.0,0.0,0.0,0.0,0.0,63.54166,50.61728,0.0,0.0,0.0,0.0,18.0851,26.59574,0.0,0.0,13.85729,16.13236,89.28571,63.15789,0.0,0.0,0.0,0.0,6.60377,35.21126,64.70588,100.0,49.33333,28.50678,72.22222,65.0,51.72413,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67741,29.41176,61.29032,0.0,0.0
44,9.28571,0.0,0.0,0.0,66.66666,38.88888,58.49056,55.55555,13.95348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.59778,66.5605,0.0,0.0,16.83848,13.83285,59.50413,55.0,0.0,0.0,0.0,0.0,45.16129,75.58139,51.53846,72.5,0.0,0.0,0.0,0.0,0.0,0.0,40.625,39.50617,0.0,0.0,0.0,0.0,22.34042,30.85106,0.0,0.0,13.44364,11.06514,46.42857,31.57894,0.0,0.0,0.00097,0.0,6.13207,23.94366,45.09803,66.66666,22.66666,32.57918,50.0,54.0,29.31034,40.74074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45161,82.35294,54.8387,45.45454,0.0
