,알페신 C1_0,알페신 C1_1,XTM 헤어라이너_0,XTM 헤어라이너_1,미쟝센 스프레이9_0,미쟝센 스프레이9_1,스웨거 포마드_0,스웨거 포마드_1,우르오스 스칼프샴푸_0,우르오스 스칼프샴푸_1,제이슨 샴푸_0,제이슨 샴푸_1,미쟝센 파워스윙왁스맥스하드M9_0,미쟝센 파워스윙왁스맥스하드M9_1,미쟝센 워터스프레이_0,미쟝센 워터스프레이_1,바바리안H 왁스_0,바바리안H 왁스_1,수아베시토포마드 포마드_0,수아베시토포마드 포마드_1,블랙몬스터 펌_0,블랙몬스터 펌_1,러쉬 칼라마주_0,러쉬 칼라마주_1,스웨거 샴푸_0,스웨거 샴푸_1,스웨거 (크리미&소프트)_0,스웨거 (크리미&소프트)_1,그라펜 포마드_0,그라펜 포마드_1,로레알 프로페셔널 파리 왁스_0,로레알 프로페셔널 파리 왁스_1,엠솔릭 워시_0,엠솔릭 워시_1,우르오스 스킨워시_0,우르오스 스킨워시_1,XTM 퍼퓸건_0,XTM 퍼퓸건_1,젠틀코드 [젠틀맨]_0,젠틀코드 [젠틀맨]_1,미쟝센 샤워젤_0,미쟝센 샤워젤_1,더바디샵 워시_0,더바디샵 워시_1,브로앤팁스 바디워시_0,브로앤팁스 바디워시_1,스킨푸드 포맨_0,스킨푸드 포맨_1,카밀 맨_0,카밀 맨_1,스웨거 룰브레이커_0,스웨거 룰브레이커_1,스웨거 샷콜러_0,스웨거 샷콜러_1,니베아 맨 킥_0,니베아 맨 킥_1,보드맨 바디스프레이_0,보드맨 바디스프레이_1,포맨트 허그_0,포맨트 허그_1,니베아 스프레이_0,니베아 스프레이_1,포블랑시 남성청결제_0,포블랑시 남성청결제_1,칼밋 바디워시_0,칼밋 바디워시_1,디티알티 샷_0,디티알티 샷_1,샤넬 젤_0,샤넬 젤_1,페리페라 팔레트_0,페리페라 팔레트_1,아임미미 큐브_0,아임미미 큐브_1,16BRAND 매거진_0,16BRAND 매거진_1,라카 팔레트_0,라카 팔레트_1,NYX 내추럴룩키트_0,NYX 내추럴룩키트_1
0,57.94392,36.7647,0.0,0.0,0.0,0.0,62.5,75.0,0.0,0.0,53.04878,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,62.96296,43.75,0.0,0.0,0.0,0.0,44.30379,12.71929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5934,62.88659,85.71428,21.875,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,67.34693,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38297,8.82978,94.11764,0.0,0.0,0.0,50.84745,12.82051,0.0,0.0
1,56.07476,30.88235,0.0,0.0,0.0,0.0,50.0,70.0,0.0,0.0,41.46341,97.53086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,33.33333,46.875,0.0,0.0,0.0,0.0,45.99156,15.26315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8901,75.25773,100.0,21.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.06122,72.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31914,7.4468,100.0,0.0,0.0,0.0,40.67796,25.64102,0.0,0.0
2,84.11214,29.41176,0.0,0.0,0.0,0.0,55.0,45.0,50.0,0.0,46.34146,70.37037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,51.85185,43.75,0.0,0.0,0.0,0.0,49.36708,13.68421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7912,56.70103,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.55102,50.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17021,6.06382,35.29411,0.0,0.0,0.0,57.62711,11.53846,0.0,0.0
3,66.35514,36.7647,0.0,0.0,0.0,0.0,32.5,45.0,0.0,0.0,45.12195,56.79012,0.0,0.0,36.8421,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.62962,56.25,0.0,0.0,0.0,0.0,52.74261,14.1228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.39175,0.0,40.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.10204,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31914,5.95744,35.29411,9.67741,0.0,0.0,38.98305,15.38461,0.0,0.0
4,86.91588,29.41176,0.0,0.0,0.0,0.0,50.0,60.0,0.0,0.0,51.21951,55.55555,0.0,0.0,36.8421,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.92592,59.375,0.0,0.0,0.0,0.0,34.17721,12.54385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923,100.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,70.0,0.0,0.0,88.88888,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34042,6.70212,52.94117,8.06451,0.0,0.0,47.45762,14.10256,0.0,0.0
5,83.17757,36.7647,0.0,0.0,0.0,0.0,42.5,60.0,0.0,0.0,55.4878,81.48148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,22.22222,21.875,0.0,0.0,0.0,0.0,35.86497,10.70175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8901,70.10309,0.0,15.625,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,65.30612,81.99999,0.0,0.0,55.55555,90.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68085,6.59574,0.0,9.67741,0.0,0.0,50.84745,17.94871,0.0,0.0
6,95.3271,30.88235,0.0,0.0,0.0,0.0,52.5,50.0,0.0,0.0,39.02439,70.37037,0.0,0.0,0.0,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,18.75,0.0,0.0,0.0,0.0,78.05907,11.05263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08791,43.29896,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.22448,46.0,0.0,0.0,0.0,72.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63829,6.59574,0.0,11.29032,0.0,0.0,40.67796,8.97435,100.0,0.0
7,85.04672,36.7647,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,61.58536,95.06172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.0,0.0,0.0,33.33333,21.875,0.0,0.0,0.0,0.0,81.01265,12.89473,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,7.6923,36.08247,0.0,34.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.55102,34.0,0.0,71.42857,0.0,100.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10638,5.85106,29.41176,32.25806,0.0,0.0,66.10169,20.51282,0.0,0.0
8,78.50467,27.94117,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,29.26829,66.66666,0.0,0.0,26.31578,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,46.875,0.0,0.0,0.0,0.0,91.56118,13.07017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4945,34.02061,0.0,15.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,54.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06382,5.63829,52.94117,69.35483,0.0,0.0,91.52542,28.20512,0.0,0.0
9,75.70093,38.23529,0.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,34.14634,56.79012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.14814,40.625,0.0,0.0,0.0,0.0,94.09282,14.03508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5934,44.32989,0.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.10204,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38297,8.61702,0.0,82.25806,0.0,0.0,96.61016,29.48717,0.0,0.0
10,47.66355,52.94117,0.0,0.0,0.0,0.0,12.5,60.0,70.0,0.0,37.19512,39.50617,0.0,0.0,0.0,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,62.96296,40.625,0.0,0.0,0.0,0.0,79.32489,13.07017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923,49.48453,71.42857,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.46938,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97872,5.63829,0.0,100.0,0.0,0.0,81.35593,15.38461,0.0,0.0
11,84.11214,33.82352,0.0,0.0,0.0,0.0,32.5,30.0,60.0,0.0,45.7317,39.50617,0.0,0.0,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,59.25925,28.125,0.0,0.0,0.0,0.0,97.89029,12.54385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5934,6.18556,0.0,28.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.46938,48.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19148,5.74468,35.29411,67.74193,0.0,0.0,69.49152,21.79487,0.0,0.0
12,62.61682,36.7647,0.0,0.0,0.0,0.0,17.5,75.0,0.0,0.0,42.68292,77.77777,0.0,0.0,0.0,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.37037,31.25,0.0,0.0,0.0,0.0,71.30801,12.36842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08791,6.18556,0.0,53.125,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,55.10204,50.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82978,8.51063,64.70588,56.45161,0.0,0.0,83.05084,20.51282,0.0,0.0
13,81.30841,55.88235,0.0,0.0,0.0,0.0,40.0,95.0,0.0,0.0,48.78048,56.79012,0.0,0.0,31.57894,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,44.44444,50.0,0.0,0.0,0.0,0.0,81.01265,10.08771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.98901,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.93877,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4468,5.95744,0.0,51.6129,0.0,0.0,77.9661,23.07692,0.0,0.0
14,78.50467,58.82352,0.0,0.0,0.0,0.0,30.0,60.0,0.0,0.0,51.21951,69.1358,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,81.48148,56.25,0.0,0.0,0.0,0.0,68.77637,13.94736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5934,12.37113,0.0,28.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.10204,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06382,5.63829,35.29411,33.87096,0.0,0.0,100.0,16.66666,0.0,0.0
15,74.76635,73.52941,0.0,0.0,0.0,0.0,37.5,100.0,0.0,0.0,37.19512,61.72839,0.0,0.0,26.31578,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,37.03703,40.625,0.0,0.0,0.0,0.0,54.00843,14.5614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18681,5.15463,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.77551,94.0,0.0,0.0,88.88888,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95744,6.59574,41.17647,33.87096,0.0,0.0,88.13559,28.20512,0.0,0.0
16,42.99065,55.88235,0.0,0.0,0.0,0.0,25.0,95.0,0.0,0.0,50.60975,49.38271,0.0,0.0,26.31578,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,31.25,0.0,0.0,0.0,0.0,71.30801,14.82456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.63265,64.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.70212,7.55319,0.0,22.58064,0.0,0.0,86.44067,10.25641,0.0,0.0
17,42.99065,66.17647,0.0,0.0,0.0,0.0,22.5,55.0,0.0,0.0,67.68292,55.55555,0.0,0.0,36.8421,73.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.62962,37.5,0.0,0.0,0.0,0.0,72.15189,13.24561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18681,9.27835,0.0,15.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5102,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59574,6.80851,47.05882,24.19354,0.0,0.0,74.57627,23.07692,0.0,0.0
18,57.00934,44.11764,0.0,0.0,0.0,0.0,30.0,35.0,0.0,83.33333,55.4878,58.02469,0.0,0.0,31.57894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,51.85185,37.5,0.0,0.0,0.0,0.0,69.19831,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.10204,56.0,0.0,0.0,55.55555,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59574,8.51063,29.41176,16.12903,0.0,0.0,59.32203,26.92307,0.0,0.0
19,66.35514,33.82352,0.0,0.0,0.0,0.0,25.0,45.0,0.0,0.0,53.65853,61.72839,0.0,0.0,57.89473,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,92.59259,50.0,0.0,0.0,0.0,0.0,51.89873,15.78947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.59183,50.0,0.0,0.0,0.0,0.0,76.92307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85106,100.0,0.0,11.29032,0.0,0.0,61.01694,21.79487,0.0,0.0
20,64.48598,63.23529,0.0,0.0,0.0,0.0,30.0,80.0,0.0,0.0,100.0,59.25925,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,28.125,0.0,0.0,0.0,0.0,55.6962,13.15789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8901,5.15463,100.0,28.125,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,89.79591,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63829,89.68085,47.05882,8.06451,0.0,0.0,59.32203,21.79487,0.0,0.0
21,66.35514,42.64705,0.0,0.0,0.0,0.0,42.5,75.0,0.0,0.0,56.09756,49.38271,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.85185,34.375,0.0,0.0,0.0,0.0,51.47679,19.21052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.05494,9.27835,0.0,53.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.2653,100.0,0.0,0.0,0.0,0.0,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.61702,43.0851,0.0,8.06451,0.0,0.0,55.9322,16.66666,0.0,0.0
22,63.5514,54.41176,0.0,0.0,0.0,0.0,27.5,30.0,0.0,0.0,50.60975,58.02469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,87.5,0.0,0.0,0.0,0.0,46.4135,18.59649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,12.37113,0.0,15.625,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,48.97959,44.0,0.0,71.42857,0.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63829,35.10638,35.29411,8.06451,0.0,0.0,83.05084,42.30769,0.0,0.0
23,78.50467,55.88235,85.71428,0.0,0.0,0.0,12.5,25.0,0.0,0.0,36.58536,51.85185,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.14814,68.75,0.0,0.0,0.0,0.0,63.29113,16.92982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.43956,11.3402,0.0,43.75,66.66666,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,83.67346,54.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74468,18.61702,0.0,12.90322,0.0,0.0,72.88135,55.1282,0.0,0.0
24,62.61682,58.82352,0.0,0.0,0.0,0.0,22.5,25.0,0.0,0.0,42.68292,20.98765,0.0,0.0,0.0,86.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,28.125,0.0,0.0,0.0,0.0,67.93248,12.36842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4945,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.06122,66.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,8.51063,13.0851,0.0,0.0,0.0,0.0,45.76271,50.0,0.0,0.0
25,45.79439,35.29411,0.0,0.0,0.0,0.0,37.5,35.0,0.0,0.0,50.0,58.02469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,35.71428,0.0,0.0,0.0,0.0,81.48148,40.625,0.0,0.0,0.0,0.0,60.75949,13.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.25274,10.30927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.34693,52.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95744,12.65957,0.0,0.0,0.0,0.0,50.84745,42.30769,0.0,0.0
26,50.46728,48.52941,0.0,0.0,0.0,0.0,12.5,25.0,50.0,0.0,46.34146,66.66666,0.0,0.0,47.36842,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,28.125,0.0,0.0,0.0,0.0,63.71308,15.35087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.12087,39.17525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.06122,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894,0.0,5.63829,14.78723,0.0,11.29032,0.0,0.0,52.54237,57.6923,0.0,0.0
27,48.59813,54.41176,0.0,0.0,0.0,0.0,17.5,0.0,100.0,0.0,45.7317,55.55555,0.0,0.0,0.0,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.85185,40.625,0.0,0.0,0.0,0.0,55.27426,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.93406,12.37113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.2653,54.0,0.0,0.0,88.88888,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,6.59574,19.46808,0.0,14.51612,0.0,0.0,49.15254,33.33333,0.0,0.0
28,69.15887,50.0,0.0,0.0,0.0,0.0,20.0,30.0,0.0,0.0,47.56097,61.72839,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,51.85185,75.0,0.0,0.0,0.0,0.0,53.58649,16.14035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.35164,19.58762,85.71428,15.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0204,70.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578,100.0,7.55319,11.59574,0.0,9.67741,0.0,0.0,32.20338,50.0,0.0,0.0
29,92.52336,45.58823,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,34.14634,54.32098,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,68.75,0.0,0.0,0.0,0.0,48.10126,15.61403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.75824,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.93877,64.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.80851,35.85106,0.0,0.0,0.0,0.0,25.42372,71.79487,0.0,0.0
30,82.24299,66.17647,0.0,0.0,0.0,0.0,15.0,35.0,0.0,0.0,34.75609,62.96296,0.0,0.0,26.31578,53.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.74074,56.25,0.0,0.0,0.0,0.0,70.46413,13.24561,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,41.75824,28.86597,0.0,15.625,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,55.10204,60.0,0.0,85.71428,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8421,31.57894,8.51063,15.10638,0.0,9.67741,0.0,0.0,64.40677,41.02564,0.0,0.0
31,58.8785,54.41176,0.0,0.0,0.0,0.0,47.5,30.0,0.0,0.0,42.07317,58.02469,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,53.125,0.0,0.0,0.0,0.0,78.48101,41.4035,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.83516,42.26804,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.34693,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.04255,35.29411,0.0,0.0,0.0,69.49152,100.0,0.0,0.0
32,71.96261,50.0,0.0,0.0,0.0,0.0,32.5,25.0,0.0,0.0,50.0,59.25925,0.0,0.0,57.89473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,29.62962,0.0,0.0,0.0,0.0,0.0,100.0,43.42105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,47.42268,0.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.22448,56.0,0.0,0.0,88.88888,0.0,61.53846,55.55555,0.0,0.0,0.0,0.0,31.57894,26.31578,89.68085,11.80851,0.0,0.0,0.0,0.0,59.32203,28.20512,0.0,0.0
33,92.52336,67.64705,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,75.0,100.0,0.0,0.0,57.89473,33.33333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.74074,0.0,0.0,0.0,0.0,0.0,77.21518,40.17543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.34065,26.80412,0.0,34.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.89795,54.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36842,0.0,43.0851,13.19148,41.17647,0.0,0.0,0.0,49.15254,28.20512,0.0,0.0
34,59.81308,60.29411,0.0,0.0,0.0,0.0,20.0,30.0,0.0,0.0,57.92682,59.25925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,50.0,0.0,0.0,0.0,0.0,78.90295,55.26315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.74725,49.48453,71.42857,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,72.0,0.0,0.0,0.0,0.0,69.23076,66.66666,0.0,0.0,0.0,0.0,31.57894,36.8421,35.10638,14.78723,35.29411,0.0,0.0,0.0,52.54237,32.05128,0.0,0.0
35,72.89719,61.7647,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,49.39024,34.5679,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,48.14814,34.375,0.0,0.0,0.0,0.0,68.77637,50.52631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.35164,72.16494,85.71428,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.06122,72.0,0.0,0.0,55.55555,0.0,46.15384,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,18.61702,10.63829,35.29411,9.67741,0.0,0.0,66.10169,29.48717,0.0,0.0
