,뺄리오복숭아맛_0,뺄리오복숭아맛_1,뉴트리디데이 올뉴_0,뉴트리디데이 올뉴_1,레인보우라이트 구미_0,레인보우라이트 구미_1,바이탈뷰티 미네랄_0,바이탈뷰티 미네랄_1,락토핏 골드_0,락토핏 골드_1,고려은단 1000_0,고려은단 1000_1,고려은단 플러스_0,고려은단 플러스_1,브이에이피 햇살비타민D젤리_0,브이에이피 햇살비타민D젤리_1,레인보우라이트 레몬젤리_0,레인보우라이트 레몬젤리_1,캘리포니아골드뉴트리션 유산균_0,캘리포니아골드뉴트리션 유산균_1,자로우포뮬러스 유산균_0,자로우포뮬러스 유산균_1,바이탈뷰티 멀티팩_0,바이탈뷰티 멀티팩_1,얼라이브 비타민_0,얼라이브 비타민_1,스킨톡 필_0,스킨톡 필_1,정관장에브리타임_0,정관장에브리타임_1,네이처스웨이 비타민_0,네이처스웨이 비타민_1,솔가 800_0,솔가 800_1,바이탈뷰티 프로바이오_0,바이탈뷰티 프로바이오_1,자로우포뮬러스 이피에스_0,자로우포뮬러스 이피에스_1,나우푸드 시스테인_0,나우푸드 시스테인_1,나트롤 10000mcg_0,나트롤 10000mcg_1,나우푸드 실리마린_0,나우푸드 실리마린_1,아토팜 로션_0,아토팜 로션_1,그린핑거 얼굴로션_0,그린핑거 얼굴로션_1,아비노베이비 로션_0,아비노베이비 로션_1,아토팜 크림_0,아토팜 크림_1,그린핑거 로션_0,그린핑거 로션_1,아비노베이비 크림_0,아비노베이비 크림_1,프리메라 크림_0,프리메라 크림_1,베베가닉 크림_0,베베가닉 크림_1,궁중비책 로션_0,궁중비책 로션_1,더 순수 로션_0,더 순수 로션_1,아토앤오투 수딩젤_0,아토앤오투 수딩젤_1,숨37˚ 크림_0,숨37˚ 크림_1,오이보스 페이스크림_0,오이보스 페이스크림_1,그린핑거 [SPF50+/PA+++]_0,그린핑거 [SPF50+/PA+++]_1,닥터아토 [SPF30/PA++]_0,닥터아토 [SPF30/PA++]_1,그린핑거 [SPF45/PA+++]_0,그린핑거 [SPF45/PA+++]_1,아토팜 [SPF43/PA+++]_0,아토팜 [SPF43/PA+++]_1
50,0.0,0.0,22.58064,41.93548,0.0,0.0,0.0,0.0,83.64116,36.46055,22.22222,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,46.76258,88.4892,0.0,0.0,0.0,0.0,69.56521,43.7037,0.0,0.0,96.0,19.26433,46.66666,0.0,36.0,0.0,74.62686,73.52941,0.0,0.0,0.0,0.0,0.0,0.0,100.0,86.14864,57.4074,70.09569,0.0,16.66666,20.13311,34.26966,60.52631,91.83673,41.39784,53.24947,21.83908,53.84615,60.75949,79.74683,36.05442,23.4375,68.31683,49.67105,0.0,0.0,23.41772,23.41772,0.0,0.0,52.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,35.48387,93.54838,0.0,0.0,0.0,0.0,88.3905,40.2985,37.03703,0.0,0.0,64.70588,0.0,0.0,0.0,0.0,62.58992,79.13669,0.0,0.0,0.0,0.0,35.11705,73.33333,0.0,0.0,85.16129,17.22256,0.0,0.0,100.0,32.0,49.25373,56.86274,0.0,0.0,0.0,0.0,0.0,0.0,82.36714,84.79729,48.14814,57.6555,0.0,23.33333,20.96505,25.84269,48.42105,86.93877,31.72043,55.97484,18.3908,0.0,78.48101,74.68354,21.7687,29.6875,69.96699,36.8421,0.0,0.0,27.21518,27.21518,0.0,0.0,42.0,31.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,25.80645,67.74193,0.0,0.0,0.0,0.0,84.96042,58.63539,33.33333,18.51851,0.0,47.05882,0.0,0.0,0.0,0.0,65.46762,89.92805,0.0,0.0,0.0,0.0,29.76588,67.4074,0.0,0.0,96.54377,16.23285,0.0,0.0,72.0,72.0,52.2388,44.11764,0.0,0.0,0.0,0.0,0.0,0.0,86.71497,94.93243,67.90123,54.54545,0.0,23.33333,20.79866,56.17977,46.8421,99.18367,45.3405,67.71488,25.28735,0.0,34.17721,81.01265,21.08843,54.6875,70.29702,29.60526,0.0,0.0,20.25316,20.25316,0.0,0.0,40.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,51.6129,83.87096,0.0,0.0,0.0,0.0,75.98944,64.1791,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.28057,73.38129,0.0,0.0,0.0,0.0,51.50501,74.07407,0.0,0.0,89.49308,14.92362,0.0,0.0,24.0,36.0,100.0,31.37254,0.0,0.0,0.0,0.0,0.0,0.0,75.36231,81.75675,48.45679,30.14354,0.0,43.33333,21.797,43.82022,31.57894,78.77551,44.80286,100.0,14.94252,46.15384,72.15189,50.63291,35.37414,25.0,53.13531,25.32894,0.0,0.0,14.55696,14.55696,0.0,0.0,94.0,34.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,54.8387,45.16129,0.0,0.0,0.0,0.0,100.0,62.0469,25.92592,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,66.90647,61.15107,0.0,0.0,0.0,0.0,37.45819,70.37037,0.0,0.0,100.0,16.2874,0.0,0.0,52.0,44.0,56.71641,36.2745,0.0,0.0,0.0,0.0,0.0,0.0,58.21256,92.22972,48.14814,52.15311,0.0,23.33333,14.30948,38.20224,34.73684,65.71428,59.13978,85.1153,25.28735,76.92307,68.35443,50.63291,32.65306,20.3125,48.84488,36.51315,0.0,0.0,21.51898,21.51898,0.0,0.0,20.0,45.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,51.6129,96.77419,0.0,0.0,0.0,0.0,82.8496,67.59061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.8705,84.17266,0.0,0.0,0.0,0.0,85.28428,74.81481,0.0,0.0,57.74193,18.96041,0.0,0.0,56.0,0.0,37.31343,43.13725,0.0,0.0,0.0,0.0,0.0,0.0,59.66183,76.35135,40.74074,71.77033,35.29411,50.0,13.9767,35.39325,50.0,66.93877,45.3405,80.2935,31.03448,0.0,59.49367,45.56962,23.12925,21.875,55.11551,51.97368,0.0,0.0,28.48101,28.48101,0.0,0.0,46.0,22.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,38.70967,93.54838,0.0,0.0,0.0,0.0,81.53034,37.95309,25.92592,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,46.76258,96.40287,0.0,0.0,100.0,0.0,51.17056,74.07407,0.0,0.0,48.8387,16.92643,0.0,0.0,64.0,32.0,91.04477,50.98039,0.0,0.0,0.0,0.0,0.0,0.0,70.5314,46.28378,55.24691,66.26794,0.0,53.33333,15.80698,32.58426,43.15789,97.95918,39.78494,60.37735,21.83908,69.23076,67.0886,56.96202,31.29251,10.9375,48.51485,38.15789,0.0,0.0,39.2405,39.2405,0.0,0.0,48.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,64.51612,54.8387,0.0,0.0,0.0,0.0,59.6306,57.56929,0.0,29.62962,0.0,0.0,0.0,0.0,0.0,0.0,56.83453,88.4892,0.0,0.0,0.0,0.0,37.79264,75.55555,0.0,0.0,53.99078,17.48753,0.0,0.0,24.0,44.0,65.67164,68.62745,0.0,0.0,0.0,0.0,0.0,0.0,79.95169,43.91891,46.91358,61.00478,29.41176,70.0,21.96339,33.70786,68.94736,61.22448,28.67383,45.49266,48.27586,92.30769,77.21518,96.20253,25.85034,26.5625,63.69636,36.8421,0.0,0.0,24.68354,24.68354,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,45.16129,83.87096,0.0,0.0,0.0,0.0,55.93667,51.1727,29.62962,0.0,29.41176,0.0,0.0,0.0,0.0,0.0,84.17266,92.80575,0.0,0.0,0.0,0.0,25.41806,73.33333,0.0,0.0,53.34562,16.18609,0.0,0.0,40.0,48.0,49.25373,62.74509,0.0,0.0,0.0,0.0,0.0,0.0,88.64734,43.91891,27.16049,62.67942,52.94117,36.66666,15.30782,30.33707,53.68421,51.0204,44.98207,58.49056,27.5862,38.46153,51.89873,88.60759,29.2517,25.0,58.0858,33.22368,0.0,0.0,25.94936,25.94936,0.0,0.0,86.0,25.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,100.0,32.25806,0.0,0.0,0.0,0.0,48.54881,52.87846,25.92592,18.51851,0.0,0.0,0.0,0.0,0.0,0.0,74.10071,79.85611,0.0,0.0,0.0,0.0,24.08026,97.03703,0.0,0.0,47.98156,14.37811,0.0,0.0,44.0,24.0,28.3582,58.82352,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,42.56756,25.92592,50.95693,0.0,0.0,11.81364,66.85393,42.10526,44.89795,65.41218,68.13417,16.09195,38.46153,70.88607,74.68354,33.33333,28.125,62.0462,33.22368,0.0,0.0,18.35443,18.35443,0.0,0.0,62.0,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,64.51612,45.16129,0.0,0.0,0.0,0.0,41.16094,53.94456,0.0,29.62962,0.0,0.0,0.0,0.0,0.0,0.0,72.66187,48.92086,0.0,0.0,0.0,0.0,32.44147,77.77777,0.0,0.0,52.50691,15.65617,0.0,0.0,48.0,0.0,56.71641,50.0,0.0,0.0,0.0,0.0,0.0,0.0,64.97584,31.75675,23.76543,42.82296,94.11764,16.66666,10.64891,50.0,30.52631,48.97959,63.44086,72.53668,9.1954,61.53846,73.41772,60.75949,31.97278,9.375,65.67656,30.92105,0.0,0.0,8.86075,8.86075,0.0,0.0,74.0,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8382,147,2337,18779,6,7566,1555,4578,19821,342039,16745,295402,1543,2694,5025,2909,3,2594,105653,150341,158274,209037,1073,1555,6435,160741,1403,50461,12403,18608,74,6435,18315,72361,414,605,158274,150341,6043,10787,1119,921015,3447,10035,7153,2768,688,460,255527,476449,2768,7153,476449,688,255527,12543,1186656,16583,109042,25952,4813,2337,88,375598,117,77,1468,1882,23,208099,516779,923746,519,215687,11199,2288347,302956,109042
