,홀리카홀리카 쉬머_0,홀리카홀리카 쉬머_1,타르트 팔레트_0,타르트 팔레트_1,에뛰드 카페]_0,에뛰드 카페]_1,롬앤 아이즈_0,롬앤 아이즈_1,스틸라 아이섀도우_0,스틸라 아이섀도우_1,홀리카홀리카 나이트]_0,홀리카홀리카 나이트]_1,클리오 섀도우_0,클리오 섀도우_1,미샤 [매트]_0,미샤 [매트]_1,클리오 컬링]_0,클리오 컬링]_1,VDL 픽서_0,VDL 픽서_1,홀리카홀리카 컬링]_0,홀리카홀리카 컬링]_1,더샘 컬링]_0,더샘 컬링]_1,어퓨 모어댄텐미리]_0,어퓨 모어댄텐미리]_1,헤라 마스카라_0,헤라 마스카라_1,시드물 세럼_0,시드물 세럼_1,페리페라 컬링]_0,페리페라 컬링]_1,에뛰드 카라_0,에뛰드 카라_1,라네즈 마스카라_0,라네즈 마스카라_1,키스미 EX_0,키스미 EX_1,키스미 워터프루프_0,키스미 워터프루프_1,비바이바닐라 블랙_0,비바이바닐라 블랙_1,미샤 볼륨]_0,미샤 볼륨]_1,네이처리퍼블릭 마스카라_0,네이처리퍼블릭 마스카라_1,키스미 브라운_0,키스미 브라운_1,미샤 슬림_0,미샤 슬림_1,나스 베이스_0,나스 베이스_1,맥 베이스_0,맥 베이스_1,미샤 프라이머_0,미샤 프라이머_1,VDL 아이즈_0,VDL 아이즈_1,어반디케이 포션_0,어반디케이 포션_1,코드글로컬러 아이프라이머_0,코드글로컬러 아이프라이머_1,어퓨 프라이머_0,어퓨 프라이머_1,바비브라운 베이스_0,바비브라운 베이스_1,스킨푸드 프라이머_0,스킨푸드 프라이머_1,투페이스드 인슈어런스_0,투페이스드 인슈어런스_1,더샘 프라이머_0,더샘 프라이머_1,아임미미 헌터_0,아임미미 헌터_1,NYX 프라이머_0,NYX 프라이머_1,정샘물 프라이머_0,정샘물 프라이머_1,맥퀸뉴욕 립앤아이_0,맥퀸뉴욕 립앤아이_1
48,0.0,0.0,47.52851,62.09386,0.0,0.0,0.0,0.0,52.8,21.37931,0.0,0.0,37.24489,47.20812,0.0,0.0,0.0,0.0,54.16666,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,58.97435,41.02564,0.0,0.0,0.0,0.0,0.0,0.0,31.11111,48.93617,0.0,0.0,89.47368,41.85022,0.0,0.0,0.0,0.0,38.70967,15.21739,0.0,0.0,0.0,0.0,38.46153,0.0,39.20454,68.36734,33.0097,13.14102,0.0,0.0,0.0,0.0,0.0,0.0,38.65546,35.48387,41.55844,61.70212,46.66666,5.55555,0.0,0.0,15.29411,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
49,0.0,0.0,65.77946,51.98555,0.0,0.0,0.0,0.0,46.4,10.34482,0.0,0.0,39.79591,51.77664,0.0,0.0,0.0,0.0,38.88888,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,52.5641,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,26.66666,59.57446,0.0,0.0,89.47368,44.49339,0.0,0.0,0.0,0.0,30.64516,19.56521,41.66666,0.0,0.0,0.0,46.15384,38.46153,44.88636,57.14285,23.30097,100.0,0.0,0.0,0.0,0.0,0.0,0.0,26.05042,32.25806,59.74025,55.31914,60.0,4.7619,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,55.5133,56.31768,0.0,0.0,0.0,0.0,36.8,17.24137,0.0,0.0,64.28571,56.34517,0.0,0.0,0.0,0.0,26.38888,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,39.74358,23.07692,0.0,0.0,0.0,0.0,0.0,0.0,95.55555,34.04255,0.0,0.0,63.15789,34.80176,0.0,0.0,0.0,0.0,38.70967,19.56521,0.0,0.0,0.0,0.0,23.07692,0.0,51.13636,58.16326,18.4466,75.32051,0.0,0.0,0.0,0.0,0.0,0.0,33.61344,25.80645,33.76623,48.93617,43.33333,2.77777,0.0,0.0,15.29411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,57.41444,51.98555,0.0,0.0,0.0,0.0,44.0,19.65517,0.0,0.0,44.38775,71.06598,0.0,0.0,0.0,0.0,30.55555,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,51.28205,57.6923,0.0,0.0,0.0,0.0,0.0,0.0,62.22222,48.93617,83.33333,0.0,100.0,38.32599,0.0,0.0,0.0,0.0,46.77419,21.73913,0.0,0.0,0.0,0.0,42.30769,0.0,44.88636,69.38775,15.04854,56.08974,0.0,0.0,0.0,0.0,0.0,0.0,33.61344,45.16129,61.03896,55.31914,0.0,3.96825,0.0,0.0,21.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,65.01901,45.48736,0.0,0.0,0.0,0.0,48.8,18.27586,0.0,0.0,44.38775,57.86802,0.0,0.0,0.0,0.0,44.44444,72.22222,0.0,0.0,0.0,0.0,0.0,0.0,32.05128,38.46153,63.63636,0.0,0.0,0.0,0.0,0.0,44.44444,42.55319,0.0,0.0,100.0,40.0881,0.0,0.0,0.0,0.0,53.2258,10.86956,0.0,0.0,0.0,0.0,38.46153,0.0,46.5909,44.89795,56.79611,55.1282,0.0,0.0,0.0,0.0,0.0,0.0,47.05882,48.38709,41.55844,57.4468,0.0,7.14285,0.0,0.0,15.29411,41.93548,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
53,0.0,0.0,52.47148,46.9314,0.0,0.0,0.0,0.0,40.79999,15.51724,0.0,0.0,47.44897,69.54314,0.0,0.0,0.0,0.0,19.44444,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,43.58974,32.05128,45.45454,0.0,0.0,0.0,0.0,0.0,62.22222,34.04255,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,48.38709,26.08695,0.0,41.66666,0.0,0.0,53.84615,38.46153,42.61363,73.46938,40.29126,55.1282,0.0,0.0,0.0,0.0,0.0,0.0,36.97478,22.58064,51.94805,51.06382,33.33333,7.9365,0.0,0.0,10.58823,29.03225,0.0,0.0,0.0,0.0,72.72727,0.0,0.0,0.0
54,0.0,0.0,52.85171,50.1805,0.0,0.0,0.0,0.0,46.4,14.13793,0.0,0.0,35.20408,67.00507,0.0,0.0,0.0,0.0,11.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.25641,38.46153,0.0,62.5,0.0,0.0,0.0,0.0,28.88888,23.40425,0.0,0.0,42.10526,65.63876,0.0,0.0,0.0,0.0,37.09677,43.47826,41.66666,41.66666,0.0,0.0,50.0,0.0,40.90909,74.48979,40.77669,22.43589,0.0,0.0,0.0,0.0,0.0,0.0,23.52941,38.70967,33.76623,51.06382,0.0,10.31746,0.0,0.0,9.41176,29.03225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,57.79467,43.32129,0.0,0.0,0.0,0.0,49.6,20.0,0.0,0.0,29.08163,65.48223,0.0,0.0,0.0,0.0,31.94444,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,58.97435,33.33333,54.54545,0.0,0.0,0.0,0.0,0.0,62.22222,57.4468,0.0,0.0,31.57894,45.81497,0.0,0.0,0.0,0.0,37.09677,32.60869,0.0,0.0,0.0,0.0,26.92307,46.15384,32.95454,77.55102,46.60194,16.34615,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,38.70967,45.45454,46.80851,36.66666,9.12698,0.0,0.0,22.35294,35.48387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,75.28517,40.43321,0.0,0.0,0.0,0.0,44.0,13.7931,0.0,0.0,33.67346,64.467,0.0,0.0,0.0,0.0,20.83333,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,65.38461,44.87179,0.0,0.0,0.0,0.0,0.0,0.0,35.55555,63.82978,0.0,0.0,0.0,39.20704,0.0,0.0,0.0,0.0,24.19354,21.73913,0.0,0.0,0.0,0.0,42.30769,0.0,48.86363,87.7551,23.7864,18.91025,0.0,0.0,0.0,0.0,0.0,0.0,37.81512,22.58064,37.66233,38.29787,30.0,13.88888,0.0,0.0,16.47058,19.35483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,53.99239,32.85198,0.0,0.0,0.0,0.0,50.4,13.7931,0.0,0.0,37.7551,56.34517,0.0,0.0,0.0,0.0,22.22222,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,56.41025,48.71794,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,68.0851,0.0,0.0,0.0,34.80176,0.0,0.0,0.0,0.0,32.25806,26.08695,0.0,41.66666,0.0,0.0,53.84615,0.0,29.54545,56.12244,23.7864,15.0641,0.0,0.0,0.0,0.0,0.0,0.0,32.7731,0.0,53.24675,40.42553,30.0,9.5238,0.0,0.0,5.88235,25.80645,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0
58,0.0,0.0,60.07604,42.96028,0.0,0.0,0.0,0.0,59.2,14.13793,0.0,0.0,50.5102,62.94416,0.0,0.0,0.0,0.0,27.77777,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,47.43589,56.41025,0.0,0.0,0.0,0.0,0.0,0.0,31.11111,63.82978,0.0,0.0,26.31578,28.19383,0.0,0.0,0.0,0.0,100.0,19.56521,100.0,0.0,0.0,0.0,80.76923,92.30769,47.72727,50.0,16.50485,15.0641,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,19.35483,32.46753,38.29787,30.0,6.3492,0.0,0.0,16.47058,0.0,0.0,0.0,0.0,90.0,0.0,100.0,0.0,0.0
59,0.0,0.0,57.79467,40.0722,0.0,0.0,0.0,0.0,65.6,9.65517,0.0,0.0,50.5102,77.66497,0.0,0.0,0.0,0.0,23.61111,38.88888,0.0,0.0,0.0,0.0,0.0,0.0,65.38461,48.71794,0.0,62.5,0.0,0.0,0.0,0.0,33.33333,38.29787,0.0,0.0,0.0,32.59911,0.0,0.0,0.0,0.0,51.6129,21.73913,0.0,0.0,0.0,0.0,34.61538,0.0,42.61363,84.69387,11.65048,16.98717,0.0,0.0,0.0,0.0,0.0,0.0,26.05042,35.48387,57.14285,31.91489,30.0,6.74603,0.0,0.0,16.47058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,63.49809,42.96028,0.0,0.0,0.0,0.0,60.8,14.13793,0.0,0.0,66.32653,63.45177,0.0,0.0,0.0,0.0,22.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.07692,39.74358,0.0,0.0,0.0,0.0,0.0,0.0,71.11111,55.31914,0.0,0.0,0.0,32.59911,0.0,0.0,0.0,0.0,24.19354,47.82608,0.0,50.0,0.0,0.0,61.53846,0.0,43.75,100.0,14.5631,13.78205,0.0,0.0,0.0,0.0,0.0,0.0,20.16806,19.35483,61.03896,51.06382,43.33333,4.7619,0.0,0.0,14.11764,25.80645,0.0,0.0,90.0,0.0,45.45454,0.0,0.0,0.0
61,51819,1520,5378,54272,122168,3053503,347951,163423,24064,190634,862,11302,67367,559727,217658,18407,4898,47879,42679,143683,11451,232683,23236,63728,168014,46433,705124,32130,32220,12110,117422,232683,71104,15040,232683,498,714058,76329,186258,84226,18627,317913,14159,131790,170790,1467,110183,12427,131790,1138,104430,12682,319206,9420,57540,1087151,3053503,2288,77670,8761,169531,34790,1087151,1881969,122993,147998,11924,1087151,11028,70089,1087151,158271,45389,260302,124913,218284,41877,479460,251911,92
