,해피바스 샤워젤_0,해피바스 샤워젤_1,러쉬 인터갈락틱_0,러쉬 인터갈락틱_1,사봉 자스민_0,사봉 자스민_1,지오마 스크럽_0,지오마 스크럽_1,일리윤 탑투토워시_0,일리윤 탑투토워시_1,지오마 바디스크럽_0,지오마 바디스크럽_1,더바디샵 샤워젤_0,더바디샵 샤워젤_1,나인위시스 [SPF21]_0,나인위시스 [SPF21]_1,겔랑 헤어_0,겔랑 헤어_1,코스노리 크림_0,코스노리 크림_1,오스트레일리안골드 [SPF30]_0,오스트레일리안골드 [SPF30]_1,오샐런스 스프레이_0,오샐런스 스프레이_1,베네피트 브론저_0,베네피트 브론저_1,페이스인페이스 원더렉스_0,페이스인페이스 원더렉스_1,러쉬 쉼미_0,러쉬 쉼미_1,밀키드레스 바디밤_0,밀키드레스 바디밤_1,베네피트 롱거_0,베네피트 롱거_1,라네즈 바디쿠션_0,스키니탠 브론저_0,스키니탠 브론저_1,세포라 컬렉션 로션_0,세포라 컬렉션 로션_1,오스트레일리안골드 로션_0,오스트레일리안골드 로션_1,세포라 컬렉션 젤_0,세포라 컬렉션 젤_1,부르조아 스프레이_0,부르조아 스프레이_1,나스 오일_0,나스 오일_1,펜티뷰티 루미나이저_0,펜티뷰티 루미나이저_1,러쉬 스타킹스_0,러쉬 스타킹스_1,질레트 면도젤_0,질레트 면도젤_1,질레트 면도기_0,질레트 면도기_1,미샤 면도기_0,미샤 면도기_1,natural look왁스_0,natural look왁스_1,쉬크 면도기_0,쉬크 면도기_1,이니스프리 면도기_0,이니스프리 면도기_1,슈가스트립이즈 제모제_0,슈가스트립이즈 제모제_1,뭄 클래식_0,뭄 클래식_1,카이 면도기_0,카이 면도기_1,왁스앤왁싱 왁스_0,왁스앤왁싱 왁스_1,지지 왁스_0,지지 왁스_1,Nad's젤_0,Nad's젤_1,노브랜드 면도기_0,노브랜드 면도기_1,라보에이치 [두피강화]_0,라보에이치 [두피강화]_1
20,0.0,0.0,44.18604,55.55555,0.0,0.0,0.10397,16.66666,23.15789,0.0,17.57836,41.22401,50.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.03225,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,49.0909,16.86746,61.17411,60.09669,0.0,0.0,0.0,0.0,44.62151,51.09489,0.0,0.0,0.0,0.0,46.42857,17.76315,8.0,53.33333,0.0,0.0,59.32203,52.74725,0.0,0.0,29.50391,10.22443,0.0,0.0
21,0.0,0.0,60.46511,44.44444,0.0,0.0,0.11697,0.0,17.89473,0.0,13.58328,45.38106,39.74358,34.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.80645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.18181,12.04819,60.17344,64.89401,0.0,0.0,0.0,0.0,70.91633,43.79562,0.0,0.0,0.0,0.0,56.25,20.39473,6.66666,91.11111,0.0,0.0,76.27118,72.52747,0.0,0.0,30.5483,8.4788,0.0,0.0
22,0.0,0.0,55.81395,38.88888,0.0,0.0,0.10397,0.0,11.57894,0.0,14.75107,40.87759,34.61538,56.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.45454,22.89156,57.63842,77.16623,0.0,0.0,0.0,0.0,62.5498,42.70072,0.0,0.0,0.0,0.0,41.07142,26.31578,12.0,60.0,0.0,0.0,55.9322,60.43956,0.0,0.0,21.93211,13.71571,0.0,0.0
23,0.0,0.0,34.88372,36.11111,0.0,0.0,0.12997,16.66666,23.15789,0.0,25.38414,76.90531,38.46153,65.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.74193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.45454,44.57831,74.78318,60.02231,0.0,0.0,0.0,0.0,46.21513,40.14598,0.0,0.0,0.0,0.0,47.32142,72.36842,10.22222,37.77777,0.0,0.0,69.49152,45.05494,0.0,0.0,22.9765,13.96508,0.0,0.0
24,0.0,55.55555,27.90697,33.33333,0.0,66.66666,0.32492,16.66666,25.26315,0.0,50.95267,46.53579,61.53846,52.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.12903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,44.57831,78.18545,54.92748,0.0,0.0,0.0,0.0,42.23107,44.89051,0.0,0.0,0.0,0.0,54.46428,100.0,20.0,66.66666,0.0,0.0,42.37288,67.03296,0.0,0.0,19.06005,12.46882,0.0,0.0
25,0.0,0.0,23.25581,30.55555,0.0,77.77777,0.07798,0.0,16.8421,0.0,20.71296,35.45034,41.02564,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.90322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,38.55421,59.77318,59.83637,0.0,0.0,0.0,0.0,43.02788,58.02919,0.0,0.0,0.0,0.0,71.42857,32.23684,6.66666,22.22222,0.0,0.0,49.15254,73.62637,0.0,0.0,24.80417,8.72817,0.0,0.0
26,0.0,55.55555,30.23255,66.66666,0.0,0.0,0.23394,16.66666,23.15789,0.0,23.90903,32.56351,47.43589,65.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51612,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,63.63636,49.39759,60.57371,55.22499,0.0,0.0,0.0,0.0,39.84063,54.01459,0.0,0.0,0.0,0.0,66.96428,15.78947,7.11111,40.0,0.0,0.0,86.44067,41.75824,0.0,0.0,30.80939,6.73316,0.0,0.0
27,0.0,77.77777,48.8372,69.44444,0.0,0.0,0.24694,9.25925,23.15789,0.0,20.40565,34.18013,38.46153,52.72727,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.74193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363,46.98795,61.57438,62.77426,0.0,0.0,0.0,0.0,49.00398,55.47445,0.0,0.0,0.0,0.0,61.60714,38.81578,8.0,26.66666,0.0,0.0,50.84745,57.14285,0.0,0.0,23.75979,11.22194,0.0,0.0
28,0.0,0.0,67.44186,44.44444,0.0,55.55555,0.15596,12.96296,21.05263,0.0,18.25445,38.2217,50.0,30.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,39.75903,63.30887,66.00966,0.0,0.0,0.0,0.0,47.41035,42.70072,0.0,0.0,0.0,0.0,47.32142,28.28947,7.55555,26.66666,0.0,0.0,79.66101,50.54945,0.0,0.0,20.88772,10.72319,0.0,0.0
29,0.0,0.0,83.72093,58.33333,0.0,55.55555,0.18195,12.96296,14.73684,0.0,19.17639,37.41339,29.48717,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.90322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.63636,46.98795,58.7058,61.06359,0.0,0.0,0.0,0.0,49.00398,49.27007,0.0,0.0,0.0,0.0,50.89285,30.92105,7.55555,20.0,0.0,0.0,76.27118,52.74725,0.0,0.0,18.01566,10.47381,0.0,0.0
30,0.0,0.0,55.81395,61.11111,0.0,66.66666,0.06498,0.0,20.0,0.0,20.09834,43.41801,58.97435,83.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0909,40.96385,58.57238,68.61286,0.0,0.0,0.0,0.0,90.43824,43.43065,0.0,0.0,0.0,0.0,44.64285,27.63157,10.22222,44.44444,0.0,0.0,59.32203,71.42857,0.0,0.0,15.40469,12.46882,0.0,0.0
31,0.0,0.0,81.39534,36.11111,0.0,77.77777,0.80582,11.11111,15.78947,0.0,82.60602,42.1478,42.30769,56.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.74193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.36363,37.34939,69.77985,64.5965,71.42857,0.0,0.0,0.0,79.68127,36.49635,0.0,0.0,0.0,0.0,50.0,32.89473,19.11111,24.44444,0.0,0.0,45.76271,76.92307,0.0,0.0,18.79895,15.96009,0.0,0.0
32,0.0,0.0,44.18604,63.88888,0.0,0.0,0.18195,9.25925,11.57894,0.0,22.24953,31.17782,51.28205,58.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.12903,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,43.63636,27.71084,65.11007,54.55559,0.0,0.0,0.0,0.0,59.76095,45.25547,0.0,0.0,0.0,0.0,61.60714,17.10526,11.11111,73.33333,0.0,0.0,66.10169,38.46153,0.0,0.0,24.80417,12.21945,0.0,0.0
33,0.0,0.0,46.51162,69.44444,0.0,0.0,0.25994,11.11111,15.78947,0.0,18.93054,27.59815,58.97435,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0909,21.68674,67.84523,49.9814,0.0,0.0,0.0,0.0,69.72111,53.64963,0.0,0.0,0.0,0.0,57.14285,22.36842,7.11111,48.88888,0.0,0.0,64.40677,54.94505,0.0,0.0,16.71018,11.72069,0.0,0.0
34,77.77777,0.0,39.53488,50.0,0.0,0.0,0.12997,0.0,15.78947,0.0,15.3657,34.87297,44.87179,50.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.45454,55.42168,62.57505,44.775,0.0,0.0,0.0,0.0,78.48605,44.16058,0.0,0.0,0.0,0.0,79.46428,30.92105,17.77777,46.66666,0.0,0.0,47.45762,50.54945,0.0,0.0,19.58224,16.45885,0.0,0.0
35,0.0,0.0,55.81395,50.0,0.0,0.0,0.12997,12.96296,16.8421,0.0,12.53841,44.11085,26.92307,34.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.18181,100.0,49.49966,54.14652,0.0,0.0,0.0,0.0,74.10358,39.05109,0.0,0.0,0.0,0.0,46.42857,21.05263,12.0,35.55555,0.0,0.0,55.9322,52.74725,0.0,0.0,31.33159,12.96758,0.0,0.0
36,0.0,0.0,81.39534,52.77777,0.0,55.55555,0.14296,11.11111,14.73684,0.0,16.10325,52.19399,35.89743,49.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363,44.57831,53.9026,52.10115,0.0,0.0,0.0,0.0,79.68127,35.40145,0.0,0.0,0.0,0.0,53.57142,29.60526,8.88888,33.33333,0.0,0.0,83.05084,59.34065,0.0,0.0,39.16449,12.7182,0.0,0.0
37,0.0,55.55555,72.09302,66.66666,0.0,77.77777,0.36391,16.66666,22.10526,0.0,17.57836,49.65357,57.6923,50.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.45454,27.71084,68.84589,44.21718,0.0,0.0,0.0,0.0,61.35458,39.78102,0.0,0.0,0.0,0.0,66.07142,21.05263,8.88888,11.11111,0.0,0.0,64.40677,49.45054,0.0,0.0,27.41514,20.1995,0.0,0.0
38,0.0,0.0,58.13953,52.77777,0.0,0.0,0.12997,20.37037,26.31578,0.0,18.19299,43.30254,47.43589,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,69.0909,20.48192,71.64776,42.69245,0.0,0.0,0.0,0.0,66.93227,46.71532,100.0,0.0,0.0,0.0,47.32142,17.10526,6.66666,24.44444,0.0,0.0,38.98305,83.51648,0.0,0.0,19.58224,18.45386,0.0,0.0
39,0.0,0.0,37.2093,52.77777,0.0,0.0,0.09097,0.0,27.36842,0.0,16.41057,40.76212,51.28205,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,45.45454,31.3253,77.11807,39.38267,0.0,0.0,0.0,0.0,50.99601,50.36496,0.0,0.0,0.0,0.0,66.96428,26.31578,4.0,24.44444,0.0,0.0,49.15254,54.94505,0.0,0.0,23.75979,9.22693,0.0,0.0
40,0.0,77.77777,39.53488,52.77777,0.0,0.0,0.22095,16.66666,23.15789,0.0,26.92071,40.64665,44.87179,47.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18181,53.01204,60.90727,33.69282,0.0,0.0,0.0,0.0,54.58167,51.45985,0.0,0.0,0.0,0.0,82.14285,22.36842,11.55555,64.44444,0.0,0.0,40.67796,67.03296,0.0,0.0,25.06527,14.71321,0.0,0.0
41,0.0,0.0,51.16279,44.44444,0.0,66.66666,0.11697,0.0,15.78947,0.0,15.8574,40.18475,55.1282,56.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27272,37.34939,58.63909,36.44477,0.0,0.0,0.0,0.0,66.93227,45.62043,0.0,0.0,0.0,0.0,84.82142,29.60526,11.55555,55.55555,0.0,0.0,86.44067,72.52747,0.0,0.0,22.4543,11.22194,0.0,0.0
42,0.0,0.0,65.11627,50.0,0.0,88.88888,0.07798,12.96296,16.8421,0.0,14.56668,46.99769,34.61538,41.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.81818,30.12048,47.56504,44.1428,0.0,0.0,0.0,0.0,72.90836,43.79562,0.0,0.0,0.0,0.0,88.39285,23.02631,10.66666,55.55555,0.0,0.0,52.54237,73.62637,0.0,0.0,23.23759,10.22443,0.0,0.0
43,0.0,55.55555,72.09302,63.88888,0.0,88.88888,0.12997,0.0,28.42105,0.0,18.0086,47.57505,39.74358,38.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.36363,32.53012,54.503,39.97768,0.0,0.0,0.0,0.0,85.25896,52.55474,0.0,0.0,0.0,0.0,74.10714,19.73684,18.22222,44.44444,0.0,0.0,76.27118,100.0,0.0,0.0,25.58746,13.71571,0.0,0.0
44,0.0,0.0,60.46511,100.0,0.0,77.77777,0.14296,0.0,18.94736,0.0,24.64658,39.14549,43.58974,56.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9.67741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,26.50602,66.04402,37.03979,0.0,0.0,0.0,0.0,53.38645,34.67153,0.0,0.0,0.0,0.0,52.67857,25.65789,12.0,44.44444,0.0,0.0,52.54237,50.54945,0.0,0.0,18.27676,13.21695,0.0,0.0
45,0.0,0.0,72.09302,86.11111,0.0,0.0,0.63685,12.96296,31.57894,0.0,100.0,34.87297,42.30769,52.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.90909,30.12048,64.24282,39.53142,0.0,0.0,0.0,0.0,41.43426,48.9051,0.0,0.0,0.0,0.0,52.67857,27.63157,7.55555,20.0,0.0,0.0,61.01694,72.52747,0.0,0.0,16.44908,8.72817,0.0,0.0
46,55.55555,55.55555,100.0,66.66666,0.0,0.0,0.27293,0.0,32.63157,0.0,20.28272,29.90762,46.15384,58.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.18181,36.14457,57.57171,39.9033,0.0,0.0,0.0,0.0,93.22709,49.63503,0.0,0.0,0.0,0.0,69.64285,12.5,13.33333,37.77777,0.0,0.0,66.10169,59.34065,0.0,0.0,23.23759,9.22693,0.0,0.0
47,0.0,0.0,60.46511,72.22222,0.0,0.0,0.11697,14.81481,58.94736,0.0,16.71788,27.59815,42.30769,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,0.0,0.0,0.0,0.0,34.54545,50.6024,54.70313,36.22164,0.0,0.0,0.0,0.0,39.04382,44.89051,0.0,0.0,0.0,0.0,100.0,15.13157,4.44444,28.88888,0.0,0.0,66.10169,81.31868,0.0,0.0,25.84856,8.4788,0.0,0.0
48,0.0,0.0,67.44186,88.88888,0.0,0.0,0.06498,9.25925,85.26315,0.0,15.05838,29.67667,44.87179,47.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27272,59.03614,55.97064,42.28337,0.0,0.0,0.0,0.0,49.40239,48.17518,0.0,0.0,0.0,0.0,63.39285,19.73684,8.0,40.0,0.0,0.0,69.49152,37.36263,0.0,0.0,18.01566,14.71321,0.0,0.0
49,77.77777,0.0,67.44186,36.11111,0.0,0.0,0.12997,0.0,100.0,0.0,12.47695,37.99076,51.28205,38.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,43.37349,60.77384,65.97248,0.0,0.0,0.0,0.0,66.13545,54.37956,0.0,0.0,0.0,0.0,71.42857,16.44736,5.33333,33.33333,0.0,0.0,100.0,81.31868,0.0,0.0,26.10966,21.197,0.0,0.0
