,맥 하이라이터_0,맥 하이라이터_1,더밤 루머나이저_0,더밤 루머나이저_1,홀리카홀리카 하이라이터_0,홀리카홀리카 하이라이터_1,샤넬 에쌍씨엘_0,샤넬 에쌍씨엘_1,베네피트 하이라이터_0,베네피트 하이라이터_1,잇츠스킨 하이라이터_0,잇츠스킨 하이라이터_1,어퓨 하이라이터_0,어퓨 하이라이터_1,부르조아 파우더_0,부르조아 파우더_1,베네피트 글로우_0,베네피트 글로우_1,캔메이크 하이라이터_0,캔메이크 하이라이터_1,레어카인드 [쉐딩]_0,레어카인드 [쉐딩]_1,미샤 컨투어_0,미샤 컨투어_1,투쿨포스쿨 로댕_0,투쿨포스쿨 로댕_1,삐아 [쉐딩]_0,삐아 [쉐딩]_1,페리페라 쉐딩_0,페리페라 쉐딩_1,롬앤 쉐입_0,롬앤 쉐입_1,이글립스 쉐딩_0,이글립스 쉐딩_1,아리따움 파우더_0,아리따움 파우더_1,베네피트 라이트_0,베네피트 라이트_1,삐아 컨투어링_0,삐아 컨투어링_1,블랙루즈 컨투어링_0,블랙루즈 컨투어링_1,이니스프리 컨투어링_0,이니스프리 컨투어링_1,케빈어코인 파우더_0,케빈어코인 파우더_1,미샤 스틱(쉐딩)_0,미샤 스틱(쉐딩)_1,클리오 쉐이딩_0,클리오 쉐이딩_1,맥퀸뉴욕 쉐딩_0,맥퀸뉴욕 쉐딩_1,어퓨 키트_0,어퓨 키트_1,에뛰드 휠_0,에뛰드 휠_1,스킨푸드 쿠키)_0,스킨푸드 쿠키)_1,네이처리퍼블릭 팔레트_0,네이처리퍼블릭 팔레트_1,클리오 팔레트_0,클리오 팔레트_1,웨이크메이크 치크_0,웨이크메이크 치크_1,크리니크 팔레트_0,크리니크 팔레트_1,베네피트 바)_0,베네피트 바)_1,더밤 팔레트_0,더밤 팔레트_1,톰포드 뷰티 일루미네이트_0,톰포드 뷰티 일루미네이트_1,더샘 팔레트_0,더샘 팔레트_1,투페이스드 팔레트_0,투페이스드 팔레트_1,정샘물 팔레트_0,정샘물 팔레트_1,베네피트 스쿼드_0,베네피트 스쿼드_1
38,48.32041,57.92682,0.0,0.0,34.14634,23.38709,72.34042,54.71698,34.35114,87.82608,41.66666,83.33333,18.07228,14.58333,0.0,0.0,0.0,0.0,53.33333,42.5,0.0,0.0,34.48275,0.0,0.0,0.0,0.0,0.0,26.59574,46.66666,0.0,0.0,19.23076,75.86206,55.76923,39.62264,0.0,0.0,41.17647,44.44444,0.0,56.25,23.27044,25.61983,0.0,0.0,0.0,0.0,0.0,0.0,18.51851,100.0,0.0,0.0,0.0,0.0,0.0,0.0,37.70491,43.03797,52.20994,22.41602,35.89743,54.54545,5.4945,0.0,0.0,0.0,100.0,0.0,0.0,0.0,35.43307,37.14285,41.79104,32.5431,43.47826,40.90909,0.0,0.0
39,47.02842,62.39837,0.0,0.0,31.70731,18.54838,42.55319,45.28301,36.83206,81.73913,0.0,66.66666,30.12048,0.0,77.77777,0.0,0.0,0.0,35.55555,37.5,0.0,0.0,31.03448,0.0,0.0,0.0,0.0,0.0,28.10283,61.70542,0.0,0.0,34.61538,55.17241,65.38461,60.37735,0.0,0.0,41.17647,33.33333,53.84615,0.0,21.38364,28.92561,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,54.94505,0.0,0.0,0.0,0.0,0.0,0.0,47.54098,40.50632,38.67403,26.74418,58.97435,36.36363,17.58241,0.0,0.0,0.0,35.95505,0.0,0.0,0.0,27.55905,45.71428,48.00995,26.93965,65.21739,0.0,0.0,0.0
40,42.63565,55.69105,0.0,0.0,34.14634,16.93548,48.22695,30.18867,44.46564,84.34782,83.33333,91.66666,38.55421,27.08333,0.0,0.0,0.0,0.0,42.22222,50.0,0.0,0.0,41.37931,50.0,0.0,0.0,0.0,0.0,24.68971,47.90697,0.0,0.0,25.0,62.06896,82.6923,64.15094,0.0,0.0,0.0,38.88888,38.46153,62.5,18.23899,19.83471,0.0,0.0,0.0,0.0,0.0,0.0,31.48148,54.94505,0.0,0.0,0.0,0.0,0.0,0.0,27.86885,48.10126,35.63535,25.32299,48.71794,77.27272,6.5934,0.0,0.0,0.0,39.32584,0.0,0.0,0.0,18.11023,34.28571,43.53233,23.27586,56.52173,31.81818,0.0,0.0
41,46.77002,60.5691,0.0,0.0,30.8943,62.90322,61.70212,75.47169,33.96946,46.08695,75.0,91.66666,19.2771,31.25,0.0,0.0,0.0,0.0,66.66666,76.25,0.0,0.0,27.5862,70.0,0.0,0.0,0.0,0.0,35.06205,46.51162,0.0,0.0,26.92307,58.62068,59.61538,56.60377,0.0,0.0,0.0,27.77777,0.0,81.25,28.93081,24.79338,0.0,0.0,0.0,0.0,0.0,0.0,9.25925,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,40.9836,36.70886,26.51933,28.48837,41.02564,59.0909,12.08791,12.5,0.0,0.0,23.5955,0.0,0.0,0.0,20.47244,34.28571,57.21393,16.81034,43.47826,68.18181,0.0,0.0
42,45.99483,46.74796,0.0,0.0,25.20325,51.6129,52.48226,54.71698,24.0458,49.56521,50.0,58.33333,34.93975,22.91666,0.0,0.0,0.0,0.0,35.55555,52.5,0.0,0.0,20.68965,0.0,0.0,0.0,0.0,0.0,28.59042,45.58139,0.0,0.0,26.92307,82.75862,46.15384,45.28301,0.0,0.0,47.05882,55.55555,0.0,31.25,100.0,22.31404,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,54.09836,49.36708,21.27071,19.44444,66.66666,31.81818,32.96703,17.5,0.0,0.0,29.21348,0.0,0.0,0.0,26.77165,31.42857,73.63184,21.76724,34.7826,40.90909,0.0,0.0
43,74.9354,57.72357,0.0,0.0,26.01626,56.45161,31.91489,64.15094,22.32824,69.56521,0.0,0.0,26.50602,12.5,0.0,0.0,0.0,0.0,35.55555,41.25,0.0,0.0,48.27586,0.0,0.0,0.0,0.0,0.0,29.52127,49.76744,0.0,0.0,23.07692,24.13793,50.0,62.26415,0.0,0.0,41.17647,61.11111,0.0,43.75,67.92452,28.92561,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,54.94505,0.0,0.0,0.0,0.0,0.0,0.0,88.52459,44.9367,29.83425,16.27906,51.28205,59.0909,14.28571,12.5,0.0,0.0,22.47191,0.0,0.0,0.0,85.03937,25.71428,73.13432,31.25,69.56521,45.45454,0.0,0.0
44,47.28682,59.55284,0.0,0.0,33.33333,37.90322,43.26241,60.37735,26.14503,66.08695,0.0,58.33333,27.71084,29.16666,55.55555,0.0,0.0,0.0,48.88888,47.5,0.0,0.0,65.51724,0.0,0.0,0.0,0.0,0.0,25.26595,54.88372,0.0,0.0,53.84615,75.86206,46.15384,30.18867,0.0,0.0,35.29411,38.88888,0.0,0.0,55.97484,23.96694,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,39.34426,51.26582,23.48066,18.21705,69.23076,0.0,13.18681,12.5,0.0,0.0,15.73033,0.0,0.0,0.0,100.0,42.85714,73.38308,27.80172,52.17391,81.81818,0.0,0.0
45,42.63565,55.0813,0.0,0.0,33.33333,42.74193,68.79432,73.5849,22.1374,60.0,41.66666,41.66666,13.25301,14.58333,0.0,0.0,0.0,0.0,33.33333,33.75,0.0,0.0,68.96551,0.0,0.0,0.0,0.0,0.0,22.96099,49.92248,0.0,0.0,28.84615,41.37931,38.46153,58.49056,0.0,0.0,52.94117,33.33333,0.0,0.0,70.44025,23.96694,0.0,0.0,0.0,0.0,0.0,0.0,9.25925,72.52747,0.0,0.0,0.0,0.0,0.0,0.0,36.06557,62.02531,26.24309,20.47803,79.48717,36.36363,6.5934,12.5,0.0,0.0,10.11235,0.0,0.0,0.0,55.90551,37.14285,100.0,26.50862,95.65217,31.81818,0.0,0.0
46,39.53488,56.09756,0.0,0.0,28.45528,50.80645,51.77304,43.39622,35.1145,71.30434,0.0,0.0,100.0,33.33333,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,31.03448,0.0,0.0,0.0,0.0,0.0,24.64539,49.6124,0.0,0.0,48.07692,58.62068,46.15384,39.62264,0.0,0.0,64.70588,33.33333,46.15384,31.25,35.22012,23.96694,0.0,0.0,0.0,0.0,0.0,0.0,18.51851,63.73626,0.0,0.0,0.0,0.0,0.0,0.0,42.62295,46.20253,24.86187,17.44186,74.35897,77.27272,8.7912,15.0,0.0,0.0,19.10112,0.0,0.0,0.0,25.19685,14.28571,61.94029,17.24137,56.52173,0.0,0.0,0.0
47,39.53488,55.8943,0.0,0.0,33.33333,55.64516,53.19148,45.28301,28.62595,57.3913,0.0,83.33333,75.90361,20.83333,0.0,0.0,0.0,0.0,75.55555,52.5,0.0,0.0,96.55172,0.0,0.0,0.0,0.0,0.0,26.28546,63.87596,0.0,0.0,40.38461,37.93103,80.76923,52.83018,0.0,0.0,58.82352,50.0,0.0,0.0,18.23899,14.87603,0.0,0.0,0.0,0.0,0.0,0.0,14.81481,64.83516,0.0,0.0,0.0,0.0,0.0,0.0,45.90163,38.60759,28.72928,21.44702,84.61538,40.90909,15.38461,0.0,0.0,0.0,14.60674,0.0,0.0,0.0,25.19685,65.71428,64.67661,18.10344,69.56521,0.0,0.0,0.0
48,35.65891,58.13008,0.0,0.0,35.77235,28.2258,40.42553,37.73584,18.12977,57.3913,50.0,75.0,48.19277,31.25,0.0,0.0,0.0,0.0,100.0,52.5,0.0,0.0,72.41379,0.0,0.0,0.0,0.0,0.0,20.65602,62.0155,0.0,0.0,25.0,41.37931,51.92307,90.56603,0.0,0.0,35.29411,0.0,0.0,37.5,24.5283,16.52892,0.0,0.0,0.0,0.0,0.0,0.0,25.92592,78.02197,0.0,0.0,0.0,0.0,0.0,0.0,39.34426,42.40506,32.59668,20.15503,48.71794,50.0,23.07692,0.0,0.0,0.0,33.70786,0.0,0.0,0.0,25.98425,0.0,49.50248,24.13793,91.30434,0.0,0.0,0.0
49,42.37726,53.86178,0.0,0.0,19.51219,37.90322,41.13475,75.47169,16.98473,76.52173,0.0,50.0,30.12048,25.0,0.0,0.0,0.0,0.0,60.0,56.25,0.0,0.0,89.65517,0.0,0.0,0.0,0.0,0.0,19.90248,60.46511,0.0,0.0,57.6923,51.72413,53.84615,41.50943,0.0,0.0,52.94117,33.33333,0.0,43.75,25.78616,21.4876,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,58.24175,0.0,0.0,0.0,0.0,0.0,0.0,32.78688,31.64556,32.04419,16.66666,74.35897,50.0,100.0,0.0,0.0,0.0,14.60674,0.0,0.0,0.0,18.11023,17.14285,37.56218,15.51724,69.56521,27.27272,0.0,0.0
50,44.18604,55.4878,0.0,0.0,28.45528,31.45161,25.53191,71.69811,15.83969,61.73913,0.0,0.0,87.9518,20.83333,0.0,0.0,0.0,0.0,55.55555,33.75,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.65602,65.27131,0.0,0.0,53.84615,62.06896,48.07692,73.5849,0.0,0.0,0.0,27.77777,0.0,0.0,25.15723,15.70247,0.0,0.0,0.0,0.0,0.0,0.0,37.03703,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,29.50819,49.36708,32.59668,15.43927,92.30769,63.63636,13.18681,0.0,0.0,0.0,14.60674,0.0,0.0,0.0,11.02362,0.0,31.09452,44.82758,78.26086,54.54545,0.0,0.0
51,33.33333,50.0,0.0,100.0,22.76422,27.41935,34.75177,43.39622,18.32061,66.95652,41.66666,0.0,91.56626,12.5,0.0,0.0,0.0,0.0,84.44444,38.75,0.0,0.0,68.96551,80.0,0.0,0.0,0.0,0.0,28.63475,70.54263,0.0,0.0,61.53846,34.48275,51.92307,73.5849,0.0,0.0,41.17647,44.44444,53.84615,0.0,13.83647,19.83471,0.0,0.0,0.0,0.0,0.0,0.0,31.48148,65.93406,0.0,0.0,0.0,0.0,0.0,0.0,62.29508,61.3924,30.93922,24.1602,64.10256,0.0,9.8901,0.0,0.0,0.0,6.74157,85.71428,0.0,0.0,19.68503,25.71428,26.86567,100.0,78.26086,36.36363,0.0,0.0
52,42.89405,48.57723,0.0,0.0,22.76422,29.8387,56.02836,67.92452,16.79389,64.34782,41.66666,41.66666,65.06024,27.08333,0.0,0.0,0.0,0.0,51.11111,27.5,0.0,0.0,65.51724,0.0,0.0,0.0,0.0,0.0,19.54787,64.34108,0.0,0.0,26.92307,37.93103,38.46153,66.03773,0.0,0.0,64.70588,44.44444,61.53846,37.5,23.27044,15.70247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,34.42622,65.82278,27.34806,20.93023,94.87179,45.45454,16.48351,15.0,0.0,0.0,22.47191,100.0,0.0,0.0,20.47244,31.42857,19.40298,91.59482,34.7826,40.90909,0.0,0.0
53,42.89405,43.90243,0.0,0.0,14.63414,20.96774,39.00709,45.28301,19.2748,91.30434,50.0,0.0,66.26506,12.5,0.0,0.0,0.0,0.0,55.55555,28.75,0.0,0.0,31.03448,0.0,0.0,0.0,0.0,0.0,17.42021,72.71317,0.0,0.0,36.53846,44.82758,50.0,75.47169,0.0,0.0,70.58823,44.44444,0.0,0.0,22.6415,18.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.54945,0.0,0.0,0.0,0.0,0.0,0.0,24.59016,50.0,33.42541,23.12661,100.0,0.0,13.18681,0.0,0.0,0.0,33.70786,0.0,0.0,0.0,18.89763,45.71428,25.12437,56.89655,0.0,22.72727,0.0,0.0
54,39.27648,54.87804,0.0,0.0,19.51219,20.16129,38.29787,66.03773,21.1832,64.34782,0.0,0.0,74.69879,31.25,0.0,0.0,0.0,0.0,48.88888,41.25,0.0,0.0,51.72413,0.0,0.0,0.0,0.0,0.0,18.97163,64.031,100.0,0.0,38.46153,62.06896,34.61538,45.28301,0.0,0.0,41.17647,44.44444,38.46153,0.0,27.04402,18.18181,0.0,0.0,0.0,0.0,0.0,0.0,14.81481,58.24175,0.0,0.0,0.0,0.0,0.0,0.0,26.2295,51.89873,34.80662,19.70284,69.23076,27.27272,10.98901,20.0,0.0,0.0,29.21348,0.0,0.0,0.0,29.92125,0.0,36.06965,52.5862,56.52173,27.27272,0.0,0.0
55,40.05167,45.7317,0.0,0.0,21.95121,15.32258,40.42553,43.39622,20.41984,75.65217,58.33333,50.0,44.57831,37.5,0.0,0.0,0.0,0.0,71.11111,65.0,0.0,0.0,24.13793,0.0,0.0,0.0,0.0,0.0,15.91312,53.33333,0.0,0.0,36.53846,55.17241,44.23076,47.16981,0.0,0.0,0.0,100.0,0.0,0.0,18.86792,19.00826,0.0,0.0,0.0,0.0,0.0,0.0,18.51851,54.94505,0.0,0.0,0.0,0.0,0.0,0.0,44.26229,46.20253,32.32044,20.99483,61.53846,36.36363,14.28571,12.5,0.0,0.0,23.5955,71.42857,0.0,0.0,14.96062,0.0,32.08955,47.19827,65.21739,54.54545,0.0,0.0
56,40.05167,50.813,0.0,0.0,22.76422,21.77419,36.17021,50.94339,22.70992,57.3913,0.0,0.0,20.48192,18.75,0.0,0.0,0.0,0.0,57.77777,40.0,0.0,0.0,55.17241,50.0,0.0,0.0,0.0,0.0,16.31205,55.50387,0.0,0.0,26.92307,68.96551,48.07692,50.94339,0.0,0.0,41.17647,50.0,0.0,0.0,24.5283,12.39669,0.0,0.0,0.0,0.0,0.0,0.0,22.22222,58.24175,0.0,0.0,0.0,0.0,0.0,0.0,65.57377,59.49367,27.6243,15.76227,94.87179,31.81818,16.48351,12.5,0.0,0.0,17.97752,100.0,0.0,0.0,7.87401,0.0,30.59701,50.43103,47.82608,31.81818,0.0,0.0
57,49.354,51.21951,0.0,0.0,23.57723,23.38709,57.4468,41.50943,17.93893,58.26086,50.0,0.0,22.89156,27.08333,0.0,0.0,0.0,0.0,62.22222,48.75,0.0,0.0,48.27586,0.0,0.0,0.0,0.0,0.0,15.86879,59.2248,0.0,0.0,42.30769,31.03448,25.0,54.71698,0.0,0.0,52.94117,77.77777,0.0,0.0,17.61006,42.14876,0.0,0.0,0.0,0.0,0.0,0.0,22.22222,75.82417,0.0,0.0,0.0,0.0,0.0,0.0,32.78688,42.40506,34.53038,15.76227,58.97435,36.36363,9.8901,0.0,0.0,0.0,32.58426,0.0,0.0,0.0,11.81102,0.0,19.90049,36.42241,30.43478,63.63636,0.0,0.0
58,47.02842,59.95934,0.0,0.0,25.20325,12.09677,47.51773,54.71698,20.61068,66.08695,0.0,41.66666,20.48192,0.0,0.0,0.0,0.0,0.0,24.44444,27.5,0.0,0.0,31.03448,0.0,0.0,0.0,0.0,0.0,12.72163,58.44961,0.0,0.0,25.0,37.93103,61.53846,67.92452,0.0,0.0,29.41176,83.33333,0.0,0.0,24.5283,35.53719,0.0,0.0,0.0,0.0,0.0,0.0,20.37037,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,36.06557,66.45569,35.08287,12.85529,97.43589,59.0909,15.38461,15.0,0.0,0.0,29.21348,0.0,0.0,0.0,10.23622,0.0,20.89552,73.06034,0.0,45.45454,0.0,0.0
59,39.01808,60.9756,0.0,0.0,23.57723,35.48387,43.26241,52.83018,20.61068,66.95652,58.33333,41.66666,32.53012,25.0,66.66666,0.0,0.0,0.0,35.55555,38.75,0.0,0.0,44.82758,0.0,0.0,0.0,0.0,0.0,14.05141,55.03875,0.0,0.0,44.23076,31.03448,73.07692,43.39622,0.0,0.0,0.0,38.88888,0.0,0.0,25.78616,42.14876,0.0,0.0,0.0,0.0,0.0,0.0,12.96296,27.47252,0.0,0.0,0.0,0.0,0.0,0.0,37.70491,80.37974,33.9779,15.43927,61.53846,63.63636,9.8901,0.0,0.0,0.0,24.7191,0.0,0.0,0.0,19.68503,25.71428,27.86069,93.10344,30.43478,27.27272,0.0,0.0
60,34.62532,46.34146,0.0,0.0,28.45528,16.93548,33.33333,67.92452,13.16793,77.3913,41.66666,50.0,36.14457,37.5,0.0,0.0,0.0,0.0,28.88888,40.0,0.0,0.0,27.5862,0.0,0.0,0.0,0.0,0.0,14.67198,56.89922,0.0,0.0,30.76923,55.17241,36.53846,43.39622,0.0,0.0,64.70588,61.11111,0.0,0.0,15.09433,23.14049,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,58.24175,0.0,0.0,0.0,0.0,0.0,0.0,26.2295,34.17721,31.21546,13.11369,51.28205,45.45454,6.5934,12.5,0.0,0.0,31.46067,0.0,0.0,0.0,14.17322,31.42857,17.91044,73.92241,0.0,0.0,0.0,0.0
61,168406,56047,5,53205,76986,9123,35915,20136,8986,12216,1916,254274,7683,254274,62313,463741,8677,5943,3122,2802,10667,9774,873488,10667,55516,31850,86784,19221,706915,8198,18869,16216,23094,735474,463741,902327,7429,8986,784250,86784,26218,549636,198239,387152,947194,191336,201681,1701,1035978,706915,20802,2205,73754,26373,578381,551008,542785,592,4867,40593,67367,394157,26497,51899,4125,2740,8677,3536,5027,51119,595,383631,240298,42020,3621,24099,159175,104813,1074,55532
