,일리윤 크림_0,일리윤 크림_1,더마비 크림_0,더마비 크림_1,비욘드 에멀전_0,비욘드 에멀전_1,아비노 로션_0,아비노 로션_1,러쉬 컨디셔너_0,러쉬 컨디셔너_1,홀리카홀리카 로션_0,홀리카홀리카 로션_1,바이오더마 크림_0,바이오더마 크림_1,러쉬 슬리피_0,러쉬 슬리피_1,암웨이 바디로션_0,암웨이 바디로션_1,엘리자베스아덴 바디크림_0,엘리자베스아덴 바디크림_1,뉴트로지나 에멀젼_0,뉴트로지나 에멀젼_1,멜라루카 로션_0,멜라루카 로션_1,헉슬리 가드너_0,헉슬리 가드너_1,메디포포 크림_0,메디포포 크림_1,더마비 오일_0,더마비 오일_1,김정문알로에크림_0,김정문알로에크림_1,LUCAS PAPAW REMEDIES 포포크림_0,LUCAS PAPAW REMEDIES 포포크림_1,아쿠아퍼 오인트먼트_0,아쿠아퍼 오인트먼트_1,로즈버드 퍼퓸 컴퍼니 오리지널_0,로즈버드 퍼퓸 컴퍼니 오리지널_1,퓨어포레 밤_0,퓨어포레 밤_1,ROSE & CO.살브_0,ROSE & CO.살브_1,록시땅 -에코서트_0,록시땅 -에코서트_1,더바디샵 오일_0,더바디샵 오일_1,버츠비 오일_0,버츠비 오일_1,비욘드 오일_0,비욘드 오일_1,로즈버드 퍼퓸 컴퍼니 튜브_0,로즈버드 퍼퓸 컴퍼니 튜브_1,아쿠아퍼 밤_0,아쿠아퍼 밤_1,록시땅 오일_0,록시땅 오일_1,꼬달리 오일_0,꼬달리 오일_1,비욘드 미스트_0,비욘드 미스트_1,러쉬 트와일라잇_0,러쉬 트와일라잇_1,더프트앤도프트 바디미스트_0,더프트앤도프트 바디미스트_1,바디홀릭 [화이트포션]_0,바디홀릭 [화이트포션]_1,빅토리아시크릿 아쿠아키스_0,빅토리아시크릿 아쿠아키스_1,바디판타지 스프레이_0,바디판타지 스프레이_1,바디홀릭 포션_0,바디홀릭 포션_1,더바디샵 미스트_0,더바디샵 미스트_1,록시땅 스플래쉬_0,록시땅 스플래쉬_1,프라도어 03_0,프라도어 03_1,라운드어라운드 [천일홍]_0,라운드어라운드 [천일홍]_1
33,48.38709,44.68085,28.0,22.34042,0.0,0.0,54.73684,52.80898,12.62626,65.11627,75.0,0.0,100.0,78.16091,39.0625,49.62406,37.58865,84.61538,33.33333,59.887,0.0,0.0,21.73913,80.55555,0.0,0.0,50.96153,0.0,31.57894,44.97041,45.16129,63.04347,0.0,0.0,70.37037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,50.0,43.18181,28.0,9.80392,0.0,0.0,0.0,0.0,29.26829,52.7027,57.02479,54.0,21.62162,28.30188,86.66666,58.82352,23.31606,42.96875,0.0,0.0,32.43243,12.04188,0.0,0.0,0.0,21.73913,57.6923,55.17241,0.0,0.0,0.0,0.0,0.0,0.0
34,35.48387,36.17021,36.0,18.0851,53.84615,0.0,46.31578,68.53932,5.55555,100.0,62.5,0.0,77.57009,47.12643,40.625,29.3233,36.17021,82.41758,46.84684,62.71186,0.0,35.18518,30.43478,77.77777,0.0,0.0,32.6923,0.0,26.31578,30.76923,58.06451,39.13043,0.0,0.0,37.03703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.11111,62.5,89.77272,60.0,17.64705,0.0,0.0,0.0,0.0,35.36585,52.7027,73.55371,78.0,35.13513,26.41509,86.31578,74.613,23.83419,55.46875,0.0,0.0,45.94594,13.61256,0.0,0.0,0.0,30.43478,61.53846,46.55172,0.0,0.0,0.0,0.0,0.0,0.0
35,19.35483,63.82978,0.0,21.27659,0.0,0.0,45.26315,51.68539,11.61616,53.48837,0.0,0.0,80.37383,45.97701,48.4375,55.63909,39.71631,69.23076,38.73873,37.8531,64.28571,22.22222,100.0,47.22222,0.0,0.0,28.84615,0.0,26.31578,26.62721,88.17204,56.52173,0.0,0.0,40.74074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.77777,40.625,100.0,40.0,14.70588,0.0,0.0,0.0,0.0,30.4878,70.27027,76.8595,58.0,51.35135,28.30188,89.47368,52.63157,26.943,56.64062,0.0,0.0,35.13513,6.28272,0.0,0.0,0.0,34.7826,42.30769,62.06896,0.0,0.0,0.0,0.0,0.0,0.0
36,22.58064,40.42553,10.0,27.65957,38.46153,0.0,37.89473,53.93258,11.61616,67.44186,0.0,0.0,68.22429,58.62068,46.09375,57.14285,36.87943,47.25274,43.24324,29.37853,78.57142,29.62962,0.0,30.55555,0.0,0.0,25.0,0.0,21.05263,8.28402,69.89247,34.7826,0.0,0.0,48.14814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,28.88888,56.25,94.31818,40.0,9.80392,0.0,0.0,0.0,0.0,50.0,64.86486,68.59504,52.0,40.54054,30.18867,81.05263,68.73065,35.75129,63.28125,0.0,0.0,45.94594,5.75916,0.0,0.0,0.0,47.82608,73.07692,68.96551,0.0,0.0,0.0,0.0,0.0,0.0
37,35.48387,48.93617,38.0,18.0851,0.0,76.92307,34.73684,43.82022,8.0808,79.06976,0.0,54.54545,64.48598,71.26436,45.3125,48.1203,39.71631,64.83516,22.52252,27.11864,0.0,25.92592,26.08695,30.55555,0.0,0.0,25.0,0.0,0.0,9.46745,88.17204,53.26086,0.0,0.0,51.85185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,31.11111,62.5,89.77272,0.0,13.72549,0.0,0.0,0.0,0.0,68.29268,75.67567,79.33884,42.0,21.62162,28.30188,65.61403,61.9195,31.08808,48.82812,0.0,0.0,37.83783,10.4712,0.0,0.0,0.0,73.91304,61.53846,81.03448,0.0,0.0,0.0,0.0,0.0,0.0
38,35.48387,40.42553,16.0,19.14893,100.0,0.0,43.15789,59.55056,7.0707,37.2093,0.0,45.45454,46.72897,62.06896,43.75,45.86466,41.13475,82.96703,27.92792,35.02824,64.28571,25.92592,60.86956,88.88888,0.0,0.0,32.6923,0.0,13.15789,12.42603,89.24731,44.56521,0.0,0.0,40.74074,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,44.44444,56.25,84.0909,0.0,10.78431,0.0,0.0,0.0,0.0,54.87804,64.86486,86.77685,60.0,35.13513,49.0566,74.38596,100.0,40.93264,80.85937,0.0,0.0,56.75675,3.66492,0.0,0.0,0.0,82.60869,80.76923,46.55172,0.0,0.0,0.0,0.0,0.0,0.0
39,19.35483,40.42553,16.0,20.21276,61.53846,0.0,35.78947,37.07865,3.53535,53.48837,0.0,0.0,87.85046,74.71264,34.375,56.39097,68.79432,79.67032,45.94594,31.07344,50.0,35.18518,0.0,55.55555,0.0,0.0,35.57692,0.0,26.31578,11.83431,70.96774,86.95652,0.0,0.0,29.62962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,51.11111,25.0,46.5909,20.0,12.74509,0.0,0.0,0.0,0.0,65.85365,62.16216,68.59504,74.0,43.24324,20.75471,74.38596,76.16099,36.78756,100.0,0.0,0.0,40.54054,12.04188,0.0,0.0,0.0,39.13043,30.76923,77.5862,0.0,0.0,0.0,0.0,0.0,0.0
40,41.93548,59.57446,22.0,58.51063,76.92307,0.0,63.15789,42.69662,6.0606,72.09302,75.0,0.0,89.71962,64.36781,36.71875,45.86466,72.34042,84.61538,27.92792,27.68361,0.0,31.48148,30.43478,27.77777,0.0,0.0,23.07692,81.81818,0.0,11.2426,63.44086,65.21739,0.0,0.0,37.03703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,33.33333,59.375,40.90909,32.0,7.84313,0.0,0.0,0.0,0.0,57.31707,44.59459,53.719,46.0,43.24324,28.30188,76.14035,65.32507,51.81347,44.14062,0.0,0.0,54.05405,5.2356,0.0,0.0,0.0,65.21739,96.15384,50.0,0.0,0.0,0.0,0.0,0.0,0.0
41,38.70967,44.68085,22.0,15.95744,0.0,0.0,44.21052,49.4382,13.63636,65.11627,87.5,0.0,91.58878,65.51724,51.5625,60.90225,51.77304,81.31868,37.83783,25.42372,0.0,37.03703,21.73913,36.11111,0.0,0.0,28.84615,0.0,13.15789,9.46745,77.41935,60.86956,0.0,0.0,40.74074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,55.55555,43.75,70.45454,20.0,8.82352,0.0,0.0,0.0,0.0,64.63414,50.0,78.51239,78.0,40.54054,20.75471,83.85964,62.84829,88.0829,54.6875,0.0,0.0,40.54054,9.94764,0.0,0.0,0.0,47.82608,76.92307,75.86206,0.0,0.0,0.0,0.0,0.0,0.0
42,32.25806,42.55319,22.0,22.34042,84.61538,0.0,49.47368,61.79775,15.15151,60.46511,0.0,0.0,76.63551,33.33333,43.75,51.87969,47.51773,75.27472,31.53153,27.11864,0.0,40.74074,34.7826,63.88888,0.0,0.0,25.96153,0.0,21.05263,5.91715,59.13978,51.08695,0.0,0.0,29.62962,12.76595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,46.66666,37.5,84.0909,0.0,13.72549,0.0,0.0,0.0,0.0,54.87804,64.86486,69.42148,64.0,54.05405,41.50943,79.29824,60.68111,84.97409,40.23437,0.0,0.0,21.62162,7.32984,0.0,0.0,0.0,0.0,46.15384,48.27586,0.0,0.0,0.0,0.0,0.0,0.0
43,29.03225,53.19148,26.0,17.02127,0.0,53.84615,41.05263,58.42696,12.12121,37.2093,87.5,45.45454,92.52336,52.87356,56.25,47.36842,49.64539,70.87912,53.15315,10.73446,71.42857,53.7037,26.08695,33.33333,0.0,0.0,23.07692,0.0,26.31578,8.28402,79.56989,50.0,0.0,0.0,0.0,12.76595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,53.33333,50.0,57.95454,24.0,20.58823,0.0,0.0,0.0,0.0,51.21951,55.4054,66.1157,64.0,54.05405,20.75471,88.42105,59.44272,100.0,46.09375,0.0,0.0,40.54054,10.99476,100.0,0.0,100.0,0.0,53.84615,68.96551,0.0,0.0,0.0,0.0,0.0,0.0
44,16.12903,38.29787,22.0,10.63829,0.0,0.0,56.8421,57.30337,10.60606,60.46511,0.0,45.45454,69.15887,65.51724,50.78125,39.09774,34.75177,72.52747,29.72972,28.81355,35.71428,25.92592,34.7826,44.44444,0.0,0.0,31.73076,0.0,0.0,15.97633,59.13978,65.21739,0.0,0.0,18.51851,12.76595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,60.0,59.375,71.5909,0.0,13.72549,0.0,0.0,0.0,0.0,60.9756,66.21621,70.24793,66.0,72.97297,26.41509,90.17543,57.58513,88.60103,49.21875,0.0,0.0,51.35135,9.94764,0.0,0.0,87.5,0.0,46.15384,62.06896,0.0,0.0,0.0,0.0,0.0,0.0
45,25.80645,44.68085,34.0,29.78723,0.0,0.0,41.05263,33.70786,9.59595,72.09302,0.0,100.0,56.07476,51.72413,35.9375,36.09022,55.31914,80.21978,42.34234,24.85875,0.0,35.18518,39.13043,61.11111,0.0,0.0,21.15384,0.0,0.0,13.01775,75.26881,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,53.33333,96.875,56.81818,24.0,11.7647,0.0,0.0,0.0,0.0,41.46341,71.62162,55.3719,68.0,37.83783,43.39622,74.38596,58.82352,68.91191,30.85937,0.0,0.0,18.91891,10.99476,0.0,0.0,0.0,26.08695,42.30769,70.68965,0.0,0.0,0.0,0.0,0.0,0.0
46,80.64516,57.4468,32.0,25.53191,0.0,0.0,35.78947,30.33707,13.13131,72.09302,0.0,0.0,58.8785,48.27586,38.28125,54.13533,68.0851,67.03296,27.92792,29.9435,0.0,18.51851,56.52173,66.66666,0.0,0.0,22.11538,0.0,13.15789,15.38461,61.29032,30.43478,0.0,0.0,18.51851,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,77.77777,65.625,94.31818,28.0,13.72549,0.0,0.0,0.0,0.0,54.87804,58.1081,64.4628,70.0,37.83783,35.84905,65.26315,46.43962,61.65803,47.26562,0.0,0.0,37.83783,8.37696,0.0,0.0,0.0,0.0,38.46153,77.5862,0.0,0.0,0.0,0.0,0.0,0.0
47,45.16129,29.78723,34.0,14.89361,53.84615,0.0,24.21052,52.80898,10.10101,34.88372,0.0,0.0,84.11214,65.51724,51.5625,36.09022,66.66666,64.83516,26.12612,26.55367,0.0,33.33333,39.13043,44.44444,0.0,0.0,28.84615,0.0,15.78947,18.34319,76.34408,53.26086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,55.55555,56.25,85.22727,28.0,13.72549,0.0,0.0,0.0,0.0,39.02439,78.37837,76.8595,100.0,27.02702,20.75471,81.75438,50.46439,34.19689,39.84375,0.0,0.0,32.43243,8.90052,0.0,0.0,0.0,21.73913,73.07692,56.89655,0.0,0.0,0.0,0.0,0.0,0.0
48,32.25806,29.78723,88.0,11.70212,0.0,0.0,100.0,32.58426,8.58585,37.2093,0.0,0.0,84.11214,42.52873,57.8125,54.88721,57.4468,66.48351,26.12612,13.55932,0.0,18.51851,0.0,33.33333,0.0,0.0,50.0,0.0,21.05263,9.46745,61.29032,41.30434,0.0,0.0,0.0,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,43.75,84.0909,28.0,14.70588,0.0,0.0,0.0,0.0,51.21951,56.75675,79.33884,84.0,37.83783,22.6415,84.5614,52.94117,27.46113,46.09375,0.0,0.0,35.13513,6.28272,0.0,0.0,0.0,34.7826,23.07692,70.68965,0.0,0.0,0.0,0.0,0.0,0.0
49,32.25806,36.17021,86.0,8.51063,0.0,0.0,45.26315,40.44943,9.0909,30.23255,0.0,0.0,76.63551,33.33333,46.875,50.37593,64.539,79.67032,54.95495,25.42372,64.28571,16.66666,21.73913,22.22222,0.0,0.0,42.30769,0.0,36.8421,12.42603,63.44086,56.52173,0.0,0.0,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,64.44444,46.875,77.27272,56.0,20.58823,0.0,0.0,0.0,0.0,45.12195,55.4054,68.59504,70.0,29.72972,45.28301,90.52631,44.27244,34.19689,40.23437,0.0,0.0,40.54054,8.90052,0.0,0.0,0.0,82.60869,42.30769,74.13793,0.0,0.0,0.0,0.0,0.0,0.0
50,41.93548,31.91489,54.0,8.51063,0.0,61.53846,52.63157,46.06741,16.66666,46.51162,0.0,0.0,91.58878,35.63218,37.5,31.57894,57.4468,76.92307,42.34234,22.59887,42.85714,22.22222,0.0,0.0,0.0,0.0,22.11538,0.0,65.78947,20.71005,75.26881,32.60869,0.0,0.0,22.22222,12.76595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,42.22222,62.5,80.68181,32.0,16.66666,0.0,0.0,0.0,0.0,54.87804,55.4054,81.81818,70.0,13.51351,22.6415,84.91228,57.27554,31.60621,47.65625,0.0,0.0,89.18918,9.94764,0.0,0.0,0.0,30.43478,26.92307,75.86206,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,100.0,62.0,15.95744,0.0,0.0,51.57894,29.21348,12.62626,48.8372,0.0,0.0,63.5514,74.71264,49.21875,41.35338,46.09929,71.97802,41.44144,29.37853,0.0,40.74074,21.73913,25.0,0.0,0.0,44.23076,0.0,28.94736,15.38461,73.11827,47.82608,0.0,0.0,22.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,44.44444,50.0,76.13636,28.0,11.7647,0.0,0.0,0.0,0.0,23.17073,40.54054,75.20661,48.0,48.64864,20.75471,75.43859,51.08359,47.66839,41.79687,0.0,0.0,100.0,11.51832,0.0,0.0,0.0,52.17391,65.38461,55.17241,0.0,0.0,0.0,0.0,0.0,0.0
52,29.03225,53.19148,76.0,18.0851,0.0,0.0,55.78947,35.95505,10.60606,72.09302,0.0,0.0,69.15887,58.62068,41.40625,51.12781,59.57446,90.10989,27.92792,15.25423,0.0,38.88888,30.43478,55.55555,0.0,0.0,14.42307,0.0,36.8421,14.20118,74.19354,44.56521,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,53.33333,78.125,70.45454,32.0,15.68627,0.0,0.0,100.0,0.0,56.09756,51.35135,85.12396,72.0,35.13513,30.18867,81.05263,58.20433,36.26943,28.90625,0.0,0.0,78.37837,4.18848,0.0,0.0,0.0,21.73913,38.46153,94.82758,0.0,0.0,0.0,0.0,0.0,0.0
53,16.12903,48.93617,64.0,18.0851,0.0,53.84615,52.63157,31.46067,11.61616,39.53488,0.0,0.0,83.17757,50.57471,45.3125,43.60902,68.79432,76.92307,41.44144,38.98305,0.0,18.51851,43.47826,63.88888,0.0,0.0,31.73076,0.0,52.63157,11.2426,48.38709,35.86956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,73.33333,50.0,44.31818,28.0,12.74509,0.0,0.0,100.0,0.0,59.75609,48.64864,64.4628,48.0,29.72972,20.75471,66.66666,55.10835,44.55958,37.5,0.0,0.0,64.86486,10.99476,0.0,0.0,0.0,0.0,23.07692,56.89655,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,31.91489,64.0,13.82978,53.84615,0.0,41.05263,37.07865,14.14141,37.2093,0.0,72.72727,74.76635,48.27586,50.78125,47.36842,69.50354,90.65934,82.88288,16.94915,35.71428,18.51851,30.43478,50.0,0.0,0.0,22.11538,0.0,28.94736,11.83431,48.38709,46.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,37.77777,87.5,45.45454,100.0,21.56862,0.0,0.0,0.0,0.0,48.78048,36.48648,72.72727,58.0,21.62162,32.07547,87.36842,59.13312,36.26943,27.73437,0.0,0.0,62.16216,12.56544,0.0,0.0,62.5,0.0,50.0,60.34482,0.0,0.0,0.0,0.0,0.0,0.0
55,32.25806,14.89361,84.0,7.4468,0.0,38.46153,55.78947,39.32584,21.71717,37.2093,100.0,0.0,66.35514,59.77011,39.84375,40.6015,64.539,70.32967,62.16216,37.28813,0.0,100.0,0.0,66.66666,0.0,0.0,28.84615,0.0,44.73684,5.91715,56.98924,27.17391,0.0,0.0,0.0,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,57.77777,46.875,67.04545,48.0,17.64705,0.0,0.0,0.0,0.0,70.7317,62.16216,68.59504,34.0,32.43243,33.96226,83.85964,52.94117,50.25906,41.40625,0.0,0.0,40.54054,10.99476,0.0,0.0,87.5,0.0,50.0,56.89655,0.0,0.0,0.0,0.0,0.0,0.0
56,19.35483,29.78723,100.0,23.40425,0.0,0.0,40.0,49.4382,11.61616,48.8372,0.0,0.0,76.63551,39.08045,39.84375,46.61654,31.20567,58.24175,65.76576,20.90395,0.0,12.96296,30.43478,38.88888,0.0,100.0,31.73076,0.0,50.0,8.28402,51.6129,64.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,71.11111,59.375,96.5909,48.0,27.45098,0.0,0.0,0.0,0.0,63.41463,32.43243,67.76859,60.0,32.43243,28.30188,78.59649,55.72755,41.45077,32.42187,0.0,0.0,48.64864,4.18848,0.0,0.0,0.0,21.73913,30.76923,58.62068,0.0,0.0,0.0,0.0,0.0,0.0
57,29.03225,10.63829,64.0,9.57446,84.61538,100.0,38.94736,26.96629,14.64646,48.8372,0.0,0.0,66.35514,34.48275,43.75,44.3609,48.93617,68.68131,91.89189,29.37853,42.85714,20.37037,34.7826,19.44444,0.0,0.0,31.73076,0.0,100.0,8.87573,51.6129,59.7826,0.0,0.0,22.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,50.0,86.36363,56.0,12.74509,0.0,0.0,0.0,100.0,59.75609,54.05405,94.21487,90.0,27.02702,18.86792,75.78947,52.63157,74.61139,34.76562,0.0,0.0,72.97297,7.8534,0.0,0.0,0.0,0.0,26.92307,86.20689,0.0,0.0,0.0,0.0,0.0,0.0
58,32.25806,25.53191,84.0,14.89361,0.0,61.53846,43.15789,40.44943,17.17171,62.79069,62.5,54.54545,82.24299,45.97701,35.15625,53.38345,70.21276,80.76923,59.45945,24.29378,0.0,18.51851,0.0,50.0,0.0,0.0,37.5,0.0,73.68421,6.50887,56.98924,48.91304,0.0,0.0,0.0,21.27659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.77777,28.125,70.45454,52.0,12.74509,0.0,0.0,0.0,100.0,53.65853,50.0,85.12396,54.0,24.32432,28.30188,67.71929,54.79876,96.89119,24.60937,0.0,0.0,64.86486,4.18848,0.0,0.0,0.0,0.0,57.6923,62.06896,0.0,0.0,0.0,0.0,0.0,0.0
59,35.48387,40.42553,84.0,23.40425,61.53846,76.92307,44.21052,31.46067,8.0808,62.79069,75.0,0.0,60.74766,77.01149,49.21875,54.13533,66.66666,84.06593,81.98198,27.11864,0.0,25.92592,39.13043,50.0,0.0,0.0,21.15384,0.0,73.68421,9.46745,68.8172,63.04347,0.0,0.0,18.51851,14.89361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.55555,31.25,81.81818,44.0,13.72549,0.0,0.0,0.0,0.0,41.46341,31.08108,71.07438,42.0,59.45945,35.84905,64.5614,50.15479,93.78238,27.34375,0.0,0.0,59.45945,9.94764,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
60,38.70967,51.06382,62.0,8.51063,0.0,0.0,25.26315,29.21348,11.61616,44.18604,0.0,0.0,48.59813,67.81609,36.71875,48.87218,100.0,68.68131,65.76576,14.12429,42.85714,35.18518,0.0,36.11111,0.0,0.0,27.88461,0.0,55.26315,14.79289,47.31182,48.91304,0.0,0.0,0.0,14.89361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,57.77777,59.375,69.31818,36.0,11.7647,0.0,0.0,0.0,0.0,52.43902,52.7027,64.4628,52.0,45.94594,26.41509,64.91228,64.08668,91.1917,44.53125,0.0,0.0,59.45945,15.18324,0.0,0.0,0.0,21.73913,61.53846,63.7931,0.0,0.0,0.0,0.0,0.0,0.0
61,213802,131587,2951,255621,321,304,255621,68719,4941,234,64346,697,308800,375598,381,817,1651,300,255621,329000,2047,520848,37,476449,50,23145,10610,16637,2436,545049,3204,613,16637,3334,995,988,1668,1671,835,208,635567,114478070,1135102,182969,2023,51860,3707,577380,770448,38,1490,1668,774235,139018,997,259,245921,308800,7400,88686,35152,8280,25943,160656,122428,26368,88686,20261,37860,80183,26368,122428,7458,85175,749381,6803,149477,13075,10541,160656
