,베르사체 오드뚜왈렛_0,베르사체 오드뚜왈렛_1,버버리 오드트왈렛_0,버버리 오드트왈렛_1,구찌 오드뚜왈렛_0,구찌 오드뚜왈렛_1,바이레도 퍼퓸_0,바이레도 퍼퓸_1,겐조 오드뚜왈렛_0,겐조 오드뚜왈렛_1,겐조 퍼퓸_0,겐조 퍼퓸_1,우드윅 체리_0,우드윅 체리_1,허브타임 방향제-레드프룻_0,허브타임 방향제-레드프룻_1,멈칫 솝]_0,멈칫 솝]_1,더블유드레스룸 코튼_0,더블유드레스룸 코튼_1,우드윅 린넨_0,우드윅 린넨_1,샤프란 클린코튼향_0,샤프란 클린코튼향_1,양키캔들 [블랙체리]_0,양키캔들 [블랙체리]_1,양키캔들 바하마브리즈_0,양키캔들 바하마브리즈_1,이니스프리 벚꽃_0,이니스프리 벚꽃_1,양키캔들 라벤더_0,양키캔들 라벤더_1,이니스프리 작약_0,이니스프리 작약_1,샤프란 연꽃_0,샤프란 연꽃_1,러비더비 로제_0,러비더비 로제_1,양키캔들 비치워크_0,양키캔들 비치워크_1,샤프란 그레이프향_0,샤프란 그레이프향_1,양키캔들 쟈스민_0,양키캔들 쟈스민_1,조말론 디퓨저_0,조말론 디퓨저_1,이니스프리 삼나무_0,이니스프리 삼나무_1,이니스프리 한란_0,이니스프리 한란_1,포레오 2_0,포레오 2_1,클라리소닉 미아2_0,클라리소닉 미아2_1,메이크온 인핸서_0,메이크온 인핸서_1,클라리소닉 브러쉬_0,클라리소닉 브러쉬_1,클라리소닉 프로파일_0,클라리소닉 프로파일_1,프라엘 BWJ1_0,프라엘 BWJ1_1,메르비 피부관리기_0,메르비 피부관리기_1,뉴스킨 루미스파_0,뉴스킨 루미스파_1,클라리소닉 헤드_0,클라리소닉 헤드_1,클렌슈어 마사지기_0,클렌슈어 마사지기_1,프라엘 부스터_0,프라엘 부스터_1,필립스 제모기_0,필립스 제모기_1,누페이스 트리니티_0,누페이스 트리니티_1,클렌슈어 클렌징기_0,클렌슈어 클렌징기_1,클라리소닉 아리아_0,클라리소닉 아리아_1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0566,24.13793,0.0,0.0,0.0,0.0,59.72222,54.54545,4.02273,71.77419,35.89743,35.71428,0.0,0.0,0.0,0.0,41.66666,24.39024,40.0,41.66666,0.0,0.0,0.0,0.0,66.10169,59.05797,100.0,47.36842,51.51515,20.2952,0.0,0.0,74.19354,54.05405,59.25925,0.0,97.6415,70.09345,0.0,0.0,0.0,0.0,0.0,0.0,37.26027,50.95367,0.0,0.0,0.0,0.0,0.0,0.0,35.9338,23.76357,25.9325,91.1007,0.0,0.0,84.7826,12.03007
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.28301,58.62068,0.0,0.0,0.0,0.0,48.61111,71.42857,0.96195,79.8387,41.02564,42.85714,0.0,0.0,0.0,0.0,52.77777,58.53658,66.25,29.16666,0.0,0.0,0.0,0.0,75.59322,63.58695,23.68421,52.63157,36.36363,22.14022,0.0,0.0,41.93548,72.97297,77.77777,62.5,91.03773,80.37383,0.0,0.0,0.0,0.0,0.0,0.0,37.05479,48.50136,0.0,0.0,0.0,0.0,19.44444,0.0,30.73286,18.09408,87.38898,40.74941,0.0,0.0,60.86956,10.52631
2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,71.42857,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0566,41.37931,0.0,0.0,0.0,0.0,40.27777,71.42857,1.31176,100.0,71.79487,35.71428,0.0,0.0,0.0,0.0,52.77777,34.14634,64.375,48.61111,0.0,0.0,0.0,0.0,82.20338,70.47101,42.10526,57.89473,32.12121,15.86715,0.0,0.0,100.0,24.32432,46.29629,0.0,59.43396,78.03738,0.0,0.0,0.0,80.0,0.0,0.0,35.75342,51.68029,0.0,0.0,0.0,0.0,22.22222,0.0,27.18676,22.19541,34.63587,39.81264,0.0,0.0,58.69565,12.78195
3,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.94339,55.17241,0.0,0.0,0.0,0.0,54.16666,46.75324,0.91823,57.66129,56.41025,32.14285,0.0,0.0,0.0,0.0,44.44444,34.14634,52.5,36.11111,0.0,0.0,0.0,0.0,73.38983,73.91304,28.94736,100.0,33.93939,19.92619,0.0,0.0,67.74193,45.94594,83.33333,0.0,77.35849,71.49532,0.0,0.0,0.0,0.0,0.0,0.0,35.06849,41.68937,0.0,0.0,0.0,0.0,16.66666,0.0,27.42316,22.43667,44.76021,37.70491,0.0,0.0,73.91304,10.52631
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0566,75.86206,0.0,0.0,0.0,0.0,69.44444,48.05194,1.26803,44.35483,30.76923,60.71428,0.0,0.0,0.0,0.0,69.44444,26.82926,62.5,40.27777,0.0,0.0,0.0,0.0,68.13559,71.73913,23.68421,26.31578,29.69696,13.65313,0.0,0.0,35.48387,45.94594,81.48148,100.0,69.33962,73.83177,0.0,0.0,0.0,0.0,0.0,0.0,39.79452,36.3306,0.0,0.0,0.0,0.0,0.0,0.0,31.91489,25.33172,27.35346,40.04683,0.0,0.0,58.69565,18.04511
5,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,64.15094,34.48275,0.0,0.0,0.0,0.0,59.72222,31.16883,1.61783,33.46774,64.10256,25.0,0.0,0.0,0.0,0.0,36.11111,48.78048,47.5,45.83333,0.0,0.0,0.0,0.0,67.45762,68.84057,23.68421,0.0,43.63636,10.7011,0.0,0.0,32.25806,27.02702,33.33333,0.0,100.0,77.57009,58.33333,0.0,0.0,0.0,0.0,0.0,39.31506,35.42234,0.0,0.0,0.0,0.0,0.0,0.0,26.24113,24.96984,31.2611,31.14754,0.0,0.0,59.7826,15.78947
6,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.94339,41.37931,0.0,0.0,0.0,0.0,72.22222,64.93506,1.70529,33.06451,33.33333,25.0,0.0,0.0,0.0,0.0,27.77777,48.78048,57.5,48.61111,0.0,0.0,0.0,0.0,61.52542,54.8913,26.31578,0.0,67.27272,20.2952,0.0,0.0,58.06451,45.94594,44.44444,0.0,100.0,92.99065,0.0,61.53846,0.0,0.0,0.0,0.0,39.45205,41.50772,100.0,0.0,0.0,0.0,19.44444,15.38461,26.47754,29.79493,26.11012,27.16627,0.0,0.0,47.82608,24.81203
7,0.0,60.0,0.0,0.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.83018,100.0,0.0,0.0,0.0,0.0,41.66666,63.63636,1.79274,40.32258,51.28205,50.0,0.0,0.0,0.0,0.0,52.77777,58.53658,34.375,26.38888,0.0,0.0,0.0,0.0,61.35593,68.47826,26.31578,31.57894,50.90909,23.24723,0.0,0.0,38.70967,56.75675,48.14814,0.0,84.90566,87.85046,0.0,0.0,0.0,0.0,0.0,0.0,36.9863,46.77565,0.0,0.0,0.0,0.0,0.0,0.0,36.87943,28.10615,23.80106,23.18501,0.0,56.52173,45.65217,18.04511
8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.03773,65.51724,0.0,0.0,0.0,0.0,47.22222,53.24675,7.25841,19.35483,46.15384,28.57142,0.0,0.0,0.0,0.0,66.66666,39.02439,50.0,41.66666,0.0,0.0,0.0,0.0,62.20338,77.53623,31.57894,36.8421,51.51515,22.87822,0.0,0.0,93.54838,54.05405,46.29629,0.0,83.96226,100.0,83.33333,0.0,0.0,0.0,0.0,0.0,36.23287,40.59945,0.0,0.0,0.0,0.0,13.88888,0.0,34.75177,24.48733,26.8206,25.52693,0.0,0.0,48.91304,26.31578
9,0.0,0.0,0.0,0.0,72.72727,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.26415,48.27586,0.0,0.0,0.0,0.0,37.5,55.84415,34.76169,20.96774,41.02564,32.14285,0.0,0.0,0.0,0.0,25.0,34.14634,45.625,18.05555,0.0,0.0,0.0,0.0,79.15254,75.18115,26.31578,31.57894,38.78787,22.87822,0.0,0.0,90.32258,43.24324,62.96296,0.0,83.49056,92.99065,0.0,0.0,0.0,0.0,0.0,0.0,32.05479,37.05722,85.71428,100.0,0.0,0.0,16.66666,0.0,34.98817,22.55729,25.9325,37.70491,0.0,0.0,57.60869,12.78195
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.16981,62.06896,0.0,0.0,0.0,0.0,41.66666,51.94805,55.61871,23.38709,76.92307,82.14285,0.0,0.0,0.0,0.0,22.22222,46.34146,47.5,45.83333,0.0,0.0,0.0,0.0,73.55932,72.82608,34.21052,84.21052,29.0909,17.34317,0.0,0.0,38.70967,29.72972,33.33333,0.0,58.49056,100.0,66.66666,0.0,0.0,60.0,0.0,0.0,37.67123,40.96276,71.42857,0.0,0.0,0.0,16.66666,0.0,26.95035,22.79855,25.39964,31.85011,0.0,30.43478,59.7826,19.54887
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.41509,34.48275,0.0,0.0,0.0,0.0,45.83333,38.96103,98.03235,20.96774,33.33333,71.42857,0.0,0.0,0.0,0.0,41.66666,41.46341,45.0,38.88888,0.0,0.0,0.0,0.0,71.52542,86.05072,26.31578,63.15789,33.93939,16.97416,0.0,0.0,41.93548,67.56756,100.0,0.0,70.75471,83.17757,0.0,0.0,0.0,0.0,0.0,0.0,42.39726,39.96366,0.0,0.0,0.0,10.0,13.88888,0.0,33.56973,31.96622,26.46536,31.14754,0.0,0.0,59.7826,29.3233
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.26415,55.17241,0.0,0.0,0.0,0.0,36.11111,53.24675,100.0,14.1129,41.02564,32.14285,0.0,0.0,0.0,0.0,66.66666,43.90243,48.75,23.61111,0.0,0.0,0.0,0.0,79.32203,81.88405,0.0,36.8421,42.42424,16.60516,0.0,0.0,29.03225,54.05405,38.88888,0.0,75.0,81.30841,0.0,0.0,0.0,0.0,0.0,0.0,39.79452,36.69391,0.0,0.0,0.0,0.0,22.22222,12.82051,31.44208,34.86127,34.81349,27.86885,0.0,0.0,81.52173,31.57894
13,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.37735,51.72413,0.0,0.0,0.0,0.0,38.88888,57.14285,40.92697,29.03225,48.71794,42.85714,0.0,0.0,0.0,0.0,86.11111,39.02439,58.125,11.11111,0.0,0.0,0.0,0.0,73.55932,64.49275,13.15789,42.10526,29.0909,23.98523,0.0,0.0,51.6129,86.48648,51.85185,0.0,70.28301,93.45794,58.33333,0.0,0.0,0.0,0.0,0.0,34.24657,40.50862,71.42857,0.0,0.0,0.0,16.66666,0.0,30.96926,31.0012,26.46536,40.04683,0.0,52.17391,52.17391,27.06766
14,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.39622,72.41379,0.0,0.0,0.0,0.0,41.66666,70.12987,30.03935,18.95161,17.94871,39.28571,62.5,0.0,0.0,0.0,100.0,63.41463,41.875,27.77777,0.0,0.0,0.0,0.0,56.94915,78.26086,13.15789,0.0,27.87878,23.24723,0.0,0.0,77.41935,78.37837,25.92592,0.0,64.62264,90.6542,0.0,38.46153,0.0,0.0,0.0,0.0,36.71232,43.68755,0.0,0.0,0.0,0.0,0.0,0.0,32.86052,37.99758,26.28774,27.63466,0.0,100.0,51.08695,26.31578
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.39622,68.96551,0.0,0.0,0.0,0.0,59.72222,62.33766,36.33581,18.14516,48.71794,53.57142,0.0,100.0,0.0,0.0,58.33333,60.9756,57.5,26.38888,0.0,0.0,0.0,0.0,64.23728,84.23913,42.10526,0.0,48.48484,100.0,0.0,0.0,58.06451,100.0,46.29629,0.0,60.37735,83.64485,0.0,46.15384,0.0,0.0,0.0,0.0,30.13698,38.23796,0.0,0.0,0.0,0.0,0.0,0.0,30.96926,35.58504,18.8277,25.52693,0.0,0.0,65.21739,16.54135
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.83018,27.5862,0.0,0.0,0.0,0.0,55.55555,49.35064,59.86007,16.53225,12.82051,50.0,0.0,0.0,0.0,0.0,33.33333,70.7317,71.875,40.27777,0.0,0.0,0.0,0.0,68.13559,85.50724,36.8421,0.0,35.15151,70.4797,0.0,0.0,38.70967,51.35135,44.44444,0.0,66.50943,85.04672,100.0,0.0,0.0,0.0,0.0,0.0,29.31506,65.12261,0.0,0.0,0.0,0.0,0.0,0.0,34.04255,20.86851,19.7158,27.40046,0.0,0.0,67.3913,30.07518
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.28301,51.72413,0.0,0.0,0.0,0.0,63.88888,70.12987,41.80148,21.37096,33.33333,100.0,0.0,0.0,0.0,0.0,33.33333,51.21951,50.0,20.83333,0.0,0.0,0.0,0.0,70.67796,77.71739,47.36842,63.15789,53.33333,44.28044,0.0,0.0,58.06451,54.05405,40.74074,0.0,58.96226,77.1028,0.0,53.84615,0.0,0.0,0.0,0.0,32.05479,100.0,0.0,0.0,0.0,0.0,0.0,71.79487,36.17021,22.67792,25.9325,26.69789,0.0,0.0,53.26086,22.55639
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.24528,62.06896,0.0,0.0,0.0,0.0,41.66666,45.45454,38.0411,20.16129,58.97435,25.0,0.0,100.0,0.0,0.0,63.88888,48.78048,63.125,38.88888,0.0,0.0,0.0,0.0,80.67796,82.78985,15.78947,52.63157,33.93939,57.93357,0.0,0.0,0.0,86.48648,50.0,0.0,71.22641,67.28971,0.0,0.0,0.0,50.0,0.0,0.0,30.13698,56.49409,0.0,0.0,0.0,0.0,0.0,23.07692,37.82505,25.6936,28.41918,30.91334,83.33333,0.0,54.34782,23.30827
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.03773,72.41379,0.0,0.0,0.0,0.0,50.0,45.45454,24.26759,25.40322,56.41025,53.57142,62.5,0.0,0.0,0.0,63.88888,39.02439,71.25,56.94444,0.0,0.0,0.0,0.0,75.42372,86.23188,23.68421,31.57894,29.69696,18.81918,0.0,0.0,80.64516,70.27027,50.0,0.0,54.24528,78.50467,0.0,0.0,0.0,0.0,0.0,26.31578,34.52054,52.7702,0.0,0.0,0.0,0.0,13.88888,0.0,29.07801,26.89987,23.80106,21.31147,0.0,0.0,70.65217,26.31578
20,0.0,80.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.41509,86.20689,0.0,0.0,0.0,0.0,76.38888,46.75324,14.73546,17.3387,66.66666,67.85714,0.0,0.0,0.0,0.0,30.55555,43.90243,56.25,29.16666,0.0,0.0,0.0,0.0,77.9661,90.21739,21.05263,31.57894,31.51515,22.50922,0.0,0.0,41.93548,37.83783,29.62962,0.0,56.60377,75.70093,0.0,0.0,0.0,0.0,0.0,0.0,43.15068,53.04268,0.0,0.0,0.0,0.0,19.44444,38.46153,28.6052,26.53799,26.28774,25.76112,0.0,0.0,81.52173,31.57894
21,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.92452,51.72413,0.0,0.0,0.0,0.0,63.88888,48.05194,9.83821,21.37096,66.66666,53.57142,62.5,83.33333,0.0,0.0,36.11111,58.53658,64.375,48.61111,0.0,0.0,100.0,0.0,67.9661,83.33333,28.94736,31.57894,29.0909,17.71217,0.0,0.0,54.8387,56.75675,46.29629,0.0,46.22641,81.7757,0.0,0.0,0.0,50.0,0.0,0.0,42.87671,51.22615,0.0,0.0,0.0,0.0,22.22222,46.15384,35.69739,22.67792,21.492,30.44496,100.0,0.0,59.7826,36.09022
22,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.03773,58.62068,0.0,0.0,0.0,0.0,70.83333,54.54545,10.66899,18.54838,69.23076,78.57142,62.5,0.0,0.0,0.0,50.0,34.14634,60.625,34.72222,0.0,0.0,0.0,100.0,66.61016,88.58695,21.05263,0.0,40.0,17.34317,0.0,0.0,16.12903,35.13513,44.44444,0.0,55.18867,84.11214,41.66666,0.0,0.0,0.0,0.0,0.0,38.15068,50.49954,0.0,0.0,0.0,10.0,0.0,0.0,29.31442,27.62364,25.75488,34.42622,0.0,0.0,43.47826,29.3233
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5849,31.03448,0.0,0.0,0.0,0.0,41.66666,61.03896,8.65763,10.88709,56.41025,75.0,0.0,0.0,0.0,0.0,55.55555,63.41463,66.25,30.55555,0.0,0.0,0.0,0.0,74.23728,100.0,26.31578,26.31578,31.51515,17.34317,0.0,0.0,25.80645,43.24324,25.92592,0.0,45.75471,78.03738,0.0,61.53846,0.0,60.0,0.0,0.0,41.50684,53.58764,0.0,0.0,0.0,0.0,30.55555,12.82051,35.46099,20.386,18.29484,29.97658,0.0,0.0,43.47826,18.79699
24,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.56603,27.5862,0.0,0.0,0.0,0.0,66.66666,38.96103,12.98644,14.51612,74.35897,39.28571,0.0,0.0,0.0,0.0,47.22222,39.02439,53.125,52.77777,0.0,0.0,0.0,0.0,67.79661,100.0,26.31578,42.10526,27.27272,14.02214,0.0,100.0,41.93548,35.13513,40.74074,0.0,50.94339,60.28037,0.0,100.0,0.0,0.0,0.0,0.0,40.20547,47.13896,0.0,0.0,0.0,0.0,19.44444,0.0,46.33569,24.00482,23.09058,29.50819,0.0,30.43478,60.86956,15.78947
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.83018,44.82758,0.0,0.0,0.0,0.0,47.22222,53.24675,10.10056,30.64516,61.53846,25.0,0.0,0.0,0.0,0.0,27.77777,24.39024,60.625,51.38888,0.0,0.0,0.0,0.0,77.9661,94.74637,39.47368,42.10526,32.12121,17.71217,0.0,0.0,16.12903,62.16216,53.7037,0.0,64.15094,59.81308,0.0,53.84615,0.0,0.0,0.0,0.0,72.60273,41.41689,0.0,0.0,0.0,0.0,41.66666,17.94871,33.33333,28.58866,78.50799,25.76112,0.0,0.0,59.7826,20.30075
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.33962,68.96551,0.0,0.0,0.0,0.0,58.33333,48.05194,8.7888,38.30645,87.17948,50.0,0.0,0.0,0.0,0.0,16.66666,41.46341,48.125,61.11111,0.0,0.0,0.0,0.0,74.40677,87.13768,34.21052,0.0,37.57575,21.40221,0.0,0.0,19.35483,59.45945,57.4074,0.0,78.30188,58.8785,0.0,0.0,0.0,60.0,0.0,0.0,100.0,42.59763,0.0,0.0,0.0,0.0,27.77777,17.94871,27.89598,38.60072,42.27353,24.59016,0.0,0.0,100.0,21.80451
27,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,62.26415,55.17241,0.0,0.0,0.0,0.0,58.33333,58.44155,7.34586,25.80645,64.10256,57.14285,0.0,0.0,0.0,0.0,33.33333,43.90243,48.125,40.27777,0.0,0.0,0.0,0.0,67.9661,79.34782,21.05263,0.0,40.60606,18.08118,0.0,0.0,22.58064,54.05405,83.33333,0.0,77.35849,64.01869,0.0,0.0,0.0,60.0,34.61538,0.0,45.47945,50.31789,0.0,0.0,0.0,0.0,22.22222,0.0,31.44208,31.72496,36.23445,100.0,0.0,0.0,60.86956,17.29323
28,0.0,90.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5849,31.03448,0.0,0.0,0.0,0.0,69.44444,50.64935,7.56449,27.01612,41.02564,50.0,0.0,0.0,0.0,0.0,47.22222,46.34146,55.625,37.5,0.0,0.0,0.0,0.0,62.71186,84.7826,36.8421,26.31578,43.63636,21.03321,0.0,0.0,41.93548,32.43243,66.66666,0.0,61.79245,85.51401,41.66666,0.0,0.0,0.0,0.0,0.0,41.23287,58.31062,0.0,0.0,0.0,0.0,19.44444,0.0,35.69739,31.96622,26.11012,39.81264,0.0,0.0,82.60869,14.28571
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.79245,27.5862,0.0,0.0,0.0,0.0,65.27777,70.12987,15.43506,22.98387,74.35897,85.71428,0.0,0.0,0.0,0.0,19.44444,56.09756,65.0,54.16666,0.0,0.0,0.0,0.0,60.50847,94.02173,28.94736,26.31578,47.27272,15.86715,0.0,0.0,51.6129,67.56756,29.62962,0.0,78.30188,74.29906,0.0,0.0,0.0,0.0,0.0,0.0,37.9452,50.49954,0.0,0.0,0.0,0.0,30.55555,0.0,26.71394,33.29312,26.46536,41.68618,0.0,0.0,52.17391,13.53383
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.71698,86.20689,0.0,0.0,0.0,0.0,41.66666,85.71428,9.57586,22.58064,58.97435,46.42857,0.0,0.0,0.0,0.0,25.0,36.58536,55.0,33.33333,0.0,0.0,0.0,0.0,82.88135,88.58695,0.0,36.8421,41.81818,14.02214,0.0,0.0,41.93548,24.32432,77.77777,0.0,57.54716,74.76635,41.66666,0.0,0.0,0.0,0.0,0.0,36.02739,51.95277,0.0,0.0,0.0,0.0,0.0,12.82051,65.95744,38.72135,31.43872,29.97658,0.0,0.0,27.17391,25.5639
31,0.0,60.0,0.0,0.0,45.45454,0.0,0.0,100.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.45283,86.20689,0.0,0.0,0.0,0.0,72.22222,57.14285,9.92566,20.56451,100.0,46.42857,0.0,0.0,0.0,0.0,38.88888,100.0,55.625,34.72222,0.0,0.0,0.0,0.0,66.94915,80.7971,0.0,26.31578,44.84848,10.7011,0.0,0.0,32.25806,64.86486,29.62962,87.5,66.98113,64.48598,0.0,53.84615,0.0,0.0,0.0,0.0,40.20547,43.96003,0.0,0.0,0.0,0.0,19.44444,23.07692,100.0,49.93968,26.46536,28.10304,0.0,0.0,52.17391,27.81954
32,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.26415,72.41379,0.0,0.0,0.0,0.0,63.88888,70.12987,7.52076,18.95161,51.28205,32.14285,0.0,100.0,0.0,0.0,33.33333,41.46341,56.875,61.11111,0.0,0.0,0.0,0.0,69.8305,91.84782,13.15789,42.10526,38.18181,14.02214,0.0,0.0,41.93548,24.32432,42.59259,75.0,74.5283,68.22429,0.0,0.0,0.0,0.0,0.0,0.0,43.56164,35.05903,0.0,0.0,0.0,0.0,16.66666,17.94871,69.26713,48.2509,28.06394,24.82435,0.0,0.0,70.65217,21.05263
33,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.28301,31.03448,0.0,0.0,0.0,0.0,73.61111,53.24675,5.8592,20.56451,56.41025,42.85714,0.0,0.0,0.0,0.0,27.77777,63.41463,57.5,48.61111,0.0,0.0,0.0,0.0,79.49152,80.25362,39.47368,52.63157,39.39393,9.96309,0.0,0.0,67.74193,16.21621,42.59259,0.0,87.26415,71.02803,0.0,0.0,0.0,0.0,0.0,0.0,38.9041,34.05994,0.0,0.0,0.0,0.0,0.0,0.0,51.53664,41.37515,26.99822,31.14754,0.0,0.0,64.13043,35.33834
34,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.73584,62.06896,0.0,0.0,0.0,0.0,70.83333,68.83116,4.37254,19.75806,51.28205,92.85714,0.0,0.0,0.0,0.0,30.55555,75.60975,55.0,51.38888,0.0,0.0,0.0,0.0,65.42372,67.93478,23.68421,0.0,52.72727,14.76014,0.0,0.0,35.48387,27.02702,53.7037,0.0,66.98113,71.49532,41.66666,0.0,0.0,50.0,0.0,0.0,46.43835,40.87193,85.71428,0.0,0.0,0.0,13.88888,30.76923,48.69976,42.58142,21.66962,19.43793,0.0,0.0,63.04347,18.79699
35,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.37735,34.48275,0.0,0.0,0.0,0.0,40.27777,90.90909,4.72234,20.16129,89.74358,67.85714,0.0,0.0,0.0,0.0,27.77777,58.53658,40.625,40.27777,0.0,0.0,0.0,0.0,61.01694,69.20289,23.68421,31.57894,52.72727,12.54612,0.0,0.0,58.06451,16.21621,48.14814,0.0,60.37735,85.51401,0.0,0.0,0.0,0.0,0.0,0.0,37.05479,43.14259,0.0,0.0,0.0,0.0,13.88888,100.0,70.68557,37.99758,14.92007,16.86182,0.0,0.0,90.21739,14.28571
