,뷰닉스 (sup-22)_0,뷰닉스 (sup-22)_1,다이소 4WAY네일버퍼(오목형)_0,다이소 4WAY네일버퍼(오목형)_1,다이소 파일_0,다이소 파일_1,위드샨 젤램프_0,위드샨 젤램프_1,다이소 네일푸셔&파일_0,다이소 네일푸셔&파일_1,위드샨 핀셋(무광블랙)_0,위드샨 핀셋(무광블랙)_1,위드샨 꾹꾹이_0,위드샨 꾹꾹이_1,이니스프리 보드_0,이니스프리 보드_1,이니스프리 젤램프_0,이니스프리 젤램프_1,젤라또팩토리 젤램프_0,젤라또팩토리 젤램프_1,더샘 푸셔_0,더샘 푸셔_1,필리밀리 버퍼_0,필리밀리 버퍼_1,스킨푸드 볼_0,스킨푸드 볼_1,필리밀리 (소)_0,필리밀리 (소)_1,네이처리퍼블릭 보드_0,네이처리퍼블릭 보드_1,위드샨 램프_0,위드샨 램프_1,미샤 푸셔_0,미샤 푸셔_1,시크릿데이 오버나이트_0,시크릿데이 오버나이트_1,화이트 오버나이트_0,화이트 오버나이트_1,한나 중형_0,한나 중형_1,좋은느낌오버나이트_0,좋은느낌오버나이트_1,암웨이 대형_0,암웨이 대형_1,미샤 여성청결제_0,미샤 여성청결제_1,플레이텍스 [수퍼]_0,플레이텍스 [수퍼]_1,프리메라 티슈_0,프리메라 티슈_1,프리메라 후리_0,프리메라 후리_1,질경이 중형_0,질경이 중형_1,애터미 대형_0,애터미 대형_1,쏘피 슈퍼롱_0,쏘피 슈퍼롱_1,유리아쥬 진-8_0,유리아쥬 진-8_1,위스퍼 대형_0,위스퍼 대형_1,애터미 중형_0,애터미 중형_1,데이위드 워시_0,데이위드 워시_1,아로마티카 여성청결제_0,아로마티카 여성청결제_1,사임당화장품 청결제_0,사임당화장품 청결제_1,올리브영 스팟패치_0,올리브영 스팟패치_1,이지덤뷰티 뷰티_0,이지덤뷰티 뷰티_1,더마리프트 패치_0,더마리프트 패치_1,엘라밴드 도트_0,엘라밴드 도트_1,3M 넥스케어™ 케어_0,3M 넥스케어™ 케어_1
37,0.0,0.0,0.0,0.0,40.25157,53.96825,29.78723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.22222,45.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,90.74074,44.13407,72.0,72.30769,0.0,0.0,74.78991,84.47488,0.0,0.0,100.0,85.71428,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.85714,0.0,0.0,0.0,0.0,0.0,39.66101,0.0,0.0,0.0,75.38461,79.62962,0.0,0.0,0.0,81.81818,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,22.01257,41.26984,34.04255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.55555,22.5,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,29.05027,55.0,59.23076,0.0,0.0,64.98599,79.90867,0.0,0.0,97.29729,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,68.18181,0.0,0.0,0.0,0.0,37.28813,0.0,0.0,0.0,76.92307,81.48148,0.0,0.0,0.0,27.27272,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,26.41509,33.33333,23.40425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,22.5,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.09259,36.31284,50.0,60.76923,0.0,0.0,72.54901,80.82191,0.0,0.0,75.67567,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42857,59.0909,0.0,0.0,0.0,0.0,27.45762,0.0,0.0,0.0,70.76923,88.88888,0.0,0.0,35.71428,45.45454,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,35.84905,41.26984,42.55319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.55555,42.5,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.44444,31.84357,61.0,67.6923,0.0,0.0,71.42857,78.53881,0.0,0.0,45.94594,0.0,0.0,0.0,12.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,35.71428,81.81818,0.0,0.0,0.0,0.0,23.05084,0.0,0.0,0.0,64.61538,68.51851,0.0,0.0,0.0,31.81818,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,32.07547,50.79365,27.65957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.22222,27.5,40.79999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72222,39.6648,76.0,68.46153,0.0,0.0,61.90476,76.2557,0.0,0.0,43.24324,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,28.57142,68.18181,0.0,0.0,0.0,0.0,21.69491,0.0,0.0,0.0,63.07692,64.81481,0.0,0.0,42.85714,27.27272,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,33.33333,28.57142,36.17021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.77777,60.0,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.14814,43.01675,53.0,66.92307,0.0,0.0,62.46498,84.47488,0.0,0.0,18.91891,71.42857,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.57142,54.54545,0.0,0.0,0.0,0.0,31.8644,0.0,0.0,0.0,38.46153,53.7037,0.0,0.0,57.14285,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,49.0566,44.44444,12.76595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.44444,55.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.92592,39.10614,61.0,54.61538,0.0,0.0,62.74509,88.12785,0.0,0.0,16.21621,0.0,0.0,0.0,17.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,63.63636,0.0,0.0,0.0,0.0,43.72881,0.0,0.0,0.0,52.30769,72.22222,0.0,0.0,42.85714,27.27272,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,89.30817,26.98412,51.06382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.66666,20.0,73.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,51.85185,45.25139,43.0,68.46153,0.0,0.0,64.14565,83.10502,0.0,0.0,0.0,0.0,0.0,0.0,13.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,17.85714,54.54545,0.0,0.0,0.0,0.0,40.33898,0.0,0.0,0.0,66.15384,59.25925,0.0,0.0,0.0,31.81818,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,69.18238,47.61904,29.78723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.0,71.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.51851,32.40223,47.0,66.15384,0.0,0.0,50.98039,84.01826,0.0,0.0,0.0,0.0,0.0,0.0,9.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,17.85714,0.0,0.0,0.0,0.0,0.0,46.77966,0.0,0.0,0.0,90.76923,72.22222,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,38.36477,30.15873,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.22222,37.5,73.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.81481,36.8715,40.99999,72.30769,0.0,0.0,57.98319,89.04109,0.0,0.0,18.91891,0.0,0.0,0.0,6.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,31.81818,0.0,0.0,0.0,0.0,44.74576,0.0,0.0,0.0,96.92307,100.0,0.0,0.0,0.0,36.36363,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,57.86163,0.0,17.02127,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.11111,47.5,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.92592,23.46368,54.0,53.07692,0.0,0.0,53.78151,68.94977,0.0,0.0,24.32432,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.42857,27.27272,0.0,0.0,100.0,0.0,80.0,0.0,0.0,0.0,64.61538,66.66666,0.0,0.0,0.0,22.72727,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,92.45283,44.44444,21.27659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.44444,47.5,84.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.31481,51.9553,71.0,43.07692,0.0,0.0,46.77871,79.90867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.42857,27.27272,0.0,0.0,0.0,0.0,43.05084,0.0,0.0,0.0,67.6923,62.96296,0.0,0.0,50.0,22.72727,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,100.0,36.50793,48.93617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.66666,27.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,60.18518,27.93296,56.99999,56.15384,0.0,0.0,53.22128,90.86757,0.0,0.0,16.21621,71.42857,0.0,0.0,6.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,45.45454,0.0,0.0,0.0,0.0,26.77966,0.0,0.0,0.0,76.92307,66.66666,0.0,0.0,0.0,22.72727,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,74.84276,68.25396,25.53191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.88888,35.0,92.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.03703,24.581,44.0,50.0,0.0,0.0,53.78151,77.62557,0.0,0.0,0.0,0.0,0.0,0.0,18.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.18181,0.0,0.0,0.0,0.0,27.79661,0.0,0.0,0.0,89.23076,72.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,55.97484,30.15873,31.91489,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.44444,32.5,87.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.24074,26.25698,60.0,46.92307,0.0,0.0,48.17927,63.92694,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,86.36363,0.0,0.0,0.0,0.0,36.27118,100.0,0.0,0.0,78.46153,61.11111,0.0,0.0,0.0,22.72727,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,37.73584,36.50793,51.06382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,52.5,68.79999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.25698,43.0,55.38461,0.0,0.0,57.14285,59.81735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.71428,40.90909,0.0,0.0,0.0,0.0,28.47457,0.0,0.0,0.0,75.38461,66.66666,0.0,0.0,71.42857,36.36363,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,37.73584,34.92063,38.29787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.77777,32.5,62.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.51851,25.69832,55.0,49.23076,0.0,0.0,45.37815,58.44748,0.0,0.0,40.54054,0.0,0.0,0.0,9.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22.72727,0.0,0.0,0.0,0.0,29.49152,0.0,0.0,0.0,66.15384,75.92592,0.0,0.0,57.14285,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,73.5849,42.85714,36.17021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.33333,40.0,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.42592,32.96089,53.0,55.38461,0.0,0.0,54.90196,49.31506,0.0,0.0,21.62162,0.0,0.0,0.0,9.33333,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,54.54545,0.0,0.0,0.0,0.0,26.44067,0.0,0.0,0.0,75.38461,85.18518,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,62.26415,49.20634,34.04255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.11111,47.5,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.48148,27.3743,63.0,62.30769,0.0,0.0,58.2633,66.66666,0.0,0.0,29.72972,0.0,0.0,0.0,13.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.71428,40.90909,0.0,0.0,0.0,0.0,20.33898,0.0,0.0,0.0,84.61538,68.51851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,69.18238,69.84126,27.65957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.22222,45.0,68.79999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.72222,41.34078,60.0,56.92307,0.0,0.0,43.13725,57.53424,0.0,0.0,0.0,0.0,0.0,0.0,21.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.85714,36.36363,0.0,0.0,0.0,0.0,26.77966,0.0,0.0,0.0,75.38461,62.96296,0.0,0.0,35.71428,27.27272,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,66.03773,19.04761,17.02127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.22222,40.0,78.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.59259,39.10614,53.0,49.23076,0.0,0.0,40.05602,73.51598,0.0,0.0,16.21621,0.0,0.0,0.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,90.90909,0.0,0.0,0.0,0.0,25.76271,0.0,0.0,0.0,50.76923,87.03703,0.0,0.0,42.85714,36.36363,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,61.00628,28.57142,17.02127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,25.0,80.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.94444,30.72625,46.0,64.61538,0.0,0.0,41.73669,96.80365,0.0,0.0,0.0,100.0,0.0,0.0,18.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.42857,95.45454,0.0,0.0,0.0,0.0,32.54237,0.0,0.0,0.0,100.0,66.66666,0.0,0.0,42.85714,45.45454,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,44.65408,50.79365,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.88888,45.0,79.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,69.44444,41.34078,62.0,68.46153,0.0,0.0,50.70028,93.6073,0.0,0.0,21.62162,100.0,0.0,0.0,14.66666,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42857,77.27272,0.0,0.0,0.0,0.0,33.55932,0.0,0.0,0.0,72.30769,68.51851,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,49.68553,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,35.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2037,28.49162,53.0,55.38461,0.0,0.0,49.85994,92.23744,0.0,0.0,13.51351,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,42.85714,90.90909,0.0,0.0,0.0,0.0,31.18644,0.0,0.0,0.0,61.53846,53.7037,0.0,0.0,0.0,40.90909,0.0,0.0,0.0,0.0
61,65419,11743,8311,2667,179452,900650,65419,122,36562,2667,192589,10818,10818,47739,99199,1966884,19465,3630,12530,147957,2479,158271,3541,607,305,1630271,800927,84311,13890,45605,65419,122,9651,2479,1608,2305,5647,9167,173,13803,9167,571223,6047,23959,372033,13431,34860,105322,91951,1955,372033,13431,124950,3879,208,21857,40382,2508931,372033,308800,99502,34979,1017,17659,19,1767,6104,372033,81,8041,33359,126731,2631154,20551,940060,64973,2945,962,379456,40
