,페리페라 컨실러_0,페리페라 컨실러_1,웨이크메이크 컨실러_0,웨이크메이크 컨실러_1,에스티 로더 컨실러_0,에스티 로더 컨실러_1,홀리카홀리카 [SPF30/PA++]_0,홀리카홀리카 [SPF30/PA++]_1,클리오 컨실러_0,클리오 컨실러_1,더샘 [SPF30/PA++]_0,더샘 [SPF30/PA++]_1,에스쁘아 롱웨어_0,에스쁘아 롱웨어_1,메이크업포에버 커버_0,메이크업포에버 커버_1,이니스프리 커버]_0,이니스프리 커버]_1,로라메르시에 카뮤플라지_0,로라메르시에 카뮤플라지_1,맥 컨실러_0,맥 컨실러_1,더샘 [SPF30+/PA++]_0,더샘 [SPF30+/PA++]_1,바비브라운 컨실러_0,바비브라운 컨실러_1,마루빌츠 크림_0,마루빌츠 크림_1,삐아 컨실러_0,삐아 컨실러_1,에뛰드 [오일볼륨]_0,에뛰드 [오일볼륨]_1,이니스프리 [SPF50+/PA+++]_0,이니스프리 [SPF50+/PA+++]_1,나스 [SPF35/PA+++]_0,나스 [SPF35/PA+++]_1,에뛰드 [하이드라]_0,에뛰드 [하이드라]_1,입생로랑 프라이머_0,입생로랑 프라이머_1,더샘 베이스_0,더샘 베이스_1,겔랑 베이스_0,겔랑 베이스_1,코드글로컬러 프라이머_0,코드글로컬러 프라이머_1,에뛰드 프라이머_0,에뛰드 프라이머_1,미샤 스킨밤_0,미샤 스킨밤_1,입생로랑 글로우_0,입생로랑 글로우_1,비디비치 [SPF30/PA++]_0,비디비치 [SPF30/PA++]_1,라네즈 [SPF22/PA++]_0,라네즈 [SPF22/PA++]_1,조르지오아르마니 프라이머_0,조르지오아르마니 프라이머_1,이니스프리 프라이머_0,이니스프리 프라이머_1,보나메두사 딜리트_0,보나메두사 딜리트_1,맥 [SPF45/PA++++]_0,맥 [SPF45/PA++++]_1,미샤 토핑]_0,미샤 토핑]_1,스틸라 팔레트_0,스틸라 팔레트_1,베네피트 포어페셔널_0,베네피트 포어페셔널_1,피몽쉐 밤_0,피몽쉐 밤_1,미샤 비비_0,미샤 비비_1,토니모리 [SPF46/PA++]_0,토니모리 [SPF46/PA++]_1,미샤 42/PA+++]_0,미샤 42/PA+++]_1,미바 [SPF50+/PA+++]_0,미바 [SPF50+/PA+++]_1
23,54.13223,39.66942,47.92122,68.87159,47.16981,62.5,0.0,0.0,49.70178,65.58139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,71.77914,84.66257,79.78723,0.0,0.0,48.78048,40.625,0.0,0.0,50.90909,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42528,44.94382,50.0,52.94117,50.0,34.35114,92.37288,45.94594,8.1081,20.72072,27.09677,69.95305,0.0,0.0,0.0,0.0,0.0,0.0,52.63157,17.72151,80.83067,44.98644,0.0,0.0,0.0,0.0,0.0,0.0,70.52631,48.0,42.11604,60.40955,0.0,0.0,15.20076,100.0,0.0,0.0,0.0,0.0,0.0,0.0
24,47.10743,57.02479,44.63894,61.08949,47.16981,87.5,0.0,0.0,49.50298,72.09302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.58333,63.19018,100.0,88.29787,0.0,0.0,54.87804,60.41666,0.0,0.0,47.27272,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.64367,39.32584,42.5,29.41176,52.5,45.80152,69.06779,41.21621,20.72072,18.01801,30.96774,48.3568,0.0,0.0,0.0,0.0,0.0,0.0,70.17543,24.47257,69.32907,42.27642,0.0,0.0,0.0,0.0,0.0,0.0,57.89473,38.66666,40.54607,56.31399,100.0,0.0,13.57552,62.7151,0.0,0.0,0.0,0.0,0.0,0.0
25,33.88429,50.0,51.2035,74.51361,66.03773,57.8125,0.0,0.0,43.93638,65.58139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.08333,63.19018,83.43558,85.10638,0.0,0.0,67.07317,52.08333,0.0,0.0,45.45454,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.80459,55.05617,35.0,0.0,50.83333,29.77099,61.8644,32.43243,11.71171,6.3063,31.29032,100.0,0.0,41.66666,0.0,0.0,0.0,0.0,56.14035,14.76793,53.35463,47.96747,0.0,0.0,0.0,0.0,0.0,0.0,60.0,42.66666,48.3959,59.38566,0.0,0.0,23.13575,38.04971,0.0,0.0,0.0,0.0,0.0,0.0
26,44.21487,52.47933,40.4814,71.59533,35.84905,43.75,0.0,0.0,32.60437,60.46511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.83333,52.76073,76.07361,77.65957,0.0,0.0,56.70731,61.45833,0.0,0.0,72.72727,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.72413,49.4382,47.5,58.82352,34.16666,41.22137,51.27118,43.24324,18.01801,20.72072,25.16129,59.62441,0.0,41.66666,0.0,0.0,0.0,0.0,63.15789,14.76793,50.79872,48.23848,0.0,0.0,0.0,0.0,0.0,0.0,56.8421,66.66666,44.3686,50.85324,0.0,0.0,22.27533,37.18929,0.0,0.0,0.0,0.0,0.0,0.0
27,41.73553,53.30578,37.63676,78.40466,90.56603,70.3125,0.0,0.0,37.17693,66.97674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.91666,49.69325,81.59509,74.46808,0.0,0.0,58.53658,53.125,0.0,0.0,45.45454,39.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.80459,26.96629,25.0,0.0,55.83333,44.2748,47.45762,37.16216,20.72072,86.48648,32.58064,56.80751,41.66666,50.0,0.0,0.0,0.0,0.0,59.64912,15.61181,45.6869,49.86449,0.0,0.0,0.0,0.0,0.0,0.0,80.0,89.33333,48.53242,62.79863,0.0,0.0,13.47992,35.94646,0.0,0.0,0.0,0.0,0.0,0.0
28,45.86776,47.10743,43.10722,100.0,100.0,60.9375,0.0,0.0,51.68986,86.97674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,56.44171,70.55214,72.34042,0.0,0.0,58.53658,60.41666,0.0,0.0,65.45454,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.50574,47.19101,27.5,64.70588,40.0,39.69465,49.57627,35.13513,18.01801,100.0,22.58064,68.07511,41.66666,100.0,0.0,0.0,0.0,0.0,73.68421,9.2827,40.25559,42.00542,0.0,0.0,0.0,0.0,0.0,0.0,72.63157,42.66666,62.45733,67.57679,0.0,0.0,31.07074,35.37284,0.0,0.0,0.0,0.0,0.0,0.0
29,43.80165,39.25619,50.32822,56.03112,79.24528,75.0,0.0,0.0,54.07554,56.27906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.08333,50.92024,69.32515,70.21276,0.0,0.0,40.85365,35.41666,0.0,0.0,67.27272,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1954,42.69662,35.0,100.0,56.66666,86.25954,42.79661,50.67567,6.3063,95.49549,22.25806,47.88732,50.0,41.66666,0.0,0.0,0.0,0.0,56.14035,10.12658,38.33865,43.36043,0.0,0.0,0.0,0.0,0.0,0.0,52.63157,64.0,49.21501,53.58361,0.0,0.0,49.90439,41.10898,0.0,0.0,0.0,0.0,0.0,0.0
30,51.65289,67.76859,41.79431,58.36575,98.1132,81.25,0.0,0.0,48.70775,51.6279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,58.2822,69.93865,77.65957,0.0,0.0,62.80487,71.875,0.0,0.0,50.90909,39.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.95402,32.58426,32.5,52.94117,45.0,48.85496,39.8305,46.62162,20.72072,45.94594,22.25806,39.9061,100.0,41.66666,0.0,0.0,0.0,0.0,66.66666,52.74261,75.07987,44.71544,0.0,0.0,0.0,0.0,0.0,0.0,85.26315,50.66666,44.64163,63.48122,0.0,0.0,65.48757,33.26959,0.0,0.0,0.0,0.0,0.0,0.0
31,78.92561,100.0,39.16849,60.31128,86.79245,82.8125,0.0,0.0,46.91848,62.32558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,99.3865,78.5276,58.51063,0.0,0.0,66.46341,70.83333,0.0,0.0,100.0,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.85057,53.93258,27.5,35.29411,65.0,47.32824,27.54237,39.86486,86.48648,59.45945,40.32258,46.94835,41.66666,0.0,0.0,0.0,0.0,0.0,57.89473,100.0,88.81789,53.65853,0.0,0.0,0.0,0.0,0.0,0.0,70.52631,62.66666,61.29692,52.21843,0.0,0.0,100.0,33.17399,0.0,0.0,0.0,0.0,0.0,0.0
32,53.719,83.05785,47.7024,49.61089,50.94339,96.875,0.0,0.0,49.90059,54.4186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.41666,100.0,61.34969,88.29787,0.0,0.0,70.7317,79.16666,0.0,0.0,63.63636,92.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42.69662,45.0,41.17647,48.33333,100.0,23.30508,41.21621,100.0,46.84684,57.09677,34.2723,41.66666,66.66666,0.0,0.0,0.0,0.0,84.21052,85.23206,61.02236,55.28455,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.66666,78.9761,48.80546,0.0,0.0,62.7151,26.38623,0.0,0.0,0.0,0.0,0.0,0.0
33,67.76859,60.33057,42.01312,46.88715,50.94339,70.3125,0.0,0.0,45.52683,56.74418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,95.70552,75.46012,93.61702,0.0,0.0,64.63414,47.91666,0.0,0.0,45.45454,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.47126,33.70786,15.0,47.05882,44.16666,42.74809,23.30508,34.45945,95.49549,34.23423,29.03225,57.27699,0.0,0.0,0.0,0.0,0.0,0.0,68.42105,54.85232,55.91054,51.21951,0.0,0.0,0.0,0.0,0.0,0.0,61.05263,64.0,79.79522,40.95563,0.0,0.0,38.04971,24.95219,0.0,0.0,0.0,0.0,0.0,0.0
34,59.91735,55.78512,49.45295,45.71984,90.56603,56.25,0.0,0.0,49.30417,54.4186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.08333,97.54601,90.18404,67.02127,0.0,0.0,58.53658,58.33333,0.0,0.0,43.63636,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.81609,60.67415,37.5,0.0,55.0,31.2977,24.15254,38.51351,45.94594,42.34234,29.03225,53.52112,66.66666,50.0,0.0,0.0,0.0,0.0,43.85964,55.6962,51.75718,46.88346,0.0,0.0,0.0,0.0,0.0,0.0,67.36842,97.33333,70.51194,46.75767,0.0,0.0,37.18929,25.0478,0.0,0.0,0.0,0.0,0.0,0.0
35,87.6033,55.3719,48.57768,52.33463,67.92452,62.5,0.0,0.0,65.40755,51.16279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.16666,87.73006,98.773,64.89361,0.0,0.0,75.60975,62.5,0.0,0.0,67.27272,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.26436,51.68539,20.0,0.0,54.16666,31.2977,16.94915,37.16216,59.45945,42.34234,34.19354,61.03286,0.0,0.0,0.0,0.0,0.0,0.0,61.4035,51.47679,50.47923,43.63143,0.0,0.0,0.0,0.0,0.0,0.0,65.26315,56.0,63.82252,48.12286,0.0,0.0,35.94646,25.239,0.0,0.0,0.0,0.0,0.0,0.0
36,69.83471,65.70247,49.01531,45.91439,45.28301,93.75,0.0,0.0,67.39562,58.13953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.58333,82.82208,77.30061,51.06382,0.0,0.0,53.04878,57.29166,0.0,0.0,45.45454,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.11494,39.32584,30.0,41.17647,40.0,45.03816,18.22033,35.81081,46.84684,52.25225,28.06451,69.01408,50.0,0.0,0.0,0.0,0.0,0.0,68.42105,44.72573,46.32587,100.0,0.0,0.0,0.0,0.0,0.0,0.0,67.36842,58.66666,57.95221,43.686,0.0,0.0,35.37284,23.51816,0.0,0.0,0.0,0.0,0.0,0.0
37,54.95867,69.00826,47.48358,40.66147,32.07547,82.8125,0.0,0.0,61.03379,37.67441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.16666,63.80368,63.19018,86.17021,0.0,0.0,75.60975,58.33333,0.0,0.0,61.81818,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.64367,49.4382,77.5,29.41176,45.83333,34.35114,29.23728,40.54054,34.23423,50.45045,41.93548,30.51643,0.0,66.66666,0.0,0.0,0.0,0.0,49.1228,55.6962,56.23003,66.93766,0.0,0.0,0.0,0.0,0.0,0.0,74.73684,41.33333,61.22866,48.80546,0.0,0.0,41.10898,21.31931,0.0,0.0,0.0,0.0,0.0,0.0
38,59.0909,69.00826,43.76367,37.35408,58.49056,50.0,0.0,0.0,74.55268,52.55813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,58.2822,68.09815,67.02127,0.0,0.0,73.78048,87.5,0.0,0.0,69.0909,46.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.82758,41.57303,30.0,29.41176,86.66666,36.64122,23.72881,41.89189,42.34234,25.22522,29.35483,36.61971,0.0,0.0,0.0,0.0,0.0,0.0,70.17543,51.05485,45.36741,67.20867,0.0,0.0,0.0,0.0,0.0,0.0,86.31578,54.66666,67.98634,43.3447,0.0,0.0,33.26959,22.27533,0.0,0.0,0.0,0.0,0.0,0.0
39,47.10743,56.61157,46.60831,40.07782,56.60377,46.875,0.0,0.0,61.82902,48.8372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.41666,58.2822,57.66871,69.14893,0.0,0.0,70.7317,70.83333,0.0,0.0,47.27272,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.96551,48.3146,85.0,29.41176,40.83333,38.16793,25.42372,57.43243,42.34234,38.73873,40.96774,38.49765,66.66666,41.66666,0.0,0.0,0.0,0.0,50.87719,48.5232,75.39936,67.75067,0.0,0.0,0.0,0.0,0.0,0.0,58.94736,58.66666,89.76109,35.15358,0.0,0.0,33.17399,27.62906,0.0,0.0,0.0,0.0,0.0,0.0
40,41.32231,61.15702,41.57549,37.93774,30.18867,70.3125,0.0,0.0,59.44333,46.97674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.08333,62.57668,74.23312,74.46808,0.0,0.0,84.14634,65.625,0.0,0.0,58.18181,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.73563,44.94382,37.5,0.0,67.5,47.32824,24.57627,83.1081,52.25225,42.34234,31.93548,40.37558,0.0,0.0,0.0,0.0,0.0,0.0,56.14035,43.88185,58.14696,43.36043,0.0,0.0,0.0,0.0,0.0,0.0,42.10526,41.33333,100.0,40.61433,0.0,0.0,26.38623,20.17208,0.0,0.0,0.0,0.0,0.0,0.0
41,33.88429,59.91735,39.82494,39.49416,54.71698,65.625,0.0,0.0,49.70178,58.60465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,71.16564,74.84662,67.02127,0.0,0.0,85.36585,64.58333,0.0,0.0,43.63636,46.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.24137,40.44943,37.5,35.29411,51.66666,45.03816,22.45762,55.4054,50.45045,45.04504,26.45161,35.21126,41.66666,0.0,0.0,0.0,0.0,0.0,100.0,32.48945,61.66134,31.16531,0.0,0.0,0.0,0.0,0.0,0.0,48.42105,37.33333,98.77133,38.22525,0.0,0.0,24.95219,16.06118,0.0,0.0,0.0,0.0,0.0,0.0
42,35.53719,73.55371,36.32385,43.57976,26.41509,68.75,0.0,0.0,55.666,50.69767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,95.09202,61.34969,87.23404,0.0,0.0,100.0,77.08333,0.0,0.0,94.54545,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.73563,34.83146,22.5,29.41176,50.83333,35.87786,16.94915,44.59459,25.22522,41.44144,21.29032,41.78403,0.0,0.0,0.0,0.0,0.0,0.0,71.92982,40.50632,54.95207,33.06233,0.0,0.0,0.0,0.0,0.0,0.0,53.68421,26.66666,80.75085,44.70989,0.0,0.0,25.0478,19.21606,0.0,0.0,0.0,0.0,0.0,0.0
43,39.66942,66.1157,46.60831,47.85992,50.94339,76.5625,0.0,0.0,63.61829,62.79069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,73.61963,76.07361,90.42553,0.0,0.0,74.39024,54.16666,0.0,0.0,32.72727,46.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.37931,50.56179,25.0,0.0,46.66666,36.64122,20.76271,66.89189,38.73873,37.83783,20.64516,71.3615,0.0,50.0,0.0,0.0,0.0,0.0,43.85964,27.42616,43.13099,30.8943,0.0,0.0,0.0,0.0,0.0,0.0,54.73684,42.66666,80.27303,53.58361,0.0,0.0,25.239,19.98087,0.0,0.0,0.0,0.0,0.0,0.0
44,57.02479,65.28925,39.82494,39.88326,64.15094,53.125,0.0,0.0,49.90059,45.58139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,57.05521,64.41717,62.76595,0.0,0.0,82.92682,59.375,0.0,0.0,58.18181,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.13793,55.05617,37.5,0.0,49.16666,41.98473,22.88135,43.91891,42.34234,32.43243,27.09677,35.21126,0.0,58.33333,0.0,0.0,0.0,0.0,75.43859,33.33333,34.50479,35.77235,0.0,0.0,0.0,0.0,0.0,0.0,50.52631,32.0,69.89761,41.63822,0.0,0.0,23.51816,15.00956,0.0,0.0,0.0,0.0,0.0,0.0
45,50.0,59.50413,32.82275,36.18677,43.39622,43.75,0.0,0.0,51.49105,41.39534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,54.60122,79.1411,97.87234,0.0,0.0,65.85365,65.625,0.0,0.0,69.0909,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.72413,64.04494,22.5,0.0,50.83333,38.16793,24.15254,42.56756,45.04504,37.83783,42.25806,42.723,50.0,58.33333,0.0,0.0,0.0,0.0,61.4035,31.64556,44.72843,32.52032,0.0,0.0,0.0,0.0,0.0,0.0,60.0,36.0,63.61774,38.56655,0.0,0.0,21.31931,16.7304,0.0,0.0,0.0,0.0,0.0,0.0
46,52.47933,58.26446,31.29102,36.38132,56.60377,62.5,0.0,0.0,52.8827,51.16279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.83333,57.05521,54.60122,65.95744,0.0,0.0,57.31707,52.08333,0.0,0.0,49.0909,82.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1954,40.44943,27.5,0.0,41.66666,32.06106,28.81355,43.24324,41.44144,31.53153,30.96774,67.13615,58.33333,0.0,0.0,0.0,0.0,0.0,80.70175,29.53586,43.76996,31.97831,0.0,0.0,0.0,0.0,0.0,0.0,49.47368,37.33333,73.99317,36.51877,0.0,55.55555,22.27533,14.05353,0.0,0.0,0.0,0.0,0.0,0.0
47,53.30578,62.80991,30.41575,34.43579,22.6415,31.25,0.0,0.0,53.08151,52.09302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.16666,82.20858,68.09815,70.21276,0.0,0.0,67.68292,72.91666,0.0,0.0,38.18181,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.60919,42.69662,42.5,0.0,29.16666,42.74809,22.03389,54.05405,37.83783,20.72072,38.70967,57.74647,58.33333,0.0,0.0,0.0,0.0,0.0,54.38596,27.42616,42.49201,29.53929,0.0,0.0,0.0,0.0,0.0,0.0,51.57894,52.0,62.66211,37.54266,0.0,0.0,27.62906,14.72275,0.0,0.0,0.0,0.0,0.0,0.0
48,47.10743,53.30578,38.07439,38.71595,39.62264,56.25,0.0,0.0,52.48508,58.13953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.91666,93.25153,62.57668,75.53191,0.0,0.0,93.29268,64.58333,0.0,0.0,58.18181,39.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.16091,60.67415,27.5,0.0,37.5,34.35114,20.33898,42.56756,32.43243,28.82882,35.80645,72.76995,0.0,0.0,0.0,0.0,0.0,0.0,43.85964,24.05063,38.33865,22.76422,0.0,0.0,0.0,0.0,0.0,0.0,44.21052,44.0,62.73037,38.90784,0.0,55.55555,20.17208,15.77437,0.0,0.0,0.0,0.0,0.0,0.0
49,39.25619,44.62809,38.73085,41.43968,50.94339,53.125,0.0,0.0,50.0994,62.32558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.83333,85.27607,52.76073,71.27659,0.0,0.0,82.31707,52.08333,0.0,0.0,83.63636,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.66666,40.44943,12.5,47.05882,36.66666,32.82442,20.76271,70.27027,37.83783,45.04504,61.6129,42.25352,0.0,0.0,0.0,0.0,0.0,0.0,71.92982,27.8481,42.8115,25.20325,0.0,0.0,0.0,0.0,0.0,0.0,51.57894,69.33333,65.39249,32.08191,0.0,0.0,16.06118,15.48757,0.0,0.0,0.0,0.0,0.0,0.0
50,67.76859,47.10743,32.38512,35.99221,60.37735,50.0,0.0,0.0,55.06958,50.69767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.83333,74.23312,59.5092,74.46808,0.0,0.0,70.7317,73.95833,0.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.26436,52.80898,27.5,0.0,44.16666,44.2748,17.79661,54.72972,31.53153,27.02702,42.90322,48.3568,0.0,0.0,0.0,0.0,0.0,0.0,61.4035,27.8481,39.9361,29.53929,0.0,0.0,0.0,0.0,0.0,0.0,43.15789,50.66666,66.82593,53.24232,0.0,0.0,19.21606,13.95793,0.0,0.0,0.0,0.0,0.0,0.0
51,100.0,44.21487,40.26258,32.87937,49.0566,54.6875,0.0,0.0,52.28628,68.8372,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,27.08333,50.30674,47.85276,86.17021,0.0,0.0,82.31707,65.625,0.0,0.0,50.90909,67.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85057,33.70786,42.5,47.05882,33.33333,25.19083,24.57627,26.35135,20.72072,32.43243,58.38709,40.37558,0.0,0.0,0.0,0.0,0.0,0.0,91.22807,23.20675,39.9361,31.16531,0.0,0.0,0.0,0.0,0.0,0.0,41.05263,49.33333,65.32423,46.41638,0.0,0.0,19.98087,12.6195,0.0,0.0,0.0,0.0,0.0,0.0
52,83.05785,57.85123,26.69584,32.49027,22.6415,53.125,0.0,0.0,50.89463,51.16279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,50.30674,74.84662,93.61702,0.0,0.0,81.70731,61.45833,0.0,0.0,54.54545,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.54022,53.93258,12.5,47.05882,41.66666,38.16793,22.45762,50.0,28.82882,27.02702,46.45161,43.66197,0.0,0.0,0.0,0.0,0.0,0.0,49.1228,19.83122,35.78274,31.43631,0.0,0.0,0.0,0.0,0.0,0.0,42.10526,52.0,59.86348,47.09897,0.0,0.0,15.00956,16.9216,0.0,0.0,0.0,0.0,0.0,0.0
53,60.33057,36.77685,49.67177,39.49416,43.39622,81.25,0.0,0.0,65.80516,57.67441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.91666,61.34969,61.34969,76.59574,0.0,0.0,89.02439,63.54166,0.0,0.0,90.90909,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.55172,44.94382,17.5,0.0,55.0,27.48091,26.27118,60.81081,45.04504,38.73873,30.96774,48.3568,0.0,0.0,0.0,0.0,0.0,0.0,91.22807,23.20675,33.86581,32.79132,0.0,0.0,0.0,0.0,0.0,0.0,40.0,100.0,70.64846,46.41638,0.0,0.0,16.7304,13.19311,0.0,0.0,0.0,0.0,0.0,0.0
54,55.78512,35.12396,39.3873,41.63424,39.62264,79.6875,0.0,0.0,100.0,63.25581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.91666,60.73619,80.98159,85.10638,0.0,0.0,81.70731,57.29166,0.0,0.0,74.54545,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.22988,73.0337,0.0,0.0,41.66666,35.87786,20.76271,54.72972,27.02702,13.51351,25.80645,88.26291,0.0,0.0,0.0,0.0,0.0,0.0,89.47368,21.51898,33.86581,26.82926,0.0,0.0,0.0,0.0,0.0,0.0,34.73684,24.0,71.53583,49.14675,0.0,0.0,14.05353,12.23709,0.0,0.0,0.0,0.0,0.0,0.0
55,55.3719,52.89256,40.04376,42.9961,18.86792,70.3125,0.0,0.0,85.08946,64.65116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.83333,55.82822,68.71165,84.04255,0.0,0.0,64.02439,62.5,0.0,0.0,74.54545,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.40229,51.68539,20.0,0.0,47.5,32.06106,21.18644,51.35135,32.43243,24.32432,26.12903,59.15492,0.0,66.66666,0.0,0.0,0.0,0.0,63.15789,30.80168,37.69968,27.91327,0.0,0.0,0.0,0.0,0.0,0.0,57.89473,41.33333,62.52559,37.20136,0.0,0.0,14.72275,10.61185,0.0,0.0,0.0,0.0,0.0,0.0
56,65.70247,53.30578,33.91684,41.63424,33.96226,98.4375,0.0,0.0,89.0656,53.02325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,68.09815,68.71165,71.27659,0.0,0.0,71.34146,54.16666,0.0,0.0,78.18181,39.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.83908,48.3146,15.0,47.05882,50.83333,48.85496,14.40677,45.27027,27.02702,26.12612,24.8387,63.38028,0.0,0.0,0.0,0.0,0.0,0.0,52.63157,28.27004,46.64536,29.81029,0.0,0.0,0.0,0.0,0.0,0.0,43.15789,57.33333,69.96587,36.17747,0.0,0.0,15.77437,13.67112,0.0,0.0,0.0,0.0,0.0,0.0
57,69.00826,40.08264,42.8884,43.77431,39.62264,56.25,0.0,0.0,87.07753,59.53488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,76.07361,53.98773,86.17021,0.0,0.0,85.9756,66.66666,0.0,0.0,65.45454,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.64367,47.19101,15.0,35.29411,23.33333,36.64122,22.45762,52.7027,38.73873,33.33333,31.6129,70.89201,66.66666,0.0,0.0,0.0,0.0,0.0,71.92982,16.87763,36.42172,26.01626,0.0,0.0,0.0,0.0,0.0,0.0,48.42105,30.66666,64.23208,43.686,0.0,66.66666,15.48757,29.06309,0.0,0.0,0.0,0.0,0.0,0.0
58,69.00826,42.9752,34.35448,33.65758,50.94339,37.5,0.0,0.0,76.54075,42.79069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,53.98773,73.61963,86.17021,0.0,0.0,76.21951,78.125,0.0,0.0,70.90909,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94252,42.69662,100.0,0.0,38.33333,35.1145,34.74576,41.89189,13.51351,20.72072,54.19354,62.44131,0.0,0.0,0.0,0.0,0.0,0.0,54.38596,15.61181,45.04792,28.72628,0.0,0.0,0.0,0.0,0.0,0.0,45.26315,24.0,61.63822,44.0273,0.0,0.0,13.95793,18.16443,0.0,0.0,0.0,0.0,0.0,0.0
