,렌즈미 그레이_0,렌즈미 그레이_1,렌즈미 쵸코_0,렌즈미 쵸코_1,알콘 워터렌즈_0,알콘 워터렌즈_1,쿠퍼비전 바이오피니티_0,쿠퍼비전 바이오피니티_1,쿠퍼비전 원데이_0,쿠퍼비전 원데이_1,아큐브 난시용_0,아큐브 난시용_1,알콘 아쿠아_0,알콘 아쿠아_1,아큐브 모이스트_0,아큐브 모이스트_1,아큐브 비타_0,아큐브 비타_1,아큐브 오아시스_0,아큐브 오아시스_1,오렌즈 퍼스파인_0,오렌즈 퍼스파인_1,아큐브 원데이_0,아큐브 원데이_1,클리어랩 원데이_0,클리어랩 원데이_1,쿠퍼비전 토릭_0,쿠퍼비전 토릭_1,렌즈미 클리어_0,렌즈미 클리어_1,다비치렌즈 3days_0,다비치렌즈 3days_1,쿠퍼비전 아바이라_0,쿠퍼비전 아바이라_1,프레쉬콘 데일리_0,프레쉬콘 데일리_1,알콘 플러스_0,알콘 플러스_1,알콘 익스프레스_0,알콘 익스프레스_1,알콘 리플레니시_0,알콘 리플레니시_1,알콘 퓨어모이스트_0,알콘 퓨어모이스트_1,바슈롬 렌즈관리용액_0,바슈롬 렌즈관리용액_1,드림아이 드롭드림아이2_0,드림아이 드롭드림아이2_1,바슈롬 클리너_0,바슈롬 클리너_1,오렌즈 습윤액_0,오렌즈 습윤액_1,상아제약 식염수_0,상아제약 식염수_1,퓨어클 습윤액_0,퓨어클 습윤액_1,드림아이 용액_0,드림아이 용액_1,아큐브 솔루션_0,아큐브 솔루션_1,아이메디슨 용액_0,아이메디슨 용액_1,바슈롬 심플러스_0,바슈롬 심플러스_1,중외제약sol._0,중외제약sol._1,메니콘 프로젠트_0,메니콘 프로젠트_1,알콘 케어_0,알콘 케어_1,메니콘 플러스_0,메니콘 플러스_1,메디케어 멀티액_0,메디케어 멀티액_1,중외제약드롭_0,중외제약드롭_1,샤넬 빠르펭_0,샤넬 빠르펭_1,필로소피 EDT_0,필로소피 EDT_1
42,38.02816,94.0,0.0,0.0,58.09523,45.11149,20.41884,57.04057,49.27536,62.35294,0.0,32.67973,0.0,0.0,66.66666,74.25742,52.7027,61.99208,51.96261,82.07547,74.28571,9.69387,55.27426,38.02816,46.66666,70.7317,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,25.35211,74.0,0.0,0.0,57.38095,50.25728,27.22513,65.15513,53.62318,71.7647,0.0,24.183,0.0,0.0,92.24806,50.49504,50.67567,57.11974,44.95327,72.6415,77.14285,8.16326,73.83966,45.07042,62.22222,85.36585,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,32.39436,60.0,0.0,0.0,58.80952,43.22469,25.13089,85.44152,42.02898,60.0,100.0,17.64705,0.0,75.0,72.09302,46.53465,100.0,61.23696,39.43925,85.22012,62.85714,16.32653,83.12236,50.70422,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,29.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,0.0,0.0
45,43.66197,44.0,0.0,0.0,45.0,47.51286,30.89005,75.41766,55.07246,60.0,0.0,17.64705,0.0,0.0,79.06976,64.35643,66.55405,62.5854,32.99065,64.15094,40.0,6.63265,77.21518,56.33802,60.0,51.21951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,0.0,0.0
46,29.57746,72.0,0.0,0.0,57.14285,50.42881,23.03664,81.62291,53.62318,82.35294,0.0,16.99346,0.0,0.0,68.99224,52.47524,49.66216,76.42934,32.71028,58.49056,65.71428,12.24489,62.44725,100.0,37.77777,36.58536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,0.0,0.0
47,52.11267,44.0,0.0,0.0,55.71428,46.65523,15.7068,66.82577,40.57971,50.58823,0.0,12.4183,90.0,0.0,60.46511,36.63366,48.64864,62.13592,38.13084,54.71698,68.57142,4.59183,59.07172,78.87323,51.11111,39.02439,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,77.27272,0.0,0.0
48,60.56338,42.0,0.0,0.0,48.57142,40.82332,16.23036,66.82577,62.31884,43.52941,0.0,13.72549,0.0,0.0,89.92248,41.58415,71.28378,67.13412,38.78504,62.57861,88.57142,12.7551,63.29113,74.64788,40.0,36.58536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.45454,0.0,0.0
49,39.43661,34.0,0.0,0.0,48.09523,74.78559,29.84293,76.13365,50.72463,51.7647,0.0,13.07189,0.0,0.0,75.96899,67.32673,54.05405,99.89212,40.18691,60.06289,82.85714,5.61224,82.27848,57.74647,31.11111,46.34146,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.45454,0.0,0.0
50,36.61971,62.0,0.0,0.0,44.7619,53.85934,45.54973,79.47494,55.07246,55.29411,0.0,10.45751,0.0,87.5,76.74418,41.58415,59.45945,68.21287,33.83177,62.26415,74.28571,8.67346,62.86919,56.33802,48.88888,60.9756,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,0.0,0.0
51,56.33802,42.0,0.0,0.0,53.33333,44.76843,50.26178,89.73747,53.62318,45.88235,0.0,6.53594,0.0,0.0,79.84496,55.44554,52.36486,57.78496,34.48598,57.2327,77.14285,13.2653,53.16455,77.46478,37.77777,48.78048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,60.56338,80.0,0.0,0.0,48.33333,39.79416,48.16753,87.82816,21.73913,37.64705,0.0,16.33986,50.0,0.0,71.31782,46.53465,45.27027,54.71053,36.26168,54.40251,100.0,11.22448,47.67932,54.92957,28.88888,68.29268,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,0.0,0.0
53,47.88732,64.0,0.0,0.0,59.5238,47.16981,41.88481,82.57756,69.56521,51.7647,0.0,10.45751,0.0,0.0,68.99224,58.41584,54.39189,64.72491,44.95327,37.42138,62.85714,9.18367,44.72573,53.52112,68.88888,75.60975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,0.0,0.0
54,36.61971,62.0,0.0,0.0,50.47619,47.34133,60.20942,80.66825,65.21739,51.7647,0.0,8.49673,0.0,0.0,74.4186,27.72277,46.62162,61.16504,49.71962,34.90566,71.42857,11.73469,49.36708,71.83098,44.44444,48.78048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
55,33.80281,54.0,0.0,0.0,55.23809,41.68096,62.30366,80.66825,94.20289,50.58823,0.0,7.84313,0.0,0.0,63.56589,34.65346,55.06756,65.17439,50.56074,40.8805,65.71428,13.2653,46.83544,53.52112,48.88888,34.14634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.81818,0.0,0.0
56,28.16901,64.0,0.0,0.0,51.19047,44.76843,61.7801,90.45346,59.42028,42.35294,0.0,8.49673,0.0,0.0,65.11627,57.42574,52.02702,44.64221,52.24299,40.56603,60.0,18.87755,44.72573,50.70422,75.55555,58.53658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,38.02816,50.0,0.0,0.0,47.61904,40.48027,78.53403,61.09785,59.42028,42.35294,0.0,9.15032,0.0,0.0,73.64341,49.50495,53.04054,42.82632,54.11214,38.36477,65.71428,11.73469,65.82278,63.38028,46.66666,41.46341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,47.88732,58.0,0.0,0.0,53.80952,47.51286,88.48167,59.18854,66.66666,35.29411,62.5,5.22875,0.0,0.0,56.58914,32.67326,48.64864,45.81085,42.52336,30.50314,77.14285,14.79591,59.49367,52.11267,86.66666,60.9756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,27.27272,0.0,0.0
59,46.47887,58.0,0.0,0.0,46.66666,41.85248,76.43979,67.54176,57.97101,34.11764,87.5,10.45751,0.0,75.0,44.96124,42.57425,47.63513,48.72348,41.21495,33.01886,57.14285,19.38775,42.61603,35.21126,26.66666,70.7317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
60,42.25352,28.0,0.0,0.0,39.7619,46.65523,92.67015,81.14558,50.72463,45.88235,0.0,23.52941,0.0,0.0,69.76744,46.53465,47.29729,51.79791,48.41121,32.07547,45.71428,15.81632,48.10126,46.47887,68.88888,31.70731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0
61,143491,53395,3533,14583,9056,4405,8441,66480,5898,8441,24277,29245,5898,5919,29205,11601,15153,1763038,29205,3968,182252,17282,29205,5919,5898,5919,8441,66480,386649,143491,95631,107650,2703,829,3971,2569,186072,1309,34576,21003,34576,69714,10988,34576,10988,34576,39079,1214272,14429,21333,10988,3208,128,418,10988,72859,29247,47933,29205,5919,781,118024,14429,497076,894,752,187,21818,186072,9056,5958,21818,750,6085,967,894,19715,13828,19256,27719
