,다이소 (대)_0,다이소 (대)_1,아리따움 브러시_0,아리따움 브러시_1,미샤 201_0,미샤 201_1,필리밀리 851_0,필리밀리 851_1,에코툴즈 브러시_0,에코툴즈 브러시_1,피카소 블러셔_0,피카소 블러셔_1,에코툴즈 세트_0,에코툴즈 세트_1,필리밀리 세트_0,필리밀리 세트_1,다이소 블렌딩총알브러시_0,다이소 블렌딩총알브러시_1,맥 브러시_0,맥 브러시_1,다이소 브러시_0,다이소 브러시_1,리얼 테크닉스 브러시_0,리얼 테크닉스 브러시_1,무인양품 브러시_0,무인양품 브러시_1,에뛰드 파우더_0,에뛰드 파우더_1,에스쁘아 블렌더_0,에스쁘아 블렌더_1,미샤 [밀착]_0,미샤 [밀착]_1,리얼 테크닉스 스펀지_0,리얼 테크닉스 스펀지_1,포니이펙트 퍼프_0,포니이펙트 퍼프_1,다이소 퍼프_0,다이소 퍼프_1,미샤 퍼프_0,미샤 퍼프_1,클리오 스폰지_0,클리오 스폰지_1,스킨푸드 퍼프_0,스킨푸드 퍼프_1,다이소 미니파우더퍼프_0,다이소 미니파우더퍼프_1,더샘 퍼프_0,더샘 퍼프_1,필리밀리 퍼프_0,필리밀리 퍼프_1,어퓨 퍼프_0,어퓨 퍼프_1,헤라 퍼프_0,헤라 퍼프_1,다이소 8개입_0,다이소 8개입_1,뷰티블렌더 싱글_0,뷰티블렌더 싱글_1,다이소 물방울퍼프_0,다이소 물방울퍼프_1,베네툴 스폰지_0,베네툴 스폰지_1,올리브영 촉촉퍼프_0,올리브영 촉촉퍼프_1,이마트 화장솜_0,이마트 화장솜_1,카이 눈썹칼_0,카이 눈썹칼_1,화이트래빗 타입_0,화이트래빗 타입_1,어퓨 솝_0,어퓨 솝_1,어퓨 빨래판_0,어퓨 빨래판_1,갸스비 페이퍼_0,갸스비 페이퍼_1,시루콧토 화장솜_0,시루콧토 화장솜_1,아리따움 내추럴_0,아리따움 내추럴_1
35,0.0,0.0,0.0,0.0,0.0,0.0,30.76923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57142,64.28571,0.0,0.0,0.0,0.0,19.18604,44.44444,10.49723,9.72222,0.0,0.0,0.0,0.0,38.46153,86.95652,75.39149,53.69127,40.88669,60.09852,0.0,0.0,61.41732,63.09523,0.0,0.0,38.46153,0.0,0.0,46.84385,41.66666,54.05405,31.50684,56.96202,0.0,0.0,0.0,0.0,30.0,89.06666,0.0,0.0,47.36842,7.38636,70.43478,31.40096,76.74418,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,71.47887,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.28571,82.14285,0.0,0.0,0.0,0.0,11.04651,44.44444,6.07734,9.72222,0.0,0.0,0.0,0.0,0.0,86.95652,62.4161,70.46979,48.27586,67.98029,0.0,0.0,46.45669,55.95238,0.0,0.0,0.0,36.66666,0.0,50.16611,0.0,54.05405,53.42465,70.88607,0.0,0.0,0.0,0.0,32.61904,88.26666,0.0,0.0,61.4035,3.97727,53.62318,30.43478,60.46511,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.1015,62.79342,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,64.28571,0.0,0.0,0.0,0.0,20.34883,68.51851,6.62983,8.33333,0.0,0.0,0.0,0.0,19.23076,47.82608,64.87695,78.7472,30.04926,61.08374,0.0,0.0,43.30708,57.14285,0.0,0.0,53.84615,33.33333,0.0,46.1794,75.0,62.16216,64.38356,60.75949,0.0,0.0,0.0,0.0,48.09523,77.86666,0.0,0.0,51.31578,4.92424,55.36231,50.72463,65.11627,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.71052,88.49765,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,71.42857,0.0,0.0,0.0,0.0,23.8372,55.55555,6.62983,16.66666,0.0,0.0,0.0,0.0,23.07692,26.08695,65.99552,59.0604,22.16748,60.09852,0.0,0.0,41.73228,55.95238,0.0,0.0,46.15384,0.0,0.0,45.18272,0.0,72.97297,56.16438,55.6962,0.0,0.0,0.0,0.0,53.57142,81.33333,0.0,0.0,56.57894,4.73484,58.55072,52.17391,90.69767,36.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.99248,73.59154,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.42857,64.28571,0.0,0.0,0.0,0.0,21.51162,70.37037,4.41988,13.88888,0.0,0.0,0.0,0.0,26.92307,73.91304,64.65324,49.217,28.07881,40.88669,0.0,0.0,52.7559,53.57142,0.0,0.0,0.0,26.66666,0.0,38.87043,0.0,37.83783,38.35616,45.56962,0.0,0.0,0.0,0.0,57.85714,77.33333,0.0,0.0,66.22807,5.68181,74.7826,52.17391,46.51162,43.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.63909,75.58685,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28571,67.85714,0.0,0.0,0.0,0.0,15.69767,79.62962,3.31491,23.61111,0.0,0.0,0.0,0.0,26.92307,34.7826,68.68008,56.15212,58.62068,48.27586,0.0,0.0,46.45669,67.85714,0.0,0.0,0.0,30.0,0.0,86.71096,0.0,35.13513,53.42465,58.22784,0.0,0.0,0.0,0.0,53.57142,82.66666,0.0,0.0,76.31578,6.0606,54.49275,49.27536,58.13953,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.10902,87.20657,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.85714,57.14285,0.0,0.0,0.0,0.0,25.0,40.74074,3.31491,13.88888,0.0,0.0,62.5,0.0,26.92307,60.86956,67.3378,39.14988,59.60591,30.04926,100.0,0.0,54.3307,54.7619,0.0,0.0,61.53846,20.0,0.0,70.09966,0.0,35.13513,35.61643,36.70886,0.0,0.0,0.0,0.0,69.5238,91.2,0.0,0.0,68.42105,8.52272,74.20289,57.48792,67.44186,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9624,78.52112,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.28571,46.42857,0.0,0.0,0.0,0.0,22.67441,62.96296,0.0,9.72222,0.0,0.0,0.0,27.77777,0.0,30.43478,65.77181,72.03579,50.2463,22.16748,0.0,0.0,37.00787,57.14285,0.0,0.0,38.46153,40.0,0.0,76.41196,66.66666,70.27027,60.27397,53.16455,0.0,0.0,0.0,0.0,69.04761,100.0,0.0,0.0,64.03508,5.49242,77.97101,51.69082,58.13953,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.26691,70.42253,0.0,0.0
43,0.0,0.0,0.0,10.34482,0.0,0.0,0.0,19.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28571,53.57142,0.0,0.0,0.0,0.0,15.11627,48.14814,3.31491,13.88888,0.0,0.0,0.0,0.0,38.46153,60.86956,72.48322,67.78523,50.73891,28.07881,0.0,0.0,40.15748,77.38095,0.0,0.0,46.15384,26.66666,0.0,77.40863,75.0,78.37837,45.20547,69.62025,0.0,0.0,0.0,0.0,87.38095,97.33333,0.0,0.0,52.63157,2.65151,66.95652,50.72463,60.46511,48.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.16541,70.30516,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.14285,39.28571,0.0,0.0,0.0,0.0,22.09302,85.18518,2.76243,12.5,0.0,0.0,62.5,0.0,0.0,34.7826,68.68008,91.27516,79.80295,58.62068,0.0,0.0,50.3937,58.33333,0.0,0.0,0.0,20.0,0.0,64.78405,0.0,83.78378,30.13698,46.83544,0.0,0.0,0.0,0.0,78.80952,93.6,0.0,0.0,53.50877,52.8409,57.68115,62.31884,53.48837,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.65413,100.0,0.0,0.0
45,0.0,0.0,0.0,0.0,20.58823,0.0,26.92307,13.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28571,39.28571,0.0,0.0,0.0,0.0,100.0,44.44444,0.0,12.5,0.0,0.0,0.0,0.0,23.07692,86.95652,72.2595,71.58836,70.44334,59.60591,0.0,0.0,37.79527,60.71428,0.0,0.0,0.0,23.33333,0.0,60.46511,0.0,100.0,39.72602,73.41772,0.0,0.0,0.0,0.0,76.90476,86.66666,0.0,0.0,64.47368,13.25757,53.62318,44.92753,83.72093,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.4812,89.31924,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,39.28571,0.0,0.0,0.0,0.0,56.39534,59.25925,6.07734,11.11111,0.0,0.0,0.0,38.88888,26.92307,39.13043,54.36241,61.96868,56.65024,50.2463,0.0,0.0,40.94488,67.85714,0.0,0.0,0.0,0.0,0.0,85.04983,0.0,64.86486,34.24657,51.89873,0.0,0.0,0.0,0.0,68.80952,71.2,0.0,0.0,71.49122,16.66666,77.10144,44.44444,69.76744,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.39473,76.29107,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28571,42.85714,0.0,0.0,0.0,0.0,44.76744,37.03703,3.31491,23.61111,0.0,0.0,62.5,0.0,26.92307,21.73913,66.21923,62.19239,41.87192,50.73891,0.0,0.0,42.51968,77.38095,0.0,0.0,0.0,36.66666,0.0,32.89036,0.0,27.02702,35.61643,37.97468,0.0,0.0,0.0,0.0,81.90476,89.33333,0.0,0.0,60.52631,60.41666,83.1884,58.93719,58.13953,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.40977,85.68075,0.0,0.0
48,0.0,0.0,33.33333,0.0,0.0,0.0,23.07692,22.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.85714,53.57142,0.0,0.0,0.0,0.0,91.86046,48.14814,7.18232,9.72222,0.0,0.0,0.0,100.0,19.23076,34.7826,58.38926,53.46756,32.0197,79.80295,0.0,100.0,44.09448,63.09523,0.0,0.0,0.0,33.33333,0.0,29.90033,0.0,35.13513,19.17808,36.70886,0.0,0.0,0.0,0.0,75.71428,72.53333,0.0,0.0,47.80701,70.45454,71.88405,53.14009,55.81395,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.77067,93.07511,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,57.14285,50.0,0.0,0.0,0.0,0.0,32.55813,46.29629,9.94475,9.72222,0.0,0.0,0.0,83.33333,26.92307,60.86956,66.66666,66.44295,39.40886,70.44334,0.0,0.0,29.92125,100.0,0.0,0.0,69.23076,30.0,0.0,40.86378,50.0,83.78378,35.61643,50.63291,0.0,0.0,0.0,0.0,81.66666,72.8,0.0,0.0,45.17543,55.49242,97.68115,100.0,76.74418,56.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.92481,89.9061,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,50.0,19.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,46.42857,35.71428,0.0,0.0,0.0,0.0,16.27906,50.0,3.8674,18.05555,0.0,0.0,0.0,61.11111,26.92307,47.82608,66.21923,66.21923,39.40886,56.65024,0.0,0.0,39.37007,100.0,0.0,0.0,0.0,23.33333,0.0,39.53488,75.0,43.24324,35.61643,59.49367,0.0,0.0,0.0,0.0,80.47619,84.53333,0.0,0.0,39.91228,49.05303,70.72463,66.18357,62.79069,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.96616,84.03755,0.0,0.0
51,0.0,0.0,100.0,0.0,0.0,0.0,30.76923,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.57142,42.85714,0.0,0.0,0.0,0.0,18.60465,77.77777,6.62983,9.72222,0.0,0.0,0.0,44.44444,26.92307,39.13043,76.95749,89.03803,43.84236,41.87192,0.0,0.0,33.85826,71.42857,0.0,0.0,46.15384,36.66666,0.0,42.85714,0.0,32.43243,50.68493,51.89873,0.0,0.0,0.0,0.0,81.66666,86.4,0.0,0.0,49.5614,58.90151,67.53623,57.48792,39.53488,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.15789,89.0845,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,39.28571,46.42857,0.0,0.0,0.0,0.0,13.95348,37.03703,13.25966,0.0,0.0,0.0,62.5,77.77777,30.76923,26.08695,59.0604,73.60178,77.83251,32.0197,0.0,0.0,34.64566,77.38095,0.0,0.0,46.15384,33.33333,0.0,35.54817,41.66666,40.54054,38.35616,27.8481,0.0,0.0,0.0,0.0,80.71428,70.93333,0.0,0.0,46.05263,45.64393,67.24637,57.48792,25.58139,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.90225,88.61502,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,76.92307,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28571,53.57142,0.0,0.0,0.0,0.0,12.2093,59.25925,6.07734,11.11111,0.0,0.0,0.0,0.0,50.0,43.47826,59.95525,61.52125,63.05418,39.40886,0.0,0.0,33.85826,80.95238,0.0,0.0,0.0,0.0,0.0,22.92358,0.0,43.24324,38.35616,30.37974,0.0,0.0,0.0,0.0,66.19047,65.33333,0.0,0.0,53.07017,42.42424,100.0,50.24154,44.18604,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.22556,73.00469,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,50.0,47.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28571,64.28571,0.0,0.0,0.0,0.0,15.11627,62.96296,8.83977,15.27777,0.0,0.0,0.0,77.77777,73.07692,0.0,58.16554,69.79865,49.75369,39.40886,0.0,0.0,45.66929,57.14285,0.0,0.0,46.15384,26.66666,0.0,18.27242,0.0,51.35135,50.68493,29.11392,0.0,0.0,0.0,0.0,61.42857,75.73333,0.0,0.0,42.10526,100.0,69.85507,53.62318,55.81395,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.9436,87.0892,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,80.76923,63.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,67.85714,0.0,0.0,0.0,0.0,16.27906,42.59259,10.49723,12.5,0.0,0.0,0.0,0.0,100.0,0.0,100.0,73.37807,54.6798,43.84236,0.0,0.0,33.85826,51.19047,0.0,0.0,0.0,30.0,0.0,26.91029,0.0,56.75675,24.65753,37.97468,0.0,0.0,0.0,0.0,100.0,65.33333,0.0,0.0,44.73684,65.71969,82.89855,56.03864,55.81395,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.18045,70.30516,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,100.0,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,53.57142,53.57142,0.0,0.0,0.0,0.0,22.09302,46.29629,4.41988,11.11111,0.0,0.0,0.0,77.77777,69.23076,43.47826,86.35346,82.99776,51.23152,77.83251,0.0,0.0,42.51968,57.14285,0.0,0.0,0.0,26.66666,0.0,57.47508,0.0,29.72972,16.43835,58.22784,0.0,0.0,0.0,0.0,92.14285,73.6,0.0,0.0,49.5614,37.12121,88.69565,67.63285,58.13953,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.75939,70.5399,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,38.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,15.11627,42.59259,6.07734,11.11111,0.0,0.0,0.0,27.77777,50.0,69.56521,83.44519,86.57718,48.27586,63.05418,0.0,0.0,28.34645,50.0,0.0,0.0,53.84615,0.0,0.0,51.82724,0.0,40.54054,42.46575,79.74683,0.0,0.0,0.0,0.0,66.42857,77.33333,0.0,0.0,34.64912,31.81818,68.9855,49.75845,97.67441,48.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.16541,73.12206,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,73.07692,61.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,35.71428,25.0,0.0,0.0,0.0,0.0,25.0,38.88888,7.18232,6.94444,0.0,0.0,0.0,33.33333,53.84615,39.13043,93.28859,97.09172,42.85714,49.75369,0.0,0.0,33.85826,50.0,0.0,0.0,100.0,23.33333,0.0,50.49833,0.0,24.32432,41.09589,68.35443,0.0,0.0,0.0,0.0,90.0,69.59999,0.0,0.0,38.59649,25.0,61.73913,44.44444,53.48837,61.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63157,84.38967,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,47.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,35.71428,0.0,0.0,0.0,0.0,11.6279,51.85185,6.62983,0.0,0.0,0.0,0.0,0.0,30.76923,65.21739,59.0604,96.42058,34.97536,54.6798,0.0,0.0,46.45669,52.38095,0.0,0.0,84.61538,16.66666,0.0,44.18604,0.0,35.13513,35.61643,68.35443,0.0,0.0,0.0,0.0,70.71428,70.66666,0.0,0.0,40.78947,28.97727,66.08695,45.41062,79.06976,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2218,77.46478,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,46.42857,32.14285,0.0,0.0,0.0,0.0,15.69767,29.62962,7.18232,12.5,0.0,0.0,0.0,0.0,69.23076,39.13043,92.17002,83.44519,41.37931,51.23152,0.0,0.0,37.79527,50.0,0.0,0.0,46.15384,0.0,0.0,42.85714,50.0,45.94594,32.87671,41.77215,0.0,0.0,0.0,0.0,98.33333,67.2,0.0,0.0,42.98245,24.05303,50.43478,55.07246,76.74418,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.89473,84.2723,0.0,0.0
61,622655,27427,31698,7690,132920,577117,800927,84311,615,800927,2833,167904,7119,800927,84311,9157,728563,12067,24100,286273,728563,17353,20365,8405,14332,55077,6310,463741,78018,738200,530,3518381,43087,253768,53487,1691,390360,1064390,32208,165248,253768,1320,10709,78018,209690,277629,35553,158271,58442,35553,35553,1077887,148174,35553,411121,747,1301255,788348,390360,161682,8066,788348,58442,140758,534391,407,126002,339346,14534,534391,3735,101798,101798,1077887,76965,146698,534391,9085,26959,902327
