,아이오페 오일_0,아이오페 오일_1,네오젠 더마로지 드롭_0,네오젠 더마로지 드롭_1,쥴라이 오일_0,쥴라이 오일_1,로벡틴 오일_0,로벡틴 오일_1,리얼베리어 오일_0,리얼베리어 오일_1,겔랑 오일_0,겔랑 오일_1,비오템 오일_0,비오템 오일_1,눅스 오일_0,눅스 오일_1,식물나라 페이스오일_0,식물나라 페이스오일_1,홀리카홀리카 밤_0,홀리카홀리카 밤_1,클라랑스 오키드_0,클라랑스 오키드_1,킵쿨 블루오일_0,킵쿨 블루오일_1,네이밍 [SPF35/PA++]_0,네이밍 [SPF35/PA++]_1,자빈드서울 [SPF50+/PA+++]_0,자빈드서울 [SPF50+/PA+++]_1,바비브라운 [SPF40/PA+++]_0,바비브라운 [SPF40/PA+++]_1,동인비 [SPF50+/PA++++]_0,동인비 [SPF50+/PA++++]_1,메이크업포에버 파운데이션_0,메이크업포에버 파운데이션_1,룩스앤메이 [SPF50+/PA+++]_0,룩스앤메이 [SPF50+/PA+++]_1,에스티 로더 [SPF20/PA+++]_0,에스티 로더 [SPF20/PA+++]_1,조성아22[SPF50/PA++++]_0,조성아22[SPF50/PA++++]_1,랑콤 [SPF38/PA++]_0,랑콤 [SPF38/PA++]_1,설화수 [SPF17/PA+]_0,설화수 [SPF17/PA+]_1,바닐라코 [SPF45/PA++]_0,바닐라코 [SPF45/PA++]_1,미샤 [SPF30/PA++]_0,미샤 [SPF30/PA++]_1,헤라 [SPF25/PA++]_0,헤라 [SPF25/PA++]_1,에스티 로더 [SPF10/PA++]_0,에스티 로더 [SPF10/PA++]_1,디올 [SPF35/PA++]_0,디올 [SPF35/PA++]_1,정샘물 [SPF50/PA++]_0,정샘물 [SPF50/PA++]_1,나스 [SPF23/PA++]_0,나스 [SPF23/PA++]_1,문샷 [SPF50+/PA++++]_0,문샷 [SPF50+/PA++++]_1,머지 [SPF20/PA++]_0,머지 [SPF20/PA++]_1,메이크업포에버 파우더_0,메이크업포에버 파우더_1,마몽드 파우더_0,마몽드 파우더_1,나스 파우더_0,나스 파우더_1,이니스프리 파우더_0,이니스프리 파우더_1,로라메르시에 파우더_0,로라메르시에 파우더_1,바닐라코 파우더_0,바닐라코 파우더_1,스킨푸드 파우더_0,스킨푸드 파우더_1,캔메이크 파우더_0,캔메이크 파우더_1,어퓨 파우더_0,어퓨 파우더_1
20,9.20716,17.13554,0.0,0.0,0.0,0.0,88.70967,29.03225,39.75903,68.67469,50.70422,54.23728,29.62962,40.74074,38.3905,87.33552,0.0,13.92405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.45226,79.53964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81496,80.86124,66.66666,50.48543,60.29411,94.73684,55.26315,52.14285,50.3075,65.52845,42.93785,49.25925,50.0,45.45454,38.62433,8.71794,28.57142,54.8387
21,11.25319,28.38874,0.0,0.0,0.0,5.88235,25.80645,98.38709,33.73493,75.90361,18.30985,28.81355,31.48148,57.4074,39.70976,84.53947,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.71356,84.65473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97586,84.68899,50.98039,70.87378,39.70588,62.2807,54.21052,57.14285,57.31857,75.60975,69.49152,45.55555,44.44444,38.38383,35.97883,6.66666,39.28571,48.38709
22,17.64705,27.87723,0.0,0.0,0.0,5.34759,27.41935,83.87096,44.57831,24.09638,40.84507,28.81355,16.66666,53.7037,42.87598,85.2796,0.0,64.55696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.69849,73.91304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.82461,72.72727,45.09803,81.55339,52.94117,75.43859,49.47368,57.85714,50.0615,63.25203,56.49717,48.51851,47.22222,50.50505,38.09523,5.64102,53.57142,32.25806
23,27.36572,21.73913,0.0,0.0,0.0,4.27807,11.29032,74.19354,53.01204,50.6024,30.98591,55.08474,33.33333,42.59259,39.18205,84.29276,0.0,48.5232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.72361,75.95907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,87.5598,33.33333,66.99029,52.94117,57.89473,57.36842,59.28571,56.08856,64.22764,60.45197,35.55555,47.22222,52.52525,40.21164,6.66666,28.57142,43.54838
24,22.25063,21.73913,0.0,0.0,0.0,4.27807,16.12903,96.77419,42.16867,32.53012,47.88732,59.32203,20.37037,35.18518,45.64643,81.57894,0.0,48.5232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.49246,72.37851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.67176,67.94258,43.13725,67.96116,29.41176,67.54385,42.10526,52.14285,52.64452,59.34959,61.01694,35.18518,36.11111,54.54545,41.79894,4.61538,21.42857,48.38709
25,18.41432,29.92327,0.0,0.0,0.0,6.41711,20.96774,96.77419,33.73493,43.37349,35.21126,61.8644,31.48148,61.11111,30.07915,76.80921,0.0,38.39662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.54271,61.12531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.23813,100.0,62.74509,61.16504,41.17647,74.5614,50.0,53.57142,54.12054,57.07317,58.19209,38.88888,69.44444,35.35353,43.38624,7.6923,28.57142,33.87096
26,16.11253,38.61892,0.0,0.0,0.0,0.0,19.35483,100.0,56.6265,61.44578,50.70422,50.84745,51.85185,31.48148,39.84168,70.06578,0.0,32.91139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.01507,60.86956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.92839,80.38277,60.78431,61.16504,42.64705,62.2807,38.94736,51.42857,51.53751,57.88617,48.02259,34.07407,61.11111,48.48484,37.56613,7.43589,32.14285,29.03225
27,23.52941,55.24296,0.0,0.0,0.0,0.0,17.74193,88.70967,63.85542,67.46987,43.66197,47.45762,27.77777,55.55555,40.23746,68.58552,0.0,46.83544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.21608,76.72634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.31938,71.29186,56.86274,58.25242,40.44117,71.05263,62.10526,58.57142,53.13653,66.17886,44.06779,34.07407,30.55555,83.83838,31.74603,8.97435,17.85714,56.45161
28,31.20204,100.0,0.0,0.0,0.0,3.74331,14.51612,25.80645,62.6506,48.19277,21.12676,41.52542,38.88888,79.62962,38.3905,63.56907,0.0,23.62869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.04522,64.45012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.02091,87.08133,62.74509,92.233,33.08823,86.8421,55.78947,56.42857,47.84747,78.21138,49.71751,33.33333,38.88888,60.60606,29.62962,10.0,32.14285,32.25806
29,26.08695,67.26342,0.0,0.0,0.0,0.0,14.51612,27.41935,68.67469,22.89156,39.43661,34.74576,51.85185,59.25925,32.8496,83.05921,0.0,20.6751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.54773,62.14833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95172,79.42583,60.78431,88.34951,33.82352,85.08771,50.0,71.42857,65.80565,74.14634,37.28813,38.51851,83.33333,72.72727,35.97883,7.94871,60.71428,37.09677
30,26.85421,60.61381,0.0,0.0,0.0,0.0,25.80645,11.29032,42.16867,27.71084,33.80281,33.05084,68.51851,70.37037,37.33509,78.78289,0.0,18.98734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.76884,79.28388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72244,80.86124,60.78431,91.26213,100.0,77.19298,68.94736,62.85714,58.17958,74.47154,56.49717,65.92592,25.0,65.65656,42.85714,30.76923,53.57142,43.54838
31,33.24808,50.38363,0.0,0.0,0.0,0.0,17.74193,16.12903,33.73493,77.10843,49.29577,35.59322,51.85185,100.0,36.54353,76.97368,0.0,10.97046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.16582,69.30946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.07884,73.20574,33.33333,70.87378,72.79411,79.82456,69.47368,51.42857,61.25461,64.55284,53.10734,43.33333,77.77777,64.64646,96.29629,100.0,32.14285,38.70967
32,61.38107,48.59335,0.0,0.0,0.0,83.95721,20.96774,20.96774,48.19277,62.6506,56.33802,42.37288,53.7037,61.11111,35.75197,75.41118,0.0,9.2827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0804,53.45268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.69991,83.73205,52.94117,61.16504,49.2647,71.92982,54.21052,67.14285,65.43665,64.87804,66.66666,54.07407,33.33333,64.64646,59.25925,68.20512,60.71428,100.0
33,41.43222,46.29156,0.0,0.0,0.0,47.05882,35.48387,19.35483,57.83132,71.08433,47.88732,55.9322,38.88888,38.88888,44.59102,64.9671,0.0,8.01687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.56281,53.70843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.20514,87.5598,54.90196,70.87378,80.88235,63.15789,63.15789,77.14285,62.60762,56.09756,64.97175,49.62962,36.11111,55.55555,61.90476,46.15384,60.71428,88.70967
34,36.57289,35.80562,0.0,0.0,0.0,20.85561,40.32258,17.74193,50.6024,65.06024,57.74647,59.32203,59.25925,55.55555,42.74406,58.05921,0.0,13.08016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.3417,52.94117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.80289,80.38277,43.13725,80.58252,73.52941,66.66666,53.15789,72.85714,51.66051,69.75609,51.9774,50.0,33.33333,58.58585,54.49735,37.17948,35.71428,85.48387
35,29.92327,39.38618,0.0,0.0,75.0,16.57754,20.96774,14.51612,33.73493,61.44578,42.25352,47.45762,79.62962,68.51851,48.68073,57.73026,0.0,38.39662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.49246,57.03324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21721,75.59808,58.82352,52.42718,58.08823,61.4035,52.10526,85.0,53.38253,76.58536,37.8531,35.92592,75.0,57.57575,50.79365,25.89743,21.42857,66.12903
36,27.62148,33.50383,0.0,0.0,0.0,17.11229,32.25806,14.51612,32.53012,37.34939,32.39436,48.30508,77.77777,62.96296,55.27704,65.54276,0.0,16.45569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.59296,56.01023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.88334,71.77033,60.78431,88.34951,64.70588,46.49122,57.36842,77.14285,51.16851,60.4878,49.71751,31.85185,66.66666,54.54545,70.89947,36.66666,42.85714,61.29032
37,27.10997,65.98465,0.0,0.0,0.0,17.11229,16.12903,25.80645,65.06024,89.15662,36.61971,47.45762,100.0,37.03703,44.85488,68.0921,0.0,13.92405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.58291,58.31202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.19388,52.15311,70.58823,91.26213,42.64705,53.50877,47.36842,57.14285,45.51045,61.30081,65.53672,35.18518,55.55555,43.43434,49.73544,45.64102,100.0,74.19354
38,21.48337,53.96419,0.0,0.0,0.0,13.36898,8.06451,17.74193,34.93975,50.6024,49.29577,49.15254,72.22222,50.0,41.02902,59.21052,0.0,11.3924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.81407,51.15089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.94127,58.3732,39.21568,86.40776,44.11764,45.61403,33.68421,45.71428,43.91143,68.78048,49.71751,41.11111,52.77777,77.77777,59.78835,40.51282,57.14285,59.67741
39,19.94884,46.80306,0.0,0.0,0.0,16.57754,0.0,20.96774,53.01204,48.19277,39.43661,37.28813,75.92592,53.7037,44.59102,61.34868,0.0,21.94092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.28643,41.68797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33226,63.15789,50.98039,82.52427,43.38235,53.50877,61.05263,45.0,50.9225,62.92682,52.54237,43.33333,38.88888,68.68686,73.54497,36.92307,60.71428,43.54838
40,20.97186,40.15345,0.0,0.0,66.66666,12.29946,17.74193,35.48387,61.44578,48.19277,57.74647,38.98305,68.51851,75.92592,54.61741,61.92434,0.0,11.81434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.05025,58.05626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96379,69.85645,49.0196,75.72815,51.47058,61.4035,56.31578,57.85714,100.0,66.17886,57.06214,40.0,36.11111,100.0,57.67195,34.35897,67.85714,56.45161
41,17.13554,32.48081,0.0,0.0,0.0,18.18181,19.35483,40.32258,100.0,32.53012,46.47887,45.76271,57.4074,46.29629,53.82585,70.14802,0.0,20.6751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.57286,45.26854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.82622,75.11961,49.0196,71.84466,47.05882,46.49122,66.31578,49.28571,51.90651,78.04878,54.23728,44.07407,55.55555,75.75757,74.60317,30.25641,60.71428,93.54838
42,28.38874,29.92327,0.0,0.0,0.0,100.0,25.80645,20.96774,59.03614,30.12048,43.66197,40.67796,53.7037,38.88888,55.54089,61.26644,0.0,10.12658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.93969,64.45012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.94127,69.37799,78.43137,30.09708,44.11764,50.0,67.89473,60.71428,48.70848,74.30894,72.31638,67.77777,69.44444,58.58585,65.07936,36.66666,50.0,64.51612
43,27.87723,38.36317,0.0,0.0,100.0,35.82887,0.0,32.25806,55.42168,28.91566,36.61971,48.30508,61.11111,77.77777,50.26385,59.86842,0.0,6.75105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.39195,50.63938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.88173,63.63636,47.05882,41.74757,47.05882,64.03508,61.57894,60.71428,51.29151,90.5691,66.66666,71.48148,100.0,56.56565,69.84126,39.23076,57.14285,69.35483
44,21.73913,33.50383,0.0,0.0,0.0,14.4385,16.12903,16.12903,51.80722,32.53012,47.88732,30.50847,44.44444,37.03703,100.0,60.85526,0.0,8.86075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.13567,52.42966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.09654,65.55023,31.37254,55.3398,52.20588,42.10526,52.63157,57.85714,47.10947,74.30894,63.8418,56.66666,77.77777,53.53535,65.07936,42.5641,67.85714,38.70967
45,21.73913,34.27109,0.0,0.0,0.0,6.41711,45.16129,8.06451,49.39759,53.01204,52.11267,47.45762,68.51851,44.44444,89.84168,51.89144,0.0,10.97046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.68844,50.12787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.15768,41.14832,50.98039,54.36893,71.32352,43.85964,59.47368,51.42857,44.89544,75.93495,67.23163,54.81481,69.44444,56.56565,52.91005,24.61538,46.42857,56.45161
46,29.92327,29.41176,0.0,0.0,0.0,8.55614,9.67741,0.0,38.55421,43.37349,43.66197,45.76271,35.18518,61.11111,63.58839,64.14473,0.0,10.97046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.07035,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.13596,60.28708,64.70588,42.71844,55.88235,38.59649,60.0,60.71428,54.73554,82.76422,80.22598,100.0,55.55555,60.60606,46.56084,29.48717,46.42857,56.45161
47,38.61892,25.06393,0.0,0.0,0.0,11.22994,9.67741,17.74193,37.34939,20.48192,38.02816,41.52542,33.33333,42.59259,66.22691,68.66776,0.0,12.65822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.88442,49.10485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.21641,60.28708,98.03921,59.2233,60.29411,63.15789,48.42105,70.0,57.31857,73.49593,100.0,65.18518,50.0,37.37373,65.60846,31.79487,35.71428,82.25806
48,55.24296,32.22506,0.0,0.0,0.0,2.67379,20.96774,19.35483,57.83132,53.01204,35.21126,36.44067,42.59259,37.03703,68.07387,60.60855,0.0,8.43881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.41206,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.14722,60.76555,56.86274,43.68932,62.5,52.63157,52.10526,67.14285,46.24846,74.30894,85.31073,98.14814,61.11111,60.60606,50.26455,28.71794,39.28571,64.51612
49,100.0,30.43478,0.0,0.0,0.0,6.41711,14.51612,25.80645,67.46987,48.19277,39.43661,50.0,55.55555,38.88888,79.8153,62.00657,0.0,8.43881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.92462,53.19693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0901,66.50717,37.2549,49.51456,74.2647,58.77192,58.42105,55.71428,58.17958,95.60975,66.10169,73.7037,41.66666,46.46464,83.59788,21.79487,46.42857,53.2258
50,67.26342,79.79539,0.0,0.0,41.66666,4.81283,40.32258,0.0,68.67469,38.55421,47.88732,100.0,35.18518,33.33333,71.10817,61.26644,0.0,14.76793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.90954,46.54731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.48109,72.2488,74.5098,49.51456,55.88235,57.89473,46.8421,40.71428,50.3075,100.0,77.9661,70.0,47.22222,47.47474,71.42857,21.02564,67.85714,58.06451
51,60.61381,48.8491,0.0,0.0,0.0,5.88235,35.48387,16.12903,75.90361,42.16867,56.33802,39.8305,50.0,33.33333,64.64379,55.5921,0.0,6.75105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,46.54731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.11343,68.42105,72.54901,54.36893,53.67647,42.10526,53.68421,52.14285,48.58548,97.56097,77.40112,59.62962,47.22222,56.56565,78.30687,19.48717,67.85714,54.8387
52,50.38363,21.99488,0.0,0.0,41.66666,6.95187,20.96774,45.16129,24.09638,54.21686,50.70422,36.44067,38.88888,66.66666,56.20052,57.56578,0.0,15.61181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.65326,44.50127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.98712,54.54545,52.94117,37.86407,45.58823,57.89473,56.31578,65.71428,51.66051,95.12195,63.27683,38.88888,47.22222,37.37373,61.90476,19.48717,46.42857,27.41935
53,48.59335,28.90025,0.0,0.0,0.0,8.02139,12.90322,9.67741,50.6024,38.55421,52.11267,27.11864,37.03703,59.25925,47.75725,57.40131,0.0,13.92405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.86432,34.01534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.06757,79.42583,62.74509,63.10679,48.52941,50.87719,44.21052,54.28571,59.16359,78.37398,59.32203,57.03703,44.44444,52.52525,60.31746,22.82051,57.14285,50.0
54,46.29156,25.57544,0.0,0.0,0.0,12.29946,9.67741,9.67741,32.53012,36.14457,100.0,28.81355,44.44444,75.92592,47.88918,59.53947,0.0,13.92405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.14572,37.08439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58487,69.37799,50.98039,66.99029,62.5,39.47368,45.26315,72.14285,53.25953,80.6504,45.76271,75.18518,50.0,44.44444,73.01587,25.89743,39.28571,38.70967
55,35.80562,30.43478,0.0,0.0,0.0,5.88235,40.32258,20.96774,43.37349,63.85542,83.09859,33.8983,51.85185,53.7037,52.77044,52.05592,0.0,13.92405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.85427,36.06138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18262,67.46411,47.05882,52.42718,54.41176,43.85964,57.36842,59.28571,51.41451,89.10569,67.79661,55.92592,44.44444,45.45454,70.37037,22.05128,50.0,70.96774
