,아이캔디 브러쉬_0,아이캔디 브러쉬_1,올리브영 브러쉬_0,올리브영 브러쉬_1,다이소 브러쉬_0,다이소 브러쉬_1,에뛰드 헤어브러쉬_0,에뛰드 헤어브러쉬_1,올리브영 올리브영알루미늄헤어롤_0,올리브영 올리브영알루미늄헤어롤_1,웨이크메이크 글리터_0,웨이크메이크 글리터_1,오피아이 락커_0,오피아이 락커_1,에뛰드 네일_0,에뛰드 네일_1,더젤 젤네일_0,더젤 젤네일_1,디올 네일_0,디올 네일_1,샤넬 베르니_0,샤넬 베르니_1,스킨푸드 (푸르츠칵테일)_0,스킨푸드 (푸르츠칵테일)_1,어퓨 네일즈_0,어퓨 네일즈_1,아리따움 네일즈_0,아리따움 네일즈_1,더페이스샵 젤_0,더페이스샵 젤_1,웨이크메이크 네일건_0,웨이크메이크 네일건_1,캐시캣 코드네일_0,캐시캣 코드네일_1,이니스프리 네일_0,이니스프리 네일_1,데보라립만 네일폴리쉬_0,데보라립만 네일폴리쉬_1,미샤 폴리쉬_0,미샤 폴리쉬_1,유키 컬러_0,유키 컬러_1,엘르걸 네일즈_0,엘르걸 네일즈_1,스킨푸드 멜로우)_0,스킨푸드 멜로우)_1,더샘 탑코트_0,더샘 탑코트_1,이니스프리 탑코트_0,이니스프리 탑코트_1,세쉐 탑코트_0,세쉐 탑코트_1,스킨푸드 탑코트_0,스킨푸드 탑코트_1,오피아이 탑코트_0,오피아이 탑코트_1,웨이크메이크 탑코트_0,웨이크메이크 탑코트_1,다이소 탑코트_0,다이소 탑코트_1,미샤 [탑코트]_0,미샤 [탑코트]_1,아리따움 탑코트_0,아리따움 탑코트_1,오피아이 코트_0,오피아이 코트_1,GRACIA베이스젤_0,GRACIA베이스젤_1,아리따움 젤_0,아리따움 젤_1,이니스프리 코트_0,이니스프리 코트_1,네이처리퍼블릭 코트_0,네이처리퍼블릭 코트_1,에뛰드 코트_0,에뛰드 코트_1,셀리한센 탑코트_0,셀리한센 탑코트_1,토니모리 젤탑코트_0,토니모리 젤탑코트_1
48,74.19354,47.96747,45.20958,70.3125,59.53806,58.85372,0.0,0.0,0.0,0.0,24.59016,42.0,0.0,0.0,31.91489,51.5625,9.11458,75.95818,43.75,89.3617,28.57142,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,0.0,56.52173,52.89855,0.0,0.0,72.86432,23.93032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,41.66666,21.69811,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.18518,42.30769,0.0,0.0,100.0,25.80645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,53.91705,49.18699,36.22754,76.5625,61.33447,44.65355,0.0,0.0,0.0,0.0,42.62295,42.0,0.0,0.0,21.27659,51.5625,4.6875,83.97212,31.25,38.29787,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,28.57142,38.26086,49.27536,0.0,0.0,75.87939,13.10109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,15.09433,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,85.18518,46.15384,0.0,0.0,78.94736,20.96774,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,54.8387,54.47154,72.45508,65.0,42.42942,37.639,0.0,0.0,0.0,0.0,26.2295,72.0,0.0,0.0,38.29787,70.3125,6.25,71.08013,65.625,61.70212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,41.73913,49.27536,0.0,0.0,65.32663,9.20106,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8.49056,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,48.14814,80.76923,0.0,0.0,68.42105,27.41935,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,54.8387,55.69105,67.36526,65.9375,39.26432,41.31736,0.0,0.0,0.0,0.0,36.06557,78.0,0.0,0.0,51.06382,100.0,5.46875,76.65505,34.375,36.17021,0.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,55.65217,65.21739,0.0,0.0,77.88944,9.12533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,70.83333,8.49056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.23076,0.0,0.0,28.94736,9.67741,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,52.53456,37.80487,63.17365,66.5625,38.23781,41.57399,0.0,0.0,0.0,0.0,44.26229,64.0,0.0,0.0,40.42553,59.375,6.77083,75.26132,59.375,59.57446,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,48.69565,61.5942,0.0,0.0,60.3015,10.29912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,11.32075,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,0.0,92.59259,59.61538,0.0,0.0,76.31578,24.19354,0.0,0.0,0.0,0.0,50.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,54.8387,50.813,65.56886,67.1875,36.52694,40.2053,0.0,0.0,0.0,0.0,34.42622,58.0,0.0,0.0,44.68085,43.75,7.8125,88.50174,78.125,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,77.27272,0.0,43.47826,50.72463,0.0,0.0,80.40201,10.60204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.83333,15.09433,58.33333,0.0,0.0,0.0,0.0,0.0,28.57142,0.0,25.92592,38.46153,0.0,0.0,23.68421,11.29032,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,82.9493,84.14634,70.35928,69.6875,40.11976,52.86569,0.0,0.0,0.0,0.0,24.59016,44.0,0.0,0.0,53.19148,59.375,16.14583,86.06271,56.25,51.06382,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,55.65217,83.33333,0.0,0.0,74.37185,10.98068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,83.33333,8.49056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.85185,50.0,0.0,0.0,39.47368,30.64516,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,52.99539,58.94308,70.05988,80.0,53.72112,59.88023,0.0,0.0,0.0,0.0,44.26229,40.0,0.0,0.0,61.70212,37.5,21.875,80.4878,31.25,31.91489,0.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,48.69565,70.28985,0.0,0.0,94.97487,13.85838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,9.43396,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,0.0,48.14814,67.30769,0.0,0.0,28.94736,12.90322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,40.55299,91.86991,100.0,74.375,58.85372,46.70658,0.0,0.0,0.0,0.0,62.29508,68.0,0.0,0.0,27.65957,32.8125,22.39583,86.75958,43.75,57.4468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.45454,47.61904,33.91304,54.34782,0.0,0.0,88.94472,11.66224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,9.43396,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.62962,44.23076,0.0,0.0,18.42105,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,47.0046,74.79674,38.92215,70.0,44.65355,42.77159,0.0,0.0,0.0,0.0,34.42622,52.0,0.0,0.0,31.91489,73.4375,17.96875,83.62369,40.625,48.93617,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,47.61904,43.47826,62.31884,0.0,0.0,81.40703,8.36804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,62.5,6.60377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.62962,63.46153,0.0,0.0,31.57894,11.29032,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,54.37788,59.34959,37.72455,62.1875,37.639,41.74508,0.0,0.0,0.0,0.0,34.42622,56.0,0.0,0.0,34.04255,56.25,12.23958,58.18815,21.875,55.31914,38.09523,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.80952,53.91304,45.65217,0.0,0.0,76.3819,8.4059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.37735,0.0,83.33333,0.0,0.0,0.0,0.0,47.61904,0.0,62.96296,88.46153,0.0,0.0,39.47368,14.51612,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,47.46543,52.84552,30.53892,55.0,41.31736,37.72455,0.0,0.0,0.0,0.0,32.78688,50.0,0.0,0.0,51.06382,45.3125,12.76041,57.83972,53.125,59.57446,38.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,61.90476,47.82608,36.23188,0.0,0.0,75.87939,9.42824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,14.15094,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,40.74074,48.07692,0.0,0.0,68.42105,27.41935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,64.05529,58.94308,38.02395,62.8125,41.57399,38.57998,0.0,0.0,0.0,0.0,44.26229,46.0,0.0,0.0,74.46808,60.9375,16.92708,59.93031,68.75,59.57446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363,28.57142,53.04347,29.71014,0.0,0.0,84.92462,9.54184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,66.66666,15.09433,50.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,55.55555,78.84615,0.0,0.0,31.57894,22.58064,0.0,0.0,0.0,0.0,41.66666,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,4497,39596,800927,1216542,728513,17353,42,1279461,884893,7767,28041,39877,880,2147,30780,4055,1849,22874,80078,44764,1887,14127,262921,733,69629,102048,12847,4055,2855,106300,4656,28190,118,719,29252,99199,80078,6776,6962,174402,25610,9016,341469,61361,41884,3994,174402,13967,1714,99199,93189,10750,10810,13967,880,13967,4656,23735,274821,495587,4894,326698,4304,274821,2147,2321,35454,22874,902327,29034,99199,35684,702052,1327,38961,21265,59550,23735,68330,13967
