,카멕스 단지형_0,카멕스 단지형_1,웨이크메이크 라이너_0,웨이크메이크 라이너_1,비오엠 아이라이너_0,비오엠 아이라이너_1,키스미 킵_0,키스미 킵_1,에스쁘아 펜슬_0,에스쁘아 펜슬_1,클리오 라이너_0,클리오 라이너_1,베르사유의장미아이라이너_0,베르사유의장미아이라이너_1,프로에잇청담 라이너_0,프로에잇청담 라이너_1,키스미 아이라이너_0,키스미 아이라이너_1,베르사유의장미브라운_0,베르사유의장미브라운_1,삐아 슬림_0,삐아 슬림_1,케이트 펜슬_0,케이트 펜슬_1,릴리바이레드 아이라이너_0,릴리바이레드 아이라이너_1,클리오 XP_0,클리오 XP_1,페어리드롭스 워터프루프_0,페어리드롭스 워터프루프_1,머지 아이라이너_0,머지 아이라이너_1,더샘 아이라이너_0,더샘 아이라이너_1,fmgt 라이너_0,fmgt 라이너_1,KVD 비건뷰티 라이너_0,KVD 비건뷰티 라이너_1,돌리윙크 아이라이너Ⅱ_0,돌리윙크 아이라이너Ⅱ_1,손앤박 라이너_0,손앤박 라이너_1,슈에무라 포뮬라_0,슈에무라 포뮬라_1,아나스타샤 베버리힐즈 위즈_0,아나스타샤 베버리힐즈 위즈_1,아이돈띵쏘 펜슬_0,아이돈띵쏘 펜슬_1,아리따움 케익_0,아리따움 케익_1,베네피트 펜슬_0,베네피트 펜슬_1,라네즈 쿠션-카라_0,라네즈 쿠션-카라_1,클리오 펜슬_0,클리오 펜슬_1,키스미 아이브로우_0,키스미 아이브로우_1,아나스타샤 베버리힐즈 포마드_0,아나스타샤 베버리힐즈 포마드_1,아이오페 펜슬_0,아이오페 펜슬_1,바비브라운 펜슬_0,바비브라운 펜슬_1,미샤 브로우_0,미샤 브로우_1,우드버리 아이브로우_0,우드버리 아이브로우_1,바비브라운 쉐이퍼_0,바비브라운 쉐이퍼_1,맥 세트_0,맥 세트_1,키스미 노즈섀도우_0,키스미 노즈섀도우_1,스킨푸드 파우더케익_0,스킨푸드 파우더케익_1,베네피트 브로우_0,베네피트 브로우_1,클리오 하드펜슬_0,클리오 하드펜슬_1
31,100.0,0.0,33.33333,80.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894,33.33333,41.66666,21.26436,0.0,0.0,69.48561,53.09352,0.0,0.0,0.0,0.0,0.0,0.0,79.13043,32.63086,38.46153,0.0,0.0,0.0,62.00676,30.13698,100.0,27.40286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,27.77777,0.0,0.0,40.0,66.66666,36.03603,40.74074,0.0,0.0,0.0,0.0,60.0,0.0,56.25,0.0,39.51612,65.45454,45.45454,0.0,25.0,39.47368,0.0,0.0,76.92307,0.0,38.81019,31.19658,0.0,0.0
32,0.0,0.0,73.33333,0.0,0.0,62.5,0.0,0.0,23.07692,61.11111,0.0,42.85714,33.33333,12.06896,0.0,0.0,69.31124,50.93525,0.0,0.0,66.66666,0.0,50.0,0.0,47.3913,26.7845,46.15384,0.0,0.0,0.0,47.57609,27.39726,87.41721,31.90184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,90.0,74.07407,34.53453,33.33333,0.0,0.0,0.0,0.0,50.0,37.5,50.0,0.0,42.74193,60.0,0.0,0.0,0.0,26.31578,38.46153,0.0,100.0,0.0,28.89518,32.47863,0.0,0.0
33,0.0,0.0,46.66666,0.0,0.0,0.0,0.0,0.0,26.92307,66.66666,36.8421,76.19047,0.0,8.62068,0.0,0.0,68.09067,71.65467,0.0,0.0,0.0,0.0,0.0,0.0,44.63768,29.02787,53.84615,0.0,0.0,0.0,50.1691,32.73972,99.33774,35.88957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.62962,43.54354,26.98412,0.0,0.0,0.0,0.0,30.0,28.125,0.0,0.0,35.88709,47.27272,0.0,0.0,0.0,28.94736,0.0,100.0,0.0,0.0,56.9405,37.60683,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,19.23076,38.88888,52.63157,52.38095,41.66666,10.34482,0.0,0.0,78.46556,92.80575,0.0,0.0,0.0,0.0,0.0,0.0,62.89855,37.79741,34.61538,0.0,0.0,0.0,38.55693,56.57534,74.17218,25.15337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,29.62962,39.93993,29.10052,0.0,0.0,0.0,0.0,53.33333,0.0,31.25,45.45454,47.58064,61.81818,0.0,75.0,55.0,55.26315,0.0,0.0,38.46153,0.0,57.79036,39.74358,0.0,0.0
35,100.0,0.0,33.33333,0.0,0.0,62.5,0.0,0.0,0.0,33.33333,57.89473,66.66666,37.5,9.1954,0.0,0.0,63.81865,100.0,0.0,0.0,0.0,0.0,0.0,0.0,43.04347,33.65057,23.07692,41.17647,0.0,0.0,35.6257,76.9863,63.57615,87.83231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,0.0,0.0,0.0,50.0,33.33333,39.93993,33.86243,0.0,0.0,0.0,0.0,53.33333,25.0,0.0,0.0,51.20967,70.90909,45.45454,0.0,50.0,23.68421,0.0,0.0,0.0,0.0,65.1558,35.47008,0.0,0.0
36,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,23.07692,83.33333,47.36842,76.19047,95.83333,10.34482,0.0,0.0,71.40366,91.22302,0.0,0.0,0.0,0.0,0.0,60.0,35.65217,32.29095,23.07692,0.0,0.0,0.0,50.05636,75.34246,57.61589,52.65848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,50.0,48.14814,38.73873,32.80423,0.0,0.0,0.0,0.0,23.33333,21.875,31.25,81.81818,33.06451,67.27272,0.0,0.0,0.0,31.57894,38.46153,0.0,0.0,0.0,73.93767,31.62393,0.0,0.0
37,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,76.92307,72.22222,42.10526,76.19047,45.83333,13.21839,0.0,0.0,65.30078,88.77697,0.0,0.0,66.66666,0.0,0.0,0.0,47.68115,35.89394,26.92307,29.41176,0.0,0.0,53.43855,76.16438,61.5894,47.23926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,33.33333,32.13213,33.86243,0.0,0.0,0.0,100.0,46.66666,46.875,0.0,72.72727,39.51612,54.54545,0.0,0.0,25.0,39.47368,0.0,0.0,0.0,0.0,64.58923,41.45299,0.0,0.0
38,83.33333,0.0,40.0,0.0,0.0,0.0,0.0,0.0,30.76923,77.77777,57.89473,23.80952,83.33333,13.21839,0.0,0.0,58.84917,68.4892,0.0,0.0,66.66666,0.0,0.0,0.0,55.50724,32.69884,0.0,0.0,0.0,0.0,41.71364,67.12328,51.65562,47.34151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,38.88888,0.0,0.0,75.0,51.85185,52.85285,37.56613,0.0,0.0,100.0,0.0,56.66666,18.75,31.25,63.63636,42.3387,74.54545,0.0,0.0,25.0,26.31578,61.53846,0.0,0.0,0.0,37.67705,35.89743,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,38.46153,0.0,26.31578,47.61904,41.66666,10.34482,0.0,0.0,58.6748,65.32374,0.0,0.0,55.55555,0.0,0.0,60.0,52.31884,35.14615,0.0,0.0,0.0,0.0,54.11499,61.23287,39.07284,48.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,90.0,40.74074,51.65165,29.62962,0.0,0.0,0.0,0.0,70.0,53.125,0.0,0.0,46.37096,64.54545,0.0,0.0,45.0,28.94736,100.0,0.0,0.0,85.71428,48.15864,35.47008,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.07692,33.33333,47.36842,28.57142,58.33333,12.06896,0.0,0.0,62.42371,69.20863,0.0,0.0,0.0,0.0,60.0,0.0,45.07246,40.38069,0.0,0.0,0.0,0.0,41.93912,53.28767,33.11258,29.3456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,33.33333,0.0,0.0,80.0,40.74074,48.04804,33.86243,0.0,0.0,0.0,85.71428,80.0,21.875,50.0,45.45454,39.1129,72.72727,0.0,0.0,0.0,31.57894,0.0,0.0,0.0,0.0,49.00849,31.62393,0.0,0.0
41,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92307,0.0,73.68421,23.80952,66.66666,13.21839,0.0,0.0,62.94681,70.07194,0.0,0.0,0.0,0.0,0.0,70.0,50.28985,24.67709,0.0,0.0,0.0,0.0,41.82638,50.9589,47.01986,24.74437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,61.11111,0.0,0.0,45.0,37.03703,56.15615,29.62962,0.0,0.0,85.71428,0.0,80.0,25.0,0.0,72.72727,39.51612,66.36363,72.72727,0.0,50.0,52.63157,0.0,0.0,0.0,0.0,66.28895,54.70085,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,50.0,0.0,47.36842,52.38095,70.83333,12.06896,0.0,0.0,61.63905,63.88489,0.0,0.0,0.0,83.33333,0.0,0.0,50.14492,20.93813,0.0,0.0,0.0,0.0,38.10597,47.12328,37.08609,29.7546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,100.0,0.0,0.0,0.0,51.85185,54.35435,31.21693,0.0,0.0,0.0,0.0,0.0,43.75,0.0,63.63636,46.37096,50.90909,72.72727,62.5,40.0,81.57894,0.0,66.66666,46.15384,0.0,86.68555,100.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,33.33333,0.0,57.14285,75.0,14.94252,0.0,0.0,67.56756,64.46043,0.0,0.0,55.55555,0.0,0.0,0.0,48.26086,21.54996,0.0,0.0,0.0,0.0,40.24802,51.64383,47.68211,38.54805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,50.0,0.0,0.0,0.0,40.74074,57.05705,38.62433,0.0,0.0,0.0,0.0,30.0,18.75,56.25,0.0,30.64516,43.63636,0.0,100.0,25.0,44.73684,0.0,0.0,0.0,100.0,100.0,83.76068,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,0.0,47.36842,76.19047,62.5,20.11494,0.0,0.0,64.60331,76.1151,0.0,0.0,55.55555,0.0,0.0,70.0,48.9855,21.95785,19.23076,0.0,0.0,0.0,49.83089,56.9863,51.65562,33.64008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,27.77777,0.0,0.0,25.0,44.44444,77.77777,41.79894,0.0,0.0,0.0,0.0,63.33333,43.75,31.25,0.0,37.5,55.45454,63.63636,0.0,65.0,44.73684,0.0,0.0,0.0,100.0,74.78753,88.03418,0.0,0.0
45,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,78.94736,0.0,58.33333,14.36781,0.0,0.0,62.24934,66.18705,0.0,0.0,100.0,0.0,0.0,0.0,50.14492,30.11556,34.61538,29.41176,0.0,0.0,43.85569,55.89041,40.39735,30.16359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,61.11111,0.0,0.0,45.0,40.74074,63.96396,62.96296,0.0,0.0,0.0,0.0,33.33333,34.375,0.0,63.63636,45.56451,55.45454,63.63636,0.0,25.0,60.52631,0.0,0.0,0.0,0.0,56.09065,88.88888,0.0,0.0
46,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,30.76923,33.33333,47.36842,33.33333,66.66666,19.54022,0.0,0.0,68.35222,66.6187,0.0,0.0,0.0,0.0,0.0,0.0,45.07246,26.7845,0.0,0.0,0.0,0.0,42.16459,42.46575,44.37086,33.23108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,83.33333,0.0,0.0,75.0,18.51851,47.44744,41.26984,0.0,0.0,0.0,0.0,43.33333,31.25,43.75,0.0,41.12903,75.45454,0.0,0.0,65.0,42.10526,0.0,0.0,0.0,0.0,59.77337,61.11111,0.0,0.0
47,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,23.07692,0.0,63.15789,42.85714,75.0,13.7931,0.0,0.0,74.36791,68.34532,0.0,0.0,0.0,0.0,0.0,0.0,40.43478,24.33718,0.0,41.17647,0.0,0.0,38.55693,46.84931,49.00662,28.1186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,33.33333,0.0,0.0,40.0,48.14814,39.63963,24.86772,0.0,0.0,0.0,0.0,36.66666,34.375,0.0,0.0,34.27419,70.0,0.0,0.0,30.0,50.0,0.0,0.0,46.15384,0.0,56.9405,85.47008,0.0,0.0
48,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,63.15789,57.14285,75.0,13.7931,0.0,0.0,77.50653,72.80575,0.0,0.0,0.0,0.0,70.0,0.0,43.04347,19.91842,0.0,0.0,0.0,0.0,37.76775,60.9589,50.99337,32.61758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,44.44444,0.0,0.0,0.0,29.62962,53.15315,27.51322,0.0,0.0,0.0,85.71428,40.0,0.0,31.25,0.0,43.54838,79.0909,0.0,0.0,40.0,44.73684,0.0,0.0,0.0,0.0,47.30878,57.26495,0.0,0.0
49,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,23.07692,0.0,63.15789,38.09523,66.66666,18.3908,0.0,0.0,67.13164,71.3669,0.0,0.0,0.0,0.0,0.0,0.0,48.11594,19.10265,26.92307,0.0,0.0,0.0,38.89515,90.41095,50.33112,32.20858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,27.77777,0.0,0.0,65.0,29.62962,41.14114,44.44444,0.0,0.0,85.71428,0.0,56.66666,65.625,37.5,0.0,31.45161,42.72727,0.0,0.0,60.0,47.36842,0.0,0.0,0.0,0.0,45.60906,82.90598,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,27.77777,68.42105,52.38095,62.5,24.13793,0.0,0.0,68.96251,66.6187,0.0,0.0,0.0,0.0,0.0,0.0,43.33333,22.90958,0.0,0.0,0.0,0.0,44.53213,83.56164,52.98013,33.43558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,33.33333,0.0,0.0,35.0,74.07407,57.95795,45.50264,0.0,0.0,0.0,0.0,63.33333,31.25,0.0,54.54545,39.91935,71.81818,0.0,0.0,45.0,55.26315,0.0,0.0,38.46153,71.42857,43.05949,73.50427,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,33.33333,73.68421,42.85714,45.83333,13.21839,0.0,0.0,67.21883,61.8705,0.0,0.0,0.0,0.0,70.0,0.0,52.75362,22.22977,26.92307,0.0,0.0,0.0,42.39007,63.15068,51.65562,29.85685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,25.0,74.07407,52.85285,42.85714,0.0,0.0,0.0,0.0,20.0,50.0,0.0,0.0,45.96774,81.81818,0.0,0.0,30.0,34.21052,38.46153,55.55555,0.0,71.42857,51.27478,55.1282,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92307,0.0,26.31578,28.57142,70.83333,11.49425,0.0,0.0,65.64952,70.93525,0.0,0.0,0.0,0.0,0.0,0.0,59.42028,25.08497,23.07692,35.29411,0.0,0.0,45.885,83.83561,39.73509,29.7546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,35.0,37.03703,50.45045,49.20634,0.0,0.0,0.0,0.0,20.0,37.5,37.5,45.45454,43.54838,48.18181,0.0,0.0,35.0,47.36842,0.0,0.0,0.0,0.0,37.96033,69.65811,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,31.57894,23.80952,41.66666,7.47126,0.0,0.0,64.34176,63.45323,0.0,0.0,0.0,0.0,0.0,60.0,50.28985,22.36573,0.0,0.0,0.0,0.0,42.50281,78.08219,47.01986,29.24335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,80.0,37.03703,50.45045,48.14814,0.0,0.0,0.0,0.0,60.0,40.625,0.0,0.0,42.3387,59.0909,0.0,0.0,70.0,57.89473,0.0,0.0,0.0,0.0,42.7762,70.51282,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.42105,42.85714,58.33333,11.49425,0.0,0.0,78.20401,62.15827,0.0,0.0,0.0,0.0,70.0,0.0,54.49275,23.72535,30.76923,0.0,0.0,0.0,41.48816,100.0,29.13907,28.01635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,0.0,0.0,0.0,37.03703,39.03903,42.85714,0.0,0.0,0.0,0.0,86.66666,18.75,31.25,0.0,42.3387,74.54545,0.0,0.0,30.0,60.52631,61.53846,0.0,53.84615,0.0,32.86118,64.95726,0.0,0.0
55,0.0,0.0,0.0,100.0,0.0,62.5,0.0,0.0,0.0,27.77777,36.8421,66.66666,33.33333,13.21839,0.0,0.0,89.45074,70.21582,0.0,0.0,0.0,0.0,60.0,0.0,50.86956,20.05438,0.0,0.0,0.0,0.0,44.87034,87.80821,29.80132,27.81186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,38.88888,0.0,0.0,30.0,25.92592,43.84384,45.50264,0.0,0.0,0.0,71.42857,53.33333,65.625,0.0,0.0,39.51612,59.0909,0.0,0.0,45.0,81.57894,53.84615,0.0,61.53846,85.71428,32.86118,70.08547,0.0,0.0
56,0.0,0.0,0.0,60.0,0.0,62.5,0.0,0.0,0.0,0.0,36.8421,76.19047,0.0,16.66666,0.0,0.0,69.04969,60.43165,0.0,0.0,0.0,0.0,0.0,50.0,50.86956,20.39428,0.0,0.0,0.0,0.0,44.64487,86.57534,35.76158,33.74233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,35.0,29.62962,41.74174,58.73015,0.0,0.0,71.42857,0.0,56.66666,71.875,0.0,0.0,48.38709,49.0909,45.45454,0.0,25.0,100.0,0.0,0.0,0.0,0.0,28.61189,70.08547,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,57.89473,90.47619,58.33333,13.21839,0.0,0.0,77.33217,60.28776,0.0,0.0,0.0,0.0,0.0,0.0,42.60869,17.81101,0.0,0.0,0.0,0.0,40.92446,97.80821,28.47682,31.90184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,35.0,62.96296,54.95495,36.50793,0.0,0.0,0.0,0.0,66.66666,31.25,0.0,0.0,44.35483,45.45454,72.72727,0.0,65.0,81.57894,0.0,0.0,0.0,0.0,28.61189,59.82905,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,36.8421,71.42857,66.66666,12.64367,0.0,0.0,75.23975,75.68345,0.0,0.0,0.0,0.0,0.0,50.0,48.26086,19.64649,0.0,0.0,0.0,0.0,50.7328,88.63013,43.7086,27.60736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,61.11111,0.0,0.0,40.0,0.0,48.64864,43.38624,0.0,0.0,0.0,0.0,30.0,56.25,43.75,45.45454,38.30645,50.0,45.45454,0.0,65.0,68.42105,0.0,0.0,0.0,0.0,31.44475,58.11965,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,33.33333,31.57894,42.85714,100.0,9.1954,0.0,0.0,70.79337,65.46762,0.0,0.0,0.0,0.0,0.0,0.0,54.20289,22.16179,26.92307,0.0,0.0,0.0,42.27733,90.13698,49.66887,25.76687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,30.0,22.22222,53.15315,65.07936,0.0,0.0,0.0,71.42857,36.66666,40.625,0.0,0.0,54.43548,62.72727,0.0,0.0,70.0,57.89473,0.0,0.0,0.0,0.0,38.52691,44.44444,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.10526,42.85714,41.66666,17.24137,0.0,0.0,65.47515,56.97841,0.0,0.0,0.0,0.0,0.0,100.0,53.76811,22.29775,0.0,35.29411,0.0,0.0,41.14994,79.86301,39.07284,27.81186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,29.62962,45.04504,32.27513,0.0,0.0,71.42857,0.0,60.0,37.5,0.0,0.0,46.37096,64.54545,0.0,87.5,35.0,86.8421,0.0,0.0,0.0,0.0,37.39376,47.43589,0.0,0.0
61,223882,28553,111679,105709,105709,139,5931692,6040,738200,3564,3989,547949,105709,805425,61038,1749,14129,105649,63071,44813,31668,66518,14108,47951,14087,33450,1039956,276106,3544,505,166689,59143,214844,12154,586378,122789,10334,58982,110257,24968,1155726,61038,29178,9810,64543,5378,28987,741,73358,132815,4146,48200,260774,4393,3989,547949,85189,5595,31001,4017,34153,6338,7343,13906,132815,131790,34153,132815,215006,27834,74721,211634,1207455,69051,1917,1822,48200,8677,78857,78858
