,닥터원더 원더패치_0,닥터원더 원더패치_1,닥터벨머 키트_0,닥터벨머 키트_1,신신제약밴드_0,신신제약밴드_1,VT COSMETICS 패치_0,VT COSMETICS 패치_1,휴족시간쿨링시트_0,휴족시간쿨링시트_1,올리브영 휴족휴면_0,올리브영 휴족휴면_1,아시리라 수액시트_0,아시리라 수액시트_1,티피오 알패치_0,티피오 알패치_1,멕리듬 아이마스크_0,멕리듬 아이마스크_1,메디테라피 패치_0,메디테라피 패치_1,일리윤 아이워머_0,일리윤 아이워머_1,스팀베이스 아이마스크_0,스팀베이스 아이마스크_1,하루온아이워머_0,하루온아이워머_1,슬로우랩 꿀잠안대_0,슬로우랩 꿀잠안대_1,일동제약 휴식시간_0,일동제약 휴식시간_1,씨엔에스글로벌 아이마스크_0,씨엔에스글로벌 아이마스크_1,누뉴 온열안대_0,누뉴 온열안대_1,아이러버쿨링풋_0,아이러버쿨링풋_1,아이스펌킨 종아리패치_0,아이스펌킨 종아리패치_1,에뛰드 마스크_0,에뛰드 마스크_1,파머메이커 팩_0,파머메이커 팩_1,어퓨 마스크_0,어퓨 마스크_1,메디힐리 아이온팩_0,메디힐리 아이온팩_1,덴티스테 스프레이_0,덴티스테 스프레이_1,테라브레스 민트_0,테라브레스 민트_1,가그린 제로_0,가그린 제로_1,덴티스테 치약_0,덴티스테 치약_1,가그린 오리지널_0,가그린 오리지널_1,리스테린 마일드_0,리스테린 마일드_1,덴티스테 케어_0,덴티스테 케어_1,암웨이 치약_0,암웨이 치약_1,오랄비 민트_0,오랄비 민트_1,2080치약_0,2080치약_1,애터미 플러스_0,애터미 플러스_1,페리오 스프레이_0,페리오 스프레이_1,아조나 치약_0,아조나 치약_1,닥터폴스 치약_0,닥터폴스 치약_1,페리오 민트]_0,페리오 민트]_1,베러데이 치약_0,베러데이 치약_1,애터미 칫솔_0,애터미 칫솔_1
25,0.0,58.84732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.82978,0.0,33.62068,40.31971,68.87417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.30434,8.36236,56.0606,0.0,21.05263,0.0,0.0,0.0,0.0,0.0,0.0,42.22222,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.70731,19.23076,21.21212,0.0,0.0,48.36601,49.74619,52.27663,12.61527,45.56962,53.96825,50.0,0.0,0.0,0.0,62.49184,77.93696,0.0,0.0,77.95031,77.29591,0.0,0.0,66.66666,0.0,71.13022,77.26597,26.41509,54.54545,0.0,0.0,0.0,0.0,77.81065,61.88811
26,0.0,51.06167,0.0,0.0,0.0,0.0,0.0,0.0,37.5,48.93617,0.0,37.06896,33.92539,58.27814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,67.82608,9.75609,75.75757,0.0,13.15789,0.0,0.0,0.0,0.0,0.0,0.0,31.11111,67.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.02439,21.15384,27.07722,0.0,0.0,55.88235,42.8934,58.76288,17.87656,43.03797,100.0,42.30769,0.0,0.0,0.0,79.58251,76.44699,0.0,0.0,100.0,79.08163,0.0,0.0,66.66666,66.66666,87.59213,95.54234,27.35849,65.15151,0.0,0.0,0.0,0.0,78.69822,60.66433
27,0.0,64.10515,0.0,0.0,0.0,0.0,0.0,0.0,20.83333,46.80851,0.0,44.82758,44.93783,64.23841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,43.47826,6.6202,65.15151,0.0,0.0,20.75471,0.0,0.0,0.0,0.0,0.0,42.22222,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.82926,39.28571,22.77614,0.0,0.0,45.75163,43.90862,58.84879,26.90943,64.55696,74.60317,42.30769,53.57142,0.0,0.0,91.45466,62.40687,0.0,0.0,84.47204,84.94897,0.0,0.0,0.0,50.0,83.90663,98.95988,18.86792,65.15151,0.0,0.0,0.0,0.0,75.14792,57.16783
28,0.0,70.98078,0.0,0.0,0.0,0.0,0.0,0.0,50.0,44.68085,0.0,38.7931,51.50976,40.39735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.47826,7.6655,78.78787,27.77777,18.42105,0.0,0.0,0.0,0.0,0.0,0.0,60.0,46.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.78048,28.57142,100.0,0.0,0.0,32.67973,49.74619,53.56529,16.26862,40.50632,69.84126,19.23076,25.0,0.0,0.0,85.45335,54.67048,0.0,0.0,96.27329,57.14285,0.0,0.0,75.0,58.33333,85.38083,100.0,16.03773,78.78787,0.0,0.0,0.0,0.0,66.56804,52.27272
29,0.0,71.28412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0851,0.0,41.37931,47.60213,59.60264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.30434,11.49825,42.42424,0.0,0.0,9.43396,0.0,0.0,0.0,0.0,0.0,33.33333,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.82417,22.77614,0.0,0.0,36.9281,53.29949,61.94158,14.66067,35.44303,69.84126,23.07692,64.28571,0.0,0.0,84.73581,56.67621,0.0,0.0,91.6149,66.07142,0.0,0.0,0.0,50.0,92.01474,84.24962,0.0,53.0303,0.0,0.0,0.0,0.0,71.00591,62.41258
30,0.0,57.43174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.70212,100.0,33.62068,50.62166,55.62913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.7826,9.05923,48.48484,0.0,15.78947,11.32075,0.0,0.0,0.0,0.0,0.0,37.77777,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,31.70731,40.10989,17.98631,0.0,0.0,28.75816,57.3604,70.189,18.44407,34.17721,65.07936,57.6923,50.0,0.0,0.0,80.43052,74.55587,0.0,0.0,68.63354,79.84693,0.0,0.0,58.33333,0.0,73.21867,77.11738,6.60377,53.0303,0.0,0.0,0.0,0.0,74.85207,69.75524
31,0.0,53.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.70212,0.0,19.82758,88.80994,62.25165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,77.3913,8.01393,71.21212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.51219,52.1978,13.88074,0.0,0.0,42.81045,45.17766,40.67869,16.0558,39.2405,63.49206,61.53846,21.42857,0.0,0.0,58.77364,78.45272,0.0,0.0,83.54037,93.11224,0.0,0.0,0.0,0.0,60.19656,67.75631,0.0,57.57575,0.0,0.0,0.0,0.0,79.58579,67.13286
32,0.0,57.83619,0.0,0.0,0.0,0.0,0.0,0.0,54.16666,51.06382,0.0,25.0,100.0,34.43708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.52173,8.36236,100.0,27.77777,0.0,24.5283,0.0,0.0,0.0,0.0,0.0,62.22222,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.26829,44.50549,12.51221,0.0,0.0,49.3464,46.95431,82.689,13.75029,63.29113,53.96825,26.92307,50.0,0.0,0.0,55.77299,85.78796,0.0,0.0,82.60869,84.69387,0.0,0.0,83.33333,100.0,82.80098,85.28974,0.0,43.93939,0.0,0.0,0.0,0.0,75.14792,70.10489
33,0.0,61.07178,0.0,0.0,0.0,0.0,0.0,0.0,54.16666,38.29787,0.0,20.68965,63.58792,38.41059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.65217,6.96864,62.12121,0.0,13.15789,11.32075,0.0,0.0,0.0,0.0,0.0,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.41758,16.42228,0.0,0.0,79.41176,66.24365,38.57388,14.4715,72.15189,41.26984,19.23076,50.0,0.0,0.0,59.75212,75.41547,0.0,0.0,89.75155,73.72448,0.0,0.0,0.0,83.33333,87.59213,91.08469,0.0,56.0606,0.0,0.0,0.0,0.0,82.54437,59.61538
34,0.0,58.64509,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,29.78723,0.0,24.13793,70.69271,39.07284,0.0,0.0,0.0,55.55555,0.0,0.0,56.25,0.0,0.0,44.34782,8.36236,45.45454,44.44444,13.15789,0.0,0.0,0.0,0.0,0.0,0.0,13.33333,17.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,0.0,12.19512,42.58241,15.05376,0.0,0.0,51.63398,87.81725,41.49484,16.12674,49.36708,71.42857,0.0,39.28571,0.0,0.0,70.71102,62.23495,0.0,0.0,95.65217,82.39795,0.0,0.0,58.33333,0.0,100.0,82.91233,0.0,48.48484,0.0,0.0,0.0,0.0,69.82248,51.92307
