,닥터원더 원더패치_0,닥터원더 원더패치_1,닥터벨머 키트_0,닥터벨머 키트_1,신신제약밴드_0,신신제약밴드_1,VT COSMETICS 패치_0,VT COSMETICS 패치_1,휴족시간쿨링시트_0,휴족시간쿨링시트_1,올리브영 휴족휴면_0,올리브영 휴족휴면_1,아시리라 수액시트_0,아시리라 수액시트_1,티피오 알패치_0,티피오 알패치_1,멕리듬 아이마스크_0,멕리듬 아이마스크_1,메디테라피 패치_0,메디테라피 패치_1,일리윤 아이워머_0,일리윤 아이워머_1,스팀베이스 아이마스크_0,스팀베이스 아이마스크_1,하루온아이워머_0,하루온아이워머_1,슬로우랩 꿀잠안대_0,슬로우랩 꿀잠안대_1,일동제약 휴식시간_0,일동제약 휴식시간_1,씨엔에스글로벌 아이마스크_0,씨엔에스글로벌 아이마스크_1,누뉴 온열안대_0,누뉴 온열안대_1,아이러버쿨링풋_0,아이러버쿨링풋_1,아이스펌킨 종아리패치_0,아이스펌킨 종아리패치_1,에뛰드 마스크_0,에뛰드 마스크_1,파머메이커 팩_0,파머메이커 팩_1,어퓨 마스크_0,어퓨 마스크_1,메디힐리 아이온팩_0,메디힐리 아이온팩_1,덴티스테 스프레이_0,덴티스테 스프레이_1,테라브레스 민트_0,테라브레스 민트_1,가그린 제로_0,가그린 제로_1,덴티스테 치약_0,덴티스테 치약_1,가그린 오리지널_0,가그린 오리지널_1,리스테린 마일드_0,리스테린 마일드_1,덴티스테 케어_0,덴티스테 케어_1,암웨이 치약_0,암웨이 치약_1,오랄비 민트_0,오랄비 민트_1,2080치약_0,2080치약_1,애터미 플러스_0,애터미 플러스_1,페리오 스프레이_0,페리오 스프레이_1,아조나 치약_0,아조나 치약_1,닥터폴스 치약_0,닥터폴스 치약_1,페리오 민트]_0,페리오 민트]_1,베러데이 치약_0,베러데이 치약_1,애터미 칫솔_0,애터미 칫솔_1
35,0.0,62.28513,0.0,0.0,0.0,0.0,0.0,0.0,54.16666,53.19148,0.0,19.82758,62.69982,47.68211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,33.91304,7.6655,40.90909,0.0,21.05263,18.86792,0.0,0.0,0.0,0.0,0.0,15.55555,50.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,26.82926,32.6923,20.4301,0.0,0.0,53.92156,85.53299,67.22508,16.3632,68.35443,71.42857,57.6923,35.71428,0.0,0.0,65.88388,63.20916,0.0,0.0,74.2236,58.16326,0.0,0.0,50.0,0.0,87.83783,86.77563,0.0,72.72727,0.0,0.0,0.0,0.0,68.63905,49.47552
36,0.0,57.63397,0.0,0.0,0.0,0.0,0.0,0.0,37.5,34.04255,0.0,27.5862,58.9698,41.72185,0.0,0.0,100.0,0.0,0.0,0.0,43.75,0.0,56.25,32.17391,100.0,28.78787,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.46341,37.91208,11.43695,0.0,0.0,44.44444,100.0,32.64604,16.43414,44.30379,79.36507,34.61538,42.85714,0.0,0.0,50.75016,76.38968,0.0,0.0,61.49068,57.14285,0.0,0.0,75.0,0.0,74.81572,78.1575,32.07547,40.90909,0.0,0.0,0.0,0.0,52.66272,49.65034
37,0.0,57.63397,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,42.55319,0.0,22.41379,66.60746,47.01986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.86956,71.777,40.90909,0.0,15.78947,0.0,0.0,0.0,0.0,0.0,0.0,26.66666,35.71428,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,58.53658,44.23076,10.94819,0.0,0.0,40.52287,93.1472,26.37457,23.64625,50.63291,68.25396,38.46153,35.71428,0.0,0.0,37.63861,80.22922,0.0,0.0,65.21739,66.07142,0.0,0.0,58.33333,66.66666,66.33906,72.65973,30.18867,46.96969,0.0,0.0,0.0,0.0,70.4142,53.67132
38,0.0,52.67947,0.0,0.0,0.0,0.0,0.0,0.0,37.5,12.76595,0.0,19.82758,54.35168,41.0596,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,31.25,42.60869,24.39024,46.96969,0.0,21.05263,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.17073,54.3956,11.24144,100.0,0.0,39.86928,88.57868,26.46048,14.44786,43.03797,38.09523,34.61538,46.42857,0.0,0.0,41.7482,82.80802,0.0,0.0,59.31677,67.85714,0.0,0.0,50.0,66.66666,49.87714,63.74442,0.0,100.0,0.0,0.0,0.0,0.0,92.01183,48.60139
39,0.0,50.75834,0.0,0.0,0.0,0.0,0.0,0.0,37.5,27.65957,0.0,19.82758,47.60213,56.29139,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,43.75,48.69565,24.39024,24.24242,66.66666,55.26315,0.0,0.0,0.0,0.0,0.0,0.0,13.33333,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.14634,83.7912,12.02346,0.0,0.0,66.66666,67.76649,33.9347,12.79262,58.22784,42.85714,19.23076,42.85714,0.0,0.0,55.70776,77.65042,0.0,0.0,90.68322,73.21428,0.0,0.0,0.0,0.0,71.13022,80.98068,0.0,34.84848,0.0,0.0,0.0,0.0,89.05325,38.81118
40,0.0,51.2639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.40425,0.0,26.72413,47.77975,44.37086,0.0,0.0,0.0,0.0,0.0,0.0,56.25,0.0,43.75,42.60869,16.3763,31.81818,0.0,71.05263,0.0,0.0,0.0,0.0,0.0,0.0,24.44444,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.14634,100.0,11.5347,0.0,0.0,59.15032,55.07614,41.66666,12.40245,45.56962,31.74603,46.15384,28.57142,0.0,0.0,72.40704,77.36389,0.0,0.0,90.68322,72.70408,0.0,0.0,0.0,75.0,87.46928,96.58246,4.71698,48.48484,0.0,0.0,0.0,0.0,72.4852,39.51048
41,0.0,64.20626,0.0,0.0,0.0,0.0,0.0,0.0,20.83333,57.4468,0.0,22.41379,45.64831,54.96688,0.0,0.0,0.0,66.66666,0.0,0.0,37.5,0.0,43.75,53.04347,10.10452,48.48484,0.0,57.89473,9.43396,0.0,0.0,0.0,0.0,0.0,22.22222,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.82926,97.25274,12.31671,0.0,0.0,50.32679,63.19796,49.35567,36.61622,35.44303,52.38095,38.46153,46.42857,0.0,0.0,100.0,64.58452,0.0,0.0,95.65217,57.39795,0.0,0.0,0.0,0.0,86.11793,78.30609,0.0,65.15151,0.0,0.0,0.0,0.0,71.30177,43.18181
42,0.0,61.47623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4468,0.0,24.13793,52.57548,33.11258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,32.17391,22.64808,43.93939,0.0,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.02439,82.14285,14.95601,0.0,0.0,46.40522,72.33502,42.82646,15.72475,39.2405,44.44444,30.76923,71.42857,0.0,0.0,89.49771,68.42406,0.0,0.0,78.57142,56.63265,0.0,0.0,0.0,58.33333,73.95577,78.30609,0.0,68.18181,0.0,0.0,0.0,0.0,65.38461,61.36363
43,0.0,51.76946,100.0,0.0,0.0,0.0,0.0,0.0,29.16666,44.68085,100.0,28.44827,55.77264,49.66887,0.0,0.0,0.0,0.0,0.0,0.0,56.25,0.0,0.0,40.0,30.31358,27.27272,27.77777,26.31578,9.43396,45.45454,0.0,0.0,0.0,0.0,40.0,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60975,61.53846,12.31671,0.0,0.0,41.50326,59.64467,38.53092,15.78387,46.83544,63.49206,26.92307,21.42857,0.0,0.0,80.49575,74.32664,0.0,0.0,73.60248,53.31632,0.0,0.0,0.0,0.0,67.81326,75.92867,4.71698,42.42424,0.0,0.0,0.0,0.0,54.43786,72.90209
44,0.0,52.47724,0.0,0.0,0.0,0.0,0.0,0.0,20.83333,78.7234,0.0,18.10344,47.06927,56.29139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13043,25.43554,48.48484,0.0,23.68421,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84615,0.0,100.0,51.64835,12.51221,100.0,0.0,49.3464,77.15736,35.39518,13.92764,40.50632,57.14285,88.46153,53.57142,0.0,0.0,73.90737,94.67048,0.0,0.0,81.0559,57.90816,0.0,0.0,41.66666,83.33333,63.02211,61.66419,62.26415,45.45454,0.0,0.0,0.0,0.0,59.17159,100.0
45,0.0,56.92618,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,63.82978,0.0,37.06896,56.83836,46.35761,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,0.0,45.21739,34.8432,39.39393,0.0,26.31578,0.0,54.54545,0.0,0.0,0.0,0.0,33.33333,75.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,58.53658,47.52747,11.82795,0.0,0.0,52.28758,65.98984,30.97079,13.2419,30.37974,71.42857,80.76923,28.57142,0.0,0.0,63.8617,81.37535,0.0,0.0,52.48447,70.91836,0.0,0.0,83.33333,0.0,57.73955,62.10995,100.0,43.93939,0.0,0.0,0.0,0.0,73.07692,88.28671
46,0.0,48.93832,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.40425,0.0,16.37931,52.93072,33.77483,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,57.3913,14.98257,57.57575,0.0,18.42105,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,39.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.82926,41.20879,11.43695,0.0,0.0,49.6732,66.75126,100.0,11.20832,43.03797,63.49206,100.0,71.42857,0.0,0.0,49.96738,86.18911,0.0,0.0,77.63975,58.41836,0.0,0.0,66.66666,58.33333,57.98525,65.23031,69.81132,93.93939,0.0,0.0,0.0,0.0,64.79289,83.56643
47,0.0,53.69059,0.0,0.0,0.0,0.0,0.0,0.0,45.83333,23.40425,0.0,18.96551,54.5293,39.73509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,39.13043,13.58885,45.45454,33.33333,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,35.55555,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.70731,44.23076,12.70772,0.0,0.0,35.94771,52.28426,61.85567,13.52565,73.41772,74.60317,61.53846,39.28571,0.0,0.0,56.36007,84.24068,0.0,0.0,85.09316,62.24489,0.0,0.0,58.33333,50.0,59.3366,71.17384,46.22641,71.21212,0.0,0.0,0.0,0.0,61.83431,60.48951
48,0.0,58.03842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.42553,0.0,21.55172,52.39786,58.27814,0.0,0.0,0.0,66.66666,0.0,0.0,43.75,0.0,31.25,39.13043,8.36236,69.69696,72.22222,15.78947,0.0,0.0,0.0,0.0,100.0,0.0,55.55555,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.46341,39.28571,11.5347,0.0,0.0,48.03921,56.59898,40.42096,13.62024,41.77215,38.09523,19.23076,42.85714,0.0,0.0,78.40834,80.85959,0.0,0.0,87.26708,66.32653,0.0,0.0,0.0,75.0,63.02211,72.80832,37.73584,45.45454,0.0,0.0,0.0,0.0,66.8639,53.32167
49,0.0,62.08291,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,40.42553,0.0,29.31034,60.92362,50.33112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13043,12.89198,53.0303,44.44444,15.78947,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39.28571,0.0,0.0,0.0,55.55555,0.0,0.0,61.53846,0.0,0.0,31.70731,32.96703,12.51221,0.0,0.0,49.3464,45.43147,51.93298,23.36249,45.56962,50.79365,69.23076,32.14285,0.0,0.0,74.23352,73.0659,0.0,0.0,84.47204,50.5102,0.0,0.0,41.66666,58.33333,82.43243,69.09361,19.81132,39.39393,0.0,0.0,0.0,0.0,55.32544,41.60839
50,0.0,57.33063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.57446,0.0,17.24137,58.25932,58.94039,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,58.26086,18.81533,39.39393,0.0,34.21052,0.0,54.54545,0.0,0.0,0.0,0.0,44.44444,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.80487,29.94505,14.46725,0.0,0.0,39.86928,49.74619,60.65292,14.18775,56.96202,58.73015,42.30769,64.28571,0.0,0.0,61.5786,77.36389,0.0,0.0,84.7826,51.78571,0.0,0.0,0.0,50.0,69.04176,60.62407,8.49056,65.15151,0.0,0.0,0.0,0.0,36.09467,51.92307
51,0.0,68.45298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.57446,0.0,18.10344,53.46358,55.62913,0.0,0.0,0.0,88.88888,0.0,0.0,43.75,0.0,0.0,72.17391,21.95121,33.33333,0.0,39.47368,13.20754,0.0,0.0,0.0,0.0,0.0,26.66666,92.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,68.29268,35.71428,15.34701,0.0,0.0,43.46405,56.34517,38.27319,14.43603,51.89873,30.15873,0.0,42.85714,0.0,0.0,62.36138,95.01432,0.0,0.0,63.66459,60.20408,0.0,0.0,0.0,0.0,68.55036,66.12184,0.0,30.30303,0.0,0.0,0.0,0.0,42.8994,61.71328
52,0.0,60.66734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.93617,0.0,19.82758,49.73357,50.33112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,52.17391,16.02787,48.48484,27.77777,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,25.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,48.78048,30.76923,12.60997,0.0,0.0,48.69281,64.467,29.93986,13.79758,36.70886,30.15873,38.46153,17.85714,0.0,0.0,54.1422,99.88538,0.0,0.0,63.35403,66.83673,0.0,0.0,0.0,0.0,59.828,76.07726,11.32075,62.12121,0.0,0.0,0.0,0.0,42.30769,62.23776
53,0.0,62.08291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.70212,0.0,81.03448,75.66607,39.07284,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,37.5,74.7826,20.55749,59.0909,0.0,15.78947,0.0,0.0,0.0,0.0,90.0,0.0,46.66666,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.78048,28.02197,12.80547,0.0,0.0,58.49673,60.15228,28.2646,11.58666,44.30379,31.74603,30.76923,46.42857,0.0,0.0,44.16177,97.59312,0.0,0.0,77.63975,66.32653,0.0,0.0,0.0,0.0,64.86486,86.62704,5.66037,77.27272,0.0,0.0,0.0,0.0,64.49704,61.18881
54,0.0,65.01516,0.0,0.0,0.0,0.0,0.0,0.0,62.5,29.78723,0.0,57.75862,81.88277,47.68211,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,93.91304,11.84668,48.48484,0.0,36.8421,15.09433,0.0,0.0,0.0,0.0,0.0,51.11111,28.57142,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,63.63636,53.65853,33.51648,8.8954,0.0,0.0,43.13725,53.29949,35.26632,11.49207,15.18987,31.74603,46.15384,78.57142,0.0,0.0,50.94585,94.61318,0.0,0.0,86.3354,80.86734,0.0,0.0,0.0,0.0,72.35872,95.69093,5.66037,62.12121,0.0,0.0,0.0,0.0,76.92307,54.1958
55,0.0,74.31749,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,48.27586,66.25222,41.0596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.33101,43.93939,33.33333,44.73684,0.0,0.0,0.0,0.0,0.0,0.0,48.88888,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.34146,28.2967,11.5347,0.0,0.0,53.92156,45.17766,60.82474,13.89217,37.97468,34.92063,46.15384,42.85714,0.0,0.0,70.97195,71.51862,0.0,0.0,81.98757,80.86734,0.0,0.0,0.0,0.0,73.83292,100.0,0.0,74.24242,0.0,0.0,0.0,0.0,100.0,60.66433
56,0.0,71.68857,0.0,71.42857,0.0,0.0,0.0,0.0,33.33333,17.02127,0.0,62.93103,66.96269,34.43708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.30434,12.19512,31.81818,0.0,23.68421,0.0,45.45454,0.0,0.0,0.0,0.0,22.22222,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,48.78048,32.41758,13.19648,100.0,0.0,62.0915,54.82233,42.43986,26.35374,35.44303,26.98412,26.92307,21.42857,0.0,0.0,69.27592,61.71919,0.0,0.0,90.99378,67.60204,0.0,0.0,0.0,41.66666,80.83538,94.94799,0.0,68.18181,0.0,0.0,0.0,0.0,72.4852,44.05594
57,0.0,77.95753,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,27.65957,0.0,44.82758,72.64653,43.7086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.65217,12.89198,27.27272,50.0,18.42105,0.0,45.45454,0.0,0.0,0.0,0.0,84.44444,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.90909,48.78048,45.05494,10.85043,0.0,0.0,56.86274,57.86802,34.23539,14.60156,37.97468,33.33333,38.46153,25.0,0.0,0.0,63.66601,72.66475,0.0,0.0,74.53416,55.61224,0.0,0.0,91.66666,83.33333,88.94348,71.61961,0.0,60.60606,0.0,0.0,0.0,0.0,55.32544,49.12587
58,0.0,69.26188,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89361,0.0,38.7931,59.50266,35.76158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,9.75609,33.33333,0.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,35.55555,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.90909,46.34146,35.16483,7.91788,0.0,0.0,59.47712,58.37563,34.83676,14.69614,58.22784,17.46031,30.76923,35.71428,0.0,0.0,63.8617,78.51002,0.0,0.0,73.29192,61.73469,0.0,0.0,66.66666,66.66666,80.46683,67.60772,0.0,46.96969,0.0,0.0,0.0,0.0,61.2426,62.76223
59,0.0,62.79069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.78723,0.0,34.48275,60.92362,26.49006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.04347,17.77003,48.48484,0.0,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,37.77777,64.28571,0.0,0.0,55.55555,0.0,0.0,0.0,53.84615,0.0,63.63636,63.41463,33.51648,9.57966,0.0,0.0,52.94117,47.71573,34.14948,18.81059,49.36708,33.33333,42.30769,57.14285,0.0,0.0,59.94781,68.25214,0.0,0.0,68.63354,100.0,0.0,0.0,58.33333,58.33333,64.86486,56.61218,0.0,31.81818,0.0,0.0,0.0,0.0,84.61538,68.70629
60,0.0,62.68958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76595,0.0,100.0,61.10124,26.49006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.82608,14.28571,60.60606,27.77777,28.94736,0.0,54.54545,0.0,0.0,0.0,0.0,77.77777,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.78048,38.18681,7.03812,0.0,0.0,60.13071,58.62944,31.61512,11.31473,59.49367,52.38095,0.0,67.85714,0.0,0.0,51.46771,60.17191,0.0,0.0,72.36024,76.78571,0.0,0.0,41.66666,0.0,74.20147,63.74442,0.0,62.12121,0.0,0.0,0.0,0.0,81.36094,62.41258
61,293972,105028,6097,11955,167,278165,4135,1807,9747,12338,4485,9994,157532,8722,39346,2923,2375,22,47383,50066,196,539769,40339,1396,758,146,245,158,265,9011,5119,57650,2905,5865,1326,41,17,39346,153712,700,90911,776590,16237,260817,3108,69606,614707,477,14081,82138,6474,11574,23348,5451,6474,35600,47550,6102,23348,536941,8602,198,22285,30342,536941,383733,6209,1427,7437,5411,9603,1916,536941,1813,191438,121473,836,231,3008,2000
