,코스알엑스 토너_0,코스알엑스 토너_1,더랩 바이 블랑두 패드_0,더랩 바이 블랑두 패드_1,프레쥬 토너_0,프레쥬 토너_1,스팀베이스 패드_0,스팀베이스 패드_1,더모테라피 토너_0,더모테라피 토너_1,홀리카홀리카 패드_0,홀리카홀리카 패드_1,오휘 소프너_0,오휘 소프너_1,시드물 토너_0,시드물 토너_1,바디버든프로젝트 패드_0,바디버든프로젝트 패드_1,언파코스메틱 시카토너_0,언파코스메틱 시카토너_1,더마토리 보습패드_0,더마토리 보습패드_1,프리메라 워터_0,프리메라 워터_1,브링그린 스킨_0,브링그린 스킨_1,미샤 스킨_0,미샤 스킨_1,아이소이 (각질파토)_0,아이소이 (각질파토)_1,이퀄베리 토너_0,이퀄베리 토너_1,비플랫 토너_0,비플랫 토너_1,토니모리 토너_0,토니모리 토너_1,얼트루 토너_0,얼트루 토너_1,보타니티 부스터_0,보타니티 부스터_1,에스트라 로션_0,에스트라 로션_1,제로이드 로션_0,제로이드 로션_1,피지오겔 로션_0,피지오겔 로션_1,유리프 에멀전_0,유리프 에멀전_1,라포티셀 플루이드_0,라포티셀 플루이드_1,빌리프 모이스트_0,빌리프 모이스트_1,빌리프 밸런싱_0,빌리프 밸런싱_1,킵쿨 로션_0,킵쿨 로션_1,한율 플루이드_0,한율 플루이드_1,제로이드 수딩로션_0,제로이드 수딩로션_1,닥터벨머 모이스처라이저_0,닥터벨머 모이스처라이저_1,잇퍼 에멀젼_0,잇퍼 에멀젼_1,닥터뉴엘 로센스_0,닥터뉴엘 로센스_1,Dr.G 플루이드_0,Dr.G 플루이드_1,셀라피 로션_0,셀라피 로션_1,홀리카홀리카 에멀젼_0,홀리카홀리카 에멀젼_1,이니스프리 로션_0,이니스프리 로션_1,싸이닉 로션_0,싸이닉 로션_1,설화수 명의본초앰플_0,설화수 명의본초앰플_1,홀리카홀리카 세럼_0,홀리카홀리카 세럼_1
20,22.68041,65.78947,3.44827,45.77464,34.69387,13.15789,0.0,0.0,1.40388,2.59179,0.0,0.0,0.0,0.0,62.5,51.85185,0.0,0.0,0.0,0.0,13.95348,0.0,33.33333,0.0,0.0,0.0,91.22807,69.01408,0.0,0.0,0.0,0.0,0.0,0.0,61.32075,50.42735,0.0,0.0,0.0,0.0,39.53488,56.41025,56.09756,31.95876,68.78048,48.86426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6875,80.0,48.38709,30.30303,50.57471,25.84369,51.28205,62.5,0.0,0.0,0.0,0.0,0.0,0.0,43.47826,7.60869,0.0,0.0,75.58685,31.74157,13.11475,58.0,53.57142,29.41176,0.0,5.60747
21,20.61855,100.0,2.5862,55.6338,0.0,14.21052,0.0,0.0,0.86393,2.91576,0.0,0.0,0.0,0.0,68.75,29.62962,0.0,0.0,0.0,0.0,25.58139,0.0,0.0,60.0,0.0,0.0,57.89473,62.44131,0.0,0.0,0.0,0.0,0.0,0.0,52.83018,60.68376,0.0,0.0,0.0,0.0,81.39534,25.64102,89.43089,39.5189,73.78048,46.64819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.98437,83.33333,22.58064,15.15151,60.91954,34.36944,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.56521,0.0,0.0,0.0,56.80751,29.21348,0.0,88.0,57.14285,47.05882,0.0,7.47663
22,17.52577,43.42105,0.0,49.29577,10.20408,22.63157,0.0,0.0,1.07991,18.89848,0.0,0.0,0.0,0.0,68.75,70.37037,0.0,0.0,0.0,0.0,15.11627,17.85714,33.33333,0.0,0.0,0.0,84.21052,46.94835,0.0,0.0,0.0,0.0,0.0,0.0,52.83018,71.79487,0.0,0.0,0.0,0.0,32.55813,30.76923,81.30081,100.0,72.07317,41.66204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90625,96.66666,22.58064,42.42424,100.0,34.63587,28.20512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.91304,7.60869,0.0,0.0,60.56338,29.49438,0.0,94.0,71.42857,41.17647,0.0,0.0
23,14.43298,36.8421,2.15517,66.19718,0.0,17.36842,0.0,0.0,2.15982,65.76673,0.0,0.0,0.0,0.0,43.75,48.14814,0.0,0.0,0.0,0.0,13.95348,0.0,0.0,0.0,0.0,0.0,45.61403,44.13145,0.0,0.0,0.0,0.0,0.0,0.0,42.45283,70.94017,0.0,0.0,0.0,0.0,46.51162,35.89743,78.86178,72.16494,77.31707,37.61772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.66666,24.19354,33.33333,80.45977,43.87211,43.58974,100.0,0.0,0.0,0.0,0.0,0.0,0.0,86.95652,14.13043,0.0,0.0,66.66666,30.33707,0.0,56.0,32.14285,47.05882,0.0,5.60747
24,13.40206,39.47368,3.44827,65.49295,0.0,13.68421,0.0,0.0,3.13174,100.0,71.42857,0.0,0.0,0.0,43.75,66.66666,0.0,0.0,0.0,0.0,16.27906,28.57142,40.0,60.0,0.0,0.0,50.87719,42.723,0.0,0.0,0.0,0.0,0.0,0.0,37.73584,64.95726,0.0,0.0,0.0,0.0,67.44186,41.02564,85.36585,70.44673,66.46341,32.79778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33333,19.35483,51.51515,70.88122,43.25044,56.41025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.56521,10.86956,0.0,0.0,65.25821,28.65168,0.0,100.0,100.0,100.0,0.0,0.0
25,15.46391,21.05263,3.44827,57.74647,0.0,23.15789,0.0,0.0,3.02375,74.51403,0.0,0.0,0.0,0.0,46.875,48.14814,0.0,0.0,0.0,0.0,12.79069,0.0,53.33333,0.0,0.0,0.0,29.82456,37.0892,0.0,0.0,0.0,0.0,0.0,0.0,48.1132,64.10256,0.0,0.0,33.33333,0.0,53.48837,48.71794,67.47967,63.23024,58.04878,34.95844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,24.19354,57.57575,82.75862,37.5666,51.28205,87.5,0.0,0.0,0.0,0.0,0.0,0.0,34.7826,19.56521,0.0,0.0,61.97183,32.30337,0.0,72.0,71.42857,64.70588,0.0,0.0
26,17.52577,30.26315,3.44827,52.8169,65.30612,18.94736,0.0,0.0,5.18358,34.9892,0.0,63.63636,0.0,0.0,34.375,100.0,0.0,0.0,0.0,0.0,27.90697,0.0,80.0,60.0,0.0,0.0,21.05263,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.96226,47.86324,0.0,0.0,0.0,0.0,39.53488,38.46153,41.46341,65.97938,76.70731,44.59833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,30.64516,45.45454,85.82375,30.01776,46.15384,75.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43478,14.13043,0.0,0.0,50.23474,42.41573,0.0,88.0,39.28571,70.58823,0.0,5.60747
27,17.52577,19.73684,2.5862,50.70422,18.36734,18.42105,0.0,0.0,5.39956,29.80561,0.0,0.0,0.0,0.0,62.5,33.33333,0.0,0.0,0.0,0.0,20.93023,0.0,40.0,0.0,0.0,0.0,40.35087,22.53521,0.0,0.0,0.0,0.0,0.0,0.0,41.50943,56.41025,0.0,0.0,27.77777,0.0,69.76744,41.02564,35.77235,49.14089,70.0,50.3047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90625,66.66666,35.48387,39.39393,93.10344,32.50444,74.35897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13043,8.69565,0.0,0.0,46.94835,41.01123,0.0,70.0,57.14285,35.29411,0.0,6.54205
28,23.71134,40.78947,6.46551,47.88732,0.0,17.89473,0.0,0.0,2.59179,34.44924,0.0,0.0,0.0,0.0,40.625,70.37037,0.0,0.0,0.0,0.0,29.06976,25.0,73.33333,0.0,0.0,0.0,70.17543,8.4507,0.0,0.0,0.0,0.0,0.0,0.0,65.09433,65.81196,0.0,0.0,0.0,0.0,95.34883,25.64102,72.35772,50.51546,73.29268,49.25207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,45.16129,45.45454,93.10344,38.54351,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21739,8.69565,0.0,0.0,68.07511,39.88764,8.19672,90.0,42.85714,0.0,0.0,5.60747
29,16.49484,34.21052,4.74137,45.07042,0.0,8.42105,0.0,0.0,2.91576,27.4298,0.0,45.45454,0.0,0.0,37.5,66.66666,0.0,0.0,0.0,0.0,13.95348,0.0,40.0,60.0,0.0,0.0,21.05263,11.73708,0.0,0.0,0.0,0.0,0.0,0.0,62.26415,64.10256,0.0,0.0,0.0,0.0,58.13953,28.20512,67.47967,57.38831,65.0,73.3518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,96.66666,43.54838,36.36363,80.07662,40.76376,56.41025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.17391,8.69565,0.0,0.0,64.78873,38.76404,0.0,38.0,21.42857,29.41176,0.0,0.0
30,28.86597,55.26315,7.75862,47.88732,18.36734,13.68421,0.0,0.0,18.89848,37.90496,0.0,0.0,0.0,0.0,37.5,70.37037,0.0,0.0,0.0,0.0,40.69767,21.42857,33.33333,0.0,0.0,0.0,35.08771,14.0845,0.0,0.0,0.0,0.0,0.0,0.0,42.45283,61.53846,0.0,0.0,0.0,0.0,25.58139,46.15384,60.9756,45.70446,76.82926,52.96398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,19.35483,39.39393,78.9272,35.96802,43.58974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.95652,15.21739,0.0,0.0,58.68544,30.61797,0.0,76.0,17.85714,35.29411,0.0,0.0
31,21.64948,28.94736,4.31034,52.11267,0.0,18.42105,0.0,0.0,65.76673,67.4946,71.42857,0.0,0.0,0.0,28.125,25.92592,0.0,0.0,0.0,0.0,86.04651,0.0,53.33333,50.0,0.0,0.0,57.89473,18.30985,0.0,0.0,0.0,0.0,0.0,0.0,55.66037,55.55555,0.0,0.0,0.0,63.63636,39.53488,71.79487,43.08943,39.5189,58.53658,41.88365,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,63.67187,56.66666,30.64516,63.63636,70.49808,28.50799,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.47826,18.47826,0.0,0.0,73.70892,38.20224,100.0,66.0,28.57142,29.41176,0.0,100.0
32,31.95876,22.36842,3.44827,59.85915,10.20408,15.26315,0.0,0.0,100.0,51.61987,0.0,0.0,0.0,0.0,43.75,29.62962,0.0,0.0,0.0,0.0,34.88372,0.0,33.33333,0.0,0.0,0.0,68.42105,25.82159,0.0,0.0,0.0,0.0,0.0,0.0,61.32075,71.79487,0.0,0.0,0.0,0.0,46.51162,69.23076,70.7317,35.39518,91.58536,35.40166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,19.35483,45.45454,70.49808,32.94849,58.97435,62.5,0.0,0.0,0.0,0.0,0.0,0.0,56.52173,14.13043,0.0,0.0,64.31924,27.80898,63.93442,86.0,39.28571,47.05882,0.0,71.96261
33,20.61855,15.78947,3.01724,54.92957,14.28571,24.73684,0.0,0.0,74.51403,41.1447,0.0,0.0,0.0,0.0,31.25,70.37037,0.0,0.0,0.0,0.0,47.67441,42.85714,46.66666,50.0,0.0,0.0,31.57894,7.04225,0.0,0.0,0.0,0.0,0.0,0.0,60.37735,61.53846,0.0,0.0,0.0,0.0,46.51162,58.97435,56.91056,43.29896,74.14634,45.37396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.76562,0.0,17.74193,39.39393,71.6475,24.60035,64.10256,75.0,0.0,0.0,0.0,0.0,0.0,0.0,52.17391,21.73913,0.0,0.0,51.64319,37.07865,49.18032,62.0,50.0,47.05882,0.0,31.7757
34,37.1134,17.10526,7.32758,37.32394,0.0,23.68421,0.0,0.0,34.9892,42.54859,0.0,0.0,0.0,0.0,65.625,85.18518,0.0,0.0,0.0,0.0,43.02325,50.0,0.0,0.0,0.0,0.0,71.92982,11.73708,0.0,0.0,0.0,0.0,0.0,0.0,64.15094,52.99145,0.0,0.0,0.0,0.0,46.51162,46.15384,26.01626,42.26804,93.78048,52.52077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.32812,16.66666,27.41935,72.72727,79.31034,24.06749,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21739,8.69565,0.0,0.0,52.11267,38.76404,47.54098,66.0,82.14285,29.41176,0.0,18.69158
35,11.3402,35.52631,3.87931,44.36619,0.0,14.21052,0.0,0.0,29.80561,36.93304,0.0,0.0,0.0,0.0,81.25,55.55555,0.0,0.0,0.0,0.0,29.06976,39.28571,46.66666,100.0,0.0,0.0,45.61403,14.0845,0.0,0.0,0.0,0.0,0.0,0.0,60.37735,56.41025,0.0,0.0,44.44444,0.0,41.86046,23.07692,78.04878,33.33333,100.0,49.03047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.59375,0.0,16.12903,54.54545,75.86206,35.96802,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7826,7.60869,0.0,100.0,53.52112,39.88764,37.70491,44.0,32.14285,0.0,0.0,17.757
36,19.58762,23.68421,3.87931,66.19718,18.36734,17.89473,0.0,0.0,34.44924,38.33693,0.0,0.0,0.0,0.0,65.625,25.92592,0.0,0.0,0.0,0.0,40.69767,39.28571,33.33333,0.0,0.0,0.0,29.82456,12.67605,0.0,0.0,0.0,0.0,0.0,0.0,66.98113,66.66666,0.0,0.0,0.0,0.0,44.18604,33.33333,69.91869,34.7079,81.95121,44.15512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.35937,0.0,24.19354,45.45454,72.03065,29.57371,79.48717,62.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9.7826,0.0,0.0,71.83098,37.92134,49.18032,26.0,42.85714,29.41176,0.0,5.60747
37,22.68041,26.31578,3.01724,45.07042,14.28571,13.68421,0.0,0.0,27.4298,40.92872,0.0,0.0,0.0,0.0,56.25,48.14814,0.0,0.0,0.0,0.0,34.88372,32.14285,0.0,0.0,0.0,0.0,43.85964,4.69483,0.0,0.0,0.0,0.0,0.0,0.0,52.83018,78.63247,0.0,0.0,55.55555,0.0,25.58139,41.02564,67.47967,27.83505,80.0,52.46537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.85937,0.0,30.64516,51.51515,69.7318,20.33747,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,13.04347,0.0,0.0,63.84976,28.65168,36.06557,66.0,17.85714,35.29411,0.0,6.54205
38,25.77319,30.26315,7.32758,57.04225,10.20408,14.73684,0.0,55.55555,37.90496,38.55291,0.0,0.0,0.0,0.0,40.625,59.25925,0.0,0.0,0.0,0.0,34.88372,39.28571,0.0,60.0,0.0,0.0,59.64912,8.4507,0.0,0.0,0.0,0.0,0.0,0.0,54.71698,84.61538,0.0,0.0,33.33333,0.0,44.18604,74.35897,82.11382,31.27147,85.7317,39.50138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.35937,0.0,25.80645,72.72727,63.21839,32.85968,23.07692,100.0,0.0,0.0,0.0,0.0,0.0,0.0,47.82608,100.0,0.0,0.0,64.31924,28.65168,27.86885,64.0,71.42857,35.29411,0.0,9.34579
39,35.05154,23.68421,7.32758,57.74647,0.0,8.94736,0.0,0.0,67.4946,34.44924,0.0,0.0,0.0,0.0,56.25,48.14814,0.0,0.0,0.0,0.0,32.55813,39.28571,0.0,0.0,0.0,0.0,43.85964,15.96244,0.0,0.0,0.0,0.0,0.0,0.0,59.43396,73.50427,0.0,0.0,44.44444,0.0,32.55813,87.17948,78.86178,23.71134,49.51219,37.72853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.34375,0.0,30.64516,33.33333,57.08812,30.19538,28.20512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.86956,17.3913,0.0,0.0,63.84976,28.08988,24.59016,54.0,46.42857,29.41176,0.0,6.54205
40,16.49484,27.63157,4.31034,42.25352,10.20408,18.94736,0.0,0.0,51.61987,30.77753,0.0,0.0,0.0,0.0,37.5,70.37037,0.0,0.0,0.0,0.0,20.93023,25.0,53.33333,0.0,0.0,0.0,52.63157,25.82159,0.0,0.0,0.0,0.0,0.0,0.0,65.09433,67.52136,0.0,0.0,0.0,0.0,44.18604,48.71794,64.22764,37.45704,52.68292,42.43767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.96875,16.66666,22.58064,0.0,91.95402,26.8206,43.58974,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,43.47826,7.60869,0.0,0.0,41.78403,39.32584,24.59016,70.0,42.85714,29.41176,0.0,51.40186
41,16.49484,48.68421,9.05172,45.77464,0.0,20.0,0.0,0.0,41.1447,19.9784,0.0,0.0,0.0,0.0,34.375,55.55555,0.0,0.0,0.0,0.0,36.04651,32.14285,33.33333,0.0,0.0,0.0,54.38596,28.16901,0.0,0.0,0.0,0.0,0.0,0.0,64.15094,70.94017,0.0,0.0,33.33333,45.45454,30.23255,64.10256,50.4065,37.1134,58.29268,50.1385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1875,0.0,30.64516,27.27272,84.29118,22.46891,41.02564,75.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7826,10.86956,0.0,0.0,41.78403,32.30337,31.14754,72.0,39.28571,70.58823,0.0,44.85981
42,14.43298,44.73684,21.98275,35.21126,0.0,23.15789,0.0,0.0,42.54859,17.3866,71.42857,0.0,0.0,0.0,25.0,44.44444,0.0,0.0,0.0,0.0,45.34883,57.14285,0.0,50.0,0.0,0.0,40.35087,24.88262,0.0,0.0,0.0,0.0,0.0,0.0,66.03773,58.97435,0.0,0.0,33.33333,0.0,37.2093,28.20512,90.2439,39.86254,72.56097,52.46537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85937,0.0,14.51612,27.27272,71.6475,35.7904,43.58974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.86956,13.04347,0.0,0.0,61.50234,38.20224,27.86885,26.0,50.0,41.17647,0.0,30.84112
43,19.58762,22.36842,50.0,29.57746,14.28571,20.52631,0.0,0.0,36.93304,18.6825,0.0,0.0,0.0,0.0,50.0,62.96296,0.0,0.0,0.0,0.0,59.30232,100.0,40.0,80.0,0.0,0.0,33.33333,20.18779,0.0,0.0,0.0,0.0,0.0,0.0,57.54716,87.17948,0.0,0.0,33.33333,54.54545,23.25581,41.02564,76.42276,29.8969,68.17073,47.36842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51562,0.0,43.54838,36.36363,75.47892,29.12966,23.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21739,5.43478,0.0,0.0,75.58685,30.05617,19.67213,34.0,28.57142,29.41176,0.0,22.4299
44,27.83505,50.0,12.06896,39.43661,36.73469,10.52631,0.0,0.0,38.33693,21.81425,0.0,0.0,0.0,0.0,25.0,40.74074,0.0,0.0,0.0,0.0,62.79069,64.28571,0.0,0.0,0.0,0.0,63.15789,30.04694,0.0,0.0,0.0,0.0,0.0,0.0,67.92452,78.63247,0.0,0.0,38.88888,0.0,20.93023,56.41025,96.74796,21.64948,62.31707,39.55678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73437,0.0,12.90322,30.30303,60.91954,33.65896,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.52173,5.43478,0.0,0.0,58.21596,36.79775,24.59016,42.0,46.42857,35.29411,0.0,4.67289
45,12.37113,23.68421,8.62068,29.57746,12.24489,12.63157,0.0,0.0,40.92872,19.87041,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,52.32558,50.0,53.33333,100.0,0.0,0.0,64.91228,31.45539,0.0,0.0,0.0,0.0,0.0,0.0,61.32075,83.76068,0.0,0.0,100.0,0.0,27.90697,74.35897,99.18699,28.52233,61.09756,34.40443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6875,0.0,22.58064,0.0,58.23754,31.70515,41.02564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.26086,16.30434,0.0,0.0,56.33802,30.05617,8.19672,60.0,82.14285,29.41176,0.0,11.21495
46,14.43298,34.21052,6.46551,32.39436,10.20408,15.26315,0.0,0.0,38.55291,21.49028,0.0,54.54545,0.0,0.0,40.625,22.22222,0.0,0.0,0.0,0.0,76.74418,75.0,40.0,80.0,0.0,0.0,52.63157,19.24882,0.0,0.0,0.0,0.0,0.0,0.0,63.20754,91.45299,0.0,0.0,77.77777,0.0,79.06976,48.71794,81.30081,21.64948,60.9756,43.26869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03125,0.0,16.12903,30.30303,42.14559,35.7904,46.15384,62.5,0.0,0.0,0.0,0.0,0.0,0.0,39.13043,6.52173,0.0,0.0,51.64319,33.98876,31.14754,66.0,53.57142,52.94117,0.0,9.34579
47,18.5567,35.52631,6.89655,39.43661,14.28571,21.57894,0.0,0.0,34.44924,15.11879,0.0,0.0,0.0,0.0,50.0,44.44444,0.0,0.0,0.0,0.0,55.81395,71.42857,53.33333,70.0,0.0,0.0,43.85964,13.61502,0.0,0.0,0.0,0.0,0.0,0.0,87.73584,67.52136,0.0,0.0,38.88888,0.0,90.69767,46.15384,97.56097,38.83161,44.39024,48.36565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6875,0.0,11.29032,39.39393,59.38697,34.63587,35.89743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.91304,11.95652,0.0,0.0,61.03286,34.55056,34.42622,54.0,42.85714,0.0,0.0,0.0
48,50.51546,28.94736,4.31034,32.39436,18.36734,36.31578,0.0,0.0,30.77753,12.419,0.0,0.0,0.0,0.0,28.125,44.44444,0.0,0.0,0.0,0.0,38.37209,71.42857,53.33333,0.0,0.0,0.0,56.14035,11.73708,0.0,0.0,0.0,0.0,0.0,0.0,80.18867,47.00854,0.0,0.0,72.22222,0.0,100.0,56.41025,56.91056,30.58419,61.09756,55.78947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6875,0.0,16.12903,21.21212,51.34099,29.84014,41.02564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13043,8.69565,0.0,0.0,48.82629,31.17977,24.59016,66.0,42.85714,35.29411,0.0,7.47663
49,36.08247,44.73684,6.46551,38.02816,18.36734,27.36842,0.0,0.0,19.9784,15.76673,0.0,0.0,0.0,0.0,21.875,66.66666,0.0,0.0,0.0,0.0,74.4186,46.42857,86.66666,0.0,0.0,0.0,54.38596,15.49295,0.0,0.0,0.0,0.0,0.0,0.0,74.5283,90.59829,0.0,0.0,55.55555,0.0,44.18604,35.89743,87.80487,29.20962,65.0,53.4072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90625,0.0,8.06451,30.30303,43.67816,30.81705,25.64102,75.0,0.0,0.0,71.42857,0.0,0.0,0.0,43.47826,8.69565,0.0,0.0,54.46009,35.39325,32.78688,42.0,39.28571,0.0,0.0,13.08411
50,24.74226,21.05263,7.32758,31.69014,100.0,9.47368,0.0,0.0,17.3866,15.76673,0.0,0.0,0.0,0.0,34.375,48.14814,0.0,0.0,0.0,0.0,81.39534,60.71428,46.66666,0.0,0.0,0.0,50.87719,17.37089,0.0,0.0,0.0,0.0,0.0,0.0,84.90566,71.79487,0.0,0.0,66.66666,0.0,62.79069,30.76923,100.0,31.27147,66.95121,53.29639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06451,42.42424,45.21072,28.5968,71.79487,0.0,0.0,0.0,100.0,0.0,0.0,0.0,21.73913,6.52173,0.0,0.0,54.46009,36.51685,24.59016,70.0,50.0,41.17647,0.0,5.60747
