,탄 오일_0,탄 오일_1,아로마티카 오일_0,아로마티카 오일_1,이솝 워시_0,이솝 워시_1,카밀 플러스_0,카밀 플러스_1,브링그린 [플라워티]_0,브링그린 [플라워티]_1,오이보스 크림_0,오이보스 크림_1,아베다 릴리프™_0,아베다 릴리프™_1,허바신 튜브_0,허바신 튜브_1,퓨렐 손소독제_0,퓨렐 손소독제_1,비욘드 모이스처_0,비욘드 모이스처_1,카밀 큐텐_0,카밀 큐텐_1,이니스프리 산딸기_0,이니스프리 산딸기_1,이니스프리 코랄_0,이니스프리 코랄_1,네이처리퍼블릭 릴리_0,네이처리퍼블릭 릴리_1,아비노 핸드크림_0,아비노 핸드크림_1,아트릭스 튜브형_0,아트릭스 튜브형_1,이솝 밤_0,이솝 밤_1,한율 서리태_0,한율 서리태_1,록시땅 핸드크림)_0,록시땅 핸드크림)_1,글리소메드 크림_0,글리소메드 크림_1,더샘 -그레이프프루츠-_0,더샘 -그레이프프루츠-_1,라이온 순(파우더향)_0,라이온 순(파우더향)_1,뉴트로지나 크림_0,뉴트로지나 크림_1,온더바디 민트]_0,온더바디 민트]_1,록시땅 크림_0,록시땅 크림_1,히말라야 크림_0,히말라야 크림_1,토니모리 리퀴드_0,토니모리 리퀴드_1,킵쿨 스프레이_0,킵쿨 스프레이_1,티타니아 발샴푸_0,티타니아 발샴푸_1,비단발 프리미엄_0,비단발 프리미엄_1,몽블리 발샴푸_0,몽블리 발샴푸_1,메디힐 풋마스크_0,메디힐 풋마스크_1,몽블리 메이커_0,몽블리 메이커_1,더바디샵 스크럽_0,더바디샵 스크럽_1,버츠비 크림_0,버츠비 크림_1,어퓨 삭스_0,어퓨 삭스_1,엔젤루카 발팩_0,엔젤루카 발팩_1,한자플라스트 밤_0,한자플라스트 밤_1,이니스프리 [풋]_0,이니스프리 [풋]_1,유노하나 파우더_0,유노하나 파우더_1
36,100.0,30.61224,68.62745,64.70588,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,3.6224,12.51348,0.0,77.77777,0.0,0.0,58.33333,75.0,67.3913,73.07692,41.66666,38.46153,23.68421,54.80769,0.0,0.0,0.0,0.0,5.13392,67.56756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,35.0,0.0,0.0,58.74125,73.50427,56.03112,60.94674,0.0,0.0,0.0,0.0,77.02702,19.44444,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,75.0,65.27777,0.0,38.70967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.47368
37,70.42253,22.44897,82.35294,69.93464,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,50.0,0.0,0.0,0.0,0.0,2.85014,11.26645,0.0,55.55555,0.0,0.0,0.0,0.0,99.27536,100.0,0.0,53.84615,21.05263,75.0,0.0,0.0,0.0,0.0,5.80357,71.62162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,60.0,0.0,0.0,54.54545,63.24786,50.19455,42.60355,0.0,0.0,0.0,0.0,74.32432,35.06944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,63.88888,0.0,32.25806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,26.31578
38,85.91549,32.65306,80.39215,73.20261,0.0,0.0,0.0,0.0,0.0,0.0,91.66666,58.33333,0.0,0.0,0.0,0.0,2.14261,10.92579,90.0,88.88888,0.0,0.0,0.0,100.0,76.08695,69.23076,0.0,38.46153,36.8421,81.73076,0.0,0.0,0.0,0.0,4.91071,67.56756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05882,40.0,0.0,0.0,70.62937,78.63247,36.96498,57.98816,0.0,0.0,0.0,0.0,62.16216,25.34722,0.0,0.0,0.0,0.0,45.0,46.66666,0.0,0.0,50.0,55.55555,58.33333,48.38709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,23.68421
39,71.83098,38.77551,50.98039,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,91.66666,0.0,0.0,0.0,0.0,1.60464,9.96393,0.0,0.0,0.0,0.0,0.0,0.0,67.3913,50.0,0.0,92.30769,31.57894,80.76923,0.0,0.0,0.0,0.0,6.47321,54.05405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.23529,50.0,0.0,0.0,72.02797,61.53846,49.02723,46.15384,0.0,0.0,0.0,0.0,72.97297,47.22222,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,54.16666,58.33333,0.0,48.38709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.78947
40,53.52112,14.28571,60.78431,48.36601,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,58.33333,0.0,0.0,0.0,0.0,2.31679,9.57856,0.0,66.66666,0.0,0.0,0.0,0.0,50.72463,69.23076,0.0,0.0,50.0,50.96153,0.0,0.0,0.0,0.0,4.46428,31.08108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.94117,0.0,0.0,0.0,61.53846,59.82905,35.01945,56.80473,0.0,0.0,0.0,0.0,72.97297,35.76388,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,83.33333,36.11111,0.0,22.58064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36842
41,97.18309,30.61224,70.58823,48.36601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,3.31565,8.06023,0.0,0.0,0.0,0.0,0.0,0.0,36.95652,38.46153,0.0,61.53846,47.36842,50.96153,0.0,0.0,0.0,0.0,6.25,39.86486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.23529,40.0,0.0,0.0,81.81818,62.39316,35.40856,37.2781,0.0,0.0,0.0,0.0,63.51351,31.94444,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,54.16666,52.77777,41.66666,54.8387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,39.47368
42,40.84507,30.61224,70.58823,64.05228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21398,6.90569,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,34.61538,0.0,0.0,39.47368,70.1923,0.0,0.0,0.0,0.0,6.91964,47.97297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.52941,35.0,0.0,0.0,68.53146,54.70085,55.25291,45.56213,0.0,0.0,0.0,0.0,67.56756,30.20833,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,33.33333,66.66666,50.0,48.38709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.68421
43,49.29577,18.36734,64.70588,57.51633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73425,6.07947,60.0,66.66666,0.0,0.0,0.0,0.0,40.57971,76.92307,0.0,76.92307,26.31578,98.07692,0.0,0.0,0.0,0.0,7.36607,60.13513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,55.0,0.0,0.0,60.13986,74.35897,54.0856,43.19526,0.0,0.0,0.0,0.0,56.75675,30.55555,0.0,0.0,0.0,0.0,0.0,46.66666,0.0,0.0,62.5,44.44444,0.0,64.51612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,18.42105
44,29.57746,18.36734,43.13725,61.4379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.82217,6.54037,0.0,0.0,0.0,0.0,0.0,0.0,45.65217,46.15384,0.0,0.0,26.31578,89.42307,0.0,0.0,0.0,0.0,8.48214,97.97297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.52941,40.0,0.0,0.0,72.72727,59.82905,60.70038,42.01183,0.0,0.0,0.0,0.0,40.54054,33.33333,0.0,0.0,85.71428,0.0,25.0,33.33333,0.0,0.0,70.83333,54.16666,41.66666,32.25806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894
45,43.66197,44.89795,43.13725,75.16339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.08154,7.92459,0.0,0.0,0.0,85.71428,0.0,0.0,31.88405,69.23076,0.0,46.15384,21.05263,93.26923,0.0,0.0,0.0,0.0,7.58928,76.35135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.58823,30.0,0.0,0.0,100.0,61.53846,53.69649,37.2781,0.0,0.0,0.0,0.0,40.54054,31.94444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,34.72222,50.0,38.70967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.10526
46,36.61971,61.22448,68.62745,54.24836,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,0.0,17.52628,5.85288,0.0,0.0,0.0,0.0,0.0,0.0,27.53623,92.30769,0.0,38.46153,26.31578,82.6923,0.0,0.0,0.0,0.0,4.24107,83.1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.0,0.0,0.0,67.83216,70.08547,55.64202,47.33727,0.0,0.0,0.0,0.0,55.4054,100.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,50.0,65.27777,0.0,19.35483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94736
47,22.53521,53.06122,52.94117,37.90849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,21.73906,6.20587,0.0,0.0,83.33333,0.0,0.0,0.0,28.26086,42.30769,0.0,0.0,71.05263,65.38461,0.0,0.0,0.0,0.0,6.25,53.37837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.64705,0.0,0.0,0.0,67.13286,66.66666,44.74708,56.21301,0.0,0.0,0.0,0.0,48.64864,46.18055,0.0,0.0,85.71428,0.0,75.0,46.66666,0.0,0.0,75.0,50.0,0.0,67.74193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,36.8421
48,42.25352,24.48979,41.17647,33.98692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.55402,5.90221,0.0,0.0,0.0,0.0,0.0,0.0,29.71014,53.84615,0.0,0.0,55.26315,62.5,0.0,0.0,0.0,0.0,4.24107,43.91891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,55.0,0.0,0.0,67.13286,62.39316,47.85992,52.071,0.0,0.0,0.0,0.0,63.51351,50.34722,0.0,0.0,0.0,0.0,30.0,33.33333,0.0,0.0,54.16666,34.72222,0.0,54.8387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894
49,38.02816,20.40816,45.09803,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.16283,5.01433,0.0,66.66666,0.0,0.0,0.0,0.0,26.08695,57.6923,41.66666,0.0,57.89473,65.38461,0.0,0.0,0.0,0.0,4.91071,56.08108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.64705,25.0,0.0,0.0,55.24475,64.95726,36.96498,39.64497,0.0,0.0,0.0,0.0,64.86486,44.79166,0.0,0.0,85.71428,0.0,0.0,53.33333,0.0,0.0,66.66666,33.33333,41.66666,48.38709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,34.21052
50,45.07042,34.69387,84.31372,39.86928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.51348,4.65363,50.0,0.0,0.0,0.0,0.0,0.0,25.36231,30.76923,0.0,0.0,52.63157,69.23076,0.0,0.0,0.0,0.0,8.92857,81.08108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.41176,30.0,0.0,0.0,61.53846,84.61538,47.47081,43.19526,0.0,0.0,0.0,0.0,50.0,42.36111,0.0,0.0,100.0,0.0,70.0,46.66666,0.0,0.0,66.66666,41.66666,100.0,67.74193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,13.15789
51,57.74647,48.97959,33.33333,38.56209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.26645,4.32376,70.0,55.55555,0.0,0.0,0.0,0.0,26.08695,30.76923,0.0,0.0,76.31578,98.07692,0.0,0.0,0.0,0.0,7.8125,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0,0.0,63.63636,77.77777,45.52529,46.15384,0.0,0.0,100.0,0.0,45.94594,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.83333,56.94444,58.33333,51.6129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.42105
52,36.61971,51.0204,70.58823,45.75163,0.0,0.0,0.0,0.0,0.0,0.0,91.66666,0.0,0.0,0.0,0.0,0.0,10.92579,3.26787,50.0,0.0,0.0,0.0,0.0,0.0,14.49275,30.76923,0.0,0.0,44.73684,75.96153,0.0,0.0,0.0,0.0,6.91964,70.94594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.35294,0.0,0.0,0.0,86.71328,63.24786,44.74708,69.23076,0.0,0.0,27.77777,0.0,81.08108,58.33333,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,58.33333,52.77777,75.0,64.51612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94736
53,28.16901,40.81632,56.86274,31.37254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.66666,0.0,0.0,0.0,0.0,9.96393,2.8301,60.0,0.0,0.0,0.0,0.0,0.0,25.36231,46.15384,41.66666,0.0,63.15789,84.61538,0.0,0.0,0.0,0.0,5.13392,47.97297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05882,40.0,0.0,0.0,55.24475,88.88888,57.19844,58.57988,0.0,0.0,0.0,0.0,54.05405,44.09722,0.0,0.0,0.0,0.0,100.0,53.33333,0.0,0.0,83.33333,45.83333,0.0,87.09677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,47.36842
54,39.43661,44.89795,62.74509,28.75816,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,9.57856,3.95073,70.0,0.0,0.0,0.0,0.0,0.0,16.66666,65.38461,0.0,0.0,84.21052,47.11538,0.0,0.0,0.0,0.0,5.80357,32.43243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,81.81818,74.35897,35.01945,44.37869,0.0,0.0,0.0,0.0,100.0,49.65277,0.0,0.0,0.0,100.0,95.0,0.0,0.0,0.0,79.16666,47.22222,0.0,41.93548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.22222,0.0
55,43.66197,26.53061,43.13725,34.64052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,8.06023,3.34494,50.0,0.0,0.0,0.0,0.0,0.0,23.91304,53.84615,0.0,53.84615,92.10526,65.38461,0.0,0.0,0.0,0.0,3.34821,37.83783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.88235,25.0,0.0,0.0,76.92307,61.53846,38.5214,44.37869,0.0,0.0,0.0,0.0,66.21621,44.09722,0.0,0.0,0.0,29.41176,65.0,0.0,0.0,0.0,70.83333,44.44444,0.0,48.38709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.42105
56,30.98591,34.69387,43.13725,37.2549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.90569,2.77615,80.0,0.0,0.0,0.0,0.0,0.0,18.84057,50.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,4.01785,45.27027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.35294,30.0,0.0,0.0,65.03496,59.82905,45.91439,40.8284,0.0,0.0,0.0,0.0,72.97297,34.375,0.0,0.0,0.0,0.0,85.0,46.66666,0.0,0.0,45.83333,20.83333,0.0,70.96774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,18.42105
57,43.66197,48.97959,80.39215,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07947,2.48327,0.0,0.0,100.0,0.0,0.0,0.0,17.3913,42.30769,41.66666,61.53846,71.05263,60.57692,0.0,0.0,0.0,0.0,6.91964,37.83783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,35.0,0.0,0.0,72.72727,94.87179,38.5214,43.78698,0.0,0.0,0.0,0.0,59.45945,25.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,29.16666,27.77777,0.0,29.03225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.68421
58,46.47887,65.30612,41.17647,48.36601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54037,2.63433,60.0,0.0,0.0,0.0,0.0,0.0,15.94202,65.38461,0.0,0.0,55.26315,73.07692,0.0,0.0,0.0,0.0,5.58035,34.45945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.88235,0.0,0.0,0.0,49.65034,100.0,54.0856,49.70414,0.0,0.0,0.0,0.0,82.43243,29.86111,0.0,0.0,71.42857,41.17647,30.0,33.33333,0.0,0.0,83.33333,33.33333,0.0,35.48387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578
59,50.70422,57.14285,47.05882,39.86928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.92459,1.96688,0.0,66.66666,0.0,0.0,0.0,0.0,20.28985,42.30769,41.66666,0.0,34.21052,72.11538,0.0,0.0,0.0,0.0,2.67857,33.1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.64705,45.0,0.0,0.0,77.62237,73.50427,46.3035,47.92899,0.0,0.0,0.0,0.0,70.27027,27.77777,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,20.83333,33.33333,91.66666,61.29032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,26.31578
60,38.02816,65.30612,60.78431,33.98692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85288,1.82815,0.0,0.0,0.0,0.0,0.0,0.0,15.94202,38.46153,0.0,38.46153,60.52631,94.23076,0.0,0.0,0.0,0.0,2.90178,29.05405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.23529,50.0,0.0,0.0,70.62937,68.37606,38.9105,46.15384,0.0,0.0,0.0,0.0,67.56756,34.02777,0.0,0.0,0.0,0.0,70.0,40.0,0.0,0.0,75.0,34.72222,41.66666,51.6129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,13.15789
61,421,304,2379,506999,15853,6125,140422,73584,338008,76952,208099,2171,8654,81756,107214,305100,731,58959,304,237,11142,34977,403,48700,73480,62317,156517,138399,13642,23145,34341,28297,15853,22352,9755,21203,23145,585,2330,74,23236,11599,102795,641944,1187295,375598,386,34151,2898,837,5160,2685,9812,68330,449,248,9861,348,743,13439,77,266,1601891,426620,721173,266,2013,148037,3707,434,101798,102048,38,689,31741,2278,1601891,317706,463741,296
