,탄 오일_0,탄 오일_1,아로마티카 오일_0,아로마티카 오일_1,이솝 워시_0,이솝 워시_1,카밀 플러스_0,카밀 플러스_1,브링그린 [플라워티]_0,브링그린 [플라워티]_1,오이보스 크림_0,오이보스 크림_1,아베다 릴리프™_0,아베다 릴리프™_1,허바신 튜브_0,허바신 튜브_1,퓨렐 손소독제_0,퓨렐 손소독제_1,비욘드 모이스처_0,비욘드 모이스처_1,카밀 큐텐_0,카밀 큐텐_1,이니스프리 산딸기_0,이니스프리 산딸기_1,이니스프리 코랄_0,이니스프리 코랄_1,네이처리퍼블릭 릴리_0,네이처리퍼블릭 릴리_1,아비노 핸드크림_0,아비노 핸드크림_1,아트릭스 튜브형_0,아트릭스 튜브형_1,이솝 밤_0,이솝 밤_1,한율 서리태_0,한율 서리태_1,록시땅 핸드크림)_0,록시땅 핸드크림)_1,글리소메드 크림_0,글리소메드 크림_1,더샘 -그레이프프루츠-_0,더샘 -그레이프프루츠-_1,라이온 순(파우더향)_0,라이온 순(파우더향)_1,뉴트로지나 크림_0,뉴트로지나 크림_1,온더바디 민트]_0,온더바디 민트]_1,록시땅 크림_0,록시땅 크림_1,히말라야 크림_0,히말라야 크림_1,토니모리 리퀴드_0,토니모리 리퀴드_1,킵쿨 스프레이_0,킵쿨 스프레이_1,티타니아 발샴푸_0,티타니아 발샴푸_1,비단발 프리미엄_0,비단발 프리미엄_1,몽블리 발샴푸_0,몽블리 발샴푸_1,메디힐 풋마스크_0,메디힐 풋마스크_1,몽블리 메이커_0,몽블리 메이커_1,더바디샵 스크럽_0,더바디샵 스크럽_1,버츠비 크림_0,버츠비 크림_1,어퓨 삭스_0,어퓨 삭스_1,엔젤루카 발팩_0,엔젤루카 발팩_1,한자플라스트 밤_0,한자플라스트 밤_1,이니스프리 [풋]_0,이니스프리 [풋]_1,유노하나 파우더_0,유노하나 파우더_1
24,57.74647,100.0,37.2549,48.36601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,29.34303,2.14261,50.0,0.0,0.0,0.0,0.0,0.0,47.82608,46.15384,58.33333,0.0,36.8421,69.23076,0.0,0.0,0.0,0.0,3.125,16.21621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,45.0,0.0,0.0,84.61538,52.99145,47.08171,50.29585,0.0,0.0,0.0,0.0,77.02702,25.34722,0.0,0.0,0.0,0.0,0.0,46.66666,0.0,0.0,62.5,63.88888,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,18.42105
25,25.35211,77.55102,41.17647,46.40522,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,0.0,24.01886,1.60464,0.0,66.66666,0.0,0.0,0.0,0.0,60.86956,46.15384,0.0,46.15384,26.31578,54.80769,0.0,0.0,0.0,0.0,7.58928,8.78378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.64705,95.0,0.0,0.0,74.12587,71.79487,38.5214,55.6213,0.0,0.0,0.0,0.0,66.21621,33.68055,0.0,0.0,0.0,0.0,25.0,60.0,0.0,0.0,87.5,65.27777,66.66666,80.64516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.44444,0.0
26,30.98591,85.71428,60.78431,42.48366,0.0,0.0,0.0,0.0,0.0,0.0,75.0,58.33333,0.0,0.0,0.0,0.0,23.26972,2.31679,0.0,0.0,0.0,0.0,0.0,0.0,44.92753,57.6923,66.66666,0.0,31.57894,47.11538,0.0,0.0,0.0,0.0,5.35714,10.81081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,40.0,0.0,0.0,58.74125,47.00854,35.40856,67.45562,0.0,0.0,0.0,0.0,81.08108,27.43055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,56.94444,41.66666,87.09677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,34.21052
27,45.07042,69.38775,37.2549,47.71241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,17.423,3.31565,0.0,0.0,0.0,0.0,0.0,0.0,47.10144,57.6923,0.0,92.30769,34.21052,54.80769,0.0,0.0,0.0,0.0,5.13392,12.83783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.47058,25.0,0.0,0.0,90.90909,57.26495,35.01945,59.76331,0.0,0.0,0.0,0.0,81.08108,23.95833,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,29.16666,61.11111,83.33333,67.74193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,26.31578
28,40.84507,61.22448,33.33333,45.09803,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,17.68659,7.21398,0.0,0.0,0.0,0.0,50.0,0.0,50.72463,84.61538,0.0,0.0,26.31578,68.26923,0.0,0.0,0.0,0.0,7.58928,26.35135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05882,50.0,0.0,0.0,55.24475,71.79487,36.96498,72.18934,0.0,0.0,33.33333,0.0,74.32432,22.91666,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,54.16666,58.33333,0.0,32.25806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,21.05263
29,42.25352,55.10204,29.41176,32.67973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,16.61528,9.73425,60.0,0.0,0.0,0.0,0.0,0.0,100.0,42.30769,41.66666,53.84615,26.31578,56.73076,0.0,0.0,0.0,0.0,2.67857,34.45945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.64705,35.0,0.0,0.0,53.14685,69.23076,52.14007,65.68047,0.0,0.0,0.0,0.0,52.7027,21.52777,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,66.66666,61.11111,41.66666,35.48387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88888,23.68421
30,38.02816,26.53061,25.49019,67.32026,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,14.53895,13.82217,0.0,0.0,0.0,0.0,58.33333,0.0,74.63768,76.92307,41.66666,61.53846,21.05263,88.46153,0.0,0.0,100.0,0.0,4.91071,36.48648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,25.0,0.0,0.0,59.44055,70.94017,52.91828,63.90532,0.0,0.0,0.0,0.0,31.08108,30.20833,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,87.5,63.88888,0.0,48.38709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88888,31.57894
31,47.88732,34.69387,41.17647,79.08496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9.80824,15.08154,0.0,0.0,0.0,0.0,0.0,0.0,68.84057,69.23076,58.33333,38.46153,18.42105,62.5,0.0,0.0,0.0,0.0,10.04464,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.47058,30.0,0.0,0.0,71.32867,64.95726,39.68871,56.80473,0.0,0.0,0.0,0.0,77.02702,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,70.83333,72.22222,83.33333,29.03225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,50.0
32,26.76056,67.34693,68.62745,61.4379,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,7.03671,17.52628,70.0,55.55555,0.0,0.0,0.0,0.0,70.28985,73.07692,66.66666,92.30769,18.42105,69.23076,0.0,0.0,0.0,0.0,12.94642,64.86486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,30.0,0.0,0.0,79.02097,77.77777,42.41245,60.94674,0.0,0.0,27.77777,0.0,95.94594,27.77777,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,33.33333,59.72222,0.0,48.38709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,28.94736
33,36.61971,38.77551,72.54901,52.28758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,7.67333,21.73906,0.0,77.77777,0.0,0.0,0.0,0.0,83.33333,38.46153,0.0,0.0,15.78947,62.5,0.0,0.0,0.0,0.0,9.375,43.24324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.47058,45.0,0.0,0.0,73.42657,70.94017,44.74708,59.17159,0.0,0.0,0.0,0.0,95.94594,21.18055,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,50.0,54.16666,0.0,54.8387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36842
34,42.25352,22.44897,45.09803,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,5.89604,17.55402,70.0,55.55555,0.0,0.0,0.0,0.0,62.31884,73.07692,75.0,0.0,44.73684,64.42307,0.0,0.0,0.0,0.0,9.375,42.56756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05882,0.0,0.0,0.0,64.33566,54.70085,36.18677,52.071,0.0,0.0,0.0,0.0,50.0,15.625,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,62.5,52.77777,58.33333,48.38709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,34.21052
35,83.09859,40.81632,35.29411,69.93464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,4.97579,14.16283,0.0,66.66666,0.0,0.0,0.0,0.0,84.05797,92.30769,66.66666,84.61538,47.36842,75.0,0.0,0.0,0.0,0.0,7.58928,93.24324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.82352,30.0,0.0,0.0,58.74125,50.42735,35.79766,58.57988,0.0,0.0,0.0,0.0,45.94594,24.65277,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,45.83333,66.66666,0.0,45.16129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.68421
