,디올 맥시마이저_0,디올 맥시마이저_1,에센스 립글로스_0,에센스 립글로스_1,맥 글라스_0,맥 글라스_1,랑콤 크림_0,랑콤 크림_1,홀리카홀리카 부스터_0,홀리카홀리카 부스터_1,에스티 로더 글로스_0,에스티 로더 글로스_1,스틸라 글로스_0,스틸라 글로스_1,디올 글로스_0,디올 글로스_1,어퓨 플럼퍼_0,어퓨 플럼퍼_1,에뛰드 시럽_0,에뛰드 시럽_1,미샤 글로스_0,미샤 글로스_1,듀왑 시리즈_0,듀왑 시리즈_1,맥 립_0,맥 립_1,캔메이크 모이스트인_0,캔메이크 모이스트인_1,엘르걸 스틱_0,엘르걸 스틱_1,프레쉬 테라피_0,프레쉬 테라피_1,입생로랑 퍼펙터_0,입생로랑 퍼펙터_1,에스쁘아 프라이머_0,에스쁘아 프라이머_1,칼리 프라이머_0,칼리 프라이머_1,마이달리아 립밤앤컨실러_0,마이달리아 립밤앤컨실러_1,바닐라코 서비스_0,바닐라코 서비스_1,네이처리퍼블릭 컨실러_0,네이처리퍼블릭 컨실러_1,포니이펙트 프라이머_0,포니이펙트 프라이머_1,더샘 컨실러_0,더샘 컨실러_1,토니모리 컨실러_0,토니모리 컨실러_1,라네즈 립프라이머_0,라네즈 립프라이머_1,겔랑 리프트_0,겔랑 리프트_1,에뛰드 컨실러]_0,에뛰드 컨실러]_1,이니스프리 컨실러_0,이니스프리 컨실러_1,케이트 [SPF13/PA+]_0,케이트 [SPF13/PA+]_1,케이트 [SPF10/PA+]_0,케이트 [SPF10/PA+]_1,세컨디자인 수딩_0,세컨디자인 수딩_1,카멕스 클래식_0,카멕스 클래식_1,이니스프리 마스크_0,이니스프리 마스크_1,시드물 에센스_0,시드물 에센스_1,멘소래담 립젤_0,멘소래담 립젤_1,유리아쥬 레브르_0,유리아쥬 레브르_1,아리따움 마스크_0,아리따움 마스크_1,라네즈 마스크_0,라네즈 마스크_1,헤라 밤_0,헤라 밤_1
34,28.19025,44.37086,0.0,0.0,0.0,0.0,77.55102,74.4186,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.66037,31.60377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.92063,51.06382,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,69.60784,0.0,0.0,65.48117,56.2814,64.28571,12.24489,0.0,0.0,0.0,0.0,0.0,0.0,28.03943,100.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,38.46153,46.0,19.35483,53.33333,34.48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,36.42691,39.07284,0.0,0.0,0.0,0.0,82.65306,55.81395,0.0,0.0,0.0,0.0,75.0,0.0,50.0,54.54545,0.0,0.0,0.0,0.0,22.22222,0.0,0.0,0.0,23.5849,27.83018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,31.91489,0.0,0.0,0.0,0.0,0.0,0.0,51.72413,50.0,0.0,0.0,67.57322,52.76381,57.14285,13.2653,0.0,0.0,0.0,0.0,0.0,0.0,30.55859,54.87404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,40.0,16.12903,73.33333,34.48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,34.68677,47.01986,0.0,0.0,0.0,0.0,79.59183,68.60465,0.0,0.0,0.0,0.0,0.0,0.0,80.76923,0.0,0.0,0.0,0.0,0.0,16.66666,0.0,0.0,0.0,32.54716,35.37735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.15873,29.78723,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,84.31372,0.0,0.0,68.20083,56.61641,19.04761,15.30612,0.0,0.0,0.0,0.0,0.0,0.0,29.68236,48.19277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,16.12903,46.66666,41.37931,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0
37,27.84222,40.39735,0.0,0.0,0.0,0.0,89.79591,55.81395,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.90566,31.60377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.12698,36.17021,0.0,0.0,0.0,0.0,0.0,0.0,24.13793,64.70588,0.0,0.0,74.68619,72.52931,21.42857,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,27.9299,49.28806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,25.80645,53.33333,24.13793,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,78.57142,18.0
38,30.74245,49.66887,0.0,0.0,0.0,0.0,62.24489,89.53488,0.0,0.0,0.0,0.0,0.0,0.0,76.92307,0.0,0.0,0.0,0.0,0.0,16.66666,0.0,0.0,0.0,33.96226,25.94339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.07936,14.89361,0.0,0.0,0.0,0.0,0.0,0.0,48.27586,79.41176,0.0,0.0,79.4979,67.33668,64.28571,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,31.98247,28.03943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,40.0,17.24137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0
39,28.88631,31.12582,0.0,0.0,0.0,0.0,69.38775,48.8372,0.0,0.0,0.0,0.0,0.0,0.0,88.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.16981,30.66037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,55.31914,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,83.33333,0.0,0.0,64.01673,49.24623,69.04761,15.30612,0.0,0.0,0.0,0.0,0.0,0.0,35.59693,30.55859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,60.0,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,64.28571,26.0
40,36.89095,38.41059,0.0,0.0,0.0,0.0,57.14285,72.09302,0.0,0.0,0.0,0.0,100.0,0.0,50.0,54.54545,0.0,0.0,0.0,0.0,27.77777,0.0,0.0,0.0,22.6415,30.18867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28571,38.29787,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,66.66666,0.0,0.0,72.59414,58.62646,35.71428,20.40816,0.0,0.0,0.0,0.0,0.0,0.0,30.88718,29.68236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,22.58064,80.0,17.24137,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,92.85714,20.0
41,29.93039,37.74834,0.0,0.0,0.0,0.0,52.04081,90.69767,0.0,0.0,0.0,0.0,0.0,0.0,30.76923,100.0,0.0,0.0,0.0,0.0,19.44444,0.0,0.0,0.0,50.94339,26.88679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222,29.78723,0.0,0.0,0.0,0.0,0.0,0.0,34.48275,56.86274,0.0,0.0,68.61924,61.64154,54.7619,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,38.55421,27.9299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.12903,40.0,65.51724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,42.85714,16.0
42,24.01392,45.03311,0.0,42.10526,0.0,0.0,77.55102,100.0,0.0,0.0,0.0,0.0,75.0,0.0,26.92307,0.0,0.0,0.0,0.0,0.0,94.44444,0.0,0.0,0.0,26.41509,33.01886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222,63.82978,0.0,0.0,0.0,0.0,0.0,0.0,37.93103,50.98039,0.0,0.0,71.33891,54.94137,11.90476,18.36734,0.0,0.0,0.0,0.0,0.0,0.0,31.10624,31.98247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.80645,0.0,44.82758,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,18.0
43,29.00232,42.3841,0.0,100.0,0.0,0.0,69.38775,69.76744,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,54.54545,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,26.41509,23.1132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222,23.40425,0.0,0.0,0.0,0.0,0.0,0.0,27.5862,50.0,0.0,0.0,70.08368,54.27135,16.66666,13.2653,0.0,0.0,0.0,0.0,0.0,0.0,29.35377,35.59693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.58064,0.0,48.27586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,28.0
44,27.03016,28.47682,0.0,42.10526,0.0,0.0,56.12244,75.58139,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,38.88888,0.0,0.0,0.0,29.24528,19.81132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.69841,19.14893,0.0,0.0,0.0,0.0,0.0,0.0,27.5862,61.7647,0.0,0.0,73.84937,55.77889,52.38095,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,34.7207,30.88718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,60.0,41.37931,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,80.0,35.71428,34.0
45,23.08584,37.74834,0.0,52.63157,0.0,0.0,53.06122,56.97674,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,0.0,0.0,0.0,0.0,0.0,22.22222,0.0,0.0,0.0,28.77358,18.86792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.90476,29.78723,0.0,0.0,0.0,0.0,0.0,0.0,31.03448,45.09803,0.0,0.0,62.7615,50.08375,50.0,12.24489,0.0,0.0,0.0,0.0,0.0,0.0,25.62979,38.55421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.12903,33.33333,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57142,30.0
46,23.66589,37.08609,0.0,0.0,0.0,0.0,60.20408,54.65116,0.0,0.0,0.0,0.0,0.0,0.0,26.92307,0.0,0.0,0.0,0.0,0.0,63.88888,0.0,0.0,0.0,33.49056,16.98113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42857,34.04255,0.0,0.0,0.0,0.0,0.0,0.0,20.68965,32.35294,0.0,0.0,74.89539,45.22613,23.80952,12.24489,0.0,0.0,0.0,0.0,0.0,0.0,26.0679,31.10624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,24.0,25.80645,60.0,55.17241,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,57.14285,26.0
47,25.17401,37.08609,0.0,47.36842,0.0,0.0,55.10204,67.44186,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,0.0,0.0,0.0,0.0,0.0,44.44444,0.0,0.0,0.0,28.30188,39.15094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84126,34.04255,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,56.86274,0.0,0.0,75.1046,56.1139,42.85714,13.2653,0.0,0.0,0.0,0.0,0.0,0.0,25.95837,29.35377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,30.0,0.0,0.0,34.48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,22.96983,49.00662,0.0,63.15789,0.0,0.0,64.28571,76.74418,0.0,0.0,0.0,0.0,0.0,0.0,26.92307,0.0,0.0,0.0,0.0,0.0,22.22222,0.0,0.0,0.0,100.0,25.47169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.69841,57.4468,0.0,0.0,0.0,0.0,0.0,0.0,37.93103,50.98039,0.0,0.0,71.54811,62.98157,21.42857,10.20408,0.0,0.0,0.0,0.0,0.0,0.0,23.54874,34.7207,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,18.0,0.0,46.66666,41.37931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
49,22.96983,100.0,0.0,0.0,0.0,0.0,61.22448,70.93023,0.0,0.0,0.0,0.0,87.5,0.0,19.23076,0.0,0.0,0.0,0.0,0.0,19.44444,0.0,0.0,0.0,30.66037,23.1132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111,53.19148,0.0,0.0,0.0,0.0,0.0,0.0,31.03448,40.19607,0.0,0.0,63.17991,59.79899,38.09523,13.2653,0.0,0.0,0.0,0.0,0.0,0.0,17.30558,25.62979,0.0,0.0,0.0,0.0,0.0,0.0,50.0,53.84615,42.0,29.03225,80.0,51.72413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
50,18.44547,42.3841,0.0,0.0,0.0,0.0,52.04081,89.53488,0.0,0.0,0.0,0.0,0.0,0.0,42.30769,0.0,0.0,0.0,0.0,0.0,27.77777,0.0,0.0,0.0,48.5849,22.16981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42857,34.04255,0.0,0.0,0.0,0.0,0.0,0.0,27.5862,49.0196,0.0,0.0,66.10878,45.72864,33.33333,15.30612,0.0,0.0,0.0,0.0,0.0,0.0,25.52026,26.0679,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,28.0,19.35483,0.0,31.03448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,42.85714,0.0
51,14.15313,49.00662,0.0,26.31578,0.0,0.0,66.32653,60.46511,0.0,0.0,0.0,0.0,0.0,0.0,26.92307,0.0,0.0,0.0,0.0,0.0,19.44444,0.0,0.0,0.0,30.18867,14.15094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28571,36.17021,0.0,0.0,0.0,0.0,0.0,0.0,24.13793,48.03921,0.0,0.0,66.52719,48.0737,30.95238,27.55102,0.0,0.0,0.0,0.0,0.0,0.0,21.57721,25.95837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.58064,53.33333,20.68965,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,100.0,22.0
52,18.7935,44.37086,0.0,42.10526,0.0,0.0,43.87755,46.51162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,13.88888,0.0,0.0,0.0,29.71698,17.92452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.07936,38.29787,0.0,0.0,0.0,0.0,0.0,0.0,17.24137,50.98039,0.0,0.0,60.87866,52.2613,45.23809,24.48979,0.0,0.0,0.0,0.0,0.0,0.0,17.19605,23.54874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.58064,33.33333,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,26.0
53,24.12993,48.34437,0.0,42.10526,0.0,0.0,52.04081,75.58139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,0.0,0.0,0.0,32.07547,18.86792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28571,21.27659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,88.70292,48.91122,14.28571,8.16326,0.0,0.0,0.0,0.0,0.0,0.0,15.99123,17.30558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,22.0,25.80645,0.0,31.03448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0
54,18.90951,39.73509,0.0,42.10526,0.0,0.0,40.81632,91.86046,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.28301,22.16981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111,25.53191,0.0,0.0,0.0,0.0,0.0,0.0,17.24137,89.21568,0.0,0.0,79.70711,55.27638,26.19047,9.18367,0.0,0.0,0.0,0.0,0.0,0.0,19.38663,25.52026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,100.0,0.0,50.0,20.0
55,16.82134,27.15231,0.0,42.10526,0.0,0.0,51.0204,58.13953,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,0.0,0.0,36.11111,0.0,0.0,0.0,22.6415,27.83018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.46031,29.78723,0.0,0.0,0.0,0.0,0.0,0.0,41.37931,88.23529,0.0,0.0,80.75313,59.79899,28.57142,27.55102,0.0,0.0,0.0,0.0,0.0,0.0,17.41511,21.57721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,24.0,19.35483,60.0,41.37931,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,18.0
56,13.22505,34.43708,0.0,26.31578,0.0,0.0,60.20408,86.04651,0.0,0.0,0.0,0.0,75.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,13.88888,0.0,0.0,0.0,23.5849,24.5283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.04761,38.29787,0.0,0.0,0.0,0.0,0.0,0.0,27.5862,54.90196,0.0,0.0,74.26778,59.29648,50.0,29.59183,0.0,0.0,0.0,0.0,0.0,0.0,16.21029,17.19605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,22.58064,100.0,72.41379,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,50.0,24.0
57,14.96519,45.69536,0.0,36.8421,0.0,0.0,51.0204,65.11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75471,21.69811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9365,17.02127,0.0,0.0,0.0,0.0,0.0,0.0,20.68965,65.68627,0.0,0.0,71.1297,44.0536,40.47619,15.30612,0.0,0.0,0.0,0.0,0.0,0.0,22.01533,15.99123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.03225,40.0,75.86206,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,64.28571,18.0
58,17.5174,45.69536,0.0,42.10526,0.0,0.0,58.16326,66.27906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75471,22.16981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.31746,57.4468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.13725,0.0,0.0,76.35983,52.76381,33.33333,23.46938,0.0,0.0,0.0,0.0,0.0,0.0,18.61993,19.38663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.12903,53.33333,37.93103,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,50.0,24.0
59,15.19721,28.47682,0.0,0.0,0.0,0.0,56.12244,94.18604,0.0,0.0,0.0,0.0,0.0,0.0,30.76923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.16981,33.96226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5238,55.31914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.78431,0.0,0.0,69.24686,68.67671,30.95238,5.10204,0.0,0.0,0.0,0.0,0.0,0.0,25.95837,17.41511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.35483,40.0,27.5862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28571,0.0
60,17.74941,25.16556,0.0,0.0,0.0,0.0,52.04081,76.74418,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.18867,17.45283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.31746,19.14893,0.0,0.0,0.0,0.0,0.0,0.0,17.24137,53.92156,0.0,0.0,65.89958,63.81909,38.09523,7.14285,0.0,0.0,0.0,0.0,0.0,0.0,25.3012,16.21029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,34.48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
61,4909,90388,31162,86276,1052,168406,364196,1187059,64346,638145,70233,11817,823,2319,84446,75280,90388,18638,142851,221444,8656,225179,97188,53980,257558,117963,41808,12528,341469,61361,194637,75302,1914,2131,738200,1881857,452,1087151,210538,898452,311559,26433,1464,1107334,938081,1562277,422935,47635,47635,68330,3603385,4385,364196,343688,19569,12801,54640,177167,3959,3727,347412,1959,276195,6524,105243,28553,317706,92883,12110,1909,397398,80932,64238,49129,426620,15296,17593,12271,717,143046
