,레시피 [SPF50+/PA+++]_0,레시피 [SPF50+/PA+++]_1,온더바디 선스프레이_0,온더바디 선스프레이_1,데메테르 썬스프레이_0,데메테르 썬스프레이_1,바이오더마 [SPF50+]_0,바이오더마 [SPF50+]_1,암웨이 [SPF50+/PA+++]_0,암웨이 [SPF50+/PA+++]_1,오휘 [SPF50+/PA+++]_0,오휘 [SPF50+/PA+++]_1,폴라돌프 [SPF50+/PA+++]_0,폴라돌프 [SPF50+/PA+++]_1,아크웰 [SPF50+/PA+++]_0,아크웰 [SPF50+/PA+++]_1,카트린 [SPF46/PA+++]_0,카트린 [SPF46/PA+++]_1,리더스코스메틱 [SPF50+/PA++++]_0,리더스코스메틱 [SPF50+/PA++++]_1,비오템 [SPF30]_0,비오템 [SPF30]_1,JM솔루션 [SPF50+/PA++++]_0,JM솔루션 [SPF50+/PA++++]_1,Dr.G [SPF50+/PA++++]_0,Dr.G [SPF50+/PA++++]_1,닥터아토 [SPF50+/PA+++]_0,닥터아토 [SPF50+/PA+++]_1,오스트레일리안골드 [SPF8]_0,오스트레일리안골드 [SPF8]_1,하와이안 트로픽 오일_0,하와이안 트로픽 오일_1,디자이너스킨 태닝로션_0,디자이너스킨 태닝로션_1,바나나보트 태닝오일_0,바나나보트 태닝오일_1,오스트레일리안골드 태닝스프레이젤_0,오스트레일리안골드 태닝스프레이젤_1,오스트레일리안골드 스프레이_0,오스트레일리안골드 스프레이_1,비엘렌다 미스트_0,비엘렌다 미스트_1,오스트레일리안골드 태닝로션_0,오스트레일리안골드 태닝로션_1,오스트레일리안골드 브론저_0,오스트레일리안골드 브론저_1,플레이보이 맨션_0,플레이보이 맨션_1,플레이보이 태닝로션_0,플레이보이 태닝로션_1,플레이보이 Bronzer_0,플레이보이 Bronzer_1,스키니탠 태너_0,스키니탠 태너_1,하와이안 트로픽 [SPF4]_0,하와이안 트로픽 [SPF4]_1,캐리비안 오일_0,캐리비안 오일_1,일리윤 젤_0,일리윤 젤_1,홀리카홀리카 수딩젤_0,홀리카홀리카 수딩젤_1,아로마티카 젤_0,아로마티카 젤_1,사임당화장품 알로젤_0,사임당화장품 알로젤_1,토니모리 수딩젤_0,토니모리 수딩젤_1,A24 수딩겔_0,A24 수딩겔_1,홀리카홀리카 (프레쉬)_0,홀리카홀리카 (프레쉬)_1,비욘드 수딩젤_0,비욘드 수딩젤_1,시드물 에센셜_0,시드물 에센셜_1,홀리카홀리카 모이스쳐라이징_0,홀리카홀리카 모이스쳐라이징_1,더페이스샵 수딩젤_0,더페이스샵 수딩젤_1
30,0.0,0.0,35.08771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.52631,29.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.80851,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.41666,64.70588,0.0,0.0,0.0,0.0,27.14285,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.82781,29.16666
31,0.0,0.0,24.5614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.73684,15.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.53191,0.0,0.0,38.06818,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.83333,64.70588,0.0,0.0,0.0,0.0,17.14285,37.19008,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,21.19205,31.25
32,0.0,0.0,43.85964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.78947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.85106,0.0,0.0,7.19696,37.68115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.58333,29.41176,0.0,0.0,0.0,0.0,14.28571,28.92561,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,100.0,47.91666
33,0.0,0.0,19.29824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.05263,15.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,83.52272,11.5942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,11.42857,26.44628,0.0,0.0,0.0,0.0,0.0,91.66666,0.0,0.0,0.0,0.0,43.04635,31.25
34,0.0,0.0,29.82456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88888,60.52631,15.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.34042,0.0,0.0,12.12121,18.84057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.91666,0.0,0.0,0.0,0.0,0.0,11.42857,30.57851,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.81456,29.16666
35,0.0,0.0,12.2807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.31578,11.36363,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,54.25531,0.0,0.0,4.45075,52.17391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,47.05882,0.0,0.0,0.0,0.0,0.0,29.75206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.72185,41.66666
36,0.0,0.0,31.57894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.42105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0851,0.0,0.0,3.40909,15.94202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.58333,70.58823,0.0,0.0,0.0,0.0,32.85714,39.66942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.46357,22.91666
37,0.0,0.0,19.29824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,71.05263,13.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.69318,8.69565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,27.08333,41.17647,0.0,0.0,0.0,0.0,12.85714,23.14049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49006,29.16666
38,0.0,0.0,22.80701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.10526,13.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2.9356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,35.29411,0.0,0.0,0.0,0.0,12.85714,28.92561,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,23.1788,41.66666
39,0.0,0.0,10.52631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.10638,0.0,0.0,2.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,29.41176,0.0,0.0,0.0,0.0,17.14285,32.2314,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,23.1788,52.08333
40,0.0,0.0,19.29824,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.21052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.50378,15.94202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,11.42857,18.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54304,31.25
41,0.0,0.0,15.78947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.19148,0.0,0.0,2.17803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,35.29411,0.0,0.0,0.0,0.0,8.57142,19.83471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.16556,37.5
42,0.0,0.0,21.05263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.61702,0.0,0.0,0.0,15.94202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,41.17647,0.0,0.0,0.0,0.0,0.0,32.2314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.24503,77.08333
43,0.0,0.0,15.78947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.26315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,36.17021,0.0,0.0,0.56818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.91666,0.0,0.0,0.0,0.0,0.0,14.28571,23.14049,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,9.93377,62.5
44,0.0,0.0,8.77192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.89473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.42553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,41.17647,0.0,0.0,0.0,0.0,18.57142,22.31404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.96026,47.91666
45,0.0,0.0,8.77192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.89473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97872,0.0,0.0,0.56818,7.24637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.16666,0.0,0.0,0.0,0.0,0.0,0.0,15.70247,100.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,8.60927,41.66666
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.47368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.65957,0.0,0.0,0.0,10.14492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,35.29411,0.0,0.0,0.0,0.0,0.0,19.00826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58278,25.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,65.78947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.34042,0.0,0.0,1.60984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.91666,0.0,0.0,0.0,0.0,0.0,11.42857,23.96694,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,17.21854,54.16666
48,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.31578,13.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.85106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.41666,0.0,0.0,0.0,0.0,0.0,11.42857,21.4876,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,7.94701,20.83333
49,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.31578,11.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.34042,0.0,0.0,0.56818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,35.71428,21.4876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.89403,31.25
50,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.21276,0.0,0.0,0.0,15.94202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.08333,35.29411,0.0,0.0,0.0,0.0,14.28571,40.49586,0.0,100.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,8.60927,22.91666
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.21276,0.0,0.0,0.0,14.49275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,35.29411,0.0,0.0,0.0,0.0,8.57142,38.01652,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,15.89403,43.75
52,0.0,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,94.73684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3617,0.0,0.0,0.47348,13.04347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,41.17647,0.0,0.0,0.0,0.0,10.0,38.01652,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,7.28476,29.16666
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.68421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.91489,0.0,0.0,0.47348,8.69565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.83333,41.17647,0.0,0.0,0.0,0.0,17.14285,39.66942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,14.56953,29.16666
54,0.0,0.0,14.03508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,81.57894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.34042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,70.58823,0.0,0.0,0.0,0.0,20.0,32.2314,0.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,0.0,4.63576,37.5
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.78947,11.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.91489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.08333,100.0,0.0,0.0,0.0,0.0,12.85714,20.66115,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,8.60927,100.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.78723,0.0,0.0,0.0,8.69565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.83333,58.82352,0.0,0.0,0.0,0.0,0.0,25.61983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27152,27.08333
57,0.0,0.0,0.0,0.0,0.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.94736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.78723,0.0,0.0,0.0,7.24637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,47.05882,0.0,0.0,0.0,0.0,11.42857,33.88429,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,3.9735,25.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,73.68421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.78723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,52.94117,0.0,0.0,0.0,0.0,10.0,57.02479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29801,31.25
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,44.73684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.21276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,7.14285,41.32231,0.0,0.0,0.0,0.0,0.0,75.0,0.0,83.33333,0.0,0.0,9.93377,58.33333
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.73684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,26.59574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.16666,41.17647,0.0,0.0,0.0,0.0,12.85714,42.14876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58278,45.83333
61,518339,939108,184,518339,518339,6362,518339,915,3648,1828,518339,1087151,939108,72124,25550,26499,3364,1040,249,742,12180,9148,896914,491249,2035,15313,491249,519,973,57959,12861,9020,5791,5817,1680772,5972505,4134,5373,57959,4134,43,43167,973,57959,973,57959,2422,6039,306,2422,6898,93168,31257,318275,5130,14278,454976,83419,131587,539809,151492,64346,10514,26606,5062,19532,47639,755,1697,125494,62426,638434,1187626,125494,1074,12110,638444,64377,7575,2346
