,샤넬 엥땅스_0,샤넬 엥땅스_1,크리니크 립스_0,크리니크 립스_1,포인트 립앤아이리무버_0,포인트 립앤아이리무버_1,라네즈 립&아이리무버_0,라네즈 립&아이리무버_1,에뛰드 리무버_0,에뛰드 리무버_1,미샤 리무버_0,미샤 리무버_1,아리따움 리무버_0,아리따움 리무버_1,스킨푸드 리무버_0,스킨푸드 리무버_1,구달 패드_0,구달 패드_1,시드물 필링젤_0,시드물 필링젤_1,프리메라 필링_0,프리메라 필링_1,더샘 젤_0,더샘 젤_1,참존 콘트롤크림_0,참존 콘트롤크림_1,클레어스 젠틀블랙슈거페이셜폴리쉬_0,클레어스 젠틀블랙슈거페이셜폴리쉬_1,참존 마사지_0,참존 마사지_1,세컨디자인 부스트_0,세컨디자인 부스트_1,나인위시스 폴리쉬_0,나인위시스 폴리쉬_1,스킨푸드 젤_0,스킨푸드 젤_1,비욘드 스크럽_0,비욘드 스크럽_1,엘러브 필링패드_0,엘러브 필링패드_1,브라운랩 필링패드_0,브라운랩 필링패드_1,나이팅게일 [티트리]_0,나이팅게일 [티트리]_1,스킨푸드 2X_0,스킨푸드 2X_1,셀리맥스 패드_0,셀리맥스 패드_1,투쿨포스쿨 스크럽_0,투쿨포스쿨 스크럽_1,파파레서피 토너_0,파파레서피 토너_1,VDL 엑스폴리언트_0,VDL 엑스폴리언트_1,어퓨 메이커_0,어퓨 메이커_1,시드물 버블메이커_0,시드물 버블메이커_1,미샤 메이커_0,미샤 메이커_1,에뛰드 메이커_0,에뛰드 메이커_1,이니스프리 메이커_0,이니스프리 메이커_1,다이소 샤워볼_0,다이소 샤워볼_1,시크릿키 브러쉬_0,시크릿키 브러쉬_1,이니스프리 스펀지_0,이니스프리 스펀지_1,아리따움 거품망_0,아리따움 거품망_1,올리브영 거품망_0,올리브영 거품망_1,올리브영 클렌징퍼프_0,올리브영 클렌징퍼프_1,크룬 세안용_0,크룬 세안용_1,아임미미 브러쉬_0,아임미미 브러쉬_1
0,0.0,0.0,0.0,0.0,47.36842,40.0,0.0,0.0,34.04255,54.7619,71.42857,46.22641,35.0,61.5894,39.58333,34.57943,50.0,73.21428,19.80198,66.26506,53.0303,100.0,0.0,0.0,44.32989,56.19631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08695,0.0,0.0,61.01083,26.28205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28571,42.55319,0.0,0.0,100.0,33.33333,0.0,0.0,33.96226,28.57142,39.04761,25.23809,0.0,0.0,85.0,69.69696
1,0.0,0.0,0.0,0.0,42.10526,37.14285,0.0,0.0,31.91489,33.33333,35.71428,31.13207,37.5,54.96688,52.08333,28.97196,30.95238,46.42857,11.88118,21.68674,66.66666,76.82926,0.0,0.0,36.5243,51.53374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.52173,0.0,0.0,79.06137,26.28205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,46.80851,0.0,0.0,79.16666,23.80952,0.0,0.0,37.73584,40.81632,37.61904,26.19047,0.0,0.0,63.75,36.36363
2,0.0,0.0,0.0,0.0,63.15789,22.85714,0.0,0.0,40.42553,52.38095,46.42857,79.24528,32.5,55.62913,42.70833,21.49532,33.33333,44.64285,23.26732,48.19277,86.36363,52.43902,0.0,0.0,44.91899,52.14723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,39.13043,0.0,0.0,61.73285,23.39743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,46.80851,0.0,0.0,50.0,71.42857,0.0,0.0,37.73584,59.18367,29.04761,21.90476,0.0,0.0,62.5,24.24242
3,0.0,0.0,0.0,0.0,36.8421,20.0,0.0,0.0,36.17021,35.71428,35.71428,48.1132,22.5,47.01986,26.04166,34.57943,23.80952,46.42857,20.29702,59.03614,78.78787,43.90243,0.0,0.0,49.0427,61.96319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,34.7826,0.0,0.0,42.96028,21.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.42857,34.04255,0.0,0.0,66.66666,52.38095,75.0,39.13043,67.92452,40.81632,32.38095,29.04761,0.0,0.0,78.75,33.33333
4,0.0,0.0,0.0,0.0,36.8421,20.0,0.0,0.0,27.65957,59.5238,50.0,50.94339,15.0,33.77483,30.20833,34.57943,26.19047,100.0,21.78217,53.01204,72.72727,46.34146,0.0,0.0,54.63917,41.47239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,34.7826,0.0,0.0,100.0,30.44871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.28571,31.91489,0.0,0.0,37.5,0.0,0.0,30.43478,24.5283,53.06122,77.61904,33.80952,0.0,0.0,58.75,54.54545
5,0.0,0.0,0.0,0.0,100.0,14.28571,0.0,0.0,42.55319,40.47619,67.85714,50.94339,40.0,38.41059,25.0,40.18691,38.09523,42.85714,16.83168,55.42168,65.15151,82.92682,0.0,0.0,68.18851,52.51533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.66666,39.13043,0.0,0.0,78.70036,17.6282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.28571,34.04255,0.0,0.0,50.0,33.33333,0.0,56.52173,33.96226,30.61224,45.23809,24.28571,0.0,0.0,90.0,39.39393
6,0.0,0.0,0.0,0.0,26.31578,42.85714,0.0,0.0,29.78723,52.38095,42.85714,65.09433,32.5,42.3841,35.41666,21.49532,57.14285,58.92857,15.34653,33.73493,71.21212,82.92682,0.0,0.0,62.15022,49.57055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81818,0.0,60.0,56.52173,0.0,0.0,51.98555,24.03846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,85.10638,0.0,0.0,87.5,28.57142,0.0,39.13043,33.96226,59.18367,41.42857,18.57142,0.0,0.0,100.0,15.15151
7,0.0,0.0,0.0,0.0,73.68421,22.85714,0.0,0.0,36.17021,28.57142,53.57142,39.62264,40.0,49.00662,37.5,24.29906,78.57142,64.28571,20.79207,50.6024,53.0303,92.68292,0.0,0.0,51.84094,55.33742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.86956,0.0,0.0,43.68231,15.70512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71428,65.95744,0.0,0.0,58.33333,0.0,87.5,78.26086,33.96226,61.22448,23.80952,28.09523,0.0,0.0,55.0,39.39393
8,0.0,0.0,0.0,0.0,31.57894,40.0,0.0,0.0,31.91489,50.0,28.57142,42.45283,15.0,32.45033,39.58333,28.97196,47.61904,37.5,14.35643,45.78313,77.27272,75.60975,0.0,0.0,45.80265,54.47852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,47.82608,0.0,0.0,36.8231,14.10256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,53.19148,0.0,0.0,25.0,0.0,0.0,26.08695,47.16981,44.89795,29.5238,18.09523,0.0,0.0,70.0,30.30303
9,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,23.40425,33.33333,25.0,36.79245,27.5,56.95364,51.04166,27.1028,30.95238,21.42857,25.24752,68.67469,81.81818,67.07317,0.0,0.0,47.42268,48.95705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,73.33333,0.0,0.0,0.0,52.70758,12.82051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.71428,34.04255,0.0,0.0,58.33333,33.33333,75.0,43.47826,60.37735,59.18367,27.14285,31.90476,0.0,0.0,95.0,27.27272
10,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,0.0,25.53191,33.33333,46.42857,30.18867,32.5,64.90066,62.5,39.25233,16.66666,35.71428,23.26732,56.6265,98.48484,46.34146,0.0,0.0,43.44624,41.10429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.47826,0.0,0.0,46.20938,18.26923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,40.42553,0.0,0.0,29.16666,80.95238,0.0,34.7826,52.83018,53.06122,18.57142,31.42857,0.0,0.0,76.25,24.24242
11,0.0,0.0,0.0,0.0,0.0,17.14285,0.0,0.0,36.17021,23.80952,35.71428,35.84905,67.5,66.88741,45.83333,25.23364,28.57142,44.64285,20.79207,56.6265,84.84848,53.65853,0.0,62.5,40.35346,38.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,39.13043,0.0,0.0,36.46209,23.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,42.55319,0.0,0.0,41.66666,66.66666,0.0,47.82608,39.62264,57.14285,36.19047,33.33333,0.0,0.0,62.5,33.33333
12,0.0,0.0,0.0,0.0,0.0,17.14285,0.0,0.0,51.06382,30.95238,28.57142,55.66037,45.0,86.09271,33.33333,89.71962,40.47619,50.0,20.29702,55.42168,60.60606,85.36585,0.0,75.0,53.60824,39.1411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33333,47.82608,0.0,0.0,38.62815,28.20512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,74.46808,0.0,0.0,54.16666,23.80952,0.0,39.13043,32.07547,28.57142,32.38095,33.33333,0.0,0.0,62.5,42.42424
13,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,53.19148,38.09523,32.14285,43.39622,32.5,100.0,29.16666,49.53271,69.04761,17.85714,16.83168,34.93975,57.57575,93.90243,0.0,62.5,61.56111,35.70552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,73.33333,26.08695,0.0,0.0,53.79061,36.85897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.28571,65.95744,0.0,0.0,33.33333,23.80952,0.0,56.52173,49.0566,40.81632,27.14285,41.42857,0.0,0.0,83.75,33.33333
14,71.42857,0.0,0.0,0.0,0.0,37.14285,0.0,0.0,21.27659,30.95238,39.28571,21.69811,15.0,68.87417,26.04166,43.92523,45.23809,67.85714,19.80198,57.83132,90.90909,84.14634,0.0,75.0,43.88807,35.46012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.17391,0.0,100.0,41.51624,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.14285,61.70212,0.0,0.0,37.5,42.85714,0.0,21.73913,43.39622,51.0204,25.23809,30.47619,0.0,0.0,55.0,42.42424
15,100.0,0.0,0.0,0.0,0.0,22.85714,0.0,0.0,36.17021,38.09523,28.57142,37.73584,27.5,78.14569,26.04166,62.61682,38.09523,48.21428,40.099,32.53012,77.27272,69.51219,0.0,0.0,47.8645,40.24539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,39.13043,0.0,0.0,30.68592,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71428,59.57446,0.0,0.0,50.0,57.14285,0.0,56.52173,54.71698,44.89795,26.19047,26.66666,0.0,0.0,55.0,48.48484
16,0.0,0.0,0.0,0.0,0.0,45.71428,0.0,0.0,40.42553,66.66666,39.28571,32.07547,45.0,74.83443,33.33333,27.1028,38.09523,33.92857,41.0891,38.55421,95.45454,60.9756,0.0,0.0,43.00441,41.10429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,65.21739,0.0,0.0,37.54512,23.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,34.04255,0.0,0.0,33.33333,33.33333,0.0,26.08695,43.39622,42.85714,21.90476,45.23809,0.0,0.0,48.75,100.0
17,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,85.10638,57.14285,53.57142,41.50943,40.0,76.82119,47.91666,47.66355,66.66666,28.57142,46.0396,36.14457,87.87878,43.90243,71.42857,62.5,52.57731,46.13496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7826,0.0,0.0,44.40433,26.60256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.85714,27.65957,0.0,0.0,0.0,47.61904,100.0,26.08695,100.0,55.10204,29.04761,47.61904,0.0,0.0,47.5,60.60606
18,0.0,0.0,0.0,0.0,0.0,17.14285,0.0,0.0,93.61702,57.14285,100.0,41.50943,55.0,69.53642,28.125,30.84112,26.19047,44.64285,33.16831,57.83132,69.69696,59.75609,0.0,0.0,62.00294,51.65644,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,69.56521,0.0,0.0,44.76534,31.73076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.57142,51.06382,0.0,0.0,37.5,42.85714,62.5,34.7826,49.0566,34.69387,33.80952,41.90476,0.0,0.0,58.75,33.33333
19,0.0,0.0,0.0,0.0,31.57894,34.28571,0.0,0.0,42.55319,40.47619,82.14285,34.90566,30.0,70.86092,48.95833,14.95327,52.38095,57.14285,27.72277,53.01204,43.93939,74.39024,0.0,0.0,76.28865,64.17177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,26.08695,0.0,0.0,37.54512,31.08974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,36.17021,0.0,0.0,29.16666,42.85714,0.0,21.73913,35.84905,42.85714,24.28571,53.33333,0.0,0.0,65.0,27.27272
20,0.0,0.0,0.0,0.0,0.0,37.14285,0.0,0.0,36.17021,59.5238,64.28571,47.16981,22.5,90.06622,40.625,48.59813,42.85714,62.5,22.77227,27.71084,37.87878,76.82926,0.0,0.0,63.47569,58.773,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.52173,0.0,0.0,37.90613,31.41025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,63.82978,0.0,0.0,29.16666,47.61904,0.0,78.26086,67.92452,67.34693,18.57142,35.71428,0.0,0.0,80.0,51.51515
21,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,0.0,29.78723,30.95238,82.14285,43.39622,55.0,52.98013,20.83333,19.62616,40.47619,64.28571,30.69306,28.91566,39.39393,75.60975,0.0,0.0,83.35787,49.32515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.82608,0.0,0.0,35.37906,32.6923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.42857,61.70212,0.0,0.0,0.0,38.09523,0.0,65.21739,66.03773,51.0204,28.09523,28.57142,0.0,0.0,51.25,54.54545
22,71.42857,0.0,0.0,0.0,0.0,48.57142,0.0,0.0,40.42553,47.61904,57.14285,55.66037,47.5,44.37086,30.20833,34.57943,47.61904,17.85714,26.73267,50.6024,54.54545,50.0,0.0,0.0,58.61561,69.93865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08695,0.0,0.0,24.54873,39.10256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.85714,36.17021,0.0,0.0,0.0,61.90476,87.5,43.47826,47.16981,67.34693,18.09523,29.5238,0.0,0.0,48.75,39.39393
23,0.0,0.0,0.0,0.0,26.31578,0.0,0.0,0.0,36.17021,40.47619,57.14285,61.32075,62.5,50.99337,27.08333,24.29906,19.04761,33.92857,20.29702,53.01204,63.63636,50.0,0.0,0.0,62.29749,59.3865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,65.21739,0.0,0.0,18.05054,27.88461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28571,31.91489,0.0,0.0,25.0,42.85714,0.0,26.08695,33.96226,46.93877,31.90476,32.38095,0.0,0.0,71.25,33.33333
24,0.0,0.0,0.0,0.0,0.0,74.28571,0.0,0.0,38.29787,47.61904,39.28571,50.94339,57.5,24.50331,22.91666,25.23364,42.85714,33.92857,23.76237,38.55421,65.15151,40.2439,0.0,0.0,64.80117,59.5092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21739,0.0,0.0,20.57761,21.47435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14285,29.78723,0.0,0.0,0.0,61.90476,0.0,34.7826,43.39622,48.97959,31.42857,100.0,0.0,0.0,37.5,15.15151
25,0.0,0.0,0.0,0.0,42.10526,22.85714,0.0,0.0,29.78723,40.47619,42.85714,35.84905,40.0,42.3841,39.58333,31.7757,33.33333,35.71428,19.30693,44.57831,34.84848,30.4878,0.0,0.0,64.6539,51.28834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33333,52.17391,0.0,0.0,26.7148,24.03846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.42857,51.06382,0.0,0.0,20.83333,52.38095,0.0,26.08695,30.18867,34.69387,33.33333,27.61904,0.0,0.0,68.75,27.27272
26,0.0,0.0,0.0,0.0,31.57894,42.85714,0.0,0.0,29.78723,23.80952,64.28571,34.90566,37.5,38.41059,17.70833,35.51401,23.80952,62.5,26.23762,42.16867,60.60606,46.34146,0.0,0.0,64.21207,48.46625,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,43.47826,0.0,0.0,30.3249,28.20512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,38.29787,0.0,0.0,20.83333,28.57142,0.0,34.7826,33.96226,38.77551,33.33333,26.66666,0.0,0.0,67.5,33.33333
