,셀퓨전씨 필스_0,셀퓨전씨 필스_1,이니스프리 클렌저_0,이니스프리 클렌저_1,SRB세안제_0,SRB세안제_1,휘게 클렌저_0,휘게 클렌저_1,프리메라 폼_0,프리메라 폼_1,이즈앤트리 워시_0,이즈앤트리 워시_1,애즈이즈투비 클렌저_0,애즈이즈투비 클렌저_1,해서린 클렌징젤_0,해서린 클렌징젤_1,미샤 클렌저_0,미샤 클렌저_1,닥터오라클 폼_0,닥터오라클 폼_1,잇퍼 클렌징폼_0,잇퍼 클렌징폼_1,유리프 폼클렌저_0,유리프 폼클렌저_1,라로슈포제 크림_0,라로슈포제 크림_1,설화수 폼_0,설화수 폼_1,시드물 젤)_0,시드물 젤)_1,에이밀 폼_0,에이밀 폼_1,메이크프렘 폼_0,메이크프렘 폼_1,시드물 클렌져_0,시드물 클렌져_1,룩스앤메이 클렌저_0,룩스앤메이 클렌저_1,러쉬 스킨_0,러쉬 스킨_1,더샘 워터_0,더샘 워터_1,바닐라코 오리지널_0,바닐라코 오리지널_1,니베아 워터_0,니베아 워터_1,킵쿨 워터_0,킵쿨 워터_1,더샘 패드_0,더샘 패드_1,헤이미쉬 밤_0,헤이미쉬 밤_1,키노닉스 패드_0,키노닉스 패드_1,라로슈포제 스킨_0,라로슈포제 스킨_1,비페스타 시트_0,비페스타 시트_1,비오투름 밀크_0,비오투름 밀크_1,가르니에 워터_0,가르니에 워터_1,브라운랩 워터_0,브라운랩 워터_1,크리니크 오일_0,크리니크 오일_1,슈에무라 오일_0,슈에무라 오일_1,설화수 오일_0,설화수 오일_1,세컨디자인 프레쉬_0,세컨디자인 프레쉬_1,시드물 밀크_0,시드물 밀크_1,16BRAND 밤_0,16BRAND 밤_1,아리얼 패드_0,아리얼 패드_1,에뛰드 클리너_0,에뛰드 클리너_1
30,0.0,0.0,0.0,0.0,33.97683,37.5,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,54.05405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,18.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.31746,10.0,0.0,0.0,0.0,0.0,27.86885,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,25.0,44.08602,76.92307,55.17241,0.0,0.0,71.42857,0.0,0.0,0.0,26.31578,100.0,0.0,0.0
31,0.0,0.0,0.0,0.0,28.18532,41.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.51515,40.54054,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,10.47619,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.36507,10.0,0.0,45.45454,60.0,0.0,40.9836,45.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,100.0,50.0,52.68817,69.23076,20.68965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,28.57142,33.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,75.67567,0.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,15.0,0.0,0.0,0.0,0.0,44.26229,54.7619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.53763,84.61538,41.37931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,83.33333,33.59073,51.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,100.0,0.0,42.10526,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,57.14285,8.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.39682,14.0,0.0,0.0,0.0,52.63157,52.45901,52.38095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,42.85714,52.68817,74.35897,58.62068,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,27.41312,48.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.30303,40.54054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,71.42857,9.5238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.12698,27.0,0.0,0.0,0.0,26.31578,65.57377,52.38095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,57.14285,71.42857,47.31182,71.79487,58.62068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,28.95752,55.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39393,67.56756,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,13.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.01587,20.0,0.0,0.0,0.0,0.0,37.70491,69.04761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,42.85714,43.01075,53.84615,58.62068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,32.04633,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,21.62162,55.55555,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,20.0,0.0,0.0,0.0,0.0,24.59016,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,57.14285,44.08602,58.97435,51.72413,0.0,0.0,71.42857,0.0,0.0,0.0,26.31578,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,32.43243,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.84848,43.24324,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,25.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.36507,6.0,0.0,0.0,0.0,26.31578,37.70491,47.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,42.85714,45.16129,71.79487,41.37931,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,34.74903,54.375,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.69696,56.75675,0.0,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,21.90476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.01587,12.0,0.0,0.0,0.0,42.10526,37.70491,54.7619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,42.85714,61.29032,43.58974,55.17241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,37.83783,43.75,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,51.35135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,63.63636,0.0,0.0,0.0,0.0,13.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.12698,14.0,0.0,0.0,0.0,47.36842,34.42622,54.7619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,57.14285,32.14285,51.6129,58.97435,34.48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,35.90733,40.625,0.0,0.0,0.0,91.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,48.64864,55.55555,57.89473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,11.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.20634,11.0,0.0,0.0,0.0,31.57894,44.26229,73.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,43.01075,76.92307,27.5862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,41.31274,33.75,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.48484,45.94594,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,17.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.0,0.0,0.0,0.0,0.0,52.45901,45.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28571,100.0,55.91397,53.84615,65.51724,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,97.68339,38.125,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,45.94594,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,6.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.41269,5.0,0.0,0.0,0.0,0.0,52.45901,52.38095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28571,35.71428,43.01075,51.28205,65.51724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,73.35907,35.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.51515,54.05405,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.23809,5.0,0.0,0.0,0.0,0.0,29.50819,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,35.71428,39.28571,44.08602,56.41025,89.65517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,48.26254,49.375,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,59.45945,77.77777,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,23.80952,8.57142,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.84126,6.0,0.0,0.0,0.0,0.0,52.45901,26.19047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,50.0,47.31182,61.53846,65.51724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,38.22393,42.5,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,48.64864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,17.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.98412,12.0,0.0,0.0,0.0,0.0,55.7377,47.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,35.71428,61.29032,41.02564,72.41379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,49.03474,31.25,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.51515,40.54054,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.90909,0.0,0.0,0.0,57.14285,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,13.0,0.0,0.0,0.0,0.0,29.50819,30.95238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81818,0.0,39.28571,48.38709,69.23076,58.62068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,37.83783,51.875,0.0,75.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.48484,62.16216,0.0,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,57.14285,12.38095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.30158,13.0,0.0,0.0,0.0,0.0,42.62295,61.90476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,39.28571,37.6344,53.84615,58.62068,0.0,0.0,0.0,0.0,0.0,0.0,36.8421,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,43.62934,38.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21212,64.86486,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,23.80952,8.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,10.0,0.0,0.0,0.0,0.0,49.18032,59.5238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,42.85714,41.93548,53.84615,58.62068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,43.24324,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.51515,54.05405,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,0.0,0.0,0.0,0.0,10.47619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.50793,13.0,0.0,45.45454,0.0,0.0,31.14754,80.95238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28571,53.76344,79.48717,44.82758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,61.77606,31.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39393,54.05405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.39682,8.0,0.0,0.0,0.0,0.0,49.18032,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,35.71428,57.14285,34.4086,56.41025,41.37931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,41.31274,48.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27272,29.72972,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,28.57142,9.5238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.07936,9.0,0.0,0.0,100.0,0.0,47.54098,88.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,53.76344,64.10256,44.82758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,40.92664,91.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575,32.43243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.61904,17.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.04761,13.0,0.0,0.0,50.0,0.0,36.06557,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,35.71428,72.04301,58.97435,68.96551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0
53,0.0,0.0,0.0,0.0,40.54054,71.25,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21212,59.45945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,66.66666,7.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,37.0,0.0,0.0,0.0,0.0,36.06557,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,46.42857,47.31182,64.10256,55.17241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0
54,0.0,0.0,100.0,0.0,29.72972,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.30303,64.86486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,0.0,0.0,0.0,33.33333,8.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84126,48.0,0.0,0.0,0.0,0.0,22.95081,59.5238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,35.71428,35.71428,54.8387,97.43589,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,28.18532,84.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.60606,37.83783,88.88888,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,15.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42857,32.0,0.0,100.0,50.0,0.0,57.37704,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,50.0,59.13978,92.30769,82.75862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,33.20463,51.875,0.0,100.0,62.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27272,45.94594,66.66666,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,6.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.60317,43.0,0.0,0.0,80.0,26.31578,55.7377,61.90476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,36.55913,100.0,100.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,32.43243,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.51515,37.83783,55.55555,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,15.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84126,92.0,0.0,0.0,90.0,0.0,34.42622,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,35.71428,27.95698,100.0,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,83.33333,34.74903,63.125,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.51515,43.24324,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84126,84.0,0.0,63.63636,60.0,100.0,40.9836,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,39.28571,64.51612,48.71794,68.96551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,42.47104,41.875,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18181,37.83783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.61904,13.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.19047,100.0,0.0,45.45454,0.0,42.10526,44.26229,40.47619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,42.85714,50.0,53.76344,74.35897,24.13793,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,26.25482,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,64.86486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,8.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222,92.0,0.0,0.0,0.0,0.0,37.70491,45.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,48.38709,76.92307,51.72413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,4585,665,317850,311163,311163,2249488,2249488,311163,26982,7498,964,38589,311163,162,279626,311163,131854,2249488,1769,361,36,120,158,311163,2448,308867,2249488,154760,12110,54354,1065,72,311163,9505,2249488,311163,722,2433,746,23366,18431,2699,10844,10143,19096,6134,491556,771099,426936,11599,58225,63375,48104,133719,52060,2448,1351668,503193,27942,17876,491556,37518,1287,27041,54902,6355,770608,1678,770608,541,6524,28639,122994,54354,910,155969,1324,11300,290,424723
