,아리따움 팁_0,아리따움 팁_1,미샤 라이너_0,미샤 라이너_1,이니스프리 쥬얼_0,이니스프리 쥬얼_1,키스뉴욕 프레스앤고_0,키스뉴욕 프레스앤고_1,이니스프리 팁_0,이니스프리 팁_1,인코코 매니큐어_0,인코코 매니큐어_1,데싱디바 매직프레스_0,데싱디바 매직프레스_1,데싱디바 페디큐어_0,데싱디바 페디큐어_1,젤라또팩토리 패디_0,젤라또팩토리 패디_1,오호라 [페디]_0,오호라 [페디]_1,젤라또팩토리 프리미엄_0,젤라또팩토리 프리미엄_1,데싱디바 페디_0,데싱디바 페디_1,데싱디바 스톤]_0,데싱디바 스톤]_1,웨이크메이크 영양제]_0,웨이크메이크 영양제]_1,위드샨 이레이저_0,위드샨 이레이저_1,오피아이 엔비_0,오피아이 엔비_1,마이크로셀 바이탈_0,마이크로셀 바이탈_1,스킨푸드 네일에센스_0,스킨푸드 네일에센스_1,에뛰드 스파_0,에뛰드 스파_1,이니스프리 강화제_0,이니스프리 강화제_1,아리따움 오일_0,아리따움 오일_1,다이소 오일_0,다이소 오일_1,스킨푸드 오일_0,스킨푸드 오일_1,웨이크메이크 강화제]_0,웨이크메이크 강화제]_1,아리따움 하드너_0,아리따움 하드너_1,오피아이 오일_0,오피아이 오일_1,Nail TekII_0,Nail TekII_1,네이처리퍼블릭 펜_0,네이처리퍼블릭 펜_1,데싱디바 전용]_0,데싱디바 전용]_1,보브 네일케어_0,보브 네일케어_1,시드물 앰플_0,시드물 앰플_1,라벨영 쇼킹구해줘네일밤_0,라벨영 쇼킹구해줘네일밤_1,네이처리퍼블릭 초강력네일리무버_0,네이처리퍼블릭 초강력네일리무버_1,다이소 패드_0,다이소 패드_1,아리따움 띠너_0,아리따움 띠너_1,이니스프리 리무버_0,이니스프리 리무버_1,다이소 라벤더_0,다이소 라벤더_1,에뛰드 (마일드)_0,에뛰드 (마일드)_1,다이소 리무버_0,다이소 리무버_1,오피아이 리무버_0,오피아이 리무버_1
0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.24057,27.61578,77.33333,13.93442,3.62694,22.27979,0.0,0.0,0.0,0.0,24.85436,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.15384,51.85185,34.48275,49.0909,17.53554,0.0,0.0,20.58823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.25806,21.27659,0.0,0.0,0.0,0.0,46.42857,33.33333,0.0,0.0,21.42857,53.84615,65.11627,20.83333,0.0,0.0,86.36363,48.14814,0.0,0.0
1,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.19115,34.81989,100.0,4.09836,1.81347,14.76683,0.0,0.0,0.0,0.0,14.17475,70.58823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.30769,33.33333,27.5862,29.0909,9.9526,0.0,0.0,41.17647,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.67741,41.48936,0.0,0.0,0.0,0.0,53.57142,40.47619,0.0,61.53846,19.04761,33.33333,41.86046,91.66666,0.0,0.0,36.36363,40.74074,0.0,0.0
2,0.0,0.0,50.0,0.0,21.73913,0.0,12.76595,0.0,0.0,0.0,0.0,0.0,37.19115,25.90051,97.33333,0.0,7.77202,24.09326,0.0,0.0,0.0,0.0,16.50485,41.17647,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46153,22.22222,20.68965,38.18181,19.90521,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.16129,70.21276,0.0,0.0,0.0,0.0,42.85714,54.7619,0.0,0.0,30.95238,94.87179,46.51162,66.66666,0.0,0.0,31.81818,59.25925,0.0,0.0
3,0.0,0.0,50.0,0.0,0.0,0.0,23.40425,0.0,0.0,0.0,0.0,0.0,32.63979,33.44768,93.33333,0.0,11.39896,36.78756,0.0,0.0,0.0,0.0,16.50485,20.58823,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,100.0,0.0,0.0,11.53846,70.37037,41.37931,34.54545,20.37914,0.0,0.0,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.16129,92.55319,0.0,0.0,0.0,0.0,64.28571,42.85714,0.0,38.46153,36.90476,30.76923,55.81395,62.5,0.0,0.0,45.45454,48.14814,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,17.02127,0.0,0.0,0.0,0.0,0.0,38.23146,22.29845,80.0,4.91803,13.73056,20.46632,0.0,0.0,0.0,0.0,12.03883,55.88235,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,13.46153,44.44444,62.06896,23.63636,19.90521,0.0,0.0,52.94117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.41935,100.0,0.0,0.0,0.0,0.0,39.28571,26.19047,0.0,38.46153,33.33333,69.23076,60.46511,45.83333,0.0,0.0,63.63636,81.48148,0.0,0.0
5,0.0,0.0,50.0,0.0,0.0,0.0,21.27659,0.0,0.0,0.0,0.0,0.0,41.87256,29.33104,57.33333,0.0,22.27979,18.13471,0.0,0.0,0.0,0.0,11.26213,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,11.53846,29.62962,58.62068,30.90909,22.27488,0.0,0.0,29.41176,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.93548,81.91489,0.0,0.0,0.0,0.0,50.0,61.90476,0.0,46.15384,32.14285,30.76923,25.58139,62.5,0.0,0.0,59.0909,66.66666,0.0,0.0
6,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.49154,32.76157,53.33333,0.0,14.76683,17.61658,0.0,0.0,0.0,0.0,15.72815,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,28.84615,29.62962,27.5862,54.54545,22.27488,0.0,0.0,38.23529,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.54838,67.02127,0.0,0.0,0.0,0.0,46.42857,47.61904,0.0,53.84615,28.57142,33.33333,95.34883,29.16666,0.0,0.0,81.81818,40.74074,0.0,0.0
7,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.23146,32.59005,64.0,7.37704,24.09326,23.57512,0.0,0.0,0.0,0.0,17.47572,47.05882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,0.0,13.46153,37.03703,58.62068,49.0909,36.49289,0.0,0.0,23.52941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.93548,67.02127,0.0,0.0,0.0,0.0,75.0,47.61904,0.0,61.53846,23.80952,74.35897,44.18604,91.66666,0.0,0.0,59.0909,44.44444,0.0,0.0
8,0.0,0.0,58.33333,0.0,0.0,0.0,12.76595,0.0,0.0,0.0,0.0,0.0,37.71131,38.25042,74.66666,4.09836,36.78756,16.06217,0.0,0.0,0.0,0.0,14.36893,61.7647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,0.0,30.76923,51.85185,37.93103,40.0,37.91469,0.0,0.0,47.05882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.09677,51.06382,0.0,0.0,0.0,0.0,64.28571,35.71428,0.0,38.46153,17.85714,66.66666,67.44186,20.83333,0.0,0.0,54.54545,48.14814,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894,0.0,0.0,0.0,0.0,38.23146,29.50257,82.66666,5.7377,20.46632,12.6943,0.0,0.0,0.0,0.0,13.0097,26.47058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,21.15384,62.96296,65.51724,60.0,64.45497,0.0,0.0,23.52941,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.54838,76.59574,0.0,0.0,0.0,0.0,71.42857,47.61904,0.0,0.0,33.33333,79.48717,74.4186,45.83333,0.0,0.0,86.36363,62.96296,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,19.14893,57.89473,0.0,0.0,0.0,0.0,38.75162,31.73241,60.0,8.19672,18.13471,32.64248,0.0,0.0,0.0,0.0,10.29126,38.23529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,30.76923,48.14814,24.13793,41.81818,39.33649,0.0,0.0,44.11764,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.70967,71.27659,0.0,0.0,0.0,0.0,92.85714,57.14285,0.0,100.0,38.09523,56.41025,67.44186,54.16666,0.0,0.0,40.90909,44.44444,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.10526,0.0,0.0,0.0,0.0,42.0026,34.81989,70.66666,4.09836,17.61658,20.98445,0.0,0.0,0.0,0.0,12.42718,26.47058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38461,22.22222,82.75862,27.27272,50.7109,0.0,0.0,32.35294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,46.80851,0.0,0.0,0.0,0.0,75.0,33.33333,0.0,0.0,88.09523,82.05128,53.48837,41.66666,0.0,0.0,77.27272,92.59259,0.0,0.0
12,0.0,0.0,50.0,0.0,0.0,0.0,10.63829,52.63157,0.0,0.0,0.0,0.0,38.75162,25.38593,48.0,6.55737,23.57512,10.10362,0.0,0.0,0.0,0.0,15.14563,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46153,37.03703,55.17241,38.18181,22.27488,0.0,0.0,29.41176,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.41935,60.63829,0.0,0.0,0.0,0.0,53.57142,57.14285,0.0,0.0,84.5238,53.84615,39.53488,37.5,0.0,0.0,63.63636,44.44444,0.0,0.0
13,0.0,0.0,50.0,0.0,0.0,0.0,10.63829,0.0,0.0,0.0,0.0,0.0,44.73342,30.3602,49.33333,5.7377,16.06217,22.27979,0.0,0.0,0.0,0.0,16.69902,61.7647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,19.23076,22.22222,41.37931,89.0909,21.32701,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8387,51.06382,0.0,0.0,0.0,0.0,57.14285,40.47619,100.0,0.0,83.33333,33.33333,58.13953,50.0,0.0,0.0,77.27272,70.37037,0.0,0.0
14,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.40182,29.84562,77.33333,13.93442,12.6943,20.72538,0.0,0.0,0.0,0.0,22.33009,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76923,59.25925,100.0,58.18181,16.58767,0.0,0.0,32.35294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.93548,36.17021,0.0,0.0,0.0,0.0,92.85714,35.71428,0.0,0.0,65.47619,41.02564,58.13953,50.0,0.0,0.0,31.81818,44.44444,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,21.73913,0.0,31.57894,0.0,0.0,0.0,0.0,40.44213,34.47684,68.0,15.57377,32.64248,17.87564,0.0,0.0,0.0,0.0,24.85436,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,9.61538,25.92592,79.31034,41.81818,21.32701,0.0,0.0,17.64705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.54838,40.42553,0.0,0.0,0.0,0.0,57.14285,23.80952,0.0,0.0,23.80952,82.05128,69.76744,33.33333,0.0,0.0,77.27272,70.37037,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,30.43478,14.89361,0.0,0.0,0.0,0.0,0.0,41.87256,34.99142,72.0,9.01639,20.98445,26.42487,0.0,0.0,0.0,0.0,29.12621,67.64705,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,19.23076,25.92592,34.48275,40.0,15.63981,0.0,0.0,20.58823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.32258,46.80851,0.0,0.0,0.0,0.0,53.57142,54.7619,0.0,38.46153,38.09523,56.41025,100.0,33.33333,0.0,0.0,72.72727,48.14814,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,100.0,0.0,47.36842,0.0,0.0,0.0,0.0,42.39271,33.79073,70.66666,12.29508,10.10362,38.0829,0.0,0.0,0.0,0.0,32.233,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6923,66.66666,58.62068,43.63636,25.59241,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,41.48936,0.0,0.0,0.0,0.0,46.42857,71.42857,0.0,0.0,33.33333,64.10256,76.74418,58.33333,0.0,0.0,40.90909,33.33333,0.0,0.0
18,0.0,0.0,66.66666,0.0,0.0,0.0,17.02127,0.0,0.0,0.0,0.0,0.0,53.83615,32.76157,38.66666,17.21311,22.27979,29.53367,0.0,0.0,0.0,0.0,23.10679,23.52941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,34.61538,81.48148,41.37931,27.27272,100.0,0.0,0.0,64.70588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.12903,51.06382,0.0,0.0,0.0,0.0,67.85714,59.5238,0.0,0.0,38.09523,48.71794,53.48837,75.0,0.0,0.0,77.27272,48.14814,0.0,0.0
19,0.0,0.0,41.66666,0.0,0.0,0.0,17.02127,26.31578,0.0,0.0,0.0,0.0,100.0,35.16295,36.0,13.93442,20.72538,38.34196,0.0,0.0,0.0,0.0,25.82524,55.88235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.74074,44.82758,43.63636,70.14218,0.0,0.0,82.35294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.87096,55.31914,0.0,0.0,0.0,0.0,42.85714,45.23809,0.0,46.15384,39.28571,28.20512,48.8372,50.0,0.0,0.0,54.54545,74.07407,0.0,0.0
20,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,26.31578,0.0,0.0,0.0,0.0,62.80884,33.10463,38.66666,23.77049,17.87564,57.51295,0.0,0.0,0.0,0.0,70.09708,38.23529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.84615,55.55555,51.72413,36.36363,54.9763,0.0,0.0,61.7647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.19354,45.74468,0.0,0.0,0.0,0.0,53.57142,73.80952,0.0,0.0,33.33333,43.58974,51.16279,62.5,0.0,0.0,36.36363,74.07407,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,17.02127,0.0,0.0,0.0,0.0,0.0,66.84005,35.16295,48.0,27.04918,26.42487,83.41968,0.0,0.0,0.0,0.0,25.63106,58.82352,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,55.55555,65.51724,29.0909,55.92417,0.0,0.0,44.11764,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.16129,38.29787,0.0,0.0,0.0,0.0,53.57142,54.7619,0.0,0.0,30.95238,41.02564,46.51162,0.0,0.0,0.0,86.36363,66.66666,0.0,0.0
22,0.0,0.0,0.0,41.66666,21.73913,0.0,12.76595,0.0,0.0,0.0,0.0,0.0,52.0156,43.56775,20.0,23.77049,38.0829,45.59585,0.0,0.0,0.0,0.0,26.60194,47.05882,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53846,44.44444,58.62068,29.0909,18.00947,0.0,0.0,23.52941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.16129,26.59574,0.0,0.0,0.0,0.0,39.28571,76.19047,0.0,0.0,28.57142,58.97435,74.4186,29.16666,0.0,0.0,40.90909,22.22222,0.0,0.0
23,0.0,0.0,50.0,0.0,30.43478,0.0,19.14893,36.8421,0.0,0.0,0.0,0.0,48.63459,42.71012,25.33333,36.88524,29.53367,45.33678,0.0,0.0,0.0,0.0,29.51456,32.35294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61538,40.74074,62.06896,43.63636,13.27014,0.0,0.0,23.52941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.38709,25.53191,0.0,0.0,0.0,0.0,57.14285,78.57142,0.0,0.0,46.42857,46.15384,62.79069,29.16666,0.0,0.0,100.0,29.62962,0.0,0.0
24,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3342,42.53859,26.66666,50.81967,38.34196,52.3316,0.0,0.0,0.0,0.0,38.05825,23.52941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,17.30769,29.62962,44.82758,25.45454,11.84834,0.0,0.0,14.70588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.80645,34.04255,0.0,0.0,0.0,0.0,42.85714,42.85714,0.0,46.15384,51.19047,43.58974,67.44186,50.0,0.0,0.0,27.27272,55.55555,0.0,0.0
25,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,42.10526,0.0,0.0,0.0,0.0,50.71521,40.99485,34.66666,40.16393,57.51295,75.64766,0.0,0.0,0.0,0.0,28.34951,35.29411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,59.25925,55.17241,40.0,16.11374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.54838,50.0,0.0,0.0,0.0,0.0,42.85714,47.61904,0.0,0.0,42.85714,28.20512,44.18604,29.16666,0.0,0.0,31.81818,62.96296,0.0,0.0
26,0.0,0.0,0.0,50.0,0.0,0.0,0.0,42.10526,0.0,0.0,0.0,100.0,52.92587,39.45111,26.66666,34.42622,83.41968,49.22279,0.0,0.0,0.0,0.0,40.19417,17.64705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,72.72727,17.30769,62.96296,41.37931,43.63636,18.95734,0.0,0.0,20.58823,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.32258,46.80851,0.0,0.0,0.0,0.0,57.14285,50.0,0.0,46.15384,27.38095,17.94871,46.51162,37.5,0.0,0.0,54.54545,51.85185,0.0,0.0
27,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.82314,34.13379,21.33333,30.32786,45.59585,58.54922,0.0,0.0,0.0,0.0,28.15533,44.11764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76923,33.33333,27.5862,61.81818,17.53554,0.0,0.0,20.58823,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.67741,50.0,0.0,0.0,0.0,0.0,85.71428,66.66666,0.0,0.0,32.14285,33.33333,46.51162,25.0,0.0,0.0,63.63636,48.14814,100.0,0.0
28,0.0,0.0,50.0,0.0,0.0,0.0,21.27659,42.10526,0.0,0.0,0.0,0.0,34.59037,45.79759,29.33333,44.26229,45.33678,54.40414,0.0,0.0,0.0,0.0,38.83495,32.35294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46153,40.74074,41.37931,23.63636,16.58767,0.0,0.0,38.23529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.80645,31.91489,0.0,0.0,0.0,0.0,60.71428,71.42857,0.0,0.0,28.57142,41.02564,44.18604,50.0,0.0,0.0,77.27272,22.22222,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,25.53191,31.57894,0.0,0.0,0.0,0.0,44.86345,49.22813,28.0,44.26229,52.3316,61.91709,0.0,0.0,0.0,0.0,34.36893,23.52941,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,17.30769,29.62962,51.72413,25.45454,23.22274,0.0,0.0,26.47058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.41935,28.7234,0.0,0.0,0.0,0.0,46.42857,54.7619,0.0,0.0,27.38095,58.97435,67.44186,45.83333,0.0,0.0,45.45454,55.55555,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,21.73913,0.0,47.36842,0.0,0.0,0.0,0.0,35.50065,41.16638,29.33333,36.06557,75.64766,72.27979,0.0,0.0,0.0,0.0,39.80582,38.23529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.76923,62.96296,31.03448,43.63636,15.63981,0.0,0.0,32.35294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.19354,44.68085,0.0,0.0,0.0,0.0,35.71428,92.85714,0.0,0.0,35.71428,51.28205,60.46511,62.5,0.0,0.0,50.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,12.76595,0.0,0.0,0.0,0.0,0.0,45.90377,36.53516,29.33333,40.9836,49.22279,86.78756,0.0,0.0,0.0,0.0,45.04854,44.11764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,25.92592,41.37931,40.0,27.01421,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.09677,30.85106,0.0,0.0,0.0,0.0,60.71428,59.5238,0.0,0.0,30.95238,38.46153,81.39534,79.16666,0.0,0.0,50.0,55.55555,0.0,0.0
32,0.0,0.0,75.0,0.0,0.0,0.0,14.89361,0.0,0.0,0.0,0.0,0.0,44.73342,42.36706,38.66666,36.88524,58.54922,81.08808,0.0,0.0,0.0,0.0,30.09708,73.52941,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,66.66666,51.72413,18.18181,22.27488,0.0,0.0,32.35294,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.90322,27.65957,0.0,0.0,0.0,0.0,28.57142,54.7619,0.0,0.0,38.09523,61.53846,58.13953,45.83333,0.0,0.0,54.54545,51.85185,0.0,0.0
33,0.0,0.0,0.0,50.0,0.0,0.0,12.76595,0.0,0.0,0.0,0.0,0.0,46.42392,46.65523,44.0,40.16393,54.40414,70.98445,0.0,0.0,0.0,0.0,25.04854,20.58823,0.0,0.0,0.0,0.0,0.0,72.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38461,37.03703,37.93103,14.54545,13.74407,0.0,0.0,47.05882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.96774,37.23404,0.0,0.0,0.0,0.0,60.71428,90.47619,0.0,0.0,54.7619,66.66666,32.55813,66.66666,0.0,0.0,100.0,29.62962,0.0,0.0
34,0.0,0.0,0.0,41.66666,0.0,0.0,19.14893,0.0,0.0,0.0,0.0,0.0,40.83224,49.0566,29.33333,24.59016,61.91709,66.06217,0.0,0.0,0.0,0.0,37.28155,41.17647,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,17.30769,74.07407,65.51724,20.0,13.74407,0.0,0.0,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.64516,58.51063,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,44.04761,51.28205,37.2093,29.16666,0.0,0.0,72.72727,44.44444,0.0,0.0
35,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,52.63157,0.0,0.0,0.0,0.0,47.72431,100.0,44.0,53.27868,72.27979,100.0,0.0,0.0,0.0,0.0,39.2233,50.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,17.30769,66.66666,41.37931,21.81818,19.43127,0.0,0.0,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.2258,69.14893,0.0,0.0,0.0,0.0,46.42857,61.90476,0.0,0.0,22.61904,56.41025,46.51162,100.0,0.0,0.0,59.0909,74.07407,0.0,0.0
36,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,63.15789,0.0,0.0,0.0,0.0,64.75942,50.60034,50.66666,54.09836,86.78756,75.64766,0.0,0.0,0.0,0.0,32.233,67.64705,0.0,0.0,0.0,0.0,0.0,72.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,44.82758,30.90909,23.69668,0.0,0.0,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.45161,21.27659,0.0,0.0,0.0,0.0,35.71428,71.42857,0.0,0.0,46.42857,76.92307,46.51162,62.5,0.0,0.0,72.72727,48.14814,0.0,0.0
