,스킨79 [SPF50+/PA+++]_0,스킨79 [SPF50+/PA+++]_1,닥터자르트 [SPF35/PA++]_0,닥터자르트 [SPF35/PA++]_1,스킨79 [SPF30/PA++]_0,스킨79 [SPF30/PA++]_1,Dr.G [SPF30/PA++]_0,Dr.G [SPF30/PA++]_1,부르조아 CC크림_0,부르조아 CC크림_1,바닐라코 [SPF30/PA++]_0,바닐라코 [SPF30/PA++]_1,설화수 CC유액_0,설화수 CC유액_1,숨37˚ [SPF28/PA++]_0,숨37˚ [SPF28/PA++]_1,숨37˚ [SPF50+/PA+++]_0,숨37˚ [SPF50+/PA+++]_1,에스케이투 [SPF50/PA+++]_0,에스케이투 [SPF50/PA+++]_1,프리메라 [SPF50+/PA+++]_0,프리메라 [SPF50+/PA+++]_1,VT COSMETICS [SPF22/PA++]_0,VT COSMETICS [SPF22/PA++]_1,아가타 코스메틱 팩트_0,아가타 코스메틱 팩트_1,홀리카홀리카 [SPF32/PA++]_0,홀리카홀리카 [SPF32/PA++]_1,VT COSMETICS [SPF50/PA+++]_0,VT COSMETICS [SPF50/PA+++]_1,시크릿키 CC크림_0,시크릿키 CC크림_1,라비다 [SPF30/PA++]_0,라비다 [SPF30/PA++]_1,시크릿키 쿠션_0,시크릿키 쿠션_1,포렌코즈 [SPF50+/PA+++]_0,포렌코즈 [SPF50+/PA+++]_1,지방시 뷰티 [SPF15/PA+]_0,지방시 뷰티 [SPF15/PA+]_1,반트 36.5 [SPF40/PA+++]_0,반트 36.5 [SPF40/PA+++]_1,싸이닉 커버쿠션CC_0,싸이닉 커버쿠션CC_1,토니모리 [SPF30/PA++]_0,토니모리 [SPF30/PA++]_1,어반디케이 스프레이_0,어반디케이 스프레이_1,헤라 픽서_0,헤라 픽서_1,쏘내추럴 픽서_0,쏘내추럴 픽서_1,투쿨포스쿨 픽서_0,투쿨포스쿨 픽서_1,에스티 로더 미스트_0,에스티 로더 미스트_1,미샤 픽서_0,미샤 픽서_1,입생로랑 스프레이_0,입생로랑 스프레이_1,메이크업포에버 픽스_0,메이크업포에버 픽스_1,에스쁘아 미스트_0,에스쁘아 미스트_1,메리케이 스프레이_0,메리케이 스프레이_1,자트인사이트 픽서_0,자트인사이트 픽서_1,어반디케이 올나이터_0,어반디케이 올나이터_1,네이처리퍼블릭 픽서_0,네이처리퍼블릭 픽서_1,아리따움 픽서_0,아리따움 픽서_1,바비브라운 칼라_0,바비브라운 칼라_1,투쿨포스쿨 로즈_0,투쿨포스쿨 로즈_1,랑콤 루즈_0,랑콤 루즈_1
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7931,54.36893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.05405,27.90697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,68.96551,69.56521,59.45945,59.45945,33.84615,17.94871,83.01886,35.71428,87.27272,52.0,0.0,0.0,0.0,71.42857,29.41176,0.0,0.0,0.0,8.16326,62.5,68.0,16.05839,0.0,0.0,46.54377,13.06532,0.0,0.0,0.0,0.0,30.76923,43.75
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.72413,55.3398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.21621,32.55813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.27586,36.95652,36.03603,36.03603,44.61538,53.84615,52.83018,0.0,50.90909,28.0,0.0,0.0,0.0,71.42857,0.0,60.0,0.0,0.0,6.12244,54.41176,48.0,30.65693,0.0,45.45454,45.62211,9.04522,0.0,0.0,0.0,0.0,57.6923,39.0625
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75862,65.04854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,32.43243,32.55813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,68.96551,36.95652,39.63963,39.63963,53.84615,53.84615,66.03773,35.71428,23.63636,32.0,100.0,0.0,77.77777,0.0,64.70588,90.0,0.0,0.0,10.20408,66.17647,38.0,13.13868,0.0,0.0,39.1705,8.3752,0.0,0.0,0.0,0.0,73.07692,31.25
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,53.39805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.05405,32.55813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.20689,39.13043,57.65765,57.65765,64.61538,38.46153,66.03773,57.14285,25.45454,36.0,0.0,0.0,0.0,0.0,47.05882,50.0,0.0,0.0,11.73469,57.35294,76.0,16.05839,0.0,54.54545,40.09216,17.08542,0.0,0.0,0.0,0.0,26.92307,32.8125
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7931,65.04854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.83783,25.58139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96551,43.47826,53.15315,53.15315,61.53846,61.53846,54.71698,35.71428,25.45454,20.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0,0.0,6.63265,72.05882,64.0,9.48905,0.0,45.45454,35.48387,12.0603,0.0,0.0,75.0,0.0,42.30769,37.5
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.48275,71.84466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.94594,37.2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.62068,34.7826,47.74774,47.74774,50.76923,42.30769,56.60377,35.71428,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,5.10204,59.92647,50.0,15.32846,0.0,63.63636,40.55299,14.23785,0.0,0.0,100.0,0.0,42.30769,28.125
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.62068,44.66019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.86486,34.88372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,75.86206,52.17391,37.83783,37.83783,44.61538,52.5641,71.69811,0.0,20.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73469,59.19117,46.0,32.84671,0.0,54.54545,36.86635,100.0,0.0,0.0,0.0,0.0,46.15384,37.5
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,55.3398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.32432,16.27906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93103,36.95652,43.24324,43.24324,43.07692,46.15384,83.01886,92.85714,12.72727,40.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,15.81632,45.22058,48.0,29.19708,71.42857,54.54545,32.25806,49.07872,0.0,0.0,0.0,0.0,50.0,56.25
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.41379,84.46601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.64864,39.53488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,100.0,43.47826,43.24324,43.24324,55.38461,84.61538,88.67924,64.28571,25.45454,56.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,8.16326,44.48529,50.0,24.81751,0.0,0.0,40.09216,24.45561,0.0,0.0,0.0,0.0,61.53846,65.625
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7931,68.93203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,44.18604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.20689,23.91304,47.74774,47.74774,41.53846,73.07692,96.22641,35.71428,25.45454,36.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,5.61224,34.55882,34.0,23.35766,100.0,0.0,57.14285,15.91289,0.0,0.0,0.0,0.0,30.76923,29.6875
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.55172,54.36893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,0.0,32.43243,88.37209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,82.75862,30.43478,53.15315,53.15315,81.53846,55.1282,75.47169,42.85714,16.36363,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.22448,39.70588,52.0,13.13868,0.0,0.0,73.27188,14.40536,0.0,0.0,62.5,0.0,65.38461,26.5625
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.41379,48.54368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,40.54054,72.09302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.06896,54.34782,53.15315,53.15315,58.46153,44.87179,100.0,0.0,16.36363,36.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.85714,41.17647,68.0,21.89781,0.0,0.0,49.30875,14.74036,0.0,0.0,0.0,50.0,50.0,39.0625
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.24137,47.57281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,40.54054,74.4186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,75.86206,26.08695,57.65765,57.65765,60.0,100.0,81.13207,50.0,14.54545,60.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0,0.0,16.83673,38.23529,46.0,28.46715,0.0,0.0,51.6129,16.58291,0.0,0.0,0.0,0.0,30.76923,21.875
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,36.8932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,83.78378,39.53488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.37931,47.82608,54.95495,54.95495,70.76923,46.15384,64.15094,35.71428,23.63636,40.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,3.06122,34.19117,68.0,27.73722,71.42857,45.45454,51.15207,18.59296,0.0,0.0,0.0,0.0,50.0,26.5625
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.62068,61.16504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.32432,67.44186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.37931,30.43478,39.63963,39.63963,73.84615,48.71794,47.16981,0.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10204,13.60294,34.0,41.60583,0.0,45.45454,47.0046,18.59296,0.0,0.0,0.0,0.0,30.76923,39.0625
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.62068,66.01941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.83783,69.76744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.06896,50.0,32.43243,32.43243,90.76923,52.5641,52.83018,42.85714,76.36363,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12244,16.54411,36.0,35.03649,85.71428,0.0,48.38709,13.56783,0.0,0.0,0.0,0.0,34.61538,29.6875
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5862,60.19417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,18.91891,74.4186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,41.37931,26.08695,36.93693,36.93693,67.6923,41.02564,52.83018,42.85714,45.45454,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55102,23.89705,42.0,26.27737,71.42857,0.0,59.447,13.90284,0.0,0.0,0.0,0.0,38.46153,43.75
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7931,63.10679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.72972,79.06976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,41.37931,54.34782,55.85585,55.85585,64.61538,56.41025,67.92452,35.71428,76.36363,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06122,27.57352,56.0,29.927,100.0,0.0,52.99539,11.22278,0.0,0.0,0.0,50.0,42.30769,100.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.82758,56.31067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.94594,23.25581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.72413,36.95652,74.77477,74.77477,70.76923,51.28205,66.03773,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16326,43.75,54.0,64.23357,85.71428,0.0,46.54377,17.92294,0.0,0.0,0.0,60.0,50.0,50.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.82758,45.63106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.54054,41.86046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.55172,39.13043,54.05405,54.05405,61.53846,42.30769,73.5849,35.71428,60.0,20.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0,0.0,7.14285,40.44117,40.0,63.50364,85.71428,63.63636,45.16129,17.75544,0.0,0.0,0.0,100.0,30.76923,35.9375
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.24137,42.71844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.35135,74.4186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.37931,28.26086,47.74774,47.74774,46.15384,30.76923,54.71698,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.17647,56.0,70.07299,0.0,0.0,29.49308,35.34338,0.0,0.0,0.0,60.0,50.0,45.3125
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.41379,67.96116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.32432,30.23255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.65517,19.56521,52.25225,52.25225,55.38461,28.20512,18.86792,64.28571,50.90909,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61224,17.64705,72.0,81.75182,0.0,0.0,45.16129,31.32328,0.0,0.0,0.0,50.0,42.30769,25.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.89655,53.39805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.13513,46.51162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,41.37931,32.60869,24.32432,24.32432,72.30769,30.76923,43.39622,50.0,27.27272,48.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,5.61224,11.7647,42.0,53.28467,0.0,54.54545,43.31797,24.95812,0.0,0.0,0.0,0.0,42.30769,25.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275,63.10679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.02702,37.2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93103,26.08695,24.32432,24.32432,63.07692,35.89743,49.0566,78.57142,14.54545,36.0,68.75,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7.65306,3.30882,20.0,37.22627,0.0,54.54545,52.53456,23.61809,0.0,0.0,0.0,0.0,30.76923,26.5625
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,52.42718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62162,60.46511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,75.86206,45.65217,48.64864,48.64864,89.23076,43.58974,52.83018,78.57142,25.45454,32.0,0.0,0.0,55.55555,0.0,0.0,80.0,0.0,0.0,7.14285,5.14705,42.0,38.68613,0.0,0.0,48.84792,15.41038,0.0,0.0,0.0,0.0,30.76923,21.875
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.68965,61.16504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.13513,62.79069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,51.72413,32.60869,44.14414,44.14414,72.30769,38.46153,30.18867,35.71428,25.45454,28.0,0.0,0.0,0.0,71.42857,0.0,50.0,0.0,0.0,7.65306,5.88235,36.0,76.64233,71.42857,0.0,44.23963,19.26298,0.0,0.0,0.0,0.0,73.07692,25.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.41379,36.8932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.54054,48.8372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93103,36.95652,45.94594,45.94594,64.61538,35.89743,54.71698,0.0,38.18181,48.0,0.0,0.0,0.0,85.71428,47.05882,0.0,0.0,0.0,3.06122,4.41176,50.0,49.63503,71.42857,0.0,54.8387,18.42546,0.0,0.0,0.0,0.0,65.38461,51.5625
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.31034,42.71844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91891,44.18604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.27586,34.7826,45.04504,45.04504,100.0,39.74358,16.98113,0.0,30.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10204,7.35294,72.0,100.0,0.0,0.0,58.52534,18.92797,0.0,0.0,0.0,0.0,46.15384,15.625
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.20689,33.98058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.51162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275,80.43478,40.54054,40.54054,70.76923,21.79487,71.69811,92.85714,100.0,24.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,5.61224,8.45588,88.0,59.85401,0.0,81.81818,100.0,23.78559,0.0,0.0,0.0,50.0,57.6923,18.75
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.24137,51.45631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.43243,25.58139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.10344,36.95652,39.63963,39.63963,76.92307,38.46153,54.71698,57.14285,45.45454,28.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.59183,4.77941,58.0,63.50364,0.0,45.45454,92.62672,17.42043,0.0,0.0,0.0,0.0,23.07692,20.3125
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.13793,45.63106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.83783,55.81395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.23076,44.82758,28.26086,35.13513,35.13513,49.23076,28.20512,52.83018,42.85714,38.18181,44.0,43.75,0.0,55.55555,0.0,0.0,60.0,0.0,0.0,6.63265,3.67647,74.0,57.66423,0.0,0.0,82.02764,15.57788,0.0,0.0,0.0,0.0,53.84615,21.875
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.72413,70.87378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.91891,37.2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.86206,54.34782,50.45045,50.45045,52.30769,43.58974,58.49056,78.57142,27.27272,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55102,8.45588,36.0,70.80291,100.0,0.0,66.35944,15.57788,0.0,0.0,0.0,0.0,26.92307,17.1875
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.68965,46.60194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62162,74.4186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,48.27586,36.95652,28.82882,28.82882,50.76923,57.6923,62.26415,35.71428,21.81818,24.0,87.5,0.0,66.66666,0.0,29.41176,0.0,0.0,0.0,6.63265,11.39705,58.0,87.59124,0.0,0.0,92.16589,20.93802,0.0,0.0,0.0,0.0,42.30769,20.3125
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.86206,38.83495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.83783,67.44186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,38.46153,51.72413,39.13043,46.84684,46.84684,61.53846,58.97435,52.83018,57.14285,25.45454,0.0,50.0,0.0,66.66666,0.0,47.05882,0.0,0.0,0.0,0.0,5.88235,50.0,78.10218,0.0,90.90909,70.96774,20.60301,0.0,0.0,0.0,50.0,57.6923,28.125
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96551,40.77669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.72972,44.18604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,58.62068,36.95652,59.45945,59.45945,46.15384,29.48717,67.92452,64.28571,21.81818,20.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04411,66.0,73.72262,85.71428,81.81818,75.57603,18.42546,0.0,0.0,0.0,50.0,61.53846,20.3125
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.44827,43.68932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,24.32432,37.2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,55.17241,39.13043,54.95495,54.95495,92.30769,48.71794,39.62264,64.28571,60.0,0.0,68.75,0.0,66.66666,0.0,35.29411,0.0,0.0,0.0,6.63265,8.08823,42.0,88.32116,85.71428,0.0,43.7788,20.1005,0.0,0.0,0.0,0.0,23.07692,18.75
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.89655,47.57281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.24324,39.53488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,50.0,34.23423,34.23423,81.53846,52.5641,64.15094,64.28571,47.27272,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10204,12.86764,40.0,100.0,0.0,81.81818,41.93548,21.60804,0.0,0.0,0.0,0.0,0.0,9.375
