,라벤더_0,라벤더_1,라벤더_2,퍼퓸드 디퓨저        작약_0,퍼퓸드 디퓨저        작약_1,퍼퓸드 디퓨저        작약_2,꽃담초 섬유탈취제   연꽃_0,꽃담초 섬유탈취제   연꽃_1,꽃담초 섬유탈취제   연꽃_2,섬유향수 로제_0,섬유향수 로제_1,섬유향수 로제_2,비치워크_0,비치워크_1,비치워크_2,섬유향수 그레이프향_0,섬유향수 그레이프향_1,섬유향수 그레이프향_2,미드나잇 쟈스민_0,미드나잇 쟈스민_1,미드나잇 쟈스민_2,잉글리쉬 페어 앤 프리지아 디퓨저_0,잉글리쉬 페어 앤 프리지아 디퓨저_1,잉글리쉬 페어 앤 프리지아 디퓨저_2,퍼퓸드 디퓨저        삼나무_0,퍼퓸드 디퓨저        삼나무_1,퍼퓸드 디퓨저        삼나무_2,퍼퓸드 디퓨저        한란_0,퍼퓸드 디퓨저        한란_1,퍼퓸드 디퓨저        한란_2,루나 미니  _0,루나 미니  _1,루나 미니  _2,미아 _0,미아 _1,미아 _2,클렌징 인핸서_0,클렌징 인핸서_1,럭스 캐시미어 페이셜 브러쉬_0,럭스 캐시미어 페이셜 브러쉬_1,럭스 캐시미어 페이셜 브러쉬_2,스마트 프로파일_0,스마트 프로파일_1,스마트 프로파일_2,더마 LED 마스크 BWJ _0,더마 LED 마스크 BWJ _1,더마 LED 마스크 BWJ _2,피부관리기_0,피부관리기_1,피부관리기_2,에이지락 루미스파_0,에이지락 루미스파_1,에이지락 루미스파_2,딥 포어 브러시 헤드_0,딥 포어 브러시 헤드_1,딥 포어 브러시 헤드_2,갈바닉 미세진동 마사지기_0,갈바닉 미세진동 마사지기_1,갈바닉 미세진동 마사지기_2,갈바닉 이온 부스터_0,갈바닉 이온 부스터_1,갈바닉 이온 부스터_2,루메아 에센셜 IPL 제모기_0,루메아 에센셜 IPL 제모기_1,루메아 에센셜 IPL 제모기_2,울트라 리프팅 트리니티_0,울트라 리프팅 트리니티_1,울트라 리프팅 트리니티_2,화산석 미세모 회전 클렌징기_0,화산석 미세모 회전 클렌징기_1,화산석 미세모 회전 클렌징기_2,브라이트 소닉 브러시 헤드_0,브라이트 소닉 브러시 헤드_1,아리아_0,아리아_1,아리아_2,플래시앤고 프리덤_0,플래시앤고 프리덤_1,플래시앤고 프리덤_2,초음파 클렌저_0,초음파 클렌저_1,초음파 클렌저_2,커버앤클린핏_0,커버앤클린핏_1,커버앤클린핏_2,에그디바이스 _0,에그디바이스 _1,에그디바이스 _2,플랫형 GP   _0,플랫형 GP   _1,플랫형 GP   _2,헤어 드라이어 HP     _0,헤어 드라이어 HP     _1,헤어 드라이어 HP     _2,슈퍼소닉 헤어 드라이어_0,슈퍼소닉 헤어 드라이어_1,슈퍼소닉 헤어 드라이어_2, M    A  전문가용 헤어드라이어_0, M    A  전문가용 헤어드라이어_1, M    A  전문가용 헤어드라이어_2,글램웨이브 봉고데기   mm_0,글램웨이브 봉고데기   mm_1,글램웨이브 봉고데기   mm_2,MA   A  토네이도 드라이기 _0,MA   A  토네이도 드라이기 _1,MA   A  토네이도 드라이기 _2,드라이기 리스펙트 무빙에어 HV    KO_0,드라이기 리스펙트 무빙에어 HV    KO_1,드라이기 리스펙트 무빙에어 HV    KO_2,소프트바 판고데기_0,소프트바 판고데기_1,소프트바 판고데기_2,미니고데기_0,미니고데기_1,미니고데기_2
0,75.02742,60.77278,44.68007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,38.88888,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.20408,15.30612,57.4468,31.04726,84.38177,41.69096,57.57575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.75103,45.64315,49.39759,31.57894,11.3924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.16129,25.26315,63.97058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8387,78.88762,48.74815,0.0,0.0,30.2583,18.90547,70.68062,60.9075,0.0,0.0,0.0,24.91648,100.0,49.46236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.60115,65.51339,66.03951
1,85.30164,52.03695,43.80255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.47058,50.0,47.82608,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.30612,20.40816,34.04255,38.83225,75.9219,48.97959,24.24242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.41078,46.05809,60.24096,36.8421,9.49367,35.0,0.0,0.0,0.0,0.0,0.0,0.0,64.51612,24.21052,57.35294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,58.67315,75.14188,47.79086,0.0,0.0,32.47232,21.39303,60.9075,75.74171,0.0,0.0,21.73913,17.84521,37.64072,48.50657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.10982,66.40625,63.5936
2,79.85374,48.59302,44.75319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.11111,34.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.40816,17.34693,36.87943,31.04726,92.4078,44.02332,45.45454,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,0.0,50.20746,49.37759,40.96385,28.07017,3.16455,45.0,0.0,0.0,0.0,0.0,0.0,0.0,43.87096,37.19298,66.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,53.25623,65.15323,62.44477,0.0,0.0,100.0,17.91044,75.74171,100.0,0.0,0.0,34.7826,15.72939,24.18012,59.02031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.76878,77.00892,63.49952
3,78.93967,45.56908,41.82815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,34.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.34693,6.12244,46.09929,36.32993,87.63557,51.0204,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.69709,51.45228,45.18072,22.80701,6.96202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.51612,25.61403,55.88235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.54351,62.99659,70.10309,0.0,0.0,33.57933,17.41293,100.0,63.17626,0.0,0.0,34.7826,21.68708,20.99853,42.7718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.16763,76.00446,79.11571
4,71.70018,44.8551,44.20475,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,70.58823,33.33333,56.52173,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12244,9.18367,34.04255,34.84708,84.59869,51.31195,90.90909,100.0,0.0,0.0,0.0,0.0,23.07692,0.0,0.0,0.0,0.0,84.23236,71.36929,60.84337,42.10526,9.49367,75.0,0.0,0.0,0.0,0.0,0.0,0.0,83.87096,27.36842,36.02941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.10833,61.6345,69.1458,0.0,0.0,37.63837,19.90049,63.17626,50.08726,0.0,0.0,34.7826,16.87082,26.28487,35.84229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.25433,72.20982,74.22389
5,83.72943,40.90718,45.41133,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18367,15.30612,25.53191,27.8962,72.01735,42.56559,42.42424,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,85.89211,60.58091,100.0,49.1228,12.65822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.32258,27.36842,68.38235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.55203,76.04994,66.49484,0.0,0.0,29.88929,20.398,50.08726,50.4363,0.0,0.0,43.47826,16.53674,32.74596,43.01075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.63583,63.83928,68.57949
6,78.13528,41.95716,48.62888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,38.88888,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.30612,20.40816,24.82269,29.56441,77.65726,43.44023,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9336,71.36929,84.33734,42.10526,29.11392,25.0,0.0,0.0,0.0,0.0,0.0,0.0,53.54838,26.66666,59.55882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.57821,85.01702,69.7349,0.0,0.0,26.19926,20.89552,50.4363,63.35078,0.0,0.0,69.56521,15.33964,46.59813,48.14814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.20168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3815,62.5,74.41204
7,90.34734,44.26711,48.26325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.40816,12.24489,19.14893,34.10565,67.24511,38.77551,24.24242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.81742,58.92116,65.06024,38.59649,22.78481,50.0,0.0,0.0,0.0,0.0,0.0,0.0,77.41935,24.21052,55.14705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,51.73463,72.98524,58.76288,0.0,0.0,26.19926,12.93532,63.35078,51.13438,0.0,0.0,26.08695,15.25612,29.07488,54.24133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4104,62.83482,67.07431
8,92.28519,43.84712,52.65082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.17391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24489,6.12244,30.49645,100.0,78.52494,41.25364,18.18181,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,0.0,54.77178,30.29045,53.61445,36.8421,16.45569,65.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8387,32.63157,55.88235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.36092,88.30874,58.98379,0.0,0.0,25.46125,8.45771,51.13438,41.01221,0.0,0.0,43.47826,10.99665,32.30543,71.20669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.39306,70.08928,63.78174
9,78.06215,42.96514,50.01828,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,35.29411,0.0,56.52173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12244,7.14285,39.00709,34.56904,72.45119,44.46064,93.93939,0.0,0.0,0.0,0.0,0.0,57.6923,0.0,0.0,0.0,0.0,51.03734,18.67219,36.74698,54.38596,15.18987,45.0,0.0,0.0,0.0,0.0,0.0,0.0,86.45161,27.01754,49.2647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.24771,98.63791,73.34315,0.0,100.0,25.09225,14.92537,41.01221,77.83595,0.0,0.0,60.86956,11.97104,34.9486,72.5209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.52023,84.93303,61.71213
10,100.0,48.67702,53.60146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.70588,55.55555,26.08695,0.0,0.0,0.0,70.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14285,5.10204,26.95035,31.97405,73.53579,44.60641,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.12448,26.14107,37.9518,75.43859,15.18987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8387,27.71929,71.32352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.24832,69.46651,75.25773,0.0,0.0,23.24723,16.91542,77.83595,38.39441,0.0,0.0,30.43478,30.34521,30.44542,78.01672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,79.57589,72.15428
11,76.234,50.48299,50.4936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.82352,27.77777,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10204,15.30612,29.07801,31.3253,89.80477,46.93877,81.81818,0.0,0.0,0.0,0.0,0.0,30.76923,0.0,0.0,0.0,0.0,70.12448,38.17427,59.03614,38.59649,32.27848,45.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,28.07017,36.7647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.98721,74.46083,68.5567,0.0,0.0,28.04428,20.89552,38.39441,35.95113,0.0,0.0,47.82608,23.80289,30.837,75.26881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.56647,76.11607,73.94167
12,81.20658,45.31709,48.99451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,65.21739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.30612,17.34693,28.36879,29.93512,89.58785,44.02332,39.39393,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,0.0,76.76348,52.28215,50.0,35.08771,25.31645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8387,24.91228,96.32352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.90018,72.53121,67.96759,0.0,0.0,26.19926,11.44278,35.95113,44.32809,0.0,0.0,0.0,35.66258,29.56436,78.37514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.42774,70.20089,77.04609
13,77.47714,42.83914,51.91956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.34693,61.22448,20.56737,29.28637,73.53579,44.46064,42.42424,0.0,0.0,0.0,0.0,0.0,30.76923,0.0,0.0,0.0,0.0,80.08298,43.15352,47.59036,29.82456,47.46835,55.0,0.0,0.0,0.0,0.0,0.0,0.0,49.03225,30.52631,58.08823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.63907,71.16912,64.58026,0.0,0.0,18.08118,22.38805,44.32809,39.79057,0.0,0.0,91.30434,100.0,22.95643,82.3178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.56069,68.75,72.62464
14,64.0585,41.32717,50.56672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.82352,66.66666,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.22448,26.53061,24.82269,33.36422,72.88503,43.00291,57.57575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,34.43983,56.02409,26.31578,58.22784,45.0,0.0,0.0,0.0,0.0,0.0,0.0,47.09677,24.91228,58.08823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.51795,76.39046,53.82916,0.0,0.0,21.03321,19.90049,39.79057,43.63001,0.0,11.29032,47.82608,33.10133,15.76113,70.96774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.08092,68.52678,62.84101
15,89.83546,42.33515,58.35466,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.53061,11.22448,25.53191,31.88137,81.99566,47.95918,39.39393,0.0,0.0,0.0,0.0,0.0,23.07692,0.0,0.0,0.0,0.0,72.19917,22.82157,50.0,29.82456,28.48101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.70967,35.43859,53.67647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.63055,83.76844,62.37113,0.0,0.0,19.55719,18.90547,43.63001,35.60209,0.0,0.0,21.73913,47.27171,16.00587,75.62724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.71098,72.32142,60.11288
16,74.80804,42.20915,54.29616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,0.0,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.22448,15.30612,27.65957,34.38368,82.21258,42.27405,36.36363,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,73.44398,26.97095,41.56626,10.52631,18.35443,45.0,0.0,0.0,0.0,0.0,0.0,0.0,65.16129,28.07017,66.91176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.70054,86.83314,68.26215,0.0,0.0,25.83025,19.90049,35.60209,32.98429,0.0,0.0,34.7826,50.30623,14.3906,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.63583,100.0,60.30103
17,77.69652,40.40319,53.78427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.47058,77.77777,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.30612,22.44897,49.64539,29.65708,81.12798,44.75218,24.24242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.44398,39.41908,41.56626,17.54385,56.32911,30.0,0.0,0.0,0.0,0.0,0.0,0.0,50.32258,31.92982,57.35294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.64637,79.22814,66.34756,0.0,0.0,28.41328,8.95522,32.98429,28.62129,0.0,9.67741,0.0,18.29064,14.63534,82.43727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.31213,86.94196,64.34619
18,78.64716,43.46913,56.12431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05882,44.44444,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.44897,20.40816,53.9007,29.19369,88.50325,44.60641,15.15151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.68879,41.07883,69.87951,8.77192,95.56962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.03225,32.2807,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.73463,69.80703,69.80854,0.0,0.0,28.04428,28.85572,28.62129,23.21116,0.0,22.58064,34.7826,14.97772,19.08957,58.90083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.82658,88.39285,59.83066
19,79.78062,40.48719,56.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.40816,29.59183,26.24113,27.8962,76.13882,43.87755,21.21212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.14522,42.73858,53.61445,28.07017,68.98734,55.0,0.0,0.0,0.0,0.0,0.0,0.0,50.96774,36.49122,43.38235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.72611,73.8933,67.52577,0.0,0.0,21.77121,29.35323,23.21116,62.6527,0.0,12.90322,30.43478,16.89866,13.80323,76.58303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.763,76.5625,73.18908
20,61.17001,39.8152,57.11151,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,35.29411,61.11111,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,29.59183,29.59183,31.20567,28.45227,67.24511,46.793,24.24242,0.0,0.0,0.0,0.0,0.0,26.92307,0.0,0.0,0.0,0.0,43.9834,38.58921,48.19277,38.59649,63.29113,100.0,0.0,0.0,0.0,0.0,0.0,0.0,88.38709,39.29824,52.20588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.12598,74.34733,60.53019,0.0,0.0,21.40221,17.91044,62.6527,42.23385,0.0,30.64516,34.7826,22.80066,14.43954,81.24253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.24277,65.06696,91.62746
21,90.31078,43.67912,62.44972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,44.44444,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.59183,15.30612,29.07801,29.00834,81.56182,45.62682,0.0,0.0,0.0,0.0,0.0,0.0,42.30769,0.0,0.0,0.0,0.0,61.41078,40.6639,50.0,12.2807,55.6962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.29032,47.71929,67.64705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.62203,83.31441,53.16642,0.0,0.0,16.23616,11.44278,42.23385,41.71029,71.42857,12.90322,56.52173,19.29287,11.25795,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.47976,57.36607,96.8015
22,95.28336,43.67912,69.94515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.30612,22.44897,48.93617,28.17423,81.77874,41.83673,24.24242,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,0.0,41.90871,42.32365,61.44578,17.54385,65.18987,50.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,68.07017,47.05882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.28301,89.3303,51.47275,0.0,0.0,16.23616,15.92039,41.71029,37.34729,0.0,77.41935,78.26086,17.39977,8.66372,82.3178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.93641,62.05357,87.30009
23,67.93418,44.5191,65.30164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,55.55555,34.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.44897,18.36734,34.75177,31.04726,81.56182,46.793,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.70539,36.51452,56.6265,14.03508,59.49367,30.0,0.0,0.0,0.0,0.0,0.0,0.0,83.87096,59.29824,55.14705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.84844,80.93076,71.64948,0.0,0.0,67.52767,14.92537,37.34729,33.68237,0.0,98.38709,34.7826,16.95434,8.27214,75.50776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,77.68786,76.45089,82.3142
