,바이 플라워 립 컨실러_0,바이 플라워 립 컨실러_1,매트 립 부스팅 프라이머_0,매트 립 부스팅 프라이머_1,커버 퍼펙션 립 컨실러_0,커버 퍼펙션 립 컨실러_1,페이스믹스 프라이머 립 컨실러_0,페이스믹스 프라이머 립 컨실러_1,립프라이머_0,립프라이머_1,키스키스 립 리프트_0,키스키스 립 리프트_1,미니 투 매치 립스틱  립 컨실러 _0,미니 투 매치 립스틱  립 컨실러 _1,톡톡 립 컨실러_0,톡톡 립 컨실러_1,CC 립 프라이머  SPF   PA  _0,CC 립 프라이머  SPF   PA  _1,CC 립 프라이머 틴트  SPF   PA  _0,CC 립 프라이머 틴트  SPF   PA  _1,퍼스트 립밤 리스토어 앤 수딩_0,퍼스트 립밤 리스토어 앤 수딩_1,모이스처라이징 립밤 클래식_0,모이스처라이징 립밤 클래식_1,그린티 립 슬리핑 마스크_0,그린티 립 슬리핑 마스크_1,호호바 립 에센스_0,호호바 립 에센스_1,메디케이티드 립젤_0,메디케이티드 립젤_1,배리어덤 시카 레브르_0,배리어덤 시카 레브르_1,진저 슈가 오버나이트 립 마스크_0,진저 슈가 오버나이트 립 마스크_1,립 슬리핑 마스크_0,립 슬리핑 마스크_1,센슈얼 스파이시 누드 밤_0,센슈얼 스파이시 누드 밤_1,블루베리 하이드레이팅 허니 립 밤_0,블루베리 하이드레이팅 허니 립 밤_1,미니 립테라피 오리지널_0,미니 립테라피 오리지널_1,아토덤 립스틱_0,아토덤 립스틱_1,엑스트라 립 틴트_0,엑스트라 립 틴트_1,데일리 립 컨디셔너 립밤_0,데일리 립 컨디셔너 립밤_1,미니 립 테라피 코코아버터_0,미니 립 테라피 코코아버터_1,립 리페어_0,립 리페어_1,립 메덱스_0,립 메덱스_1,모이스처라이징 립밤 체리 스틱_0,모이스처라이징 립밤 체리 스틱_1,인스턴트 라이트 립 컴포트 오일_0,인스턴트 라이트 립 컴포트 오일_1,모이스처라이징 립밤 체리 단지형_0,모이스처라이징 립밤 체리 단지형_1,리얼젤 핏 라이너_0,리얼젤 핏 라이너_1,원더프루프 펜 아이라이너_0,원더프루프 펜 아이라이너_1,히로인 메이크 스무스 리퀴드 아이라이너 슈퍼 킵_0,히로인 메이크 스무스 리퀴드 아이라이너 슈퍼 킵_1,브론즈 페인팅 워터프루프 아이 펜슬_0,브론즈 페인팅 워터프루프 아이 펜슬_1,샤프 쏘 심플 워터프루프 펜슬 라이너_0,샤프 쏘 심플 워터프루프 펜슬 라이너_1,리퀴드 아이라이너_0,리퀴드 아이라이너_1,리퀴드 디파인 라이너_0,리퀴드 디파인 라이너_1,히로인 메이크 스무스 리퀴드 아이라이너_0,히로인 메이크 스무스 리퀴드 아이라이너_1,프린세스 앙투아네트 리퀴드 아이라이너 브라운_0,프린세스 앙투아네트 리퀴드 아이라이너 브라운_1,라스트 오토 젤 아이라이너 슬림_0,라스트 오토 젤 아이라이너 슬림_1
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.57377,44.64285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.71753,0.0,0.0,0.0,0.0,0.0,0.0,15.625,7.6923,40.67796,29.34782,65.625,0.0,0.0,0.0,0.0,17.24137,0.0,26.50602,49.35064,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,60.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.83417,68.96551,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.45901,69.64285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.97038,0.0,0.0,0.0,0.0,0.0,20.0,31.25,0.0,28.81355,27.17391,28.125,0.0,0.0,0.0,0.0,0.0,0.0,39.75903,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.23115,66.99507,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.29508,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97266,0.0,0.0,0.0,0.0,0.0,25.71428,0.0,11.53846,38.98305,14.13043,45.3125,0.0,0.0,0.0,0.0,0.0,0.0,43.37349,72.72727,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,61.30653,66.00985,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,48.21428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74487,0.0,0.0,0.0,0.0,0.0,80.0,21.875,7.6923,15.25423,23.91304,43.75,0.0,0.0,0.0,0.0,0.0,0.0,26.50602,62.33766,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.85929,60.59113,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.04918,51.78571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.66742,0.0,0.0,0.0,0.0,0.0,57.14285,21.875,7.6923,30.50847,25.0,21.875,0.0,0.0,0.0,0.0,0.0,0.0,13.25301,67.53246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.39195,65.02463,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.09836,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.21184,0.0,0.0,0.0,0.0,0.0,100.0,56.25,12.82051,40.67796,20.65217,32.8125,0.0,0.0,0.0,0.0,0.0,0.0,28.91566,62.33766,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,97.98994,57.63546,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.70491,48.21428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08656,0.0,0.0,0.0,0.0,0.0,40.0,18.75,8.97435,30.50847,13.04347,60.9375,0.0,0.0,0.0,0.0,24.13793,0.0,18.07228,50.64935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,92.46231,71.92118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81967,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83371,0.0,0.0,0.0,0.0,0.0,22.85714,0.0,8.97435,37.28813,19.56521,32.8125,0.0,0.0,0.0,0.0,0.0,37.14285,14.45783,53.24675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,76.92307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.35678,98.02955,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.62295,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46697,55.55555,0.0,0.0,0.0,0.0,45.71428,25.0,0.0,28.81355,21.73913,21.875,0.0,0.0,0.0,0.0,24.13793,0.0,21.68674,83.11688,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.91457,90.64039,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26229,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4533,0.0,0.0,0.0,0.0,0.0,25.71428,37.5,16.66666,83.05084,19.56521,29.6875,0.0,0.0,0.0,0.0,20.68965,0.0,32.53012,81.81818,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.90452,69.95073,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.45901,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.69565,40.625,0.0,0.0,0.0,0.0,31.03448,17.14285,37.34939,44.15584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.84422,81.77339,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.40983,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89749,55.55555,0.0,0.0,0.0,0.0,0.0,21.875,6.41025,52.54237,18.47826,40.625,0.0,0.0,0.0,0.0,20.68965,0.0,33.73493,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.46231,79.80295,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.77049,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69476,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.35593,10.86956,15.625,0.0,0.0,0.0,0.0,24.13793,0.0,28.91566,38.96103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.92462,87.19211,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
61,670844,1784109,4385,1087349,93028,180563,40847,1883352,4385,3604338,342,1427,52617,244278,1784109,3604338,4397,318204,4385,3604338,276248,251162,2269,513024,33190,1181093,2206,1096,49129,1962,64238,224953,1468039,6355,33190,55215,225179,149911,3518,149664,257401,513024,49129,28665,140951,24259,577471,5059,4558,257401,10129,69076,177370,3963,49129,2269,39,49626,513024,49129,47982,1450631,139,77,105675,6040,282,348593,3989,141185,1450631,61038,61038,32576,105675,1450631,1450631,61038,31668,8008
