,촉촉한 자연보습 베이비로션_0,촉촉한 자연보습 베이비로션_1,촉촉한 자연보습 베이비로션_2,수딩내추럴 너리싱 로션_0,수딩내추럴 너리싱 로션_1,수딩내추럴 너리싱 로션_2,베드 타임 로션_0,베드 타임 로션_1,베드 타임 로션_2,MLE 크림_0,MLE 크림_1,MLE 크림_2,울트라 케어 크림_0,울트라 케어 크림_1,울트라 케어 크림_2,파우더_0,파우더_1,파우더_2,베드타임 오일_0,베드타임 오일_1,베드타임 오일_2,레귤러 오일_0,레귤러 오일_1,레귤러 오일_2,화이트 후레쉬 로션_0,화이트 후레쉬 로션_1,화이트 후레쉬 로션_2,바텀 밤_0,바텀 밤_1,바텀 밤_2,울트라 케어 로션_0,울트라 케어 로션_1,울트라 케어 로션_2,베이비 로션_0,베이비 로션_1,베이비 로션_2,촉촉한 자연보습 울트라크림_0,촉촉한 자연보습 울트라크림_1,촉촉한 자연보습 울트라크림_2,베드타임 파우더_0,베드타임 파우더_1,베드타임 파우더_2,크림 마사지 오일_0,크림 마사지 오일_1,크림 마사지 오일_2,힘센 보습 울트라 로션_0,힘센 보습 울트라 로션_1,힘센 보습 울트라 로션_2,베이비 퓨어 로션_0,베이비 퓨어 로션_1,베이비 퓨어 로션_2,카모마일 오일_0,카모마일 오일_1,카모마일 오일_2,수딩내추럴 수드 앤드 프로텍트 밤_0,수딩내추럴 수드 앤드 프로텍트 밤_1,수딩내추럴 수드 앤드 프로텍트 밤_2,탑투토 워시_0,탑투토 워시_1,탑투토 워시_2,앤젤베이비 바디워시앤삼푸_0,앤젤베이비 바디워시앤삼푸_1,앤젤베이비 바디워시앤삼푸_2,베이비 샴푸 바스_0,베이비 샴푸 바스_1,베이비 샴푸 바스_2,촉촉한 자연보습 베이비워시_0,촉촉한 자연보습 베이비워시_1,촉촉한 자연보습 베이비워시_2,베드타임 바스_0,베드타임 바스_1,베드타임 바스_2,카렌듈라 네츄럴 샴푸 앤 바디워시_0,카렌듈라 네츄럴 샴푸 앤 바디워시_1,카렌듈라 네츄럴 샴푸 앤 바디워시_2,젠틀 클렌징 젤_0,젠틀 클렌징 젤_1,젠틀 클렌징 젤_2,클래식 바스앤샤워 밀크_0,클래식 바스앤샤워 밀크_1,클래식 바스앤샤워 밀크_2,NB워시_0,NB워시_1,NB워시_2,마이키즈 워시_0,마이키즈 워시_1,마이키즈 워시_2,마이키즈 샴푸_0,마이키즈 샴푸_1,마이키즈 샴푸_2,약산성 베이비 바스 앤 샴푸_0,약산성 베이비 바스 앤 샴푸_1,약산성 베이비 바스 앤 샴푸_2,베이비 샴푸_0,베이비 샴푸_1,베이비 샴푸_2,워시 샴푸_0,워시 샴푸_1,워시 샴푸_2,베이비 헤어 바디 클렌저_0,베이비 헤어 바디 클렌저_1,베이비 헤어 바디 클렌저_2,베베 끄렘 라방떼_0,베베 끄렘 라방떼_1,베베 끄렘 라방떼_2,페이셜 폼 워시_0,페이셜 폼 워시_1,페이셜 폼 워시_2,키즈에코 바디 워시_0,키즈에코 바디 워시_1,키즈에코 바디 워시_2,베이비 워시_0,베이비 워시_1,베이비 워시_2
41,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,0.0,0.0,0.0,24.0,30.18867,0.0,0.0,0.0,78.10107,88.31562,86.37931,34.61538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84615,38.46153,63.63636,0.0,0.0,0.0,85.55555,85.36585,77.91563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.80645,0.0,0.0,0.0,0.0,23.21428,55.97484,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,79.16666,44.2748,25.58139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.44067,68.88888,36.50793
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,20.0,49.0566,0.0,0.0,0.0,86.21745,69.34749,88.62068,38.46153,19.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,38.46153,0.0,0.0,0.0,0.0,88.51851,58.18815,78.66004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,19.35483,25.0,0.0,0.0,0.0,55.35714,50.94339,45.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.04166,34.35114,52.32558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.44067,86.66666,85.71428
43,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,60.0,0.0,100.0,0.0,54.71698,0.0,0.0,0.0,75.80398,72.0789,87.75862,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.92307,0.0,0.0,0.0,0.0,0.0,74.44444,80.83623,68.98263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,16.12903,41.66666,0.0,0.0,0.0,46.42857,37.73584,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,0.0,0.0,0.0,0.0,61.45833,44.2748,38.37209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.71186,64.44444,68.25396
44,0.0,0.0,0.0,0.0,0.0,0.0,61.90476,0.0,41.66666,0.0,60.0,28.30188,0.0,0.0,0.0,83.92036,73.7481,81.72413,0.0,42.30769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,71.85185,99.65156,60.5459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28571,22.58064,45.83333,0.0,0.0,0.0,42.85714,27.67295,38.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,34.375,49.10941,56.97674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.20338,73.33333,61.90476
45,0.0,0.0,0.0,0.0,0.0,0.0,47.61904,0.0,100.0,0.0,44.0,26.41509,0.0,0.0,0.0,59.72434,70.86494,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,48.14814,91.63763,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.80645,0.0,0.0,0.0,0.0,44.64285,41.50943,26.19047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,34.375,36.38676,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.28813,75.55555,69.84126
46,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,0.0,0.0,0.0,20.0,20.75471,0.0,0.0,0.0,61.1026,71.62367,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,61.85185,86.41114,70.96774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,35.48387,0.0,0.0,0.0,0.0,50.0,27.67295,38.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,64.70588,53.33333,0.0,0.0,0.0,33.33333,63.86768,29.06976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9322,42.22222,52.38095
47,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,77.02909,84.522,78.44827,19.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,75.92592,89.54703,79.6526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,29.03225,37.5,0.0,0.0,0.0,16.07142,22.01257,77.38095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,100.0,56.97674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.9661,64.44444,20.63492
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.77641,92.10925,75.51724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,45.45454,0.0,23.80952,84.81481,79.79094,91.81141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28571,38.70967,33.33333,0.0,0.0,0.0,30.35714,18.86792,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,0.0,0.0,0.0,0.0,0.0,41.66666,92.36641,44.18604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.54237,66.66666,49.20634
49,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.87595,53.71775,92.24137,57.6923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,46.15384,0.0,0.0,0.0,0.0,76.29629,51.91637,85.85607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,16.12903,41.66666,0.0,0.0,0.0,66.07142,13.83647,26.19047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,55.20833,88.54961,44.18604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.49152,71.11111,95.23809
50,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,46.15384,20.0,20.75471,0.0,0.0,0.0,77.18223,65.09863,92.06896,0.0,23.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,45.45454,0.0,0.0,38.09523,48.14814,79.4425,85.3598,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,22.58064,37.5,0.0,0.0,0.0,44.64285,38.99371,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,35.29411,0.0,0.0,0.0,0.0,37.5,59.28753,26.74418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.10169,57.77777,55.55555
51,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,0.0,41.66666,0.0,32.0,13.20754,0.0,0.0,0.0,71.2098,60.84977,91.20689,38.46153,23.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.23076,0.0,0.0,0.0,0.0,0.0,81.48148,89.1986,60.5459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,35.48387,0.0,0.0,0.0,0.0,19.64285,39.62264,22.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,76.47058,0.0,0.0,0.0,0.0,36.45833,40.96692,38.37209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.62711,57.77777,63.49206
52,0.0,0.0,0.0,0.0,0.0,0.0,52.38095,80.0,66.66666,0.0,36.0,0.0,0.0,0.0,0.0,57.73353,75.41729,92.75862,30.76923,30.76923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,38.46153,0.0,0.0,0.0,23.80952,54.44444,82.57839,49.13151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,48.38709,25.0,0.0,0.0,0.0,26.78571,54.71698,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,35.29411,0.0,0.0,0.0,0.0,73.95833,49.61832,25.58139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.98305,82.22222,61.90476
53,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,50.0,50.0,0.0,36.0,0.0,0.0,0.0,0.0,56.049,88.46737,96.03448,23.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.03703,91.98606,51.11662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35483,33.33333,0.0,0.0,0.0,41.07142,89.9371,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,80.20833,36.89567,44.18604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.23728,53.33333,31.74603
54,0.0,0.0,0.0,0.0,0.0,0.0,61.90476,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,75.80398,80.42488,72.5862,23.07692,19.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.23076,0.0,45.45454,45.45454,100.0,0.0,67.03703,90.94076,80.64516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28571,35.48387,45.83333,0.0,0.0,0.0,32.14285,73.5849,29.7619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0,0.0,0.0,29.16666,29.00763,59.30232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.62711,80.0,46.03174
55,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,0.0,0.0,0.0,28.0,0.0,70.0,0.0,0.0,71.51607,79.96965,80.51724,0.0,34.61538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.92592,96.51567,74.93796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,58.06451,20.83333,0.0,0.0,0.0,21.42857,66.03773,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.16666,38.67684,63.95348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.01694,48.88888,31.74603
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.73584,0.0,0.0,0.0,76.26339,74.81031,86.37931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,54.54545,0.0,0.0,69.25925,59.93031,78.16377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28571,0.0,41.66666,0.0,0.0,0.0,33.92857,67.29559,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,52.94117,33.33333,0.0,0.0,0.0,55.20833,53.94402,63.95348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.15254,57.77777,63.49206
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,71.51607,86.19119,81.72413,19.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,53.84615,0.0,0.0,0.0,28.57142,95.92592,68.64111,69.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,35.48387,41.66666,0.0,0.0,0.0,48.21428,40.8805,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,34.375,69.21119,23.25581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.06779,75.55555,53.96825
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,100.0,90.5918,88.44827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84615,46.15384,0.0,45.45454,0.0,0.0,100.0,92.68292,63.77171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,32.25806,41.66666,0.0,0.0,0.0,41.07142,37.10691,55.95238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,0.0,0.0,0.0,0.0,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,25.0,74.30025,33.72093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.37288,24.44444,23.80952
59,0.0,0.0,0.0,100.0,0.0,0.0,28.57142,70.0,50.0,0.0,20.0,13.20754,0.0,0.0,0.0,63.55283,86.19119,82.5862,42.30769,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84615,45.45454,0.0,0.0,23.80952,68.88888,96.86411,45.16129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,32.25806,0.0,0.0,0.0,0.0,53.57142,45.28301,20.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,46.66666,0.0,0.0,0.0,22.91666,67.43002,37.2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.23728,35.55555,31.74603
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.20754,0.0,0.0,0.0,65.23736,96.81335,81.55172,0.0,34.61538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,91.98606,55.33498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.14285,25.80645,0.0,0.0,0.0,0.0,53.57142,100.0,26.19047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,46.66666,0.0,0.0,0.0,14.58333,70.229,46.51162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.71186,24.44444,38.09523
61,41,4813,476449,1185869,125361,732337,1474,12543,576,2768,375392,1185869,24663,337,1185869,463418,152230,53382,576,2040,99,129,182251,1064531,31878,2219,328661,32237,25272,7323,572,16,255294,12543,24787,109042,1185869,290,337,1474,3155,23106,25019,23242,107155,290,263,476449,109042,255294,476449,1085,4340,2983,24365,3817,29833,440672,561,309272,7505,1278,109042,1267,46,109042,4813,38,109042,23106,114609,45568,353,6052,14779,2248936,279212,309272,2324994,1278,14252,39895,21801,24228,131,93526098,889,843,93526098,302956,1278,100,7153,1278,2074038,109042,61037,22475,17386,440672,109042,328661,424,2759,3276,2248936,309272,1017398,440672,25952,2587,109042,1278,7153
