,리페어포스 키토 트리트먼트_0,리페어포스 키토 트리트먼트_1,리페어포스 키토 트리트먼트 CMC_0,리페어포스 키토 트리트먼트 CMC_1,프리미엄 리페어 마스크_0,프리미엄 리페어 마스크_1,퍼펙트  분 살롱 마스크팩_0,퍼펙트  분 살롱 마스크팩_1,토탈 리페어   인스턴트 미라클 헤어팩_0,토탈 리페어   인스턴트 미라클 헤어팩_1,리커버리 밤 B_0,리커버리 밤 B_1,프리즈이즈 미라큘러스 리커버리 딥 컨디셔너_0,프리즈이즈 미라큘러스 리커버리 딥 컨디셔너_1,칼라포스 리브 인 트리트먼트_0,칼라포스 리브 인 트리트먼트_1,아쿠아큐링 헤어트리트먼트_0,아쿠아큐링 헤어트리트먼트_1,데미지 리페어 헤어 마스크_0,데미지 리페어 헤어 마스크_1,트리트먼트_0,트리트먼트_1,릴렉스 헤어마스크_0,릴렉스 헤어마스크_1,에그 레미디 헤어 팩_0,에그 레미디 헤어 팩_1,딥 모이스트 리페어 헤어 마스크_0,딥 모이스트 리페어 헤어 마스크_1,모이스처 헤어 마스크 와이_0,모이스처 헤어 마스크 와이_1,카올린 스칼프 팩_0,카올린 스칼프 팩_1,골든미라클 트리트먼트  극손상케어 _0,골든미라클 트리트먼트  극손상케어 _1,리얼시어 프로틴 리차징 리브인 트리트먼트_0,리얼시어 프로틴 리차징 리브인 트리트먼트_1,헤어 트리트먼트 미라클  X_0,헤어 트리트먼트 미라클  X_1,I 트리트먼트_0,I 트리트먼트_1,루트 레미디 스칼프 토닉_0,루트 레미디 스칼프 토닉_1,티테라피 두피팅처_0,티테라피 두피팅처_1,스위스 허벌 헤어 토닉_0,스위스 허벌 헤어 토닉_1,녹차실감 인텐시브 토닉_0,녹차실감 인텐시브 토닉_1,프리미엄 토탈 헤어토닉_0,프리미엄 토탈 헤어토닉_1,클로렐라 베러 루트 헤어토닉_0,클로렐라 베러 루트 헤어토닉_1,애터미 액 탈모케어 _0,애터미 액 탈모케어 _1,닥터트럽 스칼프 토닉_0,닥터트럽 스칼프 토닉_1,인바티 어드밴스드  스칼프 리바이탈라이저_0,인바티 어드밴스드  스칼프 리바이탈라이저_1,로즈마리 루트 인핸서_0,로즈마리 루트 인핸서_1,오리지널 헤어 팅크처_0,오리지널 헤어 팅크처_1,프로페셔널 디펜스 스캘프 토닉_0,프로페셔널 디펜스 스캘프 토닉_1,RECLE AP 데일리 스칼프 토닉  리클리 토닉 _0,RECLE AP 데일리 스칼프 토닉  리클리 토닉 _1,세범 컨트롤 토닉_0,세범 컨트롤 토닉_1,데일리 안티 헤어로스 허브 헤어토닉_0,데일리 안티 헤어로스 허브 헤어토닉_1,스칼프 클리어센트 스틱  프리지아 그린부케 향 _0,스칼프 클리어센트 스틱  프리지아 그린부케 향 _1,블랙씨드 스칼프 릴리프 헤어 토닉_0,블랙씨드 스칼프 릴리프 헤어 토닉_1,클로렐라 베러 루트 쿨링 스프레이_0,클로렐라 베러 루트 쿨링 스프레이_1,폴리젠 스팟 이펙터_0,폴리젠 스팟 이펙터_1,프리미엄 히든 테라피 토닉_0,프리미엄 히든 테라피 토닉_1
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.20862,67.67346,0.0,0.0,15.21739,72.72727,0.0,0.0,0.0,0.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,34.13461,23.54124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.36566,82.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,41.02564,0.0,0.0,38.62179,22.73641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,73.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.58968,94.28571,0.0,0.0,10.86956,45.45454,0.0,0.0,0.0,0.0,45.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,41.02564,20.51282,0.0,0.0,49.83974,22.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.50962,92.97959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,35.89743,30.76923,0.0,88.88888,43.26923,26.55935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.7498,80.48979,0.0,0.0,15.21739,0.0,100.0,0.0,0.0,0.0,30.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38461,38.46153,0.0,0.0,42.46794,21.93158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.91377,67.7551,83.33333,0.0,0.0,72.72727,0.0,0.0,0.0,0.0,75.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,46.15384,0.0,0.0,73.39743,21.73038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.11111,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.83294,63.5102,0.0,0.0,0.0,63.63636,0.0,0.0,0.0,0.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,0.0,33.33333,0.0,0.0,57.53205,17.70623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44444,53.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.13471,70.44897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,25.64102,0.0,0.0,79.00641,26.15694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44444,46.66666,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.89607,86.20408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.64102,23.07692,0.0,0.0,52.88461,20.12072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,71.13163,87.5102,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,35.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,15.38461,41.02564,0.0,0.0,50.48076,18.30985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,53.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.05542,85.06122,0.0,0.0,0.0,90.90909,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,28.20512,0.0,0.0,31.73076,26.15694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.55555,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,68.12933,88.16326,0.0,0.0,0.0,72.72727,0.0,0.0,0.0,0.0,55.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,0.0,23.07692,25.64102,0.0,0.0,25.64102,18.30985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.11111,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.06004,82.12244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,20.51282,0.0,0.0,27.08333,19.31589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.44033,90.36734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,41.02564,0.0,0.0,27.24358,25.35211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.74133,78.44897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38461,100.0,0.0,0.0,25.0,28.97384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.44444,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.51886,80.0,0.0,0.0,13.04347,0.0,0.0,0.0,0.0,0.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,0.0,0.0,24.03846,24.54728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.55555,93.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.51732,79.7551,0.0,0.0,17.3913,63.63636,0.0,0.0,0.0,0.0,35.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,0.0,28.20512,41.02564,0.0,0.0,23.07692,21.12676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88888,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,383821,183,383821,183,873,335,427066,1380,386,383821,100913,872,453,383821,322,383966,383966,9727,383966,702589,383966,702589,702589,383966,1265,383966,35175,383966,35175,19761,316208,10548,383966,545429,383966,545429,383966,13101,383966,702589,45707,545436,8628,1462,24736,2019,45707,1223626,32996,10964,45707,1891,5257,720,403,15630,26403,1457,5524,316208,153,281,1698,633145,2068,88,45707,545436,45707,32996,941,633145,545448,633145,750,11298,103,8359,48505,40764
