,유노하나 파우더_0,유노하나 파우더_1,더 컴포터_0,더 컴포터_1,바디 밸런스 스크럽_0,바디 밸런스 스크럽_1,토탈 리커버리 샤워크림_0,토탈 리커버리 샤워크림_1,바디 밸런스 더 프리미엄 에디션_0,바디 밸런스 더 프리미엄 에디션_1,섹스 밤_0,섹스 밤_1,바디스크럽   로즈티_0,바디스크럽   로즈티_1,브라이트사이드_0,브라이트사이드_1,벨먼 내추럴 스파 사해소금 스크럽 바디워시_0,벨먼 내추럴 스파 사해소금 스크럽 바디워시_1,딥 모이스처 샤워 크림_0,딥 모이스처 샤워 크림_1,스파 내추럴 테라피 블랙로즈 사해소금 스크럽 바디워시_0,스파 내추럴 테라피 블랙로즈 사해소금 스크럽 바디워시_1,써니사이드_0,써니사이드_1,스킨유 스킨에멀전 샤워젤_0,스킨유 스킨에멀전 샤워젤_1,인터갈락틱_0,인터갈락틱_1,바디스크럽   딜리케이트 자스민_0,바디스크럽   딜리케이트 자스민_1,리모델링 스크럽_0,리모델링 스크럽_1,세라마이드 아토     탑투토워시_0,세라마이드 아토     탑투토워시_1,이몰리언트 바디스크럽_0,이몰리언트 바디스크럽_1,핑크 그레이프후룻 샤워젤_0,핑크 그레이프후룻 샤워젤_1,피치코코 스크럽_0,피치코코 스크럽_1,화이트 톤업 바디 세럼  SPF   _0,화이트 톤업 바디 세럼  SPF   _1,꼬끄 도르 퍼퓸드 쉬머 파우더 바디   헤어_0,꼬끄 도르 퍼퓸드 쉬머 파우더 바디   헤어_1,샤이닝 드레스 크림_0,샤이닝 드레스 크림_1,코나커피 태닝로션 브론저  SPF   _0,코나커피 태닝로션 브론저  SPF   _1,보데나 렉스 스프레이_0,보데나 렉스 스프레이_1,훌라 제로 탠 라인 바디 브론저_0,훌라 제로 탠 라인 바디 브론저_1,피브완 플로라 쉬머링 오일_0,피브완 플로라 쉬머링 오일_1,원더렉스_0,원더렉스_1,쉼미 쉼미_0,쉼미 쉼미_1,더 샤인 바디밤_0,더 샤인 바디밤_1,테이크 어 픽쳐 잇 래스트 롱거_0,테이크 어 픽쳐 잇 래스트 롱거_1,스파클링 바디쿠션_0,스파클링 바디쿠션_1,   아워 브론저_0,   아워 브론저_1,그래듀얼 셀프 태닝 바디 로션_0,그래듀얼 셀프 태닝 바디 로션_1,그래주얼 선레스 셀프태닝 로션_0,그래주얼 선레스 셀프태닝 로션_1,글리터 하이라이터 글리터 젤_0,글리터 하이라이터 글리터 젤_1,드 솔레일 브론징 페이스 바디 스프레이_0,드 솔레일 브론징 페이스 바디 스프레이_1,모노이 바디 글로우 브론징 바디 오일_0,모노이 바디 글로우 브론징 바디 오일_1,바디 라바 바디 루미나이저_0,바디 라바 바디 루미나이저_1,블랙 스타킹스_0,블랙 스타킹스_1
20,44.44444,21.05263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,72.04301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.19526,29.12087,0.0,0.0,63.63636,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,38.88888,47.36842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.60173,84.4086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2071,32.41758,0.0,0.0,36.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,38.88888,15.78947,19.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.05627,77.41935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.68639,34.61538,0.0,0.0,75.75757,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,38.88888,13.15789,30.76923,80.0,0.0,0.0,0.0,0.0,0.0,0.0,79.65367,59.13978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.09467,34.06593,0.0,0.0,60.60606,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,33.33333,18.42105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.78354,68.8172,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8284,43.58974,0.0,0.0,57.57575,45.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,94.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.59307,78.49462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.97041,34.24908,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,100.0,34.21052,19.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.38095,87.09677,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,35.79881,30.95238,0.0,0.0,78.78787,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,33.33333,26.31578,19.23076,0.0,0.0,0.0,100.0,0.0,0.0,0.0,45.45454,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.09467,26.37362,0.0,0.0,63.63636,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,50.0,21.05263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.66233,79.03225,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,40.8284,28.75457,0.0,0.0,18.18181,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,38.88888,23.68421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.44155,69.89247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,29.12087,0.0,0.0,51.51515,54.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,38.88888,31.57894,19.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.90476,58.60215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75739,32.23443,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,44.44444,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.69264,63.97849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,36.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,55.55555,28.94736,30.76923,90.0,0.0,0.0,0.0,0.0,0.0,0.0,50.21645,74.19354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.62721,73.44322,0.0,0.0,45.45454,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,47.36842,30.76923,100.0,55.55555,0.0,0.0,0.0,0.0,0.0,48.05194,55.91397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.20118,47.43589,0.0,0.0,54.54545,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,27.77777,34.21052,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,38.52813,60.75268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.38461,47.98534,0.0,0.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,23.68421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.48484,54.30107,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,54.73372,47.61904,0.0,0.0,63.63636,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,39.47368,23.07692,50.0,0.0,5.15463,0.0,0.0,0.0,0.0,50.21645,58.60215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.10059,41.20879,0.0,0.0,69.69696,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,27.77777,26.31578,0.0,0.0,0.0,5.15463,0.0,0.0,0.0,0.0,45.45454,70.4301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.14201,56.77655,0.0,0.0,45.45454,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,27.77777,23.68421,23.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.08225,68.27956,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,46.74556,43.58974,100.0,0.0,45.45454,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,15.78947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,70.96774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.34911,35.89743,0.0,0.0,48.48484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,47.36842,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,41.99134,69.35483,0.0,0.0,0.0,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,42.60355,36.08058,0.0,0.0,48.48484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,33.33333,39.47368,0.0,0.0,0.0,73.19587,0.0,0.0,0.0,0.0,35.49783,70.96774,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,50.0,34.98168,0.0,0.0,57.57575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,23.68421,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,39.39393,67.74193,0.0,0.0,100.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,43.78698,34.06593,0.0,0.0,30.30303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,83.33333,18.42105,0.0,0.0,0.0,24.74226,0.0,0.0,0.0,0.0,49.35064,66.12903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.04142,31.50183,0.0,0.0,27.27272,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,31.57894,26.92307,0.0,0.0,9.27835,0.0,0.0,0.0,0.0,58.00865,74.73118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.74556,38.46153,0.0,0.0,30.30303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,42.10526,23.07692,0.0,66.66666,5.15463,0.0,0.0,0.0,0.0,83.54978,81.18279,0.0,0.0,0.0,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,42.01183,38.27838,0.0,0.0,48.48484,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,28.94736,0.0,0.0,0.0,17.52577,0.0,0.0,0.0,0.0,51.51515,86.55913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.49112,36.81318,0.0,0.0,33.33333,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.19047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,44.44444,36.8421,0.0,0.0,0.0,15.46391,0.0,0.0,0.0,0.0,44.58874,64.51612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.56213,37.17948,0.0,0.0,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,31.57894,0.0,0.0,0.0,10.30927,0.0,0.0,0.0,0.0,37.66233,55.91397,0.0,0.0,0.0,84.61538,0.0,0.0,0.0,0.0,0.0,0.0,44.67455,31.68498,87.5,0.0,33.33333,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.95238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,33.33333,34.21052,0.0,0.0,0.0,36.08247,0.0,0.0,0.0,0.0,40.25974,54.8387,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,42.8994,30.40293,0.0,0.0,0.0,29.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,27.77777,13.15789,19.23076,0.0,0.0,12.37113,0.0,0.0,0.0,0.0,69.69696,55.37634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.94082,32.23443,0.0,0.0,33.33333,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,18.42105,50.0,0.0,88.88888,8.24742,0.0,0.0,0.0,0.0,100.0,52.15053,0.0,0.0,0.0,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,44.37869,31.13553,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,28.94736,19.23076,0.0,0.0,5.15463,0.0,0.0,0.0,0.0,91.77489,64.51612,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,49.11242,37.91208,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,33.33333,47.36842,26.92307,0.0,0.0,5.15463,0.0,0.0,0.0,0.0,72.29437,65.59139,0.0,0.0,0.0,61.53846,0.0,0.0,100.0,0.0,0.0,0.0,39.64497,36.63003,62.5,0.0,24.24242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,72.22222,0.0,19.23076,70.0,0.0,17.52577,0.0,0.0,0.0,0.0,62.33766,59.13978,0.0,0.0,62.5,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,49.11242,26.73992,0.0,0.0,18.18181,70.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,18.42105,0.0,0.0,0.0,13.40206,0.0,0.0,0.0,0.0,51.51515,52.15053,0.0,0.0,100.0,76.92307,0.0,0.0,0.0,0.0,0.0,0.0,50.88757,28.57142,0.0,0.0,24.24242,29.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,33.33333,18.42105,0.0,0.0,0.0,9.27835,0.0,0.0,0.0,0.0,51.08225,55.37634,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,40.8284,32.96703,0.0,0.0,42.42424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.90476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,23.68421,26.92307,80.0,0.0,7.21649,0.0,0.0,0.0,0.0,85.71428,66.12903,0.0,0.0,0.0,84.61538,0.0,0.0,0.0,0.0,0.0,0.0,44.37869,23.99267,62.5,0.0,21.21212,54.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
