,미니앨범  집  쉐딩 _0,미니앨범  집  쉐딩 _1,코튼 컨투어_0,코튼 컨투어_1,아트클래스 바이 로댕_0,아트클래스 바이 로댕_1,라스트 블러쉬  쉐딩 _0,라스트 블러쉬  쉐딩 _1,컨투어 파우더_0,컨투어 파우더_1,잉크 브이 쉐딩_0,잉크 브이 쉐딩_1,베러 댄 쉐입_0,베러 댄 쉐입_1,슬림 핏 쉐딩_0,슬림 핏 쉐딩_1,매직 컨투어링 파우더_0,매직 컨투어링 파우더_1,훌라 라이트_0,훌라 라이트_1,라스트 컨투어링_0,라스트 컨투어링_1,업 앤 다운 트리플 컨투어링_0,업 앤 다운 트리플 컨투어링_1,마이 컨투어링_0,마이 컨투어링_1,더 스컬프팅 파우더_0,더 스컬프팅 파우더_1,벨벳 라이크 컬러 스틱 쉐딩 _0,벨벳 라이크 컬러 스틱 쉐딩 _1,킬 커버 프로 아티스트 리퀴드 쉐이딩_0,킬 커버 프로 아티스트 리퀴드 쉐이딩_1,페이크 업  색 쉐딩_0,페이크 업  색 쉐딩_1, D 컨투어링 키트_0, D 컨투어링 키트_1,음영 컨투어 휠_0,음영 컨투어 휠_1,슈가 믹스 쉐이딩  다이어트 쿠키 _0,슈가 믹스 쉐이딩  다이어트 쿠키 _1,프로 터치 블러셔 팔레트_0,프로 터치 블러셔 팔레트_1,프로 컨투어 팔레트_0,프로 컨투어 팔레트_1,노즈섀도우 파우더_0,노즈섀도우 파우더_1,컬러 스타일러 믹스 치크_0,컬러 스타일러 믹스 치크_1,치크 팝 온더글로우 트리오 팔레트_0,치크 팝 온더글로우 트리오 팔레트_1,블러셔 바 블러쉬 바 _0,블러셔 바 블러쉬 바 _1,오토밤 팔레트_0,오토밤 팔레트_1,쉐이드 앤 일루미네이트_0,쉐이드 앤 일루미네이트_1,에코 소울 컨투어 팔레트_0,에코 소울 컨투어 팔레트_1,스위트 피치 글로우 피치 인퓨즈드 하이라이팅 팔레트_0,스위트 피치 글로우 피치 인퓨즈드 하이라이팅 팔레트_1,아티스트 컨투어 팔레트_0,아티스트 컨투어 팔레트_1,치크리더스 핑크 스쿼드_0,치크리더스 핑크 스쿼드_1,프로 스컬프팅 팔레트_0,프로 스컬프팅 팔레트_1,컨투어링 마스터 팔레트_0,컨투어링 마스터 팔레트_1,치크리더스 미니 핑크 스쿼드_0,치크리더스 미니 핑크 스쿼드_1,글로우  컬러 필터 페이스 팔레트_0,글로우  컬러 필터 페이스 팔레트_1,올 오버 쉬머 듀오_0,올 오버 쉬머 듀오_1,모스트 원티드 컨투어링 팔레트_0,모스트 원티드 컨투어링 팔레트_1,플로럴 리덕스 컬렉션 앤젤 프라이드 치크 팔레트_0,플로럴 리덕스 컬렉션 앤젤 프라이드 치크 팔레트_1,셰이드   라이트 페이스 컨투어 팔레트_0,셰이드   라이트 페이스 컨투어 팔레트_1
10,0.0,0.0,0.0,0.0,61.11111,79.16666,0.0,0.0,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,0.0,6.80272,0.0,0.0,51.72413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,27.77777,33.33333,0.0,0.0,0.0,0.0,50.0,0.0,0.0,8.42105,0.0,0.0,8.84353,0.0,45.45454,44.82758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,17.64705,0.0,0.0,9.47368,0.0,0.0,6.12244,0.0,0.0,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,27.77777,54.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24489,0.0,0.0,62.06896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,14.70588,0.0,0.0,5.26315,0.0,0.0,16.32653,0.0,0.0,48.27586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,33.33333,45.83333,0.0,0.0,100.0,0.0,38.23529,0.0,0.0,0.0,0.0,0.0,10.20408,0.0,0.0,24.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,17.64705,0.0,0.0,0.0,0.0,0.0,21.08843,0.0,45.45454,48.27586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70588,0.0,0.0,7.36842,0.0,0.0,7.48299,0.0,0.0,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56462,0.0,0.0,82.75862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,38.88888,29.16666,0.0,0.0,0.0,0.0,29.41176,0.0,8.42105,0.0,0.0,0.0,12.92517,0.0,0.0,65.51724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,41.17647,0.0,9.47368,0.0,0.0,0.0,12.92517,100.0,0.0,58.62068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,38.88888,66.66666,0.0,0.0,0.0,0.0,41.17647,0.0,0.0,0.0,0.0,0.0,12.24489,0.0,0.0,75.86206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,38.88888,25.0,0.0,0.0,0.0,0.0,14.70588,0.0,5.26315,0.0,0.0,0.0,12.24489,0.0,0.0,24.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,13.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,66.66666,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.92517,0.0,0.0,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,17.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,32.35294,0.0,0.0,0.0,0.0,0.0,10.20408,0.0,54.54545,41.37931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,12.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,61.11111,25.0,0.0,0.0,0.0,0.0,32.35294,0.0,7.36842,100.0,0.0,0.0,10.88435,0.0,0.0,72.41379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,38.88888,41.66666,0.0,0.0,0.0,0.0,17.64705,0.0,0.0,14.73684,0.0,0.0,14.28571,0.0,0.0,86.20689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,61.11111,20.83333,0.0,0.0,0.0,0.0,17.64705,3.54609,0.0,11.57894,0.0,0.0,13.60544,0.0,54.54545,48.27586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,77.77777,33.33333,0.0,0.0,0.0,0.0,47.05882,65.95744,0.0,15.78947,0.0,0.0,8.84353,0.0,100.0,51.72413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,44.44444,66.66666,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.57894,0.0,0.0,12.24489,0.0,0.0,44.82758,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,77.77777,0.0,0.0,0.0,0.0,0.0,26.47058,39.71631,0.0,18.94736,0.0,0.0,10.20408,0.0,0.0,58.62068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,88.88888,66.66666,0.0,0.0,0.0,0.0,47.05882,65.24822,0.0,9.47368,0.0,0.0,8.16326,0.0,0.0,58.62068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,72.22222,0.0,0.0,0.0,0.0,0.0,0.0,36.17021,0.0,17.89473,0.0,0.0,42.85714,0.0,0.0,51.72413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
