,오랄린스 아이시 민트_0,오랄린스 아이시 민트_1,오랄린스 아이시 민트_2,치약 플러스_0,치약 플러스_1,치약 플러스_2,  cm 스프레이_0,  cm 스프레이_1,  cm 스프레이_2,치약_0,치약_1,치약_2,덴탈튜브 라임만다린 치약_0,덴탈튜브 라임만다린 치약_1,덴탈튜브 라임만다린 치약_2,덴탈튜브 패츌리머스크 치약_0,덴탈튜브 패츌리머스크 치약_1,덴탈튜브 패츌리머스크 치약_2,히말라야 핑크솔트 담은치약  아이스 카밍 민트 _0,히말라야 핑크솔트 담은치약  아이스 카밍 민트 _1,히말라야 핑크솔트 담은치약  아이스 카밍 민트 _2,칸디데 치약_0,칸디데 치약_1,칸디데 치약_2,동의청은차고은진 치약_0,동의청은차고은진 치약_1,칫솔_0,칫솔_1,칫솔_2,스페니쉬 리얼그레이_0,스페니쉬 리얼그레이_1,스페니쉬 리얼그레이_2,스페니쉬 리얼올리브_0,스페니쉬 리얼올리브_1,스페니쉬 리얼올리브_2,시크리스  콘 내츄럴 그레이_0,시크리스  콘 내츄럴 그레이_1,시크리스  콘 내츄럴 그레이_2,시크리스  콘 코랄 그레이_0,시크리스  콘 코랄 그레이_1,시크리스  콘 코랄 그레이_2,크리스탈  콘 그레이_0,크리스탈  콘 그레이_1,크리스탈  콘 그레이_2,시크리스  콘 내츄럴 브라운_0,시크리스  콘 내츄럴 브라운_1,시크리스  콘 내츄럴 브라운_2,안나수이 돌리걸 틴트 브라운_0,안나수이 돌리걸 틴트 브라운_1,안나수이 돌리걸 틴트 브라운_2,스페니쉬 써클그레이_0,스페니쉬 써클그레이_1,스페니쉬 써클그레이_2,츄잉  콘 그레이_0,츄잉  콘 그레이_1,츄잉  콘 그레이_2,아이스 골드_0,아이스 골드_1,아이스 골드_2,샤이닝퓨어 초코_0,샤이닝퓨어 초코_1,샤이닝퓨어 초코_2,라벤더 골드_0,라벤더 골드_1,라벤더 골드_2,미스티 내츄럴초코_0,미스티 내츄럴초코_1,미스티 내츄럴초코_2,스페니쉬 써클브라운_0,스페니쉬 써클브라운_1,스페니쉬 써클브라운_2,비비링 브라운_0,비비링 브라운_1,비비링 브라운_2,오션골드_0,오션골드_1,오션골드_2,아이블랑 틴트 그레이_0,아이블랑 틴트 그레이_1,아이블랑 틴트 그레이_2,워터앰플 쵸코_0,워터앰플 쵸코_1,워터앰플 쵸코_2,썸데이 그레이_0,썸데이 그레이_1,썸데이 그레이_2,카리브  콘 그레이_0,카리브  콘 그레이_1,카리브  콘 그레이_2,데일리스 토탈원 워터렌즈_0,데일리스 토탈원 워터렌즈_1,데일리스 토탈원 워터렌즈_2,바이오피니티_0,바이오피니티_1,바이오피니티_2,클래리티 원데이_0,클래리티 원데이_1,클래리티 원데이_2,오아시스 난시용_0,오아시스 난시용_1,오아시스 난시용_2,에어옵틱스 나이트 앤 데이 아쿠아_0,에어옵틱스 나이트 앤 데이 아쿠아_1,에어옵틱스 나이트 앤 데이 아쿠아_2,오아시스 원데이 난시용_0,오아시스 원데이 난시용_1,오아시스 원데이 난시용_2,원데이 모이스트_0,원데이 모이스트_1,원데이 모이스트_2,비타_0,비타_1,비타_2,오아시스_0,오아시스_1,오아시스_2,원데이 모이스트 난시용_0,원데이 모이스트 난시용_1,원데이 모이스트 난시용_2
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.90296,98.22437,82.49365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.3916,64.24185,74.80643,23.68421,65.51724,3.14136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.23255,74.88584,57.6923,0.0,55.26315,55.6701,0.0,0.0,0.0,22.22222,46.66666,39.779,0.0,0.0,0.0,80.0,0.0,26.13636,100.0,0.0,0.0,31.25,0.0,0.0,66.17647,77.61194,47.05882,60.95238,54.05405,100.0,49.71751,0.0,0.0,0.0,0.0,0.0,69.04761,75.32467,30.95238,0.0,0.0,0.0,46.15384,0.0,25.0,54.51612,76.58227,33.51955,29.34782,60.27397,60.49382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.69613,88.04347,77.55102,27.08443,55.02149,68.17293,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.24112,84.98789,92.75099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.86013,55.45583,72.48362,50.0,72.41379,5.75916,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.46511,65.2968,42.30769,0.0,55.26315,58.76288,0.0,0.0,0.0,57.77777,55.55555,30.38674,0.0,0.0,0.0,0.0,50.0,23.86363,56.0606,55.55555,0.0,0.0,0.0,66.66666,67.64705,50.74626,51.47058,65.71428,56.75675,0.0,40.67796,0.0,0.0,0.0,0.0,0.0,64.28571,61.03896,33.33333,0.0,0.0,0.0,0.0,0.0,30.55555,46.45161,74.05063,36.8715,31.52173,68.49315,60.49382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82872,63.04347,79.59183,27.72172,54.20085,63.61068,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25271,82.08232,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.96503,74.44496,66.70637,21.05263,37.93103,3.66492,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.79069,51.59817,42.30769,0.0,61.8421,54.63917,0.0,0.0,0.0,37.77777,35.55555,28.17679,0.0,0.0,0.0,0.0,0.0,14.77272,20.45454,0.0,0.0,0.0,5.15463,0.0,42.64705,29.85074,54.41176,50.47619,24.32432,55.55555,50.28248,0.0,0.0,0.0,0.0,0.0,54.7619,61.03896,30.95238,0.0,0.0,0.0,46.15384,38.88888,25.0,48.06451,100.0,44.13407,41.30434,45.20547,59.25925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.14364,64.13043,68.36734,27.03133,51.81711,78.83988,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.17451,77.6029,99.78252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.3986,72.69721,86.30136,36.8421,44.82758,8.90052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.90697,42.00913,0.0,0.0,89.47368,62.88659,0.0,0.0,0.0,46.66666,42.22222,35.35911,0.0,0.0,0.0,50.0,50.0,25.0,21.96969,100.0,0.0,0.0,5.15463,0.0,64.70588,52.2388,45.58823,24.7619,59.45945,55.55555,80.79096,0.0,0.0,0.0,0.0,0.0,45.23809,51.94805,23.80952,0.0,0.0,0.0,38.46153,55.55555,0.0,63.2258,84.81012,89.94413,48.91304,53.42465,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.32596,50.0,82.65306,27.66861,52.7159,76.73256,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36422,57.30427,96.62921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.85314,64.24185,100.0,26.31578,72.41379,9.94764,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.81395,48.85844,26.92307,0.0,53.94736,59.79381,0.0,0.0,0.0,53.33333,66.66666,37.01657,0.0,0.0,0.0,0.0,0.0,28.40909,18.18181,0.0,60.0,0.0,6.18556,0.0,48.52941,34.32835,30.88235,17.14285,35.13513,55.55555,100.0,0.0,0.0,0.0,0.0,0.0,50.0,55.84415,52.38095,0.0,0.0,0.0,0.0,0.0,19.44444,63.54838,69.62025,81.56424,45.65217,61.64383,59.25925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.48066,46.73913,72.44897,26.50026,59.90621,67.26048,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.09196,71.38821,81.04385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.48951,63.76948,89.7558,28.94736,34.48275,7.8534,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53488,44.74885,42.30769,0.0,64.47368,39.17525,0.0,0.0,0.0,24.44444,82.22222,35.9116,0.0,0.0,0.0,0.0,0.0,13.63636,18.18181,0.0,50.0,0.0,34.02061,0.0,66.17647,59.70149,55.88235,26.66666,43.24324,55.55555,91.52542,0.0,0.0,0.0,0.0,0.0,38.09523,61.03896,45.23809,0.0,0.0,0.0,0.0,27.77777,33.33333,71.93548,70.25316,100.0,54.34782,73.9726,72.8395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.21546,48.91304,79.59183,29.12904,57.79601,53.1827,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.77842,100.0,64.3349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.41958,47.56731,80.64324,34.21052,34.48275,7.32984,53.84615,0.0,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.18604,49.31506,38.46153,0.0,100.0,26.80412,0.0,0.0,0.0,35.55555,57.77777,38.12154,0.0,0.0,85.71428,0.0,0.0,50.0,11.36363,55.55555,0.0,0.0,59.79381,0.0,35.29411,50.74626,39.70588,25.71428,32.43243,0.0,94.91525,0.0,0.0,100.0,0.0,0.0,42.85714,58.44155,26.19047,0.0,0.0,0.0,53.84615,44.44444,0.0,55.48387,70.88607,91.62011,47.82608,69.86301,58.02469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.61325,54.34782,70.40816,30.21773,74.16959,59.13534,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.71832,95.23809,75.86081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.72727,50.21256,73.43656,26.31578,55.17241,7.32984,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8372,54.79452,30.76923,0.0,48.68421,28.86597,0.0,0.0,0.0,37.77777,44.44444,38.12154,0.0,0.0,0.0,0.0,50.0,100.0,19.69696,0.0,0.0,0.0,15.46391,0.0,55.88235,71.64179,61.7647,31.42857,72.97297,0.0,74.57627,0.0,0.0,0.0,0.0,0.0,57.14285,80.51948,23.80952,0.0,0.0,0.0,0.0,0.0,13.88888,51.6129,62.65822,77.65363,43.47826,60.27397,59.25925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.11602,81.52173,61.22448,28.38555,78.03829,75.23354,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.1202,87.36884,94.09206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.41958,48.88993,60.69088,18.42105,41.37931,7.32984,53.84615,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.81395,48.85844,65.38461,0.0,67.10526,28.86597,0.0,0.0,0.0,40.0,73.33333,32.59668,0.0,0.0,0.0,0.0,90.0,90.90909,25.75757,0.0,0.0,0.0,13.40206,0.0,57.35294,92.53731,76.47058,27.61904,40.54054,55.55555,67.23163,0.0,0.0,0.0,0.0,0.0,33.33333,85.71428,23.80952,0.0,0.0,0.0,0.0,33.33333,13.88888,44.19354,58.22784,64.24581,34.7826,56.16438,65.43209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.9779,68.47826,93.87755,26.87201,79.79679,73.14794,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.64735,78.97497,85.32076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.57342,58.19555,56.81953,23.68421,0.0,8.90052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.88372,58.44748,30.76923,0.0,69.73684,21.64948,0.0,0.0,0.0,35.55555,64.44444,24.86187,0.0,0.0,0.0,0.0,0.0,53.40909,21.21212,0.0,0.0,0.0,24.74226,0.0,48.52941,82.08955,50.0,20.0,18.91891,88.88888,45.76271,0.0,0.0,0.0,0.0,0.0,69.04761,83.11688,47.61904,0.0,0.0,0.0,0.0,33.33333,19.44444,46.77419,63.92405,49.16201,61.95652,79.45205,64.19753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.90607,61.95652,82.65306,27.16409,100.0,84.11905,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8349,65.8192,77.60057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.84615,80.39678,70.7564,23.68421,17.24137,10.4712,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.51162,60.73059,0.0,0.0,77.63157,47.42268,0.0,0.0,0.0,26.66666,40.0,30.38674,0.0,0.0,0.0,0.0,90.0,68.18181,22.72727,0.0,0.0,0.0,59.79381,0.0,47.05882,94.02985,29.41176,11.42857,48.64864,0.0,57.06214,0.0,0.0,0.0,0.0,0.0,71.42857,66.23376,76.19047,0.0,0.0,0.0,100.0,0.0,16.66666,53.87096,87.97468,61.45251,52.17391,75.34246,87.65432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.11049,58.69565,59.18367,28.70419,76.82688,94.13426,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.70021,63.59967,73.25117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.93006,94.37883,73.79392,44.73684,17.24137,4.18848,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93023,60.27397,0.0,0.0,61.8421,35.05154,0.0,0.0,0.0,42.22222,64.44444,32.59668,0.0,0.0,0.0,0.0,50.0,92.04545,12.87878,0.0,0.0,43.75,47.42268,100.0,36.7647,82.08955,51.47058,9.5238,0.0,0.0,57.06214,0.0,0.0,0.0,0.0,0.0,47.61904,49.35064,100.0,0.0,0.0,0.0,61.53846,0.0,0.0,50.96774,75.31645,55.86592,53.26086,82.19178,74.07407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.9558,54.34782,60.20408,29.5539,69.44118,95.80708,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.28312,77.76432,67.92316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.74825,95.27633,78.32042,52.63157,37.93103,9.42408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.16279,62.10045,57.6923,41.66666,57.89473,32.98969,0.0,0.0,0.0,35.55555,51.11111,28.72928,0.0,0.0,0.0,0.0,0.0,78.40909,21.21212,0.0,0.0,0.0,47.42268,66.66666,47.05882,67.16417,33.82352,6.66666,21.62162,0.0,40.67796,0.0,0.0,0.0,0.0,0.0,66.66666,40.25974,97.61904,0.0,0.0,0.0,46.15384,0.0,19.44444,49.67741,53.16455,72.06703,60.86956,45.20547,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.22099,69.56521,46.93877,29.10249,62.05549,69.67195,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.55756,86.96529,57.19463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.17482,82.19178,74.32995,39.47368,62.06896,8.37696,61.53846,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8372,61.64383,34.61538,0.0,61.8421,35.05154,0.0,0.0,0.0,22.22222,66.66666,25.96685,0.0,0.0,0.0,60.0,0.0,61.36363,14.39393,0.0,60.0,0.0,74.2268,0.0,51.47058,58.20895,58.82352,7.61904,29.72972,0.0,49.71751,0.0,0.0,0.0,0.0,0.0,83.33333,48.05194,61.90476,0.0,0.0,0.0,0.0,44.44444,0.0,53.2258,49.36708,53.63128,51.08695,52.05479,87.65432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.06077,80.43478,43.87755,28.27934,77.76475,71.1927,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.67125,81.47699,78.65168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8951,76.75956,65.27695,42.10526,75.86206,7.32984,69.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.13953,53.42465,42.30769,0.0,63.15789,44.32989,0.0,0.0,0.0,37.77777,57.77777,33.14917,0.0,0.0,71.42857,0.0,0.0,79.54545,34.84848,88.88888,0.0,0.0,65.97938,0.0,48.52941,86.56716,50.0,15.23809,37.83783,66.66666,42.93785,0.0,0.0,0.0,0.0,0.0,61.90476,55.84415,64.28571,0.0,0.0,0.0,0.0,33.33333,22.22222,51.29032,62.65822,52.51396,55.43478,60.27397,59.25925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.53038,52.17391,45.91836,25.91609,77.88198,92.07038,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.83707,71.46892,81.69626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.53146,83.65611,63.07325,76.31578,24.13793,5.75916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.69767,52.51141,34.61538,0.0,68.42105,63.91752,0.0,0.0,0.0,35.55555,44.44444,23.20441,83.33333,0.0,0.0,0.0,60.0,95.45454,26.51515,0.0,0.0,0.0,56.70103,0.0,54.41176,62.68656,70.58823,15.23809,40.54054,100.0,56.49717,0.0,0.0,0.0,0.0,0.0,71.42857,83.11688,52.38095,0.0,0.0,0.0,0.0,0.0,52.77777,48.06451,63.29113,61.45251,59.7826,58.9041,58.02469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.03867,68.47826,51.0204,31.09399,65.92418,87.13882,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.41781,70.33898,85.24827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.35664,92.11147,65.99166,47.36842,24.13793,14.65968,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.16279,100.0,0.0,41.66666,71.05263,44.32989,0.0,0.0,0.0,40.0,44.44444,35.9116,0.0,0.0,0.0,0.0,60.0,75.0,25.0,0.0,0.0,56.25,78.35051,0.0,52.94117,50.74626,91.17647,14.28571,37.83783,0.0,50.28248,0.0,0.0,0.0,0.0,0.0,90.47619,80.51948,45.23809,0.0,0.0,0.0,0.0,55.55555,52.77777,41.29032,58.22784,75.41899,55.43478,50.68493,80.24691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.32596,60.86956,76.53061,33.19171,69.87104,87.70367,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88486,75.86763,81.0801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.01398,96.45725,72.42406,39.47368,68.96551,9.94764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.39534,79.90867,0.0,0.0,75.0,49.48453,0.0,0.0,0.0,48.88888,46.66666,18.78453,0.0,0.0,0.0,0.0,50.0,84.0909,17.42424,0.0,0.0,0.0,32.98969,0.0,52.94117,62.68656,80.88235,18.09523,35.13513,66.66666,45.76271,0.0,0.0,0.0,0.0,0.0,59.5238,37.66233,38.09523,0.0,0.0,0.0,0.0,0.0,72.22222,62.25806,48.10126,56.42458,38.04347,69.86301,59.25925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.13812,61.95652,64.28571,27.53584,76.31887,80.38235,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,64.76997,83.72598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.04195,89.32451,88.68374,52.63157,27.5862,51.83246,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.51162,64.38356,0.0,0.0,69.73684,57.73195,0.0,0.0,0.0,31.11111,71.11111,37.01657,0.0,0.0,0.0,0.0,0.0,63.63636,26.51515,66.66666,100.0,0.0,48.4536,66.66666,54.41176,59.70149,92.64705,19.04761,27.02702,66.66666,34.46327,0.0,0.0,0.0,0.0,0.0,52.38095,45.45454,57.14285,0.0,0.0,0.0,0.0,0.0,77.77777,72.58064,58.86075,72.06703,57.60869,35.61643,51.85185,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.06077,73.91304,58.16326,100.0,69.55842,80.5996,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.86386,73.2849,67.52446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.06993,81.34152,78.08219,39.47368,44.82758,49.21465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.48837,68.49315,0.0,0.0,80.26315,74.2268,0.0,0.0,0.0,44.44444,22.22222,33.14917,0.0,0.0,0.0,0.0,0.0,89.77272,17.42424,0.0,0.0,31.25,50.51546,0.0,33.82352,76.1194,80.88235,16.19047,48.64864,0.0,31.63841,0.0,0.0,0.0,0.0,0.0,50.0,42.85714,78.57142,0.0,0.0,0.0,0.0,0.0,86.11111,59.03225,61.3924,89.94413,56.52173,82.19178,69.1358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,72.37569,60.86956,55.10204,36.77642,55.06057,65.37041,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.22954,91.48506,56.43349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,88.42701,77.72483,13.15789,62.06896,38.21989,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.18604,63.47031,0.0,50.0,76.31578,67.0103,0.0,0.0,0.0,33.33333,35.55555,20.44198,0.0,0.0,0.0,80.0,0.0,50.0,21.96969,0.0,0.0,37.5,46.39175,55.55555,42.64705,73.13432,66.17647,9.5238,32.43243,0.0,37.28813,0.0,0.0,0.0,0.0,0.0,69.04761,62.33766,95.23809,0.0,0.0,0.0,0.0,0.0,91.66666,100.0,55.06329,75.41899,57.60869,52.05479,95.06172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.71823,60.86956,51.0204,27.34997,53.45838,70.82337,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.44243,92.33252,67.01703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.05594,76.33443,74.62775,42.10526,24.13793,47.12041,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.51162,50.22831,23.07692,41.66666,50.0,73.19587,0.0,0.0,0.0,62.22222,100.0,25.41436,0.0,0.0,100.0,0.0,0.0,77.27272,20.45454,0.0,0.0,0.0,70.10309,55.55555,77.94117,100.0,57.35294,4.7619,45.94594,77.77777,45.19774,0.0,0.0,0.0,0.0,0.0,57.14285,68.83116,76.19047,0.0,0.0,0.0,0.0,38.88888,30.55555,73.54838,59.49367,65.36312,40.21739,39.72602,60.49382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00552,76.08695,65.30612,26.18162,48.22196,81.33825,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.00796,84.7054,78.83291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.44755,66.08408,61.76295,18.42105,37.93103,42.40837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.55813,47.48858,0.0,0.0,34.21052,94.84536,0.0,0.0,0.0,73.33333,82.22222,16.57458,0.0,62.5,0.0,0.0,60.0,70.45454,18.18181,0.0,0.0,0.0,94.84536,0.0,55.88235,62.68656,85.29411,10.47619,32.43243,66.66666,39.54802,0.0,0.0,0.0,0.0,0.0,42.85714,75.32467,71.42857,0.0,0.0,0.0,38.46153,33.33333,27.77777,71.6129,73.41772,55.30726,58.69565,13.69863,75.30864,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.56353,56.52173,75.5102,27.34997,44.70496,86.79122,0.0,0.0,0.0
