,드라이샴푸 브라이트 라이브리 플로랄_0,드라이샴푸 브라이트 라이브리 플로랄_1,자연의 올리브  분 드라이 샴푸_0,자연의 올리브  분 드라이 샴푸_1,아몬드 앤 린시드 샴푸 포 드라이 앤 데미지드 헤어_0,아몬드 앤 린시드 샴푸 포 드라이 앤 데미지드 헤어_1,클릭 프릭 리프레싱 드라이 샴푸_0,클릭 프릭 리프레싱 드라이 샴푸_1,드라이 샴푸_0,드라이 샴푸_1,드라이 샴푸 레즐리 핑크_0,드라이 샴푸 레즐리 핑크_1,드라이 샴푸   엑소틱_0,드라이 샴푸   엑소틱_1,오트밀크 드라이샴푸_0,오트밀크 드라이샴푸_1,피스트 웨이비 컬리 헤어 드라이 샴푸_0,피스트 웨이비 컬리 헤어 드라이 샴푸_1,노웨이팅 드라이샴푸   스위트_0,노웨이팅 드라이샴푸   스위트_1,트리트먼트 오리지날_0,트리트먼트 오리지날_1,헤어 테라피_0,헤어 테라피_1,라이트 오일 트리트먼트_0,라이트 오일 트리트먼트_1,리페어포스 헤어BB크림_0,리페어포스 헤어BB크림_1,컬링 에센스  X_0,컬링 에센스  X_1,미스 디올 헤어 미스트_0,미스 디올 헤어 미스트_1,엑스트라 오디네리 오일 엑스트라 리치_0,엑스트라 오디네리 오일 엑스트라 리치_1,엑스트라 오디네리 오일 리치_0,엑스트라 오디네리 오일 리치_1,토탈리페어  세럼 프로엑스_0,토탈리페어  세럼 프로엑스_1,소프트닝 컨디셔너_0,소프트닝 컨디셔너_1,레지스턴스 시몽 테르미크_0,레지스턴스 시몽 테르미크_1,데미지 케어 컨센트레이트_0,데미지 케어 컨센트레이트_1,헤어비타민 헤어 트리트먼트_0,헤어비타민 헤어 트리트먼트_1,울트라 프로틴 헤어오일 리치_0,울트라 프로틴 헤어오일 리치_1,실키 오일 세럼_0,실키 오일 세럼_1,아르간 헤어 트리트먼트 오일_0,아르간 헤어 트리트먼트 오일_1,샹스 오 땅드르 헤어 미스트_0,샹스 오 땅드르 헤어 미스트_1,리페어포스 테라피 에센셜 오일_0,리페어포스 테라피 에센셜 오일_1,아로마 리페어 오일_0,아로마 리페어 오일_1,엑스트라 오디네리 보태니컬 오일_0,엑스트라 오디네리 보태니컬 오일_1,에르네뜨 스프레이_0,에르네뜨 스프레이_1,카멜리아 에센셜 잔머리 스틱 왁스_0,카멜리아 에센셜 잔머리 스틱 왁스_1,글로발 체리 미러클 휘니쉬_0,글로발 체리 미러클 휘니쉬_1,컬 셋 로션 EX_0,컬 셋 로션 EX_1,볼륨 미스트_0,볼륨 미스트_1,스프레이 수퍼하드_0,스프레이 수퍼하드_1,슈퍼하드 워터스프레이_0,슈퍼하드 워터스프레이_1,알앤비_0,알앤비_1,프리즈 앤 샤인 슈퍼 스프레이_0,프리즈 앤 샤인 슈퍼 스프레이_1,허브 스타일링 헤어 스프레이_0,허브 스타일링 헤어 스프레이_1
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.08212,3.53465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53846,27.08333,0.0,0.0,0.0,0.0,0.0,0.0,46.80851,36.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.73684,42.22222,0.0,0.0,37.03703,52.38095,51.70454,76.43678,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0483,3.8705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.30769,19.79166,0.0,0.0,0.0,0.0,0.0,0.0,64.89361,16.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.42105,33.33333,0.0,0.0,44.44444,33.33333,50.0,73.56321,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.82608,3.72185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38461,27.08333,0.0,0.0,0.0,0.0,0.0,0.0,46.80851,15.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.42105,42.22222,0.0,0.0,25.92592,52.38095,58.52272,67.24137,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1884,3.50162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92307,19.79166,0.0,0.0,0.0,0.0,0.0,0.0,60.63829,16.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.06896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,28.94736,55.55555,0.0,0.0,25.92592,42.85714,51.13636,80.45977,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.28985,4.07421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.30769,22.91666,0.0,0.0,0.0,0.0,0.0,0.0,79.78723,12.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28571,0.0,0.0,31.57894,22.22222,0.0,0.0,22.22222,61.90476,69.88636,70.11494,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.16425,3.70533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38461,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,89.3617,15.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,73.33333,0.0,0.0,0.0,61.90476,51.70454,60.91954,0.0,55.55555,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.84057,2.95105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53846,25.0,0.0,0.0,0.0,0.0,0.0,0.0,76.59574,13.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894,57.77777,0.0,0.0,18.51851,38.09523,55.68181,52.87356,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.31884,3.46308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61538,100.0,0.0,0.0,0.0,0.0,0.0,0.0,55.31914,17.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.85714,0.0,0.0,34.21052,48.88888,0.0,0.0,0.0,85.71428,72.72727,59.77011,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.44927,3.64477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,35.41666,0.0,0.0,0.0,0.0,0.0,0.0,74.46808,20.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,76.92307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.73684,40.0,0.0,0.0,25.92592,42.85714,52.27272,72.41379,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.41062,4.20635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.23076,27.08333,0.0,0.0,0.0,0.0,0.0,0.0,84.04255,20.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,44.82758,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,44.73684,66.66666,0.0,0.0,37.03703,47.61904,48.29545,62.64367,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.56038,3.44656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.30769,26.04166,0.0,0.0,0.0,0.0,0.0,0.0,64.89361,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.37931,46.15384,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,21.05263,46.66666,0.0,0.0,29.62962,61.90476,65.3409,59.77011,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5314,3.51814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,73.40425,68.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894,17.77777,0.0,0.0,18.51851,57.14285,65.90909,50.57471,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.85507,3.56218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,18.75,0.0,0.0,0.0,0.0,0.0,0.0,88.29787,89.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96551,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,63.63636,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,21.05263,35.55555,0.0,0.0,51.85185,38.09523,64.20454,58.04597,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.44927,3.43005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,62.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93103,92.30769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.21052,51.11111,0.0,0.0,33.33333,33.33333,42.61363,41.95402,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.80676,3.22083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,29.16666,0.0,0.0,0.0,0.0,0.0,0.0,69.14893,47.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13793,61.53846,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,44.73684,40.0,0.0,0.0,40.74074,23.80952,57.95454,57.47126,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.14492,3.34746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.84615,12.5,0.0,0.0,0.0,0.0,0.0,0.0,52.12765,42.72727,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,68.96551,61.53846,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,68.42105,31.11111,0.0,0.0,29.62962,33.33333,100.0,75.86206,50.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.96618,3.66679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,14.58333,0.0,0.0,0.0,0.0,0.0,0.0,48.93617,38.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.62068,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63157,60.0,0.0,0.0,40.74074,47.61904,81.25,64.94252,0.0,100.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.4541,3.83747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,18.75,0.0,0.0,0.0,0.0,0.0,0.0,50.0,33.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.06896,38.46153,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,50.0,37.77777,0.0,0.0,40.74074,52.38095,63.06818,75.86206,50.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.80676,3.73286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,21.875,0.0,0.0,0.0,0.0,0.0,0.0,77.65957,40.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,0.0,44.73684,17.77777,0.0,0.0,59.25925,61.90476,73.86363,74.71264,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.93236,3.44656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,18.75,0.0,0.0,0.0,0.0,0.0,0.0,96.80851,55.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75862,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36842,33.33333,0.0,0.0,29.62962,42.85714,77.8409,60.91954,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.36714,2.95105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,73.40425,26.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.20689,0.0,0.0,72.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.57894,42.22222,0.0,0.0,29.62962,33.33333,77.8409,49.42528,0.0,55.55555,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.71014,3.47409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.84615,19.79166,0.0,0.0,0.0,0.0,0.0,0.0,64.89361,26.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.06896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,86.8421,42.22222,0.0,0.0,44.44444,0.0,77.27272,74.13793,0.0,55.55555,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.86956,3.66679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.15384,22.91666,0.0,0.0,0.0,0.0,0.0,0.0,48.93617,37.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,0.0,0.0,63.15789,33.33333,0.0,0.0,29.62962,76.19047,48.29545,63.21839,60.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.22705,3.36948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.84615,19.79166,0.0,0.0,0.0,0.0,0.0,0.0,55.31914,29.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.10344,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36842,28.88888,0.0,0.0,22.22222,66.66666,50.0,55.74712,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42028,3.35847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,14.58333,0.0,0.0,0.0,0.0,0.0,0.0,72.34042,32.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,83.33333,83.33333,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,39.47368,48.88888,0.0,0.0,33.33333,47.61904,69.88636,77.5862,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.86473,3.49611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46153,19.79166,0.0,0.0,0.0,0.0,0.0,0.0,65.95744,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.10344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,36.8421,22.22222,0.0,0.0,37.03703,28.57142,64.77272,97.70114,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.50241,3.84297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6923,25.0,0.0,0.0,0.0,0.0,0.0,0.0,70.21276,38.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.62068,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,55.26315,24.44444,0.0,0.0,40.74074,71.42857,59.0909,74.13793,50.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.33816,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.84615,23.95833,0.0,0.0,0.0,0.0,0.0,0.0,81.91489,49.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57142,0.0,0.0,50.0,28.88888,0.0,0.0,29.62962,23.80952,68.18181,56.32183,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.84639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92307,19.79166,0.0,0.0,0.0,0.0,0.0,0.0,59.57446,51.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75862,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.15789,100.0,0.0,0.0,22.22222,38.09523,66.47727,78.16091,0.0,66.66666,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69082,16.44001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.30769,22.91666,0.0,0.0,0.0,0.0,0.0,0.0,39.3617,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.86206,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.47368,28.88888,0.0,0.0,59.25925,57.14285,73.29545,67.24137,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.29951,11.22611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76923,13.54166,0.0,0.0,0.0,0.0,0.0,0.0,44.68085,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.72413,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.15789,44.44444,0.0,0.0,33.33333,80.95238,76.13636,67.24137,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.58937,10.10295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.95833,0.0,0.0,0.0,0.0,0.0,0.0,46.80851,96.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.78947,55.55555,0.0,0.0,0.0,38.09523,57.38636,71.83908,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.35265,7.55932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,19.79166,0.0,0.0,0.0,0.0,0.0,0.0,81.91489,85.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.62068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.15789,66.66666,0.0,0.0,25.92592,80.95238,65.3409,77.01149,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.09178,8.06034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.30769,16.66666,0.0,0.0,0.0,0.0,0.0,0.0,43.61702,88.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.86206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,50.0,62.5,0.0,0.0,55.55555,0.0,0.0,0.0,36.8421,51.11111,0.0,0.0,51.85185,23.80952,73.29545,100.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.89371,9.4753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,21.875,0.0,0.0,0.0,0.0,0.0,0.0,57.4468,66.81818,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,72.41379,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36842,71.11111,0.0,0.0,33.33333,52.38095,64.20454,79.88505,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.47342,6.97021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6923,25.0,0.0,0.0,0.0,0.0,0.0,0.0,64.89361,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96551,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,57.14285,0.0,0.0,21.05263,57.77777,0.0,0.0,37.03703,33.33333,63.06818,84.48275,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.03864,6.22143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.15384,12.5,0.0,0.0,0.0,0.0,0.0,0.0,37.23404,96.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,44.82758,76.92307,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,0.0,0.0,0.0,36.8421,77.77777,0.0,0.0,37.03703,42.85714,91.47727,52.29885,0.0,0.0,0.0,0.0
