,남성 향수 샤워젤 룰브레이커_0,남성 향수 샤워젤 룰브레이커_1,남성 향수 샤워젤 룰브레이커_2,남성 향수 샤워젤 샷콜러_0,남성 향수 샤워젤 샷콜러_1,남성 향수 샤워젤 샷콜러_2,데오드란트 롤온 쿨 킥_0,데오드란트 롤온 쿨 킥_1,데오드란트 롤온 쿨 킥_2,패션 바디스프레이_0,패션 바디스프레이_1,패션 바디스프레이_2,퍼퓸 스프레이   코튼 허그_0,퍼퓸 스프레이   코튼 허그_1,퍼퓸 스프레이   코튼 허그_2,맨 블랙 앤 화이트 스프레이_0,맨 블랙 앤 화이트 스프레이_1,맨 블랙 앤 화이트 스프레이_2,남성청결제_0,남성청결제_1,남성청결제_2,데오드란트 바디워시_0,데오드란트 바디워시_1,데오드란트 바디워시_2,라스트 샷_0,라스트 샷_1,라스트 샷_2,블루 드 샤넬 샤워 젤_0,블루 드 샤넬 샤워 젤_1,블루 드 샤넬 샤워 젤_2,퍼펙트 아이 치크 팔레트_0,퍼펙트 아이 치크 팔레트_1,퍼펙트 아이 치크 팔레트_2,잉크 피팅 컬러 팔레트_0,잉크 피팅 컬러 팔레트_1,잉크 피팅 컬러 팔레트_2,아임 멀티 큐브_0,아임 멀티 큐브_1,아임 멀티 큐브_2,마이 매거진_0,마이 매거진_1,마이 매거진_2,저스트 팔레트_0,저스트 팔레트_1,저스트 팔레트_2,글로우  컬러 필터 섀도우 팔레트_0,글로우  컬러 필터 섀도우 팔레트_1,글로우  컬러 필터 섀도우 팔레트_2,내추럴룩키트_0,내추럴룩키트_1,내추럴룩키트_2,데일리 팔레트_0,데일리 팔레트_1,데일리 팔레트_2, 토이스토리 컬렉션  로지 피기 팔레트_0, 토이스토리 컬렉션  로지 피기 팔레트_1, 토이스토리 컬렉션  로지 피기 팔레트_2,플레이 컬러 멀티 팔레트_0,플레이 컬러 멀티 팔레트_1,플레이 컬러 멀티 팔레트_2,백톡 아이 치크 멀티 팔레트_0,백톡 아이 치크 멀티 팔레트_1,백톡 아이 치크 멀티 팔레트_2,파티 투 고 립   아이_0,파티 투 고 립   아이_1,파티 투 고 립   아이_2,아이 앤드 치크 팔레드 아토믹 블론드_0,아이 앤드 치크 팔레드 아토믹 블론드_1,아이 앤드 치크 팔레드 아토믹 블론드_2,     S S 룩북 팔레트  허니멜로우 _0,     S S 룩북 팔레트  허니멜로우 _1,     S S 룩북 팔레트  허니멜로우 _2,미스치프 밍스 팔레트_0,미스치프 밍스 팔레트_1,미스치프 밍스 팔레트_2,치키 스토어웨이즈_0,치키 스토어웨이즈_1,치키 스토어웨이즈_2,인스턴트 프리티 아이 앤 치크 팔레트_0,인스턴트 프리티 아이 앤 치크 팔레트_1,인스턴트 프리티 아이 앤 치크 팔레트_2,   S S 룩북_0,   S S 룩북_1,   S S 룩북_2,데어 컬렉션 페어리 비즈_0,데어 컬렉션 페어리 비즈_1,데어 컬렉션 페어리 비즈_2,클래식 멀티 팔레트_0,클래식 멀티 팔레트_1,클래식 멀티 팔레트_2
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.07497,68.85964,78.06912,0.0,0.0,0.0,0.0,0.0,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,14.36781,17.81609,51.68539,0.0,24.39024,65.21739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81818,0.0,100.0,0.0,0.0,0.0,0.0,34.21052,11.4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.08256,85.30701,78.90345,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,24.71264,27.5862,75.28089,0.0,0.0,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,81.81818,0.0,0.0,0.0,0.0,7.89473,14.91228,12.2807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.19966,80.92105,75.20858,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,24.13793,10.91954,44.94382,0.0,0.0,43.47826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,90.90909,0.0,0.0,0.0,0.0,0.0,4.38596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.33192,72.14912,61.85935,0.0,0.0,0.0,0.0,0.0,52.08333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,20.68965,18.96551,40.44943,0.0,0.0,56.52173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,4.38596,11.4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.38331,73.24561,60.54827,0.0,0.0,0.0,0.0,0.0,89.58333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.77011,29.88505,29.21348,0.0,0.0,52.17391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,0.0,0.0,0.0,0.0,0.0,0.0,25.43859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.44903,52.85087,69.72586,0.0,0.0,0.0,0.0,0.0,72.91666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.54022,18.3908,70.78651,0.0,0.0,65.21739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.78947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.41196,49.3421,62.93206,0.0,0.0,0.0,0.0,0.0,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3908,12.64367,57.30337,10.63829,0.0,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,15.78947,5.26315,10.52631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.41196,60.08771,55.89988,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,24.71264,25.28735,48.3146,0.0,0.0,52.17391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,6.14035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.56866,65.13157,55.54231,0.0,0.0,0.0,0.0,3.8961,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.09195,25.86206,58.42696,0.0,0.0,60.86956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89473,9.64912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.94271,51.75438,66.26936,0.0,0.0,0.0,0.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.21839,21.83908,69.66292,29.78723,17.07317,69.56521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,72.72727,0.0,0.0,0.0,0.0,4.38596,0.0,10.52631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4524,38.37719,71.39451,0.0,0.0,0.0,3.8961,54.97835,29.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.96551,20.11494,52.80898,27.65957,0.0,52.17391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,4.38596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.26874,45.83333,66.03098,0.0,0.0,0.0,100.0,25.54112,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,18.96551,18.3908,50.56179,36.17021,0.0,60.86956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.69418,44.51754,65.31585,0.0,0.0,0.0,54.97835,22.07792,52.08333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24137,32.75862,35.95505,10.63829,12.19512,91.30434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,0.0,0.0,0.0,0.0,0.0,0.0,4.38596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5695,66.00877,66.03098,0.0,0.0,0.0,25.54112,20.77922,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,17.24137,16.66666,50.56179,10.63829,0.0,60.86956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38596,15.78947,10.52631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.69755,72.80701,54.82717,0.0,0.0,0.0,22.07792,12.12121,37.5,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,17.81609,21.83908,38.20224,31.91489,0.0,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53243,65.35087,69.36829,0.0,0.0,0.0,20.77922,12.55411,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.83908,14.36781,56.17977,29.78723,0.0,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.69755,71.49122,75.08939,0.0,0.0,0.0,12.12121,6.0606,39.58333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,55.17241,24.71264,33.70786,31.91489,24.39024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38596,14.91228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.96545,85.08771,69.48748,0.0,0.0,0.0,12.55411,12.55411,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.3908,24.13793,47.19101,12.76595,12.19512,34.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.49705,66.44736,68.77234,0.0,0.0,0.0,6.0606,15.58441,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,50.57471,20.68965,60.67415,57.4468,0.0,34.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.02358,63.59649,68.29558,85.71428,0.0,0.0,12.55411,16.01731,14.58333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,9.77011,39.32584,25.53191,21.95121,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,9.64912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.18449,54.38596,62.69368,71.42857,0.0,0.0,15.58441,13.85281,54.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.37931,19.54022,50.56179,12.76595,0.0,86.95652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26315,4.38596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.60572,80.48245,52.68176,0.0,0.0,0.0,16.01731,14.71861,29.16666,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,54.02298,18.3908,50.56179,21.27659,12.19512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.91743,82.67543,59.83313,0.0,0.0,0.0,13.85281,18.18181,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.37931,24.71264,53.93258,34.04255,0.0,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.97219,68.20175,77.35399,0.0,0.0,0.0,14.71861,12.55411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.35632,16.09195,49.4382,19.14893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25105,57.89473,76.75804,0.0,0.0,0.0,18.18181,17.74891,52.08333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.35632,13.21839,58.42696,19.14893,17.07317,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.10109,79.60526,70.79856,0.0,0.0,0.0,12.55411,18.18181,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,40.0,36.7816,18.96551,41.57303,14.89361,12.19512,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.47093,71.27192,58.64123,0.0,0.0,0.0,17.74891,17.31601,39.58333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,25.0,26.43678,18.96551,55.05617,12.76595,0.0,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81818,0.0,0.0,0.0,0.0,0.0,9.64912,34.21052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.55855,75.21929,41.35876,0.0,0.0,0.0,18.18181,20.77922,45.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.73563,17.24137,39.32584,10.63829,0.0,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5.26315,14.91228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.80033,81.14035,42.78903,0.0,0.0,0.0,17.31601,12.12121,10.41666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.28735,17.24137,40.44943,17.02127,21.95121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,4.38596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.70513,99.7807,58.04529,0.0,0.0,0.0,20.77922,16.45021,35.41666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.56321,17.81609,52.80898,17.02127,14.63414,69.56521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26315,0.0,4.38596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.88795,88.81578,69.48748,0.0,0.0,0.0,12.12121,16.88311,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,23.56321,21.83908,29.21348,19.14893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.44903,90.57017,84.62455,0.0,0.0,0.0,16.45021,19.48051,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.88505,55.17241,69.66292,78.7234,0.0,43.47826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.99494,73.46491,83.19427,0.0,0.0,0.0,16.88311,18.61471,14.58333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.20689,68.3908,48.3146,53.19148,14.63414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
