,셀다운 너리싱 크림_0,셀다운 너리싱 크림_1,타이거밤 넥앤숄더 크림_0,타이거밤 넥앤숄더 크림_1,바디슬리밍 핫 테라피 크림_0,바디슬리밍 핫 테라피 크림_1,피곤하지 마사지 볼_0,피곤하지 마사지 볼_1,야간용 슈퍼 롱 압박 스타킹_0,야간용 슈퍼 롱 압박 스타킹_1,바디 핏 엑스퍼트 카피톤_0,바디 핏 엑스퍼트 카피톤_1,뷔스트 뷰티 로션_0,뷔스트 뷰티 로션_1,갈바닉 스파 시스템 에이지락바디_0,갈바닉 스파 시스템 에이지락바디_1,크렘 마스벨트_0,크렘 마스벨트_1,팻 걸 식스팩_0,팻 걸 식스팩_1,버치 셀룰라이트 오일_0,버치 셀룰라이트 오일_1,바디 리프트 컨트롤_0,바디 리프트 컨트롤_1,마사지 핫볼_0,마사지 핫볼_1,리얼 쿨 바디_0,리얼 쿨 바디_1,날씬 미녀 크림_0,날씬 미녀 크림_1,더 바디 슬림 이펙터_0,더 바디 슬림 이펙터_1,더 바디 슬림 젤_0,더 바디 슬림 젤_1,레그 리커버리 수면쉐이퍼_0,레그 리커버리 수면쉐이퍼_1,리커버리 크림_0,리커버리 크림_1,미네랄 데오드란트 스틱_0,미네랄 데오드란트 스틱_1,미네랄 데오드란트 롤온  무향 _0,미네랄 데오드란트 롤온  무향 _1,데오드란트 바디 스프레이_0,데오드란트 바디 스프레이_1,사라사라 파우더시트_0,사라사라 파우더시트_1,데오프레쉬 바디 프라이머_0,데오프레쉬 바디 프라이머_1,바디 데오 스틱  무향 _0,바디 데오 스틱  무향 _1,틴 스피릿 솔리드 핑크 크러쉬 데오드란트_0,틴 스피릿 솔리드 핑크 크러쉬 데오드란트_1,바디 데오 스틱  바닐라 파우더리향 _0,바디 데오 스틱  바닐라 파우더리향 _1,데오드란트 롤온 드라이 컴포트_0,데오드란트 롤온 드라이 컴포트_1,데오도란트_0,데오도란트_1,엑스트라 화이트  스틱 _0,엑스트라 화이트  스틱 _1,데오드란트 미스트_0,데오드란트 미스트_1,데오도란트 두세르_0,데오도란트 두세르_1,슈퍼 쿨링 파우더 시트 클린 솝 향_0,슈퍼 쿨링 파우더 시트 클린 솝 향_1,데오드란트 스틱드라이콤포트_0,데오드란트 스틱드라이콤포트_1,데오드란트 스프레이 패뷸러스 플라워_0,데오드란트 스프레이 패뷸러스 플라워_1,안티 퍼스피런트 데오드란트 스틱 패션_0,안티 퍼스피런트 데오드란트 스틱 패션_1,슈퍼쿨링파우더시트_0,슈퍼쿨링파우더시트_1,엑스트라 화이트  롤온 _0,엑스트라 화이트  롤온 _1,롤온 데오드란트  뱀부 _0,롤온 데오드란트  뱀부 _1
30,3.04054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,10.46511,0.0,0.0,0.0,0.0,6.66666,37.33333,0.0,0.0,97.05882,59.03614,0.0,0.0,0.0,0.0,0.0,0.0,20.33898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.18811,47.30392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25688,17.2043,0.0,0.0,0.0,0.0
31,1.68918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26744,0.0,0.0,0.0,0.0,37.33333,91.33333,0.0,0.0,77.45098,63.85542,0.0,0.0,0.0,0.0,0.0,0.0,18.64406,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25742,60.78431,0.0,0.0,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79816,18.27956,0.0,0.0,0.0,0.0
32,4.05405,7.6923,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.23255,0.0,0.0,0.0,0.0,91.33333,98.0,0.0,0.0,64.70588,67.46987,0.0,0.0,0.0,0.0,0.0,100.0,11.8644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28712,47.79411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79816,15.05376,0.0,0.0,0.0,0.0
33,0.0,12.30769,73.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72093,0.0,0.0,0.0,0.0,98.0,73.33333,0.0,0.0,86.2745,83.13253,0.0,0.0,0.0,0.0,0.0,0.0,11.8644,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.64356,43.13725,0.0,0.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84403,9.67741,0.0,0.0,0.0,0.0
34,2.02702,23.07692,95.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,3.77906,0.0,0.0,0.0,0.0,73.33333,100.0,0.0,0.0,69.60784,68.67469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26732,53.18627,0.0,0.0,47.36842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25688,7.52688,0.0,0.0,0.0,0.0
35,1.68918,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77906,0.0,0.0,0.0,0.0,100.0,58.66666,0.0,0.0,84.31372,62.6506,0.0,0.0,0.0,0.0,0.0,0.0,13.55932,0.0,1.10091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72277,38.48039,0.0,0.0,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79816,5.37634,0.0,0.0,0.0,0.0
36,2.36486,0.0,78.57142,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,4.94186,0.0,0.0,0.0,0.0,58.66666,28.0,0.0,0.0,77.45098,66.26506,0.0,0.0,0.0,0.0,0.0,0.0,15.25423,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.24752,31.12745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75229,10.75268,0.0,0.0,60.0,0.0
37,3.04054,9.23076,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61627,0.0,0.0,0.0,0.0,28.0,22.0,0.0,0.0,69.60784,73.49397,0.0,0.0,0.0,0.0,0.0,0.0,20.33898,0.0,16.33027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.69306,37.74509,0.0,0.0,31.57894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42201,10.75268,0.0,0.0,0.0,60.0
38,13.51351,10.76923,61.90476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,4.65116,0.0,0.0,0.0,0.0,22.0,28.66666,0.0,0.0,78.43137,54.21686,0.0,0.0,0.0,0.0,0.0,0.0,8.47457,36.0,48.25688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26732,100.0,0.0,0.0,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.10091,6.45161,0.0,0.0,0.0,0.0
39,16.21621,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.10465,0.0,0.0,0.0,0.0,28.66666,29.33333,0.0,0.0,48.03921,43.37349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.29357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.71287,40.44117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51376,9.67741,0.0,0.0,0.0,100.0
40,15.87837,0.0,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,83.33333,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28571,5.52325,0.0,0.0,0.0,0.0,29.33333,34.0,0.0,0.0,54.90196,85.54216,0.0,0.0,0.0,0.0,0.0,0.0,8.47457,28.0,13.02752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.10891,30.14705,0.0,0.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9266,10.75268,0.0,0.0,0.0,60.0
41,46.28378,7.6923,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,26.31578,0.0,0.0,0.0,0.0,42.85714,3.19767,0.0,0.0,0.0,0.0,34.0,16.0,0.0,0.0,57.84313,83.13253,0.0,0.0,0.0,0.0,0.0,0.0,8.47457,0.0,14.86238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.71287,36.2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.43119,10.75268,0.0,0.0,50.0,0.0
42,52.36486,7.6923,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52325,0.0,0.0,0.0,0.0,16.0,7.33333,0.0,0.0,83.33333,59.03614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9.54128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.74257,37.2549,0.0,0.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.43119,8.60215,0.0,0.0,0.0,0.0
43,17.9054,20.0,16.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,2.03488,0.0,0.0,0.0,0.0,7.33333,11.33333,0.0,0.0,64.70588,62.6506,0.0,0.0,0.0,0.0,0.0,0.0,15.25423,28.0,7.33944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.13861,27.69607,0.0,0.0,31.57894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55963,15.05376,0.0,0.0,50.0,0.0
44,39.86486,0.0,11.90476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61627,0.0,0.0,0.0,0.0,11.33333,4.0,0.0,0.0,68.62745,91.56626,0.0,0.0,0.0,0.0,0.0,0.0,11.8644,0.0,9.72477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.71287,29.41176,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51376,10.75268,0.0,0.0,0.0,0.0
45,100.0,10.76923,26.19047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52325,0.0,0.0,0.0,0.0,4.0,16.66666,0.0,0.0,58.82352,77.10843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.74257,37.2549,100.0,0.0,47.36842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.05504,8.60215,0.0,0.0,60.0,50.0
46,52.7027,13.84615,47.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68604,0.0,0.0,0.0,0.0,16.66666,8.66666,0.0,0.0,52.94117,68.67469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.90825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.21782,31.12745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.94495,9.67741,0.0,0.0,0.0,0.0
47,59.12162,10.76923,16.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39534,0.0,0.0,0.0,0.0,8.66666,6.66666,0.0,0.0,71.56862,77.10843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.00917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.71287,37.99019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.85321,10.75268,0.0,0.0,0.0,0.0
48,24.66216,20.0,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,14.82558,0.0,0.0,0.0,0.0,6.66666,0.0,0.0,0.0,75.49019,62.6506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,25.68807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.11881,46.81372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.94495,12.90322,0.0,0.0,0.0,0.0
49,21.62162,21.53846,47.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.87209,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,85.29411,93.9759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.30275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.58415,39.95098,0.0,0.0,31.57894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.61467,11.82795,0.0,0.0,0.0,0.0
50,14.86486,24.61538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,100.0,0.0,0.0,0.0,0.0,14.0,20.0,0.0,0.0,80.39215,78.31325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.56435,36.02941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.09174,10.75268,0.0,0.0,0.0,0.0
51,13.17567,9.23076,16.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,48.25581,0.0,0.0,0.0,0.0,20.0,16.66666,0.0,0.0,65.68627,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.80733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.54455,29.41176,0.0,0.0,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.41284,8.60215,0.0,0.0,0.0,60.0
52,15.2027,9.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.87209,0.0,0.0,0.0,0.0,16.66666,12.66666,0.0,0.0,57.84313,75.90361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.70297,27.20588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.74311,5.37634,0.0,0.0,0.0,0.0
53,14.18918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.17441,0.0,0.0,0.0,0.0,12.66666,8.0,0.0,0.0,63.72549,77.10843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.70642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.62376,30.63725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.54128,11.82795,0.0,0.0,0.0,0.0
54,15.87837,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,14.53488,0.0,0.0,0.0,0.0,8.0,6.66666,0.0,0.0,57.84313,77.10843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.45871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.15841,26.47058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.57798,6.45161,0.0,0.0,0.0,0.0
55,29.39189,12.30769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79069,0.0,0.0,0.0,0.0,6.66666,11.33333,0.0,0.0,60.78431,74.69879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0594,26.47058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.70642,6.45161,0.0,0.0,0.0,70.0
56,24.66216,0.0,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,41.66666,0.0,0.0,0.0,28.94736,0.0,0.0,0.0,0.0,57.14285,10.17441,0.0,0.0,0.0,0.0,11.33333,10.0,0.0,0.0,87.2549,87.9518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.64356,24.5098,0.0,0.0,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.45161,0.0,0.0,0.0,0.0
57,15.2027,12.30769,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,31.57894,0.0,0.0,0.0,0.0,78.57142,7.55813,0.0,0.0,0.0,0.0,10.0,5.33333,0.0,0.0,61.7647,71.08433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22.05882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.12844,0.0,0.0,0.0,0.0,50.0
58,15.87837,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,6.10465,0.0,0.0,0.0,0.0,5.33333,3.33333,0.0,0.0,59.80392,81.92771,0.0,0.0,0.0,0.0,0.0,0.0,10.16949,32.0,30.45871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.36633,27.20588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.69724,6.45161,0.0,0.0,0.0,50.0
59,15.87837,18.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.23255,0.0,0.0,0.0,0.0,3.33333,0.0,0.0,0.0,59.80392,90.36144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.76146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.68316,27.45098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.90825,0.0,0.0,0.0,0.0,0.0
60,17.22972,16.92307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3.77906,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,60.78431,61.44578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.57425,22.05882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.08256,12.90322,0.0,0.0,0.0,90.0
61,40226,6663,2454,13859,98,40226,42263,13116,9738,6473,9606,58089,15548,132633,8763,8379,109267,88538,374588,5032273,117,257627,1370657,3795,2152,223,397,316238,434,2539,79,34125,1229653,4019137,9738,6473,15569,18363,11309,60426,60426,11309,11309,126844,1594,656,11309,126844,126844,216546,126844,216546,87914,126844,17273,30862,17273,126844,142492,7529,60426,17273,216546,126844,423,79902,126844,30862,2155,17273,126844,17273,423,297,142492,7529,216546,60426
