,슈퍼 콜라겐_0,슈퍼 콜라겐_1,슈퍼 콜라겐_2,아쿠아파워 히알루론산_0,아쿠아파워 히알루론산_1,아쿠아파워 히알루론산_2,순수      콜라겐_0,순수      콜라겐_1,순수      콜라겐_2,콜라겐 큐브_0,콜라겐 큐브_1,콜라겐 큐브_2,스킨데이_0,스킨데이_1,스킨데이_2,스킨콜라겐젤리_0,스킨콜라겐젤리_1,스킨콜라겐젤리_2,맛있는 이너뷰티 콜라겐C_0,맛있는 이너뷰티 콜라겐C_1,맛있는 이너뷰티 콜라겐C_2,워터뱅크 큐브_0,워터뱅크 큐브_1,워터뱅크 큐브_2,비비랩 더 콜라겐     _0,비비랩 더 콜라겐     _1,비비랩 더 콜라겐     _2,콜라겐 엑설런트_0,콜라겐 엑설런트_1,콜라겐 엑설런트_2,피부   히알루론   _0,피부   히알루론   _1,피부   히알루론   _2,피쉬      콜라겐_0,피쉬      콜라겐_1,피쉬      콜라겐_2,아쿠아스틱_0,아쿠아스틱_1,아쿠아스틱_2,이너뷰티 이너콜라겐_0,이너뷰티 이너콜라겐_1,이너뷰티 이너콜라겐_2,결콜라겐_0,결콜라겐_1,결콜라겐_2,뷰티젤리 콜라겐 피치_0,뷰티젤리 콜라겐 피치_1,뷰티젤리 콜라겐 피치_2,비비랩 더 콜라겐 파우더S_0,비비랩 더 콜라겐 파우더S_1,비비랩 더 콜라겐 파우더S_2,비비랩 저분자콜라겐_0,비비랩 저분자콜라겐_1,비비랩 저분자콜라겐_2,수분충전 아쿠아워너비_0,수분충전 아쿠아워너비_1,수분충전 아쿠아워너비_2,아쿠아 콜라겐_0,아쿠아 콜라겐_1,아쿠아 콜라겐_2,엘 카르니틴 푸마르산_0,엘 카르니틴 푸마르산_1,엘 카르니틴 푸마르산_2,슬림컷_0,슬림컷_1,슬림컷_2,다이어트  in  녹차카테킨     _0,다이어트  in  녹차카테킨     _1,다이어트  in  녹차카테킨     _2,다밀 오곡맛_0,다밀 오곡맛_1,다밀 오곡맛_2,다이어트엔 와일드망고_0,다이어트엔 와일드망고_1,다이어트엔 와일드망고_2,키토산_0,키토산_1,키토산_2,에너지젤리 아르기닌 레몬_0,에너지젤리 아르기닌 레몬_1,에너지젤리 아르기닌 레몬_2,다밀 허니바닐라맛_0,다밀 허니바닐라맛_1,다밀 허니바닐라맛_2,세리번 나이트_0,세리번 나이트_1,세리번 나이트_2,다이어트 스페셜  가르시니아    _0,다이어트 스페셜  가르시니아    _1,다이어트 스페셜  가르시니아    _2,웨이크 업 드링크_0,웨이크 업 드링크_1,웨이크 업 드링크_2,다이어트 린바디 번   컷_0,다이어트 린바디 번   컷_1,다이어트 린바디 번   컷_2,프로틴 쉐이크_0,프로틴 쉐이크_1,프로틴 쉐이크_2,화이버슬림_0,화이버슬림_1,화이버슬림_2,다이어트 스텝   할 수 있어_0,다이어트 스텝   할 수 있어_1,다이어트 스텝   할 수 있어_2,이너라이트 CLA_0,이너라이트 CLA_1,이너라이트 CLA_2,리얼 가르시니아 버전    _0,리얼 가르시니아 버전    _1,리얼 가르시니아 버전    _2,팻다운 아웃도어_0,팻다운 아웃도어_1,팻다운 아웃도어_2,콜라겟 워터젤리 복숭아맛_0,콜라겟 워터젤리 복숭아맛_1,콜라겟 워터젤리 복숭아맛_2,스페셜 올뉴_0,스페셜 올뉴_1,스페셜 올뉴_2
34,51.92307,47.32824,46.56488,0.0,0.0,0.0,0.0,0.0,68.42105,81.01265,11.40939,5.34429,85.71428,0.0,63.63636,17.43119,33.33333,9.0909,0.0,0.0,0.0,5.88235,11.7647,40.0,25.0,21.21212,15.73033,0.0,0.0,0.0,0.0,0.0,0.0,73.48377,100.0,36.32055,100.0,44.44444,22.72727,0.0,0.0,0.0,70.28571,84.06593,29.91266,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,36.8421,38.96103,0.0,0.0,0.0,24.32432,40.67796,13.15789,0.0,0.0,0.0,30.90909,63.41463,69.76744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33333,0.0,66.79035,79.96575,85.06493,0.0,0.0,0.0,0.0,0.0,0.0,8.3347,0.4652,7.83839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.50144,85.03937,63.68876,10.09852,19.89276,67.88321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,29.26829,0.0
35,74.03846,51.90839,41.22137,0.0,0.0,0.0,0.0,0.0,36.8421,44.30379,11.40939,6.06372,0.0,0.0,0.0,18.34862,0.0,9.0909,0.0,0.0,0.0,23.52941,5.88235,41.17647,13.04347,12.12121,24.7191,0.0,0.0,0.0,0.0,0.0,0.0,63.75176,55.84623,31.06419,60.86956,51.85185,27.27272,0.0,0.0,0.0,81.71428,93.40659,35.37117,0.0,0.0,0.0,0.0,0.0,0.0,51.0204,47.36842,29.87012,0.0,0.0,0.0,18.91891,64.40677,34.21052,0.0,0.0,0.0,41.81818,63.41463,88.37209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,74.02597,90.23972,89.17748,0.0,0.0,0.0,0.0,0.0,0.0,8.70385,0.47747,5.98851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.24495,85.82677,64.84149,10.34482,19.24932,41.60583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,19.51219,0.0
36,29.80769,41.22137,32.82442,0.0,0.0,0.0,0.0,0.0,36.8421,69.62025,19.46308,8.32476,0.0,66.66666,45.45454,16.51376,0.0,7.27272,0.0,0.0,0.0,20.0,23.52941,30.58823,5.43478,20.0,15.73033,0.0,0.0,0.0,0.0,0.0,0.0,54.30183,61.23865,31.06419,73.91304,51.85185,22.72727,0.0,0.0,0.0,74.85714,100.0,35.80786,0.0,0.0,0.0,0.0,0.0,0.0,77.55102,27.63157,36.36363,0.0,0.0,0.0,16.21621,57.62711,28.94736,0.0,0.0,0.0,50.90909,68.29268,95.34883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,75.88126,92.63698,75.75757,0.0,0.0,0.0,0.0,0.0,0.0,4.95898,0.49705,15.11484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8876,96.85039,50.14409,100.0,17.10455,55.47445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17.07317,0.0
37,36.53846,41.22137,34.35114,0.0,0.0,0.0,0.0,0.0,0.0,88.60759,14.7651,7.81089,0.0,0.0,0.0,11.00917,0.0,6.36363,0.0,0.0,0.0,29.41176,20.0,24.70588,11.95652,16.96969,28.65168,0.0,0.0,0.0,0.0,0.0,0.0,60.15514,61.66577,100.0,47.82608,55.55555,34.0909,0.0,0.0,0.0,64.57142,94.50549,39.73799,0.0,0.0,0.0,0.0,0.0,0.0,40.81632,48.68421,25.32467,0.0,0.0,0.0,24.32432,49.15254,31.57894,0.0,0.0,0.0,69.0909,68.29268,41.86046,0.0,0.0,0.0,0.0,0.0,78.57142,0.0,2.33333,0.0,79.22077,95.89041,69.04761,0.0,0.0,0.0,0.0,0.0,0.0,4.85233,0.32285,8.52337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.24495,74.01574,43.51585,43.84236,17.90884,59.12408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.82926,14.70588
38,36.53846,27.48091,26.71755,0.0,0.0,0.0,0.0,0.0,0.0,82.27848,12.08053,7.29701,0.0,0.0,45.45454,5.50458,0.0,4.54545,0.0,0.0,0.0,32.94117,29.41176,25.88235,7.60869,26.66666,28.08988,0.0,0.0,0.0,0.0,0.0,0.0,44.64033,73.41163,70.31451,43.47826,55.55555,18.18181,0.0,0.0,0.0,66.85714,77.47252,40.39301,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,25.0,40.25974,0.0,0.0,0.0,64.86486,44.06779,94.73684,0.0,0.0,0.0,40.0,39.02439,72.09302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66666,0.0,81.07606,80.30821,91.12554,0.0,0.0,0.0,0.0,0.0,0.0,4.02378,0.28403,13.05578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.31412,63.77952,37.46397,25.36945,23.75335,59.12408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.70731,14.70588
39,37.5,100.0,16.79389,0.0,0.0,0.0,0.0,0.0,0.0,68.35443,4.69798,5.24152,0.0,0.0,72.72727,10.09174,33.33333,9.0909,0.0,0.0,0.0,41.17647,32.94117,17.64705,7.60869,16.96969,18.53932,0.0,0.0,0.0,0.0,0.0,0.0,48.16643,79.81847,50.84015,43.47826,66.66666,20.45454,0.0,0.0,0.0,41.71428,51.64835,29.0393,0.0,0.0,0.0,0.0,0.0,0.0,44.89795,11.8421,16.88311,0.0,0.0,0.0,54.05405,47.45762,57.89473,0.0,0.0,0.0,49.0909,43.90243,81.39534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66666,0.0,65.49165,73.11643,82.03463,0.0,0.0,0.0,0.0,0.0,0.0,3.08449,41.62919,8.86382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.92507,57.48031,44.3804,31.52709,23.86058,70.07299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,0.0,0.0,0.0,0.0,0.0,65.0,31.70731,44.11764
40,36.53846,59.54198,25.19083,0.0,0.0,0.0,0.0,0.0,47.36842,59.49367,6.7114,3.90544,0.0,77.77777,0.0,14.67889,0.0,12.72727,0.0,0.0,0.0,68.23529,41.17647,27.05882,0.0,30.90909,41.57303,0.0,0.0,0.0,0.0,0.0,0.0,50.3526,59.3166,44.29125,52.17391,48.14814,18.18181,0.0,0.0,0.0,41.14285,50.0,25.54585,0.0,0.0,0.0,0.0,0.0,0.0,48.97959,9.21052,28.57142,0.0,0.0,0.0,72.97297,28.81355,50.0,0.0,71.42857,0.0,27.27272,41.46341,62.79069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66666,0.0,56.77179,74.65753,91.34199,0.0,0.0,0.0,0.0,0.0,0.0,3.1009,0.68784,8.04757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.634,60.62992,88.7608,20.93596,25.04021,73.72262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.46341,0.0
41,59.61538,40.45801,38.16793,0.0,0.0,0.0,0.0,0.0,0.0,49.36708,20.80536,4.52209,0.0,0.0,54.54545,5.50458,33.33333,7.27272,0.0,0.0,0.0,90.58823,68.23529,40.0,5.43478,30.30303,26.96629,0.0,0.0,0.0,0.0,0.0,0.0,49.15373,60.9717,35.76044,56.52173,62.96296,25.0,0.0,0.0,0.0,60.0,85.16483,27.94759,0.0,0.0,0.0,0.0,0.0,62.5,44.89795,21.05263,30.51948,0.0,0.0,0.0,0.0,37.28813,47.36842,0.0,0.0,0.0,34.54545,95.12195,81.39534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.92207,87.67123,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,3.39212,0.52227,7.97785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.00864,81.88976,100.0,19.21182,14.47721,84.67153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,14.63414,52.94117
42,54.80769,44.2748,48.85496,0.0,0.0,0.0,0.0,0.0,26.31578,59.49367,8.72483,5.65262,0.0,0.0,0.0,100.0,0.0,5.45454,0.0,0.0,0.0,40.0,90.58823,36.47058,7.60869,20.0,23.0337,0.0,0.0,0.0,0.0,0.0,0.0,49.71791,73.19807,34.08013,56.52173,48.14814,18.18181,0.0,0.0,0.0,54.85714,76.37362,36.46288,0.0,0.0,0.0,0.0,0.0,0.0,22.44897,42.10526,14.28571,0.0,0.0,0.0,37.83783,44.06779,39.47368,71.42857,0.0,0.0,43.63636,82.92682,60.46511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.32467,79.10958,79.65367,0.0,0.0,0.0,0.0,0.0,0.0,16.4356,1.8963,7.54306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.36311,95.27559,87.60806,14.28571,12.11796,55.47445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.63414,32.35294
43,64.42307,54.96183,38.16793,0.0,0.0,0.0,0.0,0.0,36.8421,51.89873,8.05369,6.47482,0.0,0.0,45.45454,23.85321,38.88888,6.36363,0.0,0.0,0.0,41.17647,40.0,22.35294,95.65217,44.84848,10.11235,0.0,0.0,0.0,0.0,0.0,0.0,47.81382,67.27175,42.61094,56.52173,48.14814,15.90909,0.0,0.0,0.0,86.28571,69.23076,35.37117,0.0,0.0,0.0,0.0,0.0,0.0,79.59183,25.0,19.48051,0.0,0.0,0.0,21.62162,44.06779,60.52631,0.0,0.0,0.0,58.18181,65.85365,69.76744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5102,86.30136,84.63203,0.0,0.0,0.0,0.0,0.0,0.0,7.8589,2.58581,7.18211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.05763,87.40157,49.27953,22.9064,13.24396,54.74452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,14.63414,32.35294
44,52.88461,49.61832,41.22137,0.0,0.0,0.0,0.0,0.0,84.21052,83.5443,12.75167,4.83042,0.0,55.55555,45.45454,27.52293,61.11111,9.0909,0.0,0.0,0.0,30.58823,41.17647,9.41176,21.73913,29.0909,25.28089,0.0,0.0,0.0,0.0,0.0,0.0,54.30183,64.8158,47.35028,95.65217,62.96296,11.36363,0.0,0.0,0.0,76.57142,70.32967,27.29257,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,26.31578,21.42857,0.0,0.0,0.0,37.83783,52.54237,68.42105,0.0,0.0,0.0,41.81818,68.29268,34.88372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,97.77397,59.9567,0.0,0.0,0.0,0.0,0.0,0.0,5.66037,0.85474,12.41591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.21037,77.95275,66.85878,17.73399,14.26273,38.68613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,24.39024,35.29411
45,100.0,47.32824,42.74809,0.0,0.0,0.0,0.0,0.0,100.0,63.29113,24.83221,4.00822,0.0,0.0,45.45454,22.93577,0.0,7.27272,0.0,0.0,0.0,24.70588,30.58823,51.7647,21.73913,24.84848,15.16853,0.0,0.0,0.0,0.0,0.0,0.0,53.38504,59.58355,44.76518,78.26086,51.85185,11.36363,0.0,0.0,0.0,75.42857,55.4945,100.0,0.0,0.0,0.0,0.0,0.0,0.0,34.69387,46.05263,21.42857,0.0,0.0,0.0,29.72972,66.10169,50.0,0.0,0.0,0.0,34.54545,41.46341,53.48837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33333,0.0,93.32096,72.77397,76.40692,0.0,0.0,0.0,0.0,0.0,0.0,7.01394,0.65798,5.06152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.00864,64.56692,57.06051,19.21182,24.23592,88.32116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
46,58.65384,41.98473,51.90839,0.0,0.0,0.0,0.0,0.0,31.57894,41.77215,14.09395,5.54984,0.0,0.0,0.0,17.43119,0.0,0.0,0.0,0.0,0.0,25.88235,24.70588,7.05882,0.0,10.90909,10.11235,0.0,0.0,0.0,0.0,0.0,0.0,92.80677,50.88093,43.68806,39.13043,62.96296,31.81818,0.0,0.0,0.0,69.14285,75.27472,36.0262,0.0,0.0,0.0,0.0,0.0,0.0,40.81632,34.21052,15.58441,0.0,0.0,0.0,18.91891,52.54237,50.0,0.0,0.0,100.0,29.0909,53.65853,65.11627,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,74.39703,61.81506,69.91341,0.0,0.0,0.0,0.0,0.0,0.0,3.65873,0.56408,4.5406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.10951,66.92913,63.68876,15.51724,30.40214,74.45255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,35.0,0.0,14.70588
47,53.84615,38.16793,41.22137,0.0,0.0,0.0,0.0,0.0,0.0,78.48101,13.42281,4.52209,0.0,0.0,0.0,10.09174,0.0,4.54545,0.0,0.0,0.0,17.64705,25.88235,21.17647,0.0,27.27272,8.42696,0.0,0.0,0.0,0.0,0.0,0.0,60.78984,54.99199,36.19129,69.56521,22.22222,15.90909,0.0,0.0,0.0,64.0,59.8901,35.15283,0.0,0.0,0.0,0.0,0.0,0.0,46.93877,40.78947,12.33766,0.0,0.0,0.0,29.72972,47.45762,55.26315,0.0,0.0,0.0,27.27272,51.21951,95.34883,0.0,0.0,0.0,0.0,100.0,35.71428,0.0,0.0,0.0,63.45083,66.26712,93.07359,0.0,0.0,0.0,0.0,0.0,0.0,2.98605,0.62248,4.86874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.49855,63.77952,69.45244,8.62068,21.23324,60.58394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.58536,23.52941
48,50.0,49.61832,45.80152,0.0,0.0,0.0,0.0,0.0,31.57894,100.0,9.39597,7.19424,0.0,0.0,0.0,21.10091,0.0,9.0909,0.0,0.0,0.0,27.05882,17.64705,20.0,31.52173,16.36363,19.66292,0.0,0.0,0.0,0.0,0.0,0.0,64.88011,84.83715,33.00301,39.13043,29.62962,29.54545,0.0,0.0,0.0,81.71428,76.37362,44.54148,0.0,0.0,0.0,0.0,0.0,0.0,44.89795,38.15789,7.7922,0.0,0.0,0.0,21.62162,23.72881,23.68421,0.0,0.0,0.0,21.81818,51.21951,51.16279,0.0,0.0,0.0,83.33333,41.66666,0.0,0.0,0.0,0.0,64.37847,82.70547,85.93073,0.0,0.0,0.0,0.0,0.0,0.0,6.82936,0.45889,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1268,73.22834,62.8242,7.88177,12.81501,61.31386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,17.07317,23.52941
49,50.0,29.00763,51.90839,0.0,0.0,0.0,0.0,0.0,31.57894,62.02531,5.36912,3.18602,0.0,0.0,0.0,18.34862,27.77777,14.54545,0.0,0.0,0.0,40.0,27.05882,17.64705,11.95652,10.90909,30.89887,0.0,0.0,0.0,0.0,0.0,0.0,62.62341,59.15643,42.48168,69.56521,44.44444,20.45454,0.0,0.0,0.0,86.28571,68.13186,46.2882,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,36.8421,11.03896,0.0,0.0,0.0,37.83783,44.06779,65.78947,0.0,0.0,0.0,30.90909,41.46341,51.16279,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,84.78664,85.61643,79.43722,0.0,0.0,0.0,0.0,0.0,0.0,5.71369,0.43102,6.59967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.75216,61.41732,72.33429,11.08374,9.32975,63.50364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,12.19512,0.0
50,50.0,30.53435,44.2748,0.0,0.0,0.0,0.0,0.0,0.0,59.49367,100.0,7.60534,0.0,0.0,45.45454,10.09174,0.0,11.81818,0.0,0.0,0.0,36.47058,40.0,20.0,14.13043,9.0909,20.78651,0.0,0.0,0.0,0.0,0.0,0.0,65.37376,63.32087,48.1258,43.47826,29.62962,31.81818,0.0,0.0,0.0,82.28571,52.74725,41.48471,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,69.73684,11.68831,0.0,0.0,0.0,48.64864,62.71186,97.36842,0.0,0.0,0.0,36.36363,41.46341,60.46511,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,0.0,0.0,95.73283,83.56164,73.80952,0.0,0.0,0.0,0.0,0.0,0.0,4.24528,86.74773,4.66776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.56772,66.92913,68.01152,15.27093,9.43699,64.9635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
51,28.84615,59.54198,50.38167,0.0,0.0,0.0,0.0,0.0,94.73684,65.82278,77.1812,5.24152,0.0,0.0,63.63636,5.50458,0.0,50.90909,0.0,0.0,0.0,22.35294,36.47058,27.05882,5.43478,21.21212,52.24719,0.0,0.0,0.0,0.0,0.0,0.0,61.91819,63.48104,42.52477,34.7826,48.14814,34.0909,0.0,0.0,0.0,100.0,78.57142,43.0131,0.0,0.0,0.0,0.0,0.0,0.0,34.69387,48.68421,23.37662,0.0,0.0,0.0,27.02702,83.05084,68.42105,0.0,0.0,0.0,29.0909,65.85365,41.86046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,69.94434,82.53424,78.13852,0.0,0.0,0.0,0.0,0.0,0.0,5.13945,0.96457,4.26989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.70317,67.71653,61.38328,14.28571,11.52815,59.12408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,17.07317,23.52941
52,35.57692,57.2519,51.14503,0.0,0.0,0.0,0.0,0.0,0.0,60.75949,79.86577,4.83042,0.0,55.55555,0.0,12.84403,0.0,100.0,0.0,0.0,0.0,9.41176,22.35294,8.23529,0.0,33.33333,67.97752,0.0,0.0,0.0,0.0,0.0,0.0,49.85895,80.83288,41.18914,47.82608,22.22222,0.0,0.0,0.0,0.0,86.28571,82.41758,36.89956,0.0,0.0,0.0,0.0,0.0,62.5,26.53061,42.10526,21.42857,0.0,0.0,0.0,32.43243,49.15254,50.0,0.0,0.0,0.0,29.0909,36.58536,65.11627,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,2.0,0.0,63.2653,81.84931,85.49783,0.0,0.0,0.0,0.0,0.0,0.0,5.45939,0.63243,3.63822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.55331,43.30708,68.58789,66.99507,46.75603,91.24087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,45.0,0.0,17.64705
53,25.0,48.0916,53.43511,0.0,0.0,0.0,0.0,0.0,31.57894,54.43037,28.18791,4.93319,0.0,0.0,0.0,13.76146,0.0,61.81818,0.0,0.0,0.0,51.7647,9.41176,7.05882,5.43478,22.42424,56.74157,0.0,0.0,0.0,0.0,0.0,0.0,41.60789,56.48691,45.2822,60.86956,62.96296,15.90909,0.0,0.0,0.0,84.57142,56.04395,27.94759,0.0,0.0,0.0,0.0,0.0,0.0,16.32653,80.26315,31.81818,0.0,0.0,100.0,62.16216,54.23728,31.57894,0.0,71.42857,0.0,20.0,29.26829,37.2093,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,0.0,67.71799,65.75342,81.81818,0.0,0.0,0.0,0.0,0.0,0.0,4.28219,0.54384,6.1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.68876,62.20472,77.80979,57.38916,15.0134,82.48175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,12.19512,0.0
54,43.26923,64.12213,40.45801,0.0,0.0,0.0,0.0,0.0,0.0,59.49367,53.02013,5.03597,0.0,0.0,0.0,10.09174,0.0,26.36363,0.0,0.0,0.0,7.05882,51.7647,18.82352,9.7826,56.36363,48.8764,0.0,0.0,0.0,0.0,0.0,0.0,64.5275,54.19113,54.54545,78.26086,66.66666,25.0,0.0,0.0,0.0,76.57142,47.80219,28.82096,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,55.26315,38.31168,0.0,0.0,0.0,51.35135,40.67796,47.36842,0.0,0.0,83.33333,38.18181,51.21951,67.44186,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,63.2653,81.33561,91.12554,0.0,0.0,0.0,0.0,0.0,0.0,6.31665,0.36565,4.65955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.84149,82.67716,91.06628,28.57142,12.33243,82.48175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,36.58536,0.0
55,48.07692,55.72519,48.85496,0.0,0.0,0.0,0.0,0.0,0.0,65.82278,50.33557,4.72764,0.0,55.55555,0.0,9.17431,27.77777,21.81818,0.0,0.0,0.0,21.17647,7.05882,15.29411,0.0,73.33333,52.80898,0.0,0.0,0.0,0.0,0.0,0.0,65.5148,50.08008,42.26626,91.30434,37.03703,18.18181,0.0,0.0,0.0,97.14285,63.18681,29.25764,0.0,0.0,0.0,0.0,0.0,0.0,36.73469,61.8421,42.20779,0.0,100.0,0.0,24.32432,28.81355,34.21052,100.0,0.0,83.33333,30.90909,68.29268,95.34883,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,63.63636,85.9589,87.44588,0.0,0.0,0.0,0.0,0.0,0.0,14.81542,0.31489,4.94667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.14409,74.80314,99.42363,20.93596,11.79624,69.34306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,50.0,26.82926,0.0
56,40.38461,37.40458,74.0458,0.0,0.0,0.0,0.0,0.0,26.31578,58.22784,28.85906,5.13874,0.0,0.0,0.0,64.22018,0.0,23.63636,0.0,0.0,0.0,20.0,21.17647,18.82352,9.7826,61.21212,47.19101,0.0,0.0,0.0,0.0,0.0,0.0,63.32863,64.44207,52.6928,43.47826,48.14814,0.0,0.0,0.0,0.0,96.0,61.53846,32.75109,0.0,0.0,0.0,0.0,0.0,0.0,18.36734,53.94736,37.66233,0.0,0.0,0.0,40.54054,49.15254,44.73684,0.0,0.0,0.0,65.45454,34.14634,72.09302,0.0,0.0,0.0,0.0,0.0,35.71428,0.0,0.0,0.0,81.07606,80.13698,95.67099,0.0,0.0,0.0,0.0,0.0,0.0,10.14766,0.35072,8.96636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.51585,71.65354,93.37175,13.7931,8.04289,57.66423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
