,블론더 멀티 블론드 파우더 탈색약 탈색제_0,블론더 멀티 블론드 파우더 탈색약 탈색제_1,마지렐 쿨커버_0,마지렐 쿨커버_1,마지렐 염색약_0,마지렐 염색약_1,팡팡 헤어 섀도우_0,팡팡 헤어 섀도우_1,안토시아닌 헤어 매니큐어_0,안토시아닌 헤어 매니큐어_1,흑모비책 크림 염색_0,흑모비책 크림 염색_1,퀵 헤어 섀도우_0,퀵 헤어 섀도우_1,씨리얼 헤어컬러_0,씨리얼 헤어컬러_1,퀵 헤어 퍼프_0,퀵 헤어 퍼프_1,콜레스톤 퍼펙트 염모제_0,콜레스톤 퍼펙트 염모제_1,리얼 헤어 메이크업 젤리 컨실러_0,리얼 헤어 메이크업 젤리 컨실러_1,메이크 에이치디 헤어 블리치_0,메이크 에이치디 헤어 블리치_1,컬러라이즈 헤어 블리치_0,컬러라이즈 헤어 블리치_1,컬러 트리트먼트 페인트_0,컬러 트리트먼트 페인트_1,헤어쿠션_0,헤어쿠션_1,크리스탈라이징 스트레이트_0,크리스탈라이징 스트레이트_1,투톤 트리트먼트 헤어 컬러_0,투톤 트리트먼트 헤어 컬러_1,시크릿 헤어 라이너_0,시크릿 헤어 라이너_1,크림 헤어 블리치_0,크림 헤어 블리치_1,엑셀랑스 크림_0,엑셀랑스 크림_1,WET 브러쉬_0,WET 브러쉬_1,오리지널_0,오리지널_1,우든 패들 브러시_0,우든 패들 브러시_1,컴팩트 스타일러_0,컴팩트 스타일러_1,레인보우 볼륨 S 브러시_0,레인보우 볼륨 S 브러시_1,브러시형 두피 마사지기_0,브러시형 두피 마사지기_1,헤어고정시트_0,헤어고정시트_1,살롱 엘리트_0,살롱 엘리트_1,영국런던 헤어 브러시_0,영국런던 헤어 브러시_1,집게형헤어컬_0,집게형헤어컬_1,레인보우 볼륨 S 브러쉬 컴팩트_0,레인보우 볼륨 S 브러쉬 컴팩트_1,앞머리 헤어롤_0,앞머리 헤어롤_1,Wet앤탱글 쿠션브러시_0,Wet앤탱글 쿠션브러시_1,레인보우 반달 브러쉬_0,레인보우 반달 브러쉬_1,리본형 헤어고정시트_0,리본형 헤어고정시트_1,두피마사지 샴푸 브러쉬_0,두피마사지 샴푸 브러쉬_1,샴푸 브러쉬_0,샴푸 브러쉬_1,마이뷰티툴 러블리에띠 스탠딩 헤어브러쉬_0,마이뷰티툴 러블리에띠 스탠딩 헤어브러쉬_1,올리브영알루미늄헤어롤_0,올리브영알루미늄헤어롤_1,집게 헤어롤_0,집게 헤어롤_1
41,0.0,0.0,27.77777,20.0,0.0,21.42857,33.33333,65.21739,75.73696,77.88461,0.0,0.0,0.0,0.0,0.0,0.0,18.64406,50.0,0.0,0.0,20.83333,0.0,0.0,0.0,0.0,45.0,0.0,0.0,18.28653,32.70499,0.0,0.0,7.09677,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,33.33333,76.0,78.13953,41.6122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363,42.59259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.21686,50.98039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.17587,80.46511,0.0,0.0,0.0,0.0,64.28571,53.84615
42,0.0,0.0,0.0,20.0,45.45454,32.14285,0.0,0.0,60.99773,47.11538,0.0,0.0,42.85714,0.0,0.0,0.0,22.03389,30.0,0.0,0.0,0.0,26.92307,0.0,0.0,25.0,0.0,0.0,0.0,21.45428,46.18284,0.0,0.0,3.2258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,76.0,78.60465,38.34422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575,29.62962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.83132,61.4379,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,66.83417,68.68217,0.0,0.0,0.0,0.0,100.0,34.61538
43,0.0,0.0,44.44444,40.0,0.0,46.42857,0.0,21.73913,60.77097,63.46153,0.0,0.0,35.71428,100.0,0.0,0.0,100.0,25.0,0.0,0.0,20.83333,0.0,0.0,0.0,17.85714,40.0,0.0,0.0,75.88192,34.11875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,100.0,0.0,0.0,32.0,57.67441,35.07625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575,51.85185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.39759,56.86274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.07035,67.75193,0.0,0.0,0.0,0.0,64.28571,23.07692
44,0.0,0.0,33.33333,36.0,0.0,0.0,0.0,39.13043,70.97505,68.58974,0.0,0.0,0.0,0.0,0.0,0.0,52.54237,0.0,0.0,0.0,29.16666,0.0,0.0,0.0,35.71428,25.0,0.0,0.0,48.81209,43.26107,0.0,0.0,7.09677,29.03225,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,24.0,61.86046,21.13289,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,75.75757,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.34939,53.59477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.15075,55.19379,0.0,0.0,0.0,0.0,60.71428,26.92307
45,0.0,0.0,50.0,72.0,81.81818,32.14285,0.0,21.73913,70.52154,77.88461,0.0,0.0,0.0,0.0,0.0,0.0,33.8983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.90928,42.97832,0.0,0.0,5.80645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,73.95348,28.97603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39393,57.4074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.87951,67.32026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.17587,73.48837,0.0,0.0,0.0,0.0,39.28571,34.61538
46,0.0,0.0,33.33333,32.0,0.0,17.85714,33.33333,0.0,67.80045,68.91025,0.0,0.0,0.0,0.0,0.0,0.0,35.59322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.69114,41.18755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,46.66666,28.0,85.11627,40.30501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.46987,58.82352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.13065,74.10852,0.0,0.0,0.0,0.0,50.0,0.0
47,0.0,0.0,0.0,32.0,54.54545,0.0,0.0,30.43478,58.5034,71.79487,0.0,0.0,0.0,54.54545,0.0,0.0,33.8983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,0.0,0.0,0.0,39.81281,29.59472,0.0,0.0,8.38709,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,52.0,92.55813,36.81917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,57.4074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.49397,45.75163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.39195,73.02325,0.0,0.0,0.0,100.0,60.71428,38.46153
48,0.0,0.0,33.33333,24.0,0.0,0.0,0.0,0.0,48.97959,76.92307,0.0,0.0,0.0,0.0,0.0,0.0,30.50847,0.0,0.0,0.0,20.83333,0.0,0.0,0.0,53.57142,0.0,0.0,0.0,36.86105,52.96889,0.0,0.0,98.70967,16.12903,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,60.0,87.44186,42.48366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.75757,40.74074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.26506,32.02614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.64824,73.95348,0.0,0.0,0.0,83.33333,64.28571,38.46153
49,0.0,0.0,44.44444,32.0,0.0,25.0,0.0,0.0,55.55555,75.64102,0.0,0.0,35.71428,0.0,0.0,0.0,30.50847,0.0,0.0,0.0,25.0,0.0,0.0,0.0,28.57142,0.0,0.0,0.0,31.38948,39.77379,0.0,0.0,29.67741,0.0,0.0,0.0,0.0,55.55555,50.0,0.0,46.66666,40.0,82.79069,38.56209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.48484,72.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.80722,30.06535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.35678,59.2248,0.0,0.0,0.0,0.0,57.14285,30.76923
50,0.0,0.0,27.77777,0.0,0.0,28.57142,40.0,21.73913,53.96825,72.43589,0.0,0.0,0.0,0.0,0.0,83.33333,11.8644,65.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,0.0,0.0,0.0,32.4694,42.97832,0.0,0.0,27.74193,19.35483,0.0,0.0,0.0,88.88888,0.0,0.0,33.33333,44.0,54.4186,33.76906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.85542,42.48366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.11557,68.37209,0.0,0.0,0.0,0.0,67.85714,30.76923
51,0.0,0.0,33.33333,56.0,81.81818,39.28571,0.0,0.0,59.63718,82.37179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42857,0.0,0.0,0.0,28.22174,27.3327,0.0,0.0,31.6129,35.48387,0.0,0.0,0.0,0.0,0.0,0.0,40.0,36.0,56.74418,27.01525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.51515,48.14814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.83132,47.71241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.66331,66.97674,0.0,0.0,0.0,0.0,78.57142,34.61538
52,0.0,0.0,33.33333,0.0,0.0,35.71428,0.0,0.0,51.47392,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.94915,0.0,0.0,0.0,25.0,0.0,0.0,0.0,35.71428,0.0,0.0,0.0,29.66162,34.0245,0.0,0.0,28.38709,29.03225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,81.86046,32.02614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18181,62.96296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.03614,56.20915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.19095,77.36434,0.0,0.0,0.0,0.0,92.85714,30.76923
53,0.0,0.0,44.44444,0.0,54.54545,0.0,0.0,26.08695,58.73015,85.89743,0.0,0.0,0.0,0.0,0.0,0.0,13.55932,0.0,0.0,0.0,0.0,57.6923,0.0,0.0,0.0,0.0,0.0,0.0,73.50611,31.85673,0.0,0.0,40.0,22.58064,0.0,0.0,0.0,0.0,0.0,0.0,40.0,72.0,100.0,40.52287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575,29.62962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.46987,53.59477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.64321,86.51162,0.0,0.0,0.0,0.0,67.85714,26.92307
54,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,0.0,68.25396,86.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.42857,0.0,0.0,0.0,75.88192,37.41753,0.0,0.0,30.32258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,82.79069,38.99782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.69696,35.18518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.19277,50.98039,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,80.90452,68.8372,0.0,0.0,0.0,0.0,64.28571,23.07692
55,0.0,0.0,100.0,24.0,0.0,0.0,46.66666,0.0,60.77097,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,11.8644,25.0,0.0,0.0,0.0,0.0,0.0,0.0,17.85714,0.0,0.0,0.0,42.18862,25.63619,0.0,0.0,30.96774,16.12903,0.0,0.0,0.0,0.0,0.0,100.0,0.0,28.0,96.27906,34.85838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.24242,48.14814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.75903,39.86928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.81407,61.08527,0.0,0.0,0.0,0.0,32.14285,0.0
56,0.0,0.0,72.22222,24.0,0.0,0.0,0.0,0.0,63.94557,98.39743,0.0,0.0,0.0,0.0,0.0,0.0,15.25423,0.0,0.0,0.0,0.0,100.0,0.0,0.0,17.85714,0.0,0.0,0.0,41.61267,31.00848,0.0,0.0,8.38709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,60.0,74.4186,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363,40.74074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.42168,49.6732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.59798,52.55813,0.0,0.0,0.0,0.0,32.14285,34.61538
57,0.0,0.0,72.22222,0.0,0.0,0.0,100.0,0.0,65.53287,86.21794,0.0,0.0,0.0,0.0,0.0,0.0,20.33898,0.0,0.0,0.0,0.0,92.30769,0.0,0.0,32.14285,0.0,0.0,0.0,46.72426,30.25447,0.0,0.0,6.45161,0.0,0.0,45.45454,0.0,0.0,60.0,0.0,33.33333,24.0,57.67441,41.6122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.48484,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.83132,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.11055,56.4341,0.0,0.0,0.0,0.0,53.57142,30.76923
58,0.0,0.0,50.0,52.0,0.0,0.0,0.0,0.0,69.38775,74.35897,0.0,0.0,0.0,0.0,0.0,0.0,37.28813,0.0,0.0,0.0,0.0,96.15384,0.0,0.0,39.28571,0.0,0.0,0.0,34.05327,31.66823,0.0,0.0,5.80645,19.35483,0.0,0.0,55.55555,0.0,0.0,0.0,40.0,32.0,54.4186,28.5403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.46987,49.6732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.64321,52.71317,0.0,0.0,0.0,0.0,39.28571,46.15384
59,0.0,0.0,72.22222,0.0,54.54545,17.85714,0.0,21.73913,61.678,90.0641,0.0,0.0,0.0,0.0,0.0,0.0,15.25423,0.0,0.0,0.0,29.16666,61.53846,0.0,0.0,42.85714,0.0,0.0,0.0,31.96544,32.13949,0.0,0.0,3.2258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,73.02325,27.45098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363,61.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.06024,37.90849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.65326,72.24806,0.0,0.0,0.0,0.0,21.42857,34.61538
60,0.0,0.0,55.55555,20.0,0.0,25.0,0.0,0.0,54.42176,95.51282,0.0,0.0,0.0,0.0,0.0,0.0,16.94915,30.0,0.0,0.0,0.0,46.15384,0.0,0.0,100.0,0.0,0.0,0.0,76.45788,28.46371,0.0,0.0,5.16129,0.0,0.0,0.0,55.55555,88.88888,0.0,0.0,46.66666,84.0,75.34883,39.86928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,37.03703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.10843,56.86274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.33668,62.0155,0.0,0.0,0.0,0.0,25.0,100.0
61,29826,21894,8027,78819,15267,187623,5581,9289,12980,10945,395,676,29267,1109,4365,8196,1109,9769,894,215289,2449,63091,2603,49819,4664,229262,42112,5796,13449,5937,301158,32681,629671,161861,4612,29267,8836,82917,286746,4499,2792,330413,1769809,88776,2576,8626,10,4615,5508,29893,44361,284889,2686,1934,843,135492,1129068,14571,36,173973,815,39596,680729,245684,24370,104208,3062,5508,253,2686,44361,6734,44361,15112,42,2329,173957,7767,9586,19735
