,케어플러스 상처커버 스팟패치_0,케어플러스 상처커버 스팟패치_1,이지덤 뷰티_0,이지덤 뷰티_1,프레쉬덤 안티 블레미쉬 패치_0,프레쉬덤 안티 블레미쉬 패치_1,하이드로 도트_0,하이드로 도트_1,블레미쉬 패치 케어_0,블레미쉬 패치 케어_1,케어플러스 잘라쓰는 사각패치_0,케어플러스 잘라쓰는 사각패치_1,스팟 케어 패치 키트_0,스팟 케어 패치 키트_1,위드덤 스킨커버 프렌드 실속형_0,위드덤 스킨커버 프렌드 실속형_1,닥터트럽 트러블 클리어 패치_0,닥터트럽 트러블 클리어 패치_1,에이씨 컬렉션 아크네 패치_0,에이씨 컬렉션 아크네 패치_1,하이맘 밴드_0,하이맘 밴드_1,트러블 큐어_0,트러블 큐어_1,아크네 핌플 마스터 패치_0,아크네 핌플 마스터 패치_1,티트리 솔루션 스팟 클리어 패치_0,티트리 솔루션 스팟 클리어 패치_1,이지케어 스팟패치_0,이지케어 스팟패치_1,스피디 솔루션  안티 트러블 패치 _0,스피디 솔루션  안티 트러블 패치 _1,원더패치_0,원더패치_1,클래리파잉 스팟 패치 키트_0,클래리파잉 스팟 패치 키트_1,매디큐어 하이드 밴드_0,매디큐어 하이드 밴드_1,스팟 패치_0,스팟 패치_1,지압자극 쿨링시트_0,지압자극 쿨링시트_1,휴족휴면_0,휴족휴면_1,쿨링시트_0,쿨링시트_1,수액시트_0,수액시트_1,종아리 알패치_0,종아리 알패치_1,스팀 아이마스크_0,스팀 아이마스크_1,더마 릴렉스 힐링 패치_0,더마 릴렉스 힐링 패치_1,컴포트 레스트 아이워머_0,컴포트 레스트 아이워머_1,데일리 아이마스크_0,데일리 아이마스크_1,아이워머_0,아이워머_1,꿀잠안대_0,꿀잠안대_1,휴식시간_0,휴식시간_1,베어 스팀 아이마스크_0,베어 스팀 아이마스크_1,수면 온열안대_0,수면 온열안대_1,쿨링풋_0,쿨링풋_1,호박 종아리패치_0,호박 종아리패치_1,히팅 아이 마스크_0,히팅 아이 마스크_1,데이리어 링거 오리발 팩_0,데이리어 링거 오리발 팩_1,스팀 아이 마스크_0,스팀 아이 마스크_1,아이온팩_0,아이온팩_1
41,0.0,0.0,1.80682,30.47251,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11205,6.47214,53.33333,51.85185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.57947,0.0,0.0,0.0,0.0,43.85964,76.47058,0.0,0.0,43.6,34.0,43.49775,24.36974,42.55319,44.44444,0.0,0.0,86.79245,56.14035,56.3591,48.59154,0.0,0.0,12.74509,46.15384,15.48387,60.9375,12.5,58.82352,37.38317,33.54838,0.0,0.0,0.0,34.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.79245,56.14035,50.0,41.66666
42,0.0,0.0,2.14917,27.96528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56876,4.77453,0.0,68.51851,0.0,44.68085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.71854,0.0,0.0,0.0,0.0,33.33333,65.29411,0.0,0.0,45.2,36.4,75.15695,27.73109,21.27659,55.55555,0.0,0.0,54.71698,60.52631,51.87032,59.15492,0.0,0.0,9.31372,53.84615,18.70967,28.125,0.0,100.0,56.07476,37.41935,0.0,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.71698,60.52631,56.25,61.66666
43,33.33333,0.0,1.7149,26.8081,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11205,7.6923,0.0,66.89814,0.0,34.04255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.28807,0.0,0.0,0.0,0.0,69.29824,65.29411,0.0,0.0,37.6,41.6,100.0,23.52941,25.53191,64.44444,0.0,0.0,45.28301,79.82456,48.62842,71.12676,0.0,0.0,12.2549,46.15384,34.19354,46.875,41.66666,67.64705,42.99065,33.54838,0.0,0.0,0.0,34.7826,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,45.28301,79.82456,18.75,98.33333
44,40.0,0.0,1.55323,28.06171,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.50084,7.95755,0.0,71.75925,0.0,31.91489,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,72.59933,0.0,0.0,0.0,0.0,62.2807,59.41176,0.0,0.0,28.0,33.6,98.38565,17.36694,65.95744,33.33333,0.0,0.0,71.69811,93.85964,38.40399,72.53521,0.0,0.0,15.19607,0.0,24.51612,43.75,58.33333,14.70588,43.92523,29.67741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69811,93.85964,65.625,73.33333
45,60.0,0.0,1.57859,23.33654,0.0,0.0,55.55555,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82512,5.19893,0.0,100.0,0.0,31.91489,0.0,0.0,100.0,0.0,0.0,0.0,0.0,67.96357,0.0,0.0,0.0,0.0,96.49122,61.7647,0.0,0.0,34.0,28.0,98.83408,16.24649,55.31914,55.55555,55.55555,0.0,92.45283,77.19298,43.89027,61.2676,0.0,0.0,11.2745,0.0,47.09677,75.0,31.25,17.64705,39.25233,39.35483,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,0.0,0.0,0.0,0.0,0.0,92.45283,77.19298,62.5,63.33333
46,46.66666,0.0,1.61346,23.62584,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87436,4.50928,0.0,66.89814,0.0,12.76595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6788,0.0,0.0,0.0,0.0,96.49122,50.58823,0.0,0.0,36.4,35.2,65.91928,17.36694,48.93617,64.44444,0.0,0.0,77.35849,58.77192,41.14713,63.38028,0.0,0.0,11.2745,0.0,27.74193,56.25,0.0,32.35294,47.66355,39.35483,0.0,0.0,70.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,77.35849,58.77192,65.625,45.0
47,46.66666,90.90909,1.31232,18.61137,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79117,3.97877,0.0,55.78703,0.0,17.02127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.7086,0.0,0.0,0.0,0.0,73.68421,61.17647,0.0,0.0,41.6,29.6,54.26008,23.52941,27.65957,22.22222,0.0,0.0,69.81132,75.43859,35.66084,68.30985,0.0,0.0,9.80392,0.0,27.74193,60.9375,0.0,17.64705,55.14018,45.16129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.81132,75.43859,53.125,33.33333
48,46.66666,45.45454,1.39791,26.71166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43633,5.88859,0.0,50.46296,0.0,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.87086,0.0,0.0,0.0,0.0,98.24561,91.7647,0.0,0.0,33.6,38.8,48.25112,23.24929,38.29787,42.22222,0.0,0.0,71.69811,36.8421,41.3965,51.76056,0.0,0.0,15.19607,0.0,15.48387,95.3125,0.0,0.0,53.27102,37.41935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69811,36.8421,37.5,40.0
49,40.0,45.45454,1.65467,23.24011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58404,6.9496,0.0,56.71296,0.0,12.76595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.74503,0.0,0.0,0.0,0.0,70.17543,67.64705,0.0,0.0,28.0,42.4,46.09865,24.36974,27.65957,24.44444,0.0,0.0,62.26415,81.57894,45.38653,59.15492,0.0,0.0,7.35294,0.0,33.54838,60.9375,20.83333,0.0,63.5514,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.26415,81.57894,43.75,40.0
50,0.0,0.0,1.61346,22.66152,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82173,9.54907,0.0,46.99074,0.0,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.68874,0.0,0.0,0.0,0.0,89.47368,61.17647,0.0,0.0,35.2,32.0,60.44843,20.16806,34.04255,26.66666,0.0,0.0,41.50943,57.01754,39.15211,60.21126,0.0,0.0,15.68627,0.0,32.25806,35.9375,62.5,0.0,42.05607,29.67741,0.0,19.04761,0.0,0.0,100.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,41.50943,57.01754,53.125,90.0
51,40.0,0.0,1.56908,20.73288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48217,7.374,0.0,32.17592,0.0,55.31914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.68543,0.0,0.0,0.0,0.0,75.43859,75.29411,0.0,0.0,29.6,29.6,47.35426,15.40616,46.80851,40.0,55.55555,0.0,43.39622,72.80701,31.42144,67.60563,0.0,0.0,15.19607,76.92307,37.41935,59.375,25.0,0.0,28.97196,24.51612,0.0,33.33333,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,43.39622,72.80701,37.5,55.0
52,0.0,0.0,1.52153,19.67213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71986,10.07957,0.0,27.54629,0.0,40.42553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.15231,0.0,0.0,0.0,0.0,85.96491,50.0,0.0,0.0,38.8,34.39999,31.83856,7.84313,29.78723,46.66666,0.0,0.0,75.47169,57.89473,30.17456,65.49295,0.0,0.0,13.72549,53.84615,46.45161,59.375,12.5,14.70588,38.31775,40.0,0.0,11.90476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.47169,57.89473,53.125,71.66666
53,0.0,0.0,1.4201,17.35776,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93887,6.57824,33.33333,28.00925,0.0,21.27659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.24172,0.0,0.0,0.0,0.0,71.92982,77.05882,0.0,0.0,42.4,34.79999,35.33632,13.72549,23.40425,42.22222,0.0,0.0,73.5849,27.19298,46.88279,63.38028,0.0,0.0,13.23529,0.0,49.67741,70.3125,0.0,14.70588,42.99065,38.06451,0.0,0.0,0.0,100.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,73.5849,27.19298,40.625,43.33333
54,53.33333,0.0,1.19187,18.03278,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56536,7.53315,0.0,20.37037,0.0,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.56622,0.0,0.0,0.0,0.0,85.08771,57.64705,0.0,0.0,32.0,26.4,28.52017,19.88795,19.14893,33.33333,0.0,0.0,88.67924,42.10526,38.65336,70.77464,0.0,0.0,21.56862,0.0,33.54838,60.9375,0.0,0.0,39.25233,37.41935,23.80952,0.0,0.0,0.0,0.0,0.0,92.30769,0.0,0.0,0.0,0.0,0.0,88.67924,42.10526,100.0,66.66666
55,0.0,0.0,1.325,20.54001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.02546,4.77453,0.0,24.53703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.9139,0.0,0.0,0.0,0.0,77.19298,64.70588,0.0,0.0,29.6,28.39999,38.38565,10.92436,38.29787,48.88888,0.0,0.0,79.24528,28.94736,43.64089,62.32394,0.0,0.0,12.74509,0.0,28.38709,62.5,0.0,0.0,49.53271,36.77419,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,79.24528,28.94736,90.625,45.0
56,0.0,0.0,1.41693,19.47926,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92359,6.8435,40.0,23.61111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.81456,0.0,0.0,0.0,0.0,60.52631,91.17647,0.0,0.0,34.39999,36.0,54.88789,14.0056,31.91489,48.88888,0.0,0.0,66.03773,28.94736,34.16458,51.40845,0.0,0.0,22.54901,38.46153,32.25806,45.3125,0.0,0.0,49.53271,30.96774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.03773,28.94736,40.625,93.33333
57,0.0,100.0,1.70222,21.6972,0.0,0.0,77.77777,55.55555,0.0,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95755,7.85145,33.33333,23.37962,0.0,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.12582,0.0,0.0,0.0,0.0,59.64912,91.17647,0.0,0.0,34.79999,29.2,46.27802,10.64425,29.78723,35.55555,0.0,0.0,32.07547,30.70175,36.65835,68.30985,0.0,0.0,18.13725,38.46153,34.8387,28.125,0.0,17.64705,43.92523,23.2258,100.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,32.07547,30.70175,56.25,76.66666
58,0.0,0.0,1.17285,21.79363,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36502,7.95755,33.33333,24.07407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,80.71192,0.0,0.0,0.0,0.0,73.68421,62.35294,0.0,0.0,26.4,23.2,37.21973,14.84593,36.17021,68.88888,0.0,0.0,54.71698,39.47368,34.16458,68.30985,0.0,0.0,18.62745,76.92307,38.70967,34.375,0.0,0.0,32.71028,23.2258,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,54.71698,39.47368,96.875,53.33333
59,33.33333,54.54545,1.23942,17.45419,0.0,0.0,0.0,55.55555,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48217,7.1618,40.0,22.91666,0.0,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,72.10264,0.0,0.0,0.0,0.0,85.08771,68.23529,0.0,0.0,28.39999,20.39999,26.27802,12.88515,21.27659,77.77777,0.0,0.0,52.83018,48.24561,43.64089,48.94366,0.0,0.0,19.60784,46.15384,57.41935,90.625,12.5,0.0,42.05607,38.70967,33.33333,16.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.83018,48.24561,34.375,53.33333
60,33.33333,0.0,1.14432,15.91128,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66723,7.374,0.0,18.28703,0.0,12.76595,0.0,0.0,0.0,0.0,0.0,0.0,64.28571,70.11589,0.0,0.0,0.0,0.0,84.21052,88.23529,0.0,0.0,36.0,18.8,22.51121,12.32492,25.53191,35.55555,0.0,0.0,66.03773,61.4035,36.65835,48.59154,0.0,0.0,19.11764,38.46153,52.25806,53.125,0.0,0.0,47.66355,41.93548,0.0,19.04761,0.0,43.47826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.03773,61.4035,50.0,40.0
61,33522,53390,2632320,20551,33522,940209,2945,2299,33522,21901,14896,131310,6412,33522,1054,8688,60840,33522,126834,118573,1738,4401,9892,126834,242,19204,60840,126834,33522,60840,33522,53390,293972,105028,8688,940209,109,11007,33522,60840,4491,1131,758,12338,5046,11523,8722,1181,39427,282386,2375,539,18030,50066,913926,2311,1396,17561,758,146,7782,503,347,385907,2375,539,2096,2940,1326,5762,17,39427,1909,2940,708505,50066,2375,539,3108,69606
