,수퍼 파워 네일 리무버_0,수퍼 파워 네일 리무버_1,넌 아세톤 리무버_0,넌 아세톤 리무버_1,스위트 네일 리무버_0,스위트 네일 리무버_1,세라믹 포켓 루즈스킨 리무버_0,세라믹 포켓 루즈스킨 리무버_1,셀프 네일 살롱 리무버  아세톤 프리 _0,셀프 네일 살롱 리무버  아세톤 프리 _1,매직 오프   케어_0,매직 오프   케어_1,엑스퍼트터치 리무버_0,엑스퍼트터치 리무버_1,토니네일 리무버_0,토니네일 리무버_1,퍼펙트 네일 리무버_0,퍼펙트 네일 리무버_1,비타민 네일 리무버_0,비타민 네일 리무버_1,젤램프_0,젤램프_1,루비푸셔_0,루비푸셔_1,네일아트 스틱_0,네일아트 스틱_1,UV gel lamp  sup    _0,UV gel lamp  sup    _1, WAY네일버퍼 오목형 _0, WAY네일버퍼 오목형 _1,우드 파일_0,우드 파일_1,프로 젤램프_0,프로 젤램프_1,세라믹 양면 네일푸셔 파일_0,세라믹 양면 네일푸셔 파일_1,핀셋 무광블랙 _0,핀셋 무광블랙 _1,꾹꾹이_0,꾹꾹이_1,뷰티툴 네일 에모리 보드_0,뷰티툴 네일 에모리 보드_1,UV LED 젤램프_0,UV LED 젤램프_1,하또하또 젤램프_0,하또하또 젤램프_1,네일 푸셔_0,네일 푸셔_1, 단계 사각 버퍼_0, 단계 사각 버퍼_1,네일 컬러 쉐이킹 볼_0,네일 컬러 쉐이킹 볼_1,손톱깎이  소 _0,손톱깎이  소 _1,뷰티 툴 에모리 보드_0,뷰티 툴 에모리 보드_1,이피다 램프_0,이피다 램프_1,셀프 네일 살롱 큐티클 푸셔_0,셀프 네일 살롱 큐티클 푸셔_1,입는 오버나이트_0,입는 오버나이트_1,중형_0,중형_1,후아 내추럴 순면커버 생리대 대형_0,후아 내추럴 순면커버 생리대 대형_1,타임 레볼루션 개똥쑥 약산성 여성청결제_0,타임 레볼루션 개똥쑥 약산성 여성청결제_1,수퍼롱 오버나이트_0,수퍼롱 오버나이트_1,플레이텍스 젠틀 글라이드      수퍼 _0,플레이텍스 젠틀 글라이드      수퍼 _1,후리 앤 후리 티슈_0,후리 앤 후리 티슈_1,후리 앤 후리_0,후리 앤 후리_1
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5401,71.28874,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,67.85714,0.0,0.0,0.0,0.0,0.0,0.0,64.55696,44.54545,0.0,0.0,0.0,0.0,0.0,22.58064,60.20408,69.38775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.38179,74.36182,68.05555,95.78947,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,54.16666,36.36363
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.14795,87.60195,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,92.85714,0.0,0.0,0.0,0.0,0.0,0.0,64.55696,54.54545,0.0,0.0,50.0,0.0,0.0,32.25806,69.38775,52.04081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.94672,85.12763,62.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.54901,73.73572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.14285,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,48.10126,57.27272,0.0,0.0,0.0,0.0,0.0,25.80645,48.97959,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.60266,73.36293,69.44444,85.26315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.8877,87.27569,33.33333,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,64.28571,39.28571,0.0,0.0,0.0,0.0,0.0,0.0,84.81012,53.63636,0.0,0.0,0.0,0.0,0.0,32.25806,59.18367,65.30612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.03329,71.58712,79.16666,89.47368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,37.5,36.36363
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.84848,85.0734,0.0,47.36842,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,70.88607,44.54545,0.0,0.0,0.0,0.0,0.0,32.25806,63.2653,44.89795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.37957,75.80466,97.22222,56.8421,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.14814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.36185,100.0,0.0,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,46.42857,0.0,0.0,0.0,0.0,0.0,0.0,69.62025,60.0,0.0,0.0,0.0,0.0,0.0,32.25806,76.53061,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.27524,66.37069,65.27777,74.73684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.85185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.95721,81.32137,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.57142,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,96.20253,40.0,0.0,0.0,0.0,0.0,0.0,35.48387,63.2653,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.49611,63.596,81.94444,81.05263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.03703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.918,80.7504,0.0,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,50.0,46.42857,0.0,0.0,0.0,0.0,0.0,0.0,58.22784,49.0909,0.0,0.0,0.0,0.0,0.0,32.25806,69.38775,48.97959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.49611,61.70921,72.22222,58.94736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,55.55555,20.83333,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,25.92592,22.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.2442,82.30016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,48.10126,48.18181,0.0,0.0,0.0,0.0,0.0,19.35483,69.38775,53.06122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0455,70.81021,83.33333,78.94736,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,54.16666,27.27272
29,0.0,0.0,0.0,0.0,0.0,0.0,18.51851,37.03703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.62745,78.54812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.63291,60.0,0.0,0.0,0.0,0.0,0.0,41.93548,52.04081,52.04081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.16537,68.59045,80.55555,83.15789,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,58.33333,100.0
30,0.0,0.0,0.0,0.0,0.0,0.0,48.14814,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.54901,65.57911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,63.29113,65.45454,0.0,0.0,0.0,0.0,0.0,54.8387,35.71428,59.18367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.50166,67.81354,84.72222,56.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,36.36363
31,0.0,0.0,0.0,0.0,0.0,0.0,51.85185,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.05347,74.06199,40.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,50.0,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,49.36708,61.81818,0.0,0.0,0.0,0.0,0.0,74.19354,65.30612,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.38623,75.36071,100.0,62.10526,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,54.16666,54.54545
32,0.0,0.0,0.0,0.0,0.0,0.0,37.03703,37.03703,0.0,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.51871,79.93474,46.66666,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,39.28571,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,73.41772,50.90909,0.0,0.0,0.0,0.0,0.0,70.96774,44.89795,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.49722,66.48168,66.66666,58.94736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,27.27272
