,모디 컬러 네일즈_0,모디 컬러 네일즈_1,네일건_0,네일건_1,코드네일_0,코드네일_1,플레이 네일_0,플레이 네일_1,리얼 컬러 네일_0,리얼 컬러 네일_1,글리터 네일폴리쉬_0,글리터 네일폴리쉬_1,젤라틱 네일 폴리쉬_0,젤라틱 네일 폴리쉬_1,젤네일 컬러_0,젤네일 컬러_1,워너비 네일즈_0,워너비 네일즈_1,생과일 네일  플럼 멜로우 _0,생과일 네일  플럼 멜로우 _1,네일 웨어 젤 탑코트_0,네일 웨어 젤 탑코트_1,네일 탑코트_0,네일 탑코트_1,Seche Vite 드라이 패스트 탑코트_0,Seche Vite 드라이 패스트 탑코트_1,허니 젤네일 탑코트_0,허니 젤네일 탑코트_1,탑코트_0,탑코트_1,네일건 탑코트_0,네일건 탑코트_1,매트 탑코트_0,매트 탑코트_1,젤라틱 네일 폴리쉬  탑코트 _0,젤라틱 네일 폴리쉬  탑코트 _1,모디 메가 탑코트_0,모디 메가 탑코트_1,베이스 코트_0,베이스 코트_1,지젤리 베이스젤_0,지젤리 베이스젤_1,모디 탑 젤_0,모디 탑 젤_1,네일 베이스 코트_0,네일 베이스 코트_1,컬러 앤 네이처 네일 케어 베이스 코트_0,컬러 앤 네이처 네일 케어 베이스 코트_1,플레이 네일 스무딩 베이스 코트_0,플레이 네일 스무딩 베이스 코트_1,인스타드라이 탑코트_0,인스타드라이 탑코트_1,토니네일 젤광 젤탑코트_0,토니네일 젤광 젤탑코트_1,돼지탑_0,돼지탑_1,네일 젤탑코트_0,네일 젤탑코트_1,라라네일탑 베이스코트_0,라라네일탑 베이스코트_1,세미 큐어 젤  네일 _0,세미 큐어 젤  네일 _1, 네일 팔레트 컬렉션  글로스 젤네일 스트립_0, 네일 팔레트 컬렉션  글로스 젤네일 스트립_1,모디 쥬얼 스티커_0,모디 쥬얼 스티커_1, 빅스톤 컬렉션  매직프레스 슈퍼 슬림핏_0, 빅스톤 컬렉션  매직프레스 슈퍼 슬림핏_1, 글램무브 컬렉션  글로스 젤네일 스트립_0, 글램무브 컬렉션  글로스 젤네일 스트립_1,매직프레스 프리미엄_0,매직프레스 프리미엄_1,하또하또핏 PRO 네일_0,하또하또핏 PRO 네일_1,셀프 네일 스티커   디자인_0,셀프 네일 스티커   디자인_1,모디 젤 네일 디자인 팁_0,모디 젤 네일 디자인 팁_1,프렌치네일 팁 라이너_0,프렌치네일 팁 라이너_1
0,14.14141,0.0,93.22033,93.22033,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,32.03883,0.0,0.0,0.0,0.0,0.0,0.0,50.66079,10.50724,0.0,0.0,0.0,0.0,64.92753,51.24555,0.0,0.0,75.90361,48.18181,0.0,0.0,15.38461,0.0,51.85185,50.0,45.0,66.42857,52.17391,50.0,52.25225,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.83408,37.83783,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,43.16546,0.0,0.0
1,13.13131,88.88888,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.54545,33.98058,0.0,0.0,0.0,0.0,0.0,0.0,43.1718,5.43478,0.0,0.0,0.0,0.0,57.3913,45.5516,0.0,0.0,60.24096,32.72727,0.0,0.0,0.0,22.58064,45.67901,58.16326,55.0,51.42857,47.82608,57.14285,40.54054,93.65079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.17937,37.83783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10638,39.08872,0.0,0.0
2,19.19191,38.88888,81.35593,81.35593,62.5,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.72727,35.92233,0.0,0.0,0.0,0.0,0.0,0.0,34.80176,5.43478,0.0,0.0,0.0,0.0,64.34782,42.70462,0.0,0.0,66.26506,39.0909,0.0,0.0,0.0,25.80645,54.32098,51.0204,56.42857,62.85714,30.43478,82.14285,37.83783,47.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33333,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.426,28.37837,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,3.31914,31.53477,0.0,0.0
3,21.21212,66.66666,76.27118,76.27118,0.0,100.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,78.18181,33.98058,0.0,0.0,0.0,0.0,0.0,0.0,41.85022,7.97101,0.0,0.0,0.0,0.0,55.65217,49.46619,0.0,0.0,56.6265,25.45454,0.0,0.0,12.82051,22.58064,66.66666,64.28571,57.85714,50.0,47.82608,85.71428,53.15315,68.25396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.97309,43.24324,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,0.0,0.0,4.76595,31.53477,0.0,0.0
4,18.18181,38.88888,54.23728,54.23728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,31.06796,0.0,0.0,0.0,0.0,0.0,0.0,47.13656,8.33333,0.0,0.0,0.0,0.0,60.86956,43.06049,0.0,0.0,73.49397,46.36363,0.0,0.0,0.0,25.80645,49.38271,69.38775,58.57142,46.42857,52.17391,64.28571,58.55855,95.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6278,29.72972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04255,32.25419,0.0,0.0
5,44.44444,61.11111,42.37288,42.37288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.36363,43.68932,0.0,0.0,0.0,0.0,0.0,0.0,44.93392,4.34782,0.0,0.0,0.0,0.0,55.36231,45.19572,0.0,0.0,53.01204,40.0,0.0,0.0,0.0,19.35483,59.25925,64.28571,55.71428,80.71428,34.7826,53.57142,63.96396,96.82539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.59192,41.89189,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,3.23404,39.32853,0.0,0.0
6,30.30303,50.0,52.54237,52.54237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0909,56.31067,0.0,0.0,0.0,0.0,0.0,0.0,63.43612,7.60869,0.0,0.0,0.0,0.0,51.88405,58.00711,0.0,0.0,75.90361,35.45454,0.0,0.0,0.0,25.80645,60.49382,62.24489,46.42857,62.14285,43.47826,53.57142,52.25225,73.01587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33333,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76233,33.78378,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,8.85106,31.29496,0.0,0.0
7,39.39393,50.0,67.79661,67.79661,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,50.90909,38.83495,0.0,0.0,0.0,0.0,0.0,0.0,48.01762,5.43478,0.0,0.0,0.0,0.0,51.88405,51.24555,0.0,0.0,62.6506,22.72727,0.0,0.0,0.0,45.16129,44.44444,71.42857,47.85714,61.42857,39.13043,85.71428,41.44144,84.12698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.66666,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.24663,35.13513,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,10.7234,27.45803,0.0,0.0
8,10.10101,44.44444,74.57627,74.57627,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,70.90909,26.21359,0.0,0.0,0.0,0.0,0.0,0.0,49.77973,7.60869,0.0,0.0,0.0,0.0,61.15942,45.5516,0.0,0.0,66.26506,73.63636,0.0,0.0,0.0,32.25806,58.02469,62.24489,66.42857,57.85714,78.26086,35.71428,50.45045,84.12698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.59192,35.13513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29787,27.21822,0.0,0.0
9,17.17171,33.33333,55.9322,55.9322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.90909,38.83495,0.0,0.0,0.0,0.0,0.0,0.0,60.35242,5.43478,0.0,0.0,0.0,0.0,50.72463,45.5516,0.0,0.0,68.67469,71.81818,0.0,0.0,0.0,45.16129,56.79012,73.46938,72.14285,47.85714,43.47826,71.42857,45.94594,61.90476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.24663,20.27027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0851,32.85371,0.0,0.0
10,12.12121,27.77777,42.37288,42.37288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.45454,52.42718,0.0,0.0,0.0,0.0,0.0,0.0,67.40088,4.71014,0.0,0.0,0.0,0.0,59.71014,57.65124,0.0,0.0,53.01204,74.54545,0.0,0.0,0.0,0.0,45.67901,72.44897,66.42857,52.85714,43.47826,78.57142,44.14414,69.84126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33333,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14349,32.43243,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,18.12765,27.93764,0.0,0.0
11,14.14141,38.88888,61.01694,61.01694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.45454,42.71844,0.0,0.0,0.0,0.0,0.0,0.0,56.38766,5.43478,0.0,0.0,0.0,0.0,54.20289,50.5338,0.0,0.0,66.26506,100.0,0.0,0.0,0.0,32.25806,66.66666,75.5102,51.42857,62.14285,47.82608,100.0,55.85585,53.96825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.00448,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02127,23.26139,0.0,0.0
12,18.18181,50.0,38.98305,38.98305,0.0,0.0,0.0,100.0,71.42857,0.0,0.0,0.0,0.0,0.0,74.54545,67.96116,0.0,0.0,0.0,0.0,0.0,0.0,61.674,4.34782,0.0,0.0,0.0,0.0,43.47826,54.80427,0.0,0.0,73.49397,99.0909,0.0,0.0,0.0,19.35483,65.43209,91.83673,62.85714,100.0,56.52173,46.42857,62.16216,73.01587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.52017,32.43243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.21276,27.81774,0.0,0.0
13,15.15151,55.55555,61.01694,61.01694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.36363,41.74757,0.0,0.0,0.0,0.0,0.0,0.0,69.16299,5.07246,0.0,0.0,0.0,0.0,45.7971,55.51601,0.0,0.0,65.06024,67.27272,0.0,0.0,0.0,19.35483,64.19753,75.5102,50.0,72.85714,52.17391,64.28571,71.17117,82.53968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.00448,29.72972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4468,100.0,0.0,0.0
14,17.17171,33.33333,37.28813,37.28813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,43.68932,0.0,0.0,0.0,0.0,0.0,0.0,58.14977,5.07246,0.0,0.0,0.0,0.0,52.46376,58.71886,0.0,0.0,83.13253,56.36363,0.0,0.0,0.0,29.03225,70.37037,100.0,46.42857,83.57142,69.56521,67.85714,47.74774,49.20634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.70852,20.27027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.10638,84.29256,0.0,0.0
15,17.17171,100.0,54.23728,54.23728,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,33.98058,0.0,0.0,0.0,0.0,0.0,0.0,57.26872,3.26086,0.0,0.0,0.0,0.0,56.81159,61.20996,0.0,0.0,78.31325,50.0,0.0,0.0,0.0,0.0,80.24691,79.59183,80.71428,92.14285,73.91304,85.71428,52.25225,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.66666,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,42.60089,29.72972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.97872,63.42925,0.0,0.0
16,17.17171,44.44444,57.62711,57.62711,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.27272,37.86407,0.0,0.0,0.0,0.0,0.0,0.0,65.63876,6.15942,0.0,0.0,0.0,0.0,62.02898,60.14234,0.0,0.0,69.87951,55.45454,0.0,0.0,0.0,16.12903,65.43209,74.48979,62.14285,72.14285,34.7826,46.42857,61.26126,68.25396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21973,25.67567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.31914,71.10311,0.0,0.0
17,28.28282,44.44444,71.18644,71.18644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.63636,46.60194,0.0,0.0,0.0,0.0,0.0,0.0,22.02643,5.43478,0.0,0.0,0.0,0.0,65.21739,80.78291,0.0,0.0,100.0,44.54545,0.0,0.0,0.0,83.87096,75.30864,71.42857,61.42857,67.14285,0.0,25.0,63.96396,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.66666,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.70403,29.72972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.38297,54.19664,0.0,0.0
18,21.21212,61.11111,50.84745,50.84745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.90909,56.31067,0.0,0.0,0.0,0.0,0.0,0.0,14.53744,4.71014,0.0,0.0,0.0,0.0,53.04347,82.56227,0.0,0.0,86.74698,42.72727,0.0,0.0,0.0,61.29032,87.65432,54.08163,57.85714,56.42857,43.47826,32.14285,61.26126,60.31746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.80269,32.43243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.70212,59.23261,0.0,0.0
19,48.48484,88.88888,20.33898,20.33898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0909,55.3398,0.0,0.0,0.0,0.0,0.0,0.0,14.97797,8.33333,0.0,0.0,0.0,0.0,53.33333,98.93238,0.0,0.0,63.85542,48.18181,0.0,0.0,0.0,74.19354,74.07407,56.12244,47.85714,72.85714,69.56521,46.42857,69.36936,87.30158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48878,35.13513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.93617,58.8729,0.0,0.0
20,55.55555,33.33333,61.01694,61.01694,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,43.63636,50.48543,0.0,0.0,0.0,0.0,0.0,0.0,15.4185,7.60869,0.0,0.0,0.0,0.0,54.7826,100.0,0.0,0.0,81.92771,49.0909,0.0,0.0,12.82051,100.0,71.60493,71.42857,52.85714,54.28571,82.60869,46.42857,70.27027,60.31746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.66666,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6278,44.59459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.45323,0.0,0.0
21,58.58585,27.77777,66.10169,66.10169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.81818,43.68932,0.0,0.0,0.0,0.0,0.0,0.0,21.14537,5.7971,0.0,0.0,0.0,0.0,51.5942,86.47686,0.0,0.0,87.9518,27.27272,0.0,0.0,0.0,48.38709,62.96296,56.12244,62.14285,58.57142,56.52173,46.42857,53.15315,50.79365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.33333,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.00448,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.51063,24.58033,0.0,0.0
22,23.23232,94.44444,71.18644,71.18644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.54545,38.83495,0.0,0.0,0.0,0.0,0.0,0.0,22.90748,5.07246,0.0,0.0,0.0,0.0,50.43478,90.03558,0.0,0.0,100.0,31.81818,0.0,0.0,0.0,61.29032,60.49382,66.32653,100.0,76.42857,73.91304,57.14285,55.85585,47.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48878,40.54054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.53191,28.65707,0.0,0.0
23,30.30303,33.33333,62.71186,62.71186,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.36363,52.42718,0.0,0.0,0.0,0.0,0.0,0.0,16.74008,4.71014,0.0,0.0,0.0,0.0,55.65217,95.01779,0.0,0.0,36.14457,37.27272,0.0,0.0,0.0,77.41935,87.65432,83.67346,72.85714,62.85714,65.21739,28.57142,64.86486,73.01587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.34977,55.4054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.21276,31.89448,0.0,0.0
24,9.0909,0.0,54.23728,54.23728,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.36363,39.80582,0.0,0.0,0.0,0.0,0.0,0.0,19.38325,6.88405,0.0,0.0,0.0,0.0,73.33333,83.98576,0.0,0.0,63.85542,32.72727,0.0,0.0,0.0,22.58064,72.8395,61.22448,83.57142,61.42857,43.47826,42.85714,81.98198,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.66666,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55605,44.59459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.53191,29.85611,0.0,0.0
25,25.25252,44.44444,69.49152,69.49152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.27272,59.2233,0.0,0.0,0.0,0.0,0.0,0.0,27.7533,4.34782,0.0,0.0,0.0,0.0,58.55072,96.44128,0.0,0.0,73.49397,32.72727,0.0,0.0,0.0,16.12903,66.66666,58.16326,92.14285,37.14285,30.43478,39.28571,73.87387,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7982,33.78378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.93617,29.37649,0.0,0.0
26,39.39393,33.33333,47.45762,47.45762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.36363,62.13592,0.0,0.0,0.0,0.0,0.0,0.0,21.14537,6.15942,0.0,0.0,0.0,0.0,52.75362,81.13879,0.0,0.0,63.85542,45.45454,0.0,0.0,0.0,0.0,65.43209,61.22448,72.14285,45.0,43.47826,25.0,75.67567,65.07936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33333,70.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,9.41704,31.08108,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,36.51063,30.93525,0.0,0.0
27,14.14141,77.77777,77.9661,77.9661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.54545,74.75728,0.0,0.0,0.0,0.0,0.0,0.0,29.51541,5.43478,0.0,0.0,0.0,0.0,55.36231,95.72953,0.0,0.0,68.67469,55.45454,0.0,0.0,0.0,19.35483,76.5432,56.12244,67.14285,43.57142,47.82608,39.28571,86.48648,71.42857,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48878,64.86486,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,67.91489,30.45563,0.0,0.0
28,29.29292,27.77777,54.23728,54.23728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.45454,55.3398,0.0,0.0,0.0,0.0,0.0,0.0,24.22907,4.34782,0.0,0.0,0.0,0.0,52.46376,88.61209,0.0,0.0,57.83132,48.18181,0.0,0.0,0.0,22.58064,67.90123,57.14285,56.42857,52.14285,69.56521,42.85714,74.77477,46.03174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33333,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.83408,100.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,68.51063,27.21822,0.0,0.0
29,24.24242,33.33333,81.35593,81.35593,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,44.66019,0.0,0.0,0.0,0.0,0.0,0.0,39.64757,6.88405,0.0,0.0,0.0,0.0,71.5942,85.40925,0.0,0.0,45.78313,33.63636,0.0,0.0,0.0,16.12903,67.90123,50.0,72.85714,63.57142,69.56521,28.57142,71.17117,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55605,54.05405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.74468,30.21582,0.0,0.0
30,16.16161,77.77777,72.88135,72.88135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0909,48.54368,0.0,0.0,0.0,0.0,0.0,0.0,64.31718,9.7826,0.0,0.0,0.0,0.0,57.10144,77.93594,0.0,0.0,61.44578,50.90909,0.0,0.0,0.0,25.80645,72.8395,45.91836,54.28571,67.85714,39.13043,35.71428,68.46846,73.01587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.59192,48.64864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.55319,25.05995,0.0,0.0
31,33.33333,44.44444,50.84745,50.84745,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.36363,59.2233,0.0,0.0,0.0,0.0,0.0,0.0,68.72246,7.97101,0.0,0.0,0.0,0.0,66.66666,81.13879,0.0,0.0,69.87951,46.36363,0.0,0.0,0.0,64.51612,65.43209,73.46938,58.57142,63.57142,65.21739,32.14285,81.08108,69.84126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7982,29.72972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.17021,30.69544,0.0,0.0
32,40.40404,0.0,54.23728,54.23728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.27272,65.04854,0.0,0.0,0.0,0.0,0.0,0.0,76.21145,13.04347,0.0,0.0,0.0,0.0,62.31884,83.98576,0.0,0.0,79.51807,51.81818,0.0,0.0,0.0,19.35483,86.41975,82.65306,76.42857,83.57142,73.91304,64.28571,75.67567,76.19047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.93721,36.48648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.68085,32.85371,0.0,0.0
33,22.22222,0.0,49.15254,49.15254,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,63.10679,0.0,0.0,0.0,0.0,0.0,0.0,74.88986,11.23188,0.0,0.0,0.0,0.0,57.97101,67.97153,0.0,0.0,53.01204,71.81818,0.0,0.0,0.0,22.58064,74.07407,35.71428,62.85714,93.57142,39.13043,35.71428,81.08108,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.66666,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.60986,27.02702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.02127,28.41726,0.0,0.0
34,25.25252,50.0,45.76271,45.76271,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.54545,66.01941,0.0,0.0,0.0,0.0,0.0,0.0,80.17621,13.40579,0.0,0.0,0.0,0.0,56.81159,74.37722,0.0,0.0,48.19277,76.36363,0.0,0.0,0.0,16.12903,74.07407,47.95918,61.42857,81.42857,73.91304,35.71428,91.89189,87.30158,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,26.66666,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.70852,10.81081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.93617,26.25899,0.0,0.0
35,16.16161,27.77777,47.45762,47.45762,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,84.54545,50.48543,0.0,0.0,0.0,0.0,0.0,0.0,71.36563,14.49275,0.0,0.0,0.0,0.0,52.75362,59.07473,0.0,0.0,45.78313,56.36363,0.0,0.0,0.0,25.80645,69.1358,79.59183,37.14285,90.0,69.56521,39.28571,79.27927,50.79365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,12.16216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.65957,26.13908,0.0,0.0
