,센텔라 릴렉세이션 퍼펙트 카밍 마스크_0,센텔라 릴렉세이션 퍼펙트 카밍 마스크_1,마누카 허니 프로폴리스 퍼펙트 쉴드 마스크_0,마누카 허니 프로폴리스 퍼펙트 쉴드 마스크_1,블룸 꿀보카도 극세사마스크_0,블룸 꿀보카도 극세사마스크_1,아임 쏘리 포 마이 스킨  스텝 트래블 젤리 마스크_0,아임 쏘리 포 마이 스킨  스텝 트래블 젤리 마스크_1,껌딱지 시트마스크 어성초 스티커_0,껌딱지 시트마스크 어성초 스티커_1,티트리 케어솔루션 에센셜 마스크 REX_0,티트리 케어솔루션 에센셜 마스크 REX_1,퓨어 에센스 마스크 시트  아보카도 _0,퓨어 에센스 마스크 시트  아보카도 _1,카렌듈라 딥 모이스처 카밍 마스크_0,카렌듈라 딥 모이스처 카밍 마스크_1,시카 리페어 릴렉싱 시트 마스크_0,시카 리페어 릴렉싱 시트 마스크_1,안티에이징 바이오셀룰로오스 마스크_0,안티에이징 바이오셀룰로오스 마스크_1,아임 쏘리 포 마이 스킨 pH    젤리 마스크  수딩 _0,아임 쏘리 포 마이 스킨 pH    젤리 마스크  수딩 _1,티트리 안티더스트 카밍 마스크_0,티트리 안티더스트 카밍 마스크_1,리페어 노니시카 극세사 마스크_0,리페어 노니시카 극세사 마스크_1,장벽 앰플 마스크 시트_0,장벽 앰플 마스크 시트_1,진주 콜라겐 벨벳 마스크_0,진주 콜라겐 벨벳 마스크_1,아임 쏘리 포 마이 스킨 릴렉싱 젤리 마스크_0,아임 쏘리 포 마이 스킨 릴렉싱 젤리 마스크_1,시그니처 바이오 시트 마스크_0,시그니처 바이오 시트 마스크_1,    테라피 에어 마스크 티트리_0,    테라피 에어 마스크 티트리_1,티트리 케어솔루션 에센셜 마스크 이엑스_0,티트리 케어솔루션 에센셜 마스크 이엑스_1,껌딱지 시트마스크 마데카소사이드 스티커_0,껌딱지 시트마스크 마데카소사이드 스티커_1,프리미엄 쿨 티트리 모델링 마스크_0,프리미엄 쿨 티트리 모델링 마스크_1,시카페어 슬리페어 앰플 인 마스크_0,시카페어 슬리페어 앰플 인 마스크_1,퍼스트 에이드 오버나이트 스킨 리제네레이션 마스크_0,퍼스트 에이드 오버나이트 스킨 리제네레이션 마스크_1,비비 씨위드_0,비비 씨위드_1,블랙티 인스턴트 퍼펙팅 마스크_0,블랙티 인스턴트 퍼펙팅 마스크_1,달빛유자 수면팩_0,달빛유자 수면팩_1,아크바이  모델링 마스크 팩_0,아크바이  모델링 마스크 팩_1,마스크 오브 매그너민티_0,마스크 오브 매그너민티_1,수블리마지 마스크_0,수블리마지 마스크_1,여윤팩_0,여윤팩_1,프레시 파워 에센스 파우치 팩 강력보습_0,프레시 파워 에센스 파우치 팩 강력보습_1,옥용팩_0,옥용팩_1,올인 닥터 규조토 모델링 고무팩_0,올인 닥터 규조토 모델링 고무팩_1,시카 슬리핑 마스크_0,시카 슬리핑 마스크_1,워터 슬리핑 마스크_0,워터 슬리핑 마스크_1,티트리 퓨리파잉 마스크_0,티트리 퓨리파잉 마스크_1,프리미엄 콜라겐 모델링 마스크팩_0,프리미엄 콜라겐 모델링 마스크팩_1,리얼 머그워트 클레이 마스크_0,리얼 머그워트 클레이 마스크_1,테라비타_0,테라비타_1,오이스터 안티 다크닝 테라피_0,오이스터 안티 다크닝 테라피_1
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,40.0,0.0,0.0,13.63636,20.0,0.0,0.0,0.0,54.34782,0.0,0.0,48.93617,35.22727,0.0,0.0,100.0,43.75,0.0,0.0,66.17647,62.06896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.58823,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,32.35294,48.0,0.0,0.0,0.0,16.0,0.0,0.0,21.21212,36.95652,0.0,0.0,44.68085,45.45454,0.0,0.0,59.70149,56.25,0.0,0.0,23.52941,75.17241,0.0,0.0,40.47619,0.0,0.0,0.0,0.0,0.0,21.73913,29.41176,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,27.94117,20.0,0.0,0.0,45.45454,42.0,0.0,0.0,15.15151,30.43478,0.0,0.0,21.27659,42.04545,0.0,0.0,68.65671,64.58333,0.0,0.0,11.7647,65.51724,0.0,0.0,26.19047,0.0,0.0,0.0,0.0,0.0,26.08695,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.82352,52.0,0.0,0.0,0.0,28.0,0.0,0.0,36.36363,60.86956,0.0,0.0,38.29787,42.04545,0.0,0.0,29.85074,68.75,0.0,0.0,47.05882,55.86206,0.0,0.0,11.90476,0.0,0.0,0.0,0.0,0.0,0.0,58.82352,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,23.52941,24.0,0.0,0.0,0.0,0.0,0.0,0.0,48.48484,58.69565,0.0,0.0,38.29787,37.5,0.0,0.0,44.77611,50.0,0.0,0.0,50.0,45.51724,0.0,0.0,14.28571,8.57142,0.0,0.0,0.0,0.0,0.0,41.17647,0.0,0.0
25,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,39.70588,32.0,0.0,0.0,11.36363,10.0,0.0,0.0,18.18181,60.86956,0.0,0.0,65.95744,43.18181,0.0,0.0,61.19402,60.41666,0.0,0.0,32.35294,53.10344,0.0,0.0,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.11764,72.0,0.0,0.0,18.18181,12.0,0.0,0.0,33.33333,52.17391,0.0,0.0,63.82978,39.77272,0.0,0.0,43.28358,52.08333,0.0,0.0,17.64705,61.37931,0.0,0.0,0.0,47.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,13.23529,20.0,0.0,0.0,34.0909,36.0,0.0,0.0,45.45454,32.60869,0.0,0.0,57.4468,39.77272,0.0,0.0,56.71641,47.91666,0.0,0.0,42.64705,60.68965,100.0,83.33333,26.19047,12.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,33.82352,24.0,0.0,0.0,13.63636,20.0,0.0,0.0,48.48484,28.26086,0.0,0.0,40.42553,38.63636,0.0,0.0,70.14925,54.16666,0.0,0.0,8.82352,53.7931,0.0,0.0,35.71428,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,30.88235,20.0,0.0,0.0,13.63636,44.0,0.0,0.0,36.36363,65.21739,0.0,0.0,78.7234,47.72727,0.0,0.0,25.37313,81.25,0.0,0.0,0.0,56.55172,0.0,0.0,16.66666,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,27.94117,48.0,0.0,100.0,36.36363,81.99999,0.0,0.0,33.33333,54.34782,0.0,41.66666,55.31914,54.54545,0.0,0.0,32.83582,60.41666,0.0,0.0,45.58823,33.10344,0.0,0.0,30.95238,34.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,32.35294,88.0,0.0,0.0,61.36363,100.0,62.5,0.0,30.30303,52.17391,0.0,0.0,57.4468,51.13636,0.0,0.0,58.20895,62.5,0.0,0.0,47.05882,14.48275,0.0,0.0,35.71428,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,51.47058,60.0,0.0,0.0,38.63636,26.0,0.0,0.0,42.42424,76.08695,0.0,0.0,89.3617,29.54545,0.0,0.0,44.77611,68.75,0.0,0.0,50.0,6.89655,0.0,0.0,38.09523,38.57142,0.0,0.0,0.0,0.0,0.0,41.17647,100.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,25.0,72.0,0.0,0.0,29.54545,14.0,0.0,0.0,51.51515,45.65217,0.0,0.0,82.97872,26.13636,0.0,0.0,43.28358,58.33333,0.0,0.0,63.23529,17.24137,0.0,0.0,61.90476,30.0,0.0,0.0,0.0,0.0,0.0,88.23529,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,0.0,0.0,25.0,0.0,0.0,0.0,39.39393,23.91304,0.0,0.0,76.59574,45.45454,0.0,0.0,49.25373,47.91666,0.0,0.0,60.29411,19.31034,0.0,0.0,47.61904,51.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.35294,48.0,0.0,0.0,29.54545,16.0,0.0,75.0,21.21212,43.47826,0.0,0.0,82.97872,32.95454,0.0,0.0,71.64179,29.16666,0.0,0.0,48.52941,20.68965,0.0,0.0,40.47619,28.57142,0.0,0.0,0.0,0.0,0.0,64.70588,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.94117,48.0,0.0,0.0,20.45454,42.0,0.0,0.0,30.30303,67.3913,0.0,0.0,85.10638,40.90909,0.0,0.0,29.85074,39.58333,0.0,0.0,67.64705,18.62068,0.0,0.0,38.09523,12.85714,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,36.7647,72.0,83.33333,0.0,34.0909,0.0,0.0,0.0,33.33333,89.13043,0.0,0.0,48.93617,35.22727,0.0,0.0,52.2388,45.83333,0.0,0.0,76.47058,17.93103,0.0,0.0,11.90476,30.0,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.05882,64.0,0.0,0.0,63.63636,18.0,62.5,0.0,54.54545,86.95652,0.0,0.0,57.4468,29.54545,0.0,0.0,44.77611,58.33333,0.0,0.0,75.0,4.13793,0.0,0.0,11.90476,21.42857,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.94117,76.0,0.0,0.0,38.63636,0.0,0.0,0.0,15.15151,76.08695,0.0,0.0,80.85106,32.95454,0.0,0.0,44.77611,64.58333,0.0,0.0,83.82352,9.65517,0.0,0.0,11.90476,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.88235,40.0,0.0,0.0,43.18181,12.0,0.0,0.0,36.36363,41.30434,0.0,0.0,68.0851,28.40909,0.0,0.0,38.80597,35.41666,0.0,0.0,64.70588,10.34482,0.0,0.0,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.52941,24.0,0.0,0.0,63.63636,12.0,0.0,0.0,69.69696,69.56521,0.0,0.0,72.34042,31.81818,0.0,0.0,50.74626,35.41666,0.0,0.0,100.0,6.20689,0.0,0.0,16.66666,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,25.0,32.0,0.0,0.0,65.90909,0.0,0.0,0.0,60.60606,69.56521,0.0,0.0,72.34042,43.18181,0.0,0.0,46.26865,41.66666,0.0,0.0,47.05882,3.44827,0.0,0.0,11.90476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,13.23529,84.0,0.0,0.0,100.0,32.0,62.5,0.0,45.45454,65.21739,0.0,0.0,59.57446,21.5909,0.0,0.0,67.16417,45.83333,0.0,0.0,39.70588,6.20689,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.82352,48.0,0.0,0.0,54.54545,0.0,0.0,0.0,45.45454,80.43478,0.0,0.0,53.19148,20.45454,0.0,0.0,74.62686,47.91666,0.0,0.0,58.82352,7.5862,0.0,0.0,0.0,7.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,20.58823,72.0,0.0,0.0,68.18181,0.0,0.0,62.5,45.45454,80.43478,0.0,0.0,93.61702,46.5909,0.0,0.0,49.25373,43.75,0.0,0.0,58.82352,7.5862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,41.17647,36.0,0.0,0.0,72.72727,10.0,0.0,0.0,100.0,67.3913,0.0,0.0,55.31914,60.22727,0.0,0.0,28.3582,68.75,0.0,0.0,35.29411,7.5862,0.0,0.0,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.88235,40.0,0.0,0.0,34.0909,10.0,0.0,0.0,39.39393,86.95652,0.0,0.0,53.19148,43.18181,0.0,0.0,41.79104,81.25,0.0,0.0,11.7647,11.03448,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,27.94117,56.0,0.0,0.0,36.36363,14.0,0.0,62.5,87.87878,43.47826,0.0,0.0,85.10638,47.72727,0.0,0.0,40.2985,45.83333,0.0,0.0,10.29411,8.27586,83.33333,0.0,19.04761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,51.47058,72.0,0.0,0.0,70.45454,28.0,0.0,0.0,36.36363,39.13043,0.0,0.0,61.70212,51.13636,0.0,0.0,41.79104,64.58333,0.0,0.0,0.0,4.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,45.58823,36.0,0.0,0.0,50.0,40.0,0.0,100.0,18.18181,76.08695,0.0,0.0,53.19148,40.90909,0.0,0.0,68.65671,79.16666,0.0,0.0,8.82352,8.96551,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,30.43478,35.29411,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,41.17647,100.0,0.0,100.0,68.18181,12.0,0.0,0.0,24.24242,86.95652,0.0,0.0,68.0851,22.72727,0.0,0.0,65.67164,79.16666,0.0,0.0,25.0,7.5862,0.0,0.0,16.66666,7.14285,0.0,0.0,0.0,0.0,21.73913,35.29411,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,35.29411,28.0,0.0,0.0,70.45454,12.0,0.0,0.0,21.21212,100.0,0.0,75.0,74.46808,46.5909,0.0,0.0,35.82089,56.25,0.0,0.0,17.64705,6.89655,0.0,0.0,16.66666,11.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,24.0,0.0,0.0,54.54545,18.0,0.0,0.0,24.24242,60.86956,0.0,0.0,70.21276,39.77272,0.0,0.0,55.22388,72.91666,0.0,0.0,19.11764,4.13793,0.0,0.0,30.95238,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7647,64.0,0.0,0.0,38.63636,0.0,100.0,62.5,51.51515,50.0,0.0,0.0,82.97872,25.0,0.0,0.0,59.70149,58.33333,0.0,0.0,0.0,6.20689,0.0,0.0,30.95238,0.0,0.0,0.0,0.0,0.0,82.60869,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.82352,60.0,0.0,0.0,50.0,18.0,0.0,0.0,21.21212,52.17391,0.0,0.0,74.46808,34.0909,0.0,0.0,67.16417,81.25,0.0,0.0,8.82352,11.72413,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
