,탑 시크릿 메이크업 세팅 스프레이_0,탑 시크릿 메이크업 세팅 스프레이_1,미스트 앤 픽스_0,미스트 앤 픽스_1,페이스 프라임 글로우 픽스 미스트_0,페이스 프라임 글로우 픽스 미스트_1,칠 쿨링 앤 하이드레이팅 메이크업 세팅 스프레이_0,칠 쿨링 앤 하이드레이팅 메이크업 세팅 스프레이_1,메이크업 피니싱 스프레이_0,메이크업 피니싱 스프레이_1,울트라 세팅 진짜 픽서_0,울트라 세팅 진짜 픽서_1,여행용 체리 올나이터_0,여행용 체리 올나이터_1,아트클래스 익스트림 세팅 픽서_0,아트클래스 익스트림 세팅 픽서_1,프로방스 스마트 베리어 메이크업 픽서_0,프로방스 스마트 베리어 메이크업 픽서_1,올데이 필터 픽서_0,올데이 필터 픽서_1,럭스 립 칼라_0,럭스 립 칼라_1,글램락 미스티 로즈_0,글램락 미스티 로즈_1,압솔뤼 루즈_0,압솔뤼 루즈_1,글램락 허쉬 브라운_0,글램락 허쉬 브라운_1,매드 매트 립_0,매드 매트 립_1,르 루즈_0,르 루즈_1,너리싱 립 칼라_0,너리싱 립 칼라_1,데어 루즈 벨벳_0,데어 루즈 벨벳_1,누드롭 듀이스틱_0,누드롭 듀이스틱_1,루즈 아르마니_0,루즈 아르마니_1,립컷 루즈 벨벳_0,립컷 루즈 벨벳_1,스무스 매트 립스틱_0,스무스 매트 립스틱_1,루즈 건 제로_0,루즈 건 제로_1,압솔뤼 루즈 드라마 마뜨_0,압솔뤼 루즈 드라마 마뜨_1,루쥬 알뤼르_0,루쥬 알뤼르_1,아티스트 루즈 매트_0,아티스트 루즈 매트_1,매드 매트 스테인 립_0,매드 매트 스테인 립_1,페이드 매트 립스틱_0,페이드 매트 립스틱_1,루쥬 코코_0,루쥬 코코_1,루쥬 코코 플래쉬_0,루쥬 코코 플래쉬_1,라스트 벨벳 립 틴트 _0,라스트 벨벳 립 틴트 _1,라스트 벨벳 립 틴트  _0,라스트 벨벳 립 틴트  _1,에어 핏 벨벳틴트 _0,에어 핏 벨벳틴트 _1,센슈얼 스파이시 누드 글로스_0,센슈얼 스파이시 누드 글로스_1,에어 핏 벨벳틴트_0,에어 핏 벨벳틴트_1,베르니 아 레브르 바이닐 크림_0,베르니 아 레브르 바이닐 크림_1,과즙팡 무스 틴트_0,과즙팡 무스 틴트_1,에버라스팅 리퀴드 립스틱_0,에버라스팅 리퀴드 립스틱_1
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,38.46153,24.59016,54.7619,4.38596,19.59459,51.85185,65.21739,0.0,0.0,0.0,0.0,100.0,0.0,0.0,69.44444,17.94871,0.0,0.0,0.0,0.0,0.0,24.30939,0.0,48.0,30.76923,22.22222,0.0,0.0,0.0,38.57142,0.0,0.0,0.0,26.92307,0.0,0.0,0.0,43.75,0.0,43.75,72.60273,36.17021,4.20168,21.0084,72.60273,36.17021,62.55506,37.93103,32.65306,16.32653,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51851,40.47619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,73.77049,33.33333,7.01754,17.56756,18.51851,86.95652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.11111,46.15384,0.0,0.0,0.0,0.0,2.48447,27.07182,0.0,28.0,23.07692,22.22222,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,34.61538,15.38461,54.54545,25.0,54.54545,25.0,58.21917,52.48226,0.0,23.52941,58.21917,52.48226,74.44933,27.5862,12.24489,22.44897,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51851,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,54.09836,45.23809,0.0,12.83783,0.0,43.47826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888,35.89743,0.0,0.0,0.0,0.0,5.59006,19.33701,75.0,44.0,23.07692,51.85185,55.55555,0.0,0.0,64.28571,0.0,0.0,100.0,23.07692,78.84615,0.0,0.0,8.75,0.0,8.75,39.04109,52.48226,0.0,32.7731,39.04109,52.48226,50.66079,55.17241,0.0,32.65306,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,26.19047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,0.0,0.0,32.78688,52.38095,7.01754,8.78378,29.62962,34.7826,26.08695,0.0,0.0,0.0,5.10948,0.0,0.0,58.33333,23.07692,0.0,0.0,0.0,0.0,4.96894,27.6243,87.5,0.0,53.84615,55.55555,0.0,0.0,0.0,84.28571,0.0,0.0,19.23076,0.0,38.46153,0.0,54.54545,11.25,54.54545,11.25,50.68493,58.86524,0.0,27.73109,50.68493,58.86524,54.18502,65.51724,0.0,38.77551,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.74074,16.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,38.46153,16.39344,47.61904,4.38596,16.21621,18.51851,26.08695,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,72.22222,30.76923,0.0,0.0,0.0,0.0,14.90683,32.59668,0.0,20.0,61.53846,62.96296,0.0,0.0,0.0,68.57142,14.89361,0.0,0.0,23.07692,50.0,21.15384,72.72727,8.75,72.72727,8.75,29.45205,36.87943,6.72268,21.84873,29.45205,36.87943,65.19823,79.31034,0.0,14.28571,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,19.04761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.01639,35.71428,20.17543,16.89189,29.62962,82.60869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.88888,0.0,0.0,0.0,0.0,0.0,100.0,37.01657,0.0,0.0,57.6923,29.62962,0.0,50.0,0.0,41.42857,10.63829,14.89361,0.0,19.23076,34.61538,25.0,0.0,13.75,0.0,13.75,23.9726,44.68085,0.0,15.12605,23.9726,44.68085,75.77092,55.17241,0.0,34.69387,0.0,0.0
16,0.0,0.0,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.74074,45.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92307,0.0,0.0,0.0,50.81967,14.28571,41.22807,22.97297,22.22222,39.13043,39.13043,0.0,0.0,0.0,3.64963,0.0,0.0,50.0,28.20512,0.0,0.0,0.0,0.0,50.31055,38.67403,100.0,0.0,88.46153,25.92592,0.0,50.0,0.0,34.28571,10.63829,10.63829,26.92307,19.23076,34.61538,19.23076,0.0,12.5,0.0,12.5,50.0,29.07801,4.20168,14.28571,50.0,29.07801,72.68722,44.82758,0.0,22.44897,0.0,0.0
17,0.0,0.0,70.37037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.62962,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,75.40983,52.38095,13.15789,14.18918,25.92592,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,30.76923,0.0,0.0,0.0,0.0,31.98757,28.72928,0.0,32.0,61.53846,22.22222,0.0,0.0,0.0,58.57142,0.0,10.63829,30.76923,34.61538,40.38461,19.23076,0.0,15.0,0.0,15.0,58.21917,70.92198,5.04201,15.12605,58.21917,70.92198,44.05286,27.5862,16.32653,24.48979,0.0,0.0
18,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92307,0.0,0.0,46.15384,63.93442,21.42857,8.77192,14.86486,18.51851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,23.07692,0.0,0.0,0.0,0.0,25.77639,33.70165,0.0,0.0,57.6923,25.92592,0.0,0.0,0.0,40.0,10.63829,0.0,46.15384,23.07692,48.07692,25.0,0.0,12.5,0.0,12.5,42.46575,58.86524,5.04201,24.36974,42.46575,58.86524,31.71806,20.68965,22.44897,20.40816,0.0,0.0
19,0.0,0.0,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,100.0,0.0,44.44444,46.15384,0.0,78.68852,100.0,9.64912,12.83783,0.0,91.30434,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,47.22222,33.33333,0.0,0.0,0.0,0.0,32.60869,33.14917,0.0,0.0,50.0,25.92592,0.0,90.0,0.0,65.71428,0.0,10.63829,0.0,26.92307,36.53846,17.30769,0.0,10.0,0.0,10.0,41.09589,82.97872,9.24369,42.0168,41.09589,82.97872,51.98237,62.06896,32.65306,97.95918,0.0,0.0
20,0.0,0.0,18.51851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,61.53846,0.0,100.0,0.0,91.80327,66.66666,5.26315,14.86486,40.74074,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,31.0559,28.72928,0.0,0.0,19.23076,44.44444,0.0,0.0,13.11475,25.71428,0.0,0.0,0.0,0.0,9.61538,0.0,0.0,13.75,0.0,13.75,39.72602,73.04964,11.7647,61.34453,39.72602,73.04964,30.39647,37.93103,38.77551,67.34693,0.0,0.0
21,0.0,0.0,0.0,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,18.51851,76.19047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,42.30769,0.0,0.0,38.46153,68.85245,73.80952,14.03508,11.48648,33.33333,0.0,43.47826,0.0,0.0,20.20202,0.0,0.0,0.0,47.22222,28.20512,0.0,0.0,0.0,0.0,26.39751,23.7569,0.0,24.0,42.30769,40.74074,0.0,0.0,6.55737,18.57142,25.53191,0.0,0.0,0.0,46.15384,34.61538,45.45454,12.5,45.45454,12.5,36.30136,54.60992,17.64705,100.0,36.30136,54.60992,41.85022,44.82758,14.28571,67.34693,0.0,0.0
22,0.0,0.0,51.85185,70.37037,0.0,0.0,0.0,0.0,0.0,0.0,25.92592,97.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,69.23076,0.0,0.0,0.0,95.08196,19.04761,16.66666,12.83783,48.14814,0.0,100.0,0.0,0.0,0.0,0.0,0.0,71.42857,38.88888,25.64102,0.0,0.0,0.0,0.0,26.70807,35.35911,0.0,24.0,30.76923,29.62962,0.0,0.0,7.37704,30.0,100.0,25.53191,0.0,100.0,13.46153,78.84615,0.0,22.5,0.0,22.5,30.13698,59.57446,72.2689,54.62184,30.13698,59.57446,31.71806,41.37931,34.69387,40.81632,0.0,0.0
23,0.0,0.0,29.62962,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,46.15384,68.85245,64.28571,7.89473,16.21621,40.74074,0.0,65.21739,0.0,0.0,0.0,3.64963,71.42857,48.57142,61.11111,38.46153,0.0,0.0,0.0,0.0,19.87577,20.99447,0.0,40.0,19.23076,0.0,0.0,0.0,9.83606,41.42857,38.29787,100.0,0.0,19.23076,0.0,38.46153,0.0,7.5,0.0,7.5,66.43835,40.42553,85.71428,39.49579,66.43835,40.42553,25.11013,41.37931,22.44897,46.93877,0.0,0.0
24,0.0,0.0,18.51851,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,25.92592,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,57.37704,69.04761,13.15789,13.51351,33.33333,21.73913,86.95652,0.0,0.0,0.0,0.0,48.57142,17.14285,47.22222,17.94871,0.0,0.0,0.0,0.0,22.04968,15.46961,0.0,56.0,0.0,33.33333,0.0,0.0,100.0,37.14285,12.76595,38.29787,0.0,0.0,19.23076,50.0,72.72727,6.25,72.72727,6.25,62.32876,36.87943,91.59663,47.89915,62.32876,36.87943,43.1718,55.17241,24.48979,100.0,0.0,0.0
25,0.0,0.0,18.51851,18.51851,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,76.19047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,42.30769,0.0,0.0,69.23076,63.93442,23.80952,10.52631,42.56756,18.51851,21.73913,43.47826,0.0,0.0,0.0,4.37956,17.14285,48.57142,55.55555,30.76923,0.0,77.77777,0.0,0.0,13.66459,23.7569,87.5,0.0,23.07692,0.0,0.0,0.0,71.31147,31.42857,0.0,12.76595,0.0,0.0,25.0,34.61538,0.0,6.25,0.0,6.25,23.28767,52.48226,71.42857,21.0084,23.28767,52.48226,37.88546,44.82758,20.40816,38.77551,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51851,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,0.0,76.92307,90.16393,45.23809,49.1228,22.97297,77.77777,0.0,34.7826,33.33333,0.0,7.0707,0.0,48.57142,34.28571,25.0,41.02564,52.94117,0.0,0.0,0.0,16.14906,11.04972,0.0,20.0,42.30769,29.62962,100.0,0.0,75.40983,0.0,19.14893,0.0,0.0,26.92307,32.6923,34.61538,45.45454,6.25,45.45454,6.25,37.67123,50.3546,76.47058,16.80672,37.67123,50.3546,27.31277,0.0,97.95918,12.24489,0.0,0.0
27,0.0,0.0,18.51851,51.85185,0.0,0.0,0.0,0.0,0.0,0.0,18.51851,45.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.30769,0.0,0.0,0.0,96.72131,50.0,35.96491,31.08108,18.51851,43.47826,26.08695,53.33333,0.0,0.0,3.64963,34.28571,71.42857,44.44444,30.76923,0.0,0.0,0.0,0.0,18.01242,12.70718,0.0,0.0,26.92307,48.14814,100.0,0.0,40.16393,0.0,0.0,19.14893,0.0,30.76923,36.53846,40.38461,81.81818,10.0,81.81818,10.0,32.87671,34.75177,36.13445,26.05042,32.87671,34.75177,36.12334,65.51724,67.34693,14.28571,0.0,0.0
28,0.0,0.0,37.03703,29.62962,0.0,0.0,0.0,0.0,0.0,0.0,37.03703,54.7619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,46.15384,0.0,0.0,61.53846,96.72131,64.28571,40.35087,30.4054,37.03703,39.13043,82.60869,0.0,0.0,65.65656,0.0,71.42857,57.14285,33.33333,35.89743,0.0,0.0,0.0,0.0,17.08074,38.67403,0.0,24.0,34.61538,37.03703,0.0,0.0,33.60655,0.0,0.0,0.0,23.07692,46.15384,63.46153,48.07692,54.54545,8.75,54.54545,8.75,43.15068,38.29787,13.44537,15.96638,43.15068,38.29787,27.7533,37.93103,67.34693,10.20408,0.0,0.0
29,0.0,0.0,0.0,18.51851,0.0,0.0,0.0,0.0,0.0,0.0,25.92592,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,53.84615,0.0,0.0,0.0,100.0,38.09523,35.96491,25.67567,22.22222,21.73913,39.13043,60.0,0.0,81.81818,3.64963,57.14285,54.28571,44.44444,100.0,0.0,0.0,0.0,0.0,10.559,38.67403,0.0,28.0,0.0,100.0,0.0,100.0,25.40983,8.57142,17.02127,0.0,19.23076,0.0,44.23076,36.53846,0.0,10.0,0.0,10.0,51.36986,31.20567,36.97478,18.48739,51.36986,31.20567,26.43171,37.93103,40.81632,10.20408,0.0,0.0
30,0.0,0.0,0.0,18.51851,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,23.07692,0.0,0.0,0.0,52.45901,38.09523,49.1228,14.86486,40.74074,30.43478,30.43478,53.33333,0.0,76.76767,3.64963,54.28571,57.14285,80.55555,84.61538,0.0,55.55555,0.0,0.0,56.21118,35.35911,0.0,0.0,30.76923,66.66666,0.0,0.0,58.19672,0.0,21.27659,17.02127,19.23076,0.0,15.38461,9.61538,72.72727,0.0,72.72727,0.0,76.02739,33.33333,14.28571,23.52941,76.02739,33.33333,19.38325,55.17241,46.93877,16.32653,0.0,0.0
31,0.0,0.0,18.51851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.14814,26.19047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,19.67213,33.33333,53.50877,25.0,40.74074,0.0,0.0,66.66666,0.0,100.0,5.10948,57.14285,31.42857,63.88888,89.74358,0.0,0.0,0.0,0.0,17.70186,33.14917,0.0,28.0,19.23076,0.0,66.66666,70.0,76.2295,8.57142,53.19148,21.27659,19.23076,0.0,53.84615,46.15384,100.0,23.75,100.0,23.75,65.06849,39.71631,21.0084,52.94117,65.06849,39.71631,25.99118,55.17241,100.0,12.24489,0.0,0.0
32,0.0,0.0,22.22222,18.51851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,46.15384,37.70491,40.47619,47.36842,16.89189,66.66666,0.0,91.30434,73.33333,0.0,35.35353,3.64963,31.42857,22.85714,33.33333,66.66666,0.0,0.0,0.0,0.0,13.66459,16.57458,0.0,24.0,42.30769,0.0,0.0,60.0,51.63934,0.0,51.06382,53.19148,38.46153,0.0,57.6923,13.46153,0.0,11.25,0.0,11.25,58.21917,25.53191,23.52941,27.73109,58.21917,25.53191,26.43171,48.27586,38.77551,20.40816,0.0,0.0
33,0.0,0.0,22.22222,37.03703,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.65573,47.61904,31.57894,27.02702,59.25925,34.7826,30.43478,60.0,0.0,37.37373,0.0,22.85714,20.0,44.44444,35.89743,0.0,0.0,0.0,100.0,15.21739,22.65193,0.0,28.0,46.15384,44.44444,0.0,0.0,59.01639,0.0,34.04255,51.06382,0.0,0.0,63.46153,0.0,72.72727,8.75,72.72727,8.75,35.61643,54.60992,32.7731,16.80672,35.61643,54.60992,29.07488,37.93103,12.24489,0.0,0.0,0.0
34,0.0,0.0,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222,38.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81818,100.0,0.0,0.0,0.0,21.31147,40.47619,37.71929,37.83783,33.33333,30.43478,0.0,33.33333,100.0,15.15151,8.75912,20.0,45.71428,63.88888,66.66666,0.0,0.0,0.0,0.0,10.86956,17.12707,0.0,0.0,26.92307,66.66666,0.0,50.0,47.54098,0.0,21.27659,34.04255,23.07692,0.0,25.0,19.23076,0.0,10.0,0.0,10.0,41.09589,49.64539,27.73109,13.44537,41.09589,49.64539,33.48017,48.27586,14.28571,10.20408,0.0,0.0
35,0.0,0.0,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,30.76923,0.0,38.46153,0.0,22.95081,14.28571,51.75438,31.08108,59.25925,0.0,0.0,46.66666,0.0,12.12121,0.0,45.71428,54.28571,61.11111,28.20512,35.29411,0.0,0.0,0.0,15.52795,11.6022,0.0,0.0,38.46153,51.85185,0.0,50.0,54.09836,0.0,29.78723,21.27659,23.07692,0.0,63.46153,25.0,45.45454,0.0,45.45454,0.0,54.10958,35.46099,21.84873,24.36974,54.10958,35.46099,21.14537,100.0,10.20408,0.0,0.0,0.0
36,0.0,0.0,40.74074,18.51851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.04761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,76.92307,29.50819,52.38095,38.59649,26.35135,55.55555,0.0,0.0,46.66666,0.0,15.15151,0.0,54.28571,60.0,27.77777,23.07692,0.0,0.0,0.0,0.0,18.32298,16.57458,0.0,0.0,19.23076,37.03703,0.0,0.0,44.26229,7.14285,23.40425,29.78723,0.0,0.0,32.6923,32.6923,0.0,0.0,0.0,0.0,23.9726,47.51773,15.12605,27.73109,23.9726,47.51773,29.51541,51.72413,10.20408,20.40816,0.0,0.0
37,0.0,0.0,18.51851,22.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.04761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92307,0.0,0.0,0.0,62.29508,57.14285,52.63157,33.78378,77.77777,39.13043,21.73913,0.0,0.0,20.20202,0.0,60.0,34.28571,44.44444,20.51282,0.0,0.0,0.0,0.0,20.80745,11.6022,0.0,24.0,61.53846,29.62962,0.0,0.0,50.81967,15.71428,0.0,23.40425,0.0,0.0,30.76923,36.53846,54.54545,0.0,54.54545,0.0,15.75342,30.49645,14.28571,16.80672,15.75342,30.49645,25.11013,48.27586,16.32653,34.69387,0.0,0.0
38,0.0,0.0,33.33333,22.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53846,0.0,0.0,0.0,60.65573,33.33333,51.75438,30.4054,62.96296,30.43478,21.73913,0.0,0.0,9.0909,0.0,34.28571,28.57142,47.22222,28.20512,0.0,0.0,0.0,0.0,21.73913,20.44198,0.0,28.0,0.0,22.22222,77.77777,0.0,53.27868,0.0,0.0,0.0,0.0,23.07692,38.46153,63.46153,54.54545,0.0,54.54545,0.0,22.60273,31.20567,15.12605,19.32773,22.60273,31.20567,35.68281,62.06896,12.24489,14.28571,0.0,0.0
39,0.0,0.0,100.0,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,0.0,0.0,46.15384,8.19672,28.57142,34.21052,25.0,51.85185,30.43478,0.0,100.0,0.0,6.0606,0.0,28.57142,17.14285,41.66666,58.97435,0.0,0.0,0.0,0.0,16.14906,15.46961,0.0,0.0,23.07692,44.44444,0.0,0.0,57.37704,0.0,21.27659,0.0,30.76923,19.23076,100.0,44.23076,54.54545,0.0,54.54545,0.0,39.72602,38.29787,24.36974,10.92436,39.72602,38.29787,36.12334,62.06896,20.40816,14.28571,0.0,0.0
40,0.0,0.0,33.33333,25.92592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,30.76923,0.0,0.0,61.53846,59.01639,28.57142,39.47368,38.51351,77.77777,60.86956,43.47826,0.0,71.42857,5.0505,3.64963,17.14285,25.71428,41.66666,38.46153,0.0,0.0,0.0,0.0,18.94409,14.36464,0.0,0.0,19.23076,0.0,0.0,0.0,57.37704,7.14285,0.0,21.27659,23.07692,19.23076,57.6923,15.38461,45.45454,0.0,45.45454,0.0,28.08219,49.64539,42.0168,10.08403,28.08219,49.64539,33.9207,55.17241,0.0,30.61224,0.0,0.0
41,0.0,0.0,59.25925,40.74074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.30769,0.0,0.0,46.15384,37.70491,16.66666,61.4035,33.1081,22.22222,0.0,39.13043,0.0,0.0,5.0505,0.0,25.71428,57.14285,44.44444,53.84615,41.17647,0.0,0.0,0.0,18.63354,8.28729,0.0,32.0,26.92307,0.0,0.0,0.0,29.50819,11.42857,0.0,0.0,88.46153,19.23076,94.23076,53.84615,0.0,0.0,0.0,0.0,23.28767,33.33333,61.34453,10.08403,23.28767,33.33333,33.9207,31.03448,10.20408,22.44897,0.0,0.0
