,슈에무라 하드 포뮬라_0,슈에무라 하드 포뮬라_1,아나스타샤 베버리힐즈 브로우 위즈_0,아나스타샤 베버리힐즈 브로우 위즈_1,아이돈띵쏘 하드 스퀘어 아이브로우 펜슬_0,아이돈띵쏘 하드 스퀘어 아이브로우 펜슬_1,아리따움 아이돌 브로우 파우더 케익_0,아리따움 아이돌 브로우 파우더 케익_1,베네피트 프리사이슬리 마이 브로우 펜슬_0,베네피트 프리사이슬리 마이 브로우 펜슬_1,라네즈 아이브로우 쿠션 카라_0,라네즈 아이브로우 쿠션 카라_1,클리오 킬 브로우 오토 하드 브로우 펜슬_0,클리오 킬 브로우 오토 하드 브로우 펜슬_1,키스미 헤비로테이션 컬러링 아이브로우_0,키스미 헤비로테이션 컬러링 아이브로우_1,베네피트 구프 프루프 브로우 펜슬_0,베네피트 구프 프루프 브로우 펜슬_1,아나스타샤 베버리힐즈 딥브로우 포마드_0,아나스타샤 베버리힐즈 딥브로우 포마드_1,아이오페 아이브로우 오토 펜슬_0,아이오페 아이브로우 오토 펜슬_1,바비브라운 퍼펙틀리 디파인드 롱웨어 브라우 펜슬_0,바비브라운 퍼펙틀리 디파인드 롱웨어 브라우 펜슬_1,미샤 스머지프루프 우드 브로우_0,미샤 스머지프루프 우드 브로우_1,우드버리 하드텍스처 아이브로우_0,우드버리 하드텍스처 아이브로우_1,바비브라운 내추럴 브라우 쉐이퍼_0,바비브라운 내추럴 브라우 쉐이퍼_1,맥 프로 롱웨어 워터프루프 브로우 세트_0,맥 프로 롱웨어 워터프루프 브로우 세트_1,키스미 헤비로테이션 파우더 아이브로우    D 노즈섀도우_0,키스미 헤비로테이션 파우더 아이브로우    D 노즈섀도우_1,스킨푸드 초코 아이브로우 파우더케익_0,스킨푸드 초코 아이브로우 파우더케익_1,베네피트 카 브로우_0,베네피트 카 브로우_1,클리오 킬브로우    mm 슬림테크 하드펜슬_0,클리오 킬브로우    mm 슬림테크 하드펜슬_1,로라메르시에 매트 아이 컬러_0,로라메르시에 매트 아이 컬러_1,바비브라운 아이섀도우_0,바비브라운 아이섀도우_1,홀리카홀리카 피스 매칭 섀도우  매트 _0,홀리카홀리카 피스 매칭 섀도우  매트 _1,미샤 모던 섀도우 이탈프리즘  쉬머 _0,미샤 모던 섀도우 이탈프리즘  쉬머 _1,클리오 프리즘 에어 섀도우 스파클링_0,클리오 프리즘 에어 섀도우 스파클링_1,어반디케이 문더스트 아이섀도우_0,어반디케이 문더스트 아이섀도우_1,바비브라운 럭스 아이섀도우_0,바비브라운 럭스 아이섀도우_1,홀리카홀리카 피스 매칭   구 섀도우 팔레트  머추어 피치 _0,홀리카홀리카 피스 매칭   구 섀도우 팔레트  머추어 피치 _1,에스쁘아 아이섀도우 시퀸_0,에스쁘아 아이섀도우 시퀸_1,로라메르시에 새틴 아이컬러_0,로라메르시에 새틴 아이컬러_1,에뛰드 룩 앳 마이 아이즈  카페 _0,에뛰드 룩 앳 마이 아이즈  카페 _1,홀리카홀리카 피스 매칭 섀도우 쉬머_0,홀리카홀리카 피스 매칭 섀도우 쉬머_1,타르트 타르트레트  인 블룸 클레이 팔레트_0,타르트 타르트레트  인 블룸 클레이 팔레트_1,에뛰드 룩 앳 마이 아이즈  메이플로드   카페 _0,에뛰드 룩 앳 마이 아이즈  메이플로드   카페 _1,바비브라운 스파클 아이섀도우_0,바비브라운 스파클 아이섀도우_1,롬앤 베러 댄 아이즈_0,롬앤 베러 댄 아이즈_1,스틸라 매그니피센트 메탈 글리터   글로우 리퀴드 아이섀도우_0,스틸라 매그니피센트 메탈 글리터   글로우 리퀴드 아이섀도우_1,홀리카홀리카 피스 매칭   구 섀도우 팔레트  어메이징 나이트 _0,홀리카홀리카 피스 매칭   구 섀도우 팔레트  어메이징 나이트 _1,클리오 프로 싱글 섀도우_0,클리오 프로 싱글 섀도우_1,미샤 모던 섀도우 이탈프리즘  매트 _0,미샤 모던 섀도우 이탈프리즘  매트 _1
52,34.09431,88.27519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39043,3.98406,0.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,29.31034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,34.24657,0.0,0.0,0.0,29.41176,74.39613,65.04854,0.0,0.0,0.0,0.0,58.26771,31.61764,0.0,0.0,51.03092,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,18.91891,0.0,0.0,0.0,0.0,0.0,0.0,71.11111,35.48387,21.48148,12.31647,0.0,0.0,0.0,0.0,50.0,49.72677,0.0,0.0
53,35.85329,93.60465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15537,3.98406,28.125,37.5,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,36.20689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,49.31506,0.0,0.0,43.75,0.0,74.39613,57.76699,0.0,0.0,0.0,0.0,100.0,23.52941,0.0,0.0,55.15463,62.18487,0.0,0.0,0.0,0.0,0.0,0.0,25.86206,21.62162,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,59.67741,24.25925,15.00815,0.0,0.0,0.0,0.0,48.21428,50.81967,0.0,0.0
54,37.01347,90.31007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38247,1.99203,0.0,46.875,0.0,31.25,0.0,0.0,0.0,0.0,0.0,46.66666,0.0,0.0,36.20689,32.75862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,100.0,0.0,0.0,0.0,0.0,51.20772,50.97087,0.0,0.0,0.0,0.0,40.15748,50.73529,0.0,0.0,51.37457,43.69747,0.0,0.0,0.0,0.0,0.0,0.0,12.06896,8.1081,0.0,0.0,0.0,0.0,0.0,0.0,35.55555,67.74193,23.88888,11.82707,0.0,0.0,0.0,0.0,46.42857,59.01639,0.0,0.0
55,34.31886,91.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.13147,2.39043,0.0,18.75,77.77777,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.06896,34.48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,53.42465,0.0,0.0,31.25,41.17647,54.58937,52.91262,0.0,0.0,0.0,0.0,48.81889,53.67647,0.0,0.0,44.15807,80.67226,0.0,0.0,0.0,23.33333,0.0,0.0,8.62068,21.62162,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,72.58064,25.0,10.35889,0.0,0.0,0.0,0.0,26.78571,56.8306,0.0,0.0
56,34.88023,91.08527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.90438,1.99203,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7931,25.86206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,49.31506,0.0,0.0,100.0,0.0,82.1256,58.73786,0.0,0.0,0.0,0.0,44.88188,57.35294,0.0,0.0,38.48797,42.0168,0.0,0.0,0.0,0.0,0.0,0.0,13.7931,20.27027,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,56.45161,21.29629,8.80913,0.0,0.0,0.0,0.0,44.64285,43.71584,0.0,0.0
57,35.25449,91.76356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.70916,0.0,28.125,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,94.52054,0.0,0.0,0.0,0.0,70.0483,73.30097,0.0,0.0,0.0,0.0,32.28346,55.14705,0.0,0.0,39.69072,15.12605,0.0,0.0,0.0,0.0,0.0,0.0,18.96551,17.56756,0.0,0.0,0.0,0.0,0.0,0.0,48.88888,95.16129,22.22222,7.9119,0.0,0.0,0.0,0.0,50.0,49.72677,0.0,0.0
58,29.15419,79.74806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.32669,0.0,0.0,65.625,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.20689,29.31034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.20547,0.0,0.0,0.0,0.0,57.97101,60.67961,0.0,0.0,0.0,0.0,37.79527,49.2647,0.0,0.0,39.5189,20.16806,0.0,0.0,0.0,0.0,0.0,0.0,29.31034,28.37837,0.0,0.0,0.0,0.0,0.0,0.0,57.77777,66.12903,20.74074,7.17781,0.0,0.0,0.0,0.0,60.71428,43.16939,0.0,0.0
59,30.61377,82.26744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.92031,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03448,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,47.9452,0.0,0.0,31.25,41.17647,52.17391,39.32038,0.0,0.0,0.0,0.0,45.66929,72.79411,0.0,0.0,36.08247,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,25.86206,35.13513,0.0,0.0,0.0,0.0,0.0,0.0,68.88888,43.54838,20.55555,10.84828,0.0,0.0,0.0,0.0,46.42857,43.16939,0.0,0.0
60,37.05089,90.21317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.54581,0.0,18.75,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.20689,84.48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,39.72602,0.0,0.0,0.0,0.0,55.07246,43.20388,0.0,0.0,0.0,0.0,62.99212,55.88235,0.0,0.0,49.65635,34.45378,0.0,0.0,0.0,0.0,0.0,0.0,96.55172,21.62162,0.0,0.0,0.0,0.0,0.0,0.0,60.0,67.74193,18.88888,13.37683,0.0,0.0,0.0,0.0,33.92857,31.14754,0.0,0.0
61,29178,9810,34153,64543,34153,60022,31451,39643,1432714,4146,260774,4393,78858,78857,4261,85189,48200,2006,31001,6904,788,132815,7343,13906,78112,1182,34153,13846,34153,1325,412165,1441,1207455,4261,1822,1917,32559,522,2892,2009,75815,296089,13906,17336,4627,9005,18854,155548,58250,14330,35162,756040,53718,26307,13539,98816,205753,75013,38643,4220,41109,90586,4627,9005,2314,54272,35580,1284,17952,6193,347972,163613,4559,13974,98816,66528,115682,14081,155548,108727
