,필리밀리 아이 메이크업 브러시 세트_0,필리밀리 아이 메이크업 브러시 세트_1,피카소 NEW     아이섀도우_0,피카소 NEW     아이섀도우_1,다이소 블렌딩총알브러시_0,다이소 블렌딩총알브러시_1,맥     블렌딩 브러시_0,맥     블렌딩 브러시_1,다이소 핑크팝 브러시_0,다이소 핑크팝 브러시_1,맥     아이 쉐이더 브러시_0,맥     아이 쉐이더 브러시_1,리얼 테크닉스 세팅 브러시_0,리얼 테크닉스 세팅 브러시_1,무인양품 치크 브러시_0,무인양품 치크 브러시_1,에뛰드 마이뷰티툴 브러시     파우더_0,에뛰드 마이뷰티툴 브러시     파우더_1,이엘에프 코스메틱스 스몰 테이퍼드 브러시_0,이엘에프 코스메틱스 스몰 테이퍼드 브러시_1,에스쁘아 스키니 픽스 블렌더_0,에스쁘아 스키니 픽스 블렌더_1,미샤 텐션 팩트 퍼프  밀착 _0,미샤 텐션 팩트 퍼프  밀착 _1,리얼 테크닉스 미라클 컴플렉션 스펀지_0,리얼 테크닉스 미라클 컴플렉션 스펀지_1,포니이펙트 스무스 도우 퍼프_0,포니이펙트 스무스 도우 퍼프_1,다이소 블렌딩 퍼프_0,다이소 블렌딩 퍼프_1,미샤 와플 퍼프_0,미샤 와플 퍼프_1,클리오 하이드로 스폰지_0,클리오 하이드로 스폰지_1,스킨푸드 웨지 퍼프_0,스킨푸드 웨지 퍼프_1,다이소 미니파우더퍼프_0,다이소 미니파우더퍼프_1,더샘 쫀쫀 밀착 퍼프_0,더샘 쫀쫀 밀착 퍼프_1,필리밀리 쿠션 팡팡 퍼프_0,필리밀리 쿠션 팡팡 퍼프_1,어퓨 눈사람 퍼프_0,어퓨 눈사람 퍼프_1,헤라 블랙쿠션 퍼프_0,헤라 블랙쿠션 퍼프_1,미샤 워터 인 퍼프_0,미샤 워터 인 퍼프_1,헤라 UV 미스트 쿠션 퍼프_0,헤라 UV 미스트 쿠션 퍼프_1,다이소 PU 물방울 퍼프  개입_0,다이소 PU 물방울 퍼프  개입_1,뷰티블렌더 오리지널 뷰티 블렌더 싱글_0,뷰티블렌더 오리지널 뷰티 블렌더 싱글_1,다이소 물방울퍼프_0,다이소 물방울퍼프_1,베네툴 웨지 스폰지_0,베네툴 웨지 스폰지_1,올리브영 촉촉퍼프_0,올리브영 촉촉퍼프_1,이마트 잘 스며드는 화장솜_0,이마트 잘 스며드는 화장솜_1,카이 EBR 눈썹칼_0,카이 EBR 눈썹칼_1,화이트래빗 플레인 타입_0,화이트래빗 플레인 타입_1,어퓨 노 더티 브러쉬 클렌징 솝_0,어퓨 노 더티 브러쉬 클렌징 솝_1,어퓨 뽀드득 브러쉬 빨래판_0,어퓨 뽀드득 브러쉬 빨래판_1,갸스비 파우더 오일 클리어 페이퍼_0,갸스비 파우더 오일 클리어 페이퍼_1,시루콧토 우루우루 화장솜_0,시루콧토 우루우루 화장솜_1,아리따움 아이돌래쉬 내추럴_0,아리따움 아이돌래쉬 내추럴_1,갸스비 오일클리어 필름   회색_0,갸스비 오일클리어 필름   회색_1,미샤 소프트  겹 화장솜_0,미샤 소프트  겹 화장솜_1
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.07142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0851,25.0,21.5909,0.0,0.0,60.96866,75.29411,0.0,0.0,0.0,0.0,0.0,31.57894,6.66666,0.0,42.26804,34.96503,8.91891,3.51351,0.0,0.0,0.0,0.0,0.0,0.0,34.04761,47.46666,0.0,0.0,42.10526,3.40909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.40425,46.42857,13.63636,0.0,0.0,72.07977,77.64705,0.0,0.0,0.0,0.0,0.0,31.57894,15.23809,0.0,64.94845,48.95104,8.91891,4.05405,0.0,0.0,0.0,0.0,0.0,0.0,30.0,63.2,0.0,0.0,48.24561,3.97727,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43478,0.0,65.95744,67.85714,18.18181,0.0,0.0,63.53276,74.41176,0.0,0.0,0.0,0.0,33.33333,0.0,5.71428,0.0,85.56701,46.85314,5.67567,3.24324,0.0,0.0,0.0,0.0,0.0,0.0,33.80952,51.46666,0.0,0.0,91.66666,4.73484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.87234,67.85714,28.40909,0.0,0.0,72.36467,58.52941,0.0,0.0,0.0,0.0,0.0,26.31578,0.0,0.0,76.28865,44.05594,49.45945,4.59459,0.0,0.0,0.0,0.0,0.0,0.0,41.42857,65.86666,0.0,0.0,93.85964,3.40909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.4468,21.42857,28.40909,0.0,0.0,87.17948,61.47058,0.0,0.0,0.0,0.0,27.77777,57.89473,9.5238,0.0,100.0,55.94405,100.0,8.91891,0.0,0.0,0.0,0.0,0.0,0.0,29.7619,62.13333,0.0,0.0,95.61403,3.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.65957,39.28571,30.68181,0.0,0.0,84.61538,61.7647,0.0,0.0,0.0,0.0,33.33333,57.89473,8.57142,0.0,78.35051,32.86713,65.94594,8.91891,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,69.33333,0.0,0.0,100.0,3.59848,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.64285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.85106,32.14285,34.0909,0.0,0.0,67.52136,64.41176,0.0,0.0,0.0,0.0,0.0,63.15789,25.71428,0.0,71.13402,57.34265,82.43243,5.67567,0.0,0.0,0.0,0.0,0.0,0.0,25.47619,88.26666,0.0,0.0,99.5614,2.8409,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.82978,28.57142,17.04545,0.0,0.0,64.10256,61.7647,0.0,0.0,0.0,0.0,44.44444,0.0,39.04761,0.0,28.86597,31.46853,67.02702,49.45945,0.0,0.0,0.0,0.0,0.0,0.0,25.23809,94.13333,0.0,0.0,81.57894,4.92424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.78723,28.57142,27.27272,0.0,0.0,75.78347,58.23529,0.0,0.0,0.0,0.0,55.55555,26.31578,100.0,0.0,63.91752,36.36363,57.56756,100.0,0.0,0.0,0.0,0.0,0.0,0.0,38.33333,92.26666,0.0,0.0,73.68421,3.0303,12.24489,0.0,0.0,0.0,68.75,92.30769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.21276,42.85714,17.04545,0.0,0.0,61.25356,76.17647,0.0,0.0,0.0,0.0,27.77777,0.0,75.23809,0.0,82.47422,61.53846,57.56756,65.94594,0.0,0.0,0.0,0.0,0.0,0.0,25.47619,83.2,0.0,0.0,53.07017,4.92424,10.20408,0.0,0.0,0.0,100.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.3617,32.14285,12.5,0.0,0.0,100.0,57.94117,0.0,0.0,0.0,0.0,38.88888,0.0,52.38095,0.0,56.70103,41.95804,38.64864,82.43243,0.0,0.0,0.0,0.0,0.0,0.0,37.85714,82.4,0.0,0.0,50.43859,3.40909,12.24489,0.0,0.0,0.0,31.25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.59574,53.57142,31.81818,0.0,0.0,93.44729,67.05882,0.0,0.0,0.0,0.0,50.0,31.57894,37.14285,0.0,62.88659,41.25874,35.67567,67.02702,0.0,0.0,0.0,0.0,0.0,0.0,36.42857,65.33333,0.0,0.0,39.03508,3.59848,53.06122,0.0,0.0,0.0,56.25,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,68.0851,39.28571,31.81818,0.0,0.0,84.61538,61.47058,0.0,0.0,0.0,0.0,33.33333,0.0,36.19047,0.0,67.0103,41.95804,27.29729,57.56756,0.0,0.0,0.0,0.0,0.0,0.0,30.0,89.06666,87.5,0.0,47.36842,7.38636,40.81632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.17391,0.0,95.74468,35.71428,14.77272,0.0,0.0,80.62678,66.47058,0.0,0.0,0.0,0.0,50.0,42.10526,21.90476,0.0,57.73195,37.06293,24.86486,57.56756,0.0,0.0,0.0,0.0,0.0,0.0,32.61904,88.26666,0.0,0.0,61.4035,3.97727,44.89795,0.0,0.0,0.0,37.5,69.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.70212,35.71428,12.5,0.0,0.0,68.94586,61.47058,0.0,0.0,0.0,0.0,38.88888,0.0,20.95238,0.0,43.29896,34.26573,22.97297,38.64864,0.0,0.0,0.0,0.0,0.0,0.0,48.09523,77.86666,0.0,0.0,51.31578,4.92424,30.61224,0.0,0.0,0.0,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43478,0.0,67.02127,64.28571,18.18181,0.0,0.0,63.24786,69.70588,0.0,0.0,0.0,0.0,50.0,0.0,30.47619,0.0,67.0103,39.16083,14.05405,35.67567,0.0,0.0,0.0,0.0,0.0,0.0,53.57142,81.33333,0.0,0.0,56.57894,4.73484,26.53061,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.73913,0.0,72.34042,35.71428,25.0,0.0,0.0,79.20227,81.47058,0.0,0.0,0.0,0.0,33.33333,0.0,43.80952,0.0,58.76288,58.04195,20.27027,27.29729,0.0,0.0,0.0,0.0,0.0,0.0,57.85714,77.33333,0.0,0.0,66.22807,5.68181,28.57142,0.0,0.0,0.0,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.73913,0.0,71.27659,60.71428,32.95454,0.0,0.0,71.50997,67.35294,0.0,0.0,0.0,0.0,33.33333,52.63157,39.04761,0.0,67.0103,53.84615,30.0,24.86486,0.0,0.0,0.0,0.0,0.0,0.0,53.57142,82.66666,0.0,0.0,76.31578,6.0606,26.53061,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,21.73913,0.0,73.40425,50.0,23.86363,0.0,0.0,69.51566,77.05882,0.0,0.0,0.0,0.0,38.88888,42.10526,44.7619,0.0,87.62886,55.24475,25.94594,22.97297,0.0,0.0,0.0,0.0,0.0,0.0,69.5238,91.2,0.0,0.0,68.42105,8.52272,79.59183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.85106,78.57142,19.31818,0.0,0.0,61.82336,76.17647,0.0,0.0,0.0,0.0,0.0,57.89473,30.47619,0.0,74.2268,74.82517,20.54054,14.05405,0.0,0.0,0.0,0.0,0.0,0.0,69.04761,100.0,0.0,0.0,64.03508,5.49242,73.46938,0.0,0.0,0.0,37.5,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71428,50.0,0.0,0.0,0.0,0.0,0.0,21.73913,0.0,87.23404,50.0,15.90909,0.0,0.0,71.79487,67.35294,0.0,0.0,0.0,0.0,61.11111,52.63157,24.7619,0.0,54.63917,59.44055,20.81081,20.27027,0.0,0.0,0.0,0.0,0.0,0.0,87.38095,97.33333,0.0,0.0,52.63157,2.65151,32.65306,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.92857,60.0,0.0,0.0,0.0,0.0,0.0,21.73913,0.0,54.25531,50.0,15.90909,0.0,0.0,81.48148,67.64705,0.0,0.0,0.0,0.0,0.0,84.21052,28.57142,0.0,63.91752,47.55244,38.91891,30.0,0.0,0.0,0.0,0.0,0.0,0.0,78.80952,93.6,0.0,0.0,53.50877,52.8409,87.7551,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.95744,21.42857,28.40909,0.0,0.0,69.51566,62.35294,0.0,0.0,0.0,0.0,38.88888,100.0,20.95238,0.0,71.13402,55.94405,24.86486,25.94594,0.0,0.0,0.0,0.0,0.0,0.0,76.90476,86.66666,100.0,0.0,64.47368,13.25757,44.89795,0.0,0.0,0.0,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.53191,67.85714,22.72727,0.0,0.0,61.25356,65.0,0.0,0.0,0.0,0.0,33.33333,36.8421,17.14285,0.0,74.2268,68.53146,30.81081,20.54054,0.0,0.0,0.0,0.0,0.0,0.0,68.80952,71.2,0.0,0.0,71.49122,16.66666,93.87755,0.0,0.0,0.0,50.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,34.7826,0.0,89.3617,28.57142,17.04545,0.0,0.0,71.79487,75.29411,0.0,0.0,0.0,0.0,0.0,47.36842,0.0,0.0,63.91752,69.93006,21.35135,20.81081,0.0,0.0,0.0,0.0,0.0,0.0,81.90476,89.33333,0.0,0.0,60.52631,60.41666,79.59183,0.0,0.0,0.0,37.5,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.92857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.91489,42.85714,18.18181,0.0,0.0,60.68376,70.88235,0.0,0.0,0.0,0.0,44.44444,36.8421,21.90476,0.0,63.91752,58.74125,12.97297,38.91891,0.0,0.0,0.0,0.0,0.0,0.0,75.71428,72.53333,0.0,0.0,47.80701,70.45454,63.2653,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,60.0,0.0,0.0,0.0,0.0,0.0,21.73913,0.0,98.93617,32.14285,17.04545,0.0,0.0,66.95156,100.0,0.0,0.0,0.0,0.0,0.0,26.31578,18.09523,0.0,71.13402,69.93006,12.7027,24.86486,0.0,0.0,0.0,0.0,0.0,0.0,81.66666,72.8,0.0,0.0,45.17543,55.49242,97.95918,0.0,0.0,0.0,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.64285,0.0,0.0,0.0,0.0,0.0,0.0,30.43478,0.0,75.53191,39.28571,9.0909,0.0,0.0,60.96866,97.94117,0.0,0.0,0.0,0.0,0.0,42.10526,14.28571,0.0,59.79381,91.60839,13.78378,30.81081,0.0,0.0,0.0,0.0,0.0,0.0,80.47619,84.53333,0.0,0.0,39.91228,49.05303,61.22448,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.59574,39.28571,6.81818,0.0,0.0,73.78917,78.82352,0.0,0.0,0.0,0.0,0.0,31.57894,18.09523,0.0,57.73195,71.32867,29.45945,21.35135,0.0,100.0,0.0,0.0,0.0,0.0,81.66666,86.4,0.0,0.0,49.5614,58.90151,75.5102,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.04255,28.57142,26.13636,0.0,0.0,69.80056,77.64705,0.0,0.0,0.0,0.0,38.88888,0.0,10.47619,0.0,45.36082,60.83916,84.05405,12.97297,0.0,83.33333,0.0,0.0,0.0,0.0,80.71428,70.93333,0.0,0.0,46.05263,45.64393,28.57142,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.34042,35.71428,20.45454,0.0,0.0,72.64957,86.17647,0.0,0.0,0.0,0.0,0.0,0.0,18.09523,0.0,81.44329,83.91608,55.4054,12.7027,0.0,0.0,0.0,0.0,0.0,0.0,66.19047,65.33333,0.0,0.0,53.07017,42.42424,65.30612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.21428,0.0,0.0,0.0,0.0,0.0,0.0,60.86956,0.0,70.21276,28.57142,17.04545,0.0,0.0,75.49857,62.94117,0.0,0.0,0.0,0.0,0.0,26.31578,14.28571,0.0,62.88659,97.20279,31.08108,13.78378,0.0,83.33333,0.0,0.0,0.0,0.0,61.42857,75.73333,0.0,0.0,42.10526,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.95744,32.14285,14.77272,0.0,0.0,72.93447,55.29411,0.0,0.0,0.0,0.0,38.88888,0.0,14.28571,0.0,61.85567,92.30769,24.59459,29.45945,0.0,0.0,0.0,0.0,0.0,0.0,100.0,65.33333,0.0,0.0,44.73684,65.71969,67.34693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71428,0.0,0.0,0.0,0.0,0.0,0.0,21.73913,0.0,64.89361,96.42857,27.27272,0.0,0.0,65.81196,56.47058,0.0,0.0,0.0,0.0,27.77777,57.89473,22.85714,0.0,78.35051,100.0,29.18918,84.05405,0.0,83.33333,0.0,0.0,0.0,0.0,92.14285,73.6,0.0,0.0,49.5614,37.12121,87.7551,0.0,0.0,0.0,0.0,69.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.21428,0.0,0.0,0.0,0.0,0.0,0.0,26.08695,0.0,75.53191,100.0,30.68181,0.0,0.0,61.82336,50.29411,0.0,0.0,0.0,0.0,61.11111,36.8421,20.0,0.0,67.0103,62.93706,16.21621,55.4054,0.0,0.0,0.0,0.0,0.0,0.0,66.42857,77.33333,0.0,0.0,34.64912,31.81818,30.61224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,100.0,0.0,0.0,0.0,0.0,0.0,26.08695,0.0,65.95744,42.85714,15.90909,0.0,0.0,69.23076,62.35294,0.0,0.0,0.0,0.0,55.55555,42.10526,11.42857,0.0,25.77319,81.11888,20.81081,31.08108,0.0,83.33333,0.0,0.0,0.0,0.0,90.0,69.59999,0.0,0.0,38.59649,25.0,12.24489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
