,바이탈뷰티 슈퍼 콜라겐_0,바이탈뷰티 슈퍼 콜라겐_1,DHC 아쿠아파워 히알루론산_0,DHC 아쿠아파워 히알루론산_1,하나마이 순수      콜라겐_0,하나마이 순수      콜라겐_1,큐브미 콜라겐 큐브_0,큐브미 콜라겐 큐브_1,베러데이 스킨데이_0,베러데이 스킨데이_1,브이에이피 스킨콜라겐젤리_0,브이에이피 스킨콜라겐젤리_1,애플트리 김약사네 맛있는 이너뷰티 콜라겐C_0,애플트리 김약사네 맛있는 이너뷰티 콜라겐C_1,큐브미 워터뱅크 큐브_0,큐브미 워터뱅크 큐브_1,뉴트리원비비랩 더 콜라겐     _0,뉴트리원비비랩 더 콜라겐     _1,오르비스 콜라겐 엑설런트_0,오르비스 콜라겐 엑설런트_1,소버스 피부   히알루론   _0,소버스 피부   히알루론   _1,하나마이 피쉬      콜라겐_0,하나마이 피쉬      콜라겐_1,이너비 아쿠아스틱_0,이너비 아쿠아스틱_1,그린몬스터 이너뷰티 이너콜라겐_0,그린몬스터 이너뷰티 이너콜라겐_1,경남제약결콜라겐_0,경남제약결콜라겐_1,벨리불리 뷰티젤리 콜라겐 피치_0,벨리불리 뷰티젤리 콜라겐 피치_1,뉴트리원비비랩 더 콜라겐 파우더S_0,뉴트리원비비랩 더 콜라겐 파우더S_1,뉴트리원비비랩 저분자콜라겐_0,뉴트리원비비랩 저분자콜라겐_1,종근당건강 수분충전 아쿠아워너비_0,종근당건강 수분충전 아쿠아워너비_1,종근당건강 아쿠아 콜라겐_0,종근당건강 아쿠아 콜라겐_1,Doctor's BEST엘 카르니틴 푸마르산_0,Doctor's BEST엘 카르니틴 푸마르산_1,바이탈뷰티 슬림컷_0,바이탈뷰티 슬림컷_1,그린몬스터 다이어트  in  녹차카테킨     _0,그린몬스터 다이어트  in  녹차카테킨     _1,칼로바이 다밀 오곡맛_0,칼로바이 다밀 오곡맛_1,프롬바이오 다이어트엔 와일드망고_0,프롬바이오 다이어트엔 와일드망고_1,나우푸드 키토산_0,나우푸드 키토산_1,벨리불리 에너지젤리 아르기닌 레몬_0,벨리불리 에너지젤리 아르기닌 레몬_1,칼로바이 다밀 허니바닐라맛_0,칼로바이 다밀 허니바닐라맛_1,세리박스 세리번 나이트_0,세리박스 세리번 나이트_1,그린몬스터 다이어트 스페셜  가르시니아    _0,그린몬스터 다이어트 스페셜  가르시니아    _1,아리즈웰 웨이크 업 드링크_0,아리즈웰 웨이크 업 드링크_1,소버스 다이어트 린바디 번   컷_0,소버스 다이어트 린바디 번   컷_1,포티포 프로틴 쉐이크_0,포티포 프로틴 쉐이크_1,케이푸드 화이버슬림_0,케이푸드 화이버슬림_1,빼라 다이어트 스텝   할 수 있어_0,빼라 다이어트 스텝   할 수 있어_1,글램디 이너라이트 CLA_0,글램디 이너라이트 CLA_1,더리얼 리얼 가르시니아 버전    _0,더리얼 리얼 가르시니아 버전    _1,CJ제일제당 팻다운 아웃도어_0,CJ제일제당 팻다운 아웃도어_1,뺄리오콜라겟 워터젤리 복숭아맛_0,뺄리오콜라겟 워터젤리 복숭아맛_1,뉴트리디데이 스페셜 올뉴_0,뉴트리디데이 스페셜 올뉴_1
22,87.5,58.1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,64.03508,28.26086,22.04724,0.0,0.0,0.0,1.70648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,86.66666,0.0,0.0,0.0,0.0,0.0,0.0,65.26315,78.94736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.73053,31.65467
23,89.16666,75.22522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.54385,28.26086,28.34645,0.0,0.0,0.0,4.09556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,23.33333,40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,52.63157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.26347,48.20143
24,69.16666,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,73.68421,21.73913,30.70866,0.0,0.0,0.0,3.41296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,60.0,0.0,0.0,0.0,0.0,0.0,0.0,38.94736,47.36842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.72455,48.92086
25,79.58333,79.72972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.68421,0.0,27.55905,0.0,0.0,0.0,3.75426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,49.1228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.92814,32.3741
26,65.41666,78.37837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03508,13.04347,24.01574,0.0,0.0,0.0,6.82593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,34.73684,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.70059,32.3741
27,65.0,95.49549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.43478,31.10236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,0.0,0.0,0.0,0.0,0.0,0.0,50.52631,35.08771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,41.00719
28,75.83333,73.42342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,99.1228,10.86956,28.34645,0.0,0.0,0.0,2.38907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,74.73684,63.15789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.50299,45.32374
29,77.08333,74.32432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,53.50877,10.86956,31.10236,0.0,0.0,0.0,8.87372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,67.36842,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.11377,48.92086
30,71.25,68.01801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,47.36842,0.0,99.60629,0.0,0.0,0.0,9.55631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,30.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,72.63157,78.94736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.27544,50.35971
31,100.0,64.86486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.45614,0.0,100.0,0.0,0.0,0.0,7.50853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.57894,52.63157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.91616,38.12949
32,75.83333,58.55855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,53.50877,17.3913,25.98425,0.0,0.0,0.0,9.21501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,26.66666,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,41.05263,54.38596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.86227,37.41007
33,63.75,70.72072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.75438,0.0,26.77165,0.0,0.0,0.0,5.11945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.66666,0.0,0.0,0.0,0.0,0.0,0.0,36.8421,63.15789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.70059,40.28776
34,82.08333,86.93693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.70175,19.56521,60.62992,0.0,100.0,0.0,6.82593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,65.26315,45.61403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.88622,43.88489
35,75.83333,76.12612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,54.38596,19.56521,59.05511,0.0,0.0,0.0,7.50853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.21052,73.68421,0.0,0.0,0.0,0.0,3.77358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2994,48.20143
36,72.91666,73.42342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.98245,41.30434,22.83464,0.0,0.0,0.0,5.80204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,0.0,0.0,0.0,0.0,0.0,0.0,50.52631,100.0,0.0,0.0,0.0,0.0,0.0,84.61538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.10179,38.84892
37,64.16666,87.83783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5614,13.04347,27.95275,0.0,0.0,0.0,4.09556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,16.66666,60.0,0.0,0.0,0.0,0.0,0.0,0.0,58.94736,78.94736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.88622,36.69064
38,74.58333,62.61261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,70.0,0.0,0.0,0.0,0.0,17.54385,0.0,31.10236,0.0,0.0,0.0,2.73037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.94736,84.21052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2994,23.02158
39,64.58333,87.83783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,14.03508,0.0,25.19685,0.0,0.0,0.0,6.82593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.8421,54.38596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.33333,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.497,27.33812
40,56.25,67.56756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.52631,0.0,30.70866,0.0,0.0,0.0,9.21501,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,23.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.42105,45.61403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.90419,38.84892
41,72.91666,60.81081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,19.29824,21.73913,21.65354,0.0,0.0,0.0,4.77815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,20.0,93.33333,0.0,0.0,0.0,0.0,0.0,0.0,69.47368,73.68421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0958,52.51798
42,72.5,70.27027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89473,32.60869,33.07086,0.0,0.0,0.0,5.11945,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,36.66666,100.0,0.0,0.0,0.0,0.0,0.0,0.0,57.89473,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.66666,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.27544,100.0
43,60.0,67.11711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,6.14035,32.60869,14.56692,0.0,0.0,0.0,3.75426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33333,40.0,0.0,0.0,0.0,0.0,0.0,0.0,76.8421,82.45614,0.0,0.0,0.0,0.0,5.03144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.33532,64.7482
44,58.75,65.76576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,5.26315,13.04347,29.52755,0.0,0.0,0.0,5.11945,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82.10526,70.17543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.91616,82.01438
45,57.91666,63.06306,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77192,21.73913,29.92125,0.0,0.0,0.0,9.89761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,33.33333,40.0,0.0,0.0,0.0,0.0,0.0,0.0,56.8421,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.66666,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.8982,64.7482
46,45.0,75.67567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01754,17.3913,28.74015,0.0,0.0,0.0,4.09556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,43.33333,40.0,0.0,0.0,0.0,0.0,45.45454,0.0,45.26315,57.89473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.47305,41.72661
47,43.75,59.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15789,10.86956,25.59055,0.0,0.0,0.0,7.84982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,53.33333,0.0,0.0,0.0,0.0,81.11888,0.0,43.15789,54.38596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33333,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.69461,58.27338
48,52.08333,54.5045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64912,10.86956,24.40944,0.0,0.0,0.0,4.77815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,33.33333,0.0,0.0,0.0,0.0,96.50349,0.0,68.42105,50.87719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.08982,64.02877
49,61.25,59.9099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.52631,10.86956,14.17322,0.0,0.0,0.0,4.09556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.90909,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,79.72027,0.0,84.21052,73.68421,0.0,0.0,0.0,0.0,0.0,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.92215,69.78417
50,77.5,60.81081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,53.84615,0.0,90.0,0.0,0.0,0.0,0.0,7.01754,0.0,14.17322,0.0,0.0,0.0,4.09556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,16.66666,0.0,0.0,0.0,0.0,0.0,93.70629,0.0,76.8421,82.45614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.54491,53.95683
