,페리페라 잉크 블랙 카라 AD  롱래쉬 컬링 _0,페리페라 잉크 블랙 카라 AD  롱래쉬 컬링 _1,에뛰드 오 마이 래쉬 쌩얼 카라_0,에뛰드 오 마이 래쉬 쌩얼 카라_1,라네즈 제트 컬링 마스카라_0,라네즈 제트 컬링 마스카라_1,키스미 히로인 메이크 롱앤컬 마스카라 EX_0,키스미 히로인 메이크 롱앤컬 마스카라 EX_1,키스미 히로인 메이크 롱앤컬 마스카라 슈퍼 워터프루프_0,키스미 히로인 메이크 롱앤컬 마스카라 슈퍼 워터프루프_1,비바이바닐라 아이크러쉬 서클 볼륨 마스카라 서클 블랙_0,비바이바닐라 아이크러쉬 서클 볼륨 마스카라 서클 블랙_1,미샤 울트라 파워프루프 마스카라  컬 업 볼륨 _0,미샤 울트라 파워프루프 마스카라  컬 업 볼륨 _1,네이처리퍼블릭 프로 터치 시그니처 뮤즈 마스카라_0,네이처리퍼블릭 프로 터치 시그니처 뮤즈 마스카라_1,키스미 히로인 메이크 롱앤컬 마스카라 S 브라운_0,키스미 히로인 메이크 롱앤컬 마스카라 S 브라운_1,미샤 울트라 파워프루프 마스카라 컬업 슬림_0,미샤 울트라 파워프루프 마스카라 컬업 슬림_1,나스 프로 프라임 스머지 프루프 아이섀도우 베이스_0,나스 프로 프라임 스머지 프루프 아이섀도우 베이스_1,맥 프렙 프라임    아워 익스텐드 아이 베이스_0,맥 프렙 프라임    아워 익스텐드 아이 베이스_1,미샤 컬러 픽스 아이 프라이머_0,미샤 컬러 픽스 아이 프라이머_1,VDL 엑스퍼트 컬러 프라이머 포 아이즈_0,VDL 엑스퍼트 컬러 프라이머 포 아이즈_1,어반디케이 아이섀도우 프라이머 포션_0,어반디케이 아이섀도우 프라이머 포션_1,코드글로컬러 L  픽스 온 아이프라이머_0,코드글로컬러 L  픽스 온 아이프라이머_1,어퓨 컬러 락 아이 프라이머_0,어퓨 컬러 락 아이 프라이머_1,바비브라운 롱웨어 아이 베이스_0,바비브라운 롱웨어 아이 베이스_1,나스 스머지 프루프 아이섀도우 베이스_0,나스 스머지 프루프 아이섀도우 베이스_1,스킨푸드 미네랄 아이 컬러 프라이머_0,스킨푸드 미네랄 아이 컬러 프라이머_1,코드글로컬러 G 루미에르 아이 프라이머_0,코드글로컬러 G 루미에르 아이 프라이머_1,투페이스드 섀도우 인슈어런스_0,투페이스드 섀도우 인슈어런스_1,입생로랑 꾸뛰르 아이 프라이머_0,입생로랑 꾸뛰르 아이 프라이머_1,더샘 샘물 아이 프라이머_0,더샘 샘물 아이 프라이머_1,아임미미 아임 스머지 헌터_0,아임미미 아임 스머지 헌터_1,NYX 프루프 잇 워터프루프 아이섀도우 프라이머_0,NYX 프루프 잇 워터프루프 아이섀도우 프라이머_1,정샘물 아티스트 올 픽스 아이 프라이머_0,정샘물 아티스트 올 픽스 아이 프라이머_1,맥퀸뉴욕 듀얼프라이머 포 립앤아이_0,맥퀸뉴욕 듀얼프라이머 포 립앤아이_1,웻앤와일드 포토포커스 아이섀도우 프라이머_0,웻앤와일드 포토포커스 아이섀도우 프라이머_1,더샘 샘물 글리터 아이 프라이머_0,더샘 샘물 글리터 아이 프라이머_1,로라메르시에 매트 레디언스 베이크드 파우더 새틴 하이라이터_0,로라메르시에 매트 레디언스 베이크드 파우더 새틴 하이라이터_1,웻앤와일드 메가글로 하이라이터_0,웻앤와일드 메가글로 하이라이터_1,맥 미네랄라이즈 스킨피니쉬_0,맥 미네랄라이즈 스킨피니쉬_1,베카 쉬머링 스킨 퍼펙터 프레스드 하이라이터_0,베카 쉬머링 스킨 퍼펙터 프레스드 하이라이터_1,맥 엑스트라 디멘션 스킨피니쉬_0,맥 엑스트라 디멘션 스킨피니쉬_1,클리오 프리즘 에어 하이라이터_0,클리오 프리즘 에어 하이라이터_1,슈레피 릿지 하이라이터_0,슈레피 릿지 하이라이터_1,미샤 새틴 하이라이터 이탈프리즘_0,미샤 새틴 하이라이터 이탈프리즘_1,스틸라 헤븐스 휴 하이라이터_0,스틸라 헤븐스 휴 하이라이터_1,베네피트 단델리온 트윙클_0,베네피트 단델리온 트윙클_1
10,0.0,0.0,58.33333,0.0,78.57142,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.64948,51.49253,0.0,0.0,45.83333,72.41379,48.38709,0.0,30.0,25.33333,0.0,0.0,19.47674,46.29629,48.06201,46.51162
11,0.0,0.0,0.0,0.0,17.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.30584,37.31343,0.0,0.0,44.44444,63.7931,85.48387,0.0,31.33333,26.66666,0.0,0.0,19.18604,37.03703,37.2093,51.16279
12,0.0,0.0,58.33333,0.0,0.0,5.20833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.77319,42.53731,0.0,0.0,33.33333,89.65517,66.12903,0.0,60.66666,24.0,0.0,0.0,22.09302,34.25925,69.76744,51.16279
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.83505,65.67164,0.0,0.0,30.55555,77.5862,74.19354,0.0,24.0,26.0,0.0,0.0,25.58139,38.88888,53.48837,53.48837
14,0.0,0.0,0.0,0.0,0.0,5.20833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.08591,58.20895,0.0,0.0,26.38888,74.13793,91.93548,0.0,100.0,20.0,0.0,0.0,27.03488,58.33333,54.26356,56.58914
15,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.64948,43.28358,0.0,0.0,52.77777,89.65517,80.64516,0.0,93.33333,12.0,0.0,0.0,28.19767,34.25925,42.63565,49.6124
16,0.0,0.0,41.66666,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28571,0.0,0.0,0.0,0.0,0.0,31.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.99312,61.19402,0.0,0.0,34.72222,86.20689,69.35483,0.0,45.33333,13.33333,0.0,0.0,24.7093,34.25925,69.76744,42.63565
17,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.44444,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.96219,57.46268,0.0,0.0,30.55555,94.82758,100.0,0.0,38.0,10.0,0.0,0.0,23.8372,50.0,62.0155,54.26356
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.61855,50.74626,0.0,0.0,30.55555,70.68965,77.41935,0.0,62.66666,10.0,0.0,0.0,27.32558,40.74074,50.38759,44.18604
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.58419,84.32835,0.0,0.0,40.27777,84.48275,54.8387,0.0,44.66666,16.66666,0.0,0.0,29.65116,37.03703,51.93798,61.24031
20,0.0,0.0,0.0,0.0,17.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.17525,61.19402,0.0,0.0,54.16666,100.0,87.09677,0.0,46.0,26.0,0.0,0.0,22.96511,55.55555,44.18604,42.63565
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.14776,44.02985,0.0,0.0,48.61111,62.06896,72.58064,0.0,45.33333,39.33333,0.0,0.0,40.69767,46.29629,43.41085,52.71317
22,0.0,0.0,0.0,100.0,0.0,5.20833,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.24054,30.59701,0.0,0.0,65.27777,60.34482,50.0,7.27272,27.33333,27.33333,0.0,0.0,39.82558,64.81481,48.8372,52.71317
23,0.0,0.0,0.0,0.0,25.0,8.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,38.88888,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.42955,34.32835,0.0,0.0,34.72222,56.89655,32.25806,50.90909,29.33333,20.66666,0.0,0.0,30.23255,61.11111,100.0,48.06201
24,0.0,0.0,0.0,0.0,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,63.15789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.42955,64.1791,0.0,0.0,47.22222,94.82758,69.35483,38.78787,17.33333,20.66666,0.0,0.0,29.06976,59.25925,62.0155,37.2093
25,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.52577,44.02985,0.0,0.0,43.05555,67.24137,40.32258,61.21212,36.66666,20.0,0.0,0.0,21.51162,66.66666,48.8372,69.76744
26,0.0,0.0,0.0,0.0,28.57142,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.74226,32.83582,0.0,0.0,47.22222,96.55172,79.03225,29.69696,36.66666,30.0,0.0,0.0,15.40697,54.62962,53.48837,53.48837
27,0.0,0.0,0.0,0.0,0.0,8.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888,0.0,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.86597,29.85074,0.0,0.0,31.94444,44.82758,85.48387,28.48484,36.0,21.33333,0.0,0.0,17.44186,66.66666,44.18604,54.26356
28,0.0,0.0,91.66666,0.0,28.57142,8.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888,100.0,10.20408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.30584,35.82089,0.0,0.0,38.88888,77.5862,70.96774,20.60606,22.66666,20.0,0.0,0.0,20.34883,50.0,51.16279,42.63565
29,0.0,0.0,0.0,0.0,35.71428,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.42955,34.32835,0.0,0.0,36.11111,50.0,72.58064,24.84848,29.33333,14.66666,0.0,0.0,20.63953,60.18518,62.0155,69.76744
30,0.0,0.0,0.0,0.0,25.0,30.20833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,12.24489,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.58762,54.47761,0.0,0.0,100.0,79.31034,74.19354,17.57575,33.33333,18.0,0.0,0.0,15.98837,74.07407,66.66666,62.0155
31,0.0,0.0,66.66666,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.96219,35.82089,0.0,0.0,69.44444,79.31034,59.67741,20.60606,62.0,32.0,0.0,0.0,22.38372,59.25925,54.26356,50.38759
32,0.0,0.0,0.0,0.0,0.0,35.41666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88888,0.0,12.24489,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.61855,44.02985,0.0,0.0,47.22222,44.82758,69.35483,20.60606,68.66666,48.0,0.0,0.0,19.47674,53.7037,43.41085,51.93798
33,0.0,0.0,0.0,0.0,0.0,27.08333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.36769,38.80597,0.0,0.0,75.0,62.06896,66.12903,12.72727,60.66666,30.0,0.0,0.0,20.05813,54.62962,55.03875,44.18604
34,0.0,0.0,0.0,0.0,17.85714,19.79166,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.32653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.64948,54.47761,0.0,0.0,70.83333,63.7931,88.70967,19.39393,36.0,31.33333,0.0,0.0,20.93023,71.29629,46.51162,43.41085
35,0.0,0.0,0.0,0.0,28.57142,22.91666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.58419,44.77611,0.0,0.0,50.0,86.20689,69.35483,18.18181,30.66666,60.66666,0.0,88.88888,18.60465,76.85185,51.93798,48.8372
36,0.0,0.0,0.0,0.0,0.0,39.58333,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.08591,47.76119,0.0,0.0,45.83333,51.72413,74.19354,10.90909,20.0,24.0,0.0,0.0,28.48837,76.85185,60.46511,100.0
37,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.42955,51.49253,0.0,0.0,25.0,56.89655,62.90322,14.54545,28.0,100.0,0.0,0.0,25.58139,59.25925,61.24031,62.0155
38,0.0,0.0,0.0,0.0,17.85714,39.58333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.96219,35.07462,0.0,0.0,44.44444,58.62068,38.70967,13.93939,39.33333,93.33333,0.0,0.0,21.80232,62.03703,64.34108,48.8372
39,0.0,0.0,0.0,0.0,0.0,32.29166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.93127,35.07462,0.0,0.0,63.88888,46.55172,40.32258,23.63636,28.0,45.33333,0.0,0.0,16.86046,71.29629,55.03875,53.48837
40,0.0,0.0,100.0,0.0,0.0,21.875,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.99312,36.56716,0.0,0.0,62.5,72.41379,59.67741,23.63636,36.0,38.0,0.0,0.0,27.90697,81.48148,58.13953,44.18604
41,0.0,0.0,58.33333,0.0,0.0,20.83333,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.58762,50.74626,0.0,0.0,43.05555,89.65517,61.29032,32.72727,40.66666,62.66666,0.0,0.0,28.77906,57.4074,49.6124,51.16279
42,0.0,0.0,83.33333,62.5,0.0,23.95833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.80756,32.83582,0.0,0.0,23.61111,63.7931,61.29032,43.0303,36.0,44.66666,0.0,0.0,26.16279,55.55555,58.13953,62.0155
