,얼라이브 멀티 비타민_0,얼라이브 멀티 비타민_1,스킨톡 뷰티업 필_0,스킨톡 뷰티업 필_1,정관장홍삼정 에브리타임_0,정관장홍삼정 에브리타임_1,네이처스웨이 얼라이브  우먼 구미 비타민_0,네이처스웨이 얼라이브  우먼 구미 비타민_1,솔가 엽산    _0,솔가 엽산    _1,바이탈뷰티 프로바이오_0,바이탈뷰티 프로바이오_1,자로우포뮬러스 자로우 도피러스 이피에스_0,자로우포뮬러스 자로우 도피러스 이피에스_1,나우푸드 엘 시스테인_0,나우푸드 엘 시스테인_1,나트롤 비오틴 맥시멈 스트렝스      mcg_0,나트롤 비오틴 맥시멈 스트렝스      mcg_1,나우푸드 실리마린_0,나우푸드 실리마린_1,아쿠아퍼 베이비 수딩 오인트먼트_0,아쿠아퍼 베이비 수딩 오인트먼트_1,아토팜 수딩젤 로션_0,아토팜 수딩젤 로션_1,그린핑거 마이키즈 얼굴로션_0,그린핑거 마이키즈 얼굴로션_1,아토팜 MLE 로션_0,아토팜 MLE 로션_1,아비노베이비 데일리 모이스춰 로션_0,아비노베이비 데일리 모이스춰 로션_1,아토팜 NEW 판테놀 크림_0,아토팜 NEW 판테놀 크림_1,아토팜 페이스 크림_0,아토팜 페이스 크림_1,녹십자뽀로로 베이비 립크린_0,녹십자뽀로로 베이비 립크린_1,아토팜 판테놀 로션_0,아토팜 판테놀 로션_1,그린핑거 마이키즈 로션_0,그린핑거 마이키즈 로션_1,아비노베이비 엑제마 테라피 모이스처라이징 크림_0,아비노베이비 엑제마 테라피 모이스처라이징 크림_1,프리메라 베이비 아토트리트 크림_0,프리메라 베이비 아토트리트 크림_1,베베가닉    플러스 크림_0,베베가닉    플러스 크림_1,궁중비책 페이스 수딩 로션_0,궁중비책 페이스 수딩 로션_1,오이보스 베이비 집중케어 크림_0,오이보스 베이비 집중케어 크림_1,버츠비 베이비 비 스킨 크림_0,버츠비 베이비 비 스킨 크림_1,더 순수 자연담은 베이비 로션_0,더 순수 자연담은 베이비 로션_1,아토앤오투 옥시젠 베이비 수딩젤_0,아토앤오투 옥시젠 베이비 수딩젤_1,숨37˚ 스위트 스마일 수딩 모이스처라이징 크림_0,숨37˚ 스위트 스마일 수딩 모이스처라이징 크림_1,오이보스 베이비 페이스크림_0,오이보스 베이비 페이스크림_1,그린핑거 촉촉 선 팩트  SPF    PA    _0,그린핑거 촉촉 선 팩트  SPF    PA    _1,닥터아토 수분 촉촉 데일리 선 로션  SPF   PA   _0,닥터아토 수분 촉촉 데일리 선 로션  SPF   PA   _1,그린핑거 야외놀이 선크림  SPF   PA    _0,그린핑거 야외놀이 선크림  SPF   PA    _1,아토팜 톡톡 페이셜 선팩트  SPF   PA    _0,아토팜 톡톡 페이셜 선팩트  SPF   PA    _1,빌리프 해피 보 마일드 선 스크린_0,빌리프 해피 보 마일드 선 스크린_1,선티크 아임세이프 포 베이비 앤 실버  SPF   PA    _0,선티크 아임세이프 포 베이비 앤 실버  SPF   PA    _1,닥터아토 워셔블 선 크림  SPF    PA    _0,닥터아토 워셔블 선 크림  SPF    PA    _1,빌리프 해피 보 선 메탈 쿠션  SPF   PA    _0,빌리프 해피 보 선 메탈 쿠션  SPF   PA    _1,라로슈포제 안뗄리오스 더모 키즈 로션  SPF    PA    _0,라로슈포제 안뗄리오스 더모 키즈 로션  SPF    PA    _1,궁중비책 워터풀 선로션  SPF    PA     _0,궁중비책 워터풀 선로션  SPF    PA     _1
29,39.79135,32.58928,0.0,0.0,54.88215,41.36253,0.0,0.0,72.68847,77.25975,77.61194,82.35294,0.0,0.0,0.0,0.0,0.0,0.0,73.67149,67.22972,0.0,0.0,86.04651,24.57627,0.0,0.0,47.66355,18.90109,0.0,0.0,0.0,0.0,46.51162,65.0,0.0,0.0,44.06779,73.77049,54.21686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,36.81073,30.80357,83.33333,0.0,48.48484,41.84914,0.0,0.0,75.53342,100.0,62.68656,79.41176,0.0,0.0,0.0,0.0,0.0,0.0,72.70531,81.75675,0.0,0.0,82.39202,47.45762,0.0,0.0,50.46728,21.0989,0.0,0.0,0.0,0.0,73.25581,81.0,0.0,0.0,44.06779,55.7377,36.14457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,36.36363,22.17261,0.0,0.0,43.43434,53.52798,0.0,0.0,57.89473,86.48905,73.13432,80.39215,0.0,0.0,61.53846,0.0,0.0,0.0,69.56521,94.93243,0.0,0.0,74.75083,39.8305,0.0,0.0,42.99065,23.73626,0.0,0.0,0.0,0.0,40.69767,64.0,0.0,0.0,27.11864,78.68852,48.19277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,43.07004,20.53571,0.0,0.0,41.41414,37.46958,0.0,0.0,46.51493,83.92007,46.26865,56.86274,0.0,0.0,0.0,0.0,0.0,0.0,77.05314,83.44594,50.0,0.0,65.4485,44.06779,0.0,0.0,34.57943,19.12087,0.0,0.0,0.0,0.0,40.69767,61.0,0.0,0.0,40.67796,72.13114,63.85542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,44.70938,27.08333,0.0,0.0,64.98316,46.22871,0.0,0.0,51.49359,79.54329,55.22388,38.23529,0.0,0.0,69.23076,0.0,0.0,0.0,52.17391,75.33783,41.66666,0.0,63.28903,72.03389,0.0,0.0,35.51401,12.30769,0.0,0.0,0.0,0.0,93.02325,79.0,0.0,0.0,30.50847,68.85245,43.37349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,92.69746,30.95238,0.0,0.0,60.60606,44.03892,0.0,0.0,69.70128,46.81255,49.25373,46.07843,0.0,0.0,53.84615,0.0,0.0,0.0,58.69565,80.74324,0.0,0.0,60.96345,44.06779,55.55555,0.0,59.81308,20.21978,0.0,0.0,0.0,0.0,81.39534,56.99999,0.0,0.0,27.11864,70.4918,73.49397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,53.94932,36.0119,0.0,0.0,59.25925,55.47445,0.0,0.0,69.27453,39.20076,79.10447,48.03921,0.0,0.0,0.0,0.0,0.0,0.0,52.657,49.32432,0.0,0.0,81.22923,26.27118,0.0,0.0,46.72897,29.8901,0.0,0.0,0.0,0.0,50.0,59.0,0.0,0.0,16.94915,37.70491,74.69879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,48.5842,28.125,0.0,0.0,67.34006,47.44525,0.0,0.0,75.24893,43.38725,83.58208,74.5098,0.0,0.0,46.15384,0.0,0.0,0.0,57.48792,65.87837,0.0,0.0,73.42192,26.27118,55.55555,0.0,32.71028,25.05494,0.0,0.0,0.0,0.0,61.6279,61.0,0.0,0.0,11.8644,59.01639,62.6506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,36.66169,26.19047,0.0,0.0,50.16835,48.41849,0.0,0.0,65.5761,58.80114,43.28358,57.84313,0.0,0.0,61.53846,26.31578,0.0,0.0,78.01932,85.81081,0.0,0.0,71.76079,46.61016,0.0,0.0,44.39252,19.34065,0.0,0.0,0.0,0.0,45.34883,100.0,0.0,0.0,27.11864,78.68852,78.31325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,40.38748,50.29761,0.0,0.0,39.39393,54.01459,0.0,0.0,53.20056,51.85537,31.34328,55.88235,0.0,0.0,38.46153,0.0,0.0,0.0,70.0483,95.27027,0.0,0.0,67.77408,22.03389,0.0,0.0,42.99065,14.72527,0.0,0.0,0.0,0.0,60.46511,78.0,0.0,0.0,37.28813,44.26229,26.50602,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,49.62742,24.10714,0.0,0.0,37.03703,47.68856,0.0,0.0,39.8293,51.56993,47.76119,38.23529,0.0,0.0,61.53846,36.8421,0.0,0.0,76.57004,86.14864,0.0,0.0,51.3289,22.03389,0.0,0.0,29.43925,23.51648,0.0,0.0,0.0,0.0,51.16279,90.0,0.0,0.0,15.25423,40.9836,28.91566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,51.71385,25.89285,0.0,0.0,46.46464,38.92944,0.0,0.0,65.71834,45.67078,65.67164,31.37254,0.0,0.0,92.30769,0.0,0.0,0.0,52.657,98.31081,50.0,0.0,46.01328,31.35593,0.0,0.0,43.45794,28.13186,0.0,0.0,0.0,0.0,75.58139,62.0,0.0,0.0,49.15254,49.18032,21.68674,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,56.48286,30.95238,0.0,0.0,75.42087,46.95863,0.0,0.0,87.48221,39.58135,40.2985,51.96078,0.0,0.0,53.84615,0.0,0.0,0.0,52.41545,71.28378,0.0,0.0,51.66112,45.76271,0.0,0.0,46.26168,36.48351,0.0,0.0,0.0,0.0,61.6279,45.0,0.0,0.0,33.8983,39.34426,30.12048,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,52.01192,28.72023,0.0,0.0,60.26936,58.88077,0.0,0.0,88.90469,33.58705,37.31343,57.84313,0.0,0.0,84.61538,26.31578,0.0,0.0,57.24637,43.91891,0.0,0.0,65.78073,55.9322,0.0,0.0,50.46728,50.76923,0.0,0.0,0.0,0.0,67.44186,45.0,0.0,0.0,38.98305,34.42622,49.39759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,62.14605,40.7738,0.0,0.0,63.29966,82.48175,0.0,0.0,65.86059,37.29781,65.67164,67.64705,0.0,0.0,100.0,0.0,0.0,0.0,61.35265,65.2027,0.0,0.0,65.4485,66.10169,0.0,0.0,42.99065,52.96703,0.0,0.0,0.0,0.0,76.74418,47.0,0.0,0.0,32.20338,59.01639,56.6265,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,38.45007,23.06547,0.0,0.0,55.21885,58.15085,0.0,0.0,79.08961,44.05328,80.59701,60.78431,0.0,0.0,69.23076,0.0,0.0,0.0,69.56521,78.71621,58.33333,0.0,56.81063,55.9322,0.0,0.0,48.13084,55.82417,0.0,0.0,0.0,0.0,80.23255,56.99999,0.0,0.0,33.8983,39.34426,31.3253,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,48.73323,25.1488,0.0,0.0,49.49494,51.82481,0.0,0.0,62.3044,35.01427,68.65671,68.62745,0.0,0.0,69.23076,0.0,0.0,0.0,75.84541,85.81081,0.0,0.0,65.78073,57.62711,0.0,0.0,29.90654,65.4945,0.0,0.0,0.0,0.0,48.8372,56.0,0.0,0.0,23.72881,45.90163,38.55421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,54.84351,23.21428,0.0,0.0,44.10774,60.34063,0.0,0.0,57.18349,33.30161,61.19402,48.03921,0.0,0.0,69.23076,31.57894,0.0,0.0,80.91787,88.17567,0.0,0.0,56.81063,38.98305,0.0,0.0,26.16822,59.34065,0.0,0.0,0.0,0.0,51.16279,31.0,0.0,0.0,28.81355,45.90163,36.14457,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,37.10879,22.47023,0.0,0.0,36.70033,60.09732,0.0,0.0,59.8862,27.11703,46.26865,37.2549,0.0,0.0,46.15384,47.36842,0.0,0.0,51.20772,85.47297,0.0,0.0,56.81063,64.40677,0.0,0.0,42.05607,56.04395,0.0,0.0,0.0,0.0,90.69767,40.99999,0.0,0.0,33.8983,42.62295,30.12048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,32.33979,32.8869,0.0,0.0,63.97306,53.28467,0.0,0.0,86.62873,20.17126,35.82089,47.05882,0.0,0.0,46.15384,31.57894,0.0,0.0,56.76328,85.81081,0.0,0.0,59.46843,48.30508,0.0,0.0,46.26168,84.3956,0.0,0.0,0.0,0.0,52.32558,25.0,0.0,0.0,44.06779,27.86885,21.68674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,29.95529,36.45833,0.0,0.0,51.51515,70.3163,0.0,0.0,77.09815,15.60418,67.16417,55.88235,0.0,0.0,0.0,0.0,0.0,0.0,70.0483,65.54054,100.0,0.0,60.46511,38.13559,0.0,0.0,39.25233,88.35164,0.0,0.0,0.0,0.0,79.06976,29.0,0.0,0.0,52.54237,26.2295,33.73493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,30.10432,27.23214,0.0,0.0,53.53535,87.83454,0.0,0.0,60.45519,24.2626,74.62686,73.52941,0.0,0.0,0.0,0.0,0.0,0.0,100.0,86.14864,50.0,0.0,55.48172,52.54237,0.0,0.0,51.86915,100.0,0.0,0.0,0.0,0.0,75.58139,31.0,0.0,0.0,30.50847,37.70491,50.6024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,31.89269,24.85119,100.0,0.0,34.68013,74.45255,0.0,0.0,92.74537,38.15413,49.25373,56.86274,0.0,0.0,53.84615,0.0,0.0,0.0,82.36714,84.79729,0.0,0.0,49.66777,61.01694,0.0,0.0,57.00934,81.0989,0.0,0.0,0.0,0.0,61.6279,58.0,0.0,0.0,25.42372,57.37704,33.73493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,36.36363,22.76785,0.0,0.0,42.08754,87.34793,0.0,0.0,74.2532,53.56803,52.2388,44.11764,0.0,0.0,53.84615,0.0,0.0,0.0,86.71497,94.93243,83.33333,0.0,47.67441,48.30508,0.0,0.0,52.33644,34.94505,0.0,0.0,0.0,0.0,37.2093,43.0,0.0,0.0,13.55932,44.26229,32.53012,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,100.0,18.00595,0.0,0.0,39.73063,81.2652,0.0,0.0,50.9246,60.51379,100.0,31.37254,0.0,0.0,53.84615,31.57894,0.0,0.0,75.36231,81.75675,0.0,100.0,41.52823,50.84745,0.0,0.0,31.7757,21.0989,0.0,0.0,0.0,0.0,44.18604,29.0,0.0,0.0,18.64406,37.70491,25.3012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,55.43964,21.42857,0.0,0.0,43.77104,100.0,0.0,0.0,56.6145,56.61274,56.71641,36.2745,0.0,0.0,0.0,26.31578,0.0,0.0,58.21256,92.22972,0.0,0.0,47.67441,67.79661,0.0,100.0,43.92523,14.06593,0.0,0.0,0.0,0.0,47.67441,27.0,0.0,0.0,27.11864,36.06557,55.42168,50.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55.43964,28.86904,0.0,0.0,52.18855,50.12165,0.0,0.0,96.30156,40.43767,37.31343,43.13725,0.0,0.0,0.0,26.31578,0.0,0.0,59.66183,76.35135,41.66666,0.0,41.52823,100.0,0.0,0.0,56.07476,10.98901,0.0,0.0,0.0,0.0,53.48837,33.0,0.0,0.0,44.06779,40.9836,27.71084,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,35.32041,28.86904,0.0,0.0,76.09427,41.84914,0.0,0.0,89.61593,38.53472,91.04477,50.98039,0.0,0.0,46.15384,47.36842,0.0,0.0,70.5314,46.28378,0.0,0.0,61.6279,90.67796,0.0,0.0,49.06542,17.36263,0.0,0.0,0.0,0.0,61.6279,19.0,0.0,0.0,28.81355,45.90163,26.50602,83.33333,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,29.35916,20.83333,0.0,0.0,50.16835,42.33576,0.0,0.0,79.9431,48.9058,65.67164,68.62745,0.0,0.0,0.0,42.10526,0.0,0.0,79.95169,43.91891,0.0,0.0,43.35548,70.33898,0.0,0.0,61.68224,10.54945,0.0,0.0,0.0,0.0,50.0,22.0,0.0,0.0,44.06779,39.34426,38.55421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,27.12369,23.66071,83.33333,0.0,47.13804,41.60583,0.0,0.0,69.55903,55.28068,49.25373,62.74509,0.0,0.0,53.84615,100.0,0.0,0.0,88.64734,43.91891,50.0,0.0,30.56478,74.57627,0.0,0.0,54.2056,5.71428,0.0,0.0,0.0,0.0,37.2093,38.0,0.0,0.0,55.9322,40.9836,39.75903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,24.14307,20.68452,0.0,0.0,32.65993,37.46958,0.0,0.0,61.30867,48.14462,28.3582,58.82352,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,42.56756,0.0,0.0,20.93023,67.79661,0.0,0.0,38.31775,5.05494,0.0,0.0,0.0,0.0,27.90697,42.0,0.0,0.0,42.37288,91.80327,37.34939,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,32.63785,16.22023,0.0,0.0,62.62626,35.2798,0.0,0.0,52.34708,43.19695,56.71641,50.0,0.0,0.0,53.84615,0.0,0.0,0.0,64.97584,31.75675,0.0,0.0,22.59136,45.76271,0.0,0.0,34.57943,6.81318,0.0,0.0,0.0,0.0,37.2093,45.0,0.0,0.0,35.59322,59.01639,31.3253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,6482,1214,159234,435,776,12484,6482,279861,18362,72688,436,607,158678,150593,6059,10789,1131,3937,3448,10036,1002,992,7176,376466,461,93568041,2772,7176,256370,109772,376466,2772,1190367,376466,60,774,2772,376466,461,93568164,1190367,87207,109772,1669265,25972,109772,207,109772,317,93,109772,577530,442,12583,214,73,1190367,308971,317,170,321327,362,525079,939613,522,9076,674153,5680,14529,1133585,198,329,525079,491456,110,525111,27870,525111,525112,939613
