,유노하나 유노하나 파우더_0,유노하나 유노하나 파우더_1,러쉬 더 컴포터_0,러쉬 더 컴포터_1,플루 바디 밸런스 스크럽_0,플루 바디 밸런스 스크럽_1,비욘드 토탈 리커버리 샤워크림_0,비욘드 토탈 리커버리 샤워크림_1,플루 바디 밸런스 더 프리미엄 에디션_0,플루 바디 밸런스 더 프리미엄 에디션_1,러쉬 섹스 밤_0,러쉬 섹스 밤_1,사봉 바디스크럽   로즈티_0,사봉 바디스크럽   로즈티_1,러쉬 브라이트사이드_0,러쉬 브라이트사이드_1,온더바디 벨먼 내추럴 스파 사해소금 스크럽 바디워시_0,온더바디 벨먼 내추럴 스파 사해소금 스크럽 바디워시_1,비욘드 딥 모이스처 샤워 크림_0,비욘드 딥 모이스처 샤워 크림_1,온더바디 스파 내추럴 테라피 블랙로즈 사해소금 스크럽 바디워시_0,온더바디 스파 내추럴 테라피 블랙로즈 사해소금 스크럽 바디워시_1,러쉬 써니사이드_0,러쉬 써니사이드_1,해피바스 스킨유 스킨에멀전 샤워젤_0,해피바스 스킨유 스킨에멀전 샤워젤_1,러쉬 인터갈락틱_0,러쉬 인터갈락틱_1,사봉 바디스크럽   딜리케이트 자스민_0,사봉 바디스크럽   딜리케이트 자스민_1,지오마 리모델링 스크럽_0,지오마 리모델링 스크럽_1,일리윤 세라마이드 아토     탑투토워시_0,일리윤 세라마이드 아토     탑투토워시_1,지오마 이몰리언트 바디스크럽_0,지오마 이몰리언트 바디스크럽_1,더바디샵 핑크 그레이프후룻 샤워젤_0,더바디샵 핑크 그레이프후룻 샤워젤_1,지오마 피치코코 스크럽_0,지오마 피치코코 스크럽_1,나인위시스 화이트 톤업 바디 세럼  SPF   _0,나인위시스 화이트 톤업 바디 세럼  SPF   _1,겔랑 꼬끄 도르 퍼퓸드 쉬머 파우더 바디   헤어_0,겔랑 꼬끄 도르 퍼퓸드 쉬머 파우더 바디   헤어_1,코스노리 샤이닝 드레스 크림_0,코스노리 샤이닝 드레스 크림_1,오스트레일리안골드 코나커피 태닝로션 브론저  SPF   _0,오스트레일리안골드 코나커피 태닝로션 브론저  SPF   _1,오샐런스 보데나 렉스 스프레이_0,오샐런스 보데나 렉스 스프레이_1,베네피트 훌라 제로 탠 라인 바디 브론저_0,베네피트 훌라 제로 탠 라인 바디 브론저_1,록시땅 피브완 플로라 쉬머링 오일_0,록시땅 피브완 플로라 쉬머링 오일_1,페이스인페이스 원더렉스_0,페이스인페이스 원더렉스_1,러쉬 쉼미 쉼미_0,러쉬 쉼미 쉼미_1,밀키드레스 더 샤인 바디밤_0,밀키드레스 더 샤인 바디밤_1,베네피트 테이크 어 픽쳐 잇 래스트 롱거_0,베네피트 테이크 어 픽쳐 잇 래스트 롱거_1,라네즈 스파클링 바디쿠션_0,라네즈 스파클링 바디쿠션_1,스키니탠    아워 브론저_0,스키니탠    아워 브론저_1,세포라 컬렉션 그래듀얼 셀프 태닝 바디 로션_0,세포라 컬렉션 그래듀얼 셀프 태닝 바디 로션_1,오스트레일리안골드 그래주얼 선레스 셀프태닝 로션_0,오스트레일리안골드 그래주얼 선레스 셀프태닝 로션_1,세포라 컬렉션 글리터 하이라이터 글리터 젤_0,세포라 컬렉션 글리터 하이라이터 글리터 젤_1,부르조아 드 솔레일 브론징 페이스 바디 스프레이_0,나스 모노이 바디 글로우 브론징 바디 오일_0,나스 모노이 바디 글로우 브론징 바디 오일_1,펜티뷰티 바디 라바 바디 루미나이저_0,펜티뷰티 바디 라바 바디 루미나이저_1,러쉬 블랙 스타킹스_0,러쉬 블랙 스타킹스_1
20,0.0,0.0,35.34482,36.11111,40.81632,0.0,0.0,43.75,0.0,0.0,54.04411,47.02702,0.0,0.0,33.33333,0.0,0.0,0.0,73.68421,0.0,0.0,0.0,32.65306,69.64285,0.0,0.0,44.18604,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,35.34482,38.88888,42.85714,0.0,0.0,50.0,0.0,0.0,65.07352,53.24324,0.0,0.0,100.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,58.92857,0.0,0.0,60.46511,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,57.75862,47.22222,53.06122,0.0,0.0,0.0,0.0,0.0,62.86764,44.86486,0.0,0.0,46.66666,50.0,0.0,0.0,31.57894,0.0,0.0,0.0,44.89795,62.5,0.0,0.0,55.81395,38.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,42.24137,30.55555,26.53061,0.0,100.0,37.5,0.0,0.0,53.67647,43.78378,0.0,0.0,53.33333,0.0,0.0,0.0,26.31578,31.25,0.0,0.0,55.10204,57.14285,0.0,0.0,34.88372,36.11111,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,43.96551,40.27777,26.53061,0.0,0.0,37.5,0.0,0.0,63.60294,44.59459,0.0,0.0,33.33333,0.0,0.0,0.0,31.57894,37.5,0.0,0.0,51.0204,46.42857,0.0,0.0,27.90697,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,68.96551,55.55555,22.44897,44.44444,0.0,31.25,0.0,0.0,78.30882,39.72972,0.0,0.0,0.0,93.75,0.0,0.0,73.68421,56.25,0.0,0.0,51.0204,57.14285,0.0,0.0,23.25581,30.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,100.0,20.83333,16.32653,0.0,0.0,62.5,0.0,0.0,58.82352,44.32432,0.0,0.0,53.33333,37.5,0.0,0.0,0.0,0.0,0.0,0.0,55.10204,64.28571,0.0,0.0,30.23255,66.66666,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,64.65517,37.5,0.0,38.88888,0.0,50.0,0.0,0.0,62.5,50.81081,0.0,0.0,60.0,0.0,0.0,0.0,68.42105,43.75,0.0,0.0,71.42857,41.07142,0.0,0.0,48.8372,69.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,50.0,34.72222,12.24489,50.0,0.0,0.0,0.0,0.0,58.45588,48.1081,0.0,0.0,46.66666,37.5,0.0,0.0,78.94736,50.0,0.0,0.0,55.10204,39.28571,0.0,0.0,67.44186,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,47.41379,27.77777,20.40816,38.88888,0.0,37.5,0.0,0.0,48.16176,66.75675,0.0,0.0,0.0,0.0,0.0,0.0,42.10526,0.0,0.0,0.0,51.0204,41.07142,0.0,0.0,83.72093,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,75.0,31.94444,48.97959,44.44444,0.0,87.5,0.0,0.0,58.08823,100.0,0.0,0.0,40.0,0.0,0.0,0.0,47.36842,31.25,0.0,0.0,51.0204,48.21428,0.0,0.0,55.81395,61.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,59.48275,29.16666,36.73469,0.0,0.0,0.0,0.0,0.0,63.23529,67.83783,0.0,0.0,33.33333,37.5,0.0,0.0,52.63157,62.5,0.0,0.0,63.2653,48.21428,0.0,0.0,81.39534,36.11111,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,81.03448,36.11111,65.30612,0.0,0.0,0.0,0.0,0.0,61.7647,69.18918,0.0,0.0,40.0,0.0,0.0,0.0,36.8421,43.75,0.0,0.0,48.97959,55.35714,0.0,0.0,44.18604,63.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,51.72413,31.94444,24.48979,0.0,0.0,0.0,0.0,0.0,57.72058,62.97297,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.10204,46.42857,0.0,0.0,46.51162,69.44444,0.0,0.0,0.0,0.0,55.55555,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,54.31034,43.05555,26.53061,55.55555,0.0,68.75,0.0,0.0,52.20588,66.48648,0.0,0.0,60.0,31.25,0.0,0.0,0.0,31.25,0.0,0.0,38.77551,55.35714,0.0,0.0,39.53488,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,35.34482,27.77777,26.53061,0.0,0.0,75.0,0.0,0.0,43.0147,67.02702,0.0,0.0,80.0,0.0,0.0,0.0,47.36842,50.0,0.0,0.0,65.30612,50.0,0.0,0.0,55.81395,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,75.0,38.88888,48.97959,0.0,0.0,43.75,0.0,0.0,48.89705,72.7027,0.0,0.0,33.33333,0.0,0.0,0.0,31.57894,50.0,0.0,0.0,36.73469,67.85714,0.0,0.0,81.39534,52.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,62.06896,20.83333,22.44897,0.0,0.0,37.5,0.0,0.0,56.25,74.32432,0.0,0.0,0.0,0.0,0.0,0.0,94.73684,0.0,0.0,0.0,57.14285,53.57142,0.0,0.0,72.09302,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,38.7931,41.66666,18.36734,27.77777,0.0,37.5,0.0,0.0,59.92647,71.35135,0.0,0.0,46.66666,0.0,0.0,0.0,42.10526,50.0,0.0,0.0,61.22448,60.71428,0.0,0.0,58.13953,52.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,68.10344,50.0,12.24489,33.33333,0.0,31.25,0.0,0.0,69.11764,71.35135,0.0,0.0,60.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,44.64285,0.0,0.0,37.2093,52.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,61.20689,27.77777,16.32653,0.0,0.0,0.0,0.0,0.0,62.5,66.75675,0.0,0.0,40.0,0.0,0.0,0.0,26.31578,50.0,0.0,0.0,30.61224,42.85714,0.0,0.0,39.53488,52.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,63.7931,36.11111,38.77551,44.44444,0.0,43.75,0.0,0.0,48.16176,71.35135,0.0,0.0,0.0,0.0,0.0,0.0,42.10526,0.0,0.0,0.0,22.44897,60.71428,0.0,0.0,51.16279,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,43.96551,33.33333,100.0,44.44444,0.0,56.25,0.0,0.0,60.29411,72.16216,0.0,0.0,33.33333,43.75,0.0,0.0,0.0,37.5,0.0,0.0,14.28571,64.28571,0.0,0.0,65.11627,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,37.93103,44.44444,71.42857,0.0,0.0,62.5,0.0,0.0,45.95588,64.59459,0.0,0.0,0.0,43.75,0.0,0.0,47.36842,0.0,0.0,0.0,28.57142,75.0,0.0,0.0,72.09302,63.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,59.48275,29.16666,16.32653,0.0,0.0,43.75,0.0,0.0,56.98529,56.48648,0.0,0.0,0.0,0.0,0.0,0.0,63.15789,0.0,0.0,0.0,26.53061,60.71428,0.0,0.0,60.46511,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,43.96551,44.44444,12.24489,61.11111,0.0,31.25,0.0,0.0,59.92647,57.29729,0.0,0.0,33.33333,0.0,0.0,0.0,100.0,43.75,0.0,0.0,48.97959,44.64285,0.0,0.0,72.09302,86.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,49.13793,54.16666,18.36734,0.0,0.0,68.75,0.0,0.0,75.0,52.7027,0.0,0.0,0.0,37.5,0.0,0.0,42.10526,43.75,0.0,0.0,36.73469,55.35714,0.0,0.0,100.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,46.55172,48.61111,10.20408,61.11111,0.0,68.75,0.0,0.0,55.14705,43.24324,0.0,0.0,53.33333,0.0,0.0,0.0,94.73684,0.0,0.0,0.0,32.65306,28.57142,0.0,0.0,60.46511,72.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,41.37931,38.88888,20.40816,33.33333,0.0,37.5,0.0,0.0,49.2647,51.62162,0.0,0.0,33.33333,31.25,0.0,0.0,26.31578,43.75,0.0,0.0,38.77551,33.92857,0.0,0.0,67.44186,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,32.75862,44.44444,22.44897,0.0,0.0,43.75,0.0,0.0,53.30882,56.75675,0.0,0.0,0.0,50.0,0.0,0.0,63.15789,56.25,0.0,0.0,51.0204,64.28571,0.0,0.0,67.44186,36.11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,44.82758,34.72222,18.36734,77.77777,0.0,43.75,0.0,0.0,59.55882,59.18918,0.0,0.0,0.0,37.5,0.0,0.0,57.89473,37.5,0.0,0.0,38.77551,66.07142,0.0,0.0,58.13953,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,58.62068,34.72222,10.20408,0.0,0.0,62.5,0.0,0.0,45.22058,81.62162,0.0,0.0,0.0,0.0,0.0,0.0,68.42105,0.0,0.0,0.0,55.10204,51.78571,0.0,0.0,90.69767,25.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,59.48275,29.16666,12.24489,83.33333,0.0,0.0,0.0,0.0,53.30882,60.54054,0.0,0.0,0.0,0.0,0.0,0.0,36.8421,62.5,0.0,0.0,40.81632,66.07142,0.0,0.0,69.76744,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,34.48275,31.94444,14.28571,0.0,0.0,43.75,0.0,0.0,63.23529,52.16216,0.0,0.0,53.33333,31.25,0.0,0.0,0.0,0.0,0.0,0.0,69.38775,50.0,0.0,0.0,46.51162,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,46.55172,43.05555,16.32653,55.55555,0.0,0.0,0.0,0.0,62.5,54.32432,0.0,0.0,46.66666,0.0,0.0,0.0,47.36842,50.0,0.0,0.0,46.93877,33.92857,0.0,0.0,69.76744,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,30.17241,20.83333,14.28571,0.0,0.0,0.0,0.0,0.0,52.57352,52.43243,0.0,0.0,40.0,37.5,0.0,0.0,0.0,50.0,0.0,0.0,51.0204,60.71428,0.0,0.0,53.48837,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,43.96551,36.11111,20.40816,0.0,0.0,37.5,0.0,0.0,47.05882,56.21621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,65.30612,55.35714,0.0,0.0,74.4186,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
