,레어카인드 미니앨범  집  쉐딩 _0,레어카인드 미니앨범  집  쉐딩 _1,미샤 코튼 컨투어_0,미샤 코튼 컨투어_1,투쿨포스쿨 아트클래스 바이 로댕_0,투쿨포스쿨 아트클래스 바이 로댕_1,삐아 라스트 블러쉬  쉐딩 _0,삐아 라스트 블러쉬  쉐딩 _1,에스쁘아 컨투어 파우더_0,에스쁘아 컨투어 파우더_1,페리페라 잉크 브이 쉐딩_0,페리페라 잉크 브이 쉐딩_1,롬앤 베러 댄 쉐입_0,롬앤 베러 댄 쉐입_1,이글립스 슬림 핏 쉐딩_0,이글립스 슬림 핏 쉐딩_1,아리따움 매직 컨투어링 파우더_0,아리따움 매직 컨투어링 파우더_1,베네피트 훌라 라이트_0,베네피트 훌라 라이트_1,삐아 라스트 컨투어링_0,삐아 라스트 컨투어링_1,블랙루즈 업 앤 다운 트리플 컨투어링_0,블랙루즈 업 앤 다운 트리플 컨투어링_1,이니스프리 마이 컨투어링_0,이니스프리 마이 컨투어링_1,케빈어코인 더 스컬프팅 파우더_0,케빈어코인 더 스컬프팅 파우더_1,미샤 벨벳 라이크 컬러 스틱 쉐딩 _0,미샤 벨벳 라이크 컬러 스틱 쉐딩 _1,클리오 킬 커버 프로 아티스트 리퀴드 쉐이딩_0,클리오 킬 커버 프로 아티스트 리퀴드 쉐이딩_1,맥퀸뉴욕 페이크 업  색 쉐딩_0,맥퀸뉴욕 페이크 업  색 쉐딩_1,어퓨  D 컨투어링 키트_0,어퓨  D 컨투어링 키트_1,에뛰드 음영 컨투어 휠_0,에뛰드 음영 컨투어 휠_1,스킨푸드 슈가 믹스 쉐이딩  다이어트 쿠키 _0,스킨푸드 슈가 믹스 쉐이딩  다이어트 쿠키 _1,네이처리퍼블릭 프로 터치 블러셔 팔레트_0,네이처리퍼블릭 프로 터치 블러셔 팔레트_1,클리오 프로 컨투어 팔레트_0,클리오 프로 컨투어 팔레트_1,캔메이크 노즈섀도우 파우더_0,캔메이크 노즈섀도우 파우더_1,웨이크메이크 컬러 스타일러 믹스 치크_0,웨이크메이크 컬러 스타일러 믹스 치크_1,크리니크 치크 팝 온더글로우 트리오 팔레트_0,크리니크 치크 팝 온더글로우 트리오 팔레트_1,베네피트 블러셔 바 블러쉬 바 _0,베네피트 블러셔 바 블러쉬 바 _1,더밤 오토밤 팔레트_0,더밤 오토밤 팔레트_1,톰포드 뷰티 쉐이드 앤 일루미네이트_0,톰포드 뷰티 쉐이드 앤 일루미네이트_1,더샘 에코 소울 컨투어 팔레트_0,더샘 에코 소울 컨투어 팔레트_1,투페이스드 스위트 피치 글로우 피치 인퓨즈드 하이라이팅 팔레트_0,투페이스드 스위트 피치 글로우 피치 인퓨즈드 하이라이팅 팔레트_1,정샘물 아티스트 컨투어 팔레트_0,정샘물 아티스트 컨투어 팔레트_1,베네피트 치크리더스 핑크 스쿼드_0,베네피트 치크리더스 핑크 스쿼드_1,메이크업포에버 프로 스컬프팅 팔레트_0,메이크업포에버 프로 스컬프팅 팔레트_1,포니이펙트 컨투어링 마스터 팔레트_0,포니이펙트 컨투어링 마스터 팔레트_1,베네피트 치크리더스 미니 핑크 스쿼드_0,베네피트 치크리더스 미니 핑크 스쿼드_1,미샤 글로우  컬러 필터 페이스 팔레트_0,미샤 글로우  컬러 필터 페이스 팔레트_1,스틸라 올 오버 쉬머 듀오_0,스틸라 올 오버 쉬머 듀오_1,아르데코 모스트 원티드 컨투어링 팔레트_0,아르데코 모스트 원티드 컨투어링 팔레트_1,나스 플로럴 리덕스 컬렉션 앤젤 프라이드 치크 팔레트_0,나스 플로럴 리덕스 컬렉션 앤젤 프라이드 치크 팔레트_1,KVD 비건뷰티 셰이드   라이트 페이스 컨투어 팔레트_0,KVD 비건뷰티 셰이드   라이트 페이스 컨투어 팔레트_1
28,0.0,0.0,11.11111,82.5,43.75,85.55555,0.0,0.0,27.55102,37.14285,21.62818,62.63736,20.68965,44.82758,92.30769,0.0,0.0,31.80076,46.25,100.0,41.37931,18.0851,0.0,0.0,31.13207,24.5283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.51515,30.89005,27.65957,21.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,7.4074,50.0,0.0,74.44444,0.0,0.0,20.40816,71.42857,47.26609,52.74725,24.13793,35.86206,0.0,0.0,0.0,32.95019,36.25,31.81818,0.0,15.95744,0.0,0.0,9.43396,27.35849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,28.0303,34.03141,38.29787,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,42.59259,47.5,0.0,75.55555,0.0,0.0,34.69387,42.85714,67.55771,48.90109,25.51724,35.86206,0.0,0.0,3.2258,26.43678,45.0,22.72727,17.24137,14.89361,0.0,0.0,24.5283,42.45283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,16.66666,60.20942,27.65957,34.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,89.35185,62.5,31.25,56.66666,0.0,0.0,100.0,42.85714,100.0,53.2967,31.03448,36.55172,0.0,0.0,0.0,27.96934,48.75,0.0,17.24137,20.21276,0.0,0.0,26.41509,35.84905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,16.66666,100.0,44.68085,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.27659,0.0,0.0,0.0,0.0,0.0,87.5,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,72.68518,50.0,37.5,48.88888,0.0,0.0,80.61224,68.57142,84.56865,47.25274,21.37931,42.06896,0.0,66.66666,17.74193,30.26819,53.75,0.0,31.03448,17.02127,66.66666,0.0,29.24528,27.35849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.42424,59.68586,42.55319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89361,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,45.37037,37.5,0.0,63.33333,0.0,0.0,64.28571,54.28571,53.34143,50.54945,100.0,36.55172,61.53846,0.0,11.82795,29.11877,51.25,27.27272,37.93103,15.95744,0.0,0.0,20.75471,34.90566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.87878,41.36125,38.29787,21.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.63829,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,48.61111,25.0,0.0,54.44444,0.0,0.0,34.69387,34.28571,25.5164,44.50549,42.75862,39.31034,0.0,0.0,11.82795,30.26819,63.75,27.27272,20.68965,14.89361,0.0,0.0,24.5283,30.18867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,51.51515,47.12041,25.53191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.65957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,38.42592,67.5,0.0,45.55555,0.0,0.0,42.85714,42.85714,35.84447,41.75824,51.03448,30.34482,38.46153,0.0,10.21505,45.97701,40.0,0.0,0.0,27.65957,0.0,0.0,27.35849,19.81132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,45.45454,43.45549,38.29787,28.125,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,31.01851,40.0,0.0,48.88888,0.0,0.0,40.81632,37.14285,26.12393,39.01098,44.82758,25.51724,0.0,0.0,17.74193,37.54789,58.75,0.0,27.5862,11.70212,0.0,0.0,42.45283,78.30188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.96969,52.87958,29.78723,28.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,36.57407,50.0,68.75,61.11111,0.0,0.0,41.83673,22.85714,23.8153,39.56043,35.86206,26.20689,0.0,0.0,22.04301,42.14559,41.25,0.0,20.68965,46.80851,0.0,0.0,35.84905,59.43396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0303,80.10471,27.65957,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,34.25925,57.5,100.0,60.0,0.0,0.0,27.55102,25.71428,18.83353,65.93406,35.86206,20.0,0.0,0.0,17.2043,41.37931,53.75,0.0,0.0,74.46808,0.0,0.0,27.35849,36.79245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,52.87958,36.17021,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,22.22222,47.5,43.75,45.55555,0.0,0.0,34.69387,54.28571,17.73997,76.92307,36.55172,20.0,61.53846,0.0,12.90322,40.61302,68.75,36.36363,41.37931,42.55319,0.0,0.0,34.90566,77.35849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39393,54.45026,27.65957,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,33.79629,60.0,50.0,46.66666,0.0,0.0,32.65306,25.71428,22.23572,45.05494,42.06896,28.27586,0.0,0.0,12.90322,19.92337,100.0,0.0,34.48275,26.59574,0.0,0.0,30.18867,33.01886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,45.45454,71.72774,44.68085,18.75,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,24.07407,57.5,62.5,35.55555,0.0,0.0,30.61224,20.0,28.91859,38.46153,36.55172,29.65517,0.0,0.0,7.52688,25.28735,70.0,0.0,48.27586,27.65957,55.55555,0.0,19.81132,19.81132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75757,69.6335,53.19148,15.625,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,21.75925,37.5,68.75,40.0,0.0,0.0,22.44897,34.28571,29.04009,50.54945,39.31034,41.37931,0.0,0.0,15.05376,19.92337,62.5,0.0,37.93103,12.76595,0.0,0.0,78.30188,43.39622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,28.0303,69.6335,21.27659,28.125,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,25.46296,87.5,0.0,55.55555,0.0,0.0,19.38775,28.57142,26.73147,56.04395,30.34482,25.51724,0.0,0.0,22.58064,20.30651,65.0,36.36363,27.5862,22.34042,0.0,0.0,59.43396,34.90566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,24.24242,75.91623,19.14893,31.25,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,65.27777,40.0,0.0,65.55555,0.0,0.0,28.57142,31.42857,19.19805,63.73626,25.51724,18.62068,0.0,0.0,11.82795,25.67049,53.75,36.36363,27.5862,18.0851,0.0,0.0,36.79245,22.6415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.60606,63.87434,29.78723,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.27659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,58.79629,32.5,0.0,53.33333,0.0,0.0,27.55102,22.85714,18.59052,56.5934,26.20689,17.24137,38.46153,0.0,17.2043,27.96934,45.0,59.0909,62.06896,13.82978,0.0,0.0,77.35849,14.15094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,46.96969,62.82722,72.34042,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02127,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,45.37037,32.5,62.5,36.66666,0.0,0.0,36.73469,60.0,25.15188,45.60439,20.0,20.0,0.0,0.0,18.27956,29.88505,61.25,36.36363,41.37931,15.95744,0.0,0.0,33.01886,29.24528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,19.69696,53.9267,25.53191,21.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.06382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,47.22222,70.0,56.25,33.33333,0.0,0.0,36.73469,22.85714,24.17982,51.0989,20.0,15.17241,46.15384,66.66666,16.12903,31.03448,68.75,0.0,65.51724,18.0851,0.0,0.0,19.81132,38.67924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,0.0,0.0,0.0,38.63636,34.03141,29.78723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.29787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,42.59259,42.5,62.5,35.55555,0.0,0.0,17.34693,0.0,19.44106,39.56043,28.27586,13.7931,0.0,0.0,13.44086,19.54022,57.5,0.0,27.5862,18.0851,0.0,0.0,43.39622,31.13207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,29.54545,31.41361,31.91489,15.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.91489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,27.77777,42.5,43.75,54.44444,0.0,0.0,23.46938,48.57142,21.26366,54.94505,29.65517,12.41379,69.23076,0.0,7.52688,21.07279,46.25,27.27272,0.0,12.76595,0.0,0.0,34.90566,32.07547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,18.18181,26.17801,34.04255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,34.25925,77.5,93.75,35.55555,0.0,0.0,30.61224,17.14285,19.92709,51.64835,41.37931,19.31034,0.0,0.0,13.97849,24.90421,33.75,22.72727,17.24137,10.63829,0.0,0.0,22.6415,27.35849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.69696,36.12565,44.68085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.29787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,35.18518,15.0,0.0,61.11111,0.0,0.0,20.40816,22.85714,21.8712,74.17582,25.51724,15.86206,38.46153,0.0,12.36559,24.13793,60.0,0.0,24.13793,52.12765,0.0,0.0,14.15094,15.09433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,19.69696,27.22513,36.17021,0.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,39.81481,55.0,31.25,76.66666,0.0,0.0,22.44897,0.0,19.68408,63.18681,18.62068,13.7931,0.0,0.0,10.21505,35.63218,47.5,0.0,17.24137,72.34042,0.0,0.0,29.24528,33.01886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39393,36.64921,46.80851,18.75,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.34042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,19.9074,42.5,0.0,68.88888,0.0,0.0,26.53061,20.0,19.19805,100.0,17.24137,27.5862,0.0,55.55555,11.29032,29.88505,37.5,0.0,34.48275,44.68085,0.0,0.0,38.67924,23.5849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,29.84293,40.42553,28.125,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,24.07407,50.0,43.75,65.55555,0.0,0.0,30.61224,100.0,16.4034,68.68131,20.0,25.51724,0.0,0.0,13.44086,29.11877,27.5,0.0,24.13793,24.46808,0.0,0.0,31.13207,19.81132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.48484,25.13089,34.04255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02127,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,21.75925,62.5,0.0,77.77777,0.0,0.0,21.42857,62.85714,14.5808,60.43956,15.17241,22.75862,61.53846,66.66666,28.49462,24.90421,30.0,22.72727,27.5862,30.85106,0.0,0.0,32.07547,16.03773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21212,16.23036,55.31914,15.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.63829,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,34.25925,97.5,0.0,73.33333,0.0,0.0,31.63265,14.28571,18.95504,45.60439,13.7931,15.86206,0.0,0.0,38.17204,18.00766,42.5,0.0,27.5862,51.06382,0.0,0.0,27.35849,5.66037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,31.25,0.0,0.0,17.42424,24.08376,36.17021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,25.0,60.0,31.25,50.0,0.0,0.0,12.24489,17.14285,16.28189,75.27472,12.41379,17.93103,0.0,0.0,35.48387,26.05363,55.0,22.72727,20.68965,31.91489,0.0,0.0,15.09433,7.54716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,26.51515,28.27225,29.78723,15.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,15.27777,57.5,37.5,78.88888,0.0,0.0,12.24489,25.71428,12.51518,58.7912,19.31034,22.06896,0.0,0.0,36.0215,18.00766,50.0,31.81818,0.0,54.25531,0.0,0.0,33.01886,10.37735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,24.24242,25.65445,36.17021,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,23.61111,62.5,31.25,50.0,0.0,0.0,25.5102,20.0,15.18833,64.83516,15.86206,18.62068,0.0,0.0,21.50537,31.80076,52.5,22.72727,17.24137,100.0,0.0,0.0,23.5849,6.60377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18181,25.13089,29.78723,21.875,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,17.12962,57.5,0.0,42.22222,0.0,0.0,23.46938,22.85714,14.7023,70.87912,13.7931,33.10344,0.0,0.0,11.82795,30.65134,35.0,22.72727,48.27586,87.23404,0.0,0.0,19.81132,25.47169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,37.5,0.0,0.0,22.72727,17.80104,19.14893,46.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,9774,177248,873488,10667,55516,31766,86784,19221,738200,10329,706915,8198,16216,18869,23094,735474,98504,97949,1423597,10329,784250,13156,2243,322160,198239,1428,143405,85271,1701,387152,5512,1142,20802,2205,73754,40489,122576,211199,387152,24385,14676,9629,7169,7128,3840,124578,821,274174,2740,4125,33841,36139,5027,202019,595,940,158271,7680,523034,11590,10881,7230,1074,8113,100380,10771,1219858,2061,1074,8113,412803,40261,12476,1114,3155,387152,7306,104430,7525,51237
