,양키캔들 라벤더_0,양키캔들 라벤더_1,이니스프리 퍼퓸드 디퓨저        작약_0,이니스프리 퍼퓸드 디퓨저        작약_1,샤프란 꽃담초 섬유탈취제   연꽃_0,샤프란 꽃담초 섬유탈취제   연꽃_1,러비더비 섬유향수 로제_0,러비더비 섬유향수 로제_1,양키캔들 비치워크_0,양키캔들 비치워크_1,샤프란 섬유향수 그레이프향_0,샤프란 섬유향수 그레이프향_1,양키캔들 미드나잇 쟈스민_0,양키캔들 미드나잇 쟈스민_1,조말론 잉글리쉬 페어 앤 프리지아 디퓨저_0,조말론 잉글리쉬 페어 앤 프리지아 디퓨저_1,이니스프리 퍼퓸드 디퓨저        삼나무_0,이니스프리 퍼퓸드 디퓨저        삼나무_1,이니스프리 퍼퓸드 디퓨저        한란_0,이니스프리 퍼퓸드 디퓨저        한란_1,포레오 루나 미니  _0,포레오 루나 미니  _1,클라리소닉 미아 _0,클라리소닉 미아 _1,메이크온 클렌징 인핸서_0,메이크온 클렌징 인핸서_1,클라리소닉 럭스 캐시미어 페이셜 브러쉬_0,클라리소닉 럭스 캐시미어 페이셜 브러쉬_1,클라리소닉 스마트 프로파일_0,클라리소닉 스마트 프로파일_1,프라엘 더마 LED 마스크 BWJ _0,프라엘 더마 LED 마스크 BWJ _1,메르비 피부관리기_0,메르비 피부관리기_1,뉴스킨 에이지락 루미스파_0,뉴스킨 에이지락 루미스파_1,클라리소닉 딥 포어 브러시 헤드_0,클라리소닉 딥 포어 브러시 헤드_1,클렌슈어 갈바닉 미세진동 마사지기_0,클렌슈어 갈바닉 미세진동 마사지기_1,프라엘 갈바닉 이온 부스터_0,프라엘 갈바닉 이온 부스터_1,필립스 루메아 에센셜 IPL 제모기_0,필립스 루메아 에센셜 IPL 제모기_1,누페이스 울트라 리프팅 트리니티_0,누페이스 울트라 리프팅 트리니티_1,클렌슈어 화산석 미세모 회전 클렌징기_0,클렌슈어 화산석 미세모 회전 클렌징기_1,클라리소닉 브라이트 소닉 브러시 헤드_0,클라리소닉 브라이트 소닉 브러시 헤드_1,실큰 플래시앤고 프리덤_0,실큰 플래시앤고 프리덤_1,프라엘 초음파 클렌저_0,프라엘 초음파 클렌저_1,바나브 커버앤클린핏_0,바나브 커버앤클린핏_1,에이뷰티 에그디바이스 _0,에이뷰티 에그디바이스 _1,글램팜 플랫형 GP   _0,글램팜 플랫형 GP   _1,필립스 헤어 드라이어 HP     _0,필립스 헤어 드라이어 HP     _1,다이슨 슈퍼소닉 헤어 드라이어_0,다이슨 슈퍼소닉 헤어 드라이어_1,JMW  M    A  전문가용 헤어드라이어_0,JMW  M    A  전문가용 헤어드라이어_1,보다나 글램웨이브 봉고데기   mm_0,보다나 글램웨이브 봉고데기   mm_1,JMW MA   A  토네이도 드라이기 _0,JMW MA   A  토네이도 드라이기 _1,테팔 드라이기 리스펙트 무빙에어 HV    KO_0,테팔 드라이기 리스펙트 무빙에어 HV    KO_1,보다나 소프트바 판고데기_0,보다나 소프트바 판고데기_1,CKI 미니고데기_0,CKI 미니고데기_1
51,64.10256,53.57142,0.0,0.0,0.0,0.0,50.90909,100.0,48.61111,58.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.74468,35.63829,75.67567,22.72727,0.0,0.0,0.0,0.0,31.0954,70.20725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00461,0.0,47.83393,38.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.80821,33.33333
52,58.97435,64.28571,0.0,0.0,0.0,0.0,100.0,69.04761,19.44444,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.63829,27.12765,43.24324,36.36363,50.87719,0.0,0.0,0.0,32.50883,56.99481,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23325,14.03508,53.24909,62.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.54151,32.19178,30.30303
53,46.15384,71.42857,0.0,0.0,0.0,0.0,83.63636,45.23809,41.66666,41.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.12765,31.91489,70.27027,50.0,29.82456,0.0,0.0,0.0,32.86219,49.74093,0.0,0.0,26.92307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81062,0.0,45.48736,56.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.24187,21.23287,16.66666
54,64.10256,42.85714,0.0,0.0,0.0,0.0,78.18181,83.33333,52.77777,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.91489,25.0,70.27027,68.18181,26.31578,34.28571,0.0,0.0,40.98939,66.06217,0.0,0.0,61.53846,0.0,22.72727,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92609,14.03508,38.26714,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.66064,15.06849,28.0303
55,38.46153,100.0,0.0,0.0,0.0,0.0,74.54545,57.14285,37.5,46.25,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,25.0,38.29787,72.97297,50.0,17.54385,0.0,0.0,0.0,30.03533,68.65284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69515,8.77192,35.19855,29.375,0.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.82671,32.19178,25.0
56,38.46153,85.71428,0.0,0.0,0.0,0.0,50.90909,61.90476,43.05555,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.29787,42.55319,94.59459,68.18181,8.77192,20.0,0.0,0.0,34.27561,54.40414,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0023,10.52631,68.41155,36.875,0.0,47.36842,0.0,0.0,0.0,0.0,0.0,4.5977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.65703,25.34246,30.30303
57,46.15384,92.85714,0.0,0.0,0.0,0.0,43.63636,54.7619,43.05555,55.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.55319,27.12765,67.56756,31.81818,0.0,40.0,0.0,0.0,31.80212,51.81347,0.0,0.0,0.0,0.0,27.27272,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34872,8.77192,51.80505,66.875,0.0,31.57894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.74007,24.65753,20.45454
58,74.35897,89.28571,0.0,0.0,0.0,0.0,58.18181,42.85714,22.22222,46.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.12765,34.57446,43.24324,27.27272,0.0,14.28571,0.0,0.0,27.56183,47.92746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42494,8.77192,40.0722,30.0,0.0,47.36842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.02166,23.28767,17.42424
59,51.28205,32.14285,0.0,0.0,0.0,0.0,81.81818,28.57142,48.61111,49.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.57446,26.59574,37.83783,27.27272,0.0,37.14285,0.0,0.0,29.68197,53.88601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0023,0.0,50.90252,35.0,0.0,31.57894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.23076,27.43682,39.72602,26.51515
60,97.43589,46.42857,0.0,0.0,0.0,0.0,49.0909,50.0,45.83333,53.125,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,26.59574,30.85106,32.43243,40.90909,28.07017,0.0,0.0,0.0,28.6219,58.54922,0.0,0.0,0.0,0.0,27.27272,69.23076,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42494,12.2807,45.30685,40.0,0.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.38267,41.78082,29.54545
61,5676,22809,851,215,1784,291039,102968,6074,25183,1375,643009,80029,1534,22809,11827,6123,215,851,215,1181196,56001,19861,17028,2875,1196,3237,48,2875,45576,11099,614184,3054,120678,46279,14877,25100,2875,61085,5278,5900,11348,97145,8749,47567,44692,16432,1506,14374,2875,61085,217,8025,1458,10639,5522,1030,4285,1031,27170,186695,4621,1629,14028,35388,62617,22654,20547,127551,8238,25733,2976,6390,156391,54327,7628,586447
