,뭄 제모젤 클래식_0,뭄 제모젤 클래식_1,질레트 비너스 스파 면도기_0,질레트 비너스 스파 면도기_1,카이 바디 면도기_0,카이 바디 면도기_1,질레트 비너스 앤 올레이 면도기_0,질레트 비너스 앤 올레이 면도기_1,왁스앤왁싱 전자렌지용 왁스_0,왁스앤왁싱 전자렌지용 왁스_1,카이 퓨어 코마치 여성 면도기_0,카이 퓨어 코마치 여성 면도기_1,질레트 비너스 임브레이스 스냅 면도기_0,질레트 비너스 임브레이스 스냅 면도기_1,지지 브라질리안 비키니 왁스_0,지지 브라질리안 비키니 왁스_1,Nad's내추럴 헤어 리무버 젤_0,Nad's내추럴 헤어 리무버 젤_1,노브랜드  중날 휴대용 면도기_0,노브랜드  중날 휴대용 면도기_1,라보에이치 프로바이오틱스 탈모증상완화 샴푸  두피강화 _0,라보에이치 프로바이오틱스 탈모증상완화 샴푸  두피강화 _1,세바메드 안티 댄드러프 샴푸_0,세바메드 안티 댄드러프 샴푸_1,아모스프로페셔널 녹차실감 샴푸  지성용 _0,아모스프로페셔널 녹차실감 샴푸  지성용 _1,아모스프로페셔널 녹차실감 샴푸  중건성 _0,아모스프로페셔널 녹차실감 샴푸  중건성 _1,암웨이 새티니크 글로시 리페어 샴푸_0,암웨이 새티니크 글로시 리페어 샴푸_1,존프리다 프리즈 이즈 미라큘러스 리커버리 샴푸_0,존프리다 프리즈 이즈 미라큘러스 리커버리 샴푸_1,수아담 클리닉 샴푸_0,수아담 클리닉 샴푸_1,닥터포헤어 씨솔트 스케일러_0,닥터포헤어 씨솔트 스케일러_1,러쉬 씨닉_0,러쉬 씨닉_1,닥터포헤어 피토테라피 샴푸_0,닥터포헤어 피토테라피 샴푸_1,러쉬 빅_0,러쉬 빅_1,암웨이 새티니크 스무드 모이스처 샴푸_0,암웨이 새티니크 스무드 모이스처 샴푸_1,하이앙포레 프리미엄 샴푸_0,하이앙포레 프리미엄 샴푸_1,아모스프로페셔널 칼라포스 프로텍티브 샴푸_0,아모스프로페셔널 칼라포스 프로텍티브 샴푸_1,비욘드 프로페셔널 디펜스 샴푸_0,비욘드 프로페셔널 디펜스 샴푸_1,더프트앤도프트 핑크브리즈 퍼퓸드 헤어 샴푸_0,더프트앤도프트 핑크브리즈 퍼퓸드 헤어 샴푸_1,하호니코 알베르 헤어 샴푸_0,하호니코 알베르 헤어 샴푸_1,로마 너리싱 샴푸_0,로마 너리싱 샴푸_1,러쉬 리햅_0,러쉬 리햅_1,록시땅 NEW 아로마 리페어 샴푸_0,록시땅 NEW 아로마 리페어 샴푸_1,존프리다 프리즈 이즈 미라큘러스 리커버리 컨디셔너_0,존프리다 프리즈 이즈 미라큘러스 리커버리 컨디셔너_1,팬틴 컨디셔닝 린스 극손상 케어_0,팬틴 컨디셔닝 린스 극손상 케어_1,존프리다 풀리페어 하이드레이트 레스큐 딥 컨디셔너_0,존프리다 풀리페어 하이드레이트 레스큐 딥 컨디셔너_1,비욘드 프로페셔널 디펜스 컨디셔너_0,비욘드 프로페셔널 디펜스 컨디셔너_1,엘라스틴 실크리페어 리커버리 컨디셔너_0,엘라스틴 실크리페어 리커버리 컨디셔너_1,엘라스틴 실크 리페어 컨디셔너  시그니처 _0,엘라스틴 실크 리페어 컨디셔너  시그니처 _1,오가니스트 내추럴 모로코 아르간 오일 컨디셔너_0,오가니스트 내추럴 모로코 아르간 오일 컨디셔너_1,로레알 파리 토탈 리페어  컨디셔너_0,로레알 파리 토탈 리페어  컨디셔너_1,미쟝센 안티에이징 린스_0,미쟝센 안티에이징 린스_1,미쟝센 퍼펙트 리페어 린스_0,미쟝센 퍼펙트 리페어 린스_1
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894,17.14285,0.0,55.55555,20.87511,53.09446,34.22818,31.54362,0.0,0.0,50.0,40.32258,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,26.66666,70.27027,83.2,16.26898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14285,0.0,0.0,25.79762,53.74592,46.97986,44.96644,0.0,0.0,52.77777,30.64516,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,20.0,24.32432,53.6,16.26898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,18.51851,21.51321,66.61237,35.57046,28.85906,0.0,0.0,58.33333,22.58064,0.0,0.0,33.33333,21.875,0.0,0.0,0.0,0.0,26.66666,44.59459,53.6,17.57049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578,17.14285,28.57142,18.51851,20.96627,66.28664,40.26845,44.2953,0.0,0.0,47.22222,24.19354,0.0,0.0,47.61904,0.0,0.0,0.0,0.0,0.0,20.0,43.24324,59.2,17.35357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.10526,0.0,0.0,44.44444,20.87511,66.61237,42.95302,34.89932,0.0,0.0,38.88888,41.93548,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,15.55555,55.4054,63.2,14.09978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63157,14.28571,0.0,33.33333,18.23154,50.81433,38.25503,33.55704,0.0,0.0,50.0,16.12903,0.0,0.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,22.97297,49.6,12.1475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.73684,28.57142,0.0,40.74074,14.76754,69.21824,43.62416,33.55704,0.0,0.0,41.66666,32.25806,0.0,0.0,38.09523,0.0,0.0,0.0,0.0,0.0,13.33333,29.72972,63.2,18.22125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.94736,17.14285,23.80952,51.85185,36.46308,61.07491,32.21476,38.25503,0.0,0.0,58.33333,20.96774,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,29.72972,78.4,21.04121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.89473,14.28571,0.0,48.14814,81.76845,58.63192,32.8859,31.54362,0.0,0.0,13.88888,29.03225,0.0,0.0,38.09523,0.0,0.0,0.0,0.0,0.0,11.11111,41.89189,78.4,16.91973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,26.31578,48.57142,33.33333,37.03703,53.41841,69.54397,30.20134,27.51677,0.0,0.0,44.44444,24.19354,0.0,0.0,52.38095,0.0,0.0,0.0,0.0,0.0,0.0,37.83783,59.2,20.39045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894,45.71428,0.0,51.85185,40.38286,61.72638,36.91275,44.2953,0.0,0.0,36.11111,37.09677,0.0,0.0,80.95238,40.625,0.0,0.0,0.0,0.0,15.55555,45.94594,62.4,21.69197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,55.55555,38.10391,58.14332,53.02013,36.24161,0.0,0.0,19.44444,22.58064,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,51.35135,63.2,21.69197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894,22.85714,23.80952,29.62962,30.8113,62.54071,39.59731,24.83221,0.0,0.0,22.22222,38.70967,0.0,0.0,47.61904,0.0,0.0,0.0,0.0,0.0,0.0,12.16216,72.0,17.57049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578,45.71428,0.0,37.03703,28.4412,82.24755,32.21476,49.66442,0.0,0.0,22.22222,35.48387,0.0,0.0,38.09523,0.0,0.0,0.0,0.0,0.0,11.11111,40.54054,64.8,20.17353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578,20.0,23.80952,0.0,100.0,72.14983,32.8859,35.57046,0.0,0.0,36.11111,27.41935,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,0.0,13.51351,71.2,21.47505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36842,20.0,33.33333,44.44444,58.34092,86.80781,37.58389,22.81879,0.0,0.0,16.66666,17.74193,0.0,0.0,42.85714,18.75,0.0,0.0,0.0,0.0,15.55555,12.16216,71.2,24.29501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578,34.28571,0.0,0.0,45.12306,93.32247,44.2953,30.87248,0.0,0.0,27.77777,27.41935,0.0,0.0,57.14285,21.875,0.0,0.0,0.0,0.0,0.0,9.45945,75.2,21.47505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.89473,45.71428,28.57142,55.55555,44.48495,93.6482,36.91275,32.21476,0.0,0.0,22.22222,16.12903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.97297,63.2,18.65509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.74074,45.85232,90.06514,46.30872,30.20134,0.0,0.0,30.55555,25.80645,0.0,0.0,42.85714,0.0,0.0,0.0,0.0,0.0,13.33333,50.0,48.8,18.65509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.28571,0.0,48.14814,33.45487,100.0,32.8859,33.55704,0.0,0.0,41.66666,14.51612,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,20.27027,46.4,15.61822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.10526,20.0,0.0,33.33333,30.08204,62.21498,31.54362,27.51677,0.0,0.0,52.77777,22.58064,0.0,0.0,23.80952,15.625,0.0,0.0,0.0,0.0,0.0,36.48648,52.0,20.82429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.89473,0.0,61.90476,25.92592,28.4412,60.42345,33.55704,27.51677,0.0,0.0,61.11111,22.58064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.89189,65.6,21.69197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36842,22.85714,33.33333,29.62962,26.34457,58.46905,31.54362,25.50335,0.0,0.0,100.0,30.64516,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,11.11111,39.18918,55.2,13.66594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8421,0.0,0.0,0.0,33.1814,70.8469,44.96644,28.18791,0.0,0.0,52.77777,20.96774,0.0,0.0,23.80952,18.75,0.0,0.0,0.0,0.0,11.11111,100.0,53.6,19.52277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,147419,1933,875149,45602,50060,135495,875149,45602,170927,392,36,71,875149,45602,149177,2457,27658,87,2630,3249,295296,726268,632912,1223316,632912,1223316,632912,1223316,5453,3759,117880,453,57,27,10548,15630,25862,1212,7037,632912,7109,17106,132,3759,8648,170999,576,1223316,321,1223316,25948,642381,568,81,1223316,2656,432251,4941,165,1223316,453,117880,383699,6772,453,4014,321,1223316,383699,1223316,383699,123941,1223316,5843,383699,154923,383699,545225,383699,545225
