,그린핑거 촉촉한 자연보습 베이비로션_0,그린핑거 촉촉한 자연보습 베이비로션_1,존슨즈베이비 수딩내추럴 너리싱 로션_0,존슨즈베이비 수딩내추럴 너리싱 로션_1,존슨즈베이비 베드 타임 로션_0,존슨즈베이비 베드 타임 로션_1,아토팜 MLE 크림_0,아토팜 MLE 크림_1,존슨즈베이비 울트라 케어 크림_0,존슨즈베이비 울트라 케어 크림_1,존슨즈베이비 파우더_0,존슨즈베이비 파우더_1,존슨즈베이비 베드타임 오일_0,존슨즈베이비 베드타임 오일_1,존슨즈베이비 레귤러 오일_0,존슨즈베이비 레귤러 오일_1,존슨즈베이비 화이트 후레쉬 로션_0,존슨즈베이비 화이트 후레쉬 로션_1,얼스마마 바텀 밤_0,얼스마마 바텀 밤_1,존슨즈베이비 울트라 케어 로션_0,존슨즈베이비 울트라 케어 로션_1,궁중비책 베이비 로션_0,궁중비책 베이비 로션_1,그린핑거 촉촉한 자연보습 울트라크림_0,그린핑거 촉촉한 자연보습 울트라크림_1,존슨즈베이비 베드타임 파우더_0,존슨즈베이비 베드타임 파우더_1,보타니컬테라피 베이비 로션_0,보타니컬테라피 베이비 로션_1,아토팜 크림 마사지 오일_0,아토팜 크림 마사지 오일_1,그린핑거 힘센 보습 울트라 로션_0,그린핑거 힘센 보습 울트라 로션_1,프리메라 베이비 퓨어 로션_0,프리메라 베이비 퓨어 로션_1,존슨즈베이비 카모마일 오일_0,존슨즈베이비 카모마일 오일_1,존슨즈베이비 수딩내추럴 수드 앤드 프로텍트 밤_0,존슨즈베이비 수딩내추럴 수드 앤드 프로텍트 밤_1,존슨즈베이비 탑투토 워시_0,존슨즈베이비 탑투토 워시_1,아토팜 탑투토 워시_0,아토팜 탑투토 워시_1,얼스마마 앤젤베이비 바디워시앤삼푸_0,얼스마마 앤젤베이비 바디워시앤삼푸_1,궁중비책 베이비 샴푸 바스_0,궁중비책 베이비 샴푸 바스_1,그린핑거 촉촉한 자연보습 베이비워시_0,그린핑거 촉촉한 자연보습 베이비워시_1,존슨즈베이비 베드타임 바스_0,존슨즈베이비 베드타임 바스_1,캘리포니아베이비 카렌듈라 네츄럴 샴푸 앤 바디워시_0,캘리포니아베이비 카렌듈라 네츄럴 샴푸 앤 바디워시_1,무스텔라 젠틀 클렌징 젤_0,무스텔라 젠틀 클렌징 젤_1,누크 클래식 바스앤샤워 밀크_0,누크 클래식 바스앤샤워 밀크_1,누들앤부 NB워시_0,누들앤부 NB워시_1,그린핑거 마이키즈 워시_0,그린핑거 마이키즈 워시_1,그린핑거 마이키즈 샴푸_0,그린핑거 마이키즈 샴푸_1,아토앤오투 약산성 베이비 바스 앤 샴푸_0,아토앤오투 약산성 베이비 바스 앤 샴푸_1,세타필 베이비 샴푸_0,세타필 베이비 샴푸_1,아비노베이비 워시 샴푸_0,아비노베이비 워시 샴푸_1,호호에미 베이비 헤어 바디 클렌저_0,호호에미 베이비 헤어 바디 클렌저_1,유리아쥬 베베 끄렘 라방떼_0,유리아쥬 베베 끄렘 라방떼_1,아토팜 페이셜 폼 워시_0,아토팜 페이셜 폼 워시_1,비욘드 키즈에코 바디 워시_0,비욘드 키즈에코 바디 워시_1,보타니컬테라피 베이비 워시_0,보타니컬테라피 베이비 워시_1
0,0.0,0.0,0.0,0.0,0.0,0.0,35.59782,28.0,28.57142,17.85714,16.59192,8.80663,0.0,0.0,0.0,0.0,0.0,0.0,70.0,45.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.30303,52.0,41.66666,12.82051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,69.41838,88.18011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,30.43478,34.09523,14.28571,17.85714,25.1121,7.84939,0.0,0.0,0.0,0.0,0.0,0.0,61.66666,59.5238,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,34.84848,50.4,0.0,12.82051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,50.0938,64.54033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.10344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0,0.0,41.66666
2,0.0,0.0,0.0,0.0,0.0,38.46153,25.27173,37.71428,17.85714,23.21428,20.17937,6.25398,0.0,30.0,0.0,0.0,0.0,0.0,51.66666,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.30303,62.4,41.66666,35.89743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,57.03564,75.79737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.20689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,41.66666
3,0.0,0.0,0.0,0.0,0.0,0.0,19.83695,33.33333,17.85714,8.92857,13.45291,6.06253,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,45.23809,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.30303,45.6,0.0,15.38461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,66.79174,66.22889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,58.33333
4,0.0,0.0,0.0,0.0,0.0,0.0,15.21739,40.7619,23.21428,26.78571,26.90582,7.9132,0.0,0.0,0.0,0.0,0.0,0.0,36.66666,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.84848,64.8,41.66666,28.20512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,69.98123,63.22701,0.0,0.0,0.0,0.0,100.0,100.0,0.0,72.41379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,27.44565,40.95238,8.92857,16.07142,27.35426,8.93426,0.0,0.0,0.0,0.0,0.0,0.0,50.0,59.5238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.24242,57.6,0.0,35.89743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,61.35084,49.71857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333
6,0.0,0.0,0.0,0.0,0.0,0.0,36.41304,40.19047,26.78571,8.92857,19.73094,8.74282,0.0,0.0,0.0,0.0,0.0,0.0,56.66666,54.7619,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75757,50.4,0.0,30.76923,0.0,0.0,44.44444,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,90.43151,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.36363,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,41.66666
7,0.0,0.0,0.0,0.0,0.0,0.0,41.30434,40.38095,16.07142,0.0,19.73094,8.679,0.0,0.0,0.0,62.5,0.0,0.0,83.33333,52.38095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39393,72.8,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,36.0,68.66791,75.0469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666
8,0.0,0.0,0.0,0.0,0.0,0.0,37.22826,54.66666,8.92857,8.92857,28.69955,7.78557,0.0,0.0,0.0,0.0,0.0,0.0,96.66666,90.47619,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39393,80.8,0.0,17.94871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,42.0,64.72795,77.67354,0.0,0.0,0.0,0.0,0.0,0.0,100.0,48.27586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,29.41176,0.0,0.0,0.0,50.0
9,0.0,0.0,0.0,0.0,0.0,0.0,36.68478,100.0,0.0,16.07142,23.31838,10.2744,0.0,0.0,0.0,0.0,0.0,0.0,90.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39393,71.2,0.0,0.0,0.0,0.0,38.88888,0.0,0.0,0.0,0.0,0.0,45.45454,16.0,78.98686,84.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.62068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,32.60869,68.7619,8.92857,10.71428,30.04484,8.23229,0.0,0.0,0.0,0.0,0.0,0.0,88.33333,59.5238,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.96969,68.79999,0.0,0.0,71.42857,71.42857,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,75.42213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,45.45454,0.0,37.5,77.71428,16.07142,17.85714,33.18385,9.95532,0.0,25.0,0.0,0.0,0.0,0.0,65.0,88.09523,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0909,68.79999,0.0,17.94871,71.42857,71.42857,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,93.05816,69.41838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,0.0,0.0,0.0,50.0
12,0.0,0.0,0.0,62.5,0.0,0.0,44.56521,65.14285,10.71428,19.64285,34.97757,10.97638,0.0,0.0,0.0,0.0,0.0,0.0,81.66666,40.47619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.48484,84.0,41.66666,35.89743,0.0,0.0,38.88888,61.53846,0.0,0.0,0.0,0.0,0.0,44.0,88.18011,50.0938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,31.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,41.17647,0.0,0.0,0.0,41.66666
13,0.0,0.0,0.0,0.0,45.45454,0.0,55.97826,52.19047,17.85714,0.0,48.87892,10.6573,0.0,35.0,0.0,0.0,0.0,0.0,81.66666,38.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.60606,75.2,41.66666,30.76923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,75.0469,57.03564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0,45.45454,50.0
14,0.0,0.0,0.0,0.0,54.54545,38.46153,47.82608,51.04761,19.64285,17.85714,41.2556,10.14677,0.0,0.0,0.0,0.0,0.0,0.0,91.66666,69.04761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.30303,57.6,0.0,33.33333,0.0,0.0,0.0,61.53846,0.0,0.0,0.0,0.0,0.0,30.0,65.47842,66.79174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,53.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.61904,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,45.45454,0.0,52.98913,61.90476,0.0,32.14285,40.35874,10.6573,0.0,0.0,0.0,75.0,0.0,0.0,83.33333,57.14285,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18181,88.0,50.0,0.0,71.42857,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,54.78424,69.98123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13793,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,29.41176,0.0,0.0,54.54545,83.33333
16,0.0,0.0,0.0,0.0,100.0,0.0,49.45652,90.66666,17.85714,21.42857,41.70403,8.35992,0.0,0.0,0.0,0.0,0.0,0.0,65.0,40.47619,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,15.15151,56.0,50.0,100.0,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,30.0,83.48968,61.35084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.62068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,40.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.38095,47.05882,0.0,0.0,45.45454,0.0
17,0.0,0.0,0.0,62.5,0.0,0.0,53.80434,86.09523,32.14285,16.07142,39.91031,9.18953,0.0,0.0,0.0,0.0,0.0,0.0,48.33333,69.04761,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21212,88.8,58.33333,28.20512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,78.79924,90.43151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,0.0,0.0,0.0,58.33333
18,0.0,0.0,0.0,0.0,54.54545,0.0,58.96739,26.85714,21.42857,37.5,53.36322,10.2744,0.0,0.0,0.0,0.0,0.0,0.0,73.33333,80.95238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.78787,71.2,0.0,23.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,71.29455,68.66791,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,44.82758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,22.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,76.90217,18.09523,16.07142,10.71428,38.56502,12.50797,0.0,0.0,0.0,0.0,0.0,0.0,65.0,61.90476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.78787,73.6,0.0,0.0,0.0,0.0,27.77777,46.15384,0.0,0.0,0.0,0.0,0.0,10.0,61.91369,64.72795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,0.0
20,0.0,0.0,0.0,0.0,45.45454,76.92307,95.38043,14.85714,37.5,30.35714,44.39461,13.0185,0.0,0.0,0.0,0.0,0.0,0.0,75.0,45.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0303,75.2,58.33333,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,24.0,61.16322,78.98686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,0.0,0.0,0.0,54.54545,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,87.77173,9.33333,10.71428,23.21428,43.49775,14.55009,0.0,0.0,0.0,0.0,0.0,0.0,80.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0909,78.4,0.0,15.38461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,58.34896,100.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,41.37931,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,93.20652,17.14285,30.35714,14.28571,37.66816,11.86981,0.0,0.0,0.0,0.0,0.0,0.0,81.66666,45.23809,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,82.4,58.33333,17.94871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,46.0,54.03377,93.05816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.06896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,29.41176,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,72.2826,22.28571,23.21428,30.35714,28.25112,8.16847,0.0,0.0,0.0,0.0,0.0,0.0,90.0,54.7619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.12121,67.2,91.66666,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,62.85178,88.18011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.72413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.27272,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,29.41176,0.0,0.0,63.63636,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,76.08695,15.61904,14.28571,19.64285,25.1121,8.48755,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42.85714,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0303,84.8,50.0,12.82051,0.0,0.0,44.44444,0.0,0.0,0.0,0.0,0.0,0.0,42.0,84.24015,75.0469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.81818,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,0.0,0.0,0.0,54.54545,41.66666
25,0.0,0.0,0.0,0.0,0.0,0.0,46.73913,11.23809,30.35714,14.28571,28.69955,7.72176,0.0,0.0,0.0,0.0,0.0,0.0,61.66666,30.95238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.81818,72.8,50.0,12.82051,0.0,0.0,77.77777,0.0,0.0,0.0,0.0,0.0,45.45454,30.0,78.04878,65.47842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.68965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,0.0,0.0,54.54545,0.0
26,0.0,0.0,0.0,0.0,100.0,46.15384,63.31521,13.90476,19.64285,25.0,35.87443,9.31716,0.0,0.0,0.0,100.0,0.0,0.0,80.0,40.47619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,43.2,41.66666,12.82051,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.11069,54.78424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.81818,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,35.29411,0.0,0.0,63.63636,41.66666
27,0.0,0.0,0.0,62.5,0.0,0.0,86.1413,12.19047,14.28571,8.92857,49.77578,13.59285,70.0,0.0,0.0,0.0,0.0,0.0,76.66666,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,71.21212,55.2,0.0,20.51282,0.0,0.0,33.33333,46.15384,0.0,0.0,0.0,0.0,54.54545,20.0,72.42026,83.48968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,0.0,0.0,0.0,0.0,50.0
28,0.0,0.0,0.0,0.0,0.0,53.84615,73.91304,7.61904,25.0,37.5,33.18385,22.91001,50.0,0.0,0.0,0.0,0.0,0.0,68.33333,78.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.24242,52.8,66.66666,17.94871,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,32.83302,78.79924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.18181,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666
29,0.0,0.0,0.0,0.0,0.0,0.0,69.02173,10.09523,8.92857,44.64285,86.09865,16.78366,25.0,0.0,0.0,0.0,0.0,0.0,41.66666,78.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,61.6,91.66666,30.76923,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.13696,71.29455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0
30,0.0,0.0,0.0,0.0,0.0,100.0,68.20652,15.42857,37.5,16.07142,100.0,34.58838,0.0,0.0,0.0,0.0,0.0,0.0,73.33333,69.04761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,73.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,24.015,61.91369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,29.41176,0.0,0.0,45.45454,0.0
31,0.0,0.0,0.0,62.5,0.0,46.15384,42.3913,14.85714,44.64285,57.14285,59.19282,100.0,45.0,0.0,0.0,0.0,0.0,0.0,58.33333,35.71428,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363,68.79999,0.0,20.51282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,28.14258,61.16322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.62068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,53.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,41.17647,0.0,0.0,0.0,41.66666
32,0.0,0.0,0.0,0.0,0.0,0.0,43.75,12.7619,16.07142,66.07142,52.01793,48.4365,30.0,0.0,0.0,0.0,0.0,0.0,56.66666,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.78787,56.79999,0.0,35.89743,0.0,0.0,61.11111,0.0,0.0,0.0,0.0,0.0,63.63636,10.0,27.01688,58.34896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,58.69565,16.95238,57.14285,32.14285,42.15246,37.07721,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,85.71428,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0909,51.2,0.0,25.64102,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,45.45454,16.0,21.38836,54.03377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,29.41176,0.0,0.0,45.45454,0.0
34,0.0,0.0,0.0,0.0,45.45454,0.0,88.58695,9.90476,66.07142,32.14285,53.36322,32.09955,25.0,0.0,0.0,0.0,0.0,0.0,56.66666,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,60.60606,43.2,0.0,23.07692,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,0.0,72.72727,12.0,22.32645,62.85178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,54.54545,75.0
35,0.0,0.0,0.0,0.0,0.0,0.0,67.66304,6.85714,32.14285,51.78571,37.66816,27.37715,50.0,0.0,0.0,0.0,0.0,0.0,65.0,54.7619,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,66.4,91.66666,0.0,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.7636,84.24015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.68965,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,71.42857,0.0,68.18181,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
