,룩스앤메이 센텔라 릴렉세이션 퍼펙트 카밍 마스크_0,룩스앤메이 센텔라 릴렉세이션 퍼펙트 카밍 마스크_1,스팀베이스 마누카 허니 프로폴리스 퍼펙트 쉴드 마스크_0,스팀베이스 마누카 허니 프로폴리스 퍼펙트 쉴드 마스크_1,오아이엠 블룸 꿀보카도 극세사마스크_0,오아이엠 블룸 꿀보카도 극세사마스크_1,얼트루 아임 쏘리 포 마이 스킨  스텝 트래블 젤리 마스크_0,얼트루 아임 쏘리 포 마이 스킨  스텝 트래블 젤리 마스크_1,아비브 껌딱지 시트마스크 어성초 스티커_0,아비브 껌딱지 시트마스크 어성초 스티커_1,메디힐 티트리 케어솔루션 에센셜 마스크 REX_0,메디힐 티트리 케어솔루션 에센셜 마스크 REX_1,홀리카홀리카 퓨어 에센스 마스크 시트  아보카도 _0,홀리카홀리카 퓨어 에센스 마스크 시트  아보카도 _1,스팀베이스 카렌듈라 딥 모이스처 카밍 마스크_0,스팀베이스 카렌듈라 딥 모이스처 카밍 마스크_1,비플랫 시카 리페어 릴렉싱 시트 마스크_0,비플랫 시카 리페어 릴렉싱 시트 마스크_1,토레야 안티에이징 바이오셀룰로오스 마스크_0,토레야 안티에이징 바이오셀룰로오스 마스크_1,얼트루 아임 쏘리 포 마이 스킨 pH    젤리 마스크  수딩 _0,얼트루 아임 쏘리 포 마이 스킨 pH    젤리 마스크  수딩 _1,메디힐 티트리 안티더스트 카밍 마스크_0,메디힐 티트리 안티더스트 카밍 마스크_1,오아이엠 리페어 노니시카 극세사 마스크_0,오아이엠 리페어 노니시카 극세사 마스크_1,시드물 장벽 앰플 마스크 시트_0,시드물 장벽 앰플 마스크 시트_1,입솜 진주 콜라겐 벨벳 마스크_0,입솜 진주 콜라겐 벨벳 마스크_1,얼트루 아임 쏘리 포 마이 스킨 릴렉싱 젤리 마스크_0,얼트루 아임 쏘리 포 마이 스킨 릴렉싱 젤리 마스크_1,셀로니아 시그니처 바이오 시트 마스크_0,셀로니아 시그니처 바이오 시트 마스크_1,에뛰드     테라피 에어 마스크 티트리_0,에뛰드     테라피 에어 마스크 티트리_1,메디힐 티트리 케어솔루션 에센셜 마스크 이엑스_0,메디힐 티트리 케어솔루션 에센셜 마스크 이엑스_1,아비브 껌딱지 시트마스크 마데카소사이드 스티커_0,아비브 껌딱지 시트마스크 마데카소사이드 스티커_1,린제이 프리미엄 쿨 티트리 모델링 마스크_0,린제이 프리미엄 쿨 티트리 모델링 마스크_1,닥터자르트 시카페어 슬리페어 앰플 인 마스크_0,닥터자르트 시카페어 슬리페어 앰플 인 마스크_1,빌리프 퍼스트 에이드 오버나이트 스킨 리제네레이션 마스크_0,빌리프 퍼스트 에이드 오버나이트 스킨 리제네레이션 마스크_1,러쉬 비비 씨위드_0,러쉬 비비 씨위드_1,프레쉬 블랙티 인스턴트 퍼펙팅 마스크_0,프레쉬 블랙티 인스턴트 퍼펙팅 마스크_1,한율 달빛유자 수면팩_0,한율 달빛유자 수면팩_1,시드물 아크바이  모델링 마스크 팩_0,시드물 아크바이  모델링 마스크 팩_1,러쉬 마스크 오브 매그너민티_0,러쉬 마스크 오브 매그너민티_1,샤넬 수블리마지 마스크_0,샤넬 수블리마지 마스크_1,설화수 여윤팩_0,설화수 여윤팩_1,아리따움 프레시 파워 에센스 파우치 팩 강력보습_0,아리따움 프레시 파워 에센스 파우치 팩 강력보습_1,설화수 옥용팩_0,설화수 옥용팩_1,시드물 올인 닥터 규조토 모델링 고무팩_0,시드물 올인 닥터 규조토 모델링 고무팩_1,라네즈 시카 슬리핑 마스크_0,라네즈 시카 슬리핑 마스크_1,라네즈 워터 슬리핑 마스크_0,라네즈 워터 슬리핑 마스크_1,보나벨라 티트리 퓨리파잉 마스크_0,보나벨라 티트리 퓨리파잉 마스크_1,린제이 프리미엄 콜라겐 모델링 마스크팩_0,린제이 프리미엄 콜라겐 모델링 마스크팩_1,이즈앤트리 리얼 머그워트 클레이 마스크_0,이즈앤트리 리얼 머그워트 클레이 마스크_1,팜스 테라비타_0,팜스 테라비타_1,리리코스 오이스터 안티 다크닝 테라피_0,리리코스 오이스터 안티 다크닝 테라피_1
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.40831,84.28571,0.0,0.0,12.25997,66.72384,0.0,0.0,81.83333,72.08672,46.09375,58.97435,62.5,75.0,0.0,0.0,55.17241,79.62962,0.0,0.0,2.48344,39.02439,45.78947,68.92655,0.0,0.0,0.0,0.0,0.0,0.0,5.96026,46.71717,0.0,55.55555
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3863,72.14285,0.0,0.0,14.1802,55.40308,0.0,0.0,73.66666,71.72538,51.5625,64.10256,58.0,64.35185,0.0,0.0,71.98275,77.77777,0.0,0.0,3.72516,0.0,36.8421,82.48587,0.0,0.0,0.0,0.0,0.0,0.0,12.58278,42.42424,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36842,0.0,0.0,39.8533,74.28571,0.0,0.0,10.63515,53.60205,0.0,0.0,84.33333,59.25925,32.8125,56.41025,69.49999,56.48148,0.0,0.0,68.10344,59.25925,0.0,0.0,2.48344,12.19512,62.63157,87.57062,0.0,0.0,0.0,0.0,100.0,0.0,6.62251,38.38383,0.0,66.66666
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39.3643,60.71428,0.0,0.0,20.08862,51.6295,0.0,0.0,65.0,70.00903,42.96875,53.84615,84.5,75.46296,0.0,0.0,87.06896,71.60493,0.0,0.0,2.73178,41.46341,80.52631,54.80225,0.0,0.0,0.0,0.0,0.0,0.0,5.96026,32.82828,0.0,27.77777
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.42105,0.0,0.0,36.43031,55.0,0.0,0.0,13.44165,58.83361,0.0,0.0,71.33333,76.87443,54.6875,33.33333,63.5,78.24074,0.0,0.0,67.67241,51.85185,0.0,0.0,1.15894,53.65853,64.73684,55.9322,0.0,0.0,0.0,0.0,0.0,0.0,7.94701,55.55555,0.0,27.77777
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578,0.0,0.0,28.85085,84.28571,0.0,0.0,14.62333,84.39108,0.0,0.0,67.0,73.3514,53.125,46.15384,61.0,76.85185,0.0,0.0,69.39655,100.0,0.0,0.0,1.07615,31.70731,61.05263,58.19209,0.0,0.0,0.0,0.0,0.0,0.0,9.27152,46.21212,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.67481,85.71428,0.0,0.0,15.21418,59.77701,0.0,0.0,88.0,84.82384,59.375,79.48717,50.0,68.51851,0.0,0.0,53.01724,77.77777,0.0,0.0,3.39403,24.39024,58.94736,71.18644,0.0,0.0,0.0,0.0,0.0,0.0,7.94701,62.12121,71.42857,100.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578,0.0,0.0,44.98777,67.85714,0.0,0.0,11.3737,42.19554,0.0,0.0,62.33333,76.51309,43.75,48.71794,66.0,64.35185,0.0,0.0,50.0,70.98765,0.0,0.0,4.55298,19.51219,56.8421,81.35593,0.0,0.0,0.0,0.0,0.0,0.0,11.25827,55.30303,0.0,33.33333
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.29828,47.14285,0.0,0.0,18.90694,47.08404,0.0,0.0,66.33333,83.28816,36.71875,41.02564,57.5,92.12962,0.0,0.0,59.91379,66.04938,0.0,0.0,3.14569,12.19512,66.31578,59.887,0.0,0.0,0.0,0.0,0.0,0.0,9.27152,59.59595,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3643,45.0,0.0,0.0,11.96454,46.56946,0.0,0.0,70.66666,77.50677,32.03125,74.35897,56.99999,68.98148,0.0,0.0,76.2931,90.12345,0.0,0.0,5.13245,0.0,71.57894,56.49717,0.0,0.0,0.0,0.0,0.0,0.0,4.63576,46.71717,0.0,33.33333
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.21026,50.0,0.0,0.0,12.99852,38.85077,0.0,0.0,61.0,63.95663,29.6875,76.92307,65.0,66.66666,0.0,0.0,85.34482,64.19753,0.0,0.0,4.13907,19.51219,70.0,64.97175,0.0,0.0,0.0,0.0,0.0,0.0,7.28476,35.10101,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.65525,37.85714,0.0,0.0,17.28212,59.34819,0.0,0.0,61.5,72.08672,57.03125,100.0,54.5,64.81481,0.0,0.0,57.32758,74.07407,0.0,0.0,1.49006,26.82926,62.63157,66.10169,0.0,0.0,0.0,0.0,0.0,0.0,5.96026,55.55555,71.42857,38.88888
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.56479,50.0,0.0,0.0,26.8833,86.62092,0.0,0.0,56.49999,75.51942,29.6875,56.41025,50.5,65.74074,0.0,0.0,59.91379,85.18518,0.0,0.0,0.91059,34.14634,47.36842,74.01129,0.0,0.0,0.0,0.0,0.0,0.0,7.28476,74.24242,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.89473,0.0,0.0,32.76283,66.42857,0.0,0.0,26.58788,51.02915,0.0,0.0,69.33333,73.80307,35.15625,89.74358,45.0,75.92592,0.0,0.0,68.53448,80.86419,0.0,0.0,1.49006,0.0,53.68421,77.40112,0.0,0.0,0.0,0.0,0.0,0.0,5.29801,69.69696,0.0,27.77777
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578,0.0,0.0,41.07579,65.0,0.0,0.0,21.56573,45.62607,0.0,0.0,65.0,67.11833,45.3125,58.97435,59.5,78.24074,0.0,0.0,50.86206,80.86419,0.0,0.0,6.04304,29.26829,55.26315,80.22598,0.0,0.0,0.0,0.0,0.0,0.0,7.94701,36.11111,0.0,44.44444
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,36.8421,0.0,0.0,35.94132,49.28571,0.0,0.0,27.76957,56.08919,0.0,0.0,62.33333,64.22764,37.5,56.41025,68.99999,71.29629,0.0,0.0,64.22413,79.62962,0.0,0.0,12.99668,31.70731,61.05263,60.45197,83.33333,0.0,0.0,0.0,0.0,0.0,7.94701,23.23232,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,33.98533,49.28571,0.0,0.0,27.32644,55.40308,0.0,0.0,56.83333,81.75248,27.34375,66.66666,50.5,75.46296,0.0,0.0,75.0,78.39506,0.0,0.0,15.81125,29.26829,76.8421,56.49717,0.0,0.0,0.0,0.0,0.0,0.0,4.63576,15.15151,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.43031,48.57142,0.0,0.0,31.90546,52.91595,0.0,0.0,63.66666,85.72719,28.125,58.97435,61.0,87.96296,0.0,0.0,54.74137,69.75308,0.0,0.0,16.39072,0.0,85.26315,43.50282,0.0,0.0,0.0,0.0,0.0,0.0,5.96026,15.90909,85.71428,44.44444
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.03178,41.42857,0.0,0.0,28.65583,54.71698,0.0,0.0,52.16666,93.49593,37.5,66.66666,73.0,100.0,0.0,0.0,83.62068,75.92592,0.0,0.0,10.51324,53.65853,80.52631,44.06779,0.0,0.0,0.0,0.0,0.0,0.0,7.94701,17.67676,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8753,67.14285,0.0,0.0,30.13293,67.15265,0.0,0.0,58.0,100.0,35.15625,64.10256,48.0,74.53703,0.0,0.0,64.65517,76.5432,0.0,0.0,12.41721,56.09756,73.68421,45.19774,0.0,0.0,0.0,0.0,0.0,0.0,19.86754,22.97979,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578,0.0,0.0,33.74083,82.14285,0.0,0.0,36.77991,69.55403,0.0,0.0,63.33333,88.43721,36.71875,66.66666,63.5,85.18518,0.0,0.0,60.77586,72.8395,0.0,0.0,28.89072,43.90243,70.0,63.8418,0.0,83.33333,0.0,0.0,0.0,0.0,17.21854,31.0606,0.0,50.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.15789,0.0,0.0,37.40831,86.42857,0.0,0.0,75.03692,75.72898,0.0,0.0,56.0,74.1644,45.3125,46.15384,80.5,89.35185,0.0,0.0,66.81034,71.60493,0.0,0.0,35.6788,24.39024,86.31578,85.31073,0.0,100.0,0.0,0.0,0.0,0.0,34.43708,51.76767,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.91931,93.57142,0.0,0.0,61.44756,62.86449,0.0,0.0,71.16666,62.24028,17.1875,48.71794,67.5,67.59259,0.0,0.0,55.60344,63.58024,0.0,0.0,33.69205,14.63414,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.77483,45.45454,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.42105,0.0,0.0,36.43031,75.71428,0.0,0.0,63.07237,40.13722,0.0,0.0,66.83333,56.82023,17.96875,69.23076,60.5,85.64814,0.0,0.0,62.93103,60.49382,0.0,0.0,43.04635,12.19512,82.10526,79.66101,0.0,0.0,0.0,0.0,0.0,0.0,16.55629,42.67676,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.10526,0.0,0.0,29.33985,69.28571,0.0,0.0,54.65288,50.08576,0.0,0.0,87.0,52.93586,19.53125,71.79487,65.5,67.12962,0.0,0.0,70.68965,51.85185,0.0,0.0,36.17549,48.78048,96.8421,55.9322,0.0,0.0,0.0,0.0,0.0,0.0,20.5298,21.71717,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.32029,60.71428,0.0,0.0,47.11964,53.85934,0.0,0.0,66.5,61.87895,20.3125,43.58974,100.0,71.75925,0.0,0.0,74.13793,49.38271,0.0,0.0,28.80794,39.02439,100.0,54.23728,100.0,0.0,0.0,0.0,0.0,0.0,19.86754,32.32323,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.29584,82.85714,0.0,0.0,48.59675,59.26243,0.0,0.0,69.16666,75.79042,23.4375,66.66666,63.0,80.09259,0.0,0.0,64.65517,82.09876,0.0,0.0,35.18211,31.70731,85.78947,47.45762,0.0,0.0,0.0,0.0,0.0,0.0,23.1788,38.63636,0.0,38.88888
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.09535,73.57142,0.0,0.0,58.49335,47.77015,0.0,0.0,87.66666,78.31978,39.84375,61.53846,66.0,69.44444,0.0,0.0,81.46551,50.61728,0.0,0.0,40.23178,78.04878,66.8421,57.06214,0.0,0.0,0.0,0.0,0.0,0.0,16.55629,30.0505,0.0,77.77777
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,29.58435,67.14285,0.0,0.0,81.09305,45.5403,0.0,0.0,71.66666,77.23577,26.5625,100.0,59.0,78.7037,0.0,0.0,56.03448,64.19753,0.0,0.0,45.03311,51.21951,75.78947,62.71186,0.0,0.0,0.0,0.0,0.0,0.0,11.92052,33.33333,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.67237,59.28571,0.0,0.0,68.98079,45.5403,0.0,0.0,68.33333,71.45438,31.25,51.28205,63.0,73.61111,0.0,0.0,63.36206,64.81481,0.0,0.0,63.90728,19.51219,70.0,75.14124,0.0,0.0,0.0,0.0,0.0,0.0,10.59602,47.47474,100.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.91687,55.71428,0.0,0.0,59.67503,38.16466,0.0,0.0,64.66666,65.67299,34.375,82.05128,64.0,66.66666,0.0,0.0,73.70689,64.19753,0.0,0.0,48.84105,14.63414,63.15789,54.23728,0.0,0.0,0.0,0.0,0.0,0.0,12.58278,31.56565,85.71428,55.55555
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.87286,60.0,0.0,0.0,65.87887,29.84562,0.0,0.0,72.66666,68.11201,46.875,58.97435,73.5,72.22222,0.0,0.0,70.25862,66.04938,0.0,0.0,100.0,21.95121,90.52631,65.53672,0.0,0.0,0.0,0.0,0.0,0.0,37.08609,6.81818,0.0,66.66666
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49633,57.14285,0.0,0.0,53.02806,39.36535,0.0,0.0,63.83333,74.70641,32.03125,46.15384,73.5,68.05555,0.0,0.0,68.96551,58.02469,0.0,0.0,40.39735,29.26829,91.57894,55.9322,0.0,0.0,0.0,0.0,0.0,0.0,23.1788,9.34343,0.0,61.11111
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894,0.0,0.0,28.60635,83.57142,0.0,0.0,83.30871,40.90909,0.0,0.0,73.0,69.19602,34.375,56.41025,58.5,81.01851,0.0,0.0,72.41379,69.75308,0.0,0.0,32.94701,87.80487,75.26315,62.14689,0.0,0.0,0.0,0.0,0.0,0.0,11.92052,11.36363,0.0,33.33333
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63157,0.0,0.0,36.18581,97.14285,0.0,0.0,83.60413,40.73756,0.0,0.0,79.0,69.82836,31.25,58.97435,64.5,60.64814,0.0,0.0,71.55172,75.30864,0.0,0.0,33.36092,56.09756,83.15789,70.62146,0.0,0.0,0.0,0.0,0.0,0.0,12.58278,19.19191,0.0,0.0
