,테라브레스 오랄린스 아이시 민트_0,테라브레스 오랄린스 아이시 민트_1,애터미 치약 플러스_0,애터미 치약 플러스_1,페리오   cm 스프레이_0,페리오   cm 스프레이_1,아조나 치약_0,아조나 치약_1,닥터폴스 덴탈튜브 라임만다린 치약_0,닥터폴스 덴탈튜브 라임만다린 치약_1,닥터폴스 덴탈튜브 패츌리머스크 치약_0,닥터폴스 덴탈튜브 패츌리머스크 치약_1,페리오 히말라야 핑크솔트 담은치약  아이스 카밍 민트 _0,페리오 히말라야 핑크솔트 담은치약  아이스 카밍 민트 _1,베러데이 칸디데 치약_0,베러데이 칸디데 치약_1,2080동의청은차고은진 치약_0,2080동의청은차고은진 치약_1,애터미 칫솔_0,애터미 칫솔_1,오렌즈 스페니쉬 리얼그레이_0,오렌즈 스페니쉬 리얼그레이_1,오렌즈 스페니쉬 리얼올리브_0,오렌즈 스페니쉬 리얼올리브_1,오렌즈 시크리스  콘 내츄럴 그레이_0,오렌즈 시크리스  콘 내츄럴 그레이_1,오렌즈 시크리스  콘 코랄 그레이_0,오렌즈 시크리스  콘 코랄 그레이_1,오렌즈 크리스탈  콘 그레이_0,오렌즈 크리스탈  콘 그레이_1,오렌즈 시크리스  콘 내츄럴 브라운_0,오렌즈 시크리스  콘 내츄럴 브라운_1,오렌즈 안나수이 돌리걸 틴트 브라운_0,오렌즈 안나수이 돌리걸 틴트 브라운_1,오렌즈 스페니쉬 써클그레이_0,오렌즈 스페니쉬 써클그레이_1,오렌즈 츄잉  콘 그레이_0,오렌즈 츄잉  콘 그레이_1,오렌즈 아이스 골드_0,오렌즈 아이스 골드_1,오렌즈 샤이닝퓨어 초코_0,오렌즈 샤이닝퓨어 초코_1,오렌즈 라벤더 골드_0,오렌즈 라벤더 골드_1,오렌즈 미스티 내츄럴초코_0,오렌즈 미스티 내츄럴초코_1,오렌즈 스페니쉬 써클브라운_0,오렌즈 스페니쉬 써클브라운_1,오렌즈 비비링 브라운_0,오렌즈 비비링 브라운_1,오렌즈 오션골드_0,오렌즈 오션골드_1,렌즈미 아이블랑 틴트 그레이_0,렌즈미 아이블랑 틴트 그레이_1,렌즈미 워터앰플 쵸코_0,렌즈미 워터앰플 쵸코_1,오렌즈 썸데이 그레이_0,오렌즈 썸데이 그레이_1,오렌즈 카리브  콘 그레이_0,오렌즈 카리브  콘 그레이_1,알콘 데일리스 토탈원 워터렌즈_0,알콘 데일리스 토탈원 워터렌즈_1,쿠퍼비전 바이오피니티_0,쿠퍼비전 바이오피니티_1,쿠퍼비전 클래리티 원데이_0,쿠퍼비전 클래리티 원데이_1,아큐브 오아시스 난시용_0,아큐브 오아시스 난시용_1,알콘 에어옵틱스 나이트 앤 데이 아쿠아_0,알콘 에어옵틱스 나이트 앤 데이 아쿠아_1,아큐브 오아시스 원데이 난시용_0,아큐브 오아시스 원데이 난시용_1,아큐브 원데이 모이스트_0,아큐브 원데이 모이스트_1,아큐브 비타_0,아큐브 비타_1,아큐브 오아시스_0,아큐브 오아시스_1,아큐브 원데이 모이스트 난시용_0,아큐브 원데이 모이스트 난시용_1
21,0.0,0.0,46.15384,0.0,0.0,0.0,85.50368,84.39821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.93491,49.82517,56.86274,0.0,23.71601,54.43037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.57875,10.97046,0.0,0.0,50.85714,37.17277,47.6923,67.25663,34.66666,64.8,0.0,18.58407,63.31967,25.0996,74.88839,53.96383,73.11827,5.51181,9.79955,0.0,0.0,0.0,44.44444,56.87943,0.0,0.0,0.0,0.0,94.24083,84.48687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1875,65.90909,44.93243,3.50593,32.24299,88.05031,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,84.27518,72.36255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.72189,50.0,44.44444,7.63612,29.90936,69.62025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08695,52.38095,10.97046,0.0,0.0,26.28571,31.41361,52.30769,61.06194,34.33333,63.2,0.0,29.20353,53.4836,15.53784,80.85937,57.53361,65.59139,12.99212,44.98886,0.0,0.0,0.0,54.24836,73.75886,0.0,0.0,0.0,0.0,84.29319,84.24821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.375,61.36363,55.74324,5.75332,27.85046,66.98113,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,67.56756,78.60326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.89349,77.62237,46.40522,4.78087,34.29003,70.25316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84615,25.31645,0.0,0.0,49.14285,28.27225,58.46153,49.55752,53.0,68.79999,0.0,16.81415,56.76229,23.10756,79.35267,59.85164,45.16129,22.83464,54.12026,0.0,0.0,0.0,53.59477,95.03546,0.0,0.0,0.0,0.0,93.19371,71.36038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,77.27272,59.12162,12.1539,30.56074,73.27044,0.0,0.0
24,0.0,0.0,53.84615,0.0,0.0,0.0,59.70515,70.72808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2071,74.47552,70.58823,3.05444,24.77341,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43478,56.77655,35.44303,0.0,0.0,62.28571,36.64921,46.15384,50.44247,32.33333,52.0,0.0,26.54867,57.37704,19.1235,81.86383,52.10941,64.51612,22.57217,91.75946,0.0,0.0,0.0,49.6732,100.0,0.0,0.0,0.0,0.0,83.24607,83.53221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1875,70.45454,56.75675,5.98705,36.44859,70.75471,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,71.13022,77.26597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.81065,61.88811,66.66666,2.98804,29.45619,55.6962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7826,44.32234,32.91139,0.0,0.0,61.14285,38.21989,47.6923,55.75221,37.0,78.4,0.0,34.51327,53.4836,26.69322,87.5,58.97079,65.59139,13.51706,79.95545,0.0,0.0,0.0,67.97385,93.04964,0.0,0.0,0.0,0.0,82.72251,89.26014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5625,93.18181,77.02702,4.78245,40.18691,70.44025,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,87.59213,95.54234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.69822,60.66433,71.89542,4.11686,27.49244,53.16455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.74725,35.44303,0.0,0.0,48.57142,46.59685,55.38461,55.75221,38.0,66.4,0.0,100.0,46.72131,37.45019,79.96651,61.89151,40.86021,35.30183,71.26948,0.0,0.0,0.0,65.35947,80.85106,0.0,0.0,0.0,0.0,81.15183,82.57756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,88.63636,66.89189,22.95936,34.39252,76.41509,0.0,0.0
27,0.0,0.0,53.84615,0.0,0.0,0.0,83.90663,98.95988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.14792,57.16783,100.0,3.38645,32.17522,56.96202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.50915,46.83544,0.0,0.0,33.71428,62.82722,27.6923,43.36283,31.66666,88.8,0.0,42.47787,47.7459,45.41832,84.15178,58.32174,49.46236,29.65879,79.95545,0.0,0.0,0.0,39.86928,85.8156,0.0,0.0,0.0,0.0,95.28795,67.3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.8125,93.18181,62.83783,10.55375,34.95327,85.84905,0.0,0.0
28,0.0,0.0,38.46153,45.45454,0.0,0.0,85.38083,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.56804,52.27272,75.81699,2.52324,33.53474,61.3924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.73913,55.67765,56.96202,0.0,0.0,29.14285,83.76963,38.46153,46.01769,27.66666,78.4,0.0,83.18584,41.59836,58.56573,84.26339,61.4279,62.36559,32.93963,70.82405,0.0,0.0,0.0,56.86274,74.46808,0.0,0.0,0.0,0.0,90.57591,75.65632,100.0,0.0,41.17647,0.0,0.0,0.0,0.0,100.0,51.5625,70.45454,61.14864,11.18302,38.13084,83.01886,0.0,0.0
29,0.0,0.0,0.0,45.45454,0.0,0.0,92.01474,84.24962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.00591,62.41258,84.96732,1.32802,28.85196,58.86075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.73913,65.56776,67.51054,0.0,0.0,29.14285,100.0,30.76923,55.75221,26.0,64.8,0.0,55.75221,56.76229,64.94023,79.57589,62.95781,65.59139,29.39632,76.39198,0.0,0.0,0.0,48.36601,59.14893,0.0,0.0,0.0,0.0,100.0,77.80429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4375,81.81818,63.51351,11.70442,34.29906,82.7044,0.0,0.0
30,0.0,0.0,0.0,81.81818,0.0,0.0,73.21867,77.11738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.85207,69.75524,67.97385,1.99203,28.54984,56.32911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.03296,61.18143,0.0,0.0,30.85714,77.48691,36.92307,61.9469,38.0,75.2,0.0,11.50442,64.13934,64.94023,76.50669,66.57394,52.68817,31.62729,81.51447,0.0,0.0,0.0,35.29411,55.60283,0.0,0.0,0.0,0.0,88.48167,81.62291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3125,68.18181,47.97297,9.83459,30.93457,76.72955,0.0,0.0
31,0.0,0.0,69.23076,0.0,0.0,0.0,60.19656,67.75631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.58579,67.13286,69.93464,2.98804,53.1722,59.49367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.26086,75.82417,65.82278,0.0,0.0,52.57142,51.3089,61.53846,37.16814,34.0,60.0,0.0,0.0,76.84426,80.87649,73.88392,55.63282,53.76344,50.13123,52.78396,0.0,0.0,0.0,45.09803,51.91489,0.0,0.0,0.0,0.0,78.01047,69.68973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.3125,81.81818,51.01351,40.1654,37.00934,76.10062,0.0,0.0
32,0.0,0.0,61.53846,81.81818,0.0,0.0,82.80098,85.28974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.14792,70.10489,88.23529,14.20982,100.0,49.36708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.82608,75.82417,58.22784,0.0,0.0,49.14285,40.83769,52.30769,53.09734,38.0,36.0,0.0,0.0,67.41803,77.68924,67.46651,59.34167,35.48387,39.50131,61.69265,0.0,0.0,0.0,52.28758,52.19858,0.0,0.0,0.0,0.0,87.43455,98.56801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9375,38.63636,46.95945,28.15533,68.59813,65.09433,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,87.59213,91.08469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.54437,59.61538,78.43137,38.31341,45.16616,49.36708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.76556,68.77637,0.0,0.0,34.28571,85.86387,73.84615,53.9823,38.0,70.4,0.0,4.42477,66.18852,81.6733,77.06473,61.05702,61.29032,30.44619,91.53674,0.0,0.0,0.0,37.2549,53.33333,0.0,0.0,0.0,0.0,98.95287,87.11217,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9375,56.81818,56.08108,20.9457,75.70093,70.44025,0.0,0.0
34,0.0,0.0,53.84615,54.54545,0.0,0.0,100.0,82.91233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.82248,51.92307,83.66013,39.24302,33.08157,48.73417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.82608,69.59706,70.88607,0.0,0.0,32.0,75.91623,63.07692,61.9469,50.66666,68.0,0.0,17.69911,65.77868,91.63346,74.05133,65.46128,65.59139,24.80314,91.53674,0.0,0.0,0.0,33.33333,51.34751,0.0,0.0,0.0,0.0,74.34554,81.14558,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,63.63636,65.2027,23.12117,100.0,86.79245,0.0,0.0
35,0.0,0.0,46.15384,0.0,0.0,0.0,87.83783,86.77563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.63905,49.47552,85.62091,43.8911,41.38972,67.0886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13043,66.30036,81.85654,0.0,0.0,25.71428,60.73298,44.61538,57.52212,47.33333,76.8,0.0,18.58407,71.92622,100.0,72.37723,61.61335,62.36559,20.86614,100.0,0.0,0.0,0.0,36.6013,59.00709,0.0,0.0,0.0,100.0,93.19371,85.91885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6875,72.72727,59.12162,58.88169,64.01869,76.10062,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,74.81572,78.1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.66272,49.65034,87.58169,53.32005,35.64954,45.56962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08695,65.56776,89.87341,0.0,0.0,32.57142,47.12041,72.30769,53.9823,53.66666,51.2,0.0,23.00884,72.33606,92.03187,79.40848,57.95085,54.8387,22.96587,78.61915,0.0,0.0,0.0,44.44444,51.20567,0.0,0.0,0.0,0.0,96.85863,81.86157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6875,52.27272,56.41891,100.0,67.85046,77.04402,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,66.33906,72.65973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4142,53.67132,95.42483,51.85922,25.67975,56.32911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13043,65.56776,80.16877,0.0,0.0,48.0,37.17277,73.84615,58.40707,32.66666,62.4,0.0,18.58407,68.2377,64.94023,89.0625,58.83171,64.51612,20.7349,83.29621,0.0,0.0,0.0,39.86928,36.73758,0.0,0.0,0.0,0.0,72.2513,76.61097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,50.0,50.0,84.25026,67.28971,61.63522,0.0,0.0
38,0.0,0.0,0.0,54.54545,0.0,0.0,49.87714,63.74442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.01183,48.60139,65.35947,41.83266,25.83081,43.67088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.73913,65.20146,84.38818,0.0,0.0,48.0,41.88481,81.53846,51.32743,50.0,56.0,0.0,24.77876,68.2377,76.89243,80.02232,100.0,54.8387,12.20472,79.51002,0.0,0.0,0.0,30.71895,41.41843,0.0,0.0,0.0,0.0,91.09947,77.56563,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0625,25.0,44.93243,85.04135,52.05607,72.6415,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,71.13022,80.98068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.05325,38.81118,75.16339,45.28552,30.8157,44.9367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.82608,64.83516,85.654,0.0,0.0,46.28571,37.69633,52.30769,48.67256,44.66666,57.6,0.0,15.9292,72.95081,84.46215,72.82366,79.60129,43.01075,14.56692,59.24276,0.0,0.0,0.0,56.86274,33.9007,0.0,0.0,0.0,0.0,92.67015,89.02147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3125,22.72727,51.35135,91.13628,34.2056,71.69811,0.0,0.0
40,0.0,0.0,0.0,63.63636,0.0,0.0,87.46928,96.58246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.4852,39.51048,64.05228,68.45949,30.8157,58.86075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.52173,72.52747,79.32489,0.0,0.0,29.14285,35.60209,63.07692,42.47787,48.0,51.2,0.0,20.35398,67.82786,97.60956,75.27901,87.06536,33.33333,11.15485,68.15144,0.0,0.0,0.0,51.63398,31.6312,0.0,0.0,0.0,0.0,38.21989,74.70167,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,67.1875,38.63636,64.18918,83.26141,53.64485,75.47169,0.0,0.0
41,0.0,0.0,46.15384,0.0,0.0,0.0,86.11793,78.30609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.30177,43.18181,91.50326,55.37848,28.85196,48.73417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13043,65.56776,73.83966,0.0,0.0,32.57142,50.26178,53.84615,46.90265,55.0,38.4,0.0,15.04424,68.44262,90.83665,74.83258,73.94529,48.38709,16.01049,66.59242,0.0,0.0,0.0,32.67973,31.77304,0.0,0.0,0.0,0.0,26.17801,68.49642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3125,40.90909,60.13513,66.59475,48.69158,84.90566,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,73.95577,78.30609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.38461,61.36363,67.32026,73.30677,26.13293,55.06329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43478,68.13186,69.62025,0.0,0.0,16.57142,52.35602,56.92307,58.40707,49.66666,41.6,0.0,19.46902,64.54918,87.25099,65.23437,77.2369,45.16129,8.39895,44.76614,0.0,0.0,0.0,44.44444,36.59574,0.0,0.0,0.0,0.0,20.41884,57.04057,0.0,0.0,29.41176,0.0,0.0,0.0,0.0,0.0,39.0625,47.72727,52.7027,61.99208,51.96261,82.07547,0.0,0.0
43,0.0,0.0,53.84615,0.0,0.0,0.0,67.81326,75.92867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.43786,72.90209,76.47058,89.04382,25.98187,51.89873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.52173,71.06227,91.56118,0.0,0.0,25.14285,59.1623,41.53846,65.48672,42.0,48.0,0.0,23.8938,74.18032,78.48605,71.09375,64.67315,22.58064,12.07349,54.5657,0.0,0.0,0.0,79.08496,32.48226,0.0,0.0,0.0,0.0,27.22513,65.15513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6875,36.36363,50.67567,57.11974,44.95327,72.6415,0.0,0.0
44,0.0,0.0,46.15384,54.54545,0.0,0.0,63.02211,61.66419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.17159,100.0,72.54901,80.47808,22.35649,35.44303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08695,68.13186,70.88607,0.0,0.0,24.57142,91.62303,46.15384,53.09734,38.0,47.2,0.0,46.01769,74.18032,83.26693,76.6183,76.03152,36.55913,8.66141,49.22048,0.0,0.0,0.0,54.24836,43.26241,0.0,0.0,0.0,0.0,25.13089,85.44152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,47.72727,100.0,61.23696,39.43925,85.22012,0.0,0.0
45,0.0,0.0,0.0,45.45454,0.0,0.0,57.73955,62.10995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.07692,88.28671,62.0915,100.0,25.07552,61.3924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08695,69.96336,67.51054,0.0,0.0,24.57142,51.3089,47.6923,53.9823,47.66666,44.0,0.0,37.16814,74.38524,80.07968,66.29464,77.74687,49.46236,11.28608,54.5657,0.0,0.0,0.0,56.20915,39.29078,0.0,0.0,0.0,0.0,30.89005,75.41766,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.125,50.0,66.55405,62.5854,32.99065,64.15094,0.0,0.0
46,0.0,0.0,0.0,72.72727,0.0,0.0,57.98525,65.23031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.79289,83.56643,85.62091,31.00929,24.01812,74.05063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21739,67.76556,67.51054,0.0,0.0,26.28571,63.35078,55.38461,46.01769,40.0,42.4,0.0,40.70796,79.50819,78.88446,67.07589,84.93277,46.23655,16.7979,43.42984,0.0,0.0,0.0,82.35294,36.17021,0.0,0.0,0.0,0.0,23.03664,81.62291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0625,54.54545,49.66216,76.42934,32.71028,58.49056,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,59.3366,71.17384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.83431,60.48951,55.55555,11.95219,24.16918,51.26582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21739,64.46886,92.827,0.0,0.0,31.42857,40.31413,66.15384,30.97345,53.0,42.4,0.0,37.16814,68.2377,72.50996,72.76785,68.70653,36.55913,40.55118,50.55679,0.0,0.0,0.0,78.43137,34.18439,0.0,0.0,0.0,0.0,15.7068,66.82577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.3125,59.0909,48.64864,62.13592,38.13084,54.71698,0.0,0.0
48,0.0,0.0,84.61538,0.0,0.0,0.0,63.02211,72.80832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.8639,53.32167,56.86274,9.42895,23.26283,51.89873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.17391,68.13186,83.12236,0.0,0.0,22.28571,38.21989,47.6923,37.16814,38.66666,48.8,0.0,24.77876,75.81967,55.77689,68.08035,73.52804,25.80645,22.44094,48.32962,0.0,0.0,0.0,61.4379,34.04255,0.0,0.0,0.0,0.0,16.23036,66.82577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,31.81818,71.28378,67.13412,38.78504,62.57861,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,82.43243,69.09361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.32544,41.60839,69.28104,6.7065,26.43504,52.53164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,75.45787,88.60759,0.0,0.0,25.14285,39.26701,95.38461,30.97345,40.33333,40.79999,0.0,23.8938,82.17213,65.33864,63.39285,67.26935,33.33333,14.82939,53.45211,0.0,0.0,0.0,46.40522,36.02836,0.0,0.0,0.0,0.0,29.84293,76.13365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.1875,54.54545,54.05405,99.89212,40.18691,60.06289,0.0,0.0
50,0.0,0.0,53.84615,0.0,0.0,0.0,69.04176,60.62407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.09467,51.92307,43.13725,3.85126,23.86706,46.83544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.91304,86.08058,83.96624,0.0,0.0,17.71428,24.08376,75.38461,45.13274,51.66666,36.0,0.0,15.04424,87.70491,70.51792,64.67633,73.43532,39.78494,12.33595,58.35189,0.0,0.0,0.0,62.74509,38.7234,0.0,0.0,0.0,0.0,45.54973,79.47494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.8125,65.90909,59.45945,68.21287,33.83177,62.26415,0.0,0.0
51,0.0,0.0,53.84615,54.54545,0.0,0.0,68.55036,66.12184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8994,61.71328,41.83006,6.3745,21.75226,66.45569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.17391,70.69597,89.87341,0.0,0.0,26.85714,65.44502,76.92307,43.36283,52.33333,42.4,0.0,19.46902,82.37704,63.74501,81.75223,78.25683,44.08602,13.25459,74.61024,0.0,0.0,0.0,66.66666,46.95035,0.0,0.0,0.0,0.0,50.26178,89.73747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.1875,34.0909,52.36486,57.78496,34.48598,57.2327,0.0,0.0
52,0.0,0.0,61.53846,54.54545,0.0,0.0,59.828,76.07726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.30769,62.23776,50.32679,5.24568,21.45015,71.51898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.82608,78.75457,77.21518,0.0,0.0,24.57142,54.45026,67.6923,50.44247,51.33333,38.4,0.0,15.04424,84.42622,66.53386,79.85491,74.13073,33.33333,39.76377,70.82405,0.0,0.0,0.0,61.4379,53.75886,0.0,0.0,0.0,0.0,48.16753,87.82816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0625,47.72727,45.27027,54.71053,36.26168,54.40251,0.0,0.0
53,0.0,0.0,84.61538,0.0,0.0,0.0,64.86486,86.62704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.49704,61.18881,42.48366,5.44488,21.75226,55.06329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.47826,72.52747,71.30801,0.0,0.0,33.14285,46.59685,55.38461,56.63716,61.33333,37.6,0.0,6.19469,86.88524,60.55776,64.95535,62.63328,38.70967,30.44619,61.24721,0.0,0.0,0.0,56.20915,36.17021,0.0,0.0,0.0,0.0,41.88481,82.57756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5625,81.81818,54.39189,64.72491,44.95327,37.42138,0.0,0.0
54,0.0,0.0,100.0,0.0,0.0,0.0,72.35872,95.69093,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,76.92307,54.1958,52.94117,5.84329,17.67371,96.20253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.82608,69.96336,64.13502,0.0,0.0,26.85714,24.08376,66.15384,49.55752,67.0,52.8,0.0,15.9292,72.13114,58.56573,69.25223,69.26286,30.10752,17.32283,56.34743,0.0,0.0,0.0,50.32679,34.89361,0.0,0.0,0.0,0.0,60.20942,80.66825,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,57.8125,59.0909,46.62162,61.16504,49.71962,34.90566,0.0,0.0
55,0.0,0.0,38.46153,63.63636,0.0,0.0,73.83292,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.66433,63.39869,5.37848,18.27794,77.21518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.82608,61.53846,75.52742,0.0,0.0,27.42857,45.02617,53.84615,45.13274,53.66666,82.4,0.0,17.69911,68.2377,60.55776,72.04241,59.24895,36.55913,86.08923,60.35634,0.0,0.0,0.0,56.86274,27.94326,0.0,0.0,0.0,0.0,62.30366,80.66825,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9375,36.36363,55.06756,65.17439,50.56074,40.8805,0.0,0.0
