,웰라 프로페셔널즈 블론더 멀티 블론드 파우더 탈색약 탈색제_0,웰라 프로페셔널즈 블론더 멀티 블론드 파우더 탈색약 탈색제_1,로레알 프로페셔널 파리 마지렐 쿨커버_0,로레알 프로페셔널 파리 마지렐 쿨커버_1,로레알 프로페셔널 파리 마지렐 염색약_0,로레알 프로페셔널 파리 마지렐 염색약_1,마몽드 팡팡 헤어 섀도우_0,마몽드 팡팡 헤어 섀도우_1,사랑새 안토시아닌 헤어 매니큐어_0,사랑새 안토시아닌 헤어 매니큐어_1,리엔 흑모비책 크림 염색_0,리엔 흑모비책 크림 염색_1,더페이스샵 퀵 헤어 섀도우_0,더페이스샵 퀵 헤어 섀도우_1,헤이 씨리얼 헤어컬러_0,헤이 씨리얼 헤어컬러_1,더페이스샵 퀵 헤어 퍼프_0,더페이스샵 퀵 헤어 퍼프_1,웰라 프로페셔널즈 콜레스톤 퍼펙트 염모제_0,웰라 프로페셔널즈 콜레스톤 퍼펙트 염모제_1,이니스프리 리얼 헤어 메이크업 젤리 컨실러_0,이니스프리 리얼 헤어 메이크업 젤리 컨실러_1,토니모리 메이크 에이치디 헤어 블리치_0,토니모리 메이크 에이치디 헤어 블리치_1,아리따움 컬러라이즈 헤어 블리치_0,아리따움 컬러라이즈 헤어 블리치_1,페인토즈 컬러 트리트먼트 페인트_0,페인토즈 컬러 트리트먼트 페인트_1,려 헤어쿠션_0,려 헤어쿠션_1,시세이도 프로페셔널 크리스탈라이징 스트레이트_0,시세이도 프로페셔널 크리스탈라이징 스트레이트_1,에뛰드 투톤 트리트먼트 헤어 컬러_0,에뛰드 투톤 트리트먼트 헤어 컬러_1,네이처리퍼블릭 시크릿 헤어 라이너_0,네이처리퍼블릭 시크릿 헤어 라이너_1,셀리한센 크림 헤어 블리치_0,셀리한센 크림 헤어 블리치_1,로레알 파리 엑셀랑스 크림_0,로레알 파리 엑셀랑스 크림_1,웻브러쉬 WET 브러쉬_0,웻브러쉬 WET 브러쉬_1,탱글티저 오리지널_0,탱글티저 오리지널_1,아베다 우든 패들 브러시_0,아베다 우든 패들 브러시_1,탱글티저 컴팩트 스타일러_0,탱글티저 컴팩트 스타일러_1,아이캔디 레인보우 볼륨 S 브러시_0,아이캔디 레인보우 볼륨 S 브러시_1,다이소 브러시형 두피 마사지기_0,다이소 브러시형 두피 마사지기_1,다이소 헤어고정시트_0,다이소 헤어고정시트_1,탱글티저 살롱 엘리트_0,탱글티저 살롱 엘리트_1,탱글엔젤 영국런던 헤어 브러시_0,탱글엔젤 영국런던 헤어 브러시_1,다이소 집게형헤어컬_0,다이소 집게형헤어컬_1,아이캔디 레인보우 볼륨 S 브러쉬 컴팩트_0,아이캔디 레인보우 볼륨 S 브러쉬 컴팩트_1,올리브영 앞머리 헤어롤_0,올리브영 앞머리 헤어롤_1,다이소 Wet앤탱글 쿠션브러시_0,다이소 Wet앤탱글 쿠션브러시_1,아이캔디 레인보우 반달 브러쉬_0,아이캔디 레인보우 반달 브러쉬_1,다이소 리본형 헤어고정시트_0,다이소 리본형 헤어고정시트_1,올리브영 두피마사지 샴푸 브러쉬_0,올리브영 두피마사지 샴푸 브러쉬_1,다이소 샴푸 브러쉬_0,다이소 샴푸 브러쉬_1,에뛰드 마이뷰티툴 러블리에띠 스탠딩 헤어브러쉬_0,에뛰드 마이뷰티툴 러블리에띠 스탠딩 헤어브러쉬_1,올리브영 올리브영알루미늄헤어롤_0,올리브영 올리브영알루미늄헤어롤_1,올리브영 집게 헤어롤_0,올리브영 집게 헤어롤_1
10,0.0,0.0,0.0,0.0,0.0,0.0,65.625,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.78048,73.33333,9.82142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,0.0,0.0,64.41717,5.07334,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,54.02298,70.42253,0.0,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,22.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9836,77.61194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.64102,13.2321,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,75.0,95.0,0.0,0.0,0.0,0.0,0.0,26.31578,0.0,68.29268,30.0,8.48214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,51.53374,4.33985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.71264,70.42253,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.19047,28.57142,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,52.45901,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.61538,9.54446,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,21.875,72.5,0.0,0.0,0.0,0.0,75.0,84.21052,0.0,63.41463,65.0,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,0.0,0.0,46.01226,5.74572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.91954,75.35211,0.0,0.0,0.0,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09523,45.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.34426,70.14925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.51282,100.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,26.31578,0.0,100.0,48.33333,15.17857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.39877,5.74572,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,100.0,78.16901,0.0,0.0,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.23809,42.85714,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.34426,53.73134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.76923,80.69414,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,43.75,27.5,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,78.04878,40.0,16.96428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,36.19631,12.16381,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,78.16091,68.30985,0.0,0.0,0.0,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.42857,54.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.93442,59.70149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.58974,48.3731,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,31.25,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.82926,80.0,24.10714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,35.58282,6.54034,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,60.91954,71.12676,0.0,0.0,21.42857,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5238,62.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.93442,59.70149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.41025,24.40347,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,34.375,57.5,0.0,0.0,0.0,0.0,0.0,47.36842,0.0,24.39024,48.33333,19.19642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,51.53374,4.33985,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,67.81609,100.0,0.0,0.0,28.57142,17.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09523,57.14285,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.62295,55.22388,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,54.87179,86.22559,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,34.375,32.5,0.0,0.0,0.0,0.0,0.0,31.57894,0.0,21.95121,40.0,22.32142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.46625,6.96821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.36781,92.25352,0.0,0.0,17.85714,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71428,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.96721,52.2388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.76923,58.3514,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,84.375,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.51219,36.66666,12.05357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.01226,6.17359,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,52.87356,72.53521,0.0,0.0,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.28571,62.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.37704,53.73134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.41025,38.72017,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,68.75,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.07317,48.33333,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.62576,4.64547,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,58.62068,68.30985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.29508,52.2388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.46153,31.01952,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,78.125,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9.82142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,33.12883,3.54523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.41379,62.67605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.23809,80.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,68.85245,82.08955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.64102,26.24728,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,100.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.70731,30.0,12.94642,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,44.78527,5.56234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.91954,69.01408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.90476,65.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.65573,58.20895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.25641,21.47505,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,40.625,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.39024,53.33333,9.82142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.37423,7.57946,0.0,0.0,27.5,0.0,0.0,100.0,0.0,0.0,58.62068,69.01408,0.0,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.85714,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.09836,67.16417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5641,19.73969,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,18.75,35.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,31.70731,10.0,14.73214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.06134,7.88508,0.0,0.0,13.75,0.0,0.0,0.0,0.0,0.0,47.12643,59.85915,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.85714,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.37704,34.32835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.35897,19.52277,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,28.125,52.5,0.0,0.0,0.0,0.0,0.0,26.31578,0.0,0.0,18.33333,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,24.24242,0.0,0.0,0.0,41.10429,6.60146,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,62.06896,52.11267,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95238,74.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81967,37.31343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.51282,24.18655,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,62.5,32.5,0.0,0.0,0.0,0.0,87.5,31.57894,45.45454,17.07317,10.0,16.96428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.23926,6.23471,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,65.51724,54.92957,0.0,0.0,25.0,17.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.28571,48.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.45901,43.28358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.25641,18.65509,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,40.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.07317,13.33333,10.26785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8957,6.23471,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,49.42528,45.77464,0.0,0.0,17.85714,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.04761,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.85245,50.74626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.89587,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,59.375,15.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,14.63414,13.33333,12.05357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8957,4.52322,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,74.71264,50.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.45901,53.73134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.17948,18.22125,0.0,0.0,0.0,0.0,83.33333,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,19.51219,18.33333,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,55.82822,5.44009,0.0,0.0,11.25,0.0,87.5,0.0,0.0,0.0,79.31034,69.7183,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.61904,94.28571,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4918,73.13432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.97435,25.81344,0.0,0.0,0.0,0.0,83.33333,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,40.625,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,37.42331,4.4621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.57471,61.2676,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.61904,40.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,76.1194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.20512,25.05422,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,43.75,22.5,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,26.82926,0.0,7.58928,0.0,0.0,0.0,75.0,0.0,0.0,0.0,100.0,0.0,0.0,59.5092,45.96577,0.0,0.0,12.5,6.25,0.0,0.0,0.0,0.0,47.12643,83.80281,0.0,0.0,50.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.04761,51.42857,42.85714,100.0,0.0,0.0,0.0,0.0,0.0,0.0,52.45901,49.25373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.20512,22.12581,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,62.5,27.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,33.33333,8.48214,0.0,0.0,100.0,87.5,0.0,0.0,0.0,80.0,0.0,0.0,72.39263,100.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,43.67816,68.30985,0.0,0.0,85.71428,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.19047,62.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.37704,77.61194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.64102,24.83731,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,37.5,22.5,0.0,0.0,0.0,0.0,0.0,26.31578,54.54545,0.0,16.66666,10.26785,0.0,0.0,62.5,100.0,0.0,0.0,0.0,60.0,0.0,0.0,42.94478,52.07823,0.0,0.0,10.0,7.5,0.0,0.0,0.0,0.0,79.31034,77.46478,0.0,0.0,32.14285,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,37.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.13114,47.76119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.20512,26.24728,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,34.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19512,0.0,12.5,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,55.21472,31.29584,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,81.60919,90.84507,0.0,0.0,35.71428,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.47619,77.14285,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,49.18032,62.68656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.10256,20.60737,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,15.625,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33333,13.39285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,0.0,0.0,46.62576,24.81662,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,68.96551,54.22535,0.0,0.0,32.14285,17.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5238,88.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.21311,38.80597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.58974,14.20824,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,50.0,22.5,0.0,0.0,0.0,0.0,0.0,36.8421,0.0,0.0,10.0,16.07142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.76073,24.63325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.90804,53.52112,0.0,0.0,17.85714,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.80952,65.71428,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,85.2459,40.2985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25641,16.81127,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,40.625,0.0,0.0,0.0,0.0,0.0,0.0,73.68421,54.54545,12.19512,8.33333,13.83928,0.0,0.0,75.0,81.25,0.0,0.0,0.0,33.33333,0.0,0.0,46.62576,23.34963,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,79.31034,54.22535,0.0,0.0,42.85714,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.04761,42.85714,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.01639,44.77611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1282,11.49674,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,46.875,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.66666,14.73214,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,34.96932,18.88753,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,64.36781,38.02816,0.0,0.0,25.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.61904,54.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.37704,65.67164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.58974,14.20824,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,31.25,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33333,9.82142,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,54.60122,22.55501,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,63.21839,30.98591,0.0,0.0,42.85714,39.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.90476,74.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.7377,68.65671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.6923,15.4013,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,36.8421,0.0,0.0,8.33333,12.05357,0.0,0.0,62.5,43.75,0.0,0.0,0.0,0.0,0.0,0.0,40.49079,17.35941,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,31.03448,49.29577,0.0,0.0,39.28571,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,74.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.60655,43.28358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.25641,15.72668,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,34.375,15.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,23.33333,100.0,0.0,0.0,0.0,68.75,0.0,0.0,0.0,0.0,0.0,0.0,66.25766,14.8533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.06896,40.14084,0.0,0.0,60.71428,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.04761,68.57142,42.85714,87.5,0.0,0.0,0.0,0.0,0.0,0.0,83.60655,62.68656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.82051,22.45119,0.0,0.0,0.0,0.0,83.33333,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,36.8421,0.0,0.0,16.66666,26.33928,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,59.5092,12.89731,0.0,0.0,0.0,6.25,75.0,0.0,0.0,0.0,65.51724,42.95774,0.0,0.0,28.57142,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.14285,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.62295,47.76119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.92307,17.35357,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,31.25,40.0,0.0,0.0,0.0,0.0,0.0,73.68421,0.0,36.58536,16.66666,31.25,0.0,0.0,0.0,56.25,0.0,0.0,15.15151,0.0,0.0,0.0,59.5092,14.05867,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,33.33333,38.02816,0.0,0.0,32.14285,46.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.61904,37.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.7377,71.64179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.17948,14.42516,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,40.625,22.5,0.0,0.0,0.0,0.0,75.0,36.8421,45.45454,0.0,43.33333,33.03571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,48.46625,23.71638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17241,35.91549,0.0,0.0,46.42857,17.85714,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,75.23809,31.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.7377,61.19402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.10256,9.76138,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,40.625,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.42857,0.0,0.0,0.0,37.5,0.0,0.0,30.30303,86.66666,0.0,0.0,42.94478,19.68215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.97701,33.09859,0.0,0.0,17.85714,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.57142,68.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.70491,68.65671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.35897,19.52277,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,31.57894,0.0,0.0,23.33333,30.80357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.60122,16.50366,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,48.27586,45.77464,0.0,0.0,21.42857,42.85714,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,31.42857,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.70491,49.25373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1282,13.7744,0.0,0.0,0.0,0.0,0.0,0.0
