,올리브영 케어플러스 상처커버 스팟패치_0,올리브영 케어플러스 상처커버 스팟패치_1,이지덤뷰티 이지덤 뷰티_0,이지덤뷰티 이지덤 뷰티_1,더마리프트 프레쉬덤 안티 블레미쉬 패치_0,더마리프트 프레쉬덤 안티 블레미쉬 패치_1,엘라밴드 하이드로 도트_0,엘라밴드 하이드로 도트_1,3M 넥스케어™ 블레미쉬 패치 케어_0,3M 넥스케어™ 블레미쉬 패치 케어_1,올리브영 케어플러스 잘라쓰는 사각패치_0,올리브영 케어플러스 잘라쓰는 사각패치_1,해서린 스팟 케어 패치 키트_0,해서린 스팟 케어 패치 키트_1,다이소 위드덤 스킨커버 프렌드 실속형_0,다이소 위드덤 스킨커버 프렌드 실속형_1,시드물 닥터트럽 트러블 클리어 패치_0,시드물 닥터트럽 트러블 클리어 패치_1,코스알엑스 에이씨 컬렉션 아크네 패치_0,코스알엑스 에이씨 컬렉션 아크네 패치_1,하이맘 하이맘 밴드_0,하이맘 하이맘 밴드_1,아크로패스 트러블 큐어_0,아크로패스 트러블 큐어_1,코스알엑스 아크네 핌플 마스터 패치_0,코스알엑스 아크네 핌플 마스터 패치_1,아리따움 티트리 솔루션 스팟 클리어 패치_0,아리따움 티트리 솔루션 스팟 클리어 패치_1,이지피지 이지케어 스팟패치_0,이지피지 이지케어 스팟패치_1,미샤 스피디 솔루션  안티 트러블 패치 _0,미샤 스피디 솔루션  안티 트러블 패치 _1,닥터원더 원더패치_0,닥터원더 원더패치_1,닥터벨머 클래리파잉 스팟 패치 키트_0,닥터벨머 클래리파잉 스팟 패치 키트_1,신신제약매디큐어 하이드 밴드_0,신신제약매디큐어 하이드 밴드_1,VT COSMETICS 스팟 패치_0,VT COSMETICS 스팟 패치_1,휴족시간지압자극 쿨링시트_0,휴족시간지압자극 쿨링시트_1,올리브영 휴족휴면_0,올리브영 휴족휴면_1,휴족시간쿨링시트_0,휴족시간쿨링시트_1,아시리라 수액시트_0,아시리라 수액시트_1,티피오 종아리 알패치_0,티피오 종아리 알패치_1,멕리듬 스팀 아이마스크_0,멕리듬 스팀 아이마스크_1,메디테라피 더마 릴렉스 힐링 패치_0,메디테라피 더마 릴렉스 힐링 패치_1,일리윤 컴포트 레스트 아이워머_0,일리윤 컴포트 레스트 아이워머_1,스팀베이스 데일리 아이마스크_0,스팀베이스 데일리 아이마스크_1,하루온아이워머_0,하루온아이워머_1,슬로우랩 꿀잠안대_0,슬로우랩 꿀잠안대_1,일동제약 휴식시간_0,일동제약 휴식시간_1,씨엔에스글로벌 베어 스팀 아이마스크_0,씨엔에스글로벌 베어 스팀 아이마스크_1,누뉴 수면 온열안대_0,누뉴 수면 온열안대_1,아이러버쿨링풋_0,아이러버쿨링풋_1,아이스펌킨 호박 종아리패치_0,아이스펌킨 호박 종아리패치_1,에뛰드 히팅 아이 마스크_0,에뛰드 히팅 아이 마스크_1,파머메이커 데이리어 링거 오리발 팩_0,파머메이커 데이리어 링거 오리발 팩_1,어퓨 스팀 아이 마스크_0,어퓨 스팀 아이 마스크_1,메디힐리 아이온팩_0,메디힐리 아이온팩_1
20,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,61.7647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.28804,40.59405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.77957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.31034,0.0,40.42553,41.56305,74.17218,0.0,0.0,47.87234,29.77099,100.0,77.77777,0.0,0.0,22.22222,89.72332,12.54355,68.18181,61.11111,28.94736,0.0,0.0,0.0,0.0,0.0,0.0,37.77777,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95121
21,0.0,0.0,0.0,0.0,0.0,0.0,65.43209,42.15686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.07065,38.11881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.56622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.20689,0.0,53.19148,43.69449,41.0596,0.0,0.0,56.38297,51.90839,46.66666,63.63636,0.0,0.0,24.44444,70.75098,10.45296,90.90909,0.0,21.05263,0.0,0.0,0.0,0.0,0.0,0.0,40.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,29.26829
22,0.0,0.0,0.0,0.0,0.0,0.0,76.5432,32.35294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5163,37.62376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93103,0.0,55.31914,42.80639,52.31788,0.0,0.0,37.76595,42.74809,0.0,30.80808,0.0,0.0,15.55555,100.0,16.3763,63.63636,33.33333,21.05263,11.32075,0.0,0.0,0.0,0.0,0.0,31.11111,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19512
23,0.0,0.0,0.0,0.0,0.0,0.0,48.14814,37.2549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.25543,58.91089,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.6097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,80.85106,36.23445,61.5894,0.0,0.0,55.85106,38.93129,0.0,71.21212,0.0,0.0,0.0,75.88932,10.80139,36.36363,0.0,47.36842,9.43396,0.0,0.0,0.0,0.0,0.0,40.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,21.95121
24,0.0,0.0,0.0,0.0,0.0,0.0,91.35802,52.94117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.97826,60.39603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.44186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.65517,0.0,93.61702,35.87921,80.7947,0.0,0.0,55.85106,40.45801,0.0,67.17171,0.0,0.0,35.55555,83.3992,6.96864,65.15151,0.0,23.68421,11.32075,0.0,0.0,0.0,0.0,0.0,37.77777,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95121
25,0.0,0.0,0.0,0.0,0.0,0.0,37.03703,88.23529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1413,51.48514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.84732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.62068,0.0,63.82978,40.31971,68.87417,0.0,0.0,48.40425,33.58778,0.0,28.28282,0.0,0.0,22.22222,72.33201,8.36236,56.0606,0.0,21.05263,0.0,0.0,0.0,0.0,0.0,0.0,42.22222,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.70731
26,0.0,0.0,0.0,0.0,0.0,0.0,54.32098,89.21568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.19565,44.0594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.06167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06896,37.5,48.93617,33.92539,58.27814,0.0,0.0,27.12765,38.93129,33.33333,21.71717,0.0,0.0,51.11111,37.5494,9.75609,75.75757,0.0,13.15789,0.0,0.0,0.0,0.0,0.0,0.0,31.11111,67.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.02439
27,0.0,0.0,0.0,0.0,0.0,0.0,65.43209,59.80392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.09782,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.10515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,20.83333,46.80851,44.93783,64.23841,0.0,0.0,16.48936,42.74809,0.0,52.52525,0.0,0.0,0.0,39.92094,6.6202,65.15151,0.0,0.0,20.75471,0.0,0.0,0.0,0.0,0.0,42.22222,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,26.82926
28,0.0,0.0,0.0,0.0,0.0,0.0,74.07407,68.62745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.19565,69.80198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.98078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7931,50.0,44.68085,51.50976,40.39735,0.0,0.0,22.34042,45.03816,0.0,32.32323,0.0,0.0,0.0,64.03162,7.6655,78.78787,27.77777,18.42105,0.0,0.0,0.0,0.0,0.0,0.0,60.0,46.42857,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,77.77777,0.0,48.78048
29,0.0,0.0,0.0,0.0,0.0,0.0,62.96296,56.86274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.35326,56.43564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.28412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.37931,0.0,68.0851,47.60213,59.60264,0.0,0.0,24.46808,64.12213,0.0,50.0,0.0,0.0,15.55555,89.72332,11.49825,42.42424,0.0,0.0,9.43396,0.0,0.0,0.0,0.0,0.0,33.33333,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,39.50617,46.07843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,59.40594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.43174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.62068,0.0,61.70212,50.62166,55.62913,0.0,0.0,30.31914,41.98473,0.0,67.17171,0.0,0.0,15.55555,83.00395,9.05923,48.48484,0.0,15.78947,11.32075,0.0,0.0,0.0,0.0,0.0,37.77777,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,81.81818,0.0,0.0,31.70731
31,0.0,0.0,0.0,0.0,0.0,0.0,80.24691,42.15686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.31521,52.97029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.82758,0.0,61.70212,88.80994,62.25165,0.0,0.0,34.04255,42.74809,0.0,59.59595,0.0,0.0,11.11111,89.72332,8.01393,71.21212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.51219
32,0.0,0.0,0.0,0.0,0.0,0.0,80.24691,51.96078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43478,54.45544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.83619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,54.16666,51.06382,100.0,34.43708,0.0,0.0,19.14893,75.57251,0.0,28.28282,0.0,0.0,0.0,83.00395,8.36236,100.0,27.77777,0.0,24.5283,0.0,0.0,0.0,0.0,0.0,62.22222,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.26829
33,0.0,0.0,0.0,0.0,0.0,0.0,64.19753,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.27173,38.61386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.07178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.68965,54.16666,38.29787,63.58792,38.41059,0.0,0.0,27.12765,45.80152,0.0,21.21212,0.0,0.0,0.0,54.15019,6.96864,62.12121,0.0,13.15789,11.32075,0.0,0.0,0.0,0.0,0.0,44.44444,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,53.08641,45.09803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.81521,40.59405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.64509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13793,41.66666,29.78723,70.69271,39.07284,0.0,0.0,25.53191,50.38167,0.0,59.0909,0.0,0.0,13.33333,62.05533,8.36236,45.45454,44.44444,13.15789,0.0,0.0,0.0,0.0,0.0,0.0,13.33333,17.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19512
35,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,57.84313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.30978,48.51485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.28513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.82758,54.16666,53.19148,62.69982,47.68211,0.0,0.0,33.51063,41.22137,0.0,77.27272,0.0,0.0,0.0,89.72332,7.6655,40.90909,0.0,21.05263,18.86792,0.0,0.0,0.0,0.0,0.0,15.55555,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,26.82926
36,0.0,0.0,0.0,0.0,0.0,0.0,76.5432,47.05882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.05434,37.12871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.63397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5862,37.5,34.04255,58.9698,41.72185,0.0,0.0,50.0,41.98473,0.0,55.55555,0.0,0.0,0.0,74.70355,100.0,28.78787,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.46341
37,0.0,0.0,0.0,0.0,0.0,0.0,46.91358,35.29411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,29.34782,39.10891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.63397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.41379,58.33333,42.55319,66.60746,47.01986,0.0,0.0,44.14893,45.03816,0.0,58.0808,0.0,0.0,0.0,71.93675,71.777,40.90909,0.0,15.78947,0.0,0.0,0.0,0.0,0.0,0.0,26.66666,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.53658
38,0.0,0.0,0.0,0.0,0.0,0.0,62.96296,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4076,32.67326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.67947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.82758,37.5,12.76595,54.35168,41.0596,0.0,0.0,50.53191,58.01526,0.0,53.53535,0.0,0.0,11.11111,76.28458,24.39024,46.96969,0.0,21.05263,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,73.17073
39,0.0,0.0,0.0,0.0,0.0,0.0,64.19753,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.16304,32.67326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.75834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.82758,37.5,27.65957,47.60213,56.29139,0.0,0.0,51.59574,42.74809,0.0,22.72727,0.0,0.0,0.0,64.03162,24.39024,24.24242,66.66666,55.26315,0.0,0.0,0.0,0.0,0.0,0.0,13.33333,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.14634
40,0.0,0.0,0.0,0.0,0.0,0.0,65.43209,46.07843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.88043,45.54455,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.72413,0.0,23.40425,47.77975,44.37086,0.0,0.0,86.70212,38.16793,33.33333,21.21212,0.0,0.0,0.0,45.8498,16.3763,31.81818,0.0,71.05263,0.0,0.0,0.0,0.0,0.0,0.0,24.44444,60.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.14634
41,0.0,0.0,0.0,0.0,0.0,0.0,41.9753,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49456,41.58415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.20626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.41379,20.83333,57.4468,45.64831,54.96688,0.0,0.0,84.04255,48.85496,33.33333,61.61616,0.0,0.0,0.0,47.82608,10.10452,48.48484,0.0,57.89473,9.43396,0.0,0.0,0.0,0.0,0.0,22.22222,21.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.82926
42,0.0,0.0,0.0,0.0,0.0,0.0,76.5432,47.05882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.71739,49.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.47623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13793,0.0,57.4468,52.57548,33.11258,0.0,0.0,78.7234,51.90839,66.66666,61.61616,0.0,0.0,20.0,87.74703,22.64808,43.93939,0.0,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.02439
43,0.0,0.0,0.0,0.0,0.0,0.0,51.85185,59.80392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.21195,41.58415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.76946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.44827,29.16666,44.68085,55.77264,49.66887,0.0,0.0,78.19148,48.85496,0.0,86.86868,0.0,0.0,31.11111,96.83794,30.31358,27.27272,27.77777,26.31578,9.43396,45.45454,0.0,0.0,0.0,0.0,40.0,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.60975
44,0.0,0.0,0.0,0.0,0.0,0.0,67.90123,42.15686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.07608,42.57425,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,52.47724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.10344,20.83333,78.7234,47.06927,56.29139,0.0,0.0,100.0,48.85496,0.0,80.30303,0.0,0.0,20.0,92.09486,25.43554,48.48484,0.0,23.68421,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
45,0.0,0.0,0.0,0.0,0.0,0.0,71.60493,43.13725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.68478,49.50495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.92618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06896,29.16666,63.82978,56.83836,46.35761,0.0,0.0,86.17021,59.54198,0.0,51.0101,0.0,0.0,0.0,84.58498,34.8432,39.39393,0.0,26.31578,0.0,54.54545,0.0,0.0,0.0,0.0,33.33333,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.53658
46,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,42.15686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.85326,33.66336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.93832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.37931,25.0,23.40425,52.93072,33.77483,0.0,0.0,96.27659,54.96183,0.0,22.22222,0.0,0.0,17.77777,59.28853,14.98257,57.57575,0.0,18.42105,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,39.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.82926
47,0.0,0.0,0.0,0.0,0.0,0.0,54.32098,51.96078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.46195,26.73267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.69059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.96551,45.83333,23.40425,54.5293,39.73509,0.0,0.0,87.23404,51.90839,0.0,25.25252,0.0,0.0,13.33333,45.05928,13.58885,45.45454,33.33333,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,35.55555,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.70731
48,0.0,0.0,0.0,0.0,0.0,0.0,43.20987,54.90196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.08152,36.13861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.03842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55172,0.0,40.42553,52.39786,58.27814,0.0,0.0,79.25531,50.38167,33.33333,43.43434,0.0,0.0,0.0,55.73122,8.36236,69.69696,72.22222,15.78947,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.46341
49,0.0,0.0,0.0,0.0,0.0,0.0,25.92592,65.68627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.11413,37.12871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.08291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.31034,0.0,40.42553,60.92362,50.33112,0.0,0.0,78.19148,70.229,0.0,42.92929,0.0,0.0,0.0,81.42292,12.89198,53.0303,44.44444,15.78947,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.70731
50,0.0,0.0,0.0,0.0,0.0,0.0,32.09876,54.90196,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75543,43.0693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.33063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24137,0.0,59.57446,58.25932,58.94039,0.0,0.0,64.3617,73.28244,0.0,45.45454,0.0,0.0,13.33333,76.67984,18.81533,39.39393,0.0,34.21052,0.0,54.54545,0.0,0.0,0.0,0.0,44.44444,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,87.80487
51,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,70.58823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.47282,37.62376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.45298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.10344,0.0,59.57446,53.46358,55.62913,0.0,0.0,75.0,70.99236,60.0,40.40404,0.0,0.0,11.11111,90.90909,21.95121,33.33333,0.0,39.47368,13.20754,0.0,0.0,0.0,0.0,0.0,26.66666,92.85714,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,68.29268
52,0.0,0.0,0.0,0.0,0.0,0.0,61.72839,52.94117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.27173,35.14851,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.66734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.82758,0.0,48.93617,49.73357,50.33112,0.0,0.0,47.34042,75.57251,0.0,45.45454,0.0,0.0,11.11111,40.3162,16.02787,48.48484,27.77777,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,44.44444,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.78048
53,0.0,0.0,0.0,0.0,0.0,0.0,81.48148,57.84313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4076,34.15841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.08291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.03448,0.0,61.70212,75.66607,39.07284,0.0,0.0,54.78723,88.54961,0.0,16.66666,0.0,0.0,35.55555,25.29644,20.55749,59.0909,0.0,15.78947,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.78048
54,0.0,0.0,0.0,0.0,0.0,0.0,59.25925,47.05882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.81521,33.16831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.01516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.75862,62.5,29.78723,81.88277,47.68211,0.0,0.0,63.29787,53.43511,53.33333,19.19191,0.0,0.0,17.77777,34.7826,11.84668,48.48484,0.0,36.8421,15.09433,0.0,0.0,0.0,0.0,0.0,51.11111,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,53.65853
55,0.0,0.0,0.0,0.0,0.0,0.0,75.30864,62.74509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.88586,36.13861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.31749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.27586,33.33333,0.0,66.25222,41.0596,0.0,0.0,62.76595,54.96183,0.0,24.24242,0.0,0.0,15.55555,44.26877,15.33101,43.93939,33.33333,44.73684,0.0,0.0,0.0,0.0,0.0,0.0,48.88888,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.34146
