,니베아 맨 센서티브 쉐이빙 폼_0,니베아 맨 센서티브 쉐이빙 폼_1,불독 오리지널 쉐이브 젤_0,불독 오리지널 쉐이브 젤_1,비오템옴므 아쿠아틱 로션 애프터 쉐이브_0,비오템옴므 아쿠아틱 로션 애프터 쉐이브_1,니베아 맨 실버 프로텍트 쉐이빙 젤_0,니베아 맨 실버 프로텍트 쉐이빙 젤_1,러쉬 프린스_0,러쉬 프린스_1,질레트 프로쉴드 옐로우 면도기_0,질레트 프로쉴드 옐로우 면도기_1,니베아 맨 쿨 킥 쉐이빙 젤_0,니베아 맨 쿨 킥 쉐이빙 젤_1,젠틀프로젝트 햄프씨드 쉐이빙 오일_0,젠틀프로젝트 햄프씨드 쉐이빙 오일_1,니베아 맨 센서티브 쉐이빙 젤_0,니베아 맨 센서티브 쉐이빙 젤_1,니베아 맨 센서티브 애프터 쉐이브 로션_0,니베아 맨 센서티브 애프터 쉐이브 로션_1,질레트 포오미 레몬 라임 쉐이빙 크림_0,질레트 포오미 레몬 라임 쉐이빙 크림_1,록시땅 꺄드 애프터 쉐이브 밤_0,록시땅 꺄드 애프터 쉐이브 밤_1,러쉬 더티 쉐이빙 크림_0,러쉬 더티 쉐이빙 크림_1,더페이스샵 더프레시 포맨 쉐이빙 폼_0,더페이스샵 더프레시 포맨 쉐이빙 폼_1,쉬크 쉬크 하이드로 모이스춰폼_0,쉬크 쉬크 하이드로 모이스춰폼_1,클라랑스 맨 수퍼 모이스처 애프터 쉐이브 에너자이저_0,클라랑스 맨 수퍼 모이스처 애프터 쉐이브 에너자이저_1,불독 오리지널 에프터 쉐이브 밤_0,불독 오리지널 에프터 쉐이브 밤_1,질레트 프로글라이드 쉐이브젤 센서티브_0,질레트 프로글라이드 쉐이브젤 센서티브_1,샤넬 블루 드 샤넬 애프터쉐이브 로션_0,샤넬 블루 드 샤넬 애프터쉐이브 로션_1,크리니크 해피 포 맨 애프터 쉐이브_0,크리니크 해피 포 맨 애프터 쉐이브_1,갸스비 무빙 락 스프레이 슈퍼하드_0,갸스비 무빙 락 스프레이 슈퍼하드_1,스웨거 헤어 스터너 왁스 매트 하드 _0,스웨거 헤어 스터너 왁스 매트 하드 _1,알페신 카페인 샴푸 C _0,알페신 카페인 샴푸 C _1,XTM 이지 헤어라이너_0,XTM 이지 헤어라이너_1,미쟝센 파 워스윙 스타일 킵 스프레이 _0,미쟝센 파 워스윙 스타일 킵 스프레이 _1,스웨거 헤어 슬래머 포마드_0,스웨거 헤어 슬래머 포마드_1,우르오스 스칼프샴푸_0,우르오스 스칼프샴푸_1,제이슨 댄드러프 트리트먼트 샴푸_0,제이슨 댄드러프 트리트먼트 샴푸_1,미쟝센 파워스윙왁스맥스하드M _0,미쟝센 파워스윙왁스맥스하드M _1,미쟝센 머그샷 이블락킹 워터스프레이_0,미쟝센 머그샷 이블락킹 워터스프레이_1,갸스비 스타일링 젤 슈퍼하드_0,갸스비 스타일링 젤 슈퍼하드_1,바바리안H 마린브럴리티 포마드 왁스_0,바바리안H 마린브럴리티 포마드 왁스_1,아베다 맨 퓨어 포먼스  컨디셔너_0,아베다 맨 퓨어 포먼스  컨디셔너_1,수아베시토포마드 홀드 포마드_0,수아베시토포마드 홀드 포마드_1,블랙몬스터 다운 펌_0,블랙몬스터 다운 펌_1,러쉬 칼라마주_0,러쉬 칼라마주_1,스웨거 헤어 스릴러 멘톨 샴푸_0,스웨거 헤어 스릴러 멘톨 샴푸_1,스웨거 헤어 스터너 왁스 크림 타입  크리미 소프트 _0,스웨거 헤어 스터너 왁스 크림 타입  크리미 소프트 _1,그라펜 해수 포마드_0,그라펜 해수 포마드_1,로레알 프로페셔널 파리 테크니아트 스티프 왁스_0,로레알 프로페셔널 파리 테크니아트 스티프 왁스_1
31,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,26.08695,36.17021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.47706,69.72477,0.0,0.0,0.0,0.0,0.0,0.0,40.0,48.88888,0.0,0.0
32,0.0,0.0,0.0,84.61538,0.0,0.0,0.0,0.0,52.17391,31.91489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.12844,79.81651,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,64.44444,0.0,0.0
33,0.0,0.0,60.0,38.46153,0.0,0.0,0.0,0.0,0.0,36.17021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.72477,69.72477,0.0,0.0,0.0,0.0,0.0,0.0,42.22222,50.0,0.0,0.0
34,0.0,0.0,0.0,34.61538,0.0,0.0,0.0,0.0,0.0,34.04255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.81651,77.98165,0.0,0.0,0.0,0.0,0.0,0.0,47.77777,37.77777,0.0,0.0
35,100.0,0.0,0.0,53.84615,0.0,0.0,0.0,0.0,52.17391,40.42553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.72477,85.3211,50.0,0.0,0.0,0.0,0.0,0.0,58.88888,47.77777,0.0,0.0
36,0.0,100.0,0.0,23.07692,0.0,0.0,0.0,0.0,47.82608,48.93617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.98165,65.13761,0.0,0.0,0.0,0.0,0.0,0.0,38.88888,40.0,0.0,0.0
37,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,0.0,0.0,38.29787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.3211,62.38532,60.0,0.0,0.0,0.0,0.0,0.0,57.77777,46.66666,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7826,23.40425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.13761,58.71559,0.0,0.0,0.0,0.0,0.0,0.0,57.77777,42.22222,0.0,0.0
39,0.0,100.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,38.29787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.38532,66.97247,0.0,0.0,0.0,0.0,0.0,0.0,65.55555,47.77777,0.0,0.0
40,0.0,0.0,0.0,23.07692,0.0,0.0,0.0,0.0,30.43478,27.65957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.71559,69.72477,0.0,0.0,0.0,0.0,0.0,0.0,56.66666,58.88888,0.0,0.0
41,0.0,100.0,60.0,50.0,0.0,0.0,0.0,0.0,39.13043,27.65957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.97247,54.12844,50.0,0.0,0.0,0.0,0.0,0.0,100.0,38.88888,0.0,0.0
42,0.0,0.0,50.0,19.23076,0.0,0.0,0.0,0.0,26.08695,38.29787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.72477,63.30275,0.0,0.0,0.0,0.0,0.0,0.0,60.0,57.77777,0.0,0.0
43,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,0.0,0.0,34.04255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.12844,49.54128,0.0,35.71428,0.0,0.0,0.0,0.0,47.77777,57.77777,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13043,40.42553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.30275,58.71559,0.0,0.0,0.0,0.0,0.0,0.0,75.55555,65.55555,0.0,0.0
45,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,0.0,30.43478,19.14893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.54128,62.38532,100.0,0.0,0.0,0.0,0.0,0.0,52.22222,56.66666,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08695,27.65957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.71559,76.14678,0.0,0.0,0.0,0.0,0.0,0.0,45.55555,100.0,0.0,0.0
47,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,60.86956,17.02127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.38532,59.63302,0.0,100.0,0.0,0.0,0.0,0.0,55.55555,60.0,0.0,0.0
48,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.14678,67.8899,0.0,0.0,0.0,0.0,0.0,0.0,48.88888,47.77777,0.0,0.0
49,0.0,0.0,50.0,30.76923,0.0,100.0,0.0,0.0,39.13043,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.63302,57.79816,60.0,0.0,0.0,0.0,0.0,0.0,53.33333,75.55555,0.0,0.0
50,0.0,0.0,100.0,42.30769,0.0,0.0,0.0,0.0,0.0,25.53191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.8899,65.13761,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,52.22222,0.0,0.0
51,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,0.0,43.47826,10.63829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79816,80.73394,0.0,0.0,0.0,0.0,0.0,0.0,62.22222,45.55555,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.73913,21.27659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.13761,70.6422,0.0,0.0,0.0,0.0,0.0,0.0,36.66666,55.55555,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08695,19.14893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.73394,57.79816,60.0,0.0,0.0,0.0,0.0,0.0,48.88888,48.88888,0.0,0.0
54,0.0,0.0,0.0,34.61538,0.0,0.0,0.0,0.0,21.73913,23.40425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6422,61.46788,50.0,0.0,0.0,0.0,0.0,0.0,46.66666,53.33333,0.0,0.0
55,0.0,0.0,0.0,26.92307,0.0,0.0,0.0,0.0,60.86956,29.78723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.79816,65.13761,0.0,0.0,0.0,0.0,0.0,0.0,43.33333,66.66666,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.73913,12.76595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.46788,72.47706,50.0,0.0,0.0,0.0,0.0,0.0,32.22222,62.22222,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.13761,63.30275,100.0,0.0,0.0,0.0,0.0,0.0,42.22222,36.66666,0.0,0.0
58,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,52.17391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.47706,69.72477,90.0,0.0,0.0,0.0,0.0,0.0,36.66666,48.88888,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.47826,21.27659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.30275,53.211,0.0,0.0,0.0,0.0,0.0,0.0,37.77777,46.66666,0.0,0.0
60,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,0.0,56.52173,25.53191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.72477,58.71559,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,43.33333,0.0,0.0
61,16093,432323,16598,432323,40560,10352,16093,375,2536,706,6597,90760,16093,375,409,908,16093,375,432323,223,237,16093,40560,432323,2536,1382,432323,47143,10835,2052,26742,40681,40560,16598,16093,90760,3345,19715,40560,432323,24930,14935,8935,478,15220,524,494,4614,90557,14935,10298,193,1224200,634630,634630,1224200,314948,245,26371,12264,27450,93022,70,3961,8672,81756,15695,1667,15956,11135,14174,360,876,634630,4252,1809,2396,2732,760,27327
